"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1991","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","Städtischer Raum","17.98","13.5","71","6","8","23","40","60","13.79","22.17","0","90","10","20"
"1991","AkademikerIn","Ländlicher Raum","23.76","17","188","5","10","30","60","90","20.69","26.83","1","99","15","20"
"1991","AkademikerIn","Städtischer Raum","23.68","16.5","374","5","10","30","45","99","21.63","25.73","1","99","15","20"
"1991","Hauptschule","Ländlicher Raum","21.37","14.5","357","5","8","25","50","99","19.34","23.4","0","99","12","16"
"1991","Hauptschule","Städtischer Raum","20.58","14.5","839","5","8","25","43","99","19.35","21.81","0","99","12","15"
"1991","Realschule","Ländlicher Raum","17.07","11.5","329","4","8","21","35","80","15.4","18.74","0","99","10","12"
"1991","Realschule","Städtischer Raum","17.58","11.5","474","4","8","20","40","90","16.12","19.04","0","99","12","15"
"1992","(Fach-)Abitur","Ländlicher Raum","21.98","17.5","37","2","10","40","45","80","14.87","29.09","1","99","8","20"
"1992","(Fach-)Abitur","Städtischer Raum","17.45","11.5","169","5","8","24","40","60","15.22","19.68","0","99","10","15"
"1992","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","Städtischer Raum","18.1","13.5","64","3","7","23","40","85","14.19","22.01","0","85","10","20"
"1992","AkademikerIn","Ländlicher Raum","20.05","11.5","222","3","8","26","43","84","17.57","22.53","2","90","10","16"
"1992","AkademikerIn","Städtischer Raum","22.22","15.5","378","4","8","35","42","90","20.19","24.25","1","99","15","20"
"1992","Hauptschule","Ländlicher Raum","19.99","13.5","325","5","8","26","40","90","17.93","22.05","0","99","12","16"
"1992","Hauptschule","Städtischer Raum","19.71","14.5","797","4","8","24","40","99","18.51","20.91","0","99","12","15"
"1992","Realschule","Ländlicher Raum","17.44","10.5","386","3","6","20","40","99","15.69","19.19","0","99","10","13"
"1992","Realschule","Städtischer Raum","18.06","11.5","512","4","8","22","40","80","16.64","19.48","0","99","10","14"
"1993","(Fach-)Abitur","Ländlicher Raum","21.93","11","38","3","9","22","71","99","13.65","30.21","1","99","10","20"
"1993","(Fach-)Abitur","Städtischer Raum","17.83","11.5","141","5","8","22","40","80","15.12","20.54","1","99","10","15"
"1993","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","Städtischer Raum","19.36","17","49","3","8","20","30","99","14.37","24.35","1","99","10","20"
"1993","AkademikerIn","Ländlicher Raum","20.21","14.5","233","4","8","25","40","82","17.89","22.53","0","99","12","16"
"1993","AkademikerIn","Städtischer Raum","21.44","16.5","401","4","9","30","40","99","19.5","23.38","0","99","15","20"
"1993","Hauptschule","Ländlicher Raum","17.23","10.5","310","4","7","20","39","81","15.32","19.14","0","99","10","15"
"1993","Hauptschule","Städtischer Raum","18.5","11.5","701","4","8","20","40","99","17.16","19.84","1","99","12","15"
"1993","Realschule","Ländlicher Raum","16.96","11.5","382","3","6","20","34","90","15.23","18.69","0","99","10","14"
"1993","Realschule","Städtischer Raum","19.39","11.5","514","4","6","20","44","95","17.71","21.07","1","99","10","14"
"1994","(Fach-)Abitur","Ländlicher Raum","18","7.5","52","3","5","20","50","90","12.05","23.95","2","99","6","16"
"1994","(Fach-)Abitur","Städtischer Raum","18.47","11.5","152","4","6","25","40","80","15.68","21.26","1","99","10","14"
"1994","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Städtischer Raum","16.39","9.5","39","2","5","25","40","52","11.59","21.19","0","52","7","21"
"1994","AkademikerIn","Ländlicher Raum","22.12","15.5","232","5","8","28","48","80","19.79","24.45","0","90","12","16"
"1994","AkademikerIn","Städtischer Raum","22.21","17.5","418","5","10","30","40","90","20.39","24.03","0","99","15","20"
"1994","Hauptschule","Ländlicher Raum","18.38","11.5","300","4","8","20","40","99","16.19","20.57","0","99","12","15"
"1994","Hauptschule","Städtischer Raum","18.51","11.5","715","4","8","21","40","99","17.23","19.79","0","99","10","14"
"1994","Realschule","Ländlicher Raum","16.3","9.5","406","4","6","20","32","88","14.67","17.93","0","99","10","13"
"1994","Realschule","Städtischer Raum","18.71","11.5","511","4","8","21","40","98","17.2","20.22","0","99","11","15"
"1995","(Fach-)Abitur","Ländlicher Raum","14.77","8.5","60","3","5","20","30","64","10.36","19.18","1","99","6","12"
"1995","(Fach-)Abitur","Städtischer Raum","19.92","14.5","188","3","8","25","43","80","17.27","22.57","1","99","10","15"
"1995","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Städtischer Raum","18.18","11","54","2","9","28","40","66","14.27","22.09","2","66","10","20"
"1995","AkademikerIn","Ländlicher Raum","23.15","15.5","242","5","8","32","48","99","20.47","25.83","1","99","12","20"
"1995","AkademikerIn","Städtischer Raum","23.12","19.5","450","5","10","30","46","80","21.38","24.86","1","99","15","20"
"1995","Hauptschule","Ländlicher Raum","19.47","11.5","310","4","8","24","40","88","17.37","21.57","0","99","11","15"
"1995","Hauptschule","Städtischer Raum","19.33","14.5","794","4","8","24","40","86","18.19","20.47","1","99","12","15"
"1995","Realschule","Ländlicher Raum","16.49","9.5","431","3","6","20","40","90","14.84","18.14","0","99","10","14"
"1995","Realschule","Städtischer Raum","17.8","11.5","572","4","7","21","40","90","16.46","19.14","1","99","10","12"
"1996","(Fach-)Abitur","Ländlicher Raum","15","9","70","4","6","20","33","70","11.38","18.62","2","80","8","15"
"1996","(Fach-)Abitur","Städtischer Raum","19.77","11.5","201","4","8","28","40","80","17.3","22.24","1","99","10","15"
"1996","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Städtischer Raum","17.05","13","50","5","6","20","40","60","12.83","21.27","1","72","10","18"
"1996","AkademikerIn","Ländlicher Raum","21.96","14.5","237","4","8","30","50","85","19.4","24.52","2","99","12","18"
"1996","AkademikerIn","Städtischer Raum","23.52","19.5","448","6","10","30","45","99","21.73","25.31","2","99","15","20"
"1996","Hauptschule","Ländlicher Raum","17.87","12.5","312","4","8","22","40","70","16.05","19.69","1","99","11","15"
"1996","Hauptschule","Städtischer Raum","17.54","13.5","721","4","8","20","35","80","16.47","18.61","1","99","12","15"
"1996","Realschule","Ländlicher Raum","17.53","9.5","411","4","8","20","40","81","15.87","19.19","1","99","10","13"
"1996","Realschule","Städtischer Raum","16.23","10.5","577","4","6","20","40","75","15.06","17.4","1","80","10","12"
"1997","(Fach-)Abitur","Ländlicher Raum","18.87","14.5","69","4","8","20","38","70","15.38","22.36","1","80","8","17"
"1997","(Fach-)Abitur","Städtischer Raum","17.53","11.5","209","3","8","21","37","91","15.41","19.65","1","99","10","15"
"1997","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","Städtischer Raum","13.84","7.5","37","3","6","20","30","60","8.56","19.12","3","80","8","20"
"1997","AkademikerIn","Ländlicher Raum","21.59","12.5","260","4","8","30","50","80","19.14","24.04","1","99","12","17"
"1997","AkademikerIn","Städtischer Raum","23.07","15.5","461","5","10","35","50","80","21.31","24.83","1","99","15","20"
"1997","Hauptschule","Ländlicher Raum","18.6","14.5","290","4","8","23","40","80","16.5","20.7","2","99","12","17"
"1997","Hauptschule","Städtischer Raum","17.96","11.5","710","5","8","24","40","75","16.86","19.06","1","90","10","14"
"1997","Realschule","Ländlicher Raum","19.63","13.5","432","5","8","24","40","99","17.96","21.3","1","99","12","15"
"1997","Realschule","Städtischer Raum","16.62","11.5","565","4","8","20","35","70","15.41","17.83","1","99","10","14"
"1998","(Fach-)Abitur","Ländlicher Raum","23.57","14.5","87","3","6","30","80","99","19.18","27.96","1","99","10","15"
"1998","(Fach-)Abitur","Städtischer Raum","16.92","13","255","4","8","20","30","80","14.97","18.87","1","99","10","15"
"1998","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","Städtischer Raum","16.01","9.5","41","4","6","20","32","80","10.3","21.72","1","80","10","20"
"1998","AkademikerIn","Ländlicher Raum","19.08","14.5","279","4","8","25","40","80","17.08","21.08","1","99","10","16"
"1998","AkademikerIn","Städtischer Raum","23.59","19","509","6","10","30","50","81","21.96","25.22","1","99","16","20"
"1998","Hauptschule","Ländlicher Raum","18.68","14.5","327","4","8","20","40","99","16.71","20.65","2","99","12","16"
"1998","Hauptschule","Städtischer Raum","19.07","14.5","735","5","8","25","40","80","17.95","20.19","1","99","14","16"
"1998","Realschule","Ländlicher Raum","18.65","11.5","467","5","8","25","40","70","17.2","20.1","1","99","11","15"
"1998","Realschule","Städtischer Raum","19.11","13.5","641","5","8","22","40","84","17.78","20.44","1","99","12","14"
"1999","(Fach-)Abitur","Ländlicher Raum","19.4","14.5","91","5","8","21","40","80","16.08","22.72","2","80","10","20"
"1999","(Fach-)Abitur","Städtischer Raum","15.94","10.5","271","4","8","20","33","70","14.24","17.64","1","90","10","14"
"1999","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","Städtischer Raum","22.06","10.5","42","3","6","30","70","99","14.95","29.17","2","99","10","20"
"1999","AkademikerIn","Ländlicher Raum","21.64","15.5","268","4","10","30","46","90","19.32","23.96","1","99","12","17"
"1999","AkademikerIn","Städtischer Raum","23.52","19","529","5","10","30","50","80","21.88","25.16","1","99","15","20"
"1999","Hauptschule","Ländlicher Raum","17.78","11.5","340","4","8","20","40","80","15.99","19.57","1","99","12","15"
"1999","Hauptschule","Städtischer Raum","19.89","14.5","739","4","8","25","40","80","18.71","21.07","1","99","15","16"
"1999","Realschule","Ländlicher Raum","18.52","13.5","474","5","8","24","40","90","16.97","20.07","1","99","13","15"
"1999","Realschule","Städtischer Raum","17.35","11.5","640","4","8","20","40","73","16.21","18.49","1","99","12","14"
"2000","(Fach-)Abitur","Ländlicher Raum","16.64","9.5","150","4","6","20","40","90","13.91","19.37","1","90","10","15"
"2000","(Fach-)Abitur","Städtischer Raum","18.94","14.5","457","5","8","24","40","80","17.39","20.49","1","99","13","15"
"2000","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","Städtischer Raum","19.71","14.5","38","5","6","20","50","99","12.67","26.75","1","99","10","20"
"2000","AkademikerIn","Ländlicher Raum","19.66","14.5","429","4","8","24","40","99","18.02","21.3","1","99","12","15"
"2000","AkademikerIn","Städtischer Raum","23.19","17.5","942","5","10","30","50","99","21.92","24.46","1","99","15","18"
"2000","Hauptschule","Ländlicher Raum","18.46","12.5","563","5","8","21","40","90","17.02","19.9","1","99","12","15"
"2000","Hauptschule","Städtischer Raum","19.26","14.5","1149","5","8","24","40","90","18.3","20.22","1","99","14","15"
"2000","Realschule","Ländlicher Raum","17.94","14.5","788","5","8","20","37","90","16.77","19.11","1","99","12","15"
"2000","Realschule","Städtischer Raum","17.02","10.5","1086","4","8","20","36","80","16.11","17.93","1","99","10","12"
"2001","(Fach-)Abitur","Ländlicher Raum","15.54","10.5","133","4","6","20","30","72","13.2","17.88","1","90","10","15"
"2001","(Fach-)Abitur","Städtischer Raum","18.54","13.5","439","4","8","22","40","80","16.86","20.22","1","99","12","15"
"2001","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Städtischer Raum","22.63","13.5","30","4","10","40","40","99","13.56","31.7","1","99","10","20"
"2001","AkademikerIn","Ländlicher Raum","19.95","14.5","394","4","9","24","40","80","18.23","21.67","1","99","12","15"
"2001","AkademikerIn","Städtischer Raum","22.37","17.5","921","5","10","30","48","80","21.14","23.6","1","99","15","20"
"2001","Hauptschule","Ländlicher Raum","17.6","11.5","479","5","8","20","40","80","16.23","18.97","1","99","12","15"
"2001","Hauptschule","Städtischer Raum","19.48","14.5","1039","5","9","24","40","90","18.47","20.49","1","99","15","16"
"2001","Realschule","Ländlicher Raum","16.71","11.5","779","5","8","20","36","60","15.72","17.7","1","99","10","12"
"2001","Realschule","Städtischer Raum","16.91","11.5","1054","4","7","20","40","72","16.03","17.79","1","99","10","12"
"2002","(Fach-)Abitur","Ländlicher Raum","17.97","11.5","157","4","8","20","40","95","15.3","20.64","1","95","10","15"
"2002","(Fach-)Abitur","Städtischer Raum","17.93","13.5","487","4","7","25","40","80","16.39","19.47","1","99","12","15"
"2002","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Städtischer Raum","16.78","9","31","2","3","20","40","70","9.28","24.28","2","88","5","20"
"2002","AkademikerIn","Ländlicher Raum","19.76","14.5","454","4","8","24","40","99","17.91","21.61","1","99","12","15"
"2002","AkademikerIn","Städtischer Raum","21.06","14.5","1238","5","8","29","45","80","19.93","22.19","1","99","16","20"
"2002","Hauptschule","Ländlicher Raum","19.1","13.5","418","5","8","23","40","99","17.45","20.75","1","99","10","15"
"2002","Hauptschule","Städtischer Raum","18.84","14.5","873","5","9","22","40","90","17.82","19.86","1","99","13","15"
"2002","Realschule","Ländlicher Raum","18.61","11.5","734","4","8","21","40","99","17.37","19.85","1","99","10","12"
"2002","Realschule","Städtischer Raum","17.98","11.5","1079","4","7","20","40","99","17.01","18.95","1","99","10","14"
"2003","(Fach-)Abitur","Ländlicher Raum","16.97","9.5","149","4","8","21","35","80","14.14","19.8","1","90","10","15"
"2003","(Fach-)Abitur","Städtischer Raum","15.8","9.5","502","3","5","20","32","99","14.44","17.16","1","99","10","12"
"2003","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2003","AkademikerIn","Ländlicher Raum","19.27","14.5","419","5","8","24","40","80","17.5","21.04","1","99","12","15"
"2003","AkademikerIn","Städtischer Raum","20.59","15.5","1133","5","10","25","40","90","19.49","21.69","1","99","15","18"
"2003","Hauptschule","Ländlicher Raum","16.98","11.5","398","4","8","20","38","80","15.55","18.41","1","90","10","15"
"2003","Hauptschule","Städtischer Raum","18.66","11.5","805","4","8","21","40","90","17.51","19.81","1","99","12","15"
"2003","Realschule","Ländlicher Raum","17.36","11.5","722","3","7","20","40","84","16.18","18.54","1","99","10","13"
"2003","Realschule","Städtischer Raum","16.46","11.5","1026","4","7","20","35","80","15.54","17.38","1","99","10","12"
"2004","(Fach-)Abitur","Ländlicher Raum","16.22","11","140","4","7","20","30","99","13.66","18.78","1","99","10","15"
"2004","(Fach-)Abitur","Städtischer Raum","16.44","9.5","479","4","7","20","35","84","14.9","17.98","1","99","10","15"
"2004","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2004","AkademikerIn","Ländlicher Raum","18.76","14.5","431","5","8","25","40","80","17.03","20.49","1","99","12","15"
"2004","AkademikerIn","Städtischer Raum","21.34","14.5","1042","5","10","25","40","99","20.21","22.47","1","99","15","18"
"2004","Hauptschule","Ländlicher Raum","18.02","14.5","362","4","8","20","35","80","16.39","19.65","1","99","12","15"
"2004","Hauptschule","Städtischer Raum","17.95","11.5","799","4","8","20","40","80","16.79","19.11","1","99","12","15"
"2004","Realschule","Ländlicher Raum","17.08","11.5","730","4","6","20","40","90","15.9","18.26","1","99","10","12"
"2004","Realschule","Städtischer Raum","17.11","9.5","1023","4","6","20","38","99","16.16","18.06","1","99","10","12"
"2005","(Fach-)Abitur","Ländlicher Raum","15.13","9.5","124","3","7","20","30","80","12.7","17.56","2","99","10","12"
"2005","(Fach-)Abitur","Städtischer Raum","15","9.5","472","3","5","20","30","78","13.58","16.42","1","99","10","12"
"2005","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2005","AkademikerIn","Ländlicher Raum","17.72","11.5","380","4","8","20","40","72","15.88","19.56","1","99","10","13"
"2005","AkademikerIn","Städtischer Raum","23.39","16.5","997","5","10","30","50","99","22.17","24.61","1","99","15","18"
"2005","Hauptschule","Ländlicher Raum","17.44","10.5","338","4","7","20","38","90","15.59","19.29","1","99","10","14"
"2005","Hauptschule","Städtischer Raum","18.55","11.5","750","4","8","25","40","80","17.46","19.64","1","99","12","15"
"2005","Realschule","Ländlicher Raum","17.76","11.5","652","5","8","20","40","95","16.44","19.08","1","99","10","12"
"2005","Realschule","Städtischer Raum","17.25","10.5","955","4","7","20","40","80","16.21","18.29","1","99","10","12"
"2006","(Fach-)Abitur","Ländlicher Raum","16.29","9.5","161","5","6","20","30","99","13.69","18.89","1","99","10","15"
"2006","(Fach-)Abitur","Städtischer Raum","15.31","9.5","518","4","6","20","30","70","14","16.62","1","99","12","15"
"2006","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2006","AkademikerIn","Ländlicher Raum","20.56","14.5","425","5","8","25","40","99","18.78","22.34","1","99","13","16"
"2006","AkademikerIn","Städtischer Raum","23.26","18.5","1161","5","10","30","48","90","22.12","24.4","1","99","15","20"
"2006","Hauptschule","Ländlicher Raum","18.39","12.5","366","5","8","20","40","85","16.65","20.13","1","99","10","15"
"2006","Hauptschule","Städtischer Raum","18.09","13.5","842","5","8","22","40","80","17.05","19.13","1","95","12","15"
"2006","Realschule","Ländlicher Raum","18.34","11.5","753","4","8","22","40","90","17.16","19.52","1","99","10","14"
"2006","Realschule","Städtischer Raum","17.39","11.5","1055","4","7","20","40","86","16.45","18.33","1","99","10","12"
"2007","(Fach-)Abitur","Ländlicher Raum","19.93","9.5","163","4","6","20","50","99","16.77","23.09","1","99","10","12"
"2007","(Fach-)Abitur","Städtischer Raum","17.01","11.5","505","4","7","20","32","90","15.49","18.53","1","99","12","15"
"2007","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2007","AkademikerIn","Ländlicher Raum","20.64","13.5","420","5","10","25","50","80","18.83","22.45","1","99","12","15"
"2007","AkademikerIn","Städtischer Raum","22.51","14.5","1072","5","10","30","50","99","21.34","23.68","2","99","15","20"
"2007","Hauptschule","Ländlicher Raum","19.25","11.5","368","4","8","25","45","90","17.52","20.98","1","99","10","14"
"2007","Hauptschule","Städtischer Raum","19.95","14.5","748","4","8","25","40","89","18.77","21.13","1","96","15","16"
"2007","Realschule","Ländlicher Raum","18.35","11.5","709","4","8","24","40","98","17.06","19.64","1","99","10","15"
"2007","Realschule","Städtischer Raum","17.67","11.5","1017","4","7","20","35","80","16.71","18.63","1","99","10","12"
"2008","(Fach-)Abitur","Ländlicher Raum","15.17","9","156","4","7","20","25","60","12.46","17.88","1","99","10","15"
"2008","(Fach-)Abitur","Städtischer Raum","14.83","10.5","459","4","6","20","30","65","13.47","16.19","1","99","10","14"
"2008","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Ländlicher Raum","21","14.5","395","5","10","25","45","80","19.1","22.9","1","99","12","15"
"2008","AkademikerIn","Städtischer Raum","21.56","14.5","1035","5","10","30","45","99","20.41","22.71","1","99","15","20"
"2008","Hauptschule","Ländlicher Raum","17.58","10.5","347","5","8","20","35","90","15.79","19.37","1","99","10","15"
"2008","Hauptschule","Städtischer Raum","19.55","13.5","702","5","8","21","40","90","18.26","20.84","1","99","12","15"
"2008","Realschule","Ländlicher Raum","18.41","11.5","706","4","8","20","40","99","17.18","19.64","1","99","10","15"
"2008","Realschule","Städtischer Raum","17.33","11.5","992","4","8","20","40","80","16.47","18.19","1","99","12","14"
"2009","(Fach-)Abitur","Ländlicher Raum","17.7","13.5","140","5","8","20","35","90","15.03","20.37","1","98","10","16"
"2009","(Fach-)Abitur","Städtischer Raum","15.51","9.5","415","4","6","20","35","70","14.02","17","1","99","10","12"
"2009","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2009","AkademikerIn","Ländlicher Raum","19.76","14.5","396","4","8","22","40","90","17.84","21.68","1","99","12","15"
"2009","AkademikerIn","Städtischer Raum","21.43","15.5","925","5","10","30","40","90","20.21","22.65","1","99","15","18"
"2009","Hauptschule","Ländlicher Raum","17.27","9.5","273","5","7","20","40","80","15.23","19.31","2","90","10","15"
"2009","Hauptschule","Städtischer Raum","19.08","14.5","556","4","8","24","40","80","17.71","20.45","1","99","12","15"
"2009","Realschule","Ländlicher Raum","18.51","11","613","5","8","20","40","96","17.19","19.83","1","99","10","15"
"2009","Realschule","Städtischer Raum","17.87","11.5","826","4","8","20","40","90","16.8","18.94","1","99","10","15"
"2010","(Fach-)Abitur","Ländlicher Raum","16.71","9.5","205","3","5","20","33","99","14.34","19.08","2","99","10","14"
"2010","(Fach-)Abitur","Städtischer Raum","15.22","9.5","595","4","6","20","30","70","14.01","16.43","1","99","10","13"
"2010","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2010","AkademikerIn","Ländlicher Raum","19.64","11.5","453","4","6","25","41","99","17.83","21.45","1","99","12","16"
"2010","AkademikerIn","Städtischer Raum","21.57","14.5","1296","5","8","30","45","99","20.57","22.57","1","99","15","16"
"2010","Hauptschule","Ländlicher Raum","18.03","11.5","410","4","10","24","40","60","16.38","19.68","1","99","12","15"
"2010","Hauptschule","Städtischer Raum","19.48","11.5","702","5","8","24","41","80","18.15","20.81","1","99","12","15"
"2010","Realschule","Ländlicher Raum","17.54","11.5","853","4","8","20","35","99","16.49","18.59","1","99","10","12"
"2010","Realschule","Städtischer Raum","16.99","9.5","1090","3","7","20","35","99","16.02","17.96","1","99","10","12"
"2011","(Fach-)Abitur","Ländlicher Raum","17.47","9.5","294","4","8","20","31","90","15.52","19.42","2","99","10","15"
