"year","quintil_oecd","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1997","4","Ländlicher Raum","23.7","14.5","156","5","10","30","70","80","20.53","26.87","1","90","12","20"
"1997","4","Städtischer Raum","18.46","13.5","410","4","8","20","40","75","16.86","20.06","1","99","12","15"
"1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","24.93","18","57","5","10","35","56","99","19.18","30.68","1","99","12","22"
"1997","5 Einkommensstärkstes Quintil","Städtischer Raum","24.28","19.5","244","6","10","35","50","80","21.54","27.02","1","99","15","20"
"1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","18.09","11.5","310","5","8","24","40","80","16.18","20","1","99","12","16"
"1998","1 Einkommensschwächstes Quintil","Städtischer Raum","18.71","14.5","376","4","8","23","40","80","17.08","20.34","1","99","13","17"
"1998","2","Ländlicher Raum","18.58","14.5","381","4","8","23","40","80","16.93","20.23","1","96","11","15"
"1998","2","Städtischer Raum","17.24","13.5","584","4","7","20","35","80","16","18.48","1","98","12","15"
"1998","3","Ländlicher Raum","18.73","11.5","280","4","8","25","40","99","16.76","20.7","1","99","11","16"
"1998","3","Städtischer Raum","19.98","14.5","506","5","9","25","40","80","18.5","21.46","1","99","12","15"
"1998","4","Ländlicher Raum","20.26","11.5","170","5","8","24","50","85","17.37","23.15","1","99","10","15"
"1998","4","Städtischer Raum","20.01","14.5","495","4","8","25","40","90","18.41","21.61","1","99","14","16"
"1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","23.43","13.5","78","6","8","37","45","99","19.29","27.57","1","99","12","20"
"1998","5 Einkommensstärkstes Quintil","Städtischer Raum","24.17","19","321","6","10","30","50","81","22.17","26.17","2","98","18","20"
"1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","19.11","13","273","4","8","24","48","90","17.14","21.08","1","99","12","16"
"1999","1 Einkommensschwächstes Quintil","Städtischer Raum","19.13","11.5","308","5","8","22","40","90","17.11","21.15","1","99","10","15"
"1999","2","Ländlicher Raum","18.4","13.5","389","5","8","20","40","90","16.75","20.05","1","95","12","15"
"1999","2","Städtischer Raum","18.04","14.5","591","4","8","24","36","80","16.85","19.23","1","99","12","15"
"1999","3","Ländlicher Raum","17.34","11.5","262","5","8","20","40","80","15.33","19.35","1","99","10","15"
"1999","3","Städtischer Raum","17.97","12.5","510","4","8","20","40","80","16.51","19.43","1","99","12","15"
"1999","4","Ländlicher Raum","20.08","14.5","212","3","8","22","45","80","17.52","22.64","1","99","15","17"
"1999","4","Städtischer Raum","20.52","14.5","512","5","10","25","45","80","19.1","21.94","1","99","15","16"
"1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","24.37","19.5","79","5","10","30","40","90","19.43","29.31","3","99","12","24"
"1999","5 Einkommensstärkstes Quintil","Städtischer Raum","22.27","15.5","357","5","10","30","46","80","20.38","24.16","1","99","15","20"
"2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","19.73","14.5","369","5","8","25","40","90","17.83","21.63","1","99","12","16"
"2000","1 Einkommensschwächstes Quintil","Städtischer Raum","17.63","11.5","446","4","8","20","40","80","16.08","19.18","1","99","10","15"
"2000","2","Ländlicher Raum","18.06","12.5","569","4","8","20","37","90","16.68","19.44","1","99","12","15"
"2000","2","Städtischer Raum","17.32","11.5","849","5","8","20","36","80","16.29","18.35","1","99","12","15"
"2000","3","Ländlicher Raum","17.05","11.5","456","4","8","20","40","72","15.72","18.38","1","90","10","15"
"2000","3","Städtischer Raum","18.81","11.5","829","4","8","22","40","85","17.67","19.95","1","99","12","15"
"2000","4","Ländlicher Raum","17.54","11.5","364","5","8","20","38","90","15.78","19.3","1","99","12","15"
"2000","4","Städtischer Raum","20.29","14.5","915","5","8","25","40","99","19.09","21.49","1","99","13","15"
"2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","21.92","14.5","183","5","10","25","40","99","18.99","24.85","2","99","15","20"
"2000","5 Einkommensstärkstes Quintil","Städtischer Raum","23.49","17.5","638","5","10","30","45","90","22","24.98","1","99","15","20"
"2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","16.79","13.5","295","5","8","20","38","60","15.12","18.46","1","99","10","15"
"2001","1 Einkommensschwächstes Quintil","Städtischer Raum","16.8","11.5","399","5","8","20","30","80","15.25","18.35","1","99","10","15"
"2001","2","Ländlicher Raum","16.28","11.5","532","4","8","20","32","50","15.15","17.41","1","99","10","13"
"2001","2","Städtischer Raum","17.15","11.5","774","4","8","20","35","80","16.09","18.21","1","99","12","15"
"2001","3","Ländlicher Raum","16.84","11.5","441","4","8","20","32","90","15.38","18.3","1","99","10","13"
"2001","3","Städtischer Raum","18.61","11.5","787","4","8","21","40","80","17.44","19.78","1","99","12","15"
"2001","4","Ländlicher Raum","19.05","14.5","340","5","10","24","40","80","17.45","20.65","1","99","12","15"
"2001","4","Städtischer Raum","20.26","14.5","870","5","9","26","40","80","19.11","21.41","1","99","15","16"
"2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","19.85","13","193","5","8","21","49","80","17.05","22.65","2","99","10","15"
"2001","5 Einkommensstärkstes Quintil","Städtischer Raum","22.76","16.5","660","5","10","30","45","98","21.25","24.27","1","99","15","20"
"2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","16.29","10.5","235","3","6","20","40","80","14.42","18.16","1","99","10","12"
"2002","1 Einkommensschwächstes Quintil","Städtischer Raum","18.76","11.5","308","3","7","20","40","99","16.83","20.69","1","99","10","14"
"2002","2","Ländlicher Raum","20.94","14.5","380","5","8","24","48","99","18.99","22.89","1","99","10","15"
"2002","2","Städtischer Raum","16.83","11.5","626","4","7","20","35","79","15.67","17.99","1","99","10","14"
"2002","3","Ländlicher Raum","18.63","11.5","413","5","8","20","40","99","17.01","20.25","1","99","10","15"
"2002","3","Städtischer Raum","17.45","11.5","688","5","8","20","40","80","16.33","18.57","1","99","10","14"
"2002","4","Ländlicher Raum","17.86","11.5","437","5","8","22","36","92","16.31","19.41","1","99","10","14"
"2002","4","Städtischer Raum","19.06","14.5","947","4","8","25","40","80","17.96","20.16","1","99","14","15"
"2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","20.65","14.5","314","4","8","25","45","90","18.29","23.01","1","99","14","20"
"2002","5 Einkommensstärkstes Quintil","Städtischer Raum","22.88","15.5","1151","5","10","30","50","99","21.69","24.07","1","99","16","20"
"2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","15.12","9","208","4","6","20","30","80","13.17","17.07","1","99","10","12"
"2003","1 Einkommensschwächstes Quintil","Städtischer Raum","14.49","10.5","286","3","6","20","30","70","12.96","16.02","2","85","10","13"
"2003","2","Ländlicher Raum","16.63","11.5","401","4","8","20","35","90","15.36","17.9","1","90","10","14"
"2003","2","Städtischer Raum","17.09","11.5","596","4","6","20","40","90","15.82","18.36","1","99","10","12"
"2003","3","Ländlicher Raum","17","11.5","397","4","7","20","36","84","15.38","18.62","1","90","10","15"
"2003","3","Städtischer Raum","17.94","11.5","666","4","8","22","40","80","16.7","19.18","1","99","10","14"
"2003","4","Ländlicher Raum","18.74","14.5","410","4","8","25","40","80","17.16","20.32","2","99","11","15"
"2003","4","Städtischer Raum","17.01","11.5","936","4","8","20","35","82","16.04","17.98","1","99","12","15"
"2003","5 Einkommensstärkstes Quintil","Ländlicher Raum","20.89","14.5","289","4","8","30","48","84","18.45","23.33","1","99","12","20"
"2003","5 Einkommensstärkstes Quintil","Städtischer Raum","22.72","17.5","1028","5","10","30","50","99","21.51","23.93","1","99","15","20"
"2004","1 Einkommensschwächstes Quintil","Ländlicher Raum","17.42","12.5","212","3","6","20","40","67","15.23","19.61","2","99","10","15"
"2004","1 Einkommensschwächstes Quintil","Städtischer Raum","15.89","9.5","258","3","5","20","34","80","13.79","17.99","1","99","10","12"
"2004","2","Ländlicher Raum","18.93","14.5","370","4","8","20","40","99","17.25","20.61","1","99","10","15"
"2004","2","Städtischer Raum","16.19","9.5","600","4","6","20","30","80","14.94","17.44","1","99","10","14"
"2004","3","Ländlicher Raum","16.46","11.5","375","4","7","20","35","70","14.98","17.94","1","80","10","14"
"2004","3","Städtischer Raum","17.48","11","629","4","7","20","38","90","16.24","18.72","1","99","10","15"
"2004","4","Ländlicher Raum","16.36","11.5","415","4","8","20","35","80","14.87","17.85","1","99","10","14"
"2004","4","Städtischer Raum","17.95","13.5","877","5","8","20","40","90","16.87","19.03","1","99","12","15"
"2004","5 Einkommensstärkstes Quintil","Ländlicher Raum","19.16","14.5","310","5","10","24","40","99","16.9","21.42","1","99","12","15"
"2004","5 Einkommensstärkstes Quintil","Städtischer Raum","22.7","16.5","1030","5","10","30","50","99","21.53","23.87","1","99","15","20"
"2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","18.82","11.5","173","4","7","20","40","90","16.27","21.37","1","99","10","15"
"2005","1 Einkommensschwächstes Quintil","Städtischer Raum","14.61","9.5","244","3","5","20","30","60","12.79","16.43","1","90","10","12"
"2005","2","Ländlicher Raum","17.77","11.5","337","4","8","20","40","95","16.14","19.4","1","99","10","13"
"2005","2","Städtischer Raum","17.54","11.5","548","4","7","20","40","96","16.21","18.87","1","99","10","13"
"2005","3","Ländlicher Raum","16.68","11.5","325","5","8","20","35","68","14.99","18.37","1","99","10","15"
"2005","3","Städtischer Raum","17.2","11.5","584","4","8","20","40","80","15.94","18.46","1","99","10","14"
"2005","4","Ländlicher Raum","16.34","9.5","385","4","6","20","30","95","14.61","18.07","1","99","10","12"
"2005","4","Städtischer Raum","18.36","11.5","857","4","8","24","40","80","17.23","19.49","1","99","12","15"
"2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","18.39","9.5","291","4","8","20","40","99","16.01","20.77","1","99","10","13"
"2005","5 Einkommensstärkstes Quintil","Städtischer Raum","23.82","16.5","993","5","10","35","50","99","22.6","25.04","1","99","15","17"
"2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","18.23","11.5","234","4","8","20","40","99","15.87","20.59","1","99","11","15"
"2006","1 Einkommensschwächstes Quintil","Städtischer Raum","16.05","9.5","263","3","6","20","39","99","13.98","18.12","1","99","10","12"
"2006","2","Ländlicher Raum","19.17","14.5","358","5","10","25","40","80","17.52","20.82","2","99","12","16"
"2006","2","Städtischer Raum","18.03","11.5","615","4","8","23","40","87","16.74","19.32","1","95","10","14"
"2006","3","Ländlicher Raum","17.94","11.5","415","4","8","20","40","95","16.32","19.56","1","99","10","15"
"2006","3","Städtischer Raum","16.42","11.5","687","4","7","20","30","70","15.28","17.56","1","99","12","15"
"2006","4","Ländlicher Raum","17.89","11.5","431","4","6","20","40","85","16.35","19.43","1","99","10","12"
"2006","4","Städtischer Raum","18.79","14.5","957","4","8","25","40","83","17.76","19.82","1","99","12","15"
"2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","19.97","14.5","298","5","8","22","40","99","17.74","22.2","1","99","12","16"
"2006","5 Einkommensstärkstes Quintil","Städtischer Raum","22.59","17.5","1116","5","10","30","45","80","21.46","23.72","1","99","15","20"
"2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","18.24","11","191","4","8","24","35","99","16.14","20.34","1","99","10","16"
"2007","1 Einkommensschwächstes Quintil","Städtischer Raum","20.5","12.5","247","4","8","24","47","96","18.4","22.6","1","96","10","15"
"2007","2","Ländlicher Raum","18.41","10.5","371","3","7","22","40","99","16.56","20.26","1","99","10","15"
"2007","2","Städtischer Raum","17.51","11.5","554","4","8","21","40","72","16.18","18.84","1","99","10","15"
"2007","3","Ländlicher Raum","18.49","11.5","391","5","8","25","40","80","16.94","20.04","1","80","10","15"
"2007","3","Städtischer Raum","17.62","11.5","606","4","8","20","35","80","16.38","18.86","1","99","10","14"
"2007","4","Ländlicher Raum","18.65","11.5","431","4","8","20","40","99","16.88","20.42","1","99","10","12"
"2007","4","Städtischer Raum","18.54","11.5","934","4","7","20","40","99","17.44","19.64","1","99","12","15"
"2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","21.53","11.5","307","5","8","30","50","90","19.19","23.87","1","99","12","15"
"2007","5 Einkommensstärkstes Quintil","Städtischer Raum","23.41","19.5","1062","5","10","30","50","99","22.23","24.59","1","99","15","20"
"2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","19.61","14.5","170","5","8","20","40","99","16.98","22.24","1","99","10","15"
"2008","1 Einkommensschwächstes Quintil","Städtischer Raum","16.49","11","197","2","6","20","30","80","14.28","18.7","1","99","10","15"
"2008","2","Ländlicher Raum","16.33","11","309","4","7","20","30","65","14.72","17.94","1","99","10","15"
"2008","2","Städtischer Raum","17.32","11.5","493","4","8","20","40","80","15.99","18.65","1","99","10","13"
"2008","3","Ländlicher Raum","16.69","9.5","378","4","6","20","40","90","14.96","18.42","1","99","10","12"
"2008","3","Städtischer Raum","17.34","11.5","604","4","7","20","40","80","16.06","18.62","1","99","10","14"
"2008","4","Ländlicher Raum","18.17","11.5","443","5","8","20","40","99","16.57","19.77","1","99","10","15"
"2008","4","Städtischer Raum","17.73","12.5","894","4","8","20","40","90","16.72","18.74","1","99","12","15"
"2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","21.62","14.5","334","5","10","25","45","99","19.41","23.83","1","99","13","17"
"2008","5 Einkommensstärkstes Quintil","Städtischer Raum","22.28","15.5","1086","5","10","30","45","89","21.18","23.38","1","99","15","18"
"2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","17.37","13","112","5","8","20","32","50","14.51","20.23","2","90","10","18"
"2009","1 Einkommensschwächstes Quintil","Städtischer Raum","14.15","9","156","3","6","20","30","50","12.29","16.01","1","60","10","15"
"2009","2","Ländlicher Raum","20.5","14.5","260","5","8","25","50","90","18.31","22.69","2","90","10","16"
"2009","2","Städtischer Raum","18.7","12.5","405","4","6","20","40","95","17.03","20.37","1","99","10","14"
"2009","3","Ländlicher Raum","15.64","9.5","320","5","8","20","31","60","14.02","17.26","1","98","10","15"
"2009","3","Städtischer Raum","16.8","9.5","452","4","6","20","35","90","15.34","18.26","1","99","10","15"
"2009","4","Ländlicher Raum","18.23","12.5","391","5","8","20","40","90","16.6","19.86","1","96","10","15"
"2009","4","Städtischer Raum","18.97","14.5","788","4","8","25","40","80","17.88","20.06","1","99","12","15"
"2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","19.51","11","368","5","8","20","50","98","17.4","21.62","1","99","10","15"
"2009","5 Einkommensstärkstes Quintil","Städtischer Raum","21.18","14.5","994","5","10","30","42","80","19.99","22.37","1","99","15","18"
"2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","15.24","11","225","4","5","20","30","85","12.88","17.6","1","99","10","15"
"2010","1 Einkommensschwächstes Quintil","Städtischer Raum","17.46","11","270","4","7","20","35","99","15.46","19.46","1","99","10","12"
"2010","2","Ländlicher Raum","17.8","9.5","467","3","8","24","40","99","16.36","19.24","1","99","10","15"
"2010","2","Städtischer Raum","16.12","11.5","647","4","6","20","35","78","14.89","17.35","1","99","11","14"
"2010","3","Ländlicher Raum","20.09","14.5","381","4","10","23","40","99","18.29","21.89","1","99","10","15"
"2010","3","Städtischer Raum","17.54","9.5","665","3","7","20","35","80","16.22","18.86","1","99","10","13"
"2010","4","Ländlicher Raum","17.42","9.5","499","4","5","20","40","70","15.9","18.94","1","99","10","15"
"2010","4","Städtischer Raum","17.74","11.5","936","4","8","20","40","86","16.66","18.82","1","99","12","15"
"2010","5 Einkommensstärkstes Quintil","Ländlicher Raum","17.68","11.5","396","4","8","20","40","70","16.03","19.33","1","99","12","15"
"2010","5 Einkommensstärkstes Quintil","Städtischer Raum","21.16","14.5","1239","5","8","28","50","99","20.14","22.18","1","99","15","15"
"2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","18.27","9.5","289","5","8","20","38","80","16.36","20.18","1","99","10","14"
"2011","1 Einkommensschwächstes Quintil","Städtischer Raum","15.53","9.5","341","4","8","20","30","80","13.94","17.12","1","99","10","15"
"2011","2","Ländlicher Raum","19.16","14.5","584","5","10","20","40","80","17.84","20.48","1","99","12","15"
"2011","2","Städtischer Raum","17.21","11.5","780","4","7","20","36","80","16.09","18.33","1","99","11","15"
"2011","3","Ländlicher Raum","17.35","14.5","551","5","8","20","40","80","16.01","18.69","1","99","12","15"
"2011","3","Städtischer Raum","17.1","11.5","838","4","7","20","38","80","15.94","18.26","1","99","12","15"
"2011","4","Ländlicher Raum","18.53","13.5","662","5","8","24","40","80","17.32","19.74","1","99","12","15"
"2011","4","Städtischer Raum","17.75","11.5","1285","4","8","20","40","80","16.82","18.68","1","99","12","14"
"2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","19.91","14.5","530","5","10","25","40","87","18.39","21.43","1","99","12","15"
"2011","5 Einkommensstärkstes Quintil","Städtischer Raum","21.52","14.5","1587","5","9","30","50","80","20.62","22.42","1","99","15","16"
"2012","1 Einkommensschwächstes Quintil","Ländlicher Raum","17.17","11.5","233","3","5","20","30","85","14.74","19.6","1","99","10","15"
"2012","1 Einkommensschwächstes Quintil","Städtischer Raum","15.99","9.5","261","4","6","24","30","80","13.62","18.36","1","99","10","15"
"2012","2","Ländlicher Raum","16.43","11.5","518","3","7","20","30","80","15.08","17.78","1","99","10","14"
"2012","2","Städtischer Raum","17.08","11.5","734","4","6","20","35","90","15.92","18.24","1","99","10","14"
"2012","3","Ländlicher Raum","16.87","11.5","587","5","7","20","40","80","15.61","18.13","1","99","10","12"
"2012","3","Städtischer Raum","16.89","11.5","839","4","8","20","40","80","15.83","17.95","1","99","11","13"
"2012","4","Ländlicher Raum","16.1","9.5","712","4","6","20","30","70","15.03","17.17","1","99","10","12"
"2012","4","Städtischer Raum","15.99","9.5","1245","3","6","20","33","80","15.15","16.83","1","99","10","12"
"2012","5 Einkommensstärkstes Quintil","Ländlicher Raum","18.85","11.5","601","4","8","20","40","99","17.35","20.35","1","99","10","15"
"2012","5 Einkommensstärkstes Quintil","Städtischer Raum","19.68","14.5","1649","5","8","25","40","80","18.83","20.53","1","99","12","15"
"2013","1 Einkommensschwächstes Quintil","Ländlicher Raum","14.38","9.5","239","4","5","20","30","80","12.38","16.38","1","80","10","15"
"2013","1 Einkommensschwächstes Quintil","Städtischer Raum","14.34","9.5","378","3","5","18","26","75","12.8","15.88","1","90","10","12"
"2013","2","Ländlicher Raum","15.59","10.5","497","5","8","20","30","60","14.36","16.82","1","99","10","15"
"2013","2","Städtischer Raum","15.97","9.5","794","3","6","20","33","80","14.82","17.12","1","99","10","12"
"2013","3","Ländlicher Raum","16.62","11.5","543","4","8","20","35","70","15.37","17.87","1","99","10","15"
"2013","3","Städtischer Raum","16.36","9.5","916","4","7","20","40","80","15.33","17.39","1","99","10","14"
"2013","4","Ländlicher Raum","15.3","9.5","783","4","7","20","30","80","14.29","16.31","1","99","10","12"
"2013","4","Städtischer Raum","15.59","9.5","1377","3","6","20","30","85","14.8","16.38","1","99","10","12"
"2013","5 Einkommensstärkstes Quintil","Ländlicher Raum","16.7","9.5","621","4","7","20","40","90","15.34","18.06","1","99","10","13"
"2013","5 Einkommensstärkstes Quintil","Städtischer Raum","18.26","14.5","1789","4","8","25","40","80","17.51","19.01","1","99","12","15"
"2014","1 Einkommensschwächstes Quintil","Ländlicher Raum","14.51","9.5","178","2","5","20","30","60","12.56","16.46","1","90","10","15"
"2014","1 Einkommensschwächstes Quintil","Städtischer Raum","17.13","11.5","280","4","8","20","40","80","15.25","19.01","1","99","10","15"
"2014","2","Ländlicher Raum","17.27","11.5","432","4","7","20","40","80","15.74","18.8","1","99","10","13"
"2014","2","Städtischer Raum","14.62","9.5","621","4","6","20","35","60","13.5","15.74","1","99","10","10"
"2014","3","Ländlicher Raum","14.97","9.5","476","4","6","20","35","65","13.58","16.36","1","99","10","10"
"2014","3","Städtischer Raum","16.06","9.5","785","4","6","20","32","80","15.08","17.04","1","99","10","10"
"2014","4","Ländlicher Raum","15.77","9.5","713","3","6","20","32","75","14.77","16.77","1","99","10","12"
"2014","4","Städtischer Raum","15.06","9.5","1203","3","6","20","30","70","14.23","15.89","1","99","10","12"
"2014","5 Einkommensstärkstes Quintil","Ländlicher Raum","16.14","9.5","666","4","7","20","30","99","14.89","17.39","1","99","10","12"
"2014","5 Einkommensstärkstes Quintil","Städtischer Raum","17.77","11.5","1798","4","6","20","40","80","17.02","18.52","1","99","12","14"
"2015","1 Einkommensschwächstes Quintil","Ländlicher Raum","13.14","9","194","3","5","20","21","50","11.29","14.99","1","90","10","10"
"2015","1 Einkommensschwächstes Quintil","Städtischer Raum","13.31","9.5","259","2","4","20","30","60","11.58","15.04","1","99","10","13"
"2015","2","Ländlicher Raum","14.33","10.5","387","4","6","20","30","50","12.96","15.7","1","95","10","13"
"2015","2","Städtischer Raum","15.72","9.5","492","4","8","20","30","99","14.26","17.18","1","99","10","12"
"2015","3","Ländlicher Raum","17.83","11.5","493","4","8","22","40","80","16.4","19.26","1","99","10","15"
"2015","3","Städtischer Raum","17.05","11.5","740","4","7","20","35","80","16.07","18.03","1","99","10","14"
"2015","4","Ländlicher Raum","16.88","9.5","719","4","6","20","40","80","15.85","17.91","1","99","10","12"
"2015","4","Städtischer Raum","15.41","9.5","1235","4","6","20","30","80","14.61","16.21","1","99","10","12"
"2015","5 Einkommensstärkstes Quintil","Ländlicher Raum","16.63","9.5","735","4","8","20","35","80","15.41","17.85","1","99","10","12"
"2015","5 Einkommensstärkstes Quintil","Städtischer Raum","17.29","12.5","1916","4","8","20","40","80","16.56","18.02","1","99","12","15"
"2016","1 Einkommensschwächstes Quintil","Ländlicher Raum","14.33","9","156","4","5","20","30","60","12.56","16.1","2","60","10","11"
"2016","1 Einkommensschwächstes Quintil","Städtischer Raum","12.9","7.5","194","3","5","15","30","50","10.72","15.08","1","99","10","12"
"2016","2","Ländlicher Raum","15.54","9.5","342","3","6","20","35","60","13.95","17.13","1","99","10","15"
"2016","2","Städtischer Raum","14.88","9.5","494","3","7","18","30","70","13.47","16.29","1","108","10","10"
"2016","3","Ländlicher Raum","14.06","9.5","406","3","5","20","30","80","12.76","15.36","1","90","10","12"
"2016","3","Städtischer Raum","14.6","9.5","655","4","6","20","30","60","13.57","15.63","1","99","10","12"
"2016","4","Ländlicher Raum","14.7","10.5","711","4","6","20","30","60","13.58","15.82","1","200","10","12"
"2016","4","Städtischer Raum","14.65","9.5","1164","4","6","20","30","70","13.84","15.46","1","99","10","11"
"2016","5 Einkommensstärkstes Quintil","Ländlicher Raum","16.11","9.5","764","4","6","20","35","80","14.99","17.23","1","99","10","12"
"2016","5 Einkommensstärkstes Quintil","Städtischer Raum","17.02","11.5","1894","4","7","20","40","80","16.31","17.73","1","99","10","12"
"2017","1 Einkommensschwächstes Quintil","Ländlicher Raum","12.96","7.5","122","4","5","16","23","99","10.17","15.75","1","99","7","10"
"2017","1 Einkommensschwächstes Quintil","Städtischer Raum","18","14.5","190","4","10","20","35","87","15.97","20.03","1","87","10","15"
"2017","2","Ländlicher Raum","15.13","9.5","302","4","6","20","32","60","13.57","16.69","1","100","10","12"
"2017","2","Städtischer Raum","15.61","9.5","399","4","7","20","30","80","14.07","17.15","1","146","10","12"
"2017","3","Ländlicher Raum","15.88","9.5","465","4","6","20","37","80","14.49","17.27","1","100","10","13"
"2017","3","Städtischer Raum","16.19","9.5","676","3","6","20","32","80","15.11","17.27","1","99","10","12"
"2017","4","Ländlicher Raum","16.59","11.5","755","4","8","20","34","80","15.6","17.58","1","99","10","12"
"2017","4","Städtischer Raum","14.31","9.5","1231","4","6","20","30","80","13.61","15.01","1","99","10","10"
"2017","5 Einkommensstärkstes Quintil","Ländlicher Raum","15.55","9.5","924","4","6","20","33","80","14.59","16.51","1","120","10","12"
"2017","5 Einkommensstärkstes Quintil","Städtischer Raum","17.15","9.5","2202","4","7","20","40","80","16.49","17.81","1","99","10","12"
"2018","1 Einkommensschwächstes Quintil","Ländlicher Raum","16.38","14.5","117","5","8","25","25","40","14.51","18.25","1","60","8","12"
"2018","1 Einkommensschwächstes Quintil","Städtischer Raum","13.52","9.5","206","3","5","20","25","45","11.54","15.5","1","100","10","15"
"2018","2","Ländlicher Raum","13.71","9","237","4","8","20","30","40","12.3","15.12","1","60","10","14"
"2018","2","Städtischer Raum","15.23","9.5","379","3","5","20","30","80","13.65","16.81","1","99","10","10"
"2018","3","Ländlicher Raum","14.7","9.5","416","3","5","20","30","80","13.22","16.18","1","99","10","10"
"2018","3","Städtischer Raum","15.53","10.5","598","4","6","20","30","54","14.41","16.65","1","120","10","10"
