year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2012,First Stage of Tertiary Education,1427,81.60272068962657,81.16898522662169,82.03645615263144,70.0,80.0,92.0,37.0,125.0,80.0,78.0,81.0
2012,Second Stage of Tertiary Education,4605,76.50991467383045,76.29186250107291,76.72796684658799,65.0,75.0,86.0,34.0,117.5,75.0,74.0,75.0
2013,Pre-primary Level,,,,,,,,,,,,
2013,Primary Level,,,,,,,,,,,,
2013,Lower Secondary Level,,,,,,,,,,,,
2013,Upper Secondary Level,,,,,,,,,,,,
2013,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2013,First Stage of Tertiary Education,,,,,,,,,,,,
2013,Second Stage of Tertiary Education,,,,,,,,,,,,
2014,Pre-primary Level,439,68.93212432083428,68.23376186361051,69.63048677805804,58.0,65.0,76.86624774088936,40.0,105.16561935222342,65.0,60.974999999999994,67.0
2014,Primary Level,496,78.11028920711972,77.34206458008568,78.87851383415376,65.0,75.0,89.83953618707739,38.0,127.09884046769346,75.0,72.0,76.0
2014,Lower Secondary Level,3054,76.65791154726614,76.36502602525891,76.95079706927336,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0
2014,Upper Secondary Level,12365,78.48903320346153,78.33967064948763,78.63839575743543,65.0,77.0,89.0,30.0,125.0,77.0,76.0,78.0
2014,Post-secondary Non-tertiary Level,2016,77.1364577259814,76.76468633118068,77.50822912078212,65.0,75.0,87.0,40.0,120.0,75.0,74.0,77.0
2014,First Stage of Tertiary Education,1577,82.49177003016109,82.07675488314788,82.9067851771743,70.0,81.0,92.0,37.0,125.0,81.0,79.0,82.0
2014,Second Stage of Tertiary Education,6165,76.60592563125405,76.41381440653998,76.79803685596812,65.0,75.0,86.0,41.0,117.5,75.0,74.0,75.0
2015,Pre-primary Level,,,,,,,,,,,,
2015,Primary Level,,,,,,,,,,,,
2015,Lower Secondary Level,,,,,,,,,,,,
2015,Upper Secondary Level,,,,,,,,,,,,
2015,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2015,First Stage of Tertiary Education,,,,,,,,,,,,
2015,Second Stage of Tertiary Education,,,,,,,,,,,,
2016,Pre-primary Level,327,65.88073572037146,65.25048892020637,66.51098252053656,56.0,64.0,72.0,45.0,96.0,64.0,62.94999999999999,68.0
2016,Primary Level,390,79.76937309137344,78.82730335597361,80.71144282677326,67.0,77.0,90.0,40.0,124.5,77.0,74.0,80.0
2016,Lower Secondary Level,2501,76.93580347848753,76.6055734225959,77.26603353437916,65.0,75.0,87.0,36.0,120.0,75.0,75.0,77.0
2016,Upper Secondary Level,10777,79.32320315692441,79.15902867380152,79.4873776400473,66.0,78.0,90.0,30.0,126.0,78.0,77.0,79.0
2016,Post-secondary Non-tertiary Level,1980,77.50711659769821,77.12847756491874,77.88575563047769,65.0,75.0,87.0,40.0,120.0,75.0,73.0,76.0
2016,First Stage of Tertiary Education,1388,82.97441854525596,82.51450180424129,83.43433528627062,70.0,82.0,92.0,37.0,125.0,82.0,81.0,84.0
2016,Second Stage of Tertiary Education,5829,76.85699654862182,76.65908885028182,77.05490424696183,65.0,75.0,86.0,39.0,117.5,75.0,74.0,75.0
2017,Pre-primary Level,,,,,,,,,,,,
2017,Primary Level,,,,,,,,,,,,
2017,Lower Secondary Level,,,,,,,,,,,,
2017,Upper Secondary Level,,,,,,,,,,,,
2017,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2017,First Stage of Tertiary Education,,,,,,,,,,,,
2017,Second Stage of Tertiary Education,,,,,,,,,,,,
2018,Pre-primary Level,340,68.42355293095352,67.79359002482616,69.05351583708088,60.0,67.0,75.0,45.0,97.5,67.0,64.0,69.0
2018,Primary Level,1548,77.78043810680744,77.32249548809568,78.23838072551919,64.0,75.0,88.0,40.0,124.0,75.0,72.0,77.0
2018,Lower Secondary Level,3243,77.36472693885396,77.06383361845448,77.66562025925344,65.0,75.0,87.0,35.0,120.0,75.0,73.975,76.0
2018,Upper Secondary Level,11839,79.84797229315572,79.68747265502975,80.00847193128169,66.0,78.0,90.0,30.0,126.0,78.0,77.0,78.0
2018,Post-secondary Non-tertiary Level,2157,78.4002286944044,78.02690414186877,78.77355324694004,65.0,76.0,89.0,40.0,125.0,76.0,74.0,77.0
2018,First Stage of Tertiary Education,1433,83.28110310516314,82.81591816114732,83.74628804917896,70.0,81.0,94.0,36.0,130.0,81.0,79.0,82.0
2018,Second Stage of Tertiary Education,6838,77.30672554511172,77.12237408567889,77.49107700454455,65.0,76.0,86.0,38.0,117.5,76.0,75.975,77.0
2019,Pre-primary Level,,,,,,,,,,,,
2019,Primary Level,,,,,,,,,,,,
2019,Lower Secondary Level,,,,,,,,,,,,
2019,Upper Secondary Level,,,,,,,,,,,,
2019,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2019,First Stage of Tertiary Education,,,,,,,,,,,,
2019,Second Stage of Tertiary Education,,,,,,,,,,,,
2020,Pre-primary Level,342,70.44077753866027,69.80453863822693,71.07701643909361,61.655155276555476,70.0,78.53417962192067,42.0,103.85271613996846,70.0,68.0,73.025
2020,Primary Level,493,79.35101043652408,78.45242660836294,80.24959426468521,64.0,78.0,89.0,40.0,126.5,78.0,76.0,82.05
2020,Lower Secondary Level,2424,78.86310558999769,78.48540980391134,79.24080137608404,65.0,76.0,90.0,37.0,127.5,76.0,74.0,77.0
2020,Upper Secondary Level,10537,80.26842784833079,80.09585236792995,80.44100332873163,67.0,79.0,90.0,37.0,124.5,79.0,78.0,80.0
2020,Post-secondary Non-tertiary Level,2240,78.84950046172449,78.48198923319345,79.21701169025553,66.0,76.0,89.0,40.0,123.5,76.0,74.0,77.0
2020,First Stage of Tertiary Education,1449,84.1117657739577,83.65048517482158,84.57304637309382,70.93252726649774,83.0,95.0,36.0,131.10120910025339,83.0,81.0,85.0
2020,Second Stage of Tertiary Education,7106,77.98337467255219,77.79667231565878,78.1700770294456,66.0,76.0,88.0,39.0,121.0,76.0,74.0,77.0
2021,Pre-primary Level,,,,,,,,,,,,
2021,Primary Level,,,,,,,,,,,,
2021,Lower Secondary Level,,,,,,,,,,,,
2021,Upper Secondary Level,,,,,,,,,,,,
2021,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2021,First Stage of Tertiary Education,,,,,,,,,,,,
2021,Second Stage of Tertiary Education,,,,,,,,,,,,
