year,hhtyp,regtyp,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Multi-generational household,Urban regions,No,0.44922,61,113,0.35710,0.54134
2018,Other Combinations,Urban regions,Yes,0.73897,171,293,0.68860,0.78935
2018,Other Combinations,Urban regions,No,0.26103,122,293,0.21065,0.31140
2018,Other Combinations,Rural regions,Yes,0.54120,54,117,0.45052,0.63188
2018,Other Combinations,Rural regions,No,0.45880,63,117,0.36812,0.54948
2019,Single-person household,No answer / don't know,Yes,0.75491,185,242,0.70060,0.80921
2019,Single-person household,No answer / don't know,No,0.24509,57,242,0.19079,0.29940
2019,Single-person household,Urban regions,Yes,0.64363,1845,2662,0.62543,0.66183
2019,Single-person household,Urban regions,No,0.35637,817,2662,0.33817,0.37457
2019,Single-person household,Rural regions,Yes,0.60078,776,1235,0.57346,0.62811
2019,Single-person household,Rural regions,No,0.39922,459,1235,0.37189,0.42654
2019,Couple without children,No answer / don't know,Yes,0.76293,103,103,0.68040,0.84547
2019,Couple without children,Urban regions,Yes,0.68760,2314,3150,0.67141,0.70379
2019,Couple without children,Urban regions,No,0.31240,836,3150,0.29621,0.32859
2019,Couple without children,Rural regions,Yes,0.65894,1226,1808,0.63709,0.68080
2019,Couple without children,Rural regions,No,0.34106,582,1808,0.31920,0.36291
2019,Single parent,Urban regions,Yes,0.66783,629,934,0.63761,0.69806
2019,Single parent,Urban regions,No,0.33217,305,934,0.30194,0.36239
2019,Single parent,Rural regions,Yes,0.65479,294,465,0.61153,0.69805
2019,Single parent,Rural regions,No,0.34521,171,465,0.30195,0.38847
2019,Couple with children,Urban regions,Yes,0.75094,2627,3371,0.73634,0.76554
2019,Couple with children,Urban regions,No,0.24906,744,3371,0.23446,0.26366
2019,Couple with children,Rural regions,Yes,0.72694,1300,1743,0.70602,0.74786
2019,Couple with children,Rural regions,No,0.27306,443,1743,0.25214,0.29398
2019,Multi-generational household,Urban regions,Yes,0.63027,44,44,0.48599,0.77456
2019,Other Combinations,No answer / don't know,Yes,0.86981,31,31,0.74939,0.99023
2019,Other Combinations,Urban regions,Yes,0.77014,93,124,0.69578,0.84450
2019,Other Combinations,Urban regions,No,0.22986,31,124,0.15550,0.30422
2019,Other Combinations,Rural regions,Yes,0.62517,43,43,0.47876,0.77157
2021,Single-person household,Urban regions,Yes,0.47660,1314,2528,0.45713,0.49608
2021,Single-person household,Urban regions,No,0.52340,1214,2528,0.50392,0.54287
2021,Single-person household,Rural regions,Yes,0.45691,458,998,0.42599,0.48783
2021,Single-person household,Rural regions,No,0.54309,540,998,0.51217,0.57401
2021,Couple without children,Urban regions,Yes,0.53212,1290,2265,0.51157,0.55268
2021,Couple without children,Urban regions,No,0.46788,975,2265,0.44732,0.48843
2021,Couple without children,Rural regions,Yes,0.46673,612,1211,0.43861,0.49484
2021,Couple without children,Rural regions,No,0.53327,599,1211,0.50516,0.56139
2021,Single parent,Urban regions,Yes,0.54506,326,684,0.50771,0.58240
2021,Single parent,Urban regions,No,0.45494,358,684,0.41760,0.49229
2021,Single parent,Rural regions,Yes,0.42540,156,340,0.37276,0.47803
2021,Single parent,Rural regions,No,0.57460,184,340,0.52197,0.62724
2021,Couple with children,Urban regions,Yes,0.58965,1515,2762,0.57130,0.60799
2021,Couple with children,Urban regions,No,0.41035,1247,2762,0.39201,0.42870
2021,Couple with children,Rural regions,Yes,0.58921,671,1237,0.56179,0.61664
2021,Couple with children,Rural regions,No,0.41079,566,1237,0.38336,0.43821
2021,Other Combinations,Urban regions,Yes,0.55451,134,257,0.49362,0.61539
2021,Other Combinations,Urban regions,No,0.44549,123,257,0.38461,0.50638
2021,Other Combinations,Rural regions,Yes,0.39438,38,96,0.29610,0.49265
2021,Other Combinations,Rural regions,No,0.60562,58,96,0.50735,0.70390
