year,hhtyp,sampreg,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Couple with children,East,No,0.31769,485,1137,0.29061,0.34476
2017,Multi-generational household,West,Yes,0.58117,61,135,0.49763,0.66471
2017,Multi-generational household,West,No,0.41883,74,135,0.33529,0.50237
2017,Other Combinations,West,Yes,0.68541,236,452,0.64256,0.72827
2017,Other Combinations,West,No,0.31459,216,452,0.27173,0.35744
2017,Other Combinations,East,No,0.47115,40,40,0.31448,0.62781
2018,Single-person household,West,Yes,0.62388,2098,3359,0.60749,0.64026
2018,Single-person household,West,No,0.37612,1261,3359,0.35974,0.39251
2018,Single-person household,East,Yes,0.53743,590,1092,0.50785,0.56702
2018,Single-person household,East,No,0.46257,502,1092,0.43298,0.49215
2018,Couple without children,West,Yes,0.68499,2436,3490,0.66958,0.70041
2018,Couple without children,West,No,0.31501,1054,3490,0.29959,0.33042
2018,Couple without children,East,Yes,0.55112,672,1139,0.52222,0.58002
2018,Couple without children,East,No,0.44888,467,1139,0.41998,0.47778
2018,Single parent,West,Yes,0.59897,778,1365,0.57296,0.62498
2018,Single parent,West,No,0.40103,587,1365,0.37502,0.42704
2018,Single parent,East,Yes,0.61285,201,375,0.56348,0.66222
2018,Single parent,East,No,0.38715,174,375,0.33778,0.43652
2018,Couple with children,West,Yes,0.74205,3432,5351,0.73033,0.75378
2018,Couple with children,West,No,0.25795,1919,5351,0.24622,0.26967
2018,Couple with children,East,Yes,0.67106,646,1094,0.64321,0.69892
2018,Couple with children,East,No,0.32894,448,1094,0.30108,0.35679
2018,Multi-generational household,West,Yes,0.57780,64,133,0.49354,0.66206
2018,Multi-generational household,West,No,0.42220,69,133,0.33794,0.50646
2018,Other Combinations,West,Yes,0.69359,201,361,0.64597,0.74121
2018,Other Combinations,West,No,0.30641,160,361,0.25879,0.35403
2019,Single-person household,West,Yes,0.65045,2150,3091,0.63364,0.66727
2019,Single-person household,West,No,0.34955,941,3091,0.33273,0.36636
2019,Single-person household,East,Yes,0.56250,627,1007,0.53185,0.59316
2019,Single-person household,East,No,0.43750,380,1007,0.40684,0.46815
2019,Couple without children,West,Yes,0.69585,2807,3817,0.68125,0.71045
2019,Couple without children,West,No,0.30415,1010,3817,0.28955,0.31875
2019,Couple without children,East,Yes,0.60369,827,1260,0.57667,0.63071
2019,Couple without children,East,No,0.39631,433,1260,0.36929,0.42333
2019,Single parent,West,Yes,0.65998,725,1088,0.63182,0.68814
2019,Single parent,West,No,0.34002,363,1088,0.31186,0.36818
2019,Single parent,East,Yes,0.68320,207,323,0.63238,0.73401
2019,Single parent,East,No,0.31680,116,323,0.26599,0.36762
2019,Couple with children,West,Yes,0.74839,3272,4208,0.73527,0.76150
2019,Couple with children,West,No,0.25161,936,4208,0.23850,0.26473
2019,Couple with children,East,Yes,0.70898,680,941,0.67994,0.73802
2019,Couple with children,East,No,0.29102,261,941,0.26198,0.32006
2019,Multi-generational household,West,Yes,0.70771,59,59,0.59066,0.82476
2019,Other Combinations,West,Yes,0.75688,144,189,0.69556,0.81820
2019,Other Combinations,West,No,0.24312,45,189,0.18180,0.30444
2021,Single-person household,West,Yes,0.47000,1399,2763,0.45139,0.48861
2021,Single-person household,West,No,0.53000,1364,2763,0.51139,0.54861
2021,Single-person household,East,Yes,0.47659,374,764,0.44115,0.51203
2021,Single-person household,East,No,0.52341,390,764,0.48797,0.55885
2021,Couple without children,West,Yes,0.51878,1478,2654,0.49976,0.53779
2021,Couple without children,West,No,0.48122,1176,2654,0.46221,0.50024
2021,Couple without children,East,Yes,0.47608,424,822,0.44191,0.51024
2021,Couple without children,East,No,0.52392,398,822,0.48976,0.55809
2021,Single parent,West,Yes,0.51851,368,768,0.48315,0.55387
2021,Single parent,West,No,0.48149,400,768,0.44613,0.51685
2021,Single parent,East,Yes,0.44064,114,256,0.37970,0.50157
2021,Single parent,East,No,0.55936,142,256,0.49843,0.62030
2021,Couple with children,West,Yes,0.59350,1830,3344,0.57685,0.61015
2021,Couple with children,West,No,0.40650,1514,3344,0.38985,0.42315
2021,Couple with children,East,Yes,0.56505,356,655,0.52705,0.60304
2021,Couple with children,East,No,0.43495,299,655,0.39696,0.47295
2021,Multi-generational household,West,Yes,0.71210,41,72,0.60677,0.81742
2021,Multi-generational household,West,No,0.28790,31,72,0.18258,0.39323
2021,Other Combinations,West,Yes,0.51389,145,302,0.45742,0.57035
2021,Other Combinations,West,No,0.48611,157,302,0.42965,0.54258
