year,hhtyp,quintil_oecd_hh,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Single parent,5th Quintile,No,0.97511,86,86,0.94200,1.00823
2014,Couple with children,1st Quintile,No,0.98905,998,998,0.98259,0.99551
2014,Couple with children,2nd Quintile,Yes,0.04394,52,1292,0.03276,0.05512
2014,Couple with children,2nd Quintile,No,0.95606,1240,1292,0.94488,0.96724
2014,Couple with children,3rd Quintile,Yes,0.05822,83,1231,0.04514,0.07131
2014,Couple with children,3rd Quintile,No,0.94178,1148,1231,0.92869,0.95486
2014,Couple with children,4th Quintile,Yes,0.07431,105,1177,0.05932,0.08930
2014,Couple with children,4th Quintile,No,0.92569,1072,1177,0.91070,0.94068
2014,Couple with children,5th Quintile,Yes,0.07891,98,988,0.06209,0.09573
2014,Couple with children,5th Quintile,No,0.92109,890,988,0.90427,0.93791
2014,Other Combinations,3rd Quintile,No,0.93326,45,45,0.85952,1.00700
2014,Other Combinations,4th Quintile,No,0.98260,42,42,0.94257,1.02262
2015,Single-person household,1st Quintile,No,0.99399,1035,1035,0.98928,0.99870
2015,Single-person household,2nd Quintile,No,0.98370,804,804,0.97495,0.99246
2015,Single-person household,3rd Quintile,No,0.97438,634,634,0.96208,0.98669
2015,Single-person household,4th Quintile,No,0.98133,560,560,0.97010,0.99255
2015,Single-person household,5th Quintile,No,0.97116,519,519,0.95675,0.98558
2015,Couple without children,1st Quintile,No,0.97314,494,494,0.95887,0.98741
2015,Couple without children,2nd Quintile,No,0.98463,777,777,0.97597,0.99328
2015,Couple without children,3rd Quintile,No,0.97095,785,785,0.95919,0.98271
2015,Couple without children,4th Quintile,Yes,0.05417,42,942,0.03971,0.06864
2015,Couple without children,4th Quintile,No,0.94583,900,942,0.93136,0.96029
2015,Couple without children,5th Quintile,Yes,0.04439,63,1326,0.03330,0.05548
2015,Couple without children,5th Quintile,No,0.95561,1263,1326,0.94452,0.96670
2015,Single parent,1st Quintile,No,0.99222,733,733,0.98585,0.99858
2015,Single parent,2nd Quintile,No,0.99259,430,430,0.98448,1.00071
2015,Single parent,3rd Quintile,No,0.98141,261,261,0.96499,0.99783
2015,Single parent,4th Quintile,No,0.97610,166,166,0.95279,0.99940
2015,Single parent,5th Quintile,No,0.99173,87,87,0.97260,1.01087
2015,Couple with children,1st Quintile,No,0.99408,1114,1114,0.98957,0.99859
2015,Couple with children,2nd Quintile,Yes,0.03290,54,1242,0.02297,0.04282
2015,Couple with children,2nd Quintile,No,0.96710,1188,1242,0.95718,0.97703
2015,Couple with children,3rd Quintile,Yes,0.04677,71,1215,0.03489,0.05865
2015,Couple with children,3rd Quintile,No,0.95323,1144,1215,0.94135,0.96511
2015,Couple with children,4th Quintile,Yes,0.05591,87,1089,0.04225,0.06956
2015,Couple with children,4th Quintile,No,0.94409,1002,1089,0.93044,0.95775
2015,Couple with children,5th Quintile,Yes,0.09272,99,985,0.07459,0.11084
2015,Couple with children,5th Quintile,No,0.90728,886,985,0.88916,0.92541
2015,Multi-generational household,2nd Quintile,No,0.93040,35,35,0.84487,1.01594
2015,Other Combinations,2nd Quintile,No,0.99464,58,58,0.97569,1.01360
2015,Other Combinations,3rd Quintile,No,0.94243,42,42,0.87113,1.01373
2016,Single-person household,1st Quintile,No,0.98654,976,976,0.97930,0.99377
2016,Single-person household,2nd Quintile,No,0.99026,716,716,0.98306,0.99746
2016,Single-person household,3rd Quintile,No,0.98625,622,622,0.97709,0.99541
2016,Single-person household,4th Quintile,No,0.96580,538,538,0.95043,0.98118
2016,Single-person household,5th Quintile,No,0.97387,469,469,0.95942,0.98833
2016,Couple without children,1st Quintile,No,0.97838,425,425,0.96454,0.99222
2016,Couple without children,2nd Quintile,No,0.98386,698,698,0.97450,0.99321
2016,Couple without children,3rd Quintile,No,0.97468,740,740,0.96335,0.98601
2016,Couple without children,4th Quintile,Yes,0.04940,45,927,0.03544,0.06336
2016,Couple without children,4th Quintile,No,0.95060,882,927,0.93664,0.96456
2016,Couple without children,5th Quintile,Yes,0.05258,56,1264,0.04027,0.06489
2016,Couple without children,5th Quintile,No,0.94742,1208,1264,0.93511,0.95973
2016,Single parent,1st Quintile,No,0.99318,647,647,0.98684,0.99953
2016,Single parent,2nd Quintile,No,0.98023,397,397,0.96651,0.99394
2016,Single parent,3rd Quintile,No,0.98517,225,225,0.96934,1.00100
2016,Single parent,4th Quintile,No,0.95621,144,144,0.92266,0.98975
2016,Single parent,5th Quintile,No,0.90870,78,78,0.84436,0.97303
2016,Couple with children,1st Quintile,No,0.98825,911,911,0.98124,0.99525
2016,Couple with children,2nd Quintile,Yes,0.02636,44,1112,0.01694,0.03578
2016,Couple with children,2nd Quintile,No,0.97364,1068,1112,0.96422,0.98306
2016,Couple with children,3rd Quintile,Yes,0.06775,72,1056,0.05258,0.08292
2016,Couple with children,3rd Quintile,No,0.93225,984,1056,0.91708,0.94742
2016,Couple with children,4th Quintile,Yes,0.06045,81,993,0.04562,0.07528
2016,Couple with children,4th Quintile,No,0.93955,912,993,0.92472,0.95438
2016,Couple with children,5th Quintile,Yes,0.10942,88,901,0.08903,0.12982
2016,Couple with children,5th Quintile,No,0.89058,813,901,0.87018,0.91097
2016,Multi-generational household,2nd Quintile,No,0.97973,34,34,0.93165,1.02781
2017,Single-person household,1st Quintile,No,0.98538,1114,1114,0.97833,0.99243
2017,Single-person household,2nd Quintile,No,0.98940,814,814,0.98236,0.99644
2017,Single-person household,3rd Quintile,No,0.97714,689,689,0.96597,0.98831
2017,Single-person household,4th Quintile,No,0.97361,585,585,0.96061,0.98661
2017,Single-person household,5th Quintile,No,0.95691,537,537,0.93972,0.97410
2017,Couple without children,1st Quintile,No,0.98246,445,445,0.97025,0.99467
2017,Couple without children,2nd Quintile,No,0.97837,747,747,0.96793,0.98881
2017,Couple without children,3rd Quintile,Yes,0.04952,35,890,0.03525,0.06378
2017,Couple without children,3rd Quintile,No,0.95048,855,890,0.93622,0.96475
2017,Couple without children,4th Quintile,Yes,0.04923,53,1072,0.03627,0.06219
2017,Couple without children,4th Quintile,No,0.95077,1019,1072,0.93781,0.96373
2017,Couple without children,5th Quintile,Yes,0.05438,80,1427,0.04261,0.06615
2017,Couple without children,5th Quintile,No,0.94562,1347,1427,0.93385,0.95739
2017,Single parent,1st Quintile,No,0.97940,637,637,0.96836,0.99044
2017,Single parent,2nd Quintile,No,0.98540,385,385,0.97340,0.99740
2017,Single parent,3rd Quintile,No,0.96696,222,222,0.94339,0.99053
2017,Single parent,4th Quintile,No,0.97814,161,161,0.95549,1.00080
2017,Single parent,5th Quintile,No,0.91396,91,91,0.85602,0.97189
2017,Couple with children,1st Quintile,No,0.98927,856,856,0.98236,0.99618
2017,Couple with children,2nd Quintile,Yes,0.04713,49,1171,0.03499,0.05927
2017,Couple with children,2nd Quintile,No,0.95287,1122,1171,0.94073,0.96501
2017,Couple with children,3rd Quintile,Yes,0.05058,72,1188,0.03811,0.06304
2017,Couple with children,3rd Quintile,No,0.94942,1116,1188,0.93696,0.96189
2017,Couple with children,4th Quintile,Yes,0.07254,98,1123,0.05736,0.08771
2017,Couple with children,4th Quintile,No,0.92746,1025,1123,0.91229,0.94264
2017,Couple with children,5th Quintile,Yes,0.11516,110,965,0.09501,0.13531
2017,Couple with children,5th Quintile,No,0.88484,855,965,0.86469,0.90499
2017,Multi-generational household,1st Quintile,No,0.99447,36,36,0.96991,1.01904
2017,Other Combinations,2nd Quintile,No,0.98829,57,57,0.96012,1.01647
2017,Other Combinations,3rd Quintile,No,0.99355,40,40,0.96842,1.01868
2017,Other Combinations,4th Quintile,No,0.98599,52,52,0.95373,1.01825
2017,Other Combinations,5th Quintile,No,0.93622,34,34,0.85285,1.01960
2018,Single-person household,1st Quintile,No,0.98375,1226,1226,0.97667,0.99083
2018,Single-person household,2nd Quintile,No,0.99052,873,873,0.98409,0.99695
2018,Single-person household,3rd Quintile,No,0.99279,684,684,0.98645,0.99914
2018,Single-person household,4th Quintile,No,0.96524,621,621,0.95082,0.97966
2018,Single-person household,5th Quintile,No,0.95158,541,541,0.93347,0.96968
2018,Couple without children,1st Quintile,No,0.97465,492,492,0.96075,0.98855
2018,Couple without children,2nd Quintile,No,0.96924,774,774,0.95707,0.98141
2018,Couple without children,3rd Quintile,Yes,0.05016,35,863,0.03559,0.06473
2018,Couple without children,3rd Quintile,No,0.94984,828,863,0.93527,0.96441
2018,Couple without children,4th Quintile,Yes,0.04516,40,974,0.03211,0.05821
2018,Couple without children,4th Quintile,No,0.95484,934,974,0.94179,0.96789
2018,Couple without children,5th Quintile,Yes,0.06371,84,1401,0.05091,0.07650
2018,Couple without children,5th Quintile,No,0.93629,1317,1401,0.92350,0.94909
2018,Single parent,1st Quintile,No,0.99147,621,621,0.98424,0.99871
2018,Single parent,2nd Quintile,No,0.99305,392,392,0.98481,1.00128
2018,Single parent,3rd Quintile,No,0.99572,232,232,0.98731,1.00414
2018,Single parent,4th Quintile,No,0.95194,153,153,0.91794,0.98595
2018,Single parent,5th Quintile,No,0.94316,75,75,0.89041,0.99591
2018,Couple with children,1st Quintile,No,0.98092,816,816,0.97153,0.99031
2018,Couple with children,2nd Quintile,Yes,0.04398,46,1143,0.03209,0.05588
2018,Couple with children,2nd Quintile,No,0.95602,1097,1143,0.94412,0.96791
2018,Couple with children,3rd Quintile,Yes,0.07334,81,1094,0.05789,0.08880
2018,Couple with children,3rd Quintile,No,0.92666,1013,1094,0.91120,0.94211
2018,Couple with children,4th Quintile,Yes,0.07112,91,1043,0.05552,0.08673
2018,Couple with children,4th Quintile,No,0.92888,952,1043,0.91327,0.94448
2018,Couple with children,5th Quintile,Yes,0.12591,114,908,0.10432,0.14750
2018,Couple with children,5th Quintile,No,0.87409,794,908,0.85250,0.89568
2018,Multi-generational household,1st Quintile,No,0.96064,38,38,0.89798,1.02330
2018,Other Combinations,1st Quintile,No,0.95023,67,67,0.89777,1.00270
2018,Other Combinations,3rd Quintile,No,0.92007,36,36,0.83022,1.00991
2018,Other Combinations,4th Quintile,No,0.97750,34,34,0.92690,1.02810
2019,Single-person household,1st Quintile,No,0.98471,938,938,0.97686,0.99257
2019,Single-person household,2nd Quintile,No,0.98960,681,681,0.98198,0.99723
2019,Single-person household,3rd Quintile,No,0.99313,581,581,0.98641,0.99985
2019,Single-person household,4th Quintile,No,0.97148,544,544,0.95748,0.98548
2019,Single-person household,5th Quintile,No,0.95467,452,452,0.93547,0.97387
2019,Couple without children,1st Quintile,No,0.97296,368,368,0.95636,0.98955
2019,Couple without children,2nd Quintile,No,0.93516,657,657,0.91632,0.95400
2019,Couple without children,3rd Quintile,No,0.96812,706,706,0.95516,0.98109
2019,Couple without children,4th Quintile,Yes,0.05246,40,851,0.03747,0.06745
2019,Couple without children,4th Quintile,No,0.94754,811,851,0.93255,0.96253
2019,Couple without children,5th Quintile,Yes,0.05112,66,1213,0.03872,0.06351
2019,Couple without children,5th Quintile,No,0.94888,1147,1213,0.93649,0.96128
2019,Single parent,1st Quintile,No,0.99336,454,454,0.98588,1.00084
2019,Single parent,2nd Quintile,No,0.98793,326,326,0.97606,0.99980
2019,Single parent,3rd Quintile,No,0.98486,210,210,0.96831,1.00142
2019,Single parent,4th Quintile,No,0.94867,136,136,0.91145,0.98590
2019,Single parent,5th Quintile,No,0.90783,72,72,0.84055,0.97512
2019,Couple with children,1st Quintile,No,0.98766,566,566,0.97856,0.99676
2019,Couple with children,2nd Quintile,Yes,0.03600,35,861,0.02355,0.04845
2019,Couple with children,2nd Quintile,No,0.96400,826,861,0.95155,0.97645
2019,Couple with children,3rd Quintile,Yes,0.04856,57,924,0.03469,0.06243
2019,Couple with children,3rd Quintile,No,0.95144,867,924,0.93757,0.96531
2019,Couple with children,4th Quintile,Yes,0.08005,83,859,0.06189,0.09821
2019,Couple with children,4th Quintile,No,0.91995,776,859,0.90179,0.93811
2019,Couple with children,5th Quintile,Yes,0.12941,107,793,0.10604,0.15279
2019,Couple with children,5th Quintile,No,0.87059,686,793,0.84721,0.89396
2019,Multi-generational household,1st Quintile,No,0.97263,34,34,0.91696,1.02830
2019,Other Combinations,1st Quintile,No,0.94255,32,32,0.86063,1.02447
2019,Other Combinations,3rd Quintile,No,0.98036,39,39,0.93624,1.02448
2019,Other Combinations,4th Quintile,No,0.97672,33,33,0.92448,1.02897
2020,Single-person household,1st Quintile,No,0.98789,1454,1454,0.98226,0.99351
2020,Single-person household,2nd Quintile,No,0.97821,980,980,0.96906,0.98735
2020,Single-person household,3rd Quintile,No,0.98053,700,700,0.97029,0.99077
2020,Single-person household,4th Quintile,No,0.97851,643,643,0.96729,0.98973
2020,Single-person household,5th Quintile,Yes,0.03338,35,696,0.02002,0.04673
2020,Single-person household,5th Quintile,No,0.96662,661,696,0.95327,0.97998
2020,Couple without children,1st Quintile,No,0.95304,513,513,0.93472,0.97137
2020,Couple without children,2nd Quintile,No,0.97949,848,848,0.96994,0.98903
2020,Couple without children,3rd Quintile,No,0.95342,851,851,0.93925,0.96759
2020,Couple without children,4th Quintile,Yes,0.04454,43,1012,0.03182,0.05726
2020,Couple without children,4th Quintile,No,0.95546,969,1012,0.94274,0.96818
2020,Couple without children,5th Quintile,Yes,0.03882,97,1723,0.02969,0.04794
2020,Couple without children,5th Quintile,No,0.96118,1626,1723,0.95206,0.97031
2020,Single parent,1st Quintile,No,0.97956,460,460,0.96662,0.99251
2020,Single parent,2nd Quintile,No,0.97914,369,369,0.96453,0.99374
2020,Single parent,3rd Quintile,No,0.99325,229,229,0.98262,1.00388
2020,Single parent,4th Quintile,No,0.96169,141,141,0.92990,0.99349
2020,Single parent,5th Quintile,No,0.91278,104,104,0.85828,0.96727
2020,Couple with children,1st Quintile,No,0.98598,807,807,0.97787,0.99410
2020,Couple with children,2nd Quintile,Yes,0.06309,48,999,0.04800,0.07817
2020,Couple with children,2nd Quintile,No,0.93691,951,999,0.92183,0.95200
2020,Couple with children,3rd Quintile,Yes,0.03732,43,970,0.02539,0.04926
2020,Couple with children,3rd Quintile,No,0.96268,927,970,0.95074,0.97461
2020,Couple with children,4th Quintile,Yes,0.08005,94,968,0.06294,0.09715
2020,Couple with children,4th Quintile,No,0.91995,874,968,0.90285,0.93706
2020,Couple with children,5th Quintile,Yes,0.08995,139,1125,0.07322,0.10667
2020,Couple with children,5th Quintile,No,0.91005,986,1125,0.89333,0.92678
2020,Multi-generational household,1st Quintile,No,0.98962,42,42,0.95858,1.02065
2020,Other Combinations,2nd Quintile,No,0.99963,65,65,0.99488,1.00437
2020,Other Combinations,3rd Quintile,No,0.99543,49,49,0.97636,1.01451
2020,Other Combinations,4th Quintile,No,0.93670,43,43,0.86306,1.01034
2021,Single-person household,1st Quintile,No,0.98278,763,763,0.97354,0.99201
2021,Single-person household,2nd Quintile,No,0.97202,544,544,0.95815,0.98589
2021,Single-person household,3rd Quintile,No,0.97590,494,494,0.96236,0.98944
2021,Single-person household,4th Quintile,No,0.97499,446,446,0.96048,0.98950
2021,Single-person household,5th Quintile,No,0.97469,463,463,0.96037,0.98901
2021,Couple without children,1st Quintile,No,0.95232,304,304,0.92832,0.97631
2021,Couple without children,2nd Quintile,No,0.96649,491,491,0.95056,0.98242
2021,Couple without children,3rd Quintile,No,0.97132,510,510,0.95682,0.98582
2021,Couple without children,4th Quintile,Yes,0.05467,36,644,0.03709,0.07224
2021,Couple without children,4th Quintile,No,0.94533,608,644,0.92776,0.96291
2021,Couple without children,5th Quintile,Yes,0.04969,67,1128,0.03700,0.06238
2021,Couple without children,5th Quintile,No,0.95031,1061,1128,0.93762,0.96300
2021,Single parent,1st Quintile,No,0.99547,246,246,0.98707,1.00388
2021,Single parent,2nd Quintile,No,0.96976,253,253,0.94861,0.99090
2021,Single parent,3rd Quintile,No,0.95357,123,123,0.91624,0.99091
2021,Single parent,4th Quintile,No,0.95390,107,107,0.91398,0.99382
2021,Single parent,5th Quintile,No,0.96685,67,67,0.92365,1.01004
2021,Couple with children,1st Quintile,No,0.99685,363,363,0.99109,1.00262
2021,Couple with children,2nd Quintile,No,0.94092,555,555,0.92129,0.96055
2021,Couple with children,3rd Quintile,Yes,0.06574,42,625,0.04629,0.08518
2021,Couple with children,3rd Quintile,No,0.93426,583,625,0.91482,0.95371
2021,Couple with children,4th Quintile,Yes,0.07868,56,616,0.05740,0.09996
2021,Couple with children,4th Quintile,No,0.92132,560,616,0.90004,0.94260
2021,Couple with children,5th Quintile,Yes,0.07707,69,684,0.05707,0.09707
2021,Couple with children,5th Quintile,No,0.92293,615,684,0.90293,0.94293
2021,Other Combinations,1st Quintile,No,0.99632,43,43,0.97800,1.01464
2021,Other Combinations,2nd Quintile,No,0.99935,46,46,0.99188,1.00681
2021,Other Combinations,4th Quintile,No,0.93297,39,39,0.85346,1.01248
2021,Other Combinations,5th Quintile,No,0.97547,44,44,0.92923,1.02171
2022,No answer / don't know,1st Quintile,No,0.94353,166,166,0.90831,0.97875
2022,No answer / don't know,2nd Quintile,No,0.97329,91,91,0.93998,1.00660
