,Unnamed: 0,year,pgisced97,sex,plh0190,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
27,27,1991,Upper Secondary Level,male,Disagree completely,0.54579,557,3471,0.52105,0.57267
28,28,1991,Upper Secondary Level,female,Agree completely,0.05924,63,3471,0.05207,0.06641
29,29,1991,Upper Secondary Level,female,Agree,0.10316,125,3471,0.0946,0.1116
30,30,1991,Upper Secondary Level,female,Disagree,0.2741,290,3471,0.25523,0.29053
31,31,1991,Upper Secondary Level,female,Disagree completely,0.5635,588,3471,0.54045,0.58798
32,32,1991,First Stage of Tertiary Education,male,Disagree,0.27236,44,3471,0.23025,0.31753
33,33,1991,First Stage of Tertiary Education,male,Disagree completely,0.72764,126,3471,0.67857,0.79135
34,34,1991,Second Stage of Tertiary Education,male,Agree,0.11399,39,3471,0.09552,0.13285
35,35,1991,Second Stage of Tertiary Education,male,Disagree,0.35776,146,3471,0.33184,0.3868
36,36,1991,Second Stage of Tertiary Education,male,Disagree completely,0.52825,200,3471,0.49346,0.56299
37,37,1991,Second Stage of Tertiary Education,female,Agree completely,0.08552,38,3471,0.07324,0.10421
38,38,1991,Second Stage of Tertiary Education,female,Agree,0.09733,49,3471,0.08882,0.10594
39,39,1991,Second Stage of Tertiary Education,female,Disagree,0.29731,140,3471,0.27378,0.31493
40,40,1991,Second Stage of Tertiary Education,female,Disagree completely,0.51984,251,3471,0.48962,0.55103
41,41,1992,Pre-primary Level,female,Disagree,1.0,35,10058,0.8364,1.20197
42,42,1992,Primary Level,female,Disagree completely,1.0,31,10058,0.80717,1.24794
43,43,1992,Lower Secondary Level,male,Agree,0.12199,62,10058,0.10193,0.1424
44,44,1992,Lower Secondary Level,male,Disagree,0.35634,178,10058,0.32774,0.39026
45,45,1992,Lower Secondary Level,male,Disagree completely,0.52167,239,10058,0.48893,0.55604
46,46,1992,Lower Secondary Level,female,Agree completely,0.0476,63,10058,0.04086,0.05523
47,47,1992,Lower Secondary Level,female,Agree,0.11582,165,10058,0.10681,0.12482
48,48,1992,Lower Secondary Level,female,Disagree,0.35319,467,10058,0.33633,0.37063
49,49,1992,Lower Secondary Level,female,Disagree completely,0.48339,640,10058,0.465,0.50089
50,50,1992,Upper Secondary Level,male,Agree completely,0.05251,146,10058,0.04709,0.05802
51,51,1992,Upper Secondary Level,male,Agree,0.11333,324,10058,0.10537,0.12044
52,52,1992,Upper Secondary Level,male,Disagree,0.33865,964,10058,0.32465,0.35056
53,53,1992,Upper Secondary Level,male,Disagree completely,0.49551,1446,10058,0.47853,0.51096
54,54,1992,Upper Secondary Level,female,Agree completely,0.04652,133,10058,0.04122,0.05252
55,55,1992,Upper Secondary Level,female,Agree,0.11564,315,10058,0.10824,0.12484
56,56,1992,Upper Secondary Level,female,Disagree,0.33623,953,10058,0.32343,0.35054
57,57,1992,Upper Secondary Level,female,Disagree completely,0.50162,1467,10058,0.48745,0.51531
58,58,1992,Post-secondary Non-tertiary Level,male,Disagree,0.43502,58,10058,0.37111,0.49427
59,59,1992,Post-secondary Non-tertiary Level,male,Disagree completely,0.56498,78,10058,0.48955,0.64662
60,60,1992,Post-secondary Non-tertiary Level,female,Disagree,0.3876,40,10058,0.32152,0.47113
61,61,1992,Post-secondary Non-tertiary Level,female,Disagree completely,0.6124,64,10058,0.52039,0.71595
62,62,1992,First Stage of Tertiary Education,male,Agree,0.08269,35,10058,0.06642,0.10106
63,63,1992,First Stage of Tertiary Education,male,Disagree,0.35932,157,10058,0.32118,0.39233
64,64,1992,First Stage of Tertiary Education,male,Disagree completely,0.55798,250,10058,0.51985,0.59694
65,65,1992,First Stage of Tertiary Education,female,Disagree,0.3536,72,10058,0.28783,0.41777
66,66,1992,First Stage of Tertiary Education,female,Disagree completely,0.6464,140,10058,0.58514,0.7228
67,67,1992,Second Stage of Tertiary Education,male,Agree completely,0.04573,35,10058,0.03703,0.057
68,68,1992,Second Stage of Tertiary Education,male,Agree,0.06806,56,10058,0.05668,0.08026
69,69,1992,Second Stage of Tertiary Education,male,Disagree,0.33479,281,10058,0.31173,0.36072
70,70,1992,Second Stage of Tertiary Education,male,Disagree completely,0.55141,467,10058,0.51952,0.57997
71,71,1992,Second Stage of Tertiary Education,female,Agree completely,0.06038,39,10058,0.04824,0.0738
72,72,1992,Second Stage of Tertiary Education,female,Agree,0.08996,61,10058,0.07637,0.10695
73,73,1992,Second Stage of Tertiary Education,female,Disagree,0.30555,212,10058,0.27953,0.33819
74,74,1992,Second Stage of Tertiary Education,female,Disagree completely,0.54412,385,10058,0.50597,0.58888
75,75,1993,Pre-primary Level,male,Disagree,1.0,42,11747,0.79578,1.2058
76,76,1993,Pre-primary Level,female,Disagree,1.0,41,11747,0.83111,1.19409
77,77,1993,Primary Level,male,Agree,0.16034,32,11747,0.10978,0.23307
78,78,1993,Primary Level,male,Disagree,0.40178,82,11747,0.33393,0.47181
79,79,1993,Primary Level,male,Disagree completely,0.43787,85,11747,0.36221,0.51937
80,80,1993,Primary Level,female,Agree,0.16374,57,11747,0.13579,0.2
81,81,1993,Primary Level,female,Disagree,0.40805,126,11747,0.34481,0.47734
82,82,1993,Primary Level,female,Disagree completely,0.42821,123,11747,0.3693,0.50611
83,83,1993,Lower Secondary Level,male,Agree completely,0.08768,63,11747,0.06747,0.10531
84,84,1993,Lower Secondary Level,male,Agree,0.13187,121,11747,0.11515,0.14971
85,85,1993,Lower Secondary Level,male,Disagree,0.34896,336,11747,0.31896,0.38352
86,86,1993,Lower Secondary Level,male,Disagree completely,0.4315,363,11747,0.392,0.46939
87,87,1993,Lower Secondary Level,female,Agree completely,0.07292,100,11747,0.06505,0.0829
88,88,1993,Lower Secondary Level,female,Agree,0.13644,220,11747,0.12414,0.14769
89,89,1993,Lower Secondary Level,female,Disagree,0.37008,590,11747,0.35196,0.38932
90,90,1993,Lower Secondary Level,female,Disagree completely,0.42057,651,11747,0.40285,0.44039
91,91,1993,Upper Secondary Level,male,Agree completely,0.05813,174,11747,0.05262,0.06404
92,92,1993,Upper Secondary Level,male,Agree,0.12302,395,11747,0.11476,0.13094
93,93,1993,Upper Secondary Level,male,Disagree,0.36961,1183,11747,0.35683,0.38127
94,94,1993,Upper Secondary Level,male,Disagree completely,0.44924,1445,11747,0.43318,0.46564
95,95,1993,Upper Secondary Level,female,Agree completely,0.07156,198,11747,0.06485,0.07839
96,96,1993,Upper Secondary Level,female,Agree,0.12384,368,11747,0.11385,0.1327
97,97,1993,Upper Secondary Level,female,Disagree,0.36495,1139,11747,0.35023,0.37829
98,98,1993,Upper Secondary Level,female,Disagree completely,0.43965,1317,11747,0.42433,0.45543
99,99,1993,Post-secondary Non-tertiary Level,male,Disagree,0.52757,84,11747,0.44699,0.61753
100,100,1993,Post-secondary Non-tertiary Level,male,Disagree completely,0.47243,92,11747,0.40828,0.53909
101,101,1993,Post-secondary Non-tertiary Level,female,Disagree,0.39016,54,11747,0.31681,0.4558
102,102,1993,Post-secondary Non-tertiary Level,female,Disagree completely,0.60984,71,11747,0.50967,0.73488
103,103,1993,First Stage of Tertiary Education,male,Agree,0.09931,41,11747,0.08049,0.11745
104,104,1993,First Stage of Tertiary Education,male,Disagree,0.35249,141,11747,0.31796,0.39344
105,105,1993,First Stage of Tertiary Education,male,Disagree completely,0.5482,238,11747,0.50964,0.58753
106,106,1993,First Stage of Tertiary Education,female,Disagree,0.46948,98,11747,0.40386,0.53955
107,107,1993,First Stage of Tertiary Education,female,Disagree completely,0.53052,127,11747,0.47757,0.59423
108,108,1993,Second Stage of Tertiary Education,male,Agree completely,0.0453,44,11747,0.03718,0.05511
109,109,1993,Second Stage of Tertiary Education,male,Agree,0.09905,87,11747,0.08625,0.10947
110,110,1993,Second Stage of Tertiary Education,male,Disagree,0.3858,339,11747,0.35558,0.41391
111,111,1993,Second Stage of Tertiary Education,male,Disagree completely,0.46985,389,11747,0.43813,0.49922
112,112,1993,Second Stage of Tertiary Education,female,Agree completely,0.07757,40,11747,0.06356,0.09232
113,113,1993,Second Stage of Tertiary Education,female,Agree,0.09758,67,11747,0.07888,0.11244
114,114,1993,Second Stage of Tertiary Education,female,Disagree,0.33355,242,11747,0.30566,0.37179
115,115,1993,Second Stage of Tertiary Education,female,Disagree completely,0.4913,342,11747,0.45276,0.53449
116,116,1995,Pre-primary Level,male,Disagree,0.65484,63,11941,0.55991,0.75271
117,117,1995,Pre-primary Level,male,Disagree completely,0.34516,40,11941,0.28284,0.41928
118,118,1995,Pre-primary Level,female,Disagree,0.63193,51,11941,0.53908,0.72684
119,119,1995,Pre-primary Level,female,Disagree completely,0.36807,43,11941,0.3114,0.43423
120,120,1995,Primary Level,male,Agree,0.24696,33,11941,0.16883,0.32287
121,121,1995,Primary Level,male,Disagree,0.31575,59,11941,0.2435,0.38956
122,122,1995,Primary Level,male,Disagree completely,0.43729,77,11941,0.37104,0.51507
123,123,1995,Primary Level,female,Agree,0.15066,42,11941,0.11,0.20025
124,124,1995,Primary Level,female,Disagree,0.41783,109,11941,0.35598,0.46477
125,125,1995,Primary Level,female,Disagree completely,0.43151,110,11941,0.35262,0.52017
126,126,1995,Lower Secondary Level,male,Agree completely,0.07805,48,11941,0.06013,0.09659
127,127,1995,Lower Secondary Level,male,Agree,0.12735,104,11941,0.10583,0.14639
128,128,1995,Lower Secondary Level,male,Disagree,0.34086,299,11941,0.31,0.3757
129,129,1995,Lower Secondary Level,male,Disagree completely,0.45374,355,11941,0.41252,0.49393
130,130,1995,Lower Secondary Level,female,Agree completely,0.04922,77,11941,0.03905,0.05832
131,131,1995,Lower Secondary Level,female,Agree,0.12293,180,11941,0.10798,0.13578
132,132,1995,Lower Secondary Level,female,Disagree,0.37999,548,11941,0.35721,0.40105
133,133,1995,Lower Secondary Level,female,Disagree completely,0.44786,659,11941,0.42233,0.47013
134,134,1995,Upper Secondary Level,male,Agree completely,0.04565,142,11941,0.03921,0.0527
135,135,1995,Upper Secondary Level,male,Agree,0.10808,346,11941,0.10023,0.11688
136,136,1995,Upper Secondary Level,male,Disagree,0.37978,1230,11941,0.36293,0.39497
137,137,1995,Upper Secondary Level,male,Disagree completely,0.4665,1477,11941,0.44957,0.48127
138,138,1995,Upper Secondary Level,female,Agree completely,0.05304,153,11941,0.04653,0.0606
139,139,1995,Upper Secondary Level,female,Agree,0.10405,306,11941,0.09538,0.1131
140,140,1995,Upper Secondary Level,female,Disagree,0.37719,1201,11941,0.36354,0.39487
141,141,1995,Upper Secondary Level,female,Disagree completely,0.46571,1442,11941,0.44911,0.48103
142,142,1995,Post-secondary Non-tertiary Level,male,Agree,0.11794,31,11941,0.09278,0.14513
143,143,1995,Post-secondary Non-tertiary Level,male,Disagree,0.44056,99,11941,0.36983,0.50589
144,144,1995,Post-secondary Non-tertiary Level,male,Disagree completely,0.4415,99,11941,0.37844,0.51719
145,145,1995,Post-secondary Non-tertiary Level,female,Disagree,0.41309,75,11941,0.33122,0.49264
146,146,1995,Post-secondary Non-tertiary Level,female,Disagree completely,0.58691,104,11941,0.51439,0.67289
147,147,1995,First Stage of Tertiary Education,male,Agree,0.12932,46,11941,0.09731,0.15812
148,148,1995,First Stage of Tertiary Education,male,Disagree,0.38356,158,11941,0.34467,0.43253
149,149,1995,First Stage of Tertiary Education,male,Disagree completely,0.48713,227,11941,0.44372,0.53567
150,150,1995,First Stage of Tertiary Education,female,Disagree,0.50457,103,11941,0.43157,0.5743
151,151,1995,First Stage of Tertiary Education,female,Disagree completely,0.49543,137,11941,0.43587,0.56911
152,152,1995,Second Stage of Tertiary Education,male,Agree completely,0.051,35,11941,0.04107,0.0641
153,153,1995,Second Stage of Tertiary Education,male,Agree,0.08854,82,11941,0.0755,0.10223
154,154,1995,Second Stage of Tertiary Education,male,Disagree,0.36377,344,11941,0.34034,0.39327
155,155,1995,Second Stage of Tertiary Education,male,Disagree completely,0.4967,441,11941,0.46453,0.52826
156,156,1995,Second Stage of Tertiary Education,female,Agree completely,0.04879,31,11941,0.03688,0.06519
157,157,1995,Second Stage of Tertiary Education,female,Agree,0.07772,69,11941,0.06685,0.0898
158,158,1995,Second Stage of Tertiary Education,female,Disagree,0.38406,298,11941,0.3475,0.42563
159,159,1995,Second Stage of Tertiary Education,female,Disagree completely,0.48943,368,11941,0.44743,0.52836
160,160,1996,Pre-primary Level,male,Disagree,1.0,64,11647,0.87219,1.16278
161,161,1996,Pre-primary Level,female,Disagree,0.5862,61,11647,0.4853,0.67098
162,162,1996,Pre-primary Level,female,Disagree completely,0.4138,48,11647,0.34518,0.47761
163,163,1996,Primary Level,male,Disagree,0.52807,70,11647,0.41651,0.66368
164,164,1996,Primary Level,male,Disagree completely,0.47193,73,11647,0.38416,0.5527
165,165,1996,Primary Level,female,Agree,0.1351,34,11647,0.10467,0.17776
166,166,1996,Primary Level,female,Disagree,0.37238,100,11647,0.30476,0.46907
167,167,1996,Primary Level,female,Disagree completely,0.49251,110,11647,0.40937,0.57489
168,168,1996,Lower Secondary Level,male,Agree completely,0.07906,38,11647,0.06101,0.10144
169,169,1996,Lower Secondary Level,male,Agree,0.09316,87,11647,0.07939,0.10532
170,170,1996,Lower Secondary Level,male,Disagree,0.43399,316,11647,0.38366,0.48056
171,171,1996,Lower Secondary Level,male,Disagree completely,0.39379,320,11647,0.35927,0.43194
172,172,1996,Lower Secondary Level,female,Agree completely,0.04472,72,11647,0.03721,0.05338
173,173,1996,Lower Secondary Level,female,Agree,0.13232,159,11647,0.11762,0.15015
174,174,1996,Lower Secondary Level,female,Disagree,0.36898,529,11647,0.34673,0.38944
175,175,1996,Lower Secondary Level,female,Disagree completely,0.45398,636,11647,0.42565,0.48436
176,176,1996,Upper Secondary Level,male,Agree completely,0.0458,137,11647,0.04055,0.0511
177,177,1996,Upper Secondary Level,male,Agree,0.11266,367,11647,0.10311,0.12138
178,178,1996,Upper Secondary Level,male,Disagree,0.41191,1297,11647,0.39599,0.42948
179,179,1996,Upper Secondary Level,male,Disagree completely,0.42963,1351,11647,0.41188,0.44713
180,180,1996,Upper Secondary Level,female,Agree completely,0.0447,126,11647,0.04014,0.05072
181,181,1996,Upper Secondary Level,female,Agree,0.11897,354,11647,0.10884,0.12939
182,182,1996,Upper Secondary Level,female,Disagree,0.39869,1239,11647,0.38319,0.41457
183,183,1996,Upper Secondary Level,female,Disagree completely,0.43763,1351,11647,0.42113,0.45467
184,184,1996,Post-secondary Non-tertiary Level,male,Disagree,0.52549,99,11647,0.43472,0.60247
185,185,1996,Post-secondary Non-tertiary Level,male,Disagree completely,0.47451,91,11647,0.39624,0.55738
186,186,1996,Post-secondary Non-tertiary Level,female,Disagree,0.47863,95,11647,0.3927,0.57648
187,187,1996,Post-secondary Non-tertiary Level,female,Disagree completely,0.52137,95,11647,0.44779,0.60982
188,188,1996,First Stage of Tertiary Education,male,Agree,0.12428,50,11647,0.09742,0.15656
189,189,1996,First Stage of Tertiary Education,male,Disagree,0.40864,176,11647,0.36708,0.45067
190,190,1996,First Stage of Tertiary Education,male,Disagree completely,0.46708,202,11647,0.42783,0.51978
191,191,1996,First Stage of Tertiary Education,female,Disagree,0.48562,110,11647,0.42154,0.53836
192,192,1996,First Stage of Tertiary Education,female,Disagree completely,0.51438,138,11647,0.45628,0.57243
193,193,1996,Second Stage of Tertiary Education,male,Agree completely,0.05026,37,11647,0.04143,0.06071
194,194,1996,Second Stage of Tertiary Education,male,Agree,0.0874,84,11647,0.07391,0.10313
195,195,1996,Second Stage of Tertiary Education,male,Disagree,0.38229,355,11647,0.35512,0.41777
196,196,1996,Second Stage of Tertiary Education,male,Disagree completely,0.48005,437,11647,0.44548,0.51373
197,197,1996,Second Stage of Tertiary Education,female,Agree,0.1037,76,11647,0.08873,0.12587
198,198,1996,Second Stage of Tertiary Education,female,Disagree,0.43058,323,11647,0.39002,0.46908
199,199,1996,Second Stage of Tertiary Education,female,Disagree completely,0.46573,340,11647,0.42813,0.5049
200,200,1997,Pre-primary Level,male,Disagree,0.52147,52,11217,0.42821,0.61572
201,201,1997,Pre-primary Level,male,Disagree completely,0.47853,45,11217,0.38035,0.60999
202,202,1997,Pre-primary Level,female,Disagree,0.56907,63,11217,0.49349,0.6398
203,203,1997,Pre-primary Level,female,Disagree completely,0.43093,52,11217,0.35745,0.51499
204,204,1997,Primary Level,male,Disagree,0.45833,62,11217,0.35812,0.55784
205,205,1997,Primary Level,male,Disagree completely,0.54167,69,11217,0.45938,0.64169
206,206,1997,Primary Level,female,Disagree,0.5354,108,11217,0.44323,0.66422
207,207,1997,Primary Level,female,Disagree completely,0.4646,88,11217,0.38088,0.56176
208,208,1997,Lower Secondary Level,male,Agree completely,0.04773,38,11217,0.03841,0.05639
209,209,1997,Lower Secondary Level,male,Agree,0.13173,97,11217,0.11375,0.15197
210,210,1997,Lower Secondary Level,male,Disagree,0.39451,298,11217,0.36044,0.43879
211,211,1997,Lower Secondary Level,male,Disagree completely,0.42602,321,11217,0.3878,0.46323
212,212,1997,Lower Secondary Level,female,Agree completely,0.06629,72,11217,0.05568,0.07639
213,213,1997,Lower Secondary Level,female,Agree,0.10279,145,11217,0.09036,0.11258
214,214,1997,Lower Secondary Level,female,Disagree,0.41204,536,11217,0.38319,0.43969
215,215,1997,Lower Secondary Level,female,Disagree completely,0.41888,567,11217,0.39127,0.44664
216,216,1997,Upper Secondary Level,male,Agree completely,0.04571,129,11217,0.04093,0.05162
217,217,1997,Upper Secondary Level,male,Agree,0.1153,329,11217,0.10351,0.12429
218,218,1997,Upper Secondary Level,male,Disagree,0.40141,1239,11217,0.38377,0.41636
219,219,1997,Upper Secondary Level,male,Disagree completely,0.43758,1288,11217,0.41898,0.45566
220,220,1997,Upper Secondary Level,female,Agree completely,0.04738,136,11217,0.04084,0.05396
221,221,1997,Upper Secondary Level,female,Agree,0.12654,339,11217,0.1157,0.1404
222,222,1997,Upper Secondary Level,female,Disagree,0.39338,1201,11217,0.37429,0.40967
223,223,1997,Upper Secondary Level,female,Disagree completely,0.4327,1263,11217,0.41318,0.4516
224,224,1997,Post-secondary Non-tertiary Level,male,Disagree,0.53625,98,11217,0.45319,0.63156
225,225,1997,Post-secondary Non-tertiary Level,male,Disagree completely,0.46375,96,11217,0.39629,0.55512
226,226,1997,Post-secondary Non-tertiary Level,female,Disagree,0.54348,96,11217,0.46663,0.62775
227,227,1997,Post-secondary Non-tertiary Level,female,Disagree completely,0.45652,86,11217,0.35292,0.5503
228,228,1997,First Stage of Tertiary Education,male,Agree,0.1142,44,11217,0.08567,0.13873
229,229,1997,First Stage of Tertiary Education,male,Disagree,0.4195,186,11217,0.37182,0.46904
230,230,1997,First Stage of Tertiary Education,male,Disagree completely,0.4663,190,11217,0.42098,0.51712
231,231,1997,First Stage of Tertiary Education,female,Disagree,0.525,116,11217,0.44252,0.59932
232,232,1997,First Stage of Tertiary Education,female,Disagree completely,0.475,120,11217,0.41456,0.54757
233,233,1997,Second Stage of Tertiary Education,male,Agree completely,0.04062,36,11217,0.0327,0.0489
234,234,1997,Second Stage of Tertiary Education,male,Agree,0.07532,75,11217,0.06136,0.09004
235,235,1997,Second Stage of Tertiary Education,male,Disagree,0.39429,362,11217,0.36333,0.42718
236,236,1997,Second Stage of Tertiary Education,male,Disagree completely,0.48977,428,11217,0.45658,0.52017
237,237,1997,Second Stage of Tertiary Education,female,Agree completely,0.05039,37,11217,0.03739,0.06806
238,238,1997,Second Stage of Tertiary Education,female,Agree,0.08192,62,11217,0.07206,0.09677
239,239,1997,Second Stage of Tertiary Education,female,Disagree,0.40527,297,11217,0.36407,0.45107
240,240,1997,Second Stage of Tertiary Education,female,Disagree completely,0.46241,351,11217,0.42085,0.50556
241,241,2008,Pre-primary Level,male,Disagree,0.55845,61,17126,0.43611,0.70982
242,242,2008,Pre-primary Level,male,Disagree completely,0.44155,52,17126,0.32811,0.57923
243,243,2008,Pre-primary Level,female,Disagree,0.52267,77,17126,0.42986,0.65106
244,244,2008,Pre-primary Level,female,Disagree completely,0.47733,72,17126,0.38603,0.57231
245,245,2008,Primary Level,female,Disagree,0.48451,34,17126,0.32839,0.62922
246,246,2008,Primary Level,female,Disagree completely,0.51549,39,17126,0.39028,0.63351
247,247,2008,Lower Secondary Level,male,Agree,0.11174,74,17126,0.09515,0.12834
248,248,2008,Lower Secondary Level,male,Disagree,0.42986,228,17126,0.3852,0.4803
249,249,2008,Lower Secondary Level,male,Disagree completely,0.45841,242,17126,0.40785,0.50779
250,250,2008,Lower Secondary Level,female,Agree completely,0.05553,56,17126,0.04604,0.06421
251,251,2008,Lower Secondary Level,female,Agree,0.10581,139,17126,0.09129,0.1211
252,252,2008,Lower Secondary Level,female,Disagree,0.40034,473,17126,0.37133,0.42439
253,253,2008,Lower Secondary Level,female,Disagree completely,0.43832,525,17126,0.41206,0.46538
254,254,2008,Upper Secondary Level,male,Agree completely,0.0496,182,17126,0.04447,0.05492
255,255,2008,Upper Secondary Level,male,Agree,0.13165,514,17126,0.12094,0.14056
256,256,2008,Upper Secondary Level,male,Disagree,0.42044,1753,17126,0.40483,0.43583
257,257,2008,Upper Secondary Level,male,Disagree completely,0.39831,1763,17126,0.38207,0.41296
258,258,2008,Upper Secondary Level,female,Agree completely,0.05061,196,17126,0.04465,0.05678
259,259,2008,Upper Secondary Level,female,Agree,0.11673,512,17126,0.10739,0.12564
260,260,2008,Upper Secondary Level,female,Disagree,0.4095,1885,17126,0.39192,0.42462
261,261,2008,Upper Secondary Level,female,Disagree completely,0.42316,2034,17126,0.40735,0.43871
262,262,2008,Post-secondary Non-tertiary Level,male,Agree,0.17753,54,17126,0.13575,0.21446
263,263,2008,Post-secondary Non-tertiary Level,male,Disagree,0.43839,180,17126,0.38715,0.50218
264,264,2008,Post-secondary Non-tertiary Level,male,Disagree completely,0.38408,172,17126,0.33867,0.43435
265,265,2008,Post-secondary Non-tertiary Level,female,Agree,0.12503,70,17126,0.10306,0.15259
266,266,2008,Post-secondary Non-tertiary Level,female,Disagree,0.44042,263,17126,0.39403,0.49176
267,267,2008,Post-secondary Non-tertiary Level,female,Disagree completely,0.43455,262,17126,0.39248,0.48427
268,268,2008,First Stage of Tertiary Education,male,Agree completely,0.06691,35,17126,0.04956,0.08478
269,269,2008,First Stage of Tertiary Education,male,Agree,0.1301,95,17126,0.10878,0.15514
270,270,2008,First Stage of Tertiary Education,male,Disagree,0.3673,292,17126,0.32683,0.40931
271,271,2008,First Stage of Tertiary Education,male,Disagree completely,0.4357,338,17126,0.40049,0.47925
272,272,2008,First Stage of Tertiary Education,female,Agree,0.11892,52,17126,0.08501,0.15023
273,273,2008,First Stage of Tertiary Education,female,Disagree,0.42113,220,17126,0.35896,0.48455
274,274,2008,First Stage of Tertiary Education,female,Disagree completely,0.45995,245,17126,0.41023,0.51304
275,275,2008,Second Stage of Tertiary Education,male,Agree completely,0.0405,80,17126,0.03336,0.04835
276,276,2008,Second Stage of Tertiary Education,male,Agree,0.11073,196,17126,0.0914,0.12631
277,277,2008,Second Stage of Tertiary Education,male,Disagree,0.38655,806,17126,0.35585,0.41614
278,278,2008,Second Stage of Tertiary Education,male,Disagree completely,0.46223,1047,17126,0.43374,0.4919
279,279,2008,Second Stage of Tertiary Education,female,Agree completely,0.04519,71,17126,0.03571,0.05417
280,280,2008,Second Stage of Tertiary Education,female,Agree,0.11166,178,17126,0.0941,0.12957
281,281,2008,Second Stage of Tertiary Education,female,Disagree,0.36476,680,17126,0.34077,0.39083
282,282,2008,Second Stage of Tertiary Education,female,Disagree completely,0.4784,879,17126,0.45213,0.50697
283,283,2013,Pre-primary Level,male,Disagree,0.4468,50,16427,0.2924,0.66971
284,284,2013,Pre-primary Level,male,Disagree completely,0.5532,39,16427,0.40995,0.72852
285,285,2013,Pre-primary Level,female,Disagree,0.6871,56,16427,0.49971,0.9124
286,286,2013,Pre-primary Level,female,Disagree completely,0.3129,40,16427,0.22581,0.40525
287,287,2013,Primary Level,female,Disagree completely,1.0,35,16427,0.74803,1.3181
288,288,2013,Lower Secondary Level,male,Agree,0.11146,63,16427,0.08606,0.13661
289,289,2013,Lower Secondary Level,male,Disagree,0.38534,170,16427,0.32871,0.44163
290,290,2013,Lower Secondary Level,male,Disagree completely,0.50321,234,16427,0.45416,0.56583
291,291,2013,Lower Secondary Level,female,Agree completely,0.05584,57,16427,0.04491,0.07137
292,292,2013,Lower Secondary Level,female,Agree,0.10296,110,16427,0.08738,0.11973
293,293,2013,Lower Secondary Level,female,Disagree,0.37259,378,16427,0.34482,0.40762
294,294,2013,Lower Secondary Level,female,Disagree completely,0.46861,510,16427,0.43832,0.50831
295,295,2013,Upper Secondary Level,male,Agree completely,0.05578,205,16427,0.04856,0.06228
296,296,2013,Upper Secondary Level,male,Agree,0.11813,412,16427,0.10871,0.12814
297,297,2013,Upper Secondary Level,male,Disagree,0.36995,1382,16427,0.35175,0.39058
298,298,2013,Upper Secondary Level,male,Disagree completely,0.45613,1854,16427,0.4368,0.47438
299,299,2013,Upper Secondary Level,female,Agree completely,0.06521,238,16427,0.05805,0.07303
300,300,2013,Upper Secondary Level,female,Agree,0.10055,433,16427,0.09218,0.11088
301,301,2013,Upper Secondary Level,female,Disagree,0.36628,1713,16427,0.35502,0.38245
