year,migback,sampreg,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,East,Disagree,0.40846,1331,3180,0.39137,0.42554
1995,No migration background,East,Disagree completely,0.42533,1334,3180,0.40814,0.44251
1995,Direct migration background,West,Agree completely,0.05682,130,2397,0.04755,0.06609
1995,Direct migration background,West,Agree,0.12540,325,2397,0.11214,0.13866
1995,Direct migration background,West,Disagree,0.35875,878,2397,0.33954,0.37795
1995,Direct migration background,West,Disagree completely,0.45904,1064,2397,0.43908,0.47899
1995,Direct migration background,East,Disagree,0.44785,47,103,0.35135,0.54436
1995,Direct migration background,East,Disagree completely,0.38947,56,103,0.29484,0.48410
1995,Indirect migration background,West,Agree,0.10422,50,419,0.07493,0.13351
1995,Indirect migration background,West,Disagree,0.32349,153,419,0.27864,0.36833
1995,Indirect migration background,West,Disagree completely,0.51310,216,419,0.46519,0.56102
1996,No migration background,West,Agree completely,0.04427,264,6083,0.03910,0.04944
1996,No migration background,West,Agree,0.11098,643,6083,0.10308,0.11887
1996,No migration background,West,Disagree,0.39679,2407,6083,0.38449,0.40908
1996,No migration background,West,Disagree completely,0.44797,2769,6083,0.43547,0.46047
1996,No migration background,East,Agree completely,0.04206,123,3195,0.03509,0.04902
1996,No migration background,East,Agree,0.12293,400,3195,0.11154,0.13432
1996,No migration background,East,Disagree,0.43962,1440,3195,0.42240,0.45683
1996,No migration background,East,Disagree completely,0.39540,1232,3195,0.37844,0.41235
1996,Direct migration background,West,Agree completely,0.06547,103,2259,0.05527,0.07567
1996,Direct migration background,West,Agree,0.12369,279,2259,0.11011,0.13727
1996,Direct migration background,West,Disagree,0.38278,844,2259,0.36273,0.40283
1996,Direct migration background,West,Disagree completely,0.42806,1033,2259,0.40765,0.44847
1996,Direct migration background,East,Disagree,0.37522,48,100,0.27984,0.47060
1996,Direct migration background,East,Disagree completely,0.42982,52,100,0.33230,0.52734
1996,Indirect migration background,West,Agree,0.08710,40,459,0.06128,0.11293
1996,Indirect migration background,West,Disagree,0.40889,180,459,0.36387,0.45392
1996,Indirect migration background,West,Disagree completely,0.44504,239,459,0.39952,0.49055
1997,No migration background,West,Agree completely,0.04642,254,5924,0.04106,0.05177
1997,No migration background,West,Agree,0.10911,603,5924,0.10117,0.11705
1997,No migration background,West,Disagree,0.40181,2377,5924,0.38933,0.41430
1997,No migration background,West,Disagree completely,0.44266,2690,5924,0.43001,0.45531
1997,No migration background,East,Agree completely,0.05196,148,3033,0.04406,0.05986
1997,No migration background,East,Agree,0.11732,345,3033,0.10587,0.12878
1997,No migration background,East,Disagree,0.43123,1353,3033,0.41360,0.44886
1997,No migration background,East,Disagree completely,0.39949,1187,3033,0.38206,0.41692
1997,Direct migration background,West,Agree completely,0.06032,101,2102,0.05014,0.07050
1997,Direct migration background,West,Agree,0.11243,236,2102,0.09892,0.12593
1997,Direct migration background,West,Disagree,0.39190,856,2102,0.37103,0.41278
1997,Direct migration background,West,Disagree completely,0.43535,909,2102,0.41415,0.45655
1997,Direct migration background,East,Disagree,0.43992,44,85,0.33377,0.54608
1997,Direct migration background,East,Disagree completely,0.34957,41,85,0.24760,0.45155
1997,Indirect migration background,West,Agree,0.12798,65,477,0.09797,0.15800
1997,Indirect migration background,West,Disagree,0.32982,178,477,0.28759,0.37206
1997,Indirect migration background,West,Disagree completely,0.48520,234,477,0.44030,0.53010
2008,No migration background,West,Agree completely,0.04937,466,11054,0.04533,0.05341
2008,No migration background,West,Agree,0.11228,1145,11054,0.10639,0.11817
2008,No migration background,West,Disagree,0.40095,4276,11054,0.39181,0.41009
2008,No migration background,West,Disagree completely,0.43740,5167,11054,0.42815,0.44665
2008,No migration background,East,Agree completely,0.04625,153,4134,0.03985,0.05265
2008,No migration background,East,Agree,0.13191,532,4134,0.12159,0.14222
2008,No migration background,East,Disagree,0.43495,1865,4134,0.41983,0.45006
2008,No migration background,East,Disagree completely,0.38690,1584,4134,0.37205,0.40175
2008,Direct migration background,West,Agree completely,0.04287,66,1657,0.03311,0.05263
2008,Direct migration background,West,Agree,0.13948,210,1657,0.12280,0.15617
2008,Direct migration background,West,Disagree,0.38683,644,1657,0.36337,0.41029
2008,Direct migration background,West,Disagree completely,0.43082,737,1657,0.40697,0.45467
2008,Direct migration background,East,Disagree completely,0.38887,31,31,0.21442,0.56332
2008,Indirect migration background,West,Agree,0.15320,92,658,0.12566,0.18074
2008,Indirect migration background,West,Disagree,0.37280,248,658,0.33582,0.40977
2008,Indirect migration background,West,Disagree completely,0.41539,318,658,0.37771,0.45307
2013,No migration background,West,Agree completely,0.05335,534,10917,0.04913,0.05757
2013,No migration background,West,Agree,0.09747,1034,10917,0.09191,0.10304
2013,No migration background,West,Disagree,0.36746,3859,10917,0.35842,0.37651
2013,No migration background,West,Disagree completely,0.48171,5490,10917,0.47234,0.49109
2013,No migration background,East,Agree completely,0.05908,195,3815,0.05159,0.06656
2013,No migration background,East,Agree,0.10983,379,3815,0.09991,0.11975
2013,No migration background,East,Disagree,0.39297,1544,3815,0.37747,0.40847
2013,No migration background,East,Disagree completely,0.43813,1697,3815,0.42238,0.45387
2013,Direct migration background,West,Agree completely,0.06427,77,1461,0.05169,0.07685
2013,Direct migration background,West,Agree,0.11202,166,1461,0.09584,0.12819
2013,Direct migration background,West,Disagree,0.36728,509,1461,0.34255,0.39201
2013,Direct migration background,West,Disagree completely,0.45643,709,1461,0.43088,0.48198
2013,Direct migration background,East,Disagree,0.44003,35,68,0.32117,0.55889
2013,Direct migration background,East,Disagree completely,0.27536,33,68,0.16840,0.38233
2013,Indirect migration background,West,Agree,0.09281,57,592,0.06941,0.11620
2013,Indirect migration background,West,Disagree,0.36756,227,592,0.32869,0.40643
2013,Indirect migration background,West,Disagree completely,0.49827,308,592,0.45796,0.53858
2018,No migration background,West,Agree completely,0.05268,656,13005,0.04884,0.05652
2018,No migration background,West,Agree,0.11784,1407,13005,0.11230,0.12338
2018,No migration background,West,Disagree,0.37558,4822,13005,0.36726,0.38391
2018,No migration background,West,Disagree completely,0.45390,6120,13005,0.44534,0.46245
2018,No migration background,East,Agree completely,0.05502,212,4243,0.04816,0.06188
2018,No migration background,East,Agree,0.13586,481,4243,0.12555,0.14617
2018,No migration background,East,Disagree,0.41232,1758,4243,0.39750,0.42713
2018,No migration background,East,Disagree completely,0.39680,1792,4243,0.38208,0.41153
2018,Direct migration background,West,Agree completely,0.06058,211,3643,0.05283,0.06833
2018,Direct migration background,West,Agree,0.13683,457,3643,0.12567,0.14799
2018,Direct migration background,West,Disagree,0.34373,1278,3643,0.32830,0.35915
2018,Direct migration background,West,Disagree completely,0.45886,1697,3643,0.44268,0.47504
2018,Direct migration background,East,Agree,0.16134,42,280,0.11817,0.20450
2018,Direct migration background,East,Disagree,0.29857,99,280,0.24487,0.35227
2018,Direct migration background,East,Disagree completely,0.48965,139,280,0.43099,0.54831
2018,Indirect migration background,West,Agree completely,0.06987,84,1340,0.05621,0.08352
2018,Indirect migration background,West,Agree,0.11405,156,1340,0.09702,0.13108
2018,Indirect migration background,West,Disagree,0.38149,509,1340,0.35547,0.40751
2018,Indirect migration background,West,Disagree completely,0.43460,591,1340,0.40805,0.46115
2018,Indirect migration background,East,Disagree,0.56750,50,83,0.46027,0.67473
2018,Indirect migration background,East,Disagree completely,0.24873,33,83,0.15517,0.34230
