,Unnamed: 0,year,bula_h,migback,plh0190,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
22,22,1991,Berlin,No migration background,Disagree,0.30262,65,3546,0.26823,0.3334
23,23,1991,Berlin,No migration background,Disagree completely,0.55941,105,3546,0.49896,0.61822
24,24,1991,Brandenburg,No migration background,Agree,0.0996,54,3546,0.08859,0.11279
25,25,1991,Brandenburg,No migration background,Disagree,0.33367,192,3546,0.31233,0.35788
26,26,1991,Brandenburg,No migration background,Disagree completely,0.56673,322,3546,0.53978,0.59499
27,27,1991,Mecklenburg-Western Pomerania,No migration background,Agree completely,0.07683,31,3546,0.06065,0.09542
28,28,1991,Mecklenburg-Western Pomerania,No migration background,Agree,0.08988,36,3546,0.07416,0.10371
29,29,1991,Mecklenburg-Western Pomerania,No migration background,Disagree,0.29075,130,3546,0.27161,0.3133
30,30,1991,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.54255,202,3546,0.50636,0.57973
31,31,1991,Saxony,No migration background,Agree completely,0.06545,72,3546,0.05937,0.07351
32,32,1991,Saxony,No migration background,Agree,0.11316,127,3546,0.10546,0.12163
33,33,1991,Saxony,No migration background,Disagree,0.30125,328,3546,0.28405,0.31721
34,34,1991,Saxony,No migration background,Disagree completely,0.52015,553,3546,0.4974,0.54184
35,35,1991,Saxony-Anhalt,No migration background,Agree completely,0.0362,32,3546,0.03158,0.04189
36,36,1991,Saxony-Anhalt,No migration background,Agree,0.10646,81,3546,0.0955,0.11793
37,37,1991,Saxony-Anhalt,No migration background,Disagree,0.243,170,3546,0.2221,0.26747
38,38,1991,Saxony-Anhalt,No migration background,Disagree completely,0.61434,397,3546,0.5858,0.65689
39,39,1991,Thuringa,No migration background,Agree completely,0.07832,40,3546,0.06623,0.09134
40,40,1991,Thuringa,No migration background,Agree,0.08091,58,3546,0.0713,0.09354
41,41,1991,Thuringa,No migration background,Disagree,0.33185,207,3546,0.30823,0.35716
42,42,1991,Thuringa,No migration background,Disagree completely,0.50892,310,3546,0.48417,0.54172
43,43,1992,Schleswig-Holstein,No migration background,Disagree,0.43702,78,9876,0.40011,0.47518
44,44,1992,Schleswig-Holstein,No migration background,Disagree completely,0.56298,119,9876,0.52388,0.60434
45,45,1992,Hamburg,No migration background,Disagree,0.49836,43,9876,0.42309,0.55981
46,46,1992,Hamburg,No migration background,Disagree completely,0.50164,45,9876,0.42203,0.58517
47,47,1992,Lower Saxony,No migration background,Agree,0.1179,85,9876,0.10673,0.12975
48,48,1992,Lower Saxony,No migration background,Disagree,0.36583,265,9876,0.3429,0.39136
49,49,1992,Lower Saxony,No migration background,Disagree completely,0.51627,394,9876,0.48972,0.53858
50,50,1992,Bremen,No migration background,Disagree completely,1.0,51,9876,0.88474,1.12209
51,51,1992,North Rhine-Westphalia,No migration background,Agree completely,0.05166,82,9876,0.04628,0.0573
52,52,1992,North Rhine-Westphalia,No migration background,Agree,0.11745,202,9876,0.10922,0.12584
53,53,1992,North Rhine-Westphalia,No migration background,Disagree,0.31978,544,9876,0.30487,0.3328
54,54,1992,North Rhine-Westphalia,No migration background,Disagree completely,0.51111,892,9876,0.49358,0.52477
55,55,1992,North Rhine-Westphalia,Direct migration background,Disagree,0.37665,35,9876,0.30972,0.44024
56,56,1992,North Rhine-Westphalia,Direct migration background,Disagree completely,0.62335,45,9876,0.53335,0.71544
57,57,1992,Hesse,No migration background,Agree,0.09173,53,9876,0.07854,0.10575
58,58,1992,Hesse,No migration background,Disagree,0.33497,182,9876,0.31237,0.35587
59,59,1992,Hesse,No migration background,Disagree completely,0.5733,311,9876,0.5438,0.59971
60,60,1992,Hesse,Direct migration background,Disagree completely,1.0,39,9876,0.85398,1.12214
61,61,1992,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.12236,58,9876,0.10896,0.13701
62,62,1992,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.37669,181,9876,0.35174,0.40203
63,63,1992,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.50095,260,9876,0.47762,0.52691
64,64,1992,Baden-Wuerttemberg,No migration background,Agree completely,0.04448,39,9876,0.03668,0.05154
65,65,1992,Baden-Wuerttemberg,No migration background,Agree,0.10928,97,9876,0.09708,0.11895
66,66,1992,Baden-Wuerttemberg,No migration background,Disagree,0.35083,333,9876,0.33029,0.37133
67,67,1992,Baden-Wuerttemberg,No migration background,Disagree completely,0.49541,490,9876,0.47775,0.52005
68,68,1992,Baden-Wuerttemberg,Direct migration background,Disagree,0.46875,33,9876,0.4085,0.53825
69,69,1992,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.53125,54,9876,0.45965,0.60298
70,70,1992,Bavaria,No migration background,Agree completely,0.05231,58,9876,0.04487,0.0598
71,71,1992,Bavaria,No migration background,Agree,0.09915,122,9876,0.09264,0.10645
72,72,1992,Bavaria,No migration background,Disagree,0.37193,451,9876,0.35539,0.38901
73,73,1992,Bavaria,No migration background,Disagree completely,0.47661,571,9876,0.45735,0.49819
74,74,1992,Bavaria,Direct migration background,Disagree completely,1.0,40,9876,0.8037,1.21068
75,75,1992,Berlin,No migration background,Agree,0.13657,52,9876,0.11908,0.15949
76,76,1992,Berlin,No migration background,Disagree,0.37843,140,9876,0.34543,0.4175
77,77,1992,Berlin,No migration background,Disagree completely,0.48501,205,9876,0.44448,0.52505
78,78,1992,Brandenburg,No migration background,Agree completely,0.05707,35,9876,0.0472,0.06926
79,79,1992,Brandenburg,No migration background,Agree,0.08851,58,9876,0.07851,0.0982
80,80,1992,Brandenburg,No migration background,Disagree,0.31063,176,9876,0.27983,0.33715
81,81,1992,Brandenburg,No migration background,Disagree completely,0.54379,313,9876,0.51476,0.57289
82,82,1992,Mecklenburg-Western Pomerania,No migration background,Agree,0.13528,43,9876,0.12032,0.15617
83,83,1992,Mecklenburg-Western Pomerania,No migration background,Disagree,0.3544,122,9876,0.32617,0.3813
84,84,1992,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.51031,162,9876,0.4686,0.5475
85,85,1992,Saxony,No migration background,Agree completely,0.06558,68,9876,0.05891,0.0742
86,86,1992,Saxony,No migration background,Agree,0.09973,110,9876,0.09193,0.10889
87,87,1992,Saxony,No migration background,Disagree,0.31265,343,9876,0.29639,0.32946
88,88,1992,Saxony,No migration background,Disagree completely,0.52204,530,9876,0.49682,0.54293
89,89,1992,Saxony-Anhalt,No migration background,Agree completely,0.06826,49,9876,0.05866,0.07802
90,90,1992,Saxony-Anhalt,No migration background,Agree,0.09102,62,9876,0.07841,0.10769
91,91,1992,Saxony-Anhalt,No migration background,Disagree,0.30397,213,9876,0.28044,0.33093
92,92,1992,Saxony-Anhalt,No migration background,Disagree completely,0.53675,366,9876,0.50545,0.56731
93,93,1992,Thuringa,No migration background,Agree,0.11146,62,9876,0.09575,0.12616
94,94,1992,Thuringa,No migration background,Disagree,0.36894,215,9876,0.34513,0.39558
95,95,1992,Thuringa,No migration background,Disagree completely,0.5196,300,9876,0.48525,0.55198
96,96,1993,Schleswig-Holstein,No migration background,Disagree,0.45952,82,11428,0.42597,0.50022
97,97,1993,Schleswig-Holstein,No migration background,Disagree completely,0.54048,107,11428,0.49442,0.59089
98,98,1993,Hamburg,No migration background,Disagree,0.48278,40,11428,0.40075,0.55492
99,99,1993,Hamburg,No migration background,Disagree completely,0.51722,46,11428,0.43048,0.60557
100,100,1993,Lower Saxony,No migration background,Agree completely,0.08494,58,11428,0.07288,0.09717
101,101,1993,Lower Saxony,No migration background,Agree,0.12685,97,11428,0.11083,0.14285
102,102,1993,Lower Saxony,No migration background,Disagree,0.35902,276,11428,0.33422,0.38107
103,103,1993,Lower Saxony,No migration background,Disagree completely,0.42919,352,11428,0.41347,0.4503
104,104,1993,Lower Saxony,Direct migration background,Disagree,0.3499,36,11428,0.25402,0.44428
105,105,1993,Lower Saxony,Direct migration background,Disagree completely,0.6501,60,11428,0.50608,0.82389
106,106,1993,Bremen,No migration background,Disagree completely,1.0,36,11428,0.84986,1.15494
107,107,1993,North Rhine-Westphalia,No migration background,Agree completely,0.05668,95,11428,0.05034,0.06394
108,108,1993,North Rhine-Westphalia,No migration background,Agree,0.11757,196,11428,0.10994,0.12482
109,109,1993,North Rhine-Westphalia,No migration background,Disagree,0.34207,588,11428,0.32887,0.35731
110,110,1993,North Rhine-Westphalia,No migration background,Disagree completely,0.48368,801,11428,0.46778,0.50345
111,111,1993,North Rhine-Westphalia,Direct migration background,Agree,0.16162,96,11428,0.12865,0.20377
112,112,1993,North Rhine-Westphalia,Direct migration background,Disagree,0.33769,201,11428,0.2961,0.37357
113,113,1993,North Rhine-Westphalia,Direct migration background,Disagree completely,0.50069,254,11428,0.44676,0.56523
114,114,1993,North Rhine-Westphalia,Indirect migration background,Disagree,0.41671,49,11428,0.32133,0.56068
115,115,1993,North Rhine-Westphalia,Indirect migration background,Disagree completely,0.58329,62,11428,0.43302,0.75138
116,116,1993,Hesse,No migration background,Agree completely,0.07758,34,11428,0.06507,0.09054
117,117,1993,Hesse,No migration background,Agree,0.11725,63,11428,0.10329,0.12906
118,118,1993,Hesse,No migration background,Disagree,0.35842,199,11428,0.3282,0.38073
119,119,1993,Hesse,No migration background,Disagree completely,0.44676,243,11428,0.41842,0.4818
120,120,1993,Hesse,Direct migration background,Agree,0.10954,31,11428,0.07273,0.16185
121,121,1993,Hesse,Direct migration background,Disagree,0.33166,75,11428,0.23739,0.43115
122,122,1993,Hesse,Direct migration background,Disagree completely,0.5588,151,11428,0.47232,0.64326
123,123,1993,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.10752,49,11428,0.09492,0.12185
124,124,1993,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.38421,177,11428,0.35999,0.40903
125,125,1993,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.50827,248,11428,0.47761,0.53932
126,126,1993,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree,0.54845,40,11428,0.33355,0.74595
127,127,1993,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree completely,0.45155,36,11428,0.34833,0.56229
128,128,1993,Baden-Wuerttemberg,No migration background,Agree completely,0.05701,55,11428,0.05015,0.06431
129,129,1993,Baden-Wuerttemberg,No migration background,Agree,0.0977,91,11428,0.08901,0.10637
130,130,1993,Baden-Wuerttemberg,No migration background,Disagree,0.35382,333,11428,0.33397,0.37565
131,131,1993,Baden-Wuerttemberg,No migration background,Disagree completely,0.49148,479,11428,0.47203,0.51339
132,132,1993,Baden-Wuerttemberg,Direct migration background,Agree completely,0.06353,31,11428,0.04107,0.09708
133,133,1993,Baden-Wuerttemberg,Direct migration background,Agree,0.12838,96,11428,0.10228,0.15024
134,134,1993,Baden-Wuerttemberg,Direct migration background,Disagree,0.38672,238,11428,0.32781,0.44849
135,135,1993,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.42137,251,11428,0.36908,0.49703
136,136,1993,Baden-Wuerttemberg,Indirect migration background,Disagree,0.54503,51,11428,0.41865,0.67225
137,137,1993,Baden-Wuerttemberg,Indirect migration background,Disagree completely,0.45497,38,11428,0.29137,0.61652
138,138,1993,Bavaria,No migration background,Agree completely,0.079,78,11428,0.06925,0.08728
139,139,1993,Bavaria,No migration background,Agree,0.11283,129,11428,0.10558,0.12128
140,140,1993,Bavaria,No migration background,Disagree,0.4215,505,11428,0.40533,0.44156
141,141,1993,Bavaria,No migration background,Disagree completely,0.38668,458,11428,0.36955,0.40444
142,142,1993,Bavaria,Direct migration background,Agree,0.13833,48,11428,0.10765,0.17621
143,143,1993,Bavaria,Direct migration background,Disagree,0.4559,144,11428,0.37136,0.56241
144,144,1993,Bavaria,Direct migration background,Disagree completely,0.40577,120,11428,0.33149,0.48116
145,145,1993,Berlin,No migration background,Agree,0.17279,58,11428,0.14901,0.19794
146,146,1993,Berlin,No migration background,Disagree,0.38323,156,11428,0.35628,0.41639
147,147,1993,Berlin,No migration background,Disagree completely,0.44398,171,11428,0.40728,0.48483
148,148,1993,Berlin,Direct migration background,Disagree completely,1.0,32,11428,0.79207,1.23272
149,149,1993,Brandenburg,No migration background,Agree completely,0.06247,32,11428,0.05239,0.07676
150,150,1993,Brandenburg,No migration background,Agree,0.12487,68,11428,0.10816,0.14244
151,151,1993,Brandenburg,No migration background,Disagree,0.40351,220,11428,0.37527,0.43128
152,152,1993,Brandenburg,No migration background,Disagree completely,0.40916,222,11428,0.38363,0.43656
153,153,1993,Mecklenburg-Western Pomerania,No migration background,Agree,0.11868,34,11428,0.10046,0.13644
154,154,1993,Mecklenburg-Western Pomerania,No migration background,Disagree,0.42579,127,11428,0.3937,0.47287
155,155,1993,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.45553,133,11428,0.41722,0.49603
156,156,1993,Saxony,No migration background,Agree completely,0.04525,42,11428,0.03747,0.05462
157,157,1993,Saxony,No migration background,Agree,0.13987,132,11428,0.12838,0.15331
158,158,1993,Saxony,No migration background,Disagree,0.37285,367,11428,0.35415,0.3894
159,159,1993,Saxony,No migration background,Disagree completely,0.44202,409,11428,0.41821,0.46632
160,160,1993,Saxony-Anhalt,No migration background,Agree completely,0.07222,48,11428,0.06148,0.08561
161,161,1993,Saxony-Anhalt,No migration background,Agree,0.13789,79,11428,0.12036,0.157
162,162,1993,Saxony-Anhalt,No migration background,Disagree,0.35216,221,11428,0.32655,0.38014
163,163,1993,Saxony-Anhalt,No migration background,Disagree completely,0.43773,282,11428,0.40743,0.46797
164,164,1993,Thuringa,No migration background,Agree completely,0.06831,34,11428,0.05604,0.08495
165,165,1993,Thuringa,No migration background,Agree,0.09221,52,11428,0.07967,0.10748
166,166,1993,Thuringa,No migration background,Disagree,0.45219,255,11428,0.42712,0.48658
167,167,1993,Thuringa,No migration background,Disagree completely,0.38729,231,11428,0.3608,0.41551
168,168,1995,Schleswig-Holstein,No migration background,Disagree,0.37086,75,11578,0.3336,0.41134
169,169,1995,Schleswig-Holstein,No migration background,Disagree completely,0.62914,123,11578,0.56619,0.68711
170,170,1995,Hamburg,No migration background,Disagree completely,1.0,49,11578,0.83555,1.16082
171,171,1995,Lower Saxony,No migration background,Agree completely,0.05257,34,11578,0.04191,0.06516
172,172,1995,Lower Saxony,No migration background,Agree,0.11599,79,11578,0.1013,0.13337
173,173,1995,Lower Saxony,No migration background,Disagree,0.36464,275,11578,0.33489,0.3891
174,174,1995,Lower Saxony,No migration background,Disagree completely,0.46679,379,11578,0.43919,0.49517
175,175,1995,Lower Saxony,Direct migration background,Disagree,0.39928,59,11578,0.32778,0.49994
176,176,1995,Lower Saxony,Direct migration background,Disagree completely,0.60072,97,11578,0.48949,0.70996
177,177,1995,Bremen,No migration background,Disagree completely,1.0,39,11578,0.86416,1.14633
178,178,1995,North Rhine-Westphalia,No migration background,Agree completely,0.0471,72,11578,0.04089,0.05481
179,179,1995,North Rhine-Westphalia,No migration background,Agree,0.10331,165,11578,0.09315,0.11323
180,180,1995,North Rhine-Westphalia,No migration background,Disagree,0.37449,620,11578,0.3574,0.39546
181,181,1995,North Rhine-Westphalia,No migration background,Disagree completely,0.4751,825,11578,0.45318,0.49623
182,182,1995,North Rhine-Westphalia,Direct migration background,Agree completely,0.05822,36,11578,0.04592,0.07447
183,183,1995,North Rhine-Westphalia,Direct migration background,Agree,0.14898,86,11578,0.1264,0.17161
184,184,1995,North Rhine-Westphalia,Direct migration background,Disagree,0.31115,218,11578,0.27157,0.35577
185,185,1995,North Rhine-Westphalia,Direct migration background,Disagree completely,0.48165,297,11578,0.43063,0.54616
186,186,1995,North Rhine-Westphalia,Indirect migration background,Disagree,0.37647,48,11578,0.29435,0.48402
187,187,1995,North Rhine-Westphalia,Indirect migration background,Disagree completely,0.62353,75,11578,0.47823,0.78701
188,188,1995,Hesse,No migration background,Agree,0.11505,57,11578,0.09393,0.14067
189,189,1995,Hesse,No migration background,Disagree,0.38856,212,11578,0.3658,0.41
190,190,1995,Hesse,No migration background,Disagree completely,0.4964,269,11578,0.46526,0.5305
191,191,1995,Hesse,Direct migration background,Agree,0.08711,37,11578,0.06175,0.11575
192,192,1995,Hesse,Direct migration background,Disagree,0.34457,79,11578,0.26741,0.42734
193,193,1995,Hesse,Direct migration background,Disagree completely,0.56832,165,11578,0.47157,0.64646
194,194,1995,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.09101,46,11578,0.0782,0.10501
195,195,1995,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.37568,176,11578,0.34463,0.41018
196,196,1995,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.53331,255,11578,0.5021,0.57108
197,197,1995,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree,0.41386,58,11578,0.34328,0.48649
198,198,1995,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree completely,0.58614,78,11578,0.51891,0.66823
199,199,1995,Baden-Wuerttemberg,No migration background,Agree completely,0.03723,38,11578,0.03197,0.04307
200,200,1995,Baden-Wuerttemberg,No migration background,Agree,0.09191,83,11578,0.07869,0.10646
201,201,1995,Baden-Wuerttemberg,No migration background,Disagree,0.42187,388,11578,0.39353,0.4458
202,202,1995,Baden-Wuerttemberg,No migration background,Disagree completely,0.44898,430,11578,0.4248,0.47723
203,203,1995,Baden-Wuerttemberg,Direct migration background,Agree completely,0.04884,36,11578,0.03691,0.06583
204,204,1995,Baden-Wuerttemberg,Direct migration background,Agree,0.13338,92,11578,0.09788,0.17285
205,205,1995,Baden-Wuerttemberg,Direct migration background,Disagree,0.42048,268,11578,0.36324,0.48676
206,206,1995,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.3973,213,11578,0.33397,0.4578
207,207,1995,Baden-Wuerttemberg,Indirect migration background,Disagree,0.50357,46,11578,0.33019,0.68625
208,208,1995,Baden-Wuerttemberg,Indirect migration background,Disagree completely,0.49643,43,11578,0.34897,0.71035
209,209,1995,Bavaria,No migration background,Agree completely,0.05704,53,11578,0.04613,0.068
210,210,1995,Bavaria,No migration background,Agree,0.10657,114,11578,0.09247,0.11862
211,211,1995,Bavaria,No migration background,Disagree,0.3823,437,11578,0.36126,0.40365
212,212,1995,Bavaria,No migration background,Disagree completely,0.45408,561,11578,0.43331,0.48109
213,213,1995,Bavaria,Direct migration background,Agree,0.11482,39,11578,0.08821,0.14896
214,214,1995,Bavaria,Direct migration background,Disagree,0.39709,134,11578,0.33235,0.47609
215,215,1995,Bavaria,Direct migration background,Disagree completely,0.48809,176,11578,0.41806,0.56254
216,216,1995,Bavaria,Indirect migration background,Disagree completely,1.0,40,11578,0.72889,1.3071
217,217,1995,Berlin,No migration background,Agree,0.11996,45,11578,0.09965,0.14429
218,218,1995,Berlin,No migration background,Disagree,0.47806,166,11578,0.44088,0.51795
219,219,1995,Berlin,No migration background,Disagree completely,0.40198,154,11578,0.36288,0.44295
220,220,1995,Berlin,Direct migration background,Disagree,1.0,31,11578,0.73565,1.27942
221,221,1995,Brandenburg,No migration background,Agree completely,0.06689,37,11578,0.05806,0.07929
222,222,1995,Brandenburg,No migration background,Agree,0.12976,65,11578,0.11389,0.14716
223,223,1995,Brandenburg,No migration background,Disagree,0.39636,207,11578,0.3663,0.43175
224,224,1995,Brandenburg,No migration background,Disagree completely,0.40699,212,11578,0.38303,0.44014
225,225,1995,Mecklenburg-Western Pomerania,No migration background,Agree,0.12017,37,11578,0.09864,0.14538
226,226,1995,Mecklenburg-Western Pomerania,No migration background,Disagree,0.41487,146,11578,0.37018,0.46334
227,227,1995,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.46497,136,11578,0.42276,0.51745
228,228,1995,Saxony,No migration background,Agree completely,0.04401,42,11578,0.03758,0.05241
229,229,1995,Saxony,No migration background,Agree,0.1171,108,11578,0.10538,0.13163
230,230,1995,Saxony,No migration background,Disagree,0.40816,400,11578,0.38452,0.4325
231,231,1995,Saxony,No migration background,Disagree completely,0.43073,395,11578,0.40123,0.4579
232,232,1995,Saxony-Anhalt,No migration background,Agree,0.11737,60,11578,0.10118,0.13862
233,233,1995,Saxony-Anhalt,No migration background,Disagree,0.40354,237,11578,0.36735,0.44266
234,234,1995,Saxony-Anhalt,No migration background,Disagree completely,0.4791,281,11578,0.44498,0.51453
235,235,1995,Thuringa,No migration background,Agree,0.11072,60,11578,0.0966,0.12411
236,236,1995,Thuringa,No migration background,Disagree,0.45343,256,11578,0.41375,0.4979
237,237,1995,Thuringa,No migration background,Disagree completely,0.43585,229,11578,0.40196,0.46696
238,238,1996,Schleswig-Holstein,No migration background,Disagree,0.43729,82,11321,0.38291,0.48
239,239,1996,Schleswig-Holstein,No migration background,Disagree completely,0.56271,119,11321,0.51115,0.62098
240,240,1996,Hamburg,No migration background,Disagree,0.44947,33,11321,0.36887,0.545
241,241,1996,Hamburg,No migration background,Disagree completely,0.55053,41,11321,0.4705,0.63667
242,242,1996,Lower Saxony,No migration background,Agree completely,0.0699,49,11321,0.05889,0.08097
243,243,1996,Lower Saxony,No migration background,Agree,0.12347,84,11321,0.10111,0.14246
244,244,1996,Lower Saxony,No migration background,Disagree,0.33488,278,11321,0.31167,0.35601
245,245,1996,Lower Saxony,No migration background,Disagree completely,0.47175,372,11321,0.44424,0.50182
246,246,1996,Lower Saxony,Direct migration background,Disagree,0.39455,58,11321,0.30489,0.48026
247,247,1996,Lower Saxony,Direct migration background,Disagree completely,0.60545,96,11321,0.49396,0.76462
248,248,1996,Bremen,No migration background,Disagree completely,1.0,32,11321,0.84958,1.20708
249,249,1996,North Rhine-Westphalia,No migration background,Agree completely,0.04355,70,11321,0.0381,0.05024
250,250,1996,North Rhine-Westphalia,No migration background,Agree,0.11265,186,11321,0.10017,0.12468
251,251,1996,North Rhine-Westphalia,No migration background,Disagree,0.3827,649,11321,0.3673,0.4016
252,252,1996,North Rhine-Westphalia,No migration background,Disagree completely,0.4611,768,11321,0.44262,0.48137
253,253,1996,North Rhine-Westphalia,Direct migration background,Agree,0.13426,79,11321,0.10635,0.16533
254,254,1996,North Rhine-Westphalia,Direct migration background,Disagree,0.37839,222,11321,0.32892,0.43258
255,255,1996,North Rhine-Westphalia,Direct migration background,Disagree completely,0.48735,288,11321,0.4334,0.54855
256,256,1996,North Rhine-Westphalia,Indirect migration background,Disagree,0.55343,61,11321,0.41697,0.71145
257,257,1996,North Rhine-Westphalia,Indirect migration background,Disagree completely,0.44657,74,11321,0.37156,0.53275
258,258,1996,Hesse,No migration background,Agree,0.12674,62,11321,0.11077,0.14517
259,259,1996,Hesse,No migration background,Disagree,0.48297,229,11321,0.44687,0.53237
260,260,1996,Hesse,No migration background,Disagree completely,0.39029,223,11321,0.36199,0.41695
261,261,1996,Hesse,Direct migration background,Disagree,0.47344,92,11321,0.37627,0.5794
262,262,1996,Hesse,Direct migration background,Disagree completely,0.52656,130,11321,0.42584,0.61348
263,263,1996,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.43939,186,11321,0.40128,0.47339
264,264,1996,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.56061,237,11321,0.51509,0.60021
265,265,1996,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree,0.39203,57,11321,0.32264,0.47157
266,266,1996,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree completely,0.60797,84,11321,0.51663,0.69811
267,267,1996,Baden-Wuerttemberg,No migration background,Agree completely,0.03377,35,11321,0.02823,0.04036
268,268,1996,Baden-Wuerttemberg,No migration background,Agree,0.10154,86,11321,0.08734,0.1184
269,269,1996,Baden-Wuerttemberg,No migration background,Disagree,0.44656,397,11321,0.4224,0.47484
270,270,1996,Baden-Wuerttemberg,No migration background,Disagree completely,0.41813,388,11321,0.39074,0.44233
271,271,1996,Baden-Wuerttemberg,Direct migration background,Agree,0.1323,72,11321,0.09966,0.16597
272,272,1996,Baden-Wuerttemberg,Direct migration background,Disagree,0.47706,255,11321,0.41079,0.55293
273,273,1996,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.39064,218,11321,0.3288,0.45187
274,274,1996,Baden-Wuerttemberg,Indirect migration background,Disagree,0.42102,43,11321,0.2732,0.57321
275,275,1996,Baden-Wuerttemberg,Indirect migration background,Disagree completely,0.57898,63,11321,0.43537,0.74088
276,276,1996,Bavaria,No migration background,Agree completely,0.04443,50,11321,0.03732,0.05453
277,277,1996,Bavaria,No migration background,Agree,0.12065,120,11321,0.10747,0.13726
278,278,1996,Bavaria,No migration background,Disagree,0.39676,454,11321,0.3714,0.42671
279,279,1996,Bavaria,No migration background,Disagree completely,0.43816,522,11321,0.41598,0.45968
280,280,1996,Bavaria,Direct migration background,Agree,0.14537,51,11321,0.11553,0.17029
281,281,1996,Bavaria,Direct migration background,Disagree,0.38688,111,11321,0.32814,0.45064
282,282,1996,Bavaria,Direct migration background,Disagree completely,0.46775,169,11321,0.40078,0.54372
283,283,1996,Bavaria,Indirect migration background,Disagree,0.52943,34,11321,0.39608,0.66394
284,284,1996,Bavaria,Indirect migration background,Disagree completely,0.47057,34,11321,0.33737,0.64098
285,285,1996,Berlin,No migration background,Agree,0.16234,61,11321,0.13636,0.192
286,286,1996,Berlin,No migration background,Disagree,0.44214,157,11321,0.40683,0.48788
287,287,1996,Berlin,No migration background,Disagree completely,0.39553,140,11321,0.35253,0.44032
288,288,1996,Brandenburg,No migration background,Agree,0.1284,71,11321,0.11443,0.14704
289,289,1996,Brandenburg,No migration background,Disagree,0.48292,245,11321,0.45198,0.52485
290,290,1996,Brandenburg,No migration background,Disagree completely,0.38869,194,11321,0.35946,0.4161
291,291,1996,Mecklenburg-Western Pomerania,No migration background,Agree,0.11585,38,11321,0.09553,0.14015
292,292,1996,Mecklenburg-Western Pomerania,No migration background,Disagree,0.45654,147,11321,0.41371,0.50744
