year,age_gr,quintil_oecd,plh0193,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,1st Quintile,Strongly disagree,0.07105,58,22017,0.07078,0.07133
2003,46-65 y.,2nd Quintile,Strongly agree,0.13187,125,22017,0.13150,0.13223
2003,46-65 y.,2nd Quintile,Agree,0.37678,375,22017,0.37625,0.37730
2003,46-65 y.,2nd Quintile,Disagree,0.42792,412,22017,0.42738,0.42846
2003,46-65 y.,2nd Quintile,Strongly disagree,0.06343,54,22017,0.06317,0.06370
2003,46-65 y.,3rd Quintile,Strongly agree,0.09194,109,22017,0.09165,0.09222
2003,46-65 y.,3rd Quintile,Agree,0.34910,427,22017,0.34863,0.34957
2003,46-65 y.,3rd Quintile,Disagree,0.47139,591,22017,0.47090,0.47188
2003,46-65 y.,3rd Quintile,Strongly disagree,0.08757,100,22017,0.08729,0.08785
2003,46-65 y.,4th Quintile,Strongly agree,0.09799,129,22017,0.09773,0.09826
2003,46-65 y.,4th Quintile,Agree,0.36218,564,22017,0.36175,0.36261
2003,46-65 y.,4th Quintile,Disagree,0.44838,733,22017,0.44793,0.44882
2003,46-65 y.,4th Quintile,Strongly disagree,0.09145,134,22017,0.09119,0.09170
2003,46-65 y.,5th Quintile,Strongly agree,0.05038,122,22017,0.05021,0.05055
2003,46-65 y.,5th Quintile,Agree,0.29762,797,22017,0.29727,0.29798
2003,46-65 y.,5th Quintile,Disagree,0.52721,1612,22017,0.52682,0.52760
2003,46-65 y.,5th Quintile,Strongly disagree,0.12478,352,22017,0.12453,0.12504
2003,66 and older,1st Quintile,Strongly agree,0.13800,101,22017,0.13762,0.13838
2003,66 and older,1st Quintile,Agree,0.34519,245,22017,0.34467,0.34571
2003,66 and older,1st Quintile,Disagree,0.42149,278,22017,0.42095,0.42203
2003,66 and older,1st Quintile,Strongly disagree,0.09533,67,22017,0.09500,0.09565
2003,66 and older,2nd Quintile,Strongly agree,0.12023,105,22017,0.11988,0.12057
2003,66 and older,2nd Quintile,Agree,0.35986,315,22017,0.35935,0.36036
2003,66 and older,2nd Quintile,Disagree,0.44311,380,22017,0.44259,0.44364
2003,66 and older,2nd Quintile,Strongly disagree,0.07680,61,22017,0.07652,0.07709
2003,66 and older,3rd Quintile,Strongly agree,0.11707,86,22017,0.11671,0.11744
2003,66 and older,3rd Quintile,Agree,0.32382,264,22017,0.32329,0.32434
2003,66 and older,3rd Quintile,Disagree,0.46065,339,22017,0.46009,0.46121
2003,66 and older,3rd Quintile,Strongly disagree,0.09846,74,22017,0.09812,0.09879
2003,66 and older,4th Quintile,Strongly agree,0.11310,63,22017,0.11270,0.11351
2003,66 and older,4th Quintile,Agree,0.32084,172,22017,0.32023,0.32144
2003,66 and older,4th Quintile,Disagree,0.43194,254,22017,0.43130,0.43258
2003,66 and older,4th Quintile,Strongly disagree,0.13412,73,22017,0.13368,0.13456
2003,66 and older,5th Quintile,Strongly agree,0.04646,32,22017,0.04620,0.04673
2003,66 and older,5th Quintile,Agree,0.29573,209,22017,0.29515,0.29631
2003,66 and older,5th Quintile,Disagree,0.53665,403,22017,0.53602,0.53729
2003,66 and older,5th Quintile,Strongly disagree,0.12116,96,22017,0.12074,0.12157
2008,17-29 y.,1st Quintile,Strongly agree,0.09792,67,19197,0.09761,0.09824
2008,17-29 y.,1st Quintile,Agree,0.31779,240,19197,0.31730,0.31829
2008,17-29 y.,1st Quintile,Disagree,0.47783,380,19197,0.47730,0.47836
2008,17-29 y.,1st Quintile,Strongly disagree,0.10645,92,19197,0.10612,0.10678
2008,17-29 y.,2nd Quintile,Strongly agree,0.06065,40,19197,0.06034,0.06097
2008,17-29 y.,2nd Quintile,Agree,0.33862,191,19197,0.33799,0.33924
2008,17-29 y.,2nd Quintile,Disagree,0.49276,280,19197,0.49210,0.49341
2008,17-29 y.,2nd Quintile,Strongly disagree,0.10798,60,19197,0.10757,0.10839
2008,17-29 y.,3rd Quintile,Strongly agree,0.05745,32,19197,0.05715,0.05775
2008,17-29 y.,3rd Quintile,Agree,0.31281,195,19197,0.31222,0.31340
2008,17-29 y.,3rd Quintile,Disagree,0.53472,340,19197,0.53408,0.53536
2008,17-29 y.,3rd Quintile,Strongly disagree,0.09502,69,19197,0.09464,0.09539
2008,17-29 y.,4th Quintile,Agree,0.31645,175,19197,0.31581,0.31709
2008,17-29 y.,4th Quintile,Disagree,0.56134,327,19197,0.56066,0.56202
2008,17-29 y.,4th Quintile,Strongly disagree,0.12221,79,19197,0.12176,0.12266
2008,17-29 y.,5th Quintile,Agree,0.27191,136,19197,0.27118,0.27264
2008,17-29 y.,5th Quintile,Disagree,0.57929,323,19197,0.57848,0.58010
2008,17-29 y.,5th Quintile,Strongly disagree,0.14880,86,19197,0.14822,0.14939
2008,30-45 y.,1st Quintile,Strongly agree,0.10305,74,19197,0.10270,0.10339
2008,30-45 y.,1st Quintile,Agree,0.40725,308,19197,0.40669,0.40781
2008,30-45 y.,1st Quintile,Disagree,0.43292,305,19197,0.43236,0.43349
2008,30-45 y.,1st Quintile,Strongly disagree,0.05678,33,19197,0.05651,0.05704
2008,30-45 y.,2nd Quintile,Strongly agree,0.11169,99,19197,0.11136,0.11202
2008,30-45 y.,2nd Quintile,Agree,0.39068,327,19197,0.39017,0.39119
2008,30-45 y.,2nd Quintile,Disagree,0.42402,420,19197,0.42350,0.42454
2008,30-45 y.,2nd Quintile,Strongly disagree,0.07360,67,19197,0.07333,0.07388
2008,30-45 y.,3rd Quintile,Strongly agree,0.05580,56,19197,0.05557,0.05603
2008,30-45 y.,3rd Quintile,Agree,0.38424,396,19197,0.38375,0.38473
2008,30-45 y.,3rd Quintile,Disagree,0.46037,531,19197,0.45987,0.46087
2008,30-45 y.,3rd Quintile,Strongly disagree,0.09959,107,19197,0.09929,0.09989
2008,30-45 y.,4th Quintile,Strongly agree,0.06200,68,19197,0.06177,0.06223
2008,30-45 y.,4th Quintile,Agree,0.35528,371,19197,0.35483,0.35574
2008,30-45 y.,4th Quintile,Disagree,0.49515,583,19197,0.49467,0.49563
2008,30-45 y.,4th Quintile,Strongly disagree,0.08757,111,19197,0.08730,0.08784
2008,30-45 y.,5th Quintile,Strongly agree,0.04013,46,19197,0.03995,0.04032
2008,30-45 y.,5th Quintile,Agree,0.25330,306,19197,0.25289,0.25372
2008,30-45 y.,5th Quintile,Disagree,0.56527,752,19197,0.56480,0.56573
2008,30-45 y.,5th Quintile,Strongly disagree,0.14130,194,19197,0.14097,0.14163
2008,46-65 y.,1st Quintile,Strongly agree,0.14500,112,19197,0.14462,0.14537
2008,46-65 y.,1st Quintile,Agree,0.39354,329,19197,0.39302,0.39406
2008,46-65 y.,1st Quintile,Disagree,0.41167,309,19197,0.41114,0.41219
2008,46-65 y.,1st Quintile,Strongly disagree,0.04980,44,19197,0.04956,0.05003
2008,46-65 y.,2nd Quintile,Strongly agree,0.11823,87,19197,0.11788,0.11858
2008,46-65 y.,2nd Quintile,Agree,0.35826,316,19197,0.35774,0.35878
2008,46-65 y.,2nd Quintile,Disagree,0.45740,366,19197,0.45686,0.45794
2008,46-65 y.,2nd Quintile,Strongly disagree,0.06612,59,19197,0.06585,0.06638
2008,46-65 y.,3rd Quintile,Strongly agree,0.09663,92,19197,0.09634,0.09692
2008,46-65 y.,3rd Quintile,Agree,0.41200,420,19197,0.41151,0.41248
2008,46-65 y.,3rd Quintile,Disagree,0.42734,517,19197,0.42685,0.42783
2008,46-65 y.,3rd Quintile,Strongly disagree,0.06403,77,19197,0.06379,0.06427
2008,46-65 y.,4th Quintile,Strongly agree,0.06915,83,19197,0.06893,0.06938
2008,46-65 y.,4th Quintile,Agree,0.37927,531,19197,0.37884,0.37969
2008,46-65 y.,4th Quintile,Disagree,0.44796,703,19197,0.44752,0.44840
2008,46-65 y.,4th Quintile,Strongly disagree,0.10362,160,19197,0.10335,0.10389
2008,46-65 y.,5th Quintile,Strongly agree,0.05145,102,19197,0.05127,0.05162
2008,46-65 y.,5th Quintile,Agree,0.29537,701,19197,0.29501,0.29572
2008,46-65 y.,5th Quintile,Disagree,0.53238,1338,19197,0.53199,0.53278
2008,46-65 y.,5th Quintile,Strongly disagree,0.12080,322,19197,0.12055,0.12106
2008,66 and older,1st Quintile,Strongly agree,0.12692,91,19197,0.12656,0.12729
2008,66 and older,1st Quintile,Agree,0.38532,259,19197,0.38478,0.38585
2008,66 and older,1st Quintile,Disagree,0.40528,292,19197,0.40474,0.40582
2008,66 and older,1st Quintile,Strongly disagree,0.08248,59,19197,0.08218,0.08279
2008,66 and older,2nd Quintile,Strongly agree,0.13842,147,19197,0.13809,0.13875
2008,66 and older,2nd Quintile,Agree,0.34492,356,19197,0.34446,0.34538
2008,66 and older,2nd Quintile,Disagree,0.42065,441,19197,0.42018,0.42113
2008,66 and older,2nd Quintile,Strongly disagree,0.09601,88,19197,0.09573,0.09629
2008,66 and older,3rd Quintile,Strongly agree,0.07967,77,19197,0.07938,0.07996
2008,66 and older,3rd Quintile,Agree,0.37430,333,19197,0.37378,0.37481
2008,66 and older,3rd Quintile,Disagree,0.43725,413,19197,0.43672,0.43778
2008,66 and older,3rd Quintile,Strongly disagree,0.10878,103,19197,0.10845,0.10911
2008,66 and older,4th Quintile,Strongly agree,0.06248,46,19197,0.06219,0.06277
2008,66 and older,4th Quintile,Agree,0.33258,236,19197,0.33201,0.33314
2008,66 and older,4th Quintile,Disagree,0.50090,354,19197,0.50030,0.50150
2008,66 and older,4th Quintile,Strongly disagree,0.10405,71,19197,0.10368,0.10441
2008,66 and older,5th Quintile,Strongly agree,0.04147,37,19197,0.04122,0.04172
2008,66 and older,5th Quintile,Agree,0.24870,206,19197,0.24816,0.24924
2008,66 and older,5th Quintile,Disagree,0.53120,490,19197,0.53058,0.53182
2008,66 and older,5th Quintile,Strongly disagree,0.17863,164,19197,0.17815,0.17910
2013,17-29 y.,1st Quintile,Strongly agree,0.09857,103,25299,0.09817,0.09897
2013,17-29 y.,1st Quintile,Agree,0.29481,368,25299,0.29420,0.29543
2013,17-29 y.,1st Quintile,Disagree,0.44866,496,25299,0.44799,0.44933
2013,17-29 y.,1st Quintile,Strongly disagree,0.15795,131,25299,0.15746,0.15844
2013,17-29 y.,2nd Quintile,Strongly agree,0.06914,44,25299,0.06876,0.06953
2013,17-29 y.,2nd Quintile,Agree,0.30336,221,25299,0.30266,0.30406
2013,17-29 y.,2nd Quintile,Disagree,0.52767,424,25299,0.52691,0.52843
2013,17-29 y.,2nd Quintile,Strongly disagree,0.09983,95,25299,0.09937,0.10029
2013,17-29 y.,3rd Quintile,Agree,0.31475,175,25299,0.31406,0.31544
2013,17-29 y.,3rd Quintile,Disagree,0.53630,371,25299,0.53556,0.53705
2013,17-29 y.,3rd Quintile,Strongly disagree,0.14895,94,25299,0.14842,0.14948
2013,17-29 y.,4th Quintile,Agree,0.23259,127,25299,0.23196,0.23323
2013,17-29 y.,4th Quintile,Disagree,0.66348,367,25299,0.66277,0.66420
2013,17-29 y.,4th Quintile,Strongly disagree,0.10392,62,25299,0.10346,0.10438
2013,17-29 y.,5th Quintile,Agree,0.25284,96,25299,0.25208,0.25360
2013,17-29 y.,5th Quintile,Disagree,0.58921,258,25299,0.58834,0.59007
2013,17-29 y.,5th Quintile,Strongly disagree,0.15796,76,25299,0.15732,0.15859
2013,30-45 y.,1st Quintile,Strongly agree,0.12341,224,25299,0.12296,0.12385
2013,30-45 y.,1st Quintile,Agree,0.38163,671,25299,0.38098,0.38229
2013,30-45 y.,1st Quintile,Disagree,0.41345,735,25299,0.41278,0.41411
2013,30-45 y.,1st Quintile,Strongly disagree,0.08152,130,25299,0.08115,0.08189
2013,30-45 y.,2nd Quintile,Strongly agree,0.09807,135,25299,0.09770,0.09844
2013,30-45 y.,2nd Quintile,Agree,0.33878,552,25299,0.33819,0.33937
2013,30-45 y.,2nd Quintile,Disagree,0.49343,937,25299,0.49281,0.49406
2013,30-45 y.,2nd Quintile,Strongly disagree,0.06972,149,25299,0.06940,0.07004
2013,30-45 y.,3rd Quintile,Strongly agree,0.03913,72,25299,0.03890,0.03935
2013,30-45 y.,3rd Quintile,Agree,0.28267,434,25299,0.28214,0.28321
2013,30-45 y.,3rd Quintile,Disagree,0.57810,890,25299,0.57751,0.57868
2013,30-45 y.,3rd Quintile,Strongly disagree,0.10010,154,25299,0.09975,0.10046
2013,30-45 y.,4th Quintile,Strongly agree,0.03351,52,25299,0.03331,0.03371
2013,30-45 y.,4th Quintile,Agree,0.25179,331,25299,0.25130,0.25227
2013,30-45 y.,4th Quintile,Disagree,0.58778,911,25299,0.58724,0.58833
2013,30-45 y.,4th Quintile,Strongly disagree,0.12692,218,25299,0.12655,0.12729
2013,30-45 y.,5th Quintile,Agree,0.22265,253,25299,0.22220,0.22310
2013,30-45 y.,5th Quintile,Disagree,0.62710,862,25299,0.62658,0.62763
2013,30-45 y.,5th Quintile,Strongly disagree,0.15025,235,25299,0.14986,0.15063
2013,46-65 y.,1st Quintile,Strongly agree,0.13604,203,25299,0.13567,0.13641
2013,46-65 y.,1st Quintile,Agree,0.40401,548,25299,0.40348,0.40454
2013,46-65 y.,1st Quintile,Disagree,0.39913,575,25299,0.39861,0.39966
2013,46-65 y.,1st Quintile,Strongly disagree,0.06081,106,25299,0.06056,0.06107
2013,46-65 y.,2nd Quintile,Strongly agree,0.07845,109,25299,0.07816,0.07875
2013,46-65 y.,2nd Quintile,Agree,0.39214,483,25299,0.39161,0.39268
2013,46-65 y.,2nd Quintile,Disagree,0.44429,640,25299,0.44375,0.44484
2013,46-65 y.,2nd Quintile,Strongly disagree,0.08511,128,25299,0.08481,0.08542
2013,46-65 y.,3rd Quintile,Strongly agree,0.06461,112,25299,0.06437,0.06485
2013,46-65 y.,3rd Quintile,Agree,0.36688,524,25299,0.36642,0.36735
2013,46-65 y.,3rd Quintile,Disagree,0.49048,815,25299,0.49000,0.49097
2013,46-65 y.,3rd Quintile,Strongly disagree,0.07802,166,25299,0.07776,0.07828
2013,46-65 y.,4th Quintile,Strongly agree,0.05434,92,25299,0.05415,0.05454
2013,46-65 y.,4th Quintile,Agree,0.36951,628,25299,0.36910,0.36992
2013,46-65 y.,4th Quintile,Disagree,0.49541,1008,25299,0.49499,0.49584
2013,46-65 y.,4th Quintile,Strongly disagree,0.08073,175,25299,0.08050,0.08097
2013,46-65 y.,5th Quintile,Strongly agree,0.04378,92,25299,0.04362,0.04394
2013,46-65 y.,5th Quintile,Agree,0.24840,629,25299,0.24806,0.24873
2013,46-65 y.,5th Quintile,Disagree,0.58619,1544,25299,0.58581,0.58657
2013,46-65 y.,5th Quintile,Strongly disagree,0.12164,378,25299,0.12139,0.12189
2013,66 and older,1st Quintile,Strongly agree,0.13193,98,25299,0.13155,0.13230
2013,66 and older,1st Quintile,Agree,0.36099,303,25299,0.36045,0.36153
2013,66 and older,1st Quintile,Disagree,0.42188,339,25299,0.42133,0.42243
2013,66 and older,1st Quintile,Strongly disagree,0.08520,77,25299,0.08489,0.08551
2013,66 and older,2nd Quintile,Strongly agree,0.09906,108,25299,0.09877,0.09935
2013,66 and older,2nd Quintile,Agree,0.35593,433,25299,0.35546,0.35639
2013,66 and older,2nd Quintile,Disagree,0.46248,569,25299,0.46200,0.46296
2013,66 and older,2nd Quintile,Strongly disagree,0.08253,101,25299,0.08227,0.08280
2013,66 and older,3rd Quintile,Strongly agree,0.09536,87,25299,0.09505,0.09567
2013,66 and older,3rd Quintile,Agree,0.33563,347,25299,0.33513,0.33613
2013,66 and older,3rd Quintile,Disagree,0.48975,519,25299,0.48922,0.49028
2013,66 and older,3rd Quintile,Strongly disagree,0.07925,88,25299,0.07897,0.07954
2013,66 and older,4th Quintile,Strongly agree,0.07304,59,25299,0.07274,0.07334
2013,66 and older,4th Quintile,Agree,0.31635,274,25299,0.31582,0.31689
2013,66 and older,4th Quintile,Disagree,0.50013,444,25299,0.49956,0.50071
2013,66 and older,4th Quintile,Strongly disagree,0.11047,88,25299,0.11011,0.11083
2013,66 and older,5th Quintile,Agree,0.26002,221,25299,0.25947,0.26057
2013,66 and older,5th Quintile,Disagree,0.54497,546,25299,0.54435,0.54559
2013,66 and older,5th Quintile,Strongly disagree,0.19501,190,25299,0.19452,0.19551
2018,17-29 y.,1st Quintile,Strongly agree,0.09528,322,26848,0.09495,0.09562
2018,17-29 y.,1st Quintile,Agree,0.30993,679,26848,0.30940,0.31046
2018,17-29 y.,1st Quintile,Disagree,0.44157,739,26848,0.44100,0.44213
2018,17-29 y.,1st Quintile,Strongly disagree,0.15322,270,26848,0.15281,0.15363
2018,17-29 y.,2nd Quintile,Strongly agree,0.05434,63,26848,0.05403,0.05465
2018,17-29 y.,2nd Quintile,Agree,0.30683,306,26848,0.30619,0.30746
2018,17-29 y.,2nd Quintile,Disagree,0.51855,489,26848,0.51787,0.51924
2018,17-29 y.,2nd Quintile,Strongly disagree,0.12028,119,26848,0.11984,0.12073
2018,17-29 y.,3rd Quintile,Strongly agree,0.05605,35,26848,0.05573,0.05636
2018,17-29 y.,3rd Quintile,Agree,0.27608,191,26848,0.27547,0.27669
2018,17-29 y.,3rd Quintile,Disagree,0.56378,433,26848,0.56310,0.56446
2018,17-29 y.,3rd Quintile,Strongly disagree,0.10409,106,26848,0.10367,0.10451
2018,17-29 y.,4th Quintile,Agree,0.33595,155,26848,0.33528,0.33663
2018,17-29 y.,4th Quintile,Disagree,0.54903,360,26848,0.54831,0.54974
2018,17-29 y.,4th Quintile,Strongly disagree,0.11502,89,26848,0.11456,0.11548
2018,17-29 y.,5th Quintile,Agree,0.22601,85,26848,0.22528,0.22673
2018,17-29 y.,5th Quintile,Disagree,0.62559,286,26848,0.62475,0.62643
2018,17-29 y.,5th Quintile,Strongly disagree,0.14840,93,26848,0.14778,0.14902
2018,30-45 y.,1st Quintile,Strongly agree,0.14460,456,26848,0.14419,0.14501
2018,30-45 y.,1st Quintile,Agree,0.33190,960,26848,0.33135,0.33244
2018,30-45 y.,1st Quintile,Disagree,0.42115,800,26848,0.42058,0.42172
2018,30-45 y.,1st Quintile,Strongly disagree,0.10235,280,26848,0.10200,0.10271
2018,30-45 y.,2nd Quintile,Strongly agree,0.06596,129,26848,0.06568,0.06624
2018,30-45 y.,2nd Quintile,Agree,0.34294,528,26848,0.34239,0.34348
2018,30-45 y.,2nd Quintile,Disagree,0.48278,758,26848,0.48221,0.48335
2018,30-45 y.,2nd Quintile,Strongly disagree,0.10833,171,26848,0.10797,0.10868
2018,30-45 y.,3rd Quintile,Strongly agree,0.05051,78,26848,0.05027,0.05076
2018,30-45 y.,3rd Quintile,Agree,0.26630,363,26848,0.26581,0.26679
2018,30-45 y.,3rd Quintile,Disagree,0.55191,706,26848,0.55135,0.55246
2018,30-45 y.,3rd Quintile,Strongly disagree,0.13128,188,26848,0.13091,0.13166
2018,30-45 y.,4th Quintile,Agree,0.22960,261,26848,0.22916,0.23005
2018,30-45 y.,4th Quintile,Disagree,0.60876,732,26848,0.60824,0.60927
2018,30-45 y.,4th Quintile,Strongly disagree,0.16164,185,26848,0.16125,0.16203
2018,30-45 y.,5th Quintile,Strongly agree,0.03840,32,26848,0.03819,0.03861
2018,30-45 y.,5th Quintile,Agree,0.22010,198,26848,0.21965,0.22054
2018,30-45 y.,5th Quintile,Disagree,0.56859,650,26848,0.56805,0.56912
2018,30-45 y.,5th Quintile,Strongly disagree,0.17292,192,26848,0.17251,0.17332
2018,46-65 y.,1st Quintile,Strongly agree,0.13690,295,26848,0.13654,0.13727
2018,46-65 y.,1st Quintile,Agree,0.36506,636,26848,0.36455,0.36557
2018,46-65 y.,1st Quintile,Disagree,0.42162,707,26848,0.42110,0.42214
2018,46-65 y.,1st Quintile,Strongly disagree,0.07642,157,26848,0.07613,0.07670
2018,46-65 y.,2nd Quintile,Strongly agree,0.07968,144,26848,0.07940,0.07996
2018,46-65 y.,2nd Quintile,Agree,0.33410,540,26848,0.33362,0.33458
2018,46-65 y.,2nd Quintile,Disagree,0.49864,832,26848,0.49813,0.49916
2018,46-65 y.,2nd Quintile,Strongly disagree,0.08758,149,26848,0.08729,0.08787
2018,46-65 y.,3rd Quintile,Strongly agree,0.05478,71,26848,0.05456,0.05499
2018,46-65 y.,3rd Quintile,Agree,0.34861,542,26848,0.34816,0.34905
2018,46-65 y.,3rd Quintile,Disagree,0.49839,874,26848,0.49793,0.49886
2018,46-65 y.,3rd Quintile,Strongly disagree,0.09822,196,26848,0.09794,0.09850
2018,46-65 y.,4th Quintile,Strongly agree,0.04743,74,26848,0.04725,0.04761
2018,46-65 y.,4th Quintile,Agree,0.28496,513,26848,0.28458,0.28534
2018,46-65 y.,4th Quintile,Disagree,0.54575,1114,26848,0.54533,0.54617
2018,46-65 y.,4th Quintile,Strongly disagree,0.12185,256,26848,0.12158,0.12213
2018,46-65 y.,5th Quintile,Strongly agree,0.03854,61,26848,0.03839,0.03868
2018,46-65 y.,5th Quintile,Agree,0.24542,555,26848,0.24510,0.24574
2018,46-65 y.,5th Quintile,Disagree,0.55911,1472,26848,0.55874,0.55948
2018,46-65 y.,5th Quintile,Strongly disagree,0.15693,478,26848,0.15666,0.15720
2018,66 and older,1st Quintile,Strongly agree,0.10897,74,26848,0.10860,0.10934
2018,66 and older,1st Quintile,Agree,0.33256,239,26848,0.33200,0.33312
2018,66 and older,1st Quintile,Disagree,0.46032,319,26848,0.45973,0.46091
2018,66 and older,1st Quintile,Strongly disagree,0.09815,66,26848,0.09779,0.09850
2018,66 and older,2nd Quintile,Strongly agree,0.07900,83,26848,0.07874,0.07926
2018,66 and older,2nd Quintile,Agree,0.34797,411,26848,0.34751,0.34843
2018,66 and older,2nd Quintile,Disagree,0.48716,590,26848,0.48668,0.48764
2018,66 and older,2nd Quintile,Strongly disagree,0.08588,98,26848,0.08561,0.08615
2018,66 and older,3rd Quintile,Strongly agree,0.06445,52,26848,0.06420,0.06469
2018,66 and older,3rd Quintile,Agree,0.29628,309,26848,0.29583,0.29674
2018,66 and older,3rd Quintile,Disagree,0.49881,541,26848,0.49831,0.49931
2018,66 and older,3rd Quintile,Strongly disagree,0.14046,122,26848,0.14012,0.14081
2018,66 and older,4th Quintile,Strongly agree,0.04067,32,26848,0.04044,0.04089
2018,66 and older,4th Quintile,Agree,0.25938,229,26848,0.25889,0.25988
2018,66 and older,4th Quintile,Disagree,0.58202,481,26848,0.58147,0.58257
2018,66 and older,4th Quintile,Strongly disagree,0.11793,107,26848,0.11757,0.11829
2018,66 and older,5th Quintile,Agree,0.24493,214,26848,0.24442,0.24545
2018,66 and older,5th Quintile,Disagree,0.57790,554,26848,0.57731,0.57849
2018,66 and older,5th Quintile,Strongly disagree,0.17717,174,26848,0.17671,0.17762
