year,migback,regtyp,plh0193,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2018,No migration background,Rural regions,Strongly agree,0.016266104664001458,434,28555,0.016236080254380263,0.016296129073622653
2018,No migration background,Rural regions,Agree,0.0845489015519311,2248,28555,0.08448286788157541,0.08461493522228677
2018,No migration background,Rural regions,Disagree,0.1447804579938513,4038,28555,0.14469693853753168,0.14486397745017093
2018,No migration background,Rural regions,Strongly disagree,0.027456331878217548,759,28555,0.027417546351765902,0.027495117404669193
2018,Direct migration background,Urban regions,Strongly agree,0.013059423355520742,882,28555,0.013032476916554956,0.013086369794486527
2018,Direct migration background,Urban regions,Agree,0.03768657826383224,1903,28555,0.037641377528206156,0.03773177899945832
2018,Direct migration background,Urban regions,Disagree,0.056978860860271374,2052,28555,0.05692384201480416,0.05703387970573859
2018,Direct migration background,Urban regions,Strongly disagree,0.01710829532367379,775,28555,0.017077516637210365,0.017139074010137218
2018,Direct migration background,Rural regions,Strongly agree,0.003431010092326017,300,28555,0.003417131080052235,0.003444889104599799
2018,Direct migration background,Rural regions,Agree,0.011156994471770045,699,28555,0.011132063961971021,0.011181924981569068
2018,Direct migration background,Rural regions,Disagree,0.014250915191614663,778,28555,0.014222783331674545,0.01427904705155478
2018,Direct migration background,Rural regions,Strongly disagree,0.0029229353739305963,222,28555,0.0029101218717447553,0.0029357488761164374
2018,Indirect migration background,Urban regions,Strongly agree,0.0038063629607289987,111,28555,0.003791747219053286,0.0038209787024047113
2018,Indirect migration background,Urban regions,Agree,0.015643732781108793,405,28555,0.01561427905613162,0.015673186506085963
2018,Indirect migration background,Urban regions,Disagree,0.02380509635470616,652,28555,0.023768913975797022,0.0238412787336153
2018,Indirect migration background,Urban regions,Strongly disagree,0.005787630885857777,149,28555,0.005769626269525396,0.005805635502190158
2018,Indirect migration background,Rural regions,Agree,0.0025876068018275897,98,28555,0.002575548659670267,0.002599664943984912
2018,Indirect migration background,Rural regions,Disagree,0.004351421086222567,143,28555,0.004335798156737932,0.004367044015707202
