year,quintil_oecd,region_secnat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,4th Quintile,Southern Europe,0.00337,33,104,-0.00783,0.01457
2018,4th Quintile,Eastern Europe,0.00766,71,104,-0.00918,0.02450
2018,5th Quintile,Southern Europe,0.00426,37,82,-0.00993,0.01845
2018,5th Quintile,Eastern Europe,0.00551,45,82,-0.01061,0.02163
2019,1st Quintile,Western Asia,0.00299,37,133,-0.00632,0.01230
2019,1st Quintile,Eastern Europe,0.00688,96,133,-0.00722,0.02097
2019,2nd Quintile,Eastern Europe,0.01083,128,128,-0.00717,0.02883
2019,3rd Quintile,Southern Europe,0.00440,41,109,-0.00808,0.01688
2019,3rd Quintile,Eastern Europe,0.00867,68,109,-0.00881,0.02615
2019,4th Quintile,Eastern Europe,0.00554,52,52,-0.01483,0.02591
2019,5th Quintile,Southern Europe,0.00612,47,108,-0.00866,0.02091
2019,5th Quintile,Eastern Europe,0.00742,61,108,-0.00884,0.02368
2020,1st Quintile,Southern Europe,0.00105,35,192,-0.00354,0.00565
2020,1st Quintile,Western Asia,0.00208,51,192,-0.00438,0.00854
2020,1st Quintile,Eastern Europe,0.00288,106,192,-0.00472,0.01047
2020,2nd Quintile,Eastern Europe,0.00312,109,109,-0.00740,0.01364
2020,3rd Quintile,Southern Europe,0.00262,39,121,-0.00652,0.01176
2020,3rd Quintile,Eastern Europe,0.00406,82,121,-0.00732,0.01543
2020,4th Quintile,Southern Europe,0.00246,31,98,-0.00740,0.01232
2020,4th Quintile,Eastern Europe,0.00312,67,98,-0.00798,0.01423
2020,5th Quintile,Southern Europe,0.00267,53,113,-0.00689,0.01222
2020,5th Quintile,Eastern Europe,0.00276,60,113,-0.00696,0.01248
2021,1st Quintile,Western Asia,0.00297,31,99,-0.00780,0.01375
2021,1st Quintile,Eastern Europe,0.00372,68,99,-0.00833,0.01578
2021,2nd Quintile,Eastern Europe,0.00583,93,93,-0.00973,0.02140
2021,3rd Quintile,Eastern Europe,0.00359,45,45,-0.01408,0.02126
2021,4th Quintile,Eastern Europe,0.00404,47,47,-0.01430,0.02238
2021,5th Quintile,Southern Europe,0.00413,38,84,-0.00966,0.01792
2021,5th Quintile,Eastern Europe,0.00350,46,84,-0.00921,0.01621
