"beruf","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte","1985","Westdeutschland, alte Bundeslaender","maennlich","370","0.0790721651794571","0.0719065388522354","0.0862377915066788"
"Beamte","1985","Westdeutschland, alte Bundeslaender","weiblich","97","0.0180729202787178","0.0145903885376761","0.0215554520197595"
"Beamte","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Westdeutschland, alte Bundeslaender","maennlich","1120","0.134745690234018","0.125514669211288","0.143976711256749"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Westdeutschland, alte Bundeslaender","weiblich","1170","0.163520685050652","0.153630736304461","0.173410633796844"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Westdeutschland, alte Bundeslaender","maennlich","1749","0.342120452703439","0.329294692254008","0.354946213152871"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Westdeutschland, alte Bundeslaender","weiblich","781","0.151976840386457","0.142376809038902","0.161576871734012"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Selbstständige/ManagerInnen","1986","Westdeutschland, alte Bundeslaender","maennlich","391","0.080826708241099","0.0734579118417674","0.0881955046404307"
"Selbstständige/ManagerInnen","1986","Westdeutschland, alte Bundeslaender","weiblich","201","0.0370024580264947","0.0319545903064149","0.0420503257465744"
"Selbstständige/ManagerInnen","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Selbstständige/ManagerInnen","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Ausbildung","1986","Westdeutschland, alte Bundeslaender","maennlich","630","0.112635930781619","0.104089007442718","0.121182854120521"
"In Ausbildung","1986","Westdeutschland, alte Bundeslaender","weiblich","472","0.0754356344699578","0.0683734844626935","0.0824977844772221"
"In Ausbildung","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Ausbildung","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Rente oder Pension","1986","Westdeutschland, alte Bundeslaender","maennlich","660","0.192458634261583","0.181800737685497","0.203116530837669"
"In Rente oder Pension","1986","Westdeutschland, alte Bundeslaender","weiblich","869","0.272663589949952","0.260754972958783","0.284572206941121"
"In Rente oder Pension","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Rente oder Pension","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeitslose","1986","Westdeutschland, alte Bundeslaender","maennlich","230","0.038239197316766","0.033054679957314","0.0434237146762181"
"Arbeitslose","1986","Westdeutschland, alte Bundeslaender","weiblich","231","0.0347657985801648","0.0298671921880214","0.0396644049723082"
"Arbeitslose","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeitslose","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1986","Westdeutschland, alte Bundeslaender","maennlich","121","0.0212431836145639","0.0173449522266361","0.0251414150024916"
"Sonstige Nichterwerbspersonen","1986","Westdeutschland, alte Bundeslaender","weiblich","1556","0.246829351803305","0.235299461277258","0.258359242329352"
"Sonstige Nichterwerbspersonen","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte","1986","Westdeutschland, alte Bundeslaender","maennlich","355","0.0777302028469116","0.0704917740532952","0.0849686316405279"
"Beamte","1986","Westdeutschland, alte Bundeslaender","weiblich","92","0.0178056417330165","0.0142692723494063","0.0213420111166268"
"Beamte","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","Westdeutschland, alte Bundeslaender","maennlich","1101","0.139251791837661","0.129841894637054","0.148661689038269"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","Westdeutschland, alte Bundeslaender","weiblich","1197","0.174257542150949","0.164039346301611","0.184475738000288"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","Westdeutschland, alte Bundeslaender","maennlich","1755","0.352917193147717","0.339928580723772","0.365905805571661"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","Westdeutschland, alte Bundeslaender","weiblich","752","0.150536556117502","0.140903824558979","0.160169287676025"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Selbstständige/ManagerInnen","1987","Westdeutschland, alte Bundeslaender","maennlich","370","0.0779370089125088","0.0706508509591036","0.085223166865914"
"Selbstständige/ManagerInnen","1987","Westdeutschland, alte Bundeslaender","weiblich","208","0.038619545214205","0.0334290673363062","0.0438100230921038"
"Selbstständige/ManagerInnen","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Selbstständige/ManagerInnen","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Ausbildung","1987","Westdeutschland, alte Bundeslaender","maennlich","611","0.098211072302986","0.0901223654732617","0.10629977913271"
"In Ausbildung","1987","Westdeutschland, alte Bundeslaender","weiblich","481","0.0731995530489952","0.0661833289100985","0.0802157771878919"
"In Ausbildung","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Ausbildung","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Rente oder Pension","1987","Westdeutschland, alte Bundeslaender","maennlich","642","0.190776698618141","0.180097386647422","0.201456010588859"
"In Rente oder Pension","1987","Westdeutschland, alte Bundeslaender","weiblich","860","0.270738841144284","0.258769425537569","0.282708256751"
"In Rente oder Pension","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Rente oder Pension","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeitslose","1987","Westdeutschland, alte Bundeslaender","maennlich","250","0.0402996167965238","0.0349544075431362","0.0456448260499113"
"Arbeitslose","1987","Westdeutschland, alte Bundeslaender","weiblich","224","0.0337910321193413","0.0289236842861831","0.0386583799524995"
"Arbeitslose","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeitslose","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1987","Westdeutschland, alte Bundeslaender","maennlich","119","0.0222352855492403","0.0182276801322957","0.0262428909661848"
"Sonstige Nichterwerbspersonen","1987","Westdeutschland, alte Bundeslaender","weiblich","1480","0.24035247426205","0.228842178451829","0.251862770072272"
"Sonstige Nichterwerbspersonen","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte","1987","Westdeutschland, alte Bundeslaender","maennlich","352","0.0783713328352228","0.0710666220932415","0.0856760435772042"
"Beamte","1987","Westdeutschland, alte Bundeslaender","weiblich","92","0.0185044559426723","0.014874189935674","0.0221347219496706"
"Beamte","1987","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1987","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","Westdeutschland, alte Bundeslaender","maennlich","996","0.128755875134046","0.119422674656217","0.138089075611876"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","Westdeutschland, alte Bundeslaender","weiblich","1111","0.165245405522455","0.155010053492792","0.175480757552118"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","Westdeutschland, alte Bundeslaender","maennlich","1711","0.361356244200038","0.347969521944766","0.374742966455309"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","Westdeutschland, alte Bundeslaender","weiblich","763","0.163880398278136","0.153679077915092","0.17408171864118"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Selbstständige/ManagerInnen","1988","Westdeutschland, alte Bundeslaender","maennlich","352","0.0775849325770477","0.0701302522690212","0.0850396128850742"
"Selbstständige/ManagerInnen","1988","Westdeutschland, alte Bundeslaender","weiblich","196","0.0386502600111368","0.0333380456076113","0.0439624744146623"
"Selbstständige/ManagerInnen","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Selbstständige/ManagerInnen","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Ausbildung","1988","Westdeutschland, alte Bundeslaender","maennlich","553","0.0981918803495189","0.0898996378373702","0.106484122861667"
"In Ausbildung","1988","Westdeutschland, alte Bundeslaender","weiblich","445","0.0702169966979507","0.0631754087976349","0.0772585845982665"
"In Ausbildung","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Ausbildung","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Rente oder Pension","1988","Westdeutschland, alte Bundeslaender","maennlich","637","0.192461794973421","0.181476013880071","0.203447576066772"
"In Rente oder Pension","1988","Westdeutschland, alte Bundeslaender","weiblich","834","0.275311347114862","0.263001675572383","0.287621018657341"
"In Rente oder Pension","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Rente oder Pension","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeitslose","1988","Westdeutschland, alte Bundeslaender","maennlich","246","0.0417677161645188","0.0361928698474006","0.047342562481637"
"Arbeitslose","1988","Westdeutschland, alte Bundeslaender","weiblich","211","0.0349618416809073","0.0298997725433392","0.0400239108184754"
"Arbeitslose","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeitslose","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1988","Westdeutschland, alte Bundeslaender","maennlich","129","0.0236647643419476","0.0194290397983933","0.0279004888855019"
"Sonstige Nichterwerbspersonen","1988","Westdeutschland, alte Bundeslaender","weiblich","1411","0.232089795639219","0.220455451097115","0.243724140181322"
"Sonstige Nichterwerbspersonen","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte","1988","Westdeutschland, alte Bundeslaender","maennlich","323","0.0762167922594616","0.0688226551248118","0.0836109293941113"
"Beamte","1988","Westdeutschland, alte Bundeslaender","weiblich","87","0.0196439550553343","0.0158195396409516","0.023468370469717"
"Beamte","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1989","Westdeutschland, alte Bundeslaender","maennlich","1064","0.144248672186281","0.134279178890385","0.154218165482177"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1989","Westdeutschland, alte Bundeslaender","weiblich","1117","0.167304762664404","0.156874220760017","0.177735304568791"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1989","Westdeutschland, alte Bundeslaender","maennlich","1605","0.354081312890251","0.340511189055506","0.367651436724995"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1989","Westdeutschland, alte Bundeslaender","weiblich","783","0.174791255980108","0.164177931505595","0.185404580454622"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Selbstständige/ManagerInnen","1989","Westdeutschland, alte Bundeslaender","maennlich","338","0.0768682474690056","0.0693095194742403","0.084426975463771"
"Selbstständige/ManagerInnen","1989","Westdeutschland, alte Bundeslaender","weiblich","185","0.03578359394424","0.0305927387169426","0.0409744491715375"
"Selbstständige/ManagerInnen","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Selbstständige/ManagerInnen","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Ausbildung","1989","Westdeutschland, alte Bundeslaender","maennlich","524","0.103275000252827","0.0946398355818616","0.111910164923792"
"In Ausbildung","1989","Westdeutschland, alte Bundeslaender","weiblich","407","0.0665502906723294","0.0595851463376929","0.0735154350069658"
"In Ausbildung","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Ausbildung","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"In Rente oder Pension","1989","Westdeutschland, alte Bundeslaender","maennlich","614","0.191327019279142","0.180165636514873","0.202488402043411"
"In Rente oder Pension","1989","Westdeutschland, alte Bundeslaender","weiblich","842","0.281226683863799","0.268662510635065","0.293790857092533"
"In Rente oder Pension","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"In Rente oder Pension","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeitslose","1989","Westdeutschland, alte Bundeslaender","maennlich","172","0.0307319828687344","0.0258346388193852","0.0356293269180835"
"Arbeitslose","1989","Westdeutschland, alte Bundeslaender","weiblich","153","0.0271844775491571","0.022639984735497","0.0317289703628171"
"Arbeitslose","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeitslose","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1989","Westdeutschland, alte Bundeslaender","maennlich","153","0.026338634926073","0.0217945757039764","0.0308826941481696"
"Sonstige Nichterwerbspersonen","1989","Westdeutschland, alte Bundeslaender","weiblich","1349","0.227418345082487","0.215704630899779","0.239132059265196"
"Sonstige Nichterwerbspersonen","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte","1989","Westdeutschland, alte Bundeslaender","maennlich","301","0.0731291301276864","0.0657416180640931","0.0805166421912796"
"Beamte","1989","Westdeutschland, alte Bundeslaender","weiblich","83","0.0197405902434754","0.0158531810567757","0.0236279994301751"
"Beamte","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","Westdeutschland, alte Bundeslaender","maennlich","941","0.130884288647487","0.1212265410212","0.140542036273775"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","Westdeutschland, alte Bundeslaender","weiblich","1088","0.171354794496328","0.160706921712111","0.182002667280545"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","Ostdeutschland, neue Bundeslaender","maennlich","270","0.127940672080069","0.113644288053201","0.142237056106936"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","Ostdeutschland, neue Bundeslaender","weiblich","425","0.164845168963113","0.149779384798594","0.179910953127633"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","Westdeutschland, alte Bundeslaender","maennlich","1659","0.368578923486987","0.354764967142351","0.382392879831624"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","Westdeutschland, alte Bundeslaender","weiblich","817","0.184095757799151","0.17314430089045","0.195047214707852"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","Ostdeutschland, neue Bundeslaender","maennlich","1321","0.593470088913486","0.572447095902662","0.61449308192431"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","Ostdeutschland, neue Bundeslaender","weiblich","1075","0.408172634623677","0.388215894861726","0.428129374385627"
"Selbstständige/ManagerInnen","1990","Westdeutschland, alte Bundeslaender","maennlich","340","0.0806010586682614","0.0728060668056593","0.0883960505308635"
"Selbstständige/ManagerInnen","1990","Westdeutschland, alte Bundeslaender","weiblich","172","0.0340327850151261","0.0289093603932389","0.0391562096370132"
"Selbstständige/ManagerInnen","1990","Ostdeutschland, neue Bundeslaender","maennlich","121","0.0565453218675362","0.0466596148036177","0.0664310289314548"
"Selbstständige/ManagerInnen","1990","Ostdeutschland, neue Bundeslaender","weiblich","63","0.0248197112599301","0.0185027101953169","0.0311367123245433"
"In Ausbildung","1990","Westdeutschland, alte Bundeslaender","maennlich","496","0.0996278560433027","0.0910516597873138","0.108204052299292"
"In Ausbildung","1990","Westdeutschland, alte Bundeslaender","weiblich","380","0.0650311903123763","0.0580634841789628","0.0719988964457899"
"In Ausbildung","1990","Ostdeutschland, neue Bundeslaender","maennlich","139","0.0621480615222327","0.0518149811006253","0.0724811419438402"
"In Ausbildung","1990","Ostdeutschland, neue Bundeslaender","weiblich","132","0.0464810055326922","0.0379328471119799","0.0550291639534046"
"In Rente oder Pension","1990","Westdeutschland, alte Bundeslaender","maennlich","640","0.187822724425783","0.176638837222484","0.199006611629083"
"In Rente oder Pension","1990","Westdeutschland, alte Bundeslaender","weiblich","859","0.277923870676737","0.265265295315893","0.290582446037581"
"In Rente oder Pension","1990","Ostdeutschland, neue Bundeslaender","maennlich","198","0.135127163845772","0.12049541172447","0.149758915967073"
"In Rente oder Pension","1990","Ostdeutschland, neue Bundeslaender","weiblich","453","0.28345499546719","0.265155718753371","0.301754272181009"
"Arbeitslose","1990","Westdeutschland, alte Bundeslaender","maennlich","174","0.0313728152218492","0.0263811164920322","0.0363645139516662"
"Arbeitslose","1990","Westdeutschland, alte Bundeslaender","weiblich","144","0.0247748337751609","0.0203825717835969","0.0291670957667249"
"Arbeitslose","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeitslose","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1990","Westdeutschland, alte Bundeslaender","maennlich","146","0.0272191368500144","0.0225596512147842","0.0318786224852445"
"Sonstige Nichterwerbspersonen","1990","Westdeutschland, alte Bundeslaender","weiblich","1263","0.220435666479037","0.208721879403477","0.232149453554597"
"Sonstige Nichterwerbspersonen","1990","Ostdeutschland, neue Bundeslaender","maennlich","48","0.024768691770905","0.0181166613338473","0.0314207222079626"
"Sonstige Nichterwerbspersonen","1990","Ostdeutschland, neue Bundeslaender","weiblich","182","0.0722264841533976","0.0617155974855281","0.0827373708212672"
"Beamte","1990","Westdeutschland, alte Bundeslaender","maennlich","289","0.0738931966563145","0.0664024336315303","0.0813839596810988"
"Beamte","1990","Westdeutschland, alte Bundeslaender","weiblich","88","0.0223511014460836","0.0181740354685046","0.0265281674236627"
"Beamte","1990","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1990","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","Westdeutschland, alte Bundeslaender","maennlich","997","0.146852797595782","0.136701004718894","0.15700459047267"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","Westdeutschland, alte Bundeslaender","weiblich","1156","0.181306804214182","0.170418927495995","0.192194680932369"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","Ostdeutschland, neue Bundeslaender","maennlich","266","0.12632737020802","0.111694194453058","0.140960545962983"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","Ostdeutschland, neue Bundeslaender","weiblich","451","0.180206109338418","0.164067854473884","0.196344364202952"
