"beruf","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","direkter Migrationshintergrund","maennlich","482","0.334478975471387","0.311140979159052","0.357816971783721"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","direkter Migrationshintergrund","weiblich","93","0.112604595055686","0.0958840871031047","0.129325103008267"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1985","kein Migrationshintergrund","maennlich","339","0.0857515613866252","0.0768631371082878","0.0946399856649627"
"Selbstständige/ManagerInnen","1985","kein Migrationshintergrund","weiblich","169","0.0371247220209355","0.0313869324146886","0.0428625116271823"
"Selbstständige/ManagerInnen","1985","direkter Migrationshintergrund","maennlich","61","0.0463499272043135","0.0359503109018932","0.0567495435067338"
"Selbstständige/ManagerInnen","1985","direkter Migrationshintergrund","weiblich","36","0.0244749768051001","0.0163017570916577","0.0326481965185425"
"Selbstständige/ManagerInnen","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1985","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1985","kein Migrationshintergrund","maennlich","471","0.115581400716457","0.105431902880739","0.125730898552174"
"In Ausbildung","1985","kein Migrationshintergrund","weiblich","367","0.0817300713891205","0.0734161844084394","0.0900439583698015"
"In Ausbildung","1985","direkter Migrationshintergrund","maennlich","124","0.0818249258826193","0.0682666700483075","0.0953831817169312"
"In Ausbildung","1985","direkter Migrationshintergrund","weiblich","72","0.0505916030594196","0.038999063755143","0.0621841423636961"
"In Ausbildung","1985","indirekter Migrationshintergrund","maennlich","36","0.276696251814113","0.168767260277388","0.384625243350839"
"In Ausbildung","1985","indirekter Migrationshintergrund","weiblich","30","0.214304904743444","0.12265209047722","0.305957719009667"
"In Rente oder Pension","1985","kein Migrationshintergrund","maennlich","602","0.196464321853528","0.183851389276442","0.209077254430614"
"In Rente oder Pension","1985","kein Migrationshintergrund","weiblich","874","0.284861753387675","0.271164292457834","0.298559214317515"
"In Rente oder Pension","1985","direkter Migrationshintergrund","maennlich","62","0.109316920241482","0.0938820294913926","0.124751810991572"
"In Rente oder Pension","1985","direkter Migrationshintergrund","weiblich","59","0.123224227835455","0.105838008852446","0.140610446818463"
"In Rente oder Pension","1985","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1985","kein Migrationshintergrund","maennlich","162","0.0440983956219846","0.0375807666326915","0.0506160246112776"
"Arbeitslose","1985","kein Migrationshintergrund","weiblich","136","0.0302436077958785","0.0250463277299513","0.0354408878618056"
"Arbeitslose","1985","direkter Migrationshintergrund","maennlich","119","0.0744498685192334","0.061465219773864","0.0874345172646028"
"Arbeitslose","1985","direkter Migrationshintergrund","weiblich","85","0.0552563271034188","0.0431709327740881","0.0673417214327496"
"Arbeitslose","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1985","kein Migrationshintergrund","maennlich","65","0.0162208749617863","0.012210752967068","0.0202309969565047"
"Sonstige Nichterwerbspersonen","1985","kein Migrationshintergrund","weiblich","1137","0.242301154317379","0.229297840299969","0.255304468334788"
"Sonstige Nichterwerbspersonen","1985","direkter Migrationshintergrund","maennlich","35","0.0150805645468634","0.0090520901821984","0.0211090389115283"
"Sonstige Nichterwerbspersonen","1985","direkter Migrationshintergrund","weiblich","510","0.333672697132292","0.308731519078768","0.358613875185817"
"Sonstige Nichterwerbspersonen","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Beamte","1985","kein Migrationshintergrund","maennlich","352","0.0856586409021543","0.0767745822468415","0.0945426995574671"
"Beamte","1985","kein Migrationshintergrund","weiblich","94","0.0196685955918312","0.0154545315715243","0.0238826596121381"
"Beamte","1985","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1985","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","kein Migrationshintergrund","maennlich","417","0.109657264277349","0.0995149498047748","0.119799578749922"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","kein Migrationshintergrund","weiblich","670","0.151087620389465","0.139952881591734","0.162222359187197"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","direkter Migrationshintergrund","maennlich","693","0.338181670033196","0.314538029320834","0.361825310745557"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","direkter Migrationshintergrund","weiblich","482","0.286845890803363","0.262409550909591","0.311282230697135"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","kein Migrationshintergrund","maennlich","1313","0.348428752051077","0.332962762675724","0.363894741426431"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","kein Migrationshintergrund","weiblich","691","0.156855026533156","0.145548361984131","0.168161691082182"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","direkter Migrationshintergrund","maennlich","423","0.294544758035962","0.271763363531923","0.317326152540002"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","direkter Migrationshintergrund","weiblich","82","0.102557824554705","0.0861667364717001","0.118948912637709"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1986","kein Migrationshintergrund","maennlich","325","0.0845593498509686","0.0755283533683824","0.0935903463335548"
"Selbstständige/ManagerInnen","1986","kein Migrationshintergrund","weiblich","160","0.0364541047768186","0.0306271240558767","0.0422810854977604"
"Selbstständige/ManagerInnen","1986","direkter Migrationshintergrund","maennlich","63","0.053375762669471","0.042141856812865","0.064609668526077"
"Selbstständige/ManagerInnen","1986","direkter Migrationshintergrund","weiblich","38","0.0371313793069136","0.0269155364417946","0.0473472221720325"
"Selbstständige/ManagerInnen","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1986","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1986","kein Migrationshintergrund","maennlich","466","0.115683892114871","0.105301917260943","0.126065866968799"
"In Ausbildung","1986","kein Migrationshintergrund","weiblich","356","0.0773755914542819","0.0690685071010078","0.085682675807556"
"In Ausbildung","1986","direkter Migrationshintergrund","maennlich","125","0.0800531438977227","0.0664906208473798","0.0936156669480655"
"In Ausbildung","1986","direkter Migrationshintergrund","weiblich","83","0.0460456783163672","0.0347222385606808","0.0573691180720535"
"In Ausbildung","1986","indirekter Migrationshintergrund","maennlich","39","0.283837040663872","0.17969590594355","0.387978175384195"
"In Ausbildung","1986","indirekter Migrationshintergrund","weiblich","33","0.216823953791183","0.127632243345997","0.30601566423637"
"In Rente oder Pension","1986","kein Migrationshintergrund","maennlich","586","0.201525653956938","0.188504921596903","0.214546386316974"
"In Rente oder Pension","1986","kein Migrationshintergrund","weiblich","801","0.286350394874117","0.27229556582096","0.300405223927274"
"In Rente oder Pension","1986","direkter Migrationshintergrund","maennlich","72","0.121841418826908","0.10549382375021","0.138189013903606"
"In Rente oder Pension","1986","direkter Migrationshintergrund","weiblich","65","0.143941440666047","0.124975918433166","0.162906962898928"
"In Rente oder Pension","1986","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1986","kein Migrationshintergrund","maennlich","121","0.0340310091096127","0.0281458424623342","0.0399161757568913"
"Arbeitslose","1986","kein Migrationshintergrund","weiblich","145","0.0336808180162064","0.0280718136853432","0.0392898223470696"
"Arbeitslose","1986","direkter Migrationshintergrund","maennlich","107","0.0712255581920157","0.0583714194859199","0.0840796968981115"
"Arbeitslose","1986","direkter Migrationshintergrund","weiblich","84","0.0475143881175119","0.0360206332946552","0.0590081429403685"
"Arbeitslose","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1986","kein Migrationshintergrund","maennlich","82","0.0217179705487417","0.0169866604144441","0.0264492806830392"
"Sonstige Nichterwerbspersonen","1986","kein Migrationshintergrund","weiblich","1065","0.238818222197989","0.225562234826685","0.252074209569294"
"Sonstige Nichterwerbspersonen","1986","direkter Migrationshintergrund","maennlich","38","0.0181812149140764","0.0115039740566968","0.0248584557714561"
"Sonstige Nichterwerbspersonen","1986","direkter Migrationshintergrund","weiblich","476","0.332443326944054","0.306991261742769","0.357895392145338"
"Sonstige Nichterwerbspersonen","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Beamte","1986","kein Migrationshintergrund","maennlich","336","0.0843961080904419","0.0753730285928787","0.0934191875880051"
"Beamte","1986","kein Migrationshintergrund","weiblich","86","0.019378221757965","0.0150923232016052","0.0236641203143248"
"Beamte","1986","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1986","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","kein Migrationshintergrund","maennlich","408","0.111255583866957","0.100979509860984","0.121531657872931"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","kein Migrationshintergrund","weiblich","688","0.161397870739139","0.149826327657363","0.172969413820914"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","direkter Migrationshintergrund","maennlich","680","0.35372722820708","0.329690880821409","0.377763575592751"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","direkter Migrationshintergrund","weiblich","489","0.299019277583629","0.274293051560518","0.32374550360674"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","indirekter Migrationshintergrund","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","kein Migrationshintergrund","maennlich","1339","0.362466959065898","0.346757420345658","0.378176497786138"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","kein Migrationshintergrund","weiblich","666","0.157350076580305","0.14589701837398","0.16880313478663"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","direkter Migrationshintergrund","maennlich","403","0.286103037165217","0.263383195613387","0.308822878717047"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","direkter Migrationshintergrund","weiblich","78","0.0878468226109424","0.0725587717069568","0.103134873514928"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","indirekter Migrationshintergrund","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","indirekter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1987","kein Migrationshintergrund","maennlich","300","0.0805797951793239","0.0716847537867858","0.0894748365718621"
"Selbstständige/ManagerInnen","1987","kein Migrationshintergrund","weiblich","166","0.0382001458316195","0.0321712294612927","0.0442290622019464"
"Selbstständige/ManagerInnen","1987","direkter Migrationshintergrund","maennlich","67","0.058151003262108","0.0463859054338356","0.0699161010903804"
"Selbstständige/ManagerInnen","1987","direkter Migrationshintergrund","weiblich","38","0.0363042989499545","0.0262023727425605","0.0464062251573485"
"Selbstständige/ManagerInnen","1987","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1987","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1987","kein Migrationshintergrund","maennlich","444","0.100095532507698","0.0902874655233085","0.109903599492087"
"In Ausbildung","1987","kein Migrationshintergrund","weiblich","354","0.0744120320432997","0.0661574549460631","0.0826666091405363"
"In Ausbildung","1987","direkter Migrationshintergrund","maennlich","124","0.0770687000798286","0.0636611322951437","0.0904762678645135"
"In Ausbildung","1987","direkter Migrationshintergrund","weiblich","94","0.0540858266271622","0.041870001534388","0.0663016517199365"
"In Ausbildung","1987","indirekter Migrationshintergrund","maennlich","43","0.233974155415106","0.142895900644082","0.325052410186129"
"In Ausbildung","1987","indirekter Migrationshintergrund","weiblich","33","0.172454952511839","0.0960858262965932","0.248824078727085"
"In Rente oder Pension","1987","kein Migrationshintergrund","maennlich","562","0.200002783307151","0.186930840776361","0.21307472583794"
"In Rente oder Pension","1987","kein Migrationshintergrund","weiblich","787","0.285563385115038","0.271356544488826","0.299770225741249"
"In Rente oder Pension","1987","direkter Migrationshintergrund","maennlich","78","0.122449101388189","0.105969744627791","0.138928458148587"
"In Rente oder Pension","1987","direkter Migrationshintergrund","weiblich","70","0.139215451888356","0.120519561401922","0.15791134237479"
"In Rente oder Pension","1987","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1987","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1987","kein Migrationshintergrund","maennlich","133","0.0373387547295266","0.0311429955181024","0.0435345139409508"
"Arbeitslose","1987","kein Migrationshintergrund","weiblich","129","0.0309723991645589","0.0255233604535759","0.0364214378755419"
"Arbeitslose","1987","direkter Migrationshintergrund","maennlich","112","0.0595719125531967","0.047672928993028","0.0714708961133654"
"Arbeitslose","1987","direkter Migrationshintergrund","weiblich","91","0.0614773836418518","0.0485045376277241","0.0744502296559796"
"Arbeitslose","1987","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1987","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1987","kein Migrationshintergrund","maennlich","77","0.0224157266604479","0.0175781107232419","0.0272533425976539"
"Sonstige Nichterwerbspersonen","1987","kein Migrationshintergrund","weiblich","1006","0.231802792286703","0.218530067495151","0.245075517078255"
"Sonstige Nichterwerbspersonen","1987","direkter Migrationshintergrund","maennlich","40","0.0209816796328676","0.0137765494475546","0.0281868098181805"
"Sonstige Nichterwerbspersonen","1987","direkter Migrationshintergrund","weiblich","452","0.319041243908664","0.293868009332057","0.344214478485272"
"Sonstige Nichterwerbspersonen","1987","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1987","indirekter Migrationshintergrund","weiblich","","","",""
"Beamte","1987","kein Migrationshintergrund","maennlich","334","0.0858448646829977","0.0766901464086442","0.0949995829573512"
"Beamte","1987","kein Migrationshintergrund","weiblich","87","0.0203012982393378","0.0158654919976796","0.0247371044809961"
"Beamte","1987","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1987","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1987","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1987","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","kein Migrationshintergrund","maennlich","385","0.107436771843206","0.0970568397738097","0.117816703912602"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","kein Migrationshintergrund","weiblich","623","0.152238121166214","0.140623151792996","0.163853090539432"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","direkter Migrationshintergrund","maennlich","584","0.291905775157338","0.268267383619567","0.315544166695108"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","direkter Migrationshintergrund","weiblich","463","0.288647085443894","0.263696201879801","0.313597969007986"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","kein Migrationshintergrund","maennlich","1273","0.366115684025624","0.349967908231294","0.382263459819955"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","kein Migrationshintergrund","weiblich","671","0.170539323260022","0.158379434897006","0.182699211623038"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","direkter Migrationshintergrund","maennlich","421","0.333333743045818","0.308823651767265","0.357843834324372"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","direkter Migrationshintergrund","weiblich","82","0.10442014828147","0.0875816214369367","0.121258675126003"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1988","kein Migrationshintergrund","maennlich","288","0.0815046921608497","0.0723334466951146","0.0906759376265848"
"Selbstständige/ManagerInnen","1988","kein Migrationshintergrund","weiblich","159","0.0389493681443703","0.0326941456489029","0.0452045906398377"
"Selbstständige/ManagerInnen","1988","direkter Migrationshintergrund","maennlich","61","0.0501152041325119","0.0387710721131949","0.0614593361518289"
"Selbstständige/ManagerInnen","1988","direkter Migrationshintergrund","weiblich","32","0.030962783531285","0.0214249440264916","0.0405006230360784"
"Selbstständige/ManagerInnen","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1988","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1988","kein Migrationshintergrund","maennlich","403","0.0993052062573995","0.0892804603004655","0.109329952214333"
"In Ausbildung","1988","kein Migrationshintergrund","weiblich","317","0.0709841319346291","0.062681579574133","0.0792866842951251"
"In Ausbildung","1988","direkter Migrationshintergrund","maennlich","101","0.0745476911686682","0.0608910099384481","0.0882043723988884"
"In Ausbildung","1988","direkter Migrationshintergrund","weiblich","81","0.0499493434540512","0.037954404091193","0.0619442828169094"
"In Ausbildung","1988","indirekter Migrationshintergrund","maennlich","49","0.3242411445604","0.235548799724918","0.412933489395881"
"In Ausbildung","1988","indirekter Migrationshintergrund","weiblich","47","0.219951900745409","0.144574067819147","0.29532973367167"
"In Rente oder Pension","1988","kein Migrationshintergrund","maennlich","546","0.199135047466372","0.18574901001233","0.212521084920413"
"In Rente oder Pension","1988","kein Migrationshintergrund","weiblich","759","0.290650976182702","0.275970663700814","0.305331288664589"
"In Rente oder Pension","1988","direkter Migrationshintergrund","maennlich","89","0.144686386621734","0.126395802311589","0.162976970931879"
"In Rente oder Pension","1988","direkter Migrationshintergrund","weiblich","72","0.140109354543703","0.120996966168474","0.159221742918932"
"In Rente oder Pension","1988","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1988","kein Migrationshintergrund","maennlich","130","0.0384986491562039","0.0320495918573259","0.0449477064550818"
"Arbeitslose","1988","kein Migrationshintergrund","weiblich","119","0.0320074046466347","0.0263165084101264","0.0376983008831431"
"Arbeitslose","1988","direkter Migrationshintergrund","maennlich","112","0.0664451601641027","0.0534956707254033","0.0793946496028022"
"Arbeitslose","1988","direkter Migrationshintergrund","weiblich","89","0.0633390503774653","0.0499272597591451","0.0767508409957855"
"Arbeitslose","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1988","kein Migrationshintergrund","maennlich","82","0.0242364363099002","0.0190817146431991","0.0293911579766013"
"Sonstige Nichterwerbspersonen","1988","kein Migrationshintergrund","weiblich","942","0.223358484463316","0.209892722054658","0.236824246871974"
"Sonstige Nichterwerbspersonen","1988","direkter Migrationshintergrund","maennlich","43","0.0192806712046497","0.0121310259514962","0.0264303164578033"
"Sonstige Nichterwerbspersonen","1988","direkter Migrationshintergrund","weiblich","446","0.316723561598796","0.291108335574998","0.342338787622594"
"Sonstige Nichterwerbspersonen","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Beamte","1988","kein Migrationshintergrund","maennlich","312","0.0837675127804451","0.0744812879497653","0.0930537376111248"
"Beamte","1988","kein Migrationshintergrund","weiblich","85","0.0212721902021122","0.0166071382201243","0.0259372421841002"
"Beamte","1988","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1988","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1988","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1988","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1989","kein Migrationshintergrund","maennlich","410","0.117946933324476","0.106933795723921","0.128960070925031"
