"beruf","year","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1989","weiblich","1110","0.168469065970406","0.157979716649447","0.178958415291365"
"Angestellte, qualifizierte Tätigkeiten","1989","männlich","1601","0.35482328755404","0.341218211460517","0.368428363647564"
"Angestellte, qualifizierte Tätigkeiten","1989","weiblich","782","0.176458972595766","0.165775467716857","0.187142477474675"
"Arbeitslose","1989","männlich","172","0.0306591716903806","0.0257571634465878","0.0355611799341735"
"Arbeitslose","1989","weiblich","152","0.0274405820346522","0.0228622847349966","0.0320188793343077"
"Beamte","1989","männlich","301","0.0736425930443188","0.0662156618398597","0.0810695242487778"
"Beamte","1989","weiblich","83","0.0201843737427122","0.0162431682454295","0.024125579239995"
"In Ausbildung","1989","männlich","522","0.103343497028183","0.0946876374209499","0.111999356635415"
"In Ausbildung","1989","weiblich","404","0.0657640284923037","0.0588174370556265","0.0727106199289809"
"In Rente oder Pension","1989","männlich","608","0.189020385319413","0.177887317191676","0.20015345344715"
"In Rente oder Pension","1989","weiblich","830","0.276349353298698","0.263816701800536","0.28888200479686"
"Selbstständige/ManagerInnen","1989","männlich","338","0.0772658716971146","0.0696733206241556","0.0848584227700736"
"Selbstständige/ManagerInnen","1989","weiblich","185","0.0364409102442506","0.0311894141814886","0.0416924063070125"
"Sonstige Nichterwerbspersonen","1989","männlich","153","0.0264987743109014","0.0219317142785377","0.0310658343432651"
"Sonstige Nichterwerbspersonen","1989","weiblich","1345","0.228892713621211","0.217118751154576","0.240666676087846"
"Angestellte, einfache Tätigkeiten","1990","männlich","1202","0.131029011725672","0.122976275283289","0.139081748168054"
"Angestellte, einfache Tätigkeiten","1990","weiblich","1509","0.172369334189318","0.163578865798815","0.181159802579821"
"Angestellte, qualifizierte Tätigkeiten","1990","männlich","2969","0.413418875291371","0.401666752877563","0.42517099770518"
"Angestellte, qualifizierte Tätigkeiten","1990","weiblich","1888","0.231091822277547","0.221281274523356","0.240902370031738"
"Arbeitslose","1990","männlich","173","0.0250233273385466","0.0212957492087546","0.0287509054683387"
"Arbeitslose","1990","weiblich","143","0.0198657058184508","0.0166181358244843","0.0231132758124173"
"Beamte","1990","männlich","289","0.0599468378401639","0.0542816219975891","0.0656120536827387"
"Beamte","1990","weiblich","88","0.0176034355924136","0.014542840603396","0.0206640305814312"
"In Ausbildung","1990","männlich","628","0.0917688812551604","0.0848791382636627","0.0986586242466581"
"In Ausbildung","1990","weiblich","507","0.0611465074706001","0.0555701774453479","0.0667228374958523"
"In Rente oder Pension","1990","männlich","830","0.176109290897191","0.167018889698878","0.185199692095504"
"In Rente oder Pension","1990","weiblich","1281","0.272411496174461","0.262050074281482","0.282772918067441"
"Selbstständige/ManagerInnen","1990","männlich","461","0.075863270443211","0.0695443773131734","0.0821821635732486"
"Selbstständige/ManagerInnen","1990","weiblich","234","0.0326771063511567","0.0285392895706036","0.0368149231317098"
"Sonstige Nichterwerbspersonen","1990","männlich","193","0.0268405052086841","0.0229835511204268","0.0306974592969415"
"Sonstige Nichterwerbspersonen","1990","weiblich","1442","0.192834592126052","0.183652588286566","0.202016595965539"
"Angestellte, einfache Tätigkeiten","1991","männlich","1254","0.143173660427465","0.134735847957148","0.151611472897782"
"Angestellte, einfache Tätigkeiten","1991","weiblich","1605","0.184037596470822","0.174919182733351","0.193156010208294"
"Angestellte, qualifizierte Tätigkeiten","1991","männlich","2646","0.386465250331515","0.374734475247032","0.398196025415997"
"Angestellte, qualifizierte Tätigkeiten","1991","weiblich","1537","0.206871038392289","0.197339726200172","0.216402350584405"
"Arbeitslose","1991","männlich","295","0.0372269478166739","0.0326661315316304","0.0417877641017175"
"Arbeitslose","1991","weiblich","317","0.033068895099938","0.028861255332546","0.0372765348673299"
"Beamte","1991","männlich","315","0.0614043243313434","0.0556208254830982","0.0671878231795885"
"Beamte","1991","weiblich","96","0.0177213076406118","0.0146167753063966","0.0208258399748271"
"In Ausbildung","1991","männlich","617","0.0847133800961101","0.0780051729858343","0.0914215872063858"
"In Ausbildung","1991","weiblich","519","0.0620640856841181","0.0563868397622452","0.067741331605991"
"In Rente oder Pension","1991","männlich","864","0.186865021671577","0.177474337599846","0.196255705743307"
"In Rente oder Pension","1991","weiblich","1278","0.279019381240109","0.268465555378249","0.289573207101969"
"Selbstständige/ManagerInnen","1991","männlich","474","0.0778319445537263","0.0713778417624587","0.0842860473449939"
"Selbstständige/ManagerInnen","1991","weiblich","223","0.0328271919347783","0.0286344334216833","0.0370199504478733"
"Sonstige Nichterwerbspersonen","1991","männlich","154","0.02231947077159","0.0187607629744483","0.0258781785687317"
"Sonstige Nichterwerbspersonen","1991","weiblich","1363","0.184390503537334","0.17526532531561","0.193515681759058"
"Angestellte, einfache Tätigkeiten","1992","männlich","1167","0.134372025182335","0.126052088126341","0.142691962238329"
"Angestellte, einfache Tätigkeiten","1992","weiblich","1434","0.169928289292157","0.161029166377184","0.17882741220713"
"Angestellte, qualifizierte Tätigkeiten","1992","männlich","2478","0.3742576732882","0.362452208485445","0.386063138090955"
"Angestellte, qualifizierte Tätigkeiten","1992","weiblich","1432","0.1969614298054","0.187537862152039","0.206384997458762"
"Arbeitslose","1992","männlich","364","0.0484952812088711","0.0432549928952993","0.0537355695224429"
"Arbeitslose","1992","weiblich","491","0.0509186684297439","0.0457097591878326","0.0561275776716552"
"Beamte","1992","männlich","296","0.0564606569263247","0.0508300794582556","0.0620912343943938"
"Beamte","1992","weiblich","90","0.0173945054624025","0.0142967138949728","0.0204922970298322"
"In Ausbildung","1992","männlich","612","0.0837076567882419","0.0769515020318347","0.0904638115446491"
"In Ausbildung","1992","weiblich","567","0.0663155048687249","0.0604194139782646","0.0722115957591852"
"In Rente oder Pension","1992","männlich","938","0.201152661720864","0.191373654747996","0.210931668693732"
"In Rente oder Pension","1992","weiblich","1330","0.287364315738954","0.276641551495951","0.298087079981956"
"Selbstständige/ManagerInnen","1992","männlich","478","0.0826672568705169","0.0759494087827818","0.089385104958252"
"Selbstständige/ManagerInnen","1992","weiblich","219","0.0310007710409024","0.0268939619034664","0.0351075801783384"
"Sonstige Nichterwerbspersonen","1992","männlich","122","0.0188867880146468","0.0155660196530213","0.0222075563762724"
"Sonstige Nichterwerbspersonen","1992","weiblich","1279","0.180116515361715","0.171010898062394","0.189222132661036"
"Angestellte, einfache Tätigkeiten","1993","männlich","1159","0.138306789108674","0.129823124744942","0.146790453472405"
"Angestellte, einfache Tätigkeiten","1993","weiblich","1418","0.177483121139404","0.168350715852817","0.18661552642599"
"Angestellte, qualifizierte Tätigkeiten","1993","männlich","2288","0.350499058975166","0.338773900704461","0.362224217245872"
"Angestellte, qualifizierte Tätigkeiten","1993","weiblich","1361","0.189200990211775","0.179839337072249","0.198562643351302"
"Arbeitslose","1993","männlich","411","0.0577947303001943","0.0520601415500251","0.0635293190503635"
"Arbeitslose","1993","weiblich","501","0.0544956757200401","0.049070085128208","0.0599212663118721"
"Beamte","1993","männlich","310","0.061445268793852","0.0555438094563163","0.0673467281313876"
"Beamte","1993","weiblich","101","0.0188763044132985","0.0156235250407987","0.0221290837857984"
"In Ausbildung","1993","männlich","606","0.0852683669147454","0.0784051738665968","0.092131559962894"
"In Ausbildung","1993","weiblich","549","0.0637739390890649","0.0579334902633627","0.0696143879147672"
"In Rente oder Pension","1993","männlich","968","0.203912592261077","0.194011393169926","0.213813791352228"
"In Rente oder Pension","1993","weiblich","1340","0.288575367065193","0.277745370565834","0.299405363564551"
"Selbstständige/ManagerInnen","1993","männlich","489","0.0843156595744856","0.0774873624963227","0.0911439566526485"
"Selbstständige/ManagerInnen","1993","weiblich","226","0.0343614145338949","0.0300075284571814","0.0387153006106084"
"Sonstige Nichterwerbspersonen","1993","männlich","130","0.0184575340718058","0.0151498289970899","0.0217652391465218"
"Sonstige Nichterwerbspersonen","1993","weiblich","1228","0.17323318782733","0.16418750606294","0.182278869591719"
"Angestellte, einfache Tätigkeiten","1994","männlich","1005","0.126775872425631","0.11849991155697","0.135051833294292"
"Angestellte, einfache Tätigkeiten","1994","weiblich","1287","0.162330839444252","0.153470640502005","0.171191038386498"
"Angestellte, qualifizierte Tätigkeiten","1994","männlich","2274","0.351460330957732","0.339585055542133","0.363335606373332"
"Angestellte, qualifizierte Tätigkeiten","1994","weiblich","1399","0.194458899398494","0.184949251077319","0.203968547719668"
"Arbeitslose","1994","männlich","487","0.0692260054213253","0.0629121589468681","0.0755398518957824"
"Arbeitslose","1994","weiblich","548","0.0627829616519355","0.0569545840600623","0.0686113392438087"
"Beamte","1994","männlich","315","0.0630844033431574","0.0570372846182485","0.0691315220680663"
"Beamte","1994","weiblich","114","0.0216628165324699","0.0181649081232","0.0251607249417398"
"In Ausbildung","1994","männlich","536","0.0766035521173636","0.0699881565932851","0.083218947641442"
"In Ausbildung","1994","weiblich","535","0.0605620878204074","0.0548309460268995","0.0662932296139154"
"In Rente oder Pension","1994","männlich","960","0.208542474089355","0.198437194627394","0.218647753551315"
"In Rente oder Pension","1994","weiblich","1331","0.289410581149616","0.278514426375113","0.300306735924119"
"Selbstständige/ManagerInnen","1994","männlich","493","0.0836125202087915","0.0767273847099905","0.0904976557075926"
"Selbstständige/ManagerInnen","1994","weiblich","211","0.0325801153034213","0.0283144133665018","0.0368458172403409"
"Sonstige Nichterwerbspersonen","1994","männlich","139","0.0206948414366441","0.0171538299644509","0.0242358529088373"
"Sonstige Nichterwerbspersonen","1994","weiblich","1229","0.176211698699405","0.167057256818876","0.185366140579934"
"Angestellte, einfache Tätigkeiten","1995","männlich","1140","0.140092452095994","0.131591068961342","0.148593835230645"
"Angestellte, einfache Tätigkeiten","1995","weiblich","1339","0.155397606768723","0.146828323319912","0.163966890217534"
"Angestellte, qualifizierte Tätigkeiten","1995","männlich","2308","0.344164748679105","0.332527859164115","0.355801638194096"
"Angestellte, qualifizierte Tätigkeiten","1995","weiblich","1462","0.198641205686557","0.189203979449596","0.208078431923517"
"Arbeitslose","1995","männlich","455","0.0655555324278072","0.0594932276954224","0.071617837160192"
"Arbeitslose","1995","weiblich","540","0.0628276398072648","0.0570880441293438","0.0685672354851858"
"Beamte","1995","männlich","302","0.0587983312376389","0.0530362392843414","0.0645604231909364"
"Beamte","1995","weiblich","127","0.0227772216587094","0.0192482891189379","0.026306154198481"
"In Ausbildung","1995","männlich","605","0.08222852771454","0.0754997702541059","0.0889572851749741"
"In Ausbildung","1995","weiblich","557","0.0624229228533524","0.0567006082381879","0.068145237468517"
"In Rente oder Pension","1995","männlich","978","0.209592719695404","0.199623299468539","0.219562139922268"
"In Rente oder Pension","1995","weiblich","1345","0.292660463048547","0.281898482913601","0.303422443183492"
"Selbstständige/ManagerInnen","1995","männlich","484","0.0792314831818527","0.0726157121868403","0.0858472541768652"
"Selbstständige/ManagerInnen","1995","weiblich","221","0.0326409939600903","0.0284378746445824","0.0368441132755983"
"Sonstige Nichterwerbspersonen","1995","männlich","131","0.0203362049676584","0.0168789626161322","0.0237934473191845"
"Sonstige Nichterwerbspersonen","1995","weiblich","1275","0.172631946216757","0.163692591948007","0.181571300485506"
"Angestellte, einfache Tätigkeiten","1996","männlich","992","0.126479553970296","0.11825939163267","0.134699716307922"
"Angestellte, einfache Tätigkeiten","1996","weiblich","1276","0.155575281305141","0.146926727286919","0.164223835323364"
"Angestellte, qualifizierte Tätigkeiten","1996","männlich","2324","0.351190126735578","0.339385192601439","0.362995060869716"
"Angestellte, qualifizierte Tätigkeiten","1996","weiblich","1466","0.199597002783012","0.190059732363","0.209134273203025"
"Arbeitslose","1996","männlich","481","0.068192684439014","0.0619587009787602","0.0744266678992679"
"Arbeitslose","1996","weiblich","513","0.061894110934357","0.0561444354753736","0.0676437863933404"
"Beamte","1996","männlich","286","0.0560970089389476","0.0504062887993665","0.0617877290785287"
"Beamte","1996","weiblich","127","0.0214914811017852","0.0180312252277828","0.0249517369757876"
"In Ausbildung","1996","männlich","570","0.0763541785351076","0.0697866369135193","0.0829217201566959"
"In Ausbildung","1996","weiblich","548","0.0630167405390314","0.0572186282771787","0.068814852800884"
"In Rente oder Pension","1996","männlich","991","0.217126366314591","0.206930225847999","0.227322506781183"
"In Rente oder Pension","1996","weiblich","1350","0.295151121640375","0.28426776248218","0.306034480798569"
"Selbstständige/ManagerInnen","1996","männlich","494","0.0839197371573344","0.0770627629647504","0.0907767113499185"
"Selbstständige/ManagerInnen","1996","weiblich","228","0.0348563458655986","0.0304798185456881","0.0392328731855091"
"Sonstige Nichterwerbspersonen","1996","männlich","143","0.0206403439091312","0.0171242273478226","0.0241564604704398"
"Sonstige Nichterwerbspersonen","1996","weiblich","1239","0.1684179158307","0.159488162911852","0.177347668749547"
"Angestellte, einfache Tätigkeiten","1997","männlich","977","0.129250314966034","0.12090044536116","0.137600184570908"
"Angestellte, einfache Tätigkeiten","1997","weiblich","1183","0.146190236913611","0.137671939150191","0.154708534677031"
"Angestellte, qualifizierte Tätigkeiten","1997","männlich","2184","0.330557112528305","0.318848720797113","0.342265504259496"
"Angestellte, qualifizierte Tätigkeiten","1997","weiblich","1429","0.200861837692524","0.191201935591667","0.210521739793381"
"Arbeitslose","1997","männlich","525","0.0780494468919927","0.0713728377187124","0.084726056065273"
"Arbeitslose","1997","weiblich","513","0.0626677244951002","0.0568241064386528","0.0685113425515476"
"Beamte","1997","männlich","291","0.0573389012819512","0.0515523513984421","0.0631254511654603"
"Beamte","1997","weiblich","139","0.0223144463279257","0.018753169526731","0.0258757231291205"
"In Ausbildung","1997","männlich","583","0.0763636088204585","0.0697534641388324","0.0829737535020845"
"In Ausbildung","1997","weiblich","552","0.0667760219456008","0.0607571335584956","0.072794910332706"
"In Rente oder Pension","1997","männlich","1019","0.224822817945058","0.214432282957884","0.235213352932233"
"In Rente oder Pension","1997","weiblich","1368","0.300234209048744","0.289182752639285","0.311285665458203"
"Selbstständige/ManagerInnen","1997","männlich","492","0.0842760578672519","0.0773617037785275","0.0911904119559763"
"Selbstständige/ManagerInnen","1997","weiblich","226","0.0332616732228863","0.0289381321554722","0.0375852142903004"
"Sonstige Nichterwerbspersonen","1997","männlich","130","0.0193417396989484","0.0159138736872338","0.022769605710663"
"Sonstige Nichterwerbspersonen","1997","weiblich","1198","0.167693850353608","0.158686165282283","0.176701535424932"
"Angestellte, einfache Tätigkeiten","1998","männlich","1063","0.133239388716722","0.12521047748688","0.141268299946564"
"Angestellte, einfache Tätigkeiten","1998","weiblich","1296","0.149845078981566","0.141680925136807","0.158009232826324"
"Angestellte, qualifizierte Tätigkeiten","1998","männlich","2378","0.330120188948461","0.319009902812794","0.341230475084128"
"Angestellte, qualifizierte Tätigkeiten","1998","weiblich","1566","0.196321733583655","0.187235870185141","0.20540759698217"
"Arbeitslose","1998","männlich","562","0.072646007991878","0.0665137642756387","0.0787782517081172"
"Arbeitslose","1998","weiblich","531","0.0600746617561227","0.0546392400206353","0.0655100834916102"
"Beamte","1998","männlich","323","0.0525003274451218","0.0472309258665199","0.0577697290237238"
"Beamte","1998","weiblich","158","0.0233796770769047","0.019923284738098","0.0268360694157114"
"In Ausbildung","1998","männlich","643","0.0806757282040938","0.0742414984129877","0.0871099579951998"
"In Ausbildung","1998","weiblich","619","0.0703416854719108","0.0644923172009981","0.0761910537428235"
"In Rente oder Pension","1998","männlich","1229","0.228640697500109","0.218718773736509","0.238562621263708"
"In Rente oder Pension","1998","weiblich","1562","0.295933834470434","0.285492765877973","0.306374903062896"
"Selbstständige/ManagerInnen","1998","männlich","558","0.0858777883978502","0.0792581645252894","0.0924974122704109"
"Selbstständige/ManagerInnen","1998","weiblich","264","0.0339042567651395","0.0297644687833439","0.0380440447469351"
"Sonstige Nichterwerbspersonen","1998","männlich","126","0.0162998727957641","0.0133081990634005","0.0192915465281277"
"Sonstige Nichterwerbspersonen","1998","weiblich","1346","0.170199071894267","0.161602873051349","0.178795270737185"
"Angestellte, einfache Tätigkeiten","1999","männlich","962","0.128829153421777","0.120750526554833","0.13690778028872"
"Angestellte, einfache Tätigkeiten","1999","weiblich","1325","0.163258832973642","0.154639227267582","0.171878438679702"
"Angestellte, qualifizierte Tätigkeiten","1999","männlich","2416","0.342949290759407","0.331502250636113","0.354396330882701"
"Angestellte, qualifizierte Tätigkeiten","1999","weiblich","1562","0.201169316432014","0.191820390328529","0.210518242535498"
"Arbeitslose","1999","männlich","463","0.063032851533647","0.0571724892360476","0.0688932138312464"
"Arbeitslose","1999","weiblich","423","0.0494971166772777","0.044438635274112","0.0545555980804433"
"Beamte","1999","männlich","298","0.0494460175235541","0.0442180502724435","0.0546739847746647"
"Beamte","1999","weiblich","155","0.0231774350160016","0.0196683489860863","0.0266865210459168"
"In Ausbildung","1999","männlich","592","0.0780233632087464","0.0715556448840635","0.0844910815334294"
"In Ausbildung","1999","weiblich","596","0.0693868060247429","0.0634606028195464","0.0753130092299394"
"In Rente oder Pension","1999","männlich","1206","0.234120197264154","0.223908955579587","0.244331438948721"
"In Rente oder Pension","1999","weiblich","1522","0.297675221495931","0.287011867520578","0.308338575471285"
"Selbstständige/ManagerInnen","1999","männlich","552","0.087611252784129","0.0807933828512638","0.0944291227169943"
"Selbstständige/ManagerInnen","1999","weiblich","281","0.0399801493357258","0.0354112056998047","0.044549092971647"
"Sonstige Nichterwerbspersonen","1999","männlich","117","0.0159878735045859","0.0129632286847796","0.0190125183243922"
"Sonstige Nichterwerbspersonen","1999","weiblich","1199","0.155855122044665","0.147396053920979","0.16431419016835"
"Angestellte, einfache Tätigkeiten","2000","männlich","1597","0.13710988246862","0.130839954994227","0.143379809943014"
"Angestellte, einfache Tätigkeiten","2000","weiblich","2224","0.165567598669829","0.15905036615498","0.172084831184678"
"Angestellte, qualifizierte Tätigkeiten","2000","männlich","4002","0.338594556583047","0.329968262519712","0.347220850646382"
"Angestellte, qualifizierte Tätigkeiten","2000","weiblich","2745","0.209575082873113","0.202438667908167","0.216711497838059"
"Arbeitslose","2000","männlich","718","0.0539392596909926","0.0498214867878214","0.0580570325941638"
"Arbeitslose","2000","weiblich","691","0.0447017673423301","0.041078404762398","0.0483251299222622"
"Beamte","2000","männlich","568","0.0461753497936549","0.0423498361216587","0.0500008634656511"
"Beamte","2000","weiblich","275","0.0199508787987315","0.0174990796059106","0.0224026779915524"
"In Ausbildung","2000","männlich","965","0.0740488188886753","0.0692756862465245","0.0788219515308261"
"In Ausbildung","2000","weiblich","955","0.063692941106008","0.0594110584506775","0.0679748237613384"
"In Rente oder Pension","2000","männlich","2405","0.234468056790283","0.226745272738404","0.242190840842162"
"In Rente oder Pension","2000","weiblich","2857","0.29131550546923","0.283348626369474","0.299282384568986"
"Selbstständige/ManagerInnen","2000","männlich","1052","0.0949583953993763","0.0896145812427695","0.100302209555983"
"Selbstständige/ManagerInnen","2000","weiblich","505","0.0402550029743156","0.0368085859987445","0.0437014199498866"
"Sonstige Nichterwerbspersonen","2000","männlich","254","0.0207056803853509","0.0181099967380604","0.0233013640326415"
"Sonstige Nichterwerbspersonen","2000","weiblich","2243","0.164941222766442","0.158433888914837","0.171448556618048"
"Angestellte, einfache Tätigkeiten","2001","männlich","1389","0.130662808722183","0.124219382538162","0.137106234906203"
"Angestellte, einfache Tätigkeiten","2001","weiblich","2048","0.166655646384693","0.159805653451491","0.173505639317895"
"Angestellte, qualifizierte Tätigkeiten","2001","männlich","3668","0.338002151553174","0.328958688796799","0.34704561430955"
"Angestellte, qualifizierte Tätigkeiten","2001","weiblich","2542","0.209860750228234","0.202375862557503","0.217345637898966"
"Arbeitslose","2001","männlich","667","0.0602822715018","0.0557319692289406","0.0648325737746594"
"Arbeitslose","2001","weiblich","648","0.0488781435957534","0.0449149682188082","0.0528413189726987"
