"beruf","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","(noch) kein Abschluss","direkter Migrationshintergrund","53","0.0429282776489417","0.0307490078406644","0.0551075474572191"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hauptschulabschluss","kein Migrationshintergrund","1245","0.210676141425094","0.199855669486038","0.22149661336415"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hauptschulabschluss","direkter Migrationshintergrund","316","0.199265853089354","0.180540156043271","0.217991550135436"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Realschulabschluss","kein Migrationshintergrund","546","0.299792385850101","0.27812730944427","0.321457462255933"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Realschulabschluss","direkter Migrationshintergrund","35","0.307675344525829","0.230949454001456","0.384401235050201"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","(Fach-)Abitur","kein Migrationshintergrund","127","0.211561479116452","0.178522147346243","0.24460081088666"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","(Fach-)Abitur","direkter Migrationshintergrund","58","0.211810456159054","0.163253363973249","0.26036754834486"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","AkademikerInnen","kein Migrationshintergrund","231","0.332093184307787","0.296324835232335","0.367861533383238"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","AkademikerInnen","direkter Migrationshintergrund","36","0.317188539226879","0.234608074968376","0.399769003485382"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Hauptschulabschluss","kein Migrationshintergrund","277","0.0482611797823582","0.0425743691152902","0.0539479904494263"
"Selbstständige/ManagerInnen","1984","Hauptschulabschluss","direkter Migrationshintergrund","56","0.0327450884106639","0.0244021135993054","0.0410880632220224"
"Selbstständige/ManagerInnen","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Realschulabschluss","kein Migrationshintergrund","123","0.0696744727290501","0.0576354613328377","0.0817134841252624"
"Selbstständige/ManagerInnen","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","(Fach-)Abitur","kein Migrationshintergrund","35","0.059485327129895","0.0403508431256444","0.0786198111341456"
"Selbstständige/ManagerInnen","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","AkademikerInnen","kein Migrationshintergrund","97","0.140126932571577","0.113764289041422","0.166489576101732"
"Selbstständige/ManagerInnen","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","(noch) kein Abschluss","kein Migrationshintergrund","170","0.722686497203469","0.665080914105908","0.78029208030103"
"In Ausbildung","1984","(noch) kein Abschluss","direkter Migrationshintergrund","47","0.0549920639083583","0.0412944470366774","0.0686896807800393"
"In Ausbildung","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Hauptschulabschluss","kein Migrationshintergrund","185","0.0312969807302313","0.0266768160247076","0.035917145435755"
"In Ausbildung","1984","Hauptschulabschluss","direkter Migrationshintergrund","98","0.0348619765630363","0.0262629737094633","0.0434609794166093"
"In Ausbildung","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Realschulabschluss","kein Migrationshintergrund","285","0.159660395192691","0.142339811344142","0.176980979041239"
"In Ausbildung","1984","Realschulabschluss","direkter Migrationshintergrund","34","0.122269026474964","0.0678087765442542","0.176729276405674"
"In Ausbildung","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","(Fach-)Abitur","kein Migrationshintergrund","208","0.339614029142846","0.301303268850128","0.377924789435564"
"In Ausbildung","1984","(Fach-)Abitur","direkter Migrationshintergrund","44","0.209156410200081","0.160823323872821","0.25748949652734"
"In Ausbildung","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Hauptschulabschluss","kein Migrationshintergrund","1284","0.289501277942278","0.277467061913472","0.301535493971085"
"In Rente oder Pension","1984","Hauptschulabschluss","direkter Migrationshintergrund","60","0.113502468014399","0.0986322000446534","0.128372735984145"
"In Rente oder Pension","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Realschulabschluss","kein Migrationshintergrund","227","0.176466074181418","0.158439721207515","0.194492427155322"
"In Rente oder Pension","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","kein Migrationshintergrund","59","0.128672863745587","0.101585724292725","0.155760003198449"
"In Rente oder Pension","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","AkademikerInnen","kein Migrationshintergrund","76","0.15211131472532","0.124836540997099","0.179386088453541"
"In Rente oder Pension","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","(noch) kein Abschluss","direkter Migrationshintergrund","70","0.0661965342901398","0.0512574958740741","0.0811355727062055"
"Arbeitslose","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Hauptschulabschluss","kein Migrationshintergrund","169","0.0299523701099744","0.0254294070956984","0.0344753331242504"
"Arbeitslose","1984","Hauptschulabschluss","direkter Migrationshintergrund","95","0.0511942677661134","0.0408624510186939","0.0615260845135329"
"Arbeitslose","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Realschulabschluss","kein Migrationshintergrund","31","0.018496087843838","0.0121248697980793","0.0248673058895967"
"Arbeitslose","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","287","0.27727812245653","0.250380079669643","0.304176165243418"
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschulabschluss","kein Migrationshintergrund","1082","0.184160259254645","0.173875093447711","0.194445425061578"
"Sonstige Nichterwerbspersonen","1984","Hauptschulabschluss","direkter Migrationshintergrund","303","0.174413847264155","0.156624948732575","0.192202745795736"
"Sonstige Nichterwerbspersonen","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","Realschulabschluss","kein Migrationshintergrund","238","0.129083826324329","0.113229032297757","0.144938620350901"
"Sonstige Nichterwerbspersonen","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","(Fach-)Abitur","kein Migrationshintergrund","62","0.103596078194725","0.0789440547694682","0.128248101619981"
"Sonstige Nichterwerbspersonen","1984","(Fach-)Abitur","direkter Migrationshintergrund","44","0.1868282186519","0.140507421452715","0.233149015851085"
"Sonstige Nichterwerbspersonen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","AkademikerInnen","kein Migrationshintergrund","40","0.0537233178033481","0.036599466083281","0.0708471695234152"
"Sonstige Nichterwerbspersonen","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Beamte","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beamte","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Beamte","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beamte","1984","Hauptschulabschluss","kein Migrationshintergrund","122","0.0206294506182226","0.0168578277392833","0.0244010734971618"
"Beamte","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Beamte","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Beamte","1984","Realschulabschluss","kein Migrationshintergrund","115","0.0614362364664908","0.050081404693904","0.0727910682390776"
"Beamte","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Beamte","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Beamte","1984","(Fach-)Abitur","kein Migrationshintergrund","37","0.063876765443888","0.0440949105931746","0.0836586202946013"
"Beamte","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beamte","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beamte","1984","AkademikerInnen","kein Migrationshintergrund","188","0.272928954427729","0.239097224355441","0.306760684500016"
"Beamte","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Beamte","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(noch) kein Abschluss","direkter Migrationshintergrund","401","0.431739062660652","0.398673262860763","0.464804862460542"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hauptschulabschluss","kein Migrationshintergrund","943","0.17663217520881","0.165909417419979","0.187354932997642"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hauptschulabschluss","direkter Migrationshintergrund","652","0.338485881886519","0.314713067304017","0.362258696469021"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Realschulabschluss","kein Migrationshintergrund","149","0.0833959068421109","0.0700473980693124","0.0967444156149094"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(Fach-)Abitur","kein Migrationshintergrund","43","0.0747491716134207","0.0527905424243593","0.096707800802482"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(Fach-)Abitur","direkter Migrationshintergrund","74","0.240016205992664","0.184820331055999","0.295212080929329"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(noch) kein Abschluss","direkter Migrationshintergrund","77","0.0843138433375104","0.0657649832387373","0.102862703436284"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hauptschulabschluss","kein Migrationshintergrund","1141","0.215768632088263","0.204202426693932","0.227334837482593"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hauptschulabschluss","direkter Migrationshintergrund","352","0.241077008349197","0.219587943497486","0.262566073200908"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Realschulabschluss","kein Migrationshintergrund","538","0.308431545786842","0.28613351709459","0.330729574479093"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Realschulabschluss","direkter Migrationshintergrund","38","0.29292380874744","0.21699283122084","0.36885478627404"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(Fach-)Abitur","kein Migrationshintergrund","114","0.211680968466241","0.177572344104375","0.245789592828106"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(Fach-)Abitur","direkter Migrationshintergrund","52","0.230711603987466","0.176265916869978","0.285157291104954"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","AkademikerInnen","kein Migrationshintergrund","231","0.345679614924481","0.308862378497854","0.382496851351108"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","AkademikerInnen","direkter Migrationshintergrund","44","0.382733447254625","0.29231205648767","0.473154838021581"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschulabschluss","kein Migrationshintergrund","274","0.0524216318683221","0.0461549524459807","0.0586883112906634"
"Selbstständige/ManagerInnen","1985","Hauptschulabschluss","direkter Migrationshintergrund","42","0.0257777257011189","0.0178162771798261","0.0337391742224116"
"Selbstständige/ManagerInnen","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","Realschulabschluss","kein Migrationshintergrund","111","0.0645237203383617","0.0526620574435395","0.076385383233184"
"Selbstständige/ManagerInnen","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","kein Migrationshintergrund","34","0.0625615439909392","0.0423407873019095","0.0827823006799689"
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerInnen","kein Migrationshintergrund","87","0.130460610948782","0.104386866169713","0.15653435572785"
"Selbstständige/ManagerInnen","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","kein Migrationshintergrund","159","0.683094988972074","0.62243546827219","0.743754509671958"
"In Ausbildung","1985","(noch) kein Abschluss","direkter Migrationshintergrund","30","0.064158091584697","0.0478004223742727","0.0805157607951214"
"In Ausbildung","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1985","Hauptschulabschluss","kein Migrationshintergrund","170","0.0325921658618272","0.0275994591788921","0.0375848725447623"
"In Ausbildung","1985","Hauptschulabschluss","direkter Migrationshintergrund","77","0.0310338397078919","0.0223219408206223","0.0397457385951615"
"In Ausbildung","1985","Hauptschulabschluss","indirekter Migrationshintergrund","30","0.13607216182514","0.0623102063942607","0.20983411725602"
"In Ausbildung","1985","Realschulabschluss","kein Migrationshintergrund","266","0.157979244934445","0.140370398641545","0.175588091227345"
"In Ausbildung","1985","Realschulabschluss","direkter Migrationshintergrund","34","0.132860652459223","0.0762300496000739","0.189491255318372"
"In Ausbildung","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1985","(Fach-)Abitur","kein Migrationshintergrund","204","0.33931852853234","0.299784402468715","0.378852654595964"
"In Ausbildung","1985","(Fach-)Abitur","direkter Migrationshintergrund","39","0.219422053043258","0.165936997787518","0.272907108298998"
"In Ausbildung","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"In Ausbildung","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","direkter Migrationshintergrund","33","0.0616110727977578","0.0455595854469984","0.0776625601485171"
"In Rente oder Pension","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","Hauptschulabschluss","kein Migrationshintergrund","1119","0.294552155211315","0.281735101644812","0.307369208777818"
"In Rente oder Pension","1985","Hauptschulabschluss","direkter Migrationshintergrund","65","0.145774343252188","0.12804602182325","0.163502664681127"
"In Rente oder Pension","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","Realschulabschluss","kein Migrationshintergrund","220","0.184499263567984","0.165771798975997","0.203226728159971"
"In Rente oder Pension","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","kein Migrationshintergrund","49","0.124866897432076","0.097265376871375","0.152468417992777"
"In Rente oder Pension","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","AkademikerInnen","kein Migrationshintergrund","70","0.154688947356897","0.126695460840693","0.182682433873101"
"In Rente oder Pension","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","direkter Migrationshintergrund","69","0.0866236301722801","0.0678461404079926","0.105401119936568"
"Arbeitslose","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1985","Hauptschulabschluss","kein Migrationshintergrund","218","0.0433987435990141","0.0376697452993153","0.0491277418987128"
"Arbeitslose","1985","Hauptschulabschluss","direkter Migrationshintergrund","95","0.0507490334942566","0.0397223432036835","0.0617757237848297"
"Arbeitslose","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1985","Realschulabschluss","kein Migrationshintergrund","39","0.0233397852389742","0.01605042080507","0.0306291496728784"
"Arbeitslose","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Arbeitslose","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Arbeitslose","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Arbeitslose","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"Arbeitslose","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Arbeitslose","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","233","0.254724319229066","0.225638042066928","0.283810596391204"
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschulabschluss","kein Migrationshintergrund","876","0.162787658719513","0.152407519202546","0.17316779823648"
"Sonstige Nichterwerbspersonen","1985","Hauptschulabschluss","direkter Migrationshintergrund","233","0.159054963107544","0.140681197013181","0.177428729201906"
"Sonstige Nichterwerbspersonen","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschulabschluss","kein Migrationshintergrund","210","0.114258726997094","0.0988995615388675","0.129617892455321"
"Sonstige Nichterwerbspersonen","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","(Fach-)Abitur","kein Migrationshintergrund","48","0.0809889884386336","0.0582094124261593","0.103768564451108"
"Sonstige Nichterwerbspersonen","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","AkademikerInnen","kein Migrationshintergrund","40","0.0512860736434742","0.0342100620911177","0.0683620851958306"
"Sonstige Nichterwerbspersonen","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Beamte","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Beamte","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Beamte","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Beamte","1985","Hauptschulabschluss","kein Migrationshintergrund","118","0.021846837442935","0.0177365484143416","0.0259571264715285"
"Beamte","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Beamte","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Beamte","1985","Realschulabschluss","kein Migrationshintergrund","115","0.0635718062941888","0.0517919768241318","0.0753516357642459"
"Beamte","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Beamte","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Beamte","1985","(Fach-)Abitur","kein Migrationshintergrund","40","0.0719770529280032","0.0503971901151028","0.0935569157409036"
"Beamte","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Beamte","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Beamte","1985","AkademikerInnen","kein Migrationshintergrund","172","0.255588094973598","0.221820817873713","0.289355372073482"
"Beamte","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Beamte","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","(noch) kein Abschluss","direkter Migrationshintergrund","376","0.458041800934931","0.423559490360371","0.492524111509492"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Hauptschulabschluss","kein Migrationshintergrund","867","0.173295480810767","0.162275726421867","0.184315235199667"
