"beruf","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Sachsen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Sachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Thueringen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Thueringen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Schleswig-Holstein","kein Migrationshintergrund","88","0.252344172481571","0.206309766948348","0.298378578014794"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hamburg","kein Migrationshintergrund","71","0.288953401782504","0.229057144177842","0.348849659387167"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hamburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Niedersachsen","kein Migrationshintergrund","238","0.219213880266601","0.193886735942906","0.244541024590296"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bremen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bremen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bremen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Nordrhein-Westfalen","kein Migrationshintergrund","574","0.234633207461172","0.21721584429865","0.252050570623694"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","111","0.147982416111453","0.125497323935212","0.170467508287694"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hessen","kein Migrationshintergrund","195","0.239643662041676","0.209394807579052","0.269892516504299"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hessen","direkter Migrationshintergrund","88","0.211796676948829","0.174897528890004","0.248695825007655"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hessen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","143","0.198441353990147","0.168790348104285","0.228092359876008"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Baden-Wuerttemberg","kein Migrationshintergrund","346","0.241045632867092","0.218221221706783","0.2638700440274"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","138","0.207104391787806","0.180466498735495","0.233742284840117"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bayern","kein Migrationshintergrund","405","0.231328994758698","0.21078219836058","0.251875791156815"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bayern","direkter Migrationshintergrund","76","0.188630585721754","0.15284096293539","0.224420208508119"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bayern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Saarland","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Saarland","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Berlin","kein Migrationshintergrund","84","0.253704756201194","0.203796050567937","0.303613461834451"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Berlin","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Berlin","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Brandenburg","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Thueringen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Thueringen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Hamburg","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Hamburg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Niedersachsen","kein Migrationshintergrund","72","0.062451206812184","0.047637848923543","0.077264564700825"
"Selbstständige/ManagerInnen","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Bremen","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Bremen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Bremen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Nordrhein-Westfalen","kein Migrationshintergrund","136","0.0571212565637237","0.0475827658855214","0.0666597472419259"
"Selbstständige/ManagerInnen","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","42","0.0410189793270055","0.0284597564556258","0.0535782021983852"
"Selbstständige/ManagerInnen","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Hessen","kein Migrationshintergrund","45","0.0574531764542501","0.040962978734016","0.0739433741744842"
"Selbstständige/ManagerInnen","1984","Hessen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Hessen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","37","0.0490779571595707","0.0330170014431554","0.065138912875986"
"Selbstständige/ManagerInnen","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Baden-Wuerttemberg","kein Migrationshintergrund","82","0.0593270165364889","0.0467207145603481","0.0719333185126296"
"Selbstständige/ManagerInnen","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Bayern","kein Migrationshintergrund","114","0.0706960715564034","0.0582068502958706","0.0831852928169362"
"Selbstständige/ManagerInnen","1984","Bayern","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Bayern","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Saarland","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Saarland","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Saarland","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Berlin","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Berlin","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Berlin","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Brandenburg","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Thueringen","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Thueringen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Hamburg","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Hamburg","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Niedersachsen","kein Migrationshintergrund","134","0.121134453685897","0.10115970975519","0.141109197616603"
"In Ausbildung","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Bremen","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Bremen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Bremen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Nordrhein-Westfalen","kein Migrationshintergrund","241","0.0999380799171191","0.0876111605437335","0.112264999290505"
"In Ausbildung","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","89","0.0823458098121795","0.0649387422508221","0.0997528773735369"
"In Ausbildung","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Hessen","kein Migrationshintergrund","82","0.094532820588224","0.0738006373781173","0.115265003798331"
"In Ausbildung","1984","Hessen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Hessen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","65","0.0906462097890742","0.0693011707154629","0.111991248862685"
"In Ausbildung","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Baden-Wuerttemberg","kein Migrationshintergrund","121","0.086235011319511","0.0712553779002751","0.101214644738747"
"In Ausbildung","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","49","0.0554816562182801","0.0404337139111914","0.0705295985253688"
"In Ausbildung","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Bayern","kein Migrationshintergrund","144","0.0811163221362343","0.067813517086464","0.0944191271860046"
"In Ausbildung","1984","Bayern","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Bayern","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Saarland","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Saarland","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Saarland","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Berlin","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Berlin","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Berlin","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Brandenburg","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Sachsen","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Sachsen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","Thueringen","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","Thueringen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Schleswig-Holstein","kein Migrationshintergrund","59","0.218777777939586","0.174962664977843","0.26259289090133"
"In Rente oder Pension","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Hamburg","kein Migrationshintergrund","61","0.349360530239932","0.28636004821337","0.412361012266493"
"In Rente oder Pension","1984","Hamburg","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Niedersachsen","kein Migrationshintergrund","202","0.249783620497489","0.223282672653448","0.276284568341531"
"In Rente oder Pension","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Bremen","kein Migrationshintergrund","43","0.505780299834494","0.407294985600069","0.60426561406892"
"In Rente oder Pension","1984","Bremen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Bremen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Nordrhein-Westfalen","kein Migrationshintergrund","385","0.22113617796716","0.204078750777498","0.238193605156822"
"In Rente oder Pension","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Hessen","kein Migrationshintergrund","158","0.255044702093185","0.224156642018776","0.285932762167595"
"In Rente oder Pension","1984","Hessen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Hessen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","145","0.242466792354337","0.210604086078027","0.274329498630646"
"In Rente oder Pension","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Baden-Wuerttemberg","kein Migrationshintergrund","258","0.241206287635699","0.218376688266957","0.264035887004441"
"In Rente oder Pension","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","30","0.0907860472627667","0.0719000548756652","0.109672039649868"
"In Rente oder Pension","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Bayern","kein Migrationshintergrund","283","0.220838784092889","0.200626743147221","0.241050825038558"
"In Rente oder Pension","1984","Bayern","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Bayern","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Saarland","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Saarland","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Saarland","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Berlin","kein Migrationshintergrund","68","0.307531162301597","0.254601228942134","0.360461095661059"
"In Rente oder Pension","1984","Berlin","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Berlin","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Brandenburg","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Sachsen","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Sachsen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Thueringen","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Thueringen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Hamburg","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","Hamburg","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Niedersachsen","kein Migrationshintergrund","33","0.0319324735119335","0.021168930151918","0.042696016871949"
"Arbeitslose","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Bremen","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","Bremen","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","Bremen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Nordrhein-Westfalen","kein Migrationshintergrund","70","0.0296530497739625","0.0226811510988645","0.0366249484490605"
"Arbeitslose","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","62","0.0759943208524223","0.059214271809583","0.0927743698952615"
"Arbeitslose","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Hessen","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","Hessen","direkter Migrationshintergrund","36","0.0651313995095025","0.0428466308900081","0.0874161681289969"
"Arbeitslose","1984","Hessen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","30","0.0269676640780064","0.0163193093107274","0.0376160188452854"
