"beruf","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","1985","kein Migrationshintergrund","Laendlicher Raum","209","0.0985003190619085","0.0854373077998436","0.111563330323973"
"In Ausbildung","1985","direkter Migrationshintergrund","Staedtischer Raum","176","0.0663773685683085","0.0567133251082255","0.0760414120283915"
"In Ausbildung","1985","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1985","indirekter Migrationshintergrund","Staedtischer Raum","61","0.295422428197683","0.214465445269072","0.376379411126293"
"In Ausbildung","1985","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1985","kein Migrationshintergrund","Staedtischer Raum","1079","0.238215136183298","0.227404687658277","0.249025584708318"
"In Rente oder Pension","1985","kein Migrationshintergrund","Laendlicher Raum","388","0.254383215821992","0.23529155288137","0.273474878762614"
"In Rente oder Pension","1985","direkter Migrationshintergrund","Staedtischer Raum","106","0.116479861482071","0.104026206707328","0.128933516256814"
"In Rente oder Pension","1985","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1985","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1985","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1985","kein Migrationshintergrund","Staedtischer Raum","203","0.033620589908971","0.0290463455014732","0.0381948343164688"
"Arbeitslose","1985","kein Migrationshintergrund","Laendlicher Raum","93","0.0453556873951961","0.036233933193265","0.0544774415971272"
"Arbeitslose","1985","direkter Migrationshintergrund","Staedtischer Raum","171","0.0618911035725831","0.0525369625318117","0.0712452446133545"
"Arbeitslose","1985","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1985","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Arbeitslose","1985","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1985","kein Migrationshintergrund","Staedtischer Raum","896","0.136422764950649","0.127712389336289","0.145133140565009"
"Sonstige Nichterwerbspersonen","1985","kein Migrationshintergrund","Laendlicher Raum","304","0.138286921922805","0.123154320580855","0.153419523264754"
"Sonstige Nichterwerbspersonen","1985","direkter Migrationshintergrund","Staedtischer Raum","481","0.168412601854916","0.153884649204618","0.182940554505214"
"Sonstige Nichterwerbspersonen","1985","direkter Migrationshintergrund","Laendlicher Raum","64","0.201095769005916","0.159223587630558","0.242967950381274"
"Sonstige Nichterwerbspersonen","1985","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1985","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1985","kein Migrationshintergrund","Staedtischer Raum","326","0.049818759632743","0.0442974443392388","0.0553400749262472"
"Beamte","1985","kein Migrationshintergrund","Laendlicher Raum","120","0.0530375804999198","0.0432133189061661","0.0628618420936735"
"Beamte","1985","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1985","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1985","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1985","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1986","kein Migrationshintergrund","Staedtischer Raum","793","0.128838830831023","0.120154494453297","0.137523167208749"
"Angestellte, einfache Tätigkeiten","1986","kein Migrationshintergrund","Laendlicher Raum","292","0.142203445690842","0.126390582762437","0.158016308619246"
"Angestellte, einfache Tätigkeiten","1986","direkter Migrationshintergrund","Staedtischer Raum","1014","0.318974482255376","0.300552833822783","0.337396130687969"
"Angestellte, einfache Tätigkeiten","1986","direkter Migrationshintergrund","Laendlicher Raum","138","0.253123052087354","0.208394467498895","0.297851636675813"
"Angestellte, einfache Tätigkeiten","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","kein Migrationshintergrund","Staedtischer Raum","1597","0.26350881583258","0.252089361661393","0.274928270003767"
"Angestellte, qualifizierte Tätigkeiten","1986","kein Migrationshintergrund","Laendlicher Raum","403","0.20092157755859","0.182780157089081","0.219062998028099"
"Angestellte, qualifizierte Tätigkeiten","1986","direkter Migrationshintergrund","Staedtischer Raum","425","0.197358827271365","0.181627773285538","0.213089881257192"
"Angestellte, qualifizierte Tätigkeiten","1986","direkter Migrationshintergrund","Laendlicher Raum","75","0.233955494511515","0.190405469973219","0.277505519049811"
"Angestellte, qualifizierte Tätigkeiten","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","kein Migrationshintergrund","Staedtischer Raum","335","0.0537386751429411","0.0478932915312327","0.0595840587546495"
"Selbstständige/ManagerInnen","1986","kein Migrationshintergrund","Laendlicher Raum","150","0.0756535001657427","0.0636807144109041","0.0876262859205812"
"Selbstständige/ManagerInnen","1986","direkter Migrationshintergrund","Staedtischer Raum","91","0.0485269595360956","0.0400340086819315","0.0570199103902597"
"Selbstständige/ManagerInnen","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1986","kein Migrationshintergrund","Staedtischer Raum","628","0.0961979374476035","0.0885545911043019","0.103841283790905"
"In Ausbildung","1986","kein Migrationshintergrund","Laendlicher Raum","187","0.0910310108454644","0.0780073669193633","0.104054654771566"
"In Ausbildung","1986","direkter Migrationshintergrund","Staedtischer Raum","181","0.0595845448929056","0.0502284305912431","0.0689406591945682"
"In Ausbildung","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1986","indirekter Migrationshintergrund","Staedtischer Raum","64","0.287300547421277","0.210106721752892","0.364494373089663"
"In Ausbildung","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","kein Migrationshintergrund","Staedtischer Raum","1022","0.241526388105506","0.230431663509869","0.252621112701143"
"In Rente oder Pension","1986","kein Migrationshintergrund","Laendlicher Raum","351","0.250419668305184","0.230803842011578","0.270035494598791"
"In Rente oder Pension","1986","direkter Migrationshintergrund","Staedtischer Raum","119","0.136305317972982","0.122743892253043","0.149866743692921"
"In Rente oder Pension","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1986","kein Migrationshintergrund","Staedtischer Raum","182","0.0301947616762849","0.0257589606121181","0.0346305627404518"
"Arbeitslose","1986","kein Migrationshintergrund","Laendlicher Raum","84","0.045605397418944","0.036159670029569","0.055051124808319"
"Arbeitslose","1986","direkter Migrationshintergrund","Staedtischer Raum","163","0.059472250926985","0.05012439906449","0.0688201027894799"
"Arbeitslose","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Arbeitslose","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","kein Migrationshintergrund","Staedtischer Raum","855","0.137406451579053","0.128482223524906","0.1463306796332"
"Sonstige Nichterwerbspersonen","1986","kein Migrationshintergrund","Laendlicher Raum","290","0.139343821971816","0.123664690483439","0.155022953460193"
"Sonstige Nichterwerbspersonen","1986","direkter Migrationshintergrund","Staedtischer Raum","448","0.168042748598808","0.15326428723218","0.182821209965436"
"Sonstige Nichterwerbspersonen","1986","direkter Migrationshintergrund","Laendlicher Raum","63","0.189053918312702","0.148774461075392","0.229333375550012"
"Sonstige Nichterwerbspersonen","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1986","kein Migrationshintergrund","Staedtischer Raum","305","0.0485881393850086","0.0430148266941763","0.054161452075841"
"Beamte","1986","kein Migrationshintergrund","Laendlicher Raum","117","0.0548215780434168","0.0445154398111519","0.0651277162756816"
"Beamte","1986","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1986","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1986","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1986","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1987","kein Migrationshintergrund","Staedtischer Raum","788","0.132639149168472","0.123769774620678","0.141508523716267"
"Angestellte, einfache Tätigkeiten","1987","kein Migrationshintergrund","Laendlicher Raum","306","0.157554197314247","0.140871305614069","0.174237089014425"
"Angestellte, einfache Tätigkeiten","1987","direkter Migrationshintergrund","Staedtischer Raum","994","0.323218653827692","0.304641849493696","0.341795458161687"
"Angestellte, einfache Tätigkeiten","1987","direkter Migrationshintergrund","Laendlicher Raum","161","0.338973357265814","0.290740888314198","0.38720582621743"
"Angestellte, einfache Tätigkeiten","1987","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","kein Migrationshintergrund","Staedtischer Raum","1584","0.269536329604789","0.257933465940917","0.281139193268661"
"Angestellte, qualifizierte Tätigkeiten","1987","kein Migrationshintergrund","Laendlicher Raum","417","0.210363754020824","0.191700629653954","0.229026878387695"
"Angestellte, qualifizierte Tätigkeiten","1987","direkter Migrationshintergrund","Staedtischer Raum","416","0.195097709606975","0.179358015953064","0.210837403260886"
"Angestellte, qualifizierte Tätigkeiten","1987","direkter Migrationshintergrund","Laendlicher Raum","55","0.155693506023983","0.118750473432033","0.192636538615934"
"Angestellte, qualifizierte Tätigkeiten","1987","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1987","kein Migrationshintergrund","Staedtischer Raum","321","0.0523492956784042","0.0465250888401385","0.05817350251667"
"Selbstständige/ManagerInnen","1987","kein Migrationshintergrund","Laendlicher Raum","145","0.0768198735980768","0.0646253349673227","0.0890144122288309"
"Selbstständige/ManagerInnen","1987","direkter Migrationshintergrund","Staedtischer Raum","90","0.0481562537587266","0.039652556589807","0.0566599509276462"
"Selbstständige/ManagerInnen","1987","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1987","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1987","kein Migrationshintergrund","Staedtischer Raum","611","0.0874605060717459","0.080073149681958","0.0948478624615338"
"In Ausbildung","1987","kein Migrationshintergrund","Laendlicher Raum","181","0.0809372346716853","0.0684481064850211","0.0934263628583496"
"In Ausbildung","1987","direkter Migrationshintergrund","Staedtischer Raum","186","0.0631062597253971","0.0534484199273083","0.072764099523486"
"In Ausbildung","1987","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1987","indirekter Migrationshintergrund","Staedtischer Raum","69","0.232620895382435","0.165673802667394","0.299567988097476"
"In Ausbildung","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1987","kein Migrationshintergrund","Staedtischer Raum","993","0.239354655388545","0.228197094416191","0.2505122163609"
"In Rente oder Pension","1987","kein Migrationshintergrund","Laendlicher Raum","342","0.251426853323743","0.231560950429756","0.271292756217729"
"In Rente oder Pension","1987","direkter Migrationshintergrund","Staedtischer Raum","132","0.137130486141887","0.123467734351292","0.150793237932481"
"In Rente oder Pension","1987","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1987","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1987","kein Migrationshintergrund","Staedtischer Raum","186","0.0328280284872822","0.0281686126069231","0.0374874443676413"
"Arbeitslose","1987","kein Migrationshintergrund","Laendlicher Raum","75","0.0380567257609041","0.02929527957227","0.0468181719495383"
"Arbeitslose","1987","direkter Migrationshintergrund","Staedtischer Raum","171","0.0586574723264829","0.0493241960813205","0.0679907485716452"
"Arbeitslose","1987","direkter Migrationshintergrund","Laendlicher Raum","30","0.0685652712724221","0.0428153715796549","0.0943151709651893"
"Arbeitslose","1987","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Arbeitslose","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1987","kein Migrationshintergrund","Staedtischer Raum","829","0.136218943534087","0.127249245657022","0.145188641411153"
"Sonstige Nichterwerbspersonen","1987","kein Migrationshintergrund","Laendlicher Raum","252","0.128542262304369","0.113216168086182","0.143868356522557"
"Sonstige Nichterwerbspersonen","1987","direkter Migrationshintergrund","Staedtischer Raum","428","0.163028950862041","0.148357056442351","0.177700845281732"
"Sonstige Nichterwerbspersonen","1987","direkter Migrationshintergrund","Laendlicher Raum","61","0.188935731878391","0.149048682253728","0.228822781503054"
"Sonstige Nichterwerbspersonen","1987","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1987","kein Migrationshintergrund","Staedtischer Raum","306","0.0496130920666737","0.0439349586407324","0.0552912254926151"
"Beamte","1987","kein Migrationshintergrund","Laendlicher Raum","114","0.0562990990061506","0.0457442198961452","0.066853978116156"
"Beamte","1987","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1987","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1987","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1987","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1988","kein Migrationshintergrund","Staedtischer Raum","740","0.129087824836006","0.120104856661137","0.138070793010874"
"Angestellte, einfache Tätigkeiten","1988","kein Migrationshintergrund","Laendlicher Raum","267","0.141690732013832","0.125176361179784","0.15820510284788"
"Angestellte, einfache Tätigkeiten","1988","direkter Migrationshintergrund","Staedtischer Raum","905","0.292551185456871","0.274063111125743","0.311039259787998"
"Angestellte, einfache Tätigkeiten","1988","direkter Migrationshintergrund","Laendlicher Raum","128","0.253556368006512","0.207313538238618","0.299799197774406"
"Angestellte, einfache Tätigkeiten","1988","indirekter Migrationshintergrund","Staedtischer Raum","41","0.233970827715241","0.173773834283157","0.294167821147325"
"Angestellte, einfache Tätigkeiten","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","kein Migrationshintergrund","Staedtischer Raum","1540","0.280542651762978","0.268506379199992","0.292578924325965"
"Angestellte, qualifizierte Tätigkeiten","1988","kein Migrationshintergrund","Laendlicher Raum","401","0.216773664239675","0.197261011754333","0.236286316725017"
"Angestellte, qualifizierte Tätigkeiten","1988","direkter Migrationshintergrund","Staedtischer Raum","432","0.223536513447197","0.206605693503059","0.240467333391335"
"Angestellte, qualifizierte Tätigkeiten","1988","direkter Migrationshintergrund","Laendlicher Raum","65","0.204316366998753","0.16145851273033","0.247174221267176"
"Angestellte, qualifizierte Tätigkeiten","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1988","kein Migrationshintergrund","Staedtischer Raum","306","0.0527226351649609","0.0467353881922689","0.0587098821376529"
"Selbstständige/ManagerInnen","1988","kein Migrationshintergrund","Laendlicher Raum","141","0.0801140390078728","0.0672584873232986","0.092969590692447"
"Selbstständige/ManagerInnen","1988","direkter Migrationshintergrund","Staedtischer Raum","80","0.0425068539675581","0.0343082378072107","0.0507054701279054"
"Selbstständige/ManagerInnen","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1988","kein Migrationshintergrund","Staedtischer Raum","560","0.0865335521453766","0.0790012348795435","0.0940658694112097"
"In Ausbildung","1988","kein Migrationshintergrund","Laendlicher Raum","155","0.0739496500011947","0.0615572686056541","0.0863420313967354"
"In Ausbildung","1988","direkter Migrationshintergrund","Staedtischer Raum","158","0.0594311184609405","0.0498228419993286","0.0690393949225525"
"In Ausbildung","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1988","indirekter Migrationshintergrund","Staedtischer Raum","87","0.286459705479807","0.222174311076258","0.350745099883357"
"In Ausbildung","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1988","kein Migrationshintergrund","Staedtischer Raum","957","0.239050640430179","0.227624149681746","0.250477131178612"
"In Rente oder Pension","1988","kein Migrationshintergrund","Laendlicher Raum","329","0.255272904082253","0.234625267539977","0.275920540624529"
"In Rente oder Pension","1988","direkter Migrationshintergrund","Staedtischer Raum","145","0.145078667695583","0.130766411816044","0.159390923575121"
"In Rente oder Pension","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1988","kein Migrationshintergrund","Staedtischer Raum","167","0.0309526640159877","0.0263127327044335","0.0355925953275419"
"Arbeitslose","1988","kein Migrationshintergrund","Laendlicher Raum","82","0.0488209968815843","0.0386162118978807","0.0590257818652879"
"Arbeitslose","1988","direkter Migrationshintergrund","Staedtischer Raum","172","0.063477004623023","0.0535684417141655","0.0733855675318805"
"Arbeitslose","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Arbeitslose","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1988","kein Migrationshintergrund","Staedtischer Raum","784","0.13027836245993","0.121260235988751","0.139296488931109"
"Sonstige Nichterwerbspersonen","1988","kein Migrationshintergrund","Laendlicher Raum","239","0.130899343603126","0.114926833081391","0.146871854124862"
"Sonstige Nichterwerbspersonen","1988","direkter Migrationshintergrund","Staedtischer Raum","427","0.163191531119204","0.148173773946359","0.178209288292049"
"Sonstige Nichterwerbspersonen","1988","direkter Migrationshintergrund","Laendlicher Raum","60","0.191256291581162","0.149451895354272","0.233060687808053"
"Sonstige Nichterwerbspersonen","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1988","kein Migrationshintergrund","Staedtischer Raum","298","0.0508316691845815","0.0449469079875588","0.0567164303816041"
"Beamte","1988","kein Migrationshintergrund","Laendlicher Raum","99","0.0524786701704613","0.041918879289289","0.0630384610516335"
"Beamte","1988","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1988","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1988","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1988","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1989","kein Migrationshintergrund","Staedtischer Raum","766","0.135505108379773","0.126181842744958","0.144828374014588"
"Angestellte, einfache Tätigkeiten","1989","kein Migrationshintergrund","Laendlicher Raum","256","0.14222356723612","0.125236127963577","0.159211006508663"
"Angestellte, einfache Tätigkeiten","1989","direkter Migrationshintergrund","Staedtischer Raum","950","0.323066182842254","0.303798713819429","0.342333651865079"
"Angestellte, einfache Tätigkeiten","1989","direkter Migrationshintergrund","Laendlicher Raum","142","0.314168285689492","0.263309843325858","0.365026728053126"
"Angestellte, einfache Tätigkeiten","1989","indirekter Migrationshintergrund","Staedtischer Raum","43","0.157579343794218","0.109866178429235","0.205292509159202"
"Angestellte, einfache Tätigkeiten","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","kein Migrationshintergrund","Staedtischer Raum","1516","0.283988005179779","0.271704589300996","0.296271421058562"
"Angestellte, qualifizierte Tätigkeiten","1989","kein Migrationshintergrund","Laendlicher Raum","395","0.228746888902179","0.20831863998476","0.249175137819598"
"Angestellte, qualifizierte Tätigkeiten","1989","direkter Migrationshintergrund","Staedtischer Raum","375","0.198028534671063","0.181609441812825","0.214447627529302"
"Angestellte, qualifizierte Tätigkeiten","1989","direkter Migrationshintergrund","Laendlicher Raum","55","0.16206240434031","0.121686703033477","0.202438105647143"
"Angestellte, qualifizierte Tätigkeiten","1989","indirekter Migrationshintergrund","Staedtischer Raum","37","0.174901734291113","0.12515392315137","0.224649545430855"
"Angestellte, qualifizierte Tätigkeiten","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1989","kein Migrationshintergrund","Staedtischer Raum","308","0.0540086612829557","0.0478514466213537","0.0601658759445577"
"Selbstständige/ManagerInnen","1989","kein Migrationshintergrund","Laendlicher Raum","127","0.0718383833932957","0.0592796698030688","0.0843970969835225"
"Selbstständige/ManagerInnen","1989","direkter Migrationshintergrund","Staedtischer Raum","69","0.0344860552149083","0.0269679768383944","0.0420041335914223"
"Selbstständige/ManagerInnen","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1989","kein Migrationshintergrund","Staedtischer Raum","516","0.087684768295932","0.0799802844171789","0.0953892521746851"
"In Ausbildung","1989","kein Migrationshintergrund","Laendlicher Raum","149","0.0771029656669384","0.0641291642762827","0.0900767670575941"
"In Ausbildung","1989","direkter Migrationshintergrund","Staedtischer Raum","128","0.0471424424038342","0.0384101987529512","0.0558746860547172"
"In Ausbildung","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1989","indirekter Migrationshintergrund","Staedtischer Raum","106","0.407531656206331","0.343183318579278","0.471879993833383"
"In Ausbildung","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1989","kein Migrationshintergrund","Staedtischer Raum","941","0.241498800907946","0.229840248380933","0.253157353434959"
"In Rente oder Pension","1989","kein Migrationshintergrund","Laendlicher Raum","311","0.256402808555382","0.235166191394557","0.277639425716206"
"In Rente oder Pension","1989","direkter Migrationshintergrund","Staedtischer Raum","161","0.157765995689112","0.142747414688226","0.172784576689999"
"In Rente oder Pension","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Rente oder Pension","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1989","kein Migrationshintergrund","Staedtischer Raum","129","0.0234455623985968","0.019323756230007","0.0275673685671867"
"Arbeitslose","1989","kein Migrationshintergrund","Laendlicher Raum","61","0.0360743534718141","0.0270050042622309","0.0451437026813973"
"Arbeitslose","1989","direkter Migrationshintergrund","Staedtischer Raum","107","0.0457814785379414","0.0371700610985545","0.0543928959773283"
"Arbeitslose","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Arbeitslose","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1989","kein Migrationshintergrund","Staedtischer Raum","726","0.125690414696651","0.116660311615271","0.134720517778031"
"Sonstige Nichterwerbspersonen","1989","kein Migrationshintergrund","Laendlicher Raum","226","0.130446757362656","0.114066534285147","0.146826980440165"
"Sonstige Nichterwerbspersonen","1989","direkter Migrationshintergrund","Staedtischer Raum","466","0.183611045924294","0.167659463352579","0.199562628496009"
"Sonstige Nichterwerbspersonen","1989","direkter Migrationshintergrund","Laendlicher Raum","57","0.189301054140101","0.146379106324292","0.232223001955909"
"Sonstige Nichterwerbspersonen","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1989","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1989","kein Migrationshintergrund","Staedtischer Raum","275","0.0481786788583667","0.0423453808183201","0.0540119768984132"
"Beamte","1989","kein Migrationshintergrund","Laendlicher Raum","99","0.0571642754116155","0.0458731964395811","0.0684553543836499"
"Beamte","1989","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1989","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1989","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
