"beruf","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","West","738","0.13572050590137","0.12580373253825","0.145637279264491"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","West","1298","0.206205846438726","0.196211494029216","0.216200198848236"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1984","66 und älter","West","105","0.0740027015223753","0.0595771815887202","0.0884282214560304"
"Sonstige Nichterwerbspersonen","1984","66 und älter","Ost","","","",""
"Beamte","1984","16-34 J.","West","179","0.0497226534654847","0.0434287093103954","0.0560165976205741"
"Beamte","1984","16-34 J.","Ost","","","",""
"Beamte","1984","35-65 J.","West","313","0.0596349558581171","0.0537850495122088","0.0654848622040254"
"Beamte","1984","35-65 J.","Ost","","","",""
"Beamte","1984","66 und älter","West","","","",""
"Beamte","1984","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","West","881","0.175296777140377","0.163741258498938","0.186852295781817"
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1985","35-65 J.","West","1462","0.188880764368617","0.178757632386719","0.199003896350515"
"Angestellte, einfache Tätigkeiten","1985","35-65 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1985","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1985","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","16-34 J.","West","1073","0.293338446239176","0.279501385208869","0.307175507269482"
"Angestellte, qualifizierte Tätigkeiten","1985","16-34 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","35-65 J.","West","1544","0.28259968293762","0.27095452722254","0.294244838652699"
"Angestellte, qualifizierte Tätigkeiten","1985","35-65 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1985","16-34 J.","West","151","0.0371445496377484","0.0313970132968168","0.04289208597868"
"Selbstständige/ManagerInnen","1985","16-34 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1985","35-65 J.","West","429","0.0848467171390155","0.0776399062583483","0.0920535280196827"
"Selbstständige/ManagerInnen","1985","35-65 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1985","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1985","66 und älter","Ost","","","",""
"In Ausbildung","1985","16-34 J.","West","1084","0.282012852553587","0.268337251701604","0.295688453405571"
"In Ausbildung","1985","16-34 J.","Ost","","","",""
"In Ausbildung","1985","35-65 J.","West","","","",""
"In Ausbildung","1985","35-65 J.","Ost","","","",""
"In Ausbildung","1985","66 und älter","West","","","",""
"In Ausbildung","1985","66 und älter","Ost","","","",""
"In Rente oder Pension","1985","16-34 J.","West","","","",""
"In Rente oder Pension","1985","16-34 J.","Ost","","","",""
"In Rente oder Pension","1985","35-65 J.","West","612","0.148110848202718","0.138924060903003","0.157297635502433"
"In Rente oder Pension","1985","35-65 J.","Ost","","","",""
"In Rente oder Pension","1985","66 und älter","West","974","0.90067611023727","0.883025020771805","0.918327199702736"
"In Rente oder Pension","1985","66 und älter","Ost","","","",""
"Arbeitslose","1985","16-34 J.","West","243","0.056495725639954","0.0494790183079499","0.0635124329719581"
"Arbeitslose","1985","16-34 J.","Ost","","","",""
"Arbeitslose","1985","35-65 J.","West","260","0.0415609264847342","0.0363990982552622","0.0467227547142061"
"Arbeitslose","1985","35-65 J.","Ost","","","",""
"Arbeitslose","1985","66 und älter","West","","","",""
"Arbeitslose","1985","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1985","16-34 J.","West","570","0.108520930890627","0.0990680113466521","0.117973850434603"
"Sonstige Nichterwerbspersonen","1985","16-34 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1985","35-65 J.","West","1109","0.187968643129996","0.177864306974301","0.198072979285691"
"Sonstige Nichterwerbspersonen","1985","35-65 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1985","66 und älter","West","85","0.0658252325025741","0.0511909780519203","0.080459486953228"
"Sonstige Nichterwerbspersonen","1985","66 und älter","Ost","","","",""
"Beamte","1985","16-34 J.","West","151","0.0461818102643375","0.0398032610994024","0.0525603594292725"
"Beamte","1985","16-34 J.","Ost","","","",""
"Beamte","1985","35-65 J.","West","315","0.0638873532138088","0.0575625038403976","0.07021220258722"
"Beamte","1985","35-65 J.","Ost","","","",""
"Beamte","1985","66 und älter","West","","","",""
"Beamte","1985","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1986","16-34 J.","West","861","0.175019274156647","0.163348247885596","0.186690300427697"
"Angestellte, einfache Tätigkeiten","1986","16-34 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1986","35-65 J.","West","1397","0.183902790243654","0.17362884258372","0.194176737903587"
"Angestellte, einfache Tätigkeiten","1986","35-65 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1986","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1986","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","16-34 J.","West","1088","0.308729910341444","0.294540725615682","0.322919095067207"
"Angestellte, qualifizierte Tätigkeiten","1986","16-34 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","35-65 J.","West","1430","0.283274351522126","0.271324779717578","0.295223923326674"
"Angestellte, qualifizierte Tätigkeiten","1986","35-65 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1986","16-34 J.","West","141","0.0355799076166534","0.0298903337615657","0.0412694814717411"
"Selbstständige/ManagerInnen","1986","16-34 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1986","35-65 J.","West","433","0.0890536787001491","0.0815002424449375","0.0966071149553607"
"Selbstständige/ManagerInnen","1986","35-65 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1986","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1986","66 und älter","Ost","","","",""
"In Ausbildung","1986","16-34 J.","West","1076","0.269483892255807","0.25585609981776","0.283111684693854"
"In Ausbildung","1986","16-34 J.","Ost","","","",""
"In Ausbildung","1986","35-65 J.","West","","","",""
"In Ausbildung","1986","35-65 J.","Ost","","","",""
"In Ausbildung","1986","66 und älter","West","","","",""
"In Ausbildung","1986","66 und älter","Ost","","","",""
"In Rente oder Pension","1986","16-34 J.","West","","","",""
"In Rente oder Pension","1986","16-34 J.","Ost","","","",""
"In Rente oder Pension","1986","35-65 J.","West","580","0.148092781894847","0.138673119499403","0.157512444290291"
"In Rente oder Pension","1986","35-65 J.","Ost","","","",""
"In Rente oder Pension","1986","66 und älter","West","925","0.910360571991482","0.892923441536892","0.927797702446072"
"In Rente oder Pension","1986","66 und älter","Ost","","","",""
"Arbeitslose","1986","16-34 J.","West","223","0.0502590134877199","0.0435485305487311","0.0569694964267088"
"Arbeitslose","1986","16-34 J.","Ost","","","",""
"Arbeitslose","1986","35-65 J.","West","238","0.0404472564758559","0.0352226786445127","0.0456718343071991"
"Arbeitslose","1986","35-65 J.","Ost","","","",""
"Arbeitslose","1986","66 und älter","West","","","",""
"Arbeitslose","1986","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1986","16-34 J.","West","528","0.111931170096517","0.10224743185098","0.121614908342054"
"Sonstige Nichterwerbspersonen","1986","16-34 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1986","35-65 J.","West","1067","0.188794057686815","0.178415620405763","0.199172494967866"
"Sonstige Nichterwerbspersonen","1986","35-65 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1986","66 und älter","West","76","0.0621555193138033","0.0474180124114788","0.0768930262161278"
"Sonstige Nichterwerbspersonen","1986","66 und älter","Ost","","","",""
"Beamte","1986","16-34 J.","West","146","0.0467049958621119","0.0402240329846141","0.0531859587396097"
"Beamte","1986","16-34 J.","Ost","","","",""
"Beamte","1986","35-65 J.","West","301","0.0630071221941108","0.0565634237183602","0.0694508206698614"
"Beamte","1986","35-65 J.","Ost","","","",""
"Beamte","1986","66 und älter","West","","","",""
"Beamte","1986","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","West","893","0.18945486488601","0.177342678728375","0.201567051043644"
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","West","1380","0.193506477507799","0.182911866945269","0.204101088070329"
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1987","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1987","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","West","1060","0.317301473757608","0.302915754462749","0.331687193052467"
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","West","1429","0.290402019434648","0.278227752959848","0.302576285909448"
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1987","16-34 J.","West","131","0.0352235910402243","0.0295257384778038","0.0409214436026448"
"Selbstständige/ManagerInnen","1987","16-34 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1987","35-65 J.","West","424","0.0886826943255083","0.0810585510276523","0.0963068376233644"
"Selbstständige/ManagerInnen","1987","35-65 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1987","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1987","66 und älter","Ost","","","",""
"In Ausbildung","1987","16-34 J.","West","1064","0.246185429385486","0.232870327589133","0.259500531181839"
"In Ausbildung","1987","16-34 J.","Ost","","","",""
"In Ausbildung","1987","35-65 J.","West","","","",""
"In Ausbildung","1987","35-65 J.","Ost","","","",""
"In Ausbildung","1987","66 und älter","West","","","",""
"In Ausbildung","1987","66 und älter","Ost","","","",""
"In Rente oder Pension","1987","16-34 J.","West","","","",""
"In Rente oder Pension","1987","16-34 J.","Ost","","","",""
"In Rente oder Pension","1987","35-65 J.","West","526","0.133080975484772","0.123971695378314","0.14219025559123"
"In Rente oder Pension","1987","35-65 J.","Ost","","","",""
"In Rente oder Pension","1987","66 und älter","West","955","0.908857613416533","0.891596429191059","0.926118797642008"
"In Rente oder Pension","1987","66 und älter","Ost","","","",""
"Arbeitslose","1987","16-34 J.","West","202","0.0460756173665341","0.0395956381818699","0.0525555965511983"
"Arbeitslose","1987","16-34 J.","Ost","","","",""
"Arbeitslose","1987","35-65 J.","West","269","0.0446287506657153","0.0390910401331808","0.0501664611982498"
"Arbeitslose","1987","35-65 J.","Ost","","","",""
"Arbeitslose","1987","66 und älter","West","","","",""
"Arbeitslose","1987","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1987","16-34 J.","West","525","0.118295388983815","0.108313183195953","0.128277594771677"
"Sonstige Nichterwerbspersonen","1987","16-34 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1987","35-65 J.","West","993","0.179672377082458","0.169376315612667","0.18996843855225"
"Sonstige Nichterwerbspersonen","1987","35-65 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1987","66 und älter","West","75","0.061102310453206","0.0467374829219367","0.0754671379844753"
"Sonstige Nichterwerbspersonen","1987","66 und älter","Ost","","","",""
"Beamte","1987","16-34 J.","West","140","0.0461662025318073","0.0396801646008002","0.0526522404628145"
"Beamte","1987","16-34 J.","Ost","","","",""
"Beamte","1987","35-65 J.","West","303","0.065404436291346","0.0587738449358256","0.0720350276468665"
"Beamte","1987","35-65 J.","Ost","","","",""
"Beamte","1987","66 und älter","West","","","",""
"Beamte","1987","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1988","16-34 J.","West","821","0.167332425962405","0.155523198553835","0.179141653370975"
"Angestellte, einfache Tätigkeiten","1988","16-34 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1988","35-65 J.","West","1263","0.188684177288799","0.177923943712253","0.199444410865345"
"Angestellte, einfache Tätigkeiten","1988","35-65 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1988","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1988","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","16-34 J.","West","1044","0.334363023314677","0.319437710324328","0.349288336305026"
"Angestellte, qualifizierte Tätigkeiten","1988","16-34 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","35-65 J.","West","1415","0.303872348799632","0.29122355774726","0.316521139852003"
"Angestellte, qualifizierte Tätigkeiten","1988","35-65 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1988","16-34 J.","West","120","0.036227639960056","0.0303160696291888","0.0421392102909233"
"Selbstständige/ManagerInnen","1988","16-34 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1988","35-65 J.","West","406","0.087711212175746","0.079931693821031","0.095490730530461"
"Selbstständige/ManagerInnen","1988","35-65 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1988","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1988","66 und älter","Ost","","","",""
"In Ausbildung","1988","16-34 J.","West","978","0.243526489896937","0.229947559172823","0.257105420621051"
"In Ausbildung","1988","16-34 J.","Ost","","","",""
"In Ausbildung","1988","35-65 J.","West","","","",""
"In Ausbildung","1988","35-65 J.","Ost","","","",""
"In Ausbildung","1988","66 und älter","West","","","",""
"In Ausbildung","1988","66 und älter","Ost","","","",""
"In Rente oder Pension","1988","16-34 J.","West","","","",""
"In Rente oder Pension","1988","16-34 J.","Ost","","","",""
"In Rente oder Pension","1988","35-65 J.","West","502","0.129353059731438","0.1201237679421","0.138582351520775"
"In Rente oder Pension","1988","35-65 J.","Ost","","","",""
"In Rente oder Pension","1988","66 und älter","West","940","0.920921949112187","0.90448136261926","0.937362535605114"
"In Rente oder Pension","1988","66 und älter","Ost","","","",""
"Arbeitslose","1988","16-34 J.","West","191","0.0449083851699913","0.0383562651916983","0.0514605051482843"
"Arbeitslose","1988","16-34 J.","Ost","","","",""
"Arbeitslose","1988","35-65 J.","West","265","0.0479258346629927","0.0420512222646587","0.0538004470613267"
"Arbeitslose","1988","35-65 J.","Ost","","","",""
"Arbeitslose","1988","66 und älter","West","","","",""
"Arbeitslose","1988","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1988","16-34 J.","West","539","0.12473061330969","0.114277323184157","0.135183903435223"
"Sonstige Nichterwerbspersonen","1988","16-34 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1988","35-65 J.","West","939","0.172858571738738","0.162459505812517","0.18325763766496"
"Sonstige Nichterwerbspersonen","1988","35-65 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1988","66 und älter","West","58","0.0473154902634416","0.0343808563863362","0.0602501241405469"
"Sonstige Nichterwerbspersonen","1988","66 und älter","Ost","","","",""
"Beamte","1988","16-34 J.","West","136","0.0468443754784448","0.0401593011555952","0.0535294498012945"
"Beamte","1988","16-34 J.","Ost","","","",""
"Beamte","1988","35-65 J.","West","274","0.0647618099096414","0.0579935100729882","0.0715301097462946"
"Beamte","1988","35-65 J.","Ost","","","",""
"Beamte","1988","66 und älter","West","","","",""
"Beamte","1988","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1989","16-34 J.","West","865","0.185336708253271","0.172905063097126","0.197768353409416"
"Angestellte, einfache Tätigkeiten","1989","16-34 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1989","35-65 J.","West","1294","0.193961057915937","0.182867433349034","0.205054682482839"
"Angestellte, einfache Tätigkeiten","1989","35-65 J.","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1989","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1989","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","16-34 J.","West","1083","0.345662661865883","0.330447173535454","0.360878150196312"
"Angestellte, qualifizierte Tätigkeiten","1989","16-34 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","35-65 J.","West","1293","0.29874527286036","0.285903452159246","0.311587093561474"
"Angestellte, qualifizierte Tätigkeiten","1989","35-65 J.","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1989","16-34 J.","West","116","0.0344215704596651","0.0285888934597231","0.0402542474596072"
"Selbstständige/ManagerInnen","1989","16-34 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1989","35-65 J.","West","387","0.0852842999139184","0.0774479144373021","0.0931206853905347"
"Selbstständige/ManagerInnen","1989","35-65 J.","Ost","","","",""
"Selbstständige/ManagerInnen","1989","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1989","66 und älter","Ost","","","",""
"In Ausbildung","1989","16-34 J.","West","910","0.247189860238244","0.233388659751064","0.260991060725423"
"In Ausbildung","1989","16-34 J.","Ost","","","",""
"In Ausbildung","1989","35-65 J.","West","","","",""
"In Ausbildung","1989","35-65 J.","Ost","","","",""
"In Ausbildung","1989","66 und älter","West","","","",""
"In Ausbildung","1989","66 und älter","Ost","","","",""
"In Rente oder Pension","1989","16-34 J.","West","","","",""
"In Rente oder Pension","1989","16-34 J.","Ost","","","",""
"In Rente oder Pension","1989","35-65 J.","West","496","0.132101318284807","0.122601259991418","0.141601376578197"
"In Rente oder Pension","1989","35-65 J.","Ost","","","",""
"In Rente oder Pension","1989","66 und älter","West","932","0.937498317066741","0.922562340898069","0.952434293235413"
"In Rente oder Pension","1989","66 und älter","Ost","","","",""
"Arbeitslose","1989","16-34 J.","West","135","0.0322704518606202","0.0266166793100042","0.0379242244112361"
"Arbeitslose","1989","16-34 J.","Ost","","","",""
"Arbeitslose","1989","35-65 J.","West","189","0.0374618217246661","0.0321340990704791","0.042789544378853"
"Arbeitslose","1989","35-65 J.","Ost","","","",""
"Arbeitslose","1989","66 und älter","West","","","",""
"Arbeitslose","1989","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1989","16-34 J.","West","509","0.111702477600868","0.101624591696649","0.121780363505087"
"Sonstige Nichterwerbspersonen","1989","16-34 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1989","35-65 J.","West","949","0.183833282278619","0.172965530984337","0.194701033572902"
"Sonstige Nichterwerbspersonen","1989","35-65 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1989","66 und älter","West","40","0.0316399229459795","0.0208395524285521","0.0424402934634068"
"Sonstige Nichterwerbspersonen","1989","66 und älter","Ost","","","",""
"Beamte","1989","16-34 J.","West","125","0.0412957813567236","0.0349299669620731","0.0476615957513742"
"Beamte","1989","16-34 J.","Ost","","","",""
"Beamte","1989","35-65 J.","West","259","0.0654778319325036","0.0585375017963687","0.0724181620686386"
"Beamte","1989","35-65 J.","Ost","","","",""
"Beamte","1989","66 und älter","West","","","",""
"Beamte","1989","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1990","16-34 J.","West","800","0.177005508112153","0.164587656618891","0.189423359605416"
"Angestellte, einfache Tätigkeiten","1990","16-34 J.","Ost","259","0.153570274235105","0.136350554415433","0.170789994054776"
"Angestellte, einfache Tätigkeiten","1990","35-65 J.","West","1212","0.190899546163111","0.179745354566145","0.202053737760076"
"Angestellte, einfache Tätigkeiten","1990","35-65 J.","Ost","430","0.187506569796299","0.171537672800456","0.203475466792142"
"Angestellte, einfache Tätigkeiten","1990","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1990","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1990","16-34 J.","West","1105","0.349739771381403","0.334224094953314","0.365255447809491"
"Angestellte, qualifizierte Tätigkeiten","1990","16-34 J.","Ost","965","0.572578699155745","0.548950929839766","0.596206468471723"
"Angestellte, qualifizierte Tätigkeiten","1990","35-65 J.","West","1359","0.320503326014528","0.307258557637082","0.333748094391975"
"Angestellte, qualifizierte Tätigkeiten","1990","35-65 J.","Ost","1414","0.592512046418516","0.572408960652338","0.612615132184694"
"Angestellte, qualifizierte Tätigkeiten","1990","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1990","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1990","16-34 J.","West","123","0.0383367885402737","0.0320897530564639","0.0445838240240834"
"Selbstständige/ManagerInnen","1990","16-34 J.","Ost","36","0.0213300496487179","0.0144293820617064","0.0282307172357295"
"Selbstständige/ManagerInnen","1990","35-65 J.","West","370","0.0830648662390577","0.0752321494891694","0.0908975829889459"
"Selbstständige/ManagerInnen","1990","35-65 J.","Ost","143","0.0631567958011036","0.0532050277398804","0.0731085638623269"
"Selbstständige/ManagerInnen","1990","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1990","66 und älter","Ost","","","",""
"In Ausbildung","1990","16-34 J.","West","843","0.23874273136635","0.224872445492748","0.252613017239952"
"In Ausbildung","1990","16-34 J.","Ost","267","0.152123422403132","0.134970370165408","0.169276474640856"
"In Ausbildung","1990","35-65 J.","West","","","",""
"In Ausbildung","1990","35-65 J.","Ost","","","",""
"In Ausbildung","1990","66 und älter","West","","","",""
"In Ausbildung","1990","66 und älter","Ost","","","",""
"In Rente oder Pension","1990","16-34 J.","West","","","",""
"In Rente oder Pension","1990","16-34 J.","Ost","","","",""
"In Rente oder Pension","1990","35-65 J.","West","488","0.126155818593451","0.116732474011718","0.135579163175185"
"In Rente oder Pension","1990","35-65 J.","Ost","231","0.124245443390665","0.110749968110033","0.137740918671296"
"In Rente oder Pension","1990","66 und älter","West","978","0.951434320257858","0.938370037730909","0.964498602784806"
"In Rente oder Pension","1990","66 und älter","Ost","401","0.964149690332299","0.94636926545552","0.981930115209077"
"Arbeitslose","1990","16-34 J.","West","124","0.0307542799696023","0.0251370224446898","0.0363715374945148"
"Arbeitslose","1990","16-34 J.","Ost","","","",""
"Arbeitslose","1990","35-65 J.","West","192","0.0356184003990469","0.030358275052168","0.0408785257459258"
"Arbeitslose","1990","35-65 J.","Ost","","","",""
"Arbeitslose","1990","66 und älter","West","","","",""
"Arbeitslose","1990","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1990","16-34 J.","West","499","0.118559095758633","0.108041447409599","0.129076744107668"
"Sonstige Nichterwerbspersonen","1990","16-34 J.","Ost","154","0.0986498238150198","0.0844077911212009","0.112891856508839"
"Sonstige Nichterwerbspersonen","1990","35-65 J.","West","873","0.171977728570434","0.161267677463694","0.182687779677174"
"Sonstige Nichterwerbspersonen","1990","35-65 J.","Ost","76","0.031925411150375","0.0247329188475326","0.0391179034532174"
"Sonstige Nichterwerbspersonen","1990","66 und älter","West","33","0.0258445983761589","0.0162011927052298","0.0354880040470879"
"Sonstige Nichterwerbspersonen","1990","66 und älter","Ost","","","",""
"Beamte","1990","16-34 J.","West","125","0.0440861767819645","0.0374071190599633","0.0507652345039657"
"Beamte","1990","16-34 J.","Ost","","","",""
"Beamte","1990","35-65 J.","West","252","0.0656308667680107","0.0586026080282725","0.072659125507749"
"Beamte","1990","35-65 J.","Ost","","","",""
"Beamte","1990","66 und älter","West","","","",""
"Beamte","1990","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","West","824","0.19068970916054","0.177901337626696","0.203478080694383"
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","Ost","296","0.191621369019627","0.171802851896174","0.21143988614308"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","West","1311","0.210315699439216","0.198718894582556","0.221912504295877"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","Ost","420","0.17936197855814","0.163434975365799","0.19528898175048"
"Angestellte, einfache Tätigkeiten","1991","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1991","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","West","1079","0.345042581765992","0.329567356995681","0.360517806536302"
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","Ost","674","0.450264268129554","0.425211685706892","0.475316850552216"
