"beruf","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","305","0.161221391026962","0.141307897908867","0.181134884145057"
"Sonstige Nichterwerbspersonen","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1398","0.183520426049604","0.174627860034537","0.19241299206467"
"Sonstige Nichterwerbspersonen","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","261","0.131443731992563","0.116190519033506","0.14669694495162"
"Sonstige Nichterwerbspersonen","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","107","0.114456368192108","0.0932525482444781","0.135660188139738"
"Sonstige Nichterwerbspersonen","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","52","0.0582010264429559","0.0418853803005786","0.0745166725853331"
"Sonstige Nichterwerbspersonen","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","129","0.0195502883354786","0.0163697438350627","0.0227308328358944"
"Beamte","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","118","0.05958746753918","0.0489011252194001","0.07027380985896"
"Beamte","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","37","0.0554367909791482","0.0401961336256908","0.0706774483326057"
"Beamte","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","207","0.258765688695795","0.22824523737247","0.28928614001912"
"Beamte","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","424","0.227813604132561","0.203083960812898","0.252543247452225"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1612","0.190684194565516","0.181107541014433","0.200260848116598"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","170","0.0857963343223199","0.072915440079054","0.0986772285655858"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","117","0.0948233411466714","0.0743418714051898","0.115304810888153"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","81","0.0439248606830494","0.0318420447082887","0.05600767665781"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1505","0.217619838479637","0.207560820745849","0.227678856213425"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","581","0.307568672972974","0.286343581412666","0.328793764533282"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","167","0.214158550902962","0.185479023288388","0.242838078517536"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","276","0.34865510478433","0.314685482780655","0.382624726788005"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","318","0.0500972842712787","0.0447793364269101","0.0554152321156472"
"Selbstständige/ManagerInnen","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","117","0.063518368820604","0.0523010395329714","0.0747356981082366"
"Selbstständige/ManagerInnen","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","48","0.061470222354056","0.0446785775774745","0.0782618671306375"
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","99","0.127539353649416","0.103760975882195","0.151317731416636"
"Selbstständige/ManagerInnen","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","200","0.438958464800368","0.409698340057391","0.468218589543346"
"In Ausbildung","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","277","0.0329609115398724","0.0286086093830646","0.0373132136966801"
"In Ausbildung","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","318","0.158078941198416","0.141300065202747","0.174857817194084"
"In Ausbildung","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","247","0.324954055430763","0.292211357242733","0.357696753618792"
"In Ausbildung","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","45","0.0669695362300284","0.0522310286326091","0.0817080438274478"
"In Rente oder Pension","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1187","0.281333976383329","0.270372423939194","0.292295528827464"
"In Rente oder Pension","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","231","0.181839489404008","0.164099492996987","0.199579485811029"
"In Rente oder Pension","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","54","0.115958982151219","0.0935756250588741","0.138342339243563"
"In Rente oder Pension","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","77","0.150988294226571","0.125466237376997","0.176510351076145"
"In Rente oder Pension","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","80","0.0657040516996973","0.0510955639560702","0.0803125394433244"
"Arbeitslose","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","319","0.0441836032165692","0.0391738628314907","0.0491933436016476"
"Arbeitslose","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","54","0.0259934877136209","0.0186753028323947","0.033311672594847"
"Arbeitslose","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","36","0.0407729051420327","0.0269473249620412","0.0545984853220242"
"Arbeitslose","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","255","0.149726129397096","0.128688579093686","0.170763679700506"
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1122","0.16254215317139","0.153547966448033","0.171536339894747"
"Sonstige Nichterwerbspersonen","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","228","0.116253151425548","0.101511149101071","0.130995153750025"
"Sonstige Nichterwerbspersonen","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","77","0.0847221168755225","0.0652545488307348","0.10418968492031"
"Sonstige Nichterwerbspersonen","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","51","0.0547944424338343","0.0385719125607583","0.0710169723069103"
"Sonstige Nichterwerbspersonen","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","124","0.0205780383724082","0.0171171760527113","0.024038900692105"
"Beamte","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","117","0.0609515541425096","0.0499481627813973","0.0719549455036218"
"Beamte","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","40","0.0631398259967746","0.0461368125968985","0.0801428393966508"
"Beamte","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","185","0.241309162035782","0.210808692942671","0.271809631128893"
"Beamte","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","398","0.254854965279089","0.228370062873496","0.281339867684682"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1556","0.189435035682726","0.179609605999165","0.199260465366286"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","174","0.0863990565116096","0.0733435752231664","0.0994545378000527"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","110","0.0798956326319294","0.0612583374271042","0.0985329278367546"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","71","0.05196207582552","0.0384728345464099","0.06545131710463"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1421","0.223723206674993","0.213273807851508","0.234172605498478"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","561","0.300810157513851","0.279499153016411","0.322121162011292"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","192","0.234906287450216","0.205765085855187","0.264047489045245"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","263","0.344130499925842","0.310107117825288","0.378153882026395"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","300","0.0493658410400733","0.0439339948484243","0.0547976872317223"
"Selbstständige/ManagerInnen","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","118","0.0649500424871012","0.0534984141605167","0.0764016708136857"
"Selbstständige/ManagerInnen","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","44","0.0537100810838873","0.0382132525076868","0.0692069096600878"
"Selbstständige/ManagerInnen","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","108","0.13657642715711","0.111983682161817","0.161169172152403"
"Selbstständige/ManagerInnen","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","212","0.398993450994111","0.36923201328141","0.428754888706813"
"In Ausbildung","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","279","0.0323040980254845","0.0278708120543156","0.0367373839966535"
"In Ausbildung","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","303","0.145934971573132","0.129529630066047","0.162340313080216"
"In Ausbildung","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","252","0.325154972288206","0.292955404353668","0.357354540222743"
"In Ausbildung","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","47","0.0769972968289682","0.0607952214974004","0.093199372160536"
"In Rente oder Pension","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1121","0.286975764310281","0.275633435259362","0.298318093361201"
"In Rente oder Pension","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","230","0.19453115398666","0.17613703158054","0.21292527639278"
"In Rente oder Pension","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","58","0.121885869894251","0.09939765505348","0.144374084735023"
"In Rente oder Pension","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","68","0.132234481238661","0.107975043295824","0.156493919181498"
"In Rente oder Pension","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","65","0.0545582663227585","0.0407550883829864","0.0683614442625305"
"Arbeitslose","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","285","0.0399945349096116","0.0350813324114584","0.0449077374077648"
"Arbeitslose","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","54","0.0250755665341106","0.0178099751208747","0.0323411579473465"
"Arbeitslose","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
