"beruf","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","1985","Westdeutschland, alte Bundeslaender","509","0.039450277801605","0.0358238515028577","0.0430767041003523"
"Arbeitslose","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1985","Westdeutschland, alte Bundeslaender","1767","0.13986024758564","0.133398863563058","0.146321631608223"
"Sonstige Nichterwerbspersonen","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1985","Westdeutschland, alte Bundeslaender","467","0.0467819541347959","0.0428480007948412","0.0507159074747507"
"Beamte","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Westdeutschland, alte Bundeslaender","2290","0.149931870855184","0.143144584613591","0.156719157096777"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Westdeutschland, alte Bundeslaender","2530","0.241770990991724","0.233630987119594","0.249910994863853"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1986","Westdeutschland, alte Bundeslaender","592","0.0576981904572686","0.0532651833542085","0.0621311975603286"
"Selbstständige/ManagerInnen","1986","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1986","Westdeutschland, alte Bundeslaender","1102","0.0930032454397192","0.0874815272659562","0.0985249636134823"
"In Ausbildung","1986","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1986","Westdeutschland, alte Bundeslaender","1529","0.234787293278129","0.226728858425627","0.24284572813063"
"In Rente oder Pension","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1986","Westdeutschland, alte Bundeslaender","461","0.0364060897551666","0.0328452177837282","0.039966961726605"
"Arbeitslose","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1986","Westdeutschland, alte Bundeslaender","1677","0.140297672332337","0.133694971766944","0.146900372897729"
"Sonstige Nichterwerbspersonen","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1986","Westdeutschland, alte Bundeslaender","447","0.0461046468904725","0.0421176579148636","0.0500916358660815"
"Beamte","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","Westdeutschland, alte Bundeslaender","2298","0.15770042060109","0.150727298356397","0.164673542845783"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","Westdeutschland, alte Bundeslaender","2507","0.246259138169264","0.238016148251231","0.254502128087297"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1987","Westdeutschland, alte Bundeslaender","578","0.0572160334956712","0.0527723560350048","0.0616597109563375"
"Selbstständige/ManagerInnen","1987","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1987","Westdeutschland, alte Bundeslaender","1092","0.085029574137781","0.0796929564480136","0.0903661918275485"
"In Ausbildung","1987","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1987","Westdeutschland, alte Bundeslaender","1502","0.232918114510981","0.224830879614413","0.24100534940755"
"In Rente oder Pension","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1987","Westdeutschland, alte Bundeslaender","474","0.0368694814213337","0.0332640798146322","0.0404748830280352"
"Arbeitslose","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1987","Westdeutschland, alte Bundeslaender","1599","0.137186772247067","0.130604253912492","0.143769290581643"
"Sonstige Nichterwerbspersonen","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1987","Westdeutschland, alte Bundeslaender","444","0.0468204654168115","0.0427785913417267","0.0508623394918963"
"Beamte","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","Westdeutschland, alte Bundeslaender","2107","0.147904952294603","0.140948706437904","0.154861198151301"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","Westdeutschland, alte Bundeslaender","2474","0.257724320997597","0.249153945267585","0.266294696727609"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1988","Westdeutschland, alte Bundeslaender","548","0.0571526869096035","0.0526040784500748","0.0617012953691322"
"Selbstständige/ManagerInnen","1988","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1988","Westdeutschland, alte Bundeslaender","998","0.0835111431654732","0.0780901937676839","0.0889320925632625"
"In Ausbildung","1988","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1988","Westdeutschland, alte Bundeslaender","1471","0.235939813182666","0.227620184465915","0.244259441899416"
"In Rente oder Pension","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1988","Westdeutschland, alte Bundeslaender","457","0.0381961104396849","0.0344403975968351","0.0419518232825347"
"Arbeitslose","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1988","Westdeutschland, alte Bundeslaender","1540","0.133042631473138","0.126387849542133","0.139697413404143"
"Sonstige Nichterwerbspersonen","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1988","Westdeutschland, alte Bundeslaender","410","0.0465283415372354","0.042401172800607","0.0506555102738638"
"Beamte","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1989","Westdeutschland, alte Bundeslaender","2181","0.156346269507766","0.149115041096286","0.163577497919246"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1989","Westdeutschland, alte Bundeslaender","2388","0.260007301760604","0.25127371393503","0.268740889586177"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1989","Westdeutschland, alte Bundeslaender","523","0.0553110110022696","0.050759700894416","0.0598623211101233"
"Selbstständige/ManagerInnen","1989","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1989","Westdeutschland, alte Bundeslaender","931","0.0840054389768198","0.0784822951495789","0.0895285828040607"
"In Ausbildung","1989","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1989","Westdeutschland, alte Bundeslaender","1456","0.238497633157229","0.230012398287933","0.246982868026525"
"In Rente oder Pension","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1989","Westdeutschland, alte Bundeslaender","325","0.0288705965728749","0.0255366960790795","0.0322044970666704"
"Arbeitslose","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1989","Westdeutschland, alte Bundeslaender","1502","0.131845740100797","0.125109497741353","0.138581982460242"
"Sonstige Nichterwerbspersonen","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1989","Westdeutschland, alte Bundeslaender","384","0.0451160089216395","0.0409833758619134","0.0492486419813655"
"Beamte","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","Westdeutschland, alte Bundeslaender","2029","0.15198903057674","0.144768242557699","0.159209818595782"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","Ostdeutschland, neue Bundeslaender","695","0.147524746320703","0.137078346142001","0.157971146499404"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","Westdeutschland, alte Bundeslaender","2476","0.272373810146529","0.263419862055338","0.28132775823772"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","Ostdeutschland, neue Bundeslaender","2396","0.495138465184471","0.480410498106105","0.509866432262836"
"Selbstständige/ManagerInnen","1990","Westdeutschland, alte Bundeslaender","512","0.0563164252808978","0.0516797308479407","0.060953119713855"
"Selbstständige/ManagerInnen","1990","Ostdeutschland, neue Bundeslaender","184","0.039709522278184","0.0339572163885614","0.0454618281678066"
"In Ausbildung","1990","Westdeutschland, alte Bundeslaender","876","0.0815862307522577","0.0760806217442147","0.0870918397603007"
"In Ausbildung","1990","Ostdeutschland, neue Bundeslaender","271","0.0538340398298708","0.0471858184053311","0.0604822612544106"
"In Rente oder Pension","1990","Westdeutschland, alte Bundeslaender","1499","0.234809076567234","0.226283572159397","0.24333458097507"
"In Rente oder Pension","1990","Ostdeutschland, neue Bundeslaender","651","0.21384015309562","0.201762198640128","0.225918107551113"
"Arbeitslose","1990","Westdeutschland, alte Bundeslaender","318","0.0279320700973268","0.0246178785348348","0.0312462616598187"
"Arbeitslose","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1990","Westdeutschland, alte Bundeslaender","1409","0.127978564209709","0.121259482303823","0.134697646115595"
"Sonstige Nichterwerbspersonen","1990","Ostdeutschland, neue Bundeslaender","230","0.0499530732911515","0.0435358527483183","0.0563702938339848"
"Beamte","1990","Westdeutschland, alte Bundeslaender","377","0.0470147923693055","0.0427574548805806","0.0512721298580304"
"Beamte","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","Westdeutschland, alte Bundeslaender","2153","0.164939758756931","0.157468986399748","0.172410531114115"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","Ostdeutschland, neue Bundeslaender","717","0.154566598363182","0.143580305889262","0.165552890837102"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","Westdeutschland, alte Bundeslaender","2422","0.26472707050499","0.255845957673668","0.273608183336312"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","Ostdeutschland, neue Bundeslaender","1775","0.390103350592002","0.375279139355044","0.40492756182896"
"Selbstständige/ManagerInnen","1991","Westdeutschland, alte Bundeslaender","517","0.0576733412344691","0.0529805393784494","0.0623661430904888"
"Selbstständige/ManagerInnen","1991","Ostdeutschland, neue Bundeslaender","181","0.040263400579086","0.0342891300414031","0.0462376711167688"
"In Ausbildung","1991","Westdeutschland, alte Bundeslaender","893","0.0801244363146826","0.0746594263646984","0.0855894462646668"
"In Ausbildung","1991","Ostdeutschland, neue Bundeslaender","253","0.0487125556882739","0.042170262982041","0.0552548483945067"
"In Rente oder Pension","1991","Westdeutschland, alte Bundeslaender","1511","0.241424459292292","0.232809881965139","0.250039036619445"
"In Rente oder Pension","1991","Ostdeutschland, neue Bundeslaender","670","0.230088258202127","0.217296762460894","0.242879753943361"
"Arbeitslose","1991","Westdeutschland, alte Bundeslaender","279","0.0238484389555809","0.0207770662019747","0.0269198117091871"
"Arbeitslose","1991","Ostdeutschland, neue Bundeslaender","334","0.0776213913762521","0.0694893617214065","0.0857534210310977"
"Sonstige Nichterwerbspersonen","1991","Westdeutschland, alte Bundeslaender","1327","0.120872293417047","0.114310337819867","0.127434249014226"
"Sonstige Nichterwerbspersonen","1991","Ostdeutschland, neue Bundeslaender","196","0.0523590264654148","0.0455892967844923","0.0591287561463373"
"Beamte","1991","Westdeutschland, alte Bundeslaender","378","0.0463902015240083","0.0421562838969694","0.0506241191510472"
"Beamte","1991","Ostdeutschland, neue Bundeslaender","33","0.00628541873366213","0.00388353727355337","0.00868730019377089"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","Westdeutschland, alte Bundeslaender","2025","0.156031230089891","0.148691429699375","0.163371030480408"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","Ostdeutschland, neue Bundeslaender","587","0.131335796071643","0.120852736969068","0.141818855174219"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","Westdeutschland, alte Bundeslaender","2439","0.267712384120904","0.25875687314408","0.276667895097728"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","Ostdeutschland, neue Bundeslaender","1481","0.331709377358552","0.317096623318666","0.346322131398437"
"Selbstständige/ManagerInnen","1992","Westdeutschland, alte Bundeslaender","515","0.0587171243042684","0.0539620450192841","0.0634722035892527"
"Selbstständige/ManagerInnen","1992","Ostdeutschland, neue Bundeslaender","182","0.0419225505327926","0.0357024891044637","0.0481426119611216"
"In Ausbildung","1992","Westdeutschland, alte Bundeslaender","876","0.0784530765027347","0.0730145780269557","0.0838915749785137"
"In Ausbildung","1992","Ostdeutschland, neue Bundeslaender","322","0.063233079512142","0.0556794017184175","0.0707867573058664"
"In Rente oder Pension","1992","Westdeutschland, alte Bundeslaender","1529","0.243107462420935","0.234431222524516","0.251783702317354"
"In Rente oder Pension","1992","Ostdeutschland, neue Bundeslaender","773","0.275068638924478","0.261209396244136","0.288927881604821"
"Arbeitslose","1992","Westdeutschland, alte Bundeslaender","334","0.0294843621162459","0.0260628945153064","0.0329058297171855"
"Arbeitslose","1992","Ostdeutschland, neue Bundeslaender","524","0.130183693338209","0.119739796267174","0.140627590409243"
"Sonstige Nichterwerbspersonen","1992","Westdeutschland, alte Bundeslaender","1316","0.123179522040665","0.116532304465187","0.129826739616143"
"Sonstige Nichterwerbspersonen","1992","Ostdeutschland, neue Bundeslaender","89","0.0204346626836819","0.0160435866496801","0.0248257387176837"
"Beamte","1992","Westdeutschland, alte Bundeslaender","356","0.0433148384043559","0.0391974848312933","0.0474321919774184"
"Beamte","1992","Ostdeutschland, neue Bundeslaender","30","0.00611220157850156","0.00369318953805613","0.00853121361894699"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","Westdeutschland, alte Bundeslaender","2043","0.164317610158164","0.156796827025673","0.171838393290655"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","Ostdeutschland, neue Bundeslaender","550","0.128151526376332","0.117573827749771","0.138729225002893"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Westdeutschland, alte Bundeslaender","2340","0.256336750981474","0.247475521514768","0.26519798044818"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Ostdeutschland, neue Bundeslaender","1315","0.301230862780614","0.286712241320094","0.315749484241135"
"Selbstständige/ManagerInnen","1993","Westdeutschland, alte Bundeslaender","521","0.0611354937053923","0.0562731174965181","0.0659978699142664"
"Selbstständige/ManagerInnen","1993","Ostdeutschland, neue Bundeslaender","194","0.0458569861133325","0.0392375913333863","0.0524763808932787"
"In Ausbildung","1993","Westdeutschland, alte Bundeslaender","829","0.0748282629614671","0.0694882243664757","0.0801683015564586"
"In Ausbildung","1993","Ostdeutschland, neue Bundeslaender","342","0.0733340883934385","0.0650846699315704","0.0815835068553066"
"In Rente oder Pension","1993","Westdeutschland, alte Bundeslaender","1550","0.242766850919821","0.234065035103894","0.251468666735749"
"In Rente oder Pension","1993","Ostdeutschland, neue Bundeslaender","790","0.284281373024277","0.270007094914128","0.298555651134426"
"Arbeitslose","1993","Westdeutschland, alte Bundeslaender","399","0.0356646541533452","0.0319007943659223","0.0394285139407681"
"Arbeitslose","1993","Ostdeutschland, neue Bundeslaender","517","0.136484401610871","0.125620510718602","0.14734829250314"
"Sonstige Nichterwerbspersonen","1993","Westdeutschland, alte Bundeslaender","1270","0.11825502098732","0.111701394620982","0.124808647353658"
"Sonstige Nichterwerbspersonen","1993","Ostdeutschland, neue Bundeslaender","91","0.0215946100148949","0.0169947894269795","0.0261944306028103"
"Beamte","1993","Westdeutschland, alte Bundeslaender","374","0.0466953561330156","0.0424132928057377","0.0509774194602935"
"Beamte","1993","Ostdeutschland, neue Bundeslaender","37","0.00906615168623928","0.00606669486852272","0.0120656085039558"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Westdeutschland, alte Bundeslaender","1818","0.152050112618453","0.14469245213302","0.159407773103886"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Ostdeutschland, neue Bundeslaender","486","0.109445245955758","0.0995019766422903","0.119388515269225"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Westdeutschland, alte Bundeslaender","2357","0.256993355726056","0.248039325139637","0.265947386312474"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Ostdeutschland, neue Bundeslaender","1324","0.312016125075915","0.297259804293477","0.326772445858353"
"Selbstständige/ManagerInnen","1994","Westdeutschland, alte Bundeslaender","519","0.0590434979534874","0.0542136652215563","0.0638733306854186"
"Selbstständige/ManagerInnen","1994","Ostdeutschland, neue Bundeslaender","185","0.0451030561128034","0.0384933572251795","0.0517127550004274"
"In Ausbildung","1994","Westdeutschland, alte Bundeslaender","745","0.068335979130229","0.0631656802394411","0.0735062780210169"
"In Ausbildung","1994","Ostdeutschland, neue Bundeslaender","339","0.0688298171812595","0.0607666943284978","0.0768929400340213"
"In Rente oder Pension","1994","Westdeutschland, alte Bundeslaender","1548","0.246851474054167","0.2380162115997","0.255686736508634"
"In Rente oder Pension","1994","Ostdeutschland, neue Bundeslaender","777","0.285690832292269","0.271303121395632","0.300078543188906"
"Arbeitslose","1994","Westdeutschland, alte Bundeslaender","517","0.0474543613381938","0.0430978159795855","0.0518109066968022"
"Arbeitslose","1994","Ostdeutschland, neue Bundeslaender","521","0.139299044716068","0.12827094587157","0.150327143560566"
"Sonstige Nichterwerbspersonen","1994","Westdeutschland, alte Bundeslaender","1261","0.119700217898509","0.113048649751586","0.126351786045431"
"Sonstige Nichterwerbspersonen","1994","Ostdeutschland, neue Bundeslaender","110","0.0286457108455162","0.0233329646196235","0.033958457071409"
"Beamte","1994","Westdeutschland, alte Bundeslaender","384","0.0495710012809053","0.0451233066466935","0.0540186959151171"
"Beamte","1994","Ostdeutschland, neue Bundeslaender","45","0.0109701678204116","0.00765266141634958","0.0142876742244735"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Westdeutschland, alte Bundeslaender","1930","0.149286938726878","0.142177024036155","0.1563968534176"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Ostdeutschland, neue Bundeslaender","558","0.132381706637877","0.121469003958489","0.143294409317264"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Westdeutschland, alte Bundeslaender","2545","0.260107721181959","0.25135540893873","0.268860033425189"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Ostdeutschland, neue Bundeslaender","1243","0.293942863391884","0.279273699234278","0.30861202754949"
"Selbstständige/ManagerInnen","1995","Westdeutschland, alte Bundeslaender","512","0.0557372910579691","0.0511602871709627","0.0603142949449755"
"Selbstständige/ManagerInnen","1995","Ostdeutschland, neue Bundeslaender","194","0.0496388688229767","0.0426451324793146","0.0566326051666387"
"In Ausbildung","1995","Westdeutschland, alte Bundeslaender","831","0.0721297752605111","0.0669684308266678","0.0772911196943544"
"In Ausbildung","1995","Ostdeutschland, neue Bundeslaender","340","0.0687411845805998","0.0605941850889528","0.0768881840722469"
"In Rente oder Pension","1995","Westdeutschland, alte Bundeslaender","1581","0.24614841312131","0.237554254205143","0.254742572037476"
"In Rente oder Pension","1995","Ostdeutschland, neue Bundeslaender","776","0.299541020851083","0.284791650148828","0.314290391553337"
"Arbeitslose","1995","Westdeutschland, alte Bundeslaender","575","0.0523091621629077","0.0478671048652812","0.0567512194605341"
"Arbeitslose","1995","Ostdeutschland, neue Bundeslaender","427","0.113549544056894","0.103333707969403","0.123765380144385"
"Sonstige Nichterwerbspersonen","1995","Westdeutschland, alte Bundeslaender","1302","0.117751698928636","0.111321255239441","0.12418214261783"
"Sonstige Nichterwerbspersonen","1995","Ostdeutschland, neue Bundeslaender","113","0.0292568864440863","0.0238303815745112","0.0346833913136615"
"Beamte","1995","Westdeutschland, alte Bundeslaender","375","0.0465289995598298","0.0423267916599887","0.0507312074596709"
"Beamte","1995","Ostdeutschland, neue Bundeslaender","54","0.0129479252146003","0.00930773474008817","0.0165881156891124"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Westdeutschland, alte Bundeslaender","1820","0.147275809720367","0.140115640595779","0.154435978844955"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Ostdeutschland, neue Bundeslaender","457","0.110366375006547","0.100263037675382","0.120469712337712"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Westdeutschland, alte Bundeslaender","2535","0.262579826898481","0.253689014116138","0.271470639680825"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Ostdeutschland, neue Bundeslaender","1266","0.302946476146017","0.288129591977955","0.317763360314079"
"Selbstständige/ManagerInnen","1996","Westdeutschland, alte Bundeslaender","531","0.060269362709201","0.0554609329983991","0.0650777924200029"
"Selbstständige/ManagerInnen","1996","Ostdeutschland, neue Bundeslaender","192","0.0480652396691675","0.0411682429637368","0.0549622363745983"
"In Ausbildung","1996","Westdeutschland, alte Bundeslaender","767","0.0683907363735799","0.0632907523169162","0.0734907204302436"
"In Ausbildung","1996","Ostdeutschland, neue Bundeslaender","361","0.073429321027839","0.0650189548987936","0.0818396871568845"
"In Rente oder Pension","1996","Westdeutschland, alte Bundeslaender","1595","0.251807379707076","0.243037488288181","0.260577271125971"
"In Rente oder Pension","1996","Ostdeutschland, neue Bundeslaender","783","0.301252090089051","0.286458752608106","0.316045427569996"
"Arbeitslose","1996","Westdeutschland, alte Bundeslaender","551","0.0536796886303072","0.0491258529646872","0.0582335242959271"
"Arbeitslose","1996","Ostdeutschland, neue Bundeslaender","446","0.11539081905198","0.105089277494515","0.125692360609444"
"Sonstige Nichterwerbspersonen","1996","Westdeutschland, alte Bundeslaender","1254","0.112764286443223","0.106373437171233","0.119155135715212"
"Sonstige Nichterwerbspersonen","1996","Ostdeutschland, neue Bundeslaender","133","0.0349501568445747","0.0290285399552777","0.0408717737338716"
"Beamte","1996","Westdeutschland, alte Bundeslaender","357","0.0432329095177649","0.0391236494712117","0.0473421695643181"
"Beamte","1996","Ostdeutschland, neue Bundeslaender","57","0.0135995221648233","0.0098650491014427","0.017333995228204"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","Westdeutschland, alte Bundeslaender","1725","0.143622812842066","0.136476623187513","0.15076900249662"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","Ostdeutschland, neue Bundeslaender","445","0.107328309385334","0.0972770256969539","0.117379593073715"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","Westdeutschland, alte Bundeslaender","2446","0.256633615322398","0.247733646010629","0.265533584634167"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","Ostdeutschland, neue Bundeslaender","1181","0.283599687221838","0.268962781935937","0.29823659250774"
"Selbstständige/ManagerInnen","1997","Westdeutschland, alte Bundeslaender","517","0.0578719900280444","0.053114044724513","0.0626299353315757"
"Selbstständige/ManagerInnen","1997","Ostdeutschland, neue Bundeslaender","203","0.0543780562861275","0.0470144744764475","0.0617416380958075"
"In Ausbildung","1997","Westdeutschland, alte Bundeslaender","768","0.0701990057499569","0.0649931663901159","0.075404845109798"
"In Ausbildung","1997","Ostdeutschland, neue Bundeslaender","376","0.0758847251133258","0.0672855110039995","0.084483939222652"
"In Rente oder Pension","1997","Westdeutschland, alte Bundeslaender","1642","0.259609381219337","0.250675895990535","0.26854286644814"
"In Rente oder Pension","1997","Ostdeutschland, neue Bundeslaender","781","0.299239353930864","0.284369294242446","0.314109413619281"
"Arbeitslose","1997","Westdeutschland, alte Bundeslaender","596","0.0576946548922128","0.0529435579029815","0.0624457518814441"
"Arbeitslose","1997","Ostdeutschland, neue Bundeslaender","448","0.125778322643053","0.115010393468451","0.136546251817655"
"Sonstige Nichterwerbspersonen","1997","Westdeutschland, alte Bundeslaender","1197","0.110885381191595","0.104487350761187","0.117283411622003"
"Sonstige Nichterwerbspersonen","1997","Ostdeutschland, neue Bundeslaender","139","0.037296984197699","0.0311437771354459","0.0434501912599521"
"Beamte","1997","Westdeutschland, alte Bundeslaender","361","0.0434831587543895","0.0393275262744264","0.0476387912343527"
"Beamte","1997","Ostdeutschland, neue Bundeslaender","70","0.0164945612217583","0.0123585922504522","0.0206305301930644"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","Westdeutschland, alte Bundeslaender","1868","0.145702149757589","0.138931942899793","0.152472356615384"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","Ostdeutschland, neue Bundeslaender","504","0.115305611640335","0.10525977170815","0.12535145157252"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","Westdeutschland, alte Bundeslaender","2748","0.255914839152803","0.247541024225867","0.26428865407974"
