"beruf","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","1984","35-65 J.","Rheinland-Pfalz,Saarland","32","0.0740198980146422","0.0491003459721014","0.098939450057183"
"Selbstständige/ManagerInnen","1984","35-65 J.","Baden-Württemberg","73","0.078857630508242","0.0635188445356096","0.0941964164808745"
"Selbstständige/ManagerInnen","1984","35-65 J.","Bayern","100","0.109579353313556","0.091035635090768","0.128123071536344"
"Selbstständige/ManagerInnen","1984","35-65 J.","Saarland","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Berlin","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Sachsen","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Thüringen","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Hamburg","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Bremen","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Hessen","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Bayern","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Saarland","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Berlin","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Sachsen","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","Thüringen","","","",""
"In Ausbildung","1984","16-34 J.","Schleswig-Holstein","33","0.23949707199416","0.16777064682981","0.31122349715851"
"In Ausbildung","1984","16-34 J.","Hamburg","","","",""
"In Ausbildung","1984","16-34 J.","Niedersachsen","152","0.358509341954175","0.313902445042918","0.403116238865432"
"In Ausbildung","1984","16-34 J.","Bremen","","","",""
"In Ausbildung","1984","16-34 J.","Nordrhein-Westfalen","339","0.275810885397957","0.251384494423704","0.30023727637221"
"In Ausbildung","1984","16-34 J.","Hessen","110","0.258561897104844","0.220561974138918","0.296561820070771"
"In Ausbildung","1984","16-34 J.","Rheinland-Pfalz,Saarland","78","0.259072956560743","0.210535760254799","0.307610152866688"
"In Ausbildung","1984","16-34 J.","Baden-Württemberg","176","0.250748753327986","0.221558389086481","0.279939117569491"
"In Ausbildung","1984","16-34 J.","Bayern","176","0.235001567034033","0.204896731618759","0.265106402449307"
"In Ausbildung","1984","16-34 J.","Saarland","","","",""
"In Ausbildung","1984","16-34 J.","Berlin","","","",""
"In Ausbildung","1984","16-34 J.","Brandenburg","","","",""
"In Ausbildung","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1984","16-34 J.","Sachsen","","","",""
"In Ausbildung","1984","16-34 J.","Sachsen-Anhalt","","","",""
"In Ausbildung","1984","16-34 J.","Thüringen","","","",""
"In Ausbildung","1984","35-65 J.","Schleswig-Holstein","","","",""
"In Ausbildung","1984","35-65 J.","Hamburg","","","",""
"In Ausbildung","1984","35-65 J.","Niedersachsen","","","",""
"In Ausbildung","1984","35-65 J.","Bremen","","","",""
"In Ausbildung","1984","35-65 J.","Nordrhein-Westfalen","","","",""
"In Ausbildung","1984","35-65 J.","Hessen","","","",""
"In Ausbildung","1984","35-65 J.","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","1984","35-65 J.","Baden-Württemberg","","","",""
"In Ausbildung","1984","35-65 J.","Bayern","","","",""
"In Ausbildung","1984","35-65 J.","Saarland","","","",""
"In Ausbildung","1984","35-65 J.","Berlin","","","",""
"In Ausbildung","1984","35-65 J.","Brandenburg","","","",""
"In Ausbildung","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1984","35-65 J.","Sachsen","","","",""
"In Ausbildung","1984","35-65 J.","Sachsen-Anhalt","","","",""
"In Ausbildung","1984","35-65 J.","Thüringen","","","",""
"In Ausbildung","1984","66 und älter","Schleswig-Holstein","","","",""
"In Ausbildung","1984","66 und älter","Hamburg","","","",""
"In Ausbildung","1984","66 und älter","Niedersachsen","","","",""
"In Ausbildung","1984","66 und älter","Bremen","","","",""
"In Ausbildung","1984","66 und älter","Nordrhein-Westfalen","","","",""
"In Ausbildung","1984","66 und älter","Hessen","","","",""
"In Ausbildung","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","1984","66 und älter","Baden-Württemberg","","","",""
"In Ausbildung","1984","66 und älter","Bayern","","","",""
"In Ausbildung","1984","66 und älter","Saarland","","","",""
"In Ausbildung","1984","66 und älter","Berlin","","","",""
"In Ausbildung","1984","66 und älter","Brandenburg","","","",""
"In Ausbildung","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1984","66 und älter","Sachsen","","","",""
"In Ausbildung","1984","66 und älter","Sachsen-Anhalt","","","",""
"In Ausbildung","1984","66 und älter","Thüringen","","","",""
"In Rente oder Pension","1984","16-34 J.","Schleswig-Holstein","","","",""
"In Rente oder Pension","1984","16-34 J.","Hamburg","","","",""
"In Rente oder Pension","1984","16-34 J.","Niedersachsen","","","",""
"In Rente oder Pension","1984","16-34 J.","Bremen","","","",""
"In Rente oder Pension","1984","16-34 J.","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","1984","16-34 J.","Hessen","","","",""
"In Rente oder Pension","1984","16-34 J.","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1984","16-34 J.","Baden-Württemberg","","","",""
"In Rente oder Pension","1984","16-34 J.","Bayern","","","",""
"In Rente oder Pension","1984","16-34 J.","Saarland","","","",""
"In Rente oder Pension","1984","16-34 J.","Berlin","","","",""
"In Rente oder Pension","1984","16-34 J.","Brandenburg","","","",""
"In Rente oder Pension","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","16-34 J.","Sachsen","","","",""
"In Rente oder Pension","1984","16-34 J.","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","16-34 J.","Thüringen","","","",""
"In Rente oder Pension","1984","35-65 J.","Schleswig-Holstein","","","",""
"In Rente oder Pension","1984","35-65 J.","Hamburg","","","",""
"In Rente oder Pension","1984","35-65 J.","Niedersachsen","73","0.146918597834107","0.119382978263423","0.17445421740479"
"In Rente oder Pension","1984","35-65 J.","Bremen","","","",""
"In Rente oder Pension","1984","35-65 J.","Nordrhein-Westfalen","167","0.145385058218292","0.12854970721172","0.162220409224864"
"In Rente oder Pension","1984","35-65 J.","Hessen","83","0.185784356423684","0.155437919691534","0.216130793155835"
"In Rente oder Pension","1984","35-65 J.","Rheinland-Pfalz,Saarland","54","0.15178447304033","0.117631230255856","0.185937715824804"
"In Rente oder Pension","1984","35-65 J.","Baden-Württemberg","93","0.115798642584331","0.0975876729832446","0.134009612185418"
"In Rente oder Pension","1984","35-65 J.","Bayern","98","0.118905052787056","0.0996897889292608","0.138120316644851"
"In Rente oder Pension","1984","35-65 J.","Saarland","","","",""
"In Rente oder Pension","1984","35-65 J.","Berlin","","","",""
"In Rente oder Pension","1984","35-65 J.","Brandenburg","","","",""
"In Rente oder Pension","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","35-65 J.","Sachsen","","","",""
"In Rente oder Pension","1984","35-65 J.","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","35-65 J.","Thüringen","","","",""
"In Rente oder Pension","1984","66 und älter","Schleswig-Holstein","38","0.893635903057513","0.802539844715071","0.984731961399954"
"In Rente oder Pension","1984","66 und älter","Hamburg","45","0.978773499537662","0.937120193612977","1.02042680546235"
"In Rente oder Pension","1984","66 und älter","Niedersachsen","136","0.910374735702768","0.864964723335999","0.955784748069537"
"In Rente oder Pension","1984","66 und älter","Bremen","30","0.89829359991073","0.79516611763207","1.00142108218939"
"In Rente oder Pension","1984","66 und älter","Nordrhein-Westfalen","239","0.869372754079171","0.83004098915742","0.908704519000923"
"In Rente oder Pension","1984","66 und älter","Hessen","90","0.886506699355387","0.824950169485756","0.948063229225017"
"In Rente oder Pension","1984","66 und älter","Rheinland-Pfalz,Saarland","95","0.865784863924831","0.802653550872914","0.928916176976749"
"In Rente oder Pension","1984","66 und älter","Baden-Württemberg","192","0.916572910917146","0.879523760080325","0.953622061753966"
"In Rente oder Pension","1984","66 und älter","Bayern","200","0.868726855591986","0.825365814774704","0.912087896409268"
"In Rente oder Pension","1984","66 und älter","Saarland","","","",""
"In Rente oder Pension","1984","66 und älter","Berlin","44","0.941255828880288","0.874030119835217","1.00848153792536"
"In Rente oder Pension","1984","66 und älter","Brandenburg","","","",""
"In Rente oder Pension","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","66 und älter","Sachsen","","","",""
"In Rente oder Pension","1984","66 und älter","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","66 und älter","Thüringen","","","",""
"Arbeitslose","1984","16-34 J.","Schleswig-Holstein","","","",""
"Arbeitslose","1984","16-34 J.","Hamburg","","","",""
"Arbeitslose","1984","16-34 J.","Niedersachsen","","","",""
"Arbeitslose","1984","16-34 J.","Bremen","","","",""
"Arbeitslose","1984","16-34 J.","Nordrhein-Westfalen","73","0.0556937162756972","0.0431597897200681","0.0682276428313263"
"Arbeitslose","1984","16-34 J.","Hessen","38","0.0564776766275048","0.036443222948215","0.0765121303067947"
"Arbeitslose","1984","16-34 J.","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","16-34 J.","Baden-Württemberg","","","",""
"Arbeitslose","1984","16-34 J.","Bayern","43","0.0536646593987171","0.0376640205257778","0.0696652982716565"
"Arbeitslose","1984","16-34 J.","Saarland","","","",""
"Arbeitslose","1984","16-34 J.","Berlin","","","",""
"Arbeitslose","1984","16-34 J.","Brandenburg","","","",""
"Arbeitslose","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","16-34 J.","Sachsen","","","",""
"Arbeitslose","1984","16-34 J.","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","16-34 J.","Thüringen","","","",""
"Arbeitslose","1984","35-65 J.","Schleswig-Holstein","","","",""
"Arbeitslose","1984","35-65 J.","Hamburg","","","",""
"Arbeitslose","1984","35-65 J.","Niedersachsen","","","",""
"Arbeitslose","1984","35-65 J.","Bremen","","","",""
"Arbeitslose","1984","35-65 J.","Nordrhein-Westfalen","61","0.0304189242393866","0.0222165224664863","0.0386213260122869"
"Arbeitslose","1984","35-65 J.","Hessen","","","",""
"Arbeitslose","1984","35-65 J.","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","35-65 J.","Baden-Württemberg","30","0.0131494377312096","0.00666630319031138","0.0196325722721078"
"Arbeitslose","1984","35-65 J.","Bayern","","","",""
"Arbeitslose","1984","35-65 J.","Saarland","","","",""
"Arbeitslose","1984","35-65 J.","Berlin","","","",""
"Arbeitslose","1984","35-65 J.","Brandenburg","","","",""
"Arbeitslose","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","35-65 J.","Sachsen","","","",""
"Arbeitslose","1984","35-65 J.","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","35-65 J.","Thüringen","","","",""
"Arbeitslose","1984","66 und älter","Schleswig-Holstein","","","",""
"Arbeitslose","1984","66 und älter","Hamburg","","","",""
"Arbeitslose","1984","66 und älter","Niedersachsen","","","",""
"Arbeitslose","1984","66 und älter","Bremen","","","",""
"Arbeitslose","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Arbeitslose","1984","66 und älter","Hessen","","","",""
"Arbeitslose","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","66 und älter","Baden-Württemberg","","","",""
"Arbeitslose","1984","66 und älter","Bayern","","","",""
"Arbeitslose","1984","66 und älter","Saarland","","","",""
"Arbeitslose","1984","66 und älter","Berlin","","","",""
"Arbeitslose","1984","66 und älter","Brandenburg","","","",""
"Arbeitslose","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","66 und älter","Sachsen","","","",""
"Arbeitslose","1984","66 und älter","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","66 und älter","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Schleswig-Holstein","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Niedersachsen","57","0.103245266477521","0.0749425240122086","0.131548008942834"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Nordrhein-Westfalen","230","0.151082481803897","0.131509030499018","0.170655933108777"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Hessen","81","0.133517546515044","0.10399783826942","0.163037254760667"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Rheinland-Pfalz,Saarland","50","0.140202394363713","0.101738632854501","0.178666155872925"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Baden-Württemberg","150","0.148783258583089","0.124816820295294","0.172749696870884"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Bayern","110","0.127007065947883","0.10336475574427","0.150649376151495"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Berlin","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Schleswig-Holstein","36","0.163225887637259","0.112758233485731","0.213693541788786"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Niedersachsen","136","0.210874496554188","0.179146233506601","0.242602759601775"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Nordrhein-Westfalen","399","0.230363057553943","0.210252393217839","0.250473721890048"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Hessen","115","0.167972271662786","0.138803300629129","0.197141242696444"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Rheinland-Pfalz,Saarland","114","0.281631164122046","0.238817809345829","0.324444518898263"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Baden-Württemberg","216","0.179693215457344","0.157842798019305","0.201543632895384"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Bayern","224","0.217606534565178","0.193111197735648","0.242101871394708"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Berlin","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","Sachsen-Anhalt","","","",""
