year,bula_h,pgisced97,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,inadequately,Gar nicht,0.6240875912408759,16099,0.6166055047211049,0.6315696777606469
1984,North Rhine-Westphalia,inadequately,In mancher Beziehung,0.19708029197080293,16099,0.19093539962623082,0.20322518431537503
1984,North Rhine-Westphalia,inadequately,Kaum,0.14233576642335766,16099,0.1369385194309322,0.14773301341578313
1984,North Rhine-Westphalia,inadequately,Ueberwiegend,0.021897810218978103,16099,0.019637078224771065,0.02415854221318514
1984,North Rhine-Westphalia,inadequately,Voll und ganz,0.014598540145985401,16099,0.012745785392887864,0.01645129489908294
1984,North Rhine-Westphalia,general elementary,Gar nicht,0.4794007490636704,16099,0.47168358479590883,0.487117913331432
1984,North Rhine-Westphalia,general elementary,In mancher Beziehung,0.250936329588015,16099,0.2442390603414726,0.2576335988345574
1984,North Rhine-Westphalia,general elementary,Kaum,0.1760299625468165,16099,0.17014687069274925,0.18191305440088373
1984,North Rhine-Westphalia,general elementary,Ueberwiegend,0.056179775280898875,16099,0.052622714716967466,0.059736835844830284
1984,North Rhine-Westphalia,general elementary,Voll und ganz,0.03745318352059925,16099,0.034520184476309855,0.04038618256488865
1984,North Rhine-Westphalia,middle vocational,Gar nicht,0.38967136150234744,16099,0.3821380185307863,0.39720470447390854
1984,North Rhine-Westphalia,middle vocational,In mancher Beziehung,0.3192488262910798,16099,0.3120474504868232,0.32645020209533643
1984,North Rhine-Westphalia,middle vocational,Kaum,0.15023474178403756,16099,0.14471534909062694,0.15575413447744818
1984,North Rhine-Westphalia,middle vocational,Ueberwiegend,0.07511737089201878,16099,0.07104572386156352,0.07918901792247404
1984,North Rhine-Westphalia,middle vocational,Voll und ganz,0.06572769953051644,16099,0.061899737919524696,0.06955566114150818
1984,North Rhine-Westphalia,vocational + Abi,Gar nicht,0.32142857142857145,16099,0.3142142307812332,0.32864291207590973
1984,North Rhine-Westphalia,vocational + Abi,In mancher Beziehung,0.25,16099,0.24331106066439764,0.2566889393356024
1984,North Rhine-Westphalia,vocational + Abi,Ueberwiegend,0.21428571428571427,16099,0.2079472279938165,0.22062420057761203
1984,North Rhine-Westphalia,vocational + Abi,Kaum,0.21428571428571427,16099,0.2079472279938165,0.22062420057761203
1984,North Rhine-Westphalia,higher vocational,In mancher Beziehung,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,North Rhine-Westphalia,higher vocational,Gar nicht,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,North Rhine-Westphalia,higher vocational,Voll und ganz,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,North Rhine-Westphalia,higher vocational,Ueberwiegend,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,North Rhine-Westphalia,higher education,Gar nicht,0.4375,16099,0.42983685729390864,0.44516314270609136
1984,North Rhine-Westphalia,higher education,In mancher Beziehung,0.25,16099,0.24331106066439764,0.2566889393356024
1984,North Rhine-Westphalia,higher education,Kaum,0.1875,16099,0.1814706715617544,0.1935293284382456
1984,North Rhine-Westphalia,higher education,Ueberwiegend,0.125,16099,0.11989123819593908,0.13010876180406092
1984,Hesse,in school,In mancher Beziehung,1.0,16099,1.0,1.0
1984,Hesse,inadequately,Gar nicht,0.47368421052631576,16099,0.4659711937686462,0.4813972272839853
1984,Hesse,inadequately,In mancher Beziehung,0.22105263157894736,16099,0.2146426242937597,0.22746263886413504
1984,Hesse,inadequately,Kaum,0.21052631578947367,16099,0.20422866397819822,0.21682396760074912
1984,Hesse,inadequately,Ueberwiegend,0.07368421052631578,16099,0.06964846873617662,0.07771995231645494
1984,Hesse,inadequately,Voll und ganz,0.021052631578947368,16099,0.01883499953695493,0.023270263620939806
1984,Hesse,general elementary,Gar nicht,0.5928571428571429,16099,0.5852677845083367,0.600446501205949
1984,Hesse,general elementary,In mancher Beziehung,0.22142857142857142,16099,0.2150146640904451,0.22784247876669775
1984,Hesse,general elementary,Kaum,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Hesse,general elementary,Voll und ganz,0.02857142857142857,16099,0.025997905681816362,0.03114495146104078
1984,Hesse,general elementary,Ueberwiegend,0.014285714285714285,16099,0.012452627078673811,0.01611880149275476
1984,Hesse,middle vocational,Gar nicht,0.4492753623188406,16099,0.44159148936346637,0.4569592352742148
1984,Hesse,middle vocational,In mancher Beziehung,0.34057971014492755,16099,0.333259102013695,0.3479003182761601
1984,Hesse,middle vocational,Kaum,0.15942028985507245,16099,0.15376548177623595,0.16507509793390895
1984,Hesse,middle vocational,Ueberwiegend,0.050724637681159424,16099,0.04733493035033791,0.05411434501198094
1984,Hesse,vocational + Abi,Gar nicht,0.3888888888888889,16099,0.3813582906456137,0.3964194871321641
1984,Hesse,vocational + Abi,Kaum,0.2222222222222222,16099,0.21580010646201192,0.2286443379824325
1984,Hesse,vocational + Abi,In mancher Beziehung,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,Hesse,vocational + Abi,Ueberwiegend,0.1111111111111111,16099,0.10625644791328683,0.11596577430893538
1984,Hesse,vocational + Abi,Voll und ganz,0.1111111111111111,16099,0.10625644791328683,0.11596577430893538
1984,Hesse,higher vocational,Gar nicht,1.0,16099,1.0,1.0
1984,Hesse,higher education,Gar nicht,0.4166666666666667,16099,0.40905097421684355,0.4242823591164898
1984,Hesse,higher education,In mancher Beziehung,0.4166666666666667,16099,0.40905097421684355,0.4242823591164898
1984,Hesse,higher education,Kaum,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,"Rhineland-Palatinate, Saarland",inadequately,Gar nicht,0.5576923076923077,16099,0.5500201734280743,0.5653644419565411
1984,"Rhineland-Palatinate, Saarland",inadequately,Kaum,0.17307692307692307,16099,0.16723294255115323,0.17892090360269292
1984,"Rhineland-Palatinate, Saarland",inadequately,In mancher Beziehung,0.17307692307692307,16099,0.16723294255115323,0.17892090360269292
1984,"Rhineland-Palatinate, Saarland",inadequately,Ueberwiegend,0.057692307692307696,16099,0.054090571126983344,0.06129404425763205
1984,"Rhineland-Palatinate, Saarland",inadequately,Voll und ganz,0.038461538461538464,16099,0.035490876210766846,0.04143220071231008
1984,"Rhineland-Palatinate, Saarland",general elementary,Gar nicht,0.5294117647058824,16099,0.5217014172740438,0.5371221121377209
1984,"Rhineland-Palatinate, Saarland",general elementary,In mancher Beziehung,0.29411764705882354,16099,0.2870790950344569,0.3011561990831902
1984,"Rhineland-Palatinate, Saarland",general elementary,Kaum,0.11764705882352941,16099,0.11267005095736543,0.12262406668969339
1984,"Rhineland-Palatinate, Saarland",general elementary,Ueberwiegend,0.058823529411764705,16099,0.05518883677552649,0.06245822204800292
1984,"Rhineland-Palatinate, Saarland",middle vocational,Gar nicht,0.42857142857142855,16099,0.42092692647359725,0.43621593066925984
1984,"Rhineland-Palatinate, Saarland",middle vocational,Ueberwiegend,0.17142857142857143,16099,0.16560669208013307,0.1772504507770098
1984,"Rhineland-Palatinate, Saarland",middle vocational,In mancher Beziehung,0.17142857142857143,16099,0.16560669208013307,0.1772504507770098
1984,"Rhineland-Palatinate, Saarland",middle vocational,Kaum,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,"Rhineland-Palatinate, Saarland",middle vocational,Voll und ganz,0.08571428571428572,16099,0.08138990229654869,0.09003866913202274
1984,"Rhineland-Palatinate, Saarland",vocational + Abi,Ueberwiegend,1.0,16099,1.0,1.0
1984,Baden-Wuerttemberg,in school,Gar nicht,1.0,16099,1.0,1.0
1984,Baden-Wuerttemberg,inadequately,Gar nicht,0.5613382899628253,16099,0.5536729076819746,0.569003672243676
1984,Baden-Wuerttemberg,inadequately,In mancher Beziehung,0.2342007434944238,16099,0.22765877834699336,0.24074270864185424
1984,Baden-Wuerttemberg,inadequately,Kaum,0.1524163568773234,16099,0.1468641748874067,0.15796853886724013
1984,Baden-Wuerttemberg,inadequately,Ueberwiegend,0.03717472118959108,16099,0.03425222318570383,0.04009721919347833
1984,Baden-Wuerttemberg,inadequately,Voll und ganz,0.01486988847583643,16099,0.013000251563375701,0.01673952538829716
1984,Baden-Wuerttemberg,general elementary,Gar nicht,0.49166666666666664,16099,0.4839440176283127,0.4993893157050206
1984,Baden-Wuerttemberg,general elementary,Kaum,0.2125,16099,0.20618081063972074,0.21881918936027925
1984,Baden-Wuerttemberg,general elementary,In mancher Beziehung,0.19166666666666668,16099,0.18558636453143776,0.1977469688018956
1984,Baden-Wuerttemberg,general elementary,Ueberwiegend,0.07083333333333333,16099,0.0668703497646451,0.07479631690202156
1984,Baden-Wuerttemberg,general elementary,Voll und ganz,0.03333333333333333,16099,0.03056043232683203,0.03610623433983464
1984,Baden-Wuerttemberg,middle vocational,Gar nicht,0.4433497536945813,16099,0.4356757666846711,0.45102374070449147
1984,Baden-Wuerttemberg,middle vocational,In mancher Beziehung,0.2660098522167488,16099,0.25918409876515003,0.2728356056683475
1984,Baden-Wuerttemberg,middle vocational,Kaum,0.15763546798029557,16099,0.1520064371460637,0.16326449881452743
1984,Baden-Wuerttemberg,middle vocational,Ueberwiegend,0.06896551724137931,16099,0.0650512046649794,0.07287982981777921
1984,Baden-Wuerttemberg,middle vocational,Voll und ganz,0.06403940886699508,16099,0.06025751741210363,0.06782130032188652
1984,Baden-Wuerttemberg,vocational + Abi,Gar nicht,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Baden-Wuerttemberg,vocational + Abi,In mancher Beziehung,0.23076923076923078,16099,0.22426083586732404,0.23727762567113753
1984,Baden-Wuerttemberg,vocational + Abi,Kaum,0.15384615384615385,16099,0.14827269743090116,0.15941961026140655
1984,Baden-Wuerttemberg,vocational + Abi,Ueberwiegend,0.11538461538461539,16099,0.1104493805964295,0.12031985017280128
1984,Baden-Wuerttemberg,higher vocational,Voll und ganz,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Baden-Wuerttemberg,higher vocational,In mancher Beziehung,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Baden-Wuerttemberg,higher education,In mancher Beziehung,0.38461538461538464,16099,0.3771001375181682,0.3921306317126011
1984,Baden-Wuerttemberg,higher education,Gar nicht,0.38461538461538464,16099,0.3771001375181682,0.3921306317126011
1984,Baden-Wuerttemberg,higher education,Kaum,0.23076923076923078,16099,0.22426083586732404,0.23727762567113753
1984,Bavaria,in school,Ueberwiegend,1.0,16099,1.0,1.0
1984,Bavaria,inadequately,Gar nicht,0.5568181818181818,16099,0.5491444910785964,0.5644918725577671
1984,Bavaria,inadequately,In mancher Beziehung,0.22727272727272727,16099,0.22079916390996945,0.23374629063548508
1984,Bavaria,inadequately,Kaum,0.19318181818181818,16099,0.18708325420594396,0.1992803821576924
1984,Bavaria,inadequately,Ueberwiegend,0.022727272727272728,16099,0.020425098580757334,0.025029446873788122
1984,Bavaria,general elementary,Gar nicht,0.5223880597014925,16099,0.5146720843825178,0.5301040350204672
1984,Bavaria,general elementary,In mancher Beziehung,0.23134328358208955,16099,0.2248292306676374,0.2378573364965417
1984,Bavaria,general elementary,Kaum,0.1417910447761194,16099,0.13640242496492458,0.1471796645873142
1984,Bavaria,general elementary,Voll und ganz,0.05223880597014925,16099,0.04880162258913425,0.05567598935116425
1984,Bavaria,general elementary,Ueberwiegend,0.05223880597014925,16099,0.04880162258913425,0.05567598935116425
1984,Bavaria,middle vocational,Gar nicht,0.36792452830188677,16099,0.3604751426046003,0.37537391399917325
1984,Bavaria,middle vocational,In mancher Beziehung,0.3018867924528302,16099,0.29479523533949753,0.3089783495661628
1984,Bavaria,middle vocational,Kaum,0.18867924528301888,16099,0.18263537716175313,0.19472311340428464
1984,Bavaria,middle vocational,Ueberwiegend,0.09433962264150944,16099,0.08982432511644403,0.09885492016657485
1984,Bavaria,middle vocational,Voll und ganz,0.04716981132075472,16099,0.04389492337282584,0.0504446992686836
1984,Bavaria,vocational + Abi,Gar nicht,0.47368421052631576,16099,0.4659711937686462,0.4813972272839853
1984,Bavaria,vocational + Abi,In mancher Beziehung,0.3157894736842105,16099,0.3086090458531632,0.32296990151525784
1984,Bavaria,vocational + Abi,Ueberwiegend,0.15789473684210525,16099,0.15226194582265062,0.16352752786155988
1984,Bavaria,vocational + Abi,Kaum,0.05263157894736842,16099,0.04918221299101959,0.05608094490371725
1984,Bavaria,higher education,Kaum,0.3888888888888889,16099,0.3813582906456137,0.3964194871321641
1984,Bavaria,higher education,In mancher Beziehung,0.2777777777777778,16099,0.27085881818366225,0.2846967373718933
1984,Bavaria,higher education,Ueberwiegend,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,Bavaria,higher education,Voll und ganz,0.1111111111111111,16099,0.10625644791328683,0.11596577430893538
1984,Bavaria,higher education,Gar nicht,0.05555555555555555,16099,0.052017142109031904,0.0590939690020792
1984,Berlin,in school,Kaum,1.0,16099,1.0,1.0
1984,Berlin,inadequately,In mancher Beziehung,0.34375,16099,0.33641309944258285,0.35108690055741715
1984,Berlin,inadequately,Gar nicht,0.3125,16099,0.3053399182108005,0.3196600817891995
1984,Berlin,inadequately,Kaum,0.28125,16099,0.2743046871121593,0.2881953128878407
1984,Berlin,inadequately,Ueberwiegend,0.0625,16099,0.058760769237055206,0.0662392307629448
1984,Berlin,general elementary,In mancher Beziehung,0.3870967741935484,16099,0.37957253919913164,0.3946210091879651
1984,Berlin,general elementary,Gar nicht,0.3870967741935484,16099,0.37957253919913164,0.3946210091879651
1984,Berlin,general elementary,Ueberwiegend,0.12903225806451613,16099,0.12385372438534009,0.13421079174369216
1984,Berlin,general elementary,Kaum,0.0967741935483871,16099,0.09220715612469639,0.1013412309720778
1984,Berlin,middle vocational,Gar nicht,0.35714285714285715,16099,0.3497410998141201,0.3645446144715942
1984,Berlin,middle vocational,In mancher Beziehung,0.32142857142857145,16099,0.3142142307812332,0.32864291207590973
1984,Berlin,middle vocational,Kaum,0.21428571428571427,16099,0.2079472279938165,0.22062420057761203
1984,Berlin,middle vocational,Ueberwiegend,0.07142857142857142,16099,0.0674502464035957,0.07540689645354715
1984,Berlin,middle vocational,Voll und ganz,0.03571428571428571,16099,0.03284759742759898,0.03858097400097244
1984,Berlin,vocational + Abi,Gar nicht,0.8,16099,0.793821022518395,0.806178977481605
1984,Berlin,vocational + Abi,In mancher Beziehung,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Berlin,higher education,In mancher Beziehung,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Berlin,higher education,Kaum,0.5,16099,0.4922762781479938,0.5077237218520062
1985,Schleswig-Holstein,inadequately,In mancher Beziehung,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Schleswig-Holstein,inadequately,Kaum,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Schleswig-Holstein,inadequately,Gar nicht,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Schleswig-Holstein,inadequately,Ueberwiegend,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Schleswig-Holstein,general elementary,Gar nicht,0.6666666666666666,14443,0.6589785297527935,0.6743548035805398
1985,Schleswig-Holstein,general elementary,In mancher Beziehung,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Schleswig-Holstein,middle vocational,In mancher Beziehung,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Schleswig-Holstein,middle vocational,Gar nicht,0.375,14443,0.3671044387257816,0.3828955612742184
1985,Schleswig-Holstein,middle vocational,Kaum,0.125,14443,0.11960630482356445,0.13039369517643554
1985,Schleswig-Holstein,vocational + Abi,Gar nicht,1.0,14443,1.0,1.0
1985,Schleswig-Holstein,higher vocational,In mancher Beziehung,1.0,14443,1.0,1.0
1985,Schleswig-Holstein,higher education,In mancher Beziehung,1.0,14443,1.0,1.0
1985,Hamburg,inadequately,Gar nicht,0.5294117647058824,14443,0.5212713844441343,0.5375521449676304
1985,Hamburg,inadequately,Kaum,0.29411764705882354,14443,0.2866865305654415,0.30154876355220556
1985,Hamburg,inadequately,In mancher Beziehung,0.11764705882352941,14443,0.11239246595927178,0.12290165168778704
1985,Hamburg,inadequately,Ueberwiegend,0.058823529411764705,14443,0.05498611735541859,0.06266094146811081
1985,Hamburg,general elementary,Gar nicht,0.625,14443,0.6171044387257816,0.6328955612742184
1985,Hamburg,general elementary,In mancher Beziehung,0.3125,14443,0.3049405756051121,0.3200594243948879
1985,Hamburg,general elementary,Kaum,0.0625,14443,0.058552219362890796,0.0664477806371092
1985,Hamburg,middle vocational,In mancher Beziehung,0.55,14443,0.5418863743274851,0.558113625672515
1985,Hamburg,middle vocational,Gar nicht,0.3,14443,0.29252627673109954,0.30747372326890043
1985,Hamburg,middle vocational,Kaum,0.15,14443,0.14417652174536505,0.15582347825463494
1985,Hamburg,vocational + Abi,In mancher Beziehung,0.6666666666666666,14443,0.6589785297527935,0.6743548035805398
1985,Hamburg,vocational + Abi,Kaum,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Hamburg,higher vocational,Ueberwiegend,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Hamburg,higher vocational,In mancher Beziehung,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Hamburg,higher vocational,Gar nicht,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Lower Saxony,inadequately,Gar nicht,0.8108108108108109,14443,0.8044232464509394,0.8171983751706823
1985,Lower Saxony,inadequately,In mancher Beziehung,0.10810810810810811,14443,0.10304388760418338,0.11317232861203284
1985,Lower Saxony,inadequately,Kaum,0.05405405405405406,14443,0.0503661920514162,0.05774191605669191
1985,Lower Saxony,inadequately,Voll und ganz,0.02702702702702703,14443,0.02438232412332903,0.029671729930725026
1985,Lower Saxony,general elementary,Gar nicht,0.6,14443,0.5920102537497756,0.6079897462502244
1985,Lower Saxony,general elementary,In mancher Beziehung,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,Lower Saxony,general elementary,Kaum,0.11428571428571428,14443,0.10909687566317273,0.11947455290825583
1985,Lower Saxony,general elementary,Voll und ganz,0.08571428571428572,14443,0.08114871642844317,0.09027985500012826
1985,Lower Saxony,general elementary,Ueberwiegend,0.05714285714285714,14443,0.05335728707397949,0.06092842721173479
1985,Lower Saxony,middle vocational,Gar nicht,0.7027027027027027,14443,0.6952483719585332,0.7101570334468723
1985,Lower Saxony,middle vocational,In mancher Beziehung,0.1891891891891892,14443,0.18280162482931772,0.19557675354906068
1985,Lower Saxony,middle vocational,Kaum,0.05405405405405406,14443,0.0503661920514162,0.05774191605669191
1985,Lower Saxony,middle vocational,Ueberwiegend,0.05405405405405406,14443,0.0503661920514162,0.05774191605669191
1985,Lower Saxony,vocational + Abi,In mancher Beziehung,0.6666666666666666,14443,0.6589785297527935,0.6743548035805398
1985,Lower Saxony,vocational + Abi,Kaum,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Lower Saxony,higher education,In mancher Beziehung,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Lower Saxony,higher education,Gar nicht,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Bremen,inadequately,Kaum,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Bremen,inadequately,Gar nicht,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Bremen,general elementary,Ueberwiegend,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Bremen,general elementary,In mancher Beziehung,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Bremen,general elementary,Gar nicht,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Bremen,general elementary,Kaum,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Bremen,middle vocational,Gar nicht,0.5833333333333334,14443,0.575292887290385,0.5913737793762818
1985,Bremen,middle vocational,In mancher Beziehung,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Bremen,middle vocational,Ueberwiegend,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Bremen,vocational + Abi,Gar nicht,1.0,14443,1.0,1.0
1985,North Rhine-Westphalia,in school,In mancher Beziehung,0.5,14443,0.4918454993802645,0.5081545006197354
1985,North Rhine-Westphalia,in school,Voll und ganz,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,North Rhine-Westphalia,in school,Ueberwiegend,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,North Rhine-Westphalia,in school,Gar nicht,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,North Rhine-Westphalia,inadequately,Gar nicht,0.6363636363636364,14443,0.6285182615615483,0.6442090111657244
1985,North Rhine-Westphalia,inadequately,Kaum,0.17272727272727273,14443,0.16656228555596533,0.17889225989858012
1985,North Rhine-Westphalia,inadequately,In mancher Beziehung,0.14545454545454545,14443,0.139704667868861,0.1512044230402299
1985,North Rhine-Westphalia,inadequately,Ueberwiegend,0.02727272727272727,14443,0.024616365652749033,0.02992908889270551
1985,North Rhine-Westphalia,inadequately,Voll und ganz,0.01818181818181818,14443,0.01600279647721151,0.020360839886424852
