year,bula_h,migback,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Schleswig-Holstein,No migration background,Yes,0.16087,58,155,0.10284,0.21890
1988,Schleswig-Holstein,No migration background,No,0.25524,97,155,0.18638,0.32411
1988,Hamburg,No migration background,Yes,0.29682,47,85,0.19912,0.39452
1988,Hamburg,No migration background,No,0.20717,38,85,0.12050,0.29384
1988,Lower Saxony,No migration background,Yes,0.14222,154,483,0.11103,0.17340
1988,Lower Saxony,No migration background,No,0.30033,329,483,0.25940,0.34125
1988,Lower Saxony,Direct migration background,Yes,0.18724,31,96,0.10880,0.26569
1988,Lower Saxony,Direct migration background,No,0.34291,65,96,0.24746,0.43837
1988,North Rhine-Westphalia,No migration background,Yes,0.15268,378,1061,0.13103,0.17433
1988,North Rhine-Westphalia,No migration background,No,0.28431,683,1061,0.25715,0.31146
1988,North Rhine-Westphalia,Direct migration background,Yes,0.13423,93,411,0.10123,0.16723
1988,North Rhine-Westphalia,Direct migration background,No,0.37348,318,411,0.32665,0.42030
1988,Hesse,No migration background,Yes,0.14917,107,334,0.11090,0.18743
1988,Hesse,No migration background,No,0.28166,227,334,0.23335,0.32998
1988,Hesse,Direct migration background,Yes,0.07843,44,240,0.04435,0.11252
1988,Hesse,Direct migration background,No,0.38140,196,240,0.31982,0.44298
1988,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.13848,100,304,0.09959,0.17737
1988,"Rhineland-Palatinate, Saarland",No migration background,No,0.28008,204,304,0.22951,0.33064
1988,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.42066,59,59,0.29361,0.54771
1988,Baden-Wuerttemberg,No migration background,Yes,0.17729,246,677,0.14850,0.20608
1988,Baden-Wuerttemberg,No migration background,No,0.30882,431,677,0.27399,0.34365
1988,Baden-Wuerttemberg,Direct migration background,Yes,0.20351,138,487,0.16771,0.23930
1988,Baden-Wuerttemberg,Direct migration background,No,0.39679,349,487,0.35329,0.44028
1988,Bavaria,No migration background,Yes,0.15059,239,753,0.12502,0.17615
1988,Bavaria,No migration background,No,0.32646,514,753,0.29294,0.35997
1988,Bavaria,Direct migration background,Yes,0.14858,62,249,0.10431,0.19284
1988,Bavaria,Direct migration background,No,0.42545,187,249,0.36391,0.48698
1988,Berlin,No migration background,Yes,0.16940,47,144,0.10792,0.23088
1988,Berlin,No migration background,No,0.35573,97,144,0.27727,0.43420
1988,Berlin,Direct migration background,No,0.46581,57,57,0.33516,0.59647
1989,Schleswig-Holstein,No migration background,Yes,0.13822,48,148,0.08242,0.19401
1989,Schleswig-Holstein,No migration background,No,0.28807,100,148,0.21486,0.36128
1989,Hamburg,No migration background,Yes,0.28403,41,89,0.18981,0.37825
1989,Hamburg,No migration background,No,0.26452,48,89,0.17237,0.35668
1989,Lower Saxony,No migration background,Yes,0.17483,179,457,0.13997,0.20969
1989,Lower Saxony,No migration background,No,0.26587,278,457,0.22532,0.30642
1989,Lower Saxony,Direct migration background,No,0.31382,62,62,0.19737,0.43028
1989,North Rhine-Westphalia,No migration background,Yes,0.16611,382,1043,0.14351,0.18871
1989,North Rhine-Westphalia,No migration background,No,0.27872,661,1043,0.25149,0.30594
1989,North Rhine-Westphalia,Direct migration background,Yes,0.14317,100,397,0.10867,0.17767
1989,North Rhine-Westphalia,Direct migration background,No,0.37173,297,397,0.32413,0.41933
1989,Hesse,No migration background,Yes,0.15181,109,339,0.11355,0.19007
1989,Hesse,No migration background,No,0.29071,230,339,0.24230,0.33912
1989,Hesse,Direct migration background,Yes,0.10294,55,233,0.06384,0.14204
1989,Hesse,Direct migration background,No,0.36544,178,233,0.30347,0.42741
1989,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.16291,111,311,0.12181,0.20402
1989,"Rhineland-Palatinate, Saarland",No migration background,No,0.30194,200,311,0.25083,0.35305
1989,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.27018,49,49,0.14456,0.39580
1989,Baden-Wuerttemberg,No migration background,Yes,0.17787,239,662,0.14872,0.20703
1989,Baden-Wuerttemberg,No migration background,No,0.31826,423,662,0.28275,0.35377
1989,Baden-Wuerttemberg,Direct migration background,Yes,0.22916,146,483,0.19164,0.26669
1989,Baden-Wuerttemberg,Direct migration background,No,0.36847,337,483,0.32540,0.41154
1989,Bavaria,No migration background,Yes,0.17514,268,739,0.14772,0.20256
1989,Bavaria,No migration background,No,0.30429,471,739,0.27109,0.33748
1989,Bavaria,Direct migration background,Yes,0.16001,63,245,0.11401,0.20601
1989,Bavaria,Direct migration background,No,0.38536,182,245,0.32429,0.44643
1989,Berlin,No migration background,Yes,0.18040,47,143,0.11716,0.24365
1989,Berlin,No migration background,No,0.35765,96,143,0.27881,0.43648
1989,Berlin,Direct migration background,No,0.51416,61,61,0.38769,0.64062
1990,Schleswig-Holstein,No migration background,Yes,0.16829,46,142,0.10654,0.23004
1990,Schleswig-Holstein,No migration background,No,0.28739,96,142,0.21269,0.36208
1990,Hamburg,No migration background,Yes,0.23677,32,69,0.13573,0.33781
1990,Hamburg,No migration background,No,0.27981,37,69,0.17311,0.38651
1990,Lower Saxony,No migration background,Yes,0.17906,175,445,0.14340,0.21472
1990,Lower Saxony,No migration background,No,0.26709,270,445,0.22593,0.30824
1990,Lower Saxony,Direct migration background,No,0.35401,61,61,0.23300,0.47501
1990,North Rhine-Westphalia,No migration background,Yes,0.17980,399,1043,0.15649,0.20312
1990,North Rhine-Westphalia,No migration background,No,0.28341,644,1043,0.25605,0.31077
1990,North Rhine-Westphalia,Direct migration background,Yes,0.16214,108,393,0.12566,0.19863
1990,North Rhine-Westphalia,Direct migration background,No,0.37156,285,393,0.32373,0.41940
1990,Hesse,No migration background,Yes,0.17710,138,351,0.13711,0.21710
1990,Hesse,No migration background,No,0.28494,213,351,0.23765,0.33223
1990,Hesse,Direct migration background,Yes,0.12083,51,227,0.07833,0.16332
1990,Hesse,Direct migration background,No,0.34423,176,227,0.28229,0.40618
1990,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.16799,105,278,0.12396,0.21201
1990,"Rhineland-Palatinate, Saarland",No migration background,No,0.26105,173,278,0.20932,0.31277
1990,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.34271,48,48,0.20702,0.47840
1990,Baden-Wuerttemberg,No migration background,Yes,0.20820,254,659,0.17718,0.23923
1990,Baden-Wuerttemberg,No migration background,No,0.30304,405,659,0.26792,0.33815
1990,Baden-Wuerttemberg,Direct migration background,Yes,0.21545,140,467,0.17812,0.25278
1990,Baden-Wuerttemberg,Direct migration background,No,0.39393,327,467,0.34957,0.43830
1990,Bavaria,No migration background,Yes,0.17219,266,711,0.14442,0.19996
1990,Bavaria,No migration background,No,0.30207,445,711,0.26830,0.33585
1990,Bavaria,Direct migration background,Yes,0.15904,57,255,0.11406,0.20401
1990,Bavaria,Direct migration background,No,0.44997,198,255,0.38879,0.51115
1990,Berlin,No migration background,Yes,0.17492,112,356,0.13540,0.21444
1990,Berlin,No migration background,No,0.36251,244,356,0.31250,0.41252
1990,Berlin,Direct migration background,No,0.52717,58,58,0.39756,0.65678
1990,Brandenburg,No migration background,Yes,0.16709,166,539,0.13557,0.19862
1990,Brandenburg,No migration background,No,0.38155,373,539,0.34050,0.42259
1990,Mecklenburg-Western Pomerania,No migration background,Yes,0.16846,123,378,0.13068,0.20624
1990,Mecklenburg-Western Pomerania,No migration background,No,0.40501,255,378,0.35546,0.45457
1990,Saxony,No migration background,Yes,0.18051,329,987,0.15650,0.20451
1990,Saxony,No migration background,No,0.36862,658,987,0.33851,0.39873
1990,Saxony-Anhalt,No migration background,Yes,0.16755,180,596,0.13754,0.19756
1990,Saxony-Anhalt,No migration background,No,0.38911,416,596,0.34994,0.42829
1990,Thuringa,No migration background,Yes,0.17687,182,539,0.14463,0.20911
1990,Thuringa,No migration background,No,0.35579,357,539,0.31533,0.39624
1991,Schleswig-Holstein,No migration background,Yes,0.18767,62,154,0.12580,0.24954
1991,Schleswig-Holstein,No migration background,No,0.26199,92,154,0.19232,0.33167
1991,Hamburg,No migration background,Yes,0.25496,32,69,0.15136,0.35855
1991,Hamburg,No migration background,No,0.25432,37,69,0.15081,0.35783
1991,Lower Saxony,No migration background,Yes,0.19633,194,457,0.15987,0.23279
1991,Lower Saxony,No migration background,No,0.26347,263,457,0.22303,0.30390
1991,Lower Saxony,Direct migration background,Yes,0.19881,34,91,0.11636,0.28127
1991,Lower Saxony,Direct migration background,No,0.34229,57,91,0.24426,0.44032
1991,North Rhine-Westphalia,No migration background,Yes,0.18865,416,1045,0.16492,0.21238
1991,North Rhine-Westphalia,No migration background,No,0.27279,629,1045,0.24577,0.29980
1991,North Rhine-Westphalia,Direct migration background,Yes,0.16288,95,390,0.12619,0.19958
1991,North Rhine-Westphalia,Direct migration background,No,0.39241,295,390,0.34389,0.44093
1991,North Rhine-Westphalia,Indirect migration background,No,0.08349,39,39,-0.00446,0.17145
1991,Hesse,No migration background,Yes,0.18365,144,349,0.14297,0.22433
1991,Hesse,No migration background,No,0.27317,205,349,0.22635,0.31999
1991,Hesse,Direct migration background,Yes,0.10909,56,231,0.06880,0.14939
1991,Hesse,Direct migration background,No,0.37845,175,231,0.31577,0.44113
1991,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.17296,113,292,0.12951,0.21642
1991,"Rhineland-Palatinate, Saarland",No migration background,No,0.26782,179,292,0.21694,0.31870
1991,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.44307,58,58,0.31411,0.57203
1991,Baden-Wuerttemberg,No migration background,Yes,0.20953,265,668,0.17865,0.24042
1991,Baden-Wuerttemberg,No migration background,No,0.30449,403,668,0.26957,0.33942
1991,Baden-Wuerttemberg,Direct migration background,Yes,0.23471,147,463,0.19606,0.27336
1991,Baden-Wuerttemberg,Direct migration background,No,0.38397,316,463,0.33962,0.42831
1991,Baden-Wuerttemberg,Indirect migration background,No,0.09031,32,32,-0.01059,0.19122
1991,Bavaria,No migration background,Yes,0.18936,293,732,0.16096,0.21777
1991,Bavaria,No migration background,No,0.28409,439,732,0.25140,0.31678
1991,Bavaria,Direct migration background,Yes,0.15305,57,250,0.10833,0.19777
1991,Bavaria,Direct migration background,No,0.45856,193,250,0.39666,0.52045
1991,Berlin,No migration background,Yes,0.19484,123,320,0.15137,0.23830
1991,Berlin,No migration background,No,0.33740,197,320,0.28551,0.38928
1991,Berlin,Direct migration background,No,0.44571,55,55,0.31314,0.57829
1991,Brandenburg,No migration background,Yes,0.12038,115,435,0.08977,0.15100
1991,Brandenburg,No migration background,No,0.36027,320,435,0.31510,0.40543
1991,Mecklenburg-Western Pomerania,No migration background,Yes,0.11973,80,310,0.08354,0.15593
1991,Mecklenburg-Western Pomerania,No migration background,No,0.37574,230,310,0.32174,0.42975
1991,Saxony,No migration background,Yes,0.14579,243,795,0.12124,0.17034
1991,Saxony,No migration background,No,0.34834,552,795,0.31520,0.38149
1991,Saxony-Anhalt,No migration background,Yes,0.12123,141,526,0.09331,0.14915
1991,Saxony-Anhalt,No migration background,No,0.38775,385,526,0.34607,0.42943
1991,Thuringa,No migration background,Yes,0.16382,148,458,0.12988,0.19775
1991,Thuringa,No migration background,No,0.32512,310,458,0.28218,0.36807
1992,Schleswig-Holstein,No migration background,Yes,0.17935,54,137,0.11487,0.24383
1992,Schleswig-Holstein,No migration background,No,0.25783,83,137,0.18431,0.33135
1992,Hamburg,No migration background,No,0.32125,42,42,0.17831,0.46418
1992,Lower Saxony,No migration background,Yes,0.20321,203,452,0.16607,0.24035
1992,Lower Saxony,No migration background,No,0.24273,249,452,0.20316,0.28229
1992,Lower Saxony,Direct migration background,No,0.35156,52,52,0.22052,0.48260
1992,North Rhine-Westphalia,No migration background,Yes,0.18408,404,1029,0.16039,0.20778
1992,North Rhine-Westphalia,No migration background,No,0.26954,625,1029,0.24242,0.29667
1992,North Rhine-Westphalia,Direct migration background,Yes,0.15332,88,383,0.11718,0.18945
1992,North Rhine-Westphalia,Direct migration background,No,0.43415,295,383,0.38444,0.48385
1992,North Rhine-Westphalia,Indirect migration background,No,0.08795,46,46,0.00520,0.17070
1992,Hesse,No migration background,Yes,0.19455,151,343,0.15259,0.23650
1992,Hesse,No migration background,No,0.26408,192,343,0.21736,0.31081
1992,Hesse,Direct migration background,Yes,0.09845,41,210,0.05806,0.13884
1992,Hesse,Direct migration background,No,0.41426,169,210,0.34748,0.48105
1992,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.18635,117,281,0.14074,0.23197
1992,"Rhineland-Palatinate, Saarland",No migration background,No,0.24573,164,281,0.19530,0.29616
1992,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.41609,52,52,0.28081,0.55137
1992,Baden-Wuerttemberg,No migration background,Yes,0.20800,263,623,0.17610,0.23990
1992,Baden-Wuerttemberg,No migration background,No,0.27979,360,623,0.24451,0.31507
1992,Baden-Wuerttemberg,Direct migration background,Yes,0.21870,139,451,0.18051,0.25689
1992,Baden-Wuerttemberg,Direct migration background,No,0.37111,312,451,0.32647,0.41575
1992,Baden-Wuerttemberg,Indirect migration background,No,0.09285,45,45,0.00709,0.17860
1992,Bavaria,No migration background,Yes,0.17838,287,760,0.15115,0.20562
1992,Bavaria,No migration background,No,0.29420,473,760,0.26178,0.32662
1992,Bavaria,Direct migration background,Yes,0.14378,51,238,0.09911,0.18845
1992,Bavaria,Direct migration background,No,0.44746,187,238,0.38416,0.51077
1992,Bavaria,Indirect migration background,No,0.15804,31,31,0.02751,0.28858
1992,Berlin,No migration background,Yes,0.22733,141,306,0.18029,0.27437
1992,Berlin,No migration background,No,0.28745,165,306,0.23666,0.33825
1992,Berlin,Direct migration background,No,0.40005,44,44,0.25362,0.54648
1992,Brandenburg,No migration background,Yes,0.17809,147,387,0.13993,0.21626
1992,Brandenburg,No migration background,No,0.27999,240,387,0.23519,0.32478
1992,Mecklenburg-Western Pomerania,No migration background,Yes,0.16001,90,244,0.11391,0.20610
1992,Mecklenburg-Western Pomerania,No migration background,No,0.26930,154,244,0.21353,0.32508
1992,Saxony,No migration background,Yes,0.17724,276,661,0.14810,0.20637
1992,Saxony,No migration background,No,0.24728,385,661,0.21437,0.28020
1992,Saxony-Anhalt,No migration background,Yes,0.17567,173,459,0.14082,0.21052
1992,Saxony-Anhalt,No migration background,No,0.28854,286,459,0.24704,0.33004
1992,Thuringa,No migration background,Yes,0.17171,157,397,0.13456,0.20885
1992,Thuringa,No migration background,No,0.25264,240,397,0.20984,0.29544
1993,Schleswig-Holstein,No migration background,Yes,0.21608,66,145,0.14886,0.28331
1993,Schleswig-Holstein,No migration background,No,0.22427,79,145,0.15614,0.29240
1993,Hamburg,No migration background,No,0.40353,45,45,0.25856,0.54849
1993,Lower Saxony,No migration background,Yes,0.19461,195,469,0.15874,0.23047
1993,Lower Saxony,No migration background,No,0.27071,274,469,0.23045,0.31097
1993,Lower Saxony,Direct migration background,No,0.39036,63,63,0.26893,0.51179
1993,North Rhine-Westphalia,No migration background,Yes,0.15316,352,1006,0.13089,0.17542
1993,North Rhine-Westphalia,No migration background,No,0.29532,654,1006,0.26712,0.32353
1993,North Rhine-Westphalia,Direct migration background,Yes,0.14218,78,376,0.10683,0.17752
1993,North Rhine-Westphalia,Direct migration background,No,0.46455,298,376,0.41408,0.51503
1993,North Rhine-Westphalia,Indirect migration background,No,0.10958,53,53,0.02468,0.19448
1993,Hesse,No migration background,Yes,0.18441,140,346,0.14349,0.22533
1993,Hesse,No migration background,No,0.29051,206,346,0.24260,0.33841
1993,Hesse,Direct migration background,Yes,0.09398,35,196,0.05302,0.13494
1993,Hesse,Direct migration background,No,0.39895,161,196,0.33022,0.46768
1993,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.14858,101,269,0.10599,0.19116
1993,"Rhineland-Palatinate, Saarland",No migration background,No,0.25883,168,269,0.20639,0.31127
1993,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.48047,49,49,0.33913,0.62181
1993,Baden-Wuerttemberg,No migration background,Yes,0.18886,251,620,0.15803,0.21970
1993,Baden-Wuerttemberg,No migration background,No,0.29470,369,620,0.25878,0.33062
1993,Baden-Wuerttemberg,Direct migration background,Yes,0.17834,101,431,0.14216,0.21452
1993,Baden-Wuerttemberg,Direct migration background,No,0.41159,330,431,0.36508,0.45811
1993,Baden-Wuerttemberg,Indirect migration background,No,0.12433,47,47,0.02898,0.21969
1993,Bavaria,No migration background,Yes,0.17522,274,744,0.14788,0.20255
1993,Bavaria,No migration background,No,0.29208,470,744,0.25938,0.32477
1993,Bavaria,Direct migration background,Yes,0.11097,43,219,0.06927,0.15266
1993,Bavaria,Direct migration background,No,0.48382,176,219,0.41748,0.55016
1993,Bavaria,Indirect migration background,No,0.17232,35,35,0.04538,0.29927
1993,Berlin,No migration background,Yes,0.19918,124,296,0.15360,0.24475
1993,Berlin,No migration background,No,0.29898,172,296,0.24674,0.35122
1993,Berlin,Direct migration background,No,0.39633,36,36,0.23428,0.55838
1993,Brandenburg,No migration background,Yes,0.15971,133,362,0.12192,0.19750
1993,Brandenburg,No migration background,No,0.28860,229,362,0.24185,0.33534
1993,Mecklenburg-Western Pomerania,No migration background,Yes,0.14426,84,214,0.09707,0.19144
1993,Mecklenburg-Western Pomerania,No migration background,No,0.22573,130,214,0.16959,0.28187
1993,Saxony,No migration background,Yes,0.20986,307,629,0.17802,0.24171
1993,Saxony,No migration background,No,0.21146,322,629,0.17952,0.24340
1993,Saxony-Anhalt,No migration background,Yes,0.18287,178,415,0.14563,0.22011
1993,Saxony-Anhalt,No migration background,No,0.24407,237,415,0.20270,0.28545
1993,Thuringa,No migration background,Yes,0.17664,161,377,0.13809,0.21519
1993,Thuringa,No migration background,No,0.23728,216,377,0.19428,0.28028
1994,Schleswig-Holstein,No migration background,Yes,0.17000,53,149,0.10948,0.23052
1994,Schleswig-Holstein,No migration background,No,0.28721,96,149,0.21431,0.36011
1994,Hamburg,No migration background,No,0.26788,34,34,0.11679,0.41898
1994,Lower Saxony,No migration background,Yes,0.18320,188,462,0.14789,0.21852
1994,Lower Saxony,No migration background,No,0.27030,274,462,0.22976,0.31084
1994,Lower Saxony,Direct migration background,No,0.38626,54,54,0.25518,0.51735
1994,North Rhine-Westphalia,No migration background,Yes,0.17159,387,995,0.14815,0.19503
1994,North Rhine-Westphalia,No migration background,No,0.27385,608,995,0.24612,0.30157
1994,North Rhine-Westphalia,Direct migration background,Yes,0.11944,64,330,0.08440,0.15448
1994,North Rhine-Westphalia,Direct migration background,No,0.46852,266,330,0.41460,0.52244
1994,North Rhine-Westphalia,Indirect migration background,No,0.11800,54,54,0.03114,0.20485
1994,Hesse,No migration background,Yes,0.20008,142,334,0.15711,0.24305
1994,Hesse,No migration background,No,0.25529,192,334,0.20845,0.30212
1994,Hesse,Direct migration background,Yes,0.09234,37,179,0.04981,0.13487
1994,Hesse,Direct migration background,No,0.35926,142,179,0.28878,0.42975
1994,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.16664,108,270,0.12211,0.21117
1994,"Rhineland-Palatinate, Saarland",No migration background,No,0.25069,162,270,0.19889,0.30248
1994,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.31123,42,42,0.16951,0.45295
1994,Baden-Wuerttemberg,No migration background,Yes,0.18293,229,585,0.15157,0.21428
1994,Baden-Wuerttemberg,No migration background,No,0.27755,356,585,0.24124,0.31387
1994,Baden-Wuerttemberg,Direct migration background,Yes,0.18722,103,376,0.14774,0.22671
1994,Baden-Wuerttemberg,Direct migration background,No,0.34555,273,376,0.29742,0.39368
1994,Baden-Wuerttemberg,Indirect migration background,No,0.09770,49,49,0.01370,0.18169
1994,Bavaria,No migration background,Yes,0.16947,279,712,0.14189,0.19705
1994,Bavaria,No migration background,No,0.27211,433,712,0.23940,0.30483
1994,Bavaria,Direct migration background,Yes,0.10348,39,193,0.06040,0.14657
1994,Bavaria,Direct migration background,No,0.43517,154,193,0.36504,0.50529
1994,Bavaria,Indirect migration background,No,0.20706,39,39,0.07823,0.33590
1994,Berlin,No migration background,Yes,0.21003,125,272,0.16153,0.25852
1994,Berlin,No migration background,No,0.26646,147,272,0.21382,0.31910
1994,Berlin,Direct migration background,No,0.31083,32,32,0.14790,0.47376
1994,Brandenburg,No migration background,Yes,0.20061,158,349,0.15854,0.24269
1994,Brandenburg,No migration background,No,0.26354,191,349,0.21726,0.30983
1994,Mecklenburg-Western Pomerania,No migration background,Yes,0.15092,93,223,0.10383,0.19801
1994,Mecklenburg-Western Pomerania,No migration background,No,0.23516,130,223,0.17937,0.29095
1994,Saxony,No migration background,Yes,0.19828,295,619,0.16684,0.22971
1994,Saxony,No migration background,No,0.21314,324,619,0.18086,0.24543
1994,Saxony-Anhalt,No migration background,Yes,0.19579,185,404,0.15705,0.23453
1994,Saxony-Anhalt,No migration background,No,0.23832,219,404,0.19672,0.27991
1994,Thuringa,No migration background,Yes,0.19855,176,375,0.15812,0.23898
1994,Thuringa,No migration background,No,0.21020,199,375,0.16891,0.25150
1995,Schleswig-Holstein,No migration background,Yes,0.18710,65,139,0.12204,0.25217
1995,Schleswig-Holstein,No migration background,No,0.22412,74,139,0.15455,0.29370
1995,Hamburg,No migration background,No,0.30262,31,31,0.13823,0.46701
1995,Lower Saxony,No migration background,Yes,0.19679,203,468,0.16073,0.23285
1995,Lower Saxony,No migration background,No,0.24888,265,468,0.20966,0.28809
1995,Lower Saxony,Direct migration background,Yes,0.17361,44,106,0.10116,0.24606
1995,Lower Saxony,Direct migration background,No,0.21516,62,106,0.13656,0.29376
1995,North Rhine-Westphalia,No migration background,Yes,0.19945,449,1042,0.17518,0.22372
1995,North Rhine-Westphalia,No migration background,No,0.26065,593,1042,0.23398,0.28732
1995,North Rhine-Westphalia,Direct migration background,Yes,0.17137,119,376,0.13323,0.20951
1995,North Rhine-Westphalia,Direct migration background,No,0.33782,257,376,0.28995,0.38569
1995,North Rhine-Westphalia,Indirect migration background,Yes,0.06452,33,86,0.01229,0.11675
1995,North Rhine-Westphalia,Indirect migration background,No,0.11438,53,86,0.04672,0.18205
1995,Hesse,No migration background,Yes,0.19671,148,346,0.15476,0.23866
1995,Hesse,No migration background,No,0.25440,198,346,0.20845,0.30036
1995,Hesse,Direct migration background,Yes,0.06944,31,174,0.03156,0.10731
1995,Hesse,Direct migration background,No,0.34430,143,174,0.27350,0.41510
1995,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.15967,109,272,0.11606,0.20329
1995,"Rhineland-Palatinate, Saarland",No migration background,No,0.23971,163,272,0.18888,0.29054
1995,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.35182,77,77,0.24446,0.45918
1995,Baden-Wuerttemberg,No migration background,Yes,0.19911,265,601,0.16715,0.23106
1995,Baden-Wuerttemberg,No migration background,No,0.25270,336,601,0.21792,0.28747
1995,Baden-Wuerttemberg,Direct migration background,Yes,0.20479,115,396,0.16500,0.24459
1995,Baden-Wuerttemberg,Direct migration background,No,0.29981,281,396,0.25462,0.34499
1995,Baden-Wuerttemberg,Indirect migration background,No,0.12818,49,49,0.03361,0.22275
1995,Bavaria,No migration background,Yes,0.18493,305,740,0.15694,0.21293
1995,Bavaria,No migration background,No,0.27321,435,740,0.24109,0.30534
1995,Bavaria,Direct migration background,Yes,0.13746,64,224,0.09226,0.18265
1995,Bavaria,Direct migration background,No,0.35927,160,224,0.29630,0.42225
1995,Bavaria,Indirect migration background,No,0.20223,41,41,0.07776,0.32671
1995,Berlin,No migration background,Yes,0.23196,136,272,0.18170,0.28221
1995,Berlin,No migration background,No,0.23445,136,272,0.18401,0.28489
1995,Berlin,Direct migration background,No,0.25613,36,36,0.11152,0.40074
1995,Brandenburg,No migration background,Yes,0.17280,134,345,0.13285,0.21275
1995,Brandenburg,No migration background,No,0.29117,211,345,0.24316,0.33918
1995,Mecklenburg-Western Pomerania,No migration background,Yes,0.18362,111,241,0.13463,0.23260
1995,Mecklenburg-Western Pomerania,No migration background,No,0.25339,130,241,0.19836,0.30842
1995,Saxony,No migration background,Yes,0.21877,311,619,0.18618,0.25137
1995,Saxony,No migration background,No,0.20562,308,619,0.17376,0.23748
1995,Saxony-Anhalt,No migration background,Yes,0.18869,167,397,0.15015,0.22723
1995,Saxony-Anhalt,No migration background,No,0.26589,230,397,0.22238,0.30941
1995,Thuringa,No migration background,Yes,0.19978,175,373,0.15914,0.24041
1995,Thuringa,No migration background,No,0.22059,198,373,0.17845,0.26273
1996,Schleswig-Holstein,No migration background,Yes,0.19085,65,147,0.12711,0.25460
1996,Schleswig-Holstein,No migration background,No,0.26236,82,147,0.19100,0.33372
1996,Hamburg,No migration background,No,0.29972,32,32,0.13845,0.46100
1996,Lower Saxony,No migration background,Yes,0.18670,209,478,0.15173,0.22167
1996,Lower Saxony,No migration background,No,0.25700,269,478,0.21779,0.29622
1996,Lower Saxony,Direct migration background,Yes,0.17774,37,104,0.10391,0.25157
1996,Lower Saxony,Direct migration background,No,0.25735,67,104,0.17292,0.34178
1996,North Rhine-Westphalia,No migration background,Yes,0.18880,422,1034,0.16493,0.21266
1996,North Rhine-Westphalia,No migration background,No,0.26746,612,1034,0.24046,0.29445
1996,North Rhine-Westphalia,Direct migration background,Yes,0.16579,111,342,0.12632,0.20527
1996,North Rhine-Westphalia,Direct migration background,No,0.30046,231,342,0.25180,0.34913
