year,age_gr,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,46-65 y.,Urban regions,Yes,0.32580,424,1425,0.30146,0.35014
1989,46-65 y.,Urban regions,No,0.67420,1001,1425,0.64986,0.69854
1989,46-65 y.,Rural regions,Yes,0.30981,104,340,0.26058,0.35903
1989,46-65 y.,Rural regions,No,0.69019,236,340,0.64097,0.73942
1990,17-29 y.,Urban regions,Yes,0.37104,547,1638,0.34763,0.39444
1990,17-29 y.,Urban regions,No,0.62896,1091,1638,0.60556,0.65237
1990,17-29 y.,Rural regions,Yes,0.33882,299,944,0.30861,0.36903
1990,17-29 y.,Rural regions,No,0.66118,645,944,0.63097,0.69139
1990,30-45 y.,Urban regions,Yes,0.40332,824,2189,0.38277,0.42388
1990,30-45 y.,Urban regions,No,0.59668,1365,2189,0.57612,0.61723
1990,30-45 y.,Rural regions,Yes,0.35048,458,1354,0.32506,0.37591
1990,30-45 y.,Rural regions,No,0.64952,896,1354,0.62409,0.67494
1990,46-65 y.,Urban regions,Yes,0.35836,576,1742,0.33584,0.38089
1990,46-65 y.,Urban regions,No,0.64164,1166,1742,0.61911,0.66416
1990,46-65 y.,Rural regions,Yes,0.30264,294,1020,0.27443,0.33085
1990,46-65 y.,Rural regions,No,0.69736,726,1020,0.66915,0.72557
1991,17-29 y.,Urban regions,Yes,0.39525,558,1592,0.37123,0.41928
1991,17-29 y.,Urban regions,No,0.60475,1034,1592,0.58072,0.62877
1991,17-29 y.,Rural regions,Yes,0.36039,280,845,0.32800,0.39278
1991,17-29 y.,Rural regions,No,0.63961,565,845,0.60722,0.67200
1991,30-45 y.,Urban regions,Yes,0.42388,852,2197,0.40321,0.44454
1991,30-45 y.,Urban regions,No,0.57612,1345,2197,0.55546,0.59679
1991,30-45 y.,Rural regions,Yes,0.35171,421,1279,0.32553,0.37789
1991,30-45 y.,Rural regions,No,0.64829,858,1279,0.62211,0.67447
1991,46-65 y.,Urban regions,Yes,0.35225,537,1663,0.32928,0.37521
1991,46-65 y.,Urban regions,No,0.64775,1126,1663,0.62479,0.67072
1991,46-65 y.,Rural regions,Yes,0.27604,222,866,0.24625,0.30584
1991,46-65 y.,Rural regions,No,0.72396,644,866,0.69416,0.75375
1992,17-29 y.,Urban regions,Yes,0.45388,589,1514,0.42880,0.47897
1992,17-29 y.,Urban regions,No,0.54612,925,1514,0.52103,0.57120
1992,17-29 y.,Rural regions,Yes,0.39478,289,756,0.35991,0.42964
1992,17-29 y.,Rural regions,No,0.60522,467,756,0.57036,0.64009
1992,30-45 y.,Urban regions,Yes,0.42386,844,2130,0.40286,0.44485
1992,30-45 y.,Urban regions,No,0.57614,1286,2130,0.55515,0.59714
1992,30-45 y.,Rural regions,Yes,0.40933,469,1181,0.38128,0.43739
1992,30-45 y.,Rural regions,No,0.59067,712,1181,0.56261,0.61872
1992,46-65 y.,Urban regions,Yes,0.35829,523,1562,0.33450,0.38208
1992,46-65 y.,Urban regions,No,0.64171,1039,1562,0.61792,0.66550
1992,46-65 y.,Rural regions,Yes,0.30033,223,744,0.26737,0.33330
1992,46-65 y.,Rural regions,No,0.69967,521,744,0.66670,0.73263
1993,17-29 y.,Urban regions,Yes,0.40103,531,1465,0.37592,0.42614
1993,17-29 y.,Urban regions,No,0.59897,934,1465,0.57386,0.62408
1993,17-29 y.,Rural regions,Yes,0.40234,295,747,0.36715,0.43753
1993,17-29 y.,Rural regions,No,0.59766,452,747,0.56247,0.63285
1993,30-45 y.,Urban regions,Yes,0.39325,810,2135,0.37252,0.41397
1993,30-45 y.,Urban regions,No,0.60675,1325,2135,0.58603,0.62748
1993,30-45 y.,Rural regions,Yes,0.37535,454,1178,0.34769,0.40301
1993,30-45 y.,Rural regions,No,0.62465,724,1178,0.59699,0.65231
1993,46-65 y.,Urban regions,Yes,0.33403,502,1545,0.31050,0.35755
1993,46-65 y.,Urban regions,No,0.66597,1043,1545,0.64245,0.68950
1993,46-65 y.,Rural regions,Yes,0.33201,224,664,0.29616,0.36785
1993,46-65 y.,Rural regions,No,0.66799,440,664,0.63215,0.70384
1994,17-29 y.,Urban regions,Yes,0.43318,531,1354,0.40677,0.45958
1994,17-29 y.,Urban regions,No,0.56682,823,1354,0.54042,0.59323
1994,17-29 y.,Rural regions,Yes,0.40172,287,703,0.36545,0.43798
1994,17-29 y.,Rural regions,No,0.59828,416,703,0.56202,0.63455
1994,30-45 y.,Urban regions,Yes,0.42529,857,2089,0.40409,0.44650
1994,30-45 y.,Urban regions,No,0.57471,1232,2089,0.55350,0.59591
1994,30-45 y.,Rural regions,Yes,0.39147,462,1141,0.36314,0.41981
1994,30-45 y.,Rural regions,No,0.60853,679,1141,0.58019,0.63686
1994,46-65 y.,Urban regions,Yes,0.34394,491,1474,0.31969,0.36820
1994,46-65 y.,Urban regions,No,0.65606,983,1474,0.63180,0.68031
1994,46-65 y.,Rural regions,Yes,0.36510,253,683,0.32897,0.40124
1994,46-65 y.,Rural regions,No,0.63490,430,683,0.59876,0.67103
1995,17-29 y.,Urban regions,Yes,0.46009,564,1324,0.43324,0.48695
1995,17-29 y.,Urban regions,No,0.53991,760,1324,0.51305,0.56676
1995,17-29 y.,Rural regions,Yes,0.39327,299,727,0.35774,0.42881
1995,17-29 y.,Rural regions,No,0.60673,428,727,0.57119,0.64226
1995,30-45 y.,Urban regions,Yes,0.47979,1017,2232,0.45906,0.50052
1995,30-45 y.,Urban regions,No,0.52021,1215,2232,0.49948,0.54094
1995,30-45 y.,Rural regions,Yes,0.41215,513,1220,0.38452,0.43978
1995,30-45 y.,Rural regions,No,0.58785,707,1220,0.56022,0.61548
1995,46-65 y.,Urban regions,Yes,0.37864,537,1501,0.35410,0.40319
1995,46-65 y.,Urban regions,No,0.62136,964,1501,0.59681,0.64590
1995,46-65 y.,Rural regions,Yes,0.34233,252,729,0.30786,0.37680
1995,46-65 y.,Rural regions,No,0.65767,477,729,0.62320,0.69214
1996,17-29 y.,Urban regions,Yes,0.43795,518,1229,0.41020,0.46570
1996,17-29 y.,Urban regions,No,0.56205,711,1229,0.53430,0.58980
1996,17-29 y.,Rural regions,Yes,0.41006,270,678,0.37301,0.44711
1996,17-29 y.,Rural regions,No,0.58994,408,678,0.55289,0.62699
1996,30-45 y.,Urban regions,Yes,0.47280,1026,2270,0.45225,0.49334
1996,30-45 y.,Urban regions,No,0.52720,1244,2270,0.50666,0.54775
1996,30-45 y.,Rural regions,Yes,0.42980,512,1187,0.40163,0.45798
1996,30-45 y.,Rural regions,No,0.57020,675,1187,0.54202,0.59837
1996,46-65 y.,Urban regions,Yes,0.37723,518,1422,0.35203,0.40244
1996,46-65 y.,Urban regions,No,0.62277,904,1422,0.59756,0.64797
1996,46-65 y.,Rural regions,Yes,0.36921,271,741,0.33444,0.40398
1996,46-65 y.,Rural regions,No,0.63079,470,741,0.59602,0.66556
1997,17-29 y.,Urban regions,Yes,0.68725,472,702,0.65293,0.72157
1997,17-29 y.,Urban regions,No,0.31275,230,702,0.27843,0.34707
1997,17-29 y.,Rural regions,Yes,0.65466,281,444,0.61038,0.69894
1997,17-29 y.,Rural regions,No,0.34534,163,444,0.30106,0.38962
1997,30-45 y.,Urban regions,Yes,0.73156,1047,1452,0.70876,0.75436
1997,30-45 y.,Urban regions,No,0.26844,405,1452,0.24564,0.29124
1997,30-45 y.,Rural regions,Yes,0.66297,488,744,0.62898,0.69695
1997,30-45 y.,Rural regions,No,0.33703,256,744,0.30305,0.37102
1997,46-65 y.,Urban regions,Yes,0.71605,531,757,0.68390,0.74819
1997,46-65 y.,Urban regions,No,0.28395,226,757,0.25181,0.31610
1997,46-65 y.,Rural regions,Yes,0.68882,306,451,0.64604,0.73160
1997,46-65 y.,Rural regions,No,0.31118,145,451,0.26840,0.35396
1998,17-29 y.,Urban regions,Yes,0.72485,519,720,0.69221,0.75750
1998,17-29 y.,Urban regions,No,0.27515,201,720,0.24250,0.30779
1998,17-29 y.,Rural regions,Yes,0.63233,289,456,0.58802,0.67663
1998,17-29 y.,Rural regions,No,0.36767,167,456,0.32337,0.41198
1998,30-45 y.,Urban regions,Yes,0.73677,1166,1588,0.71510,0.75843
1998,30-45 y.,Urban regions,No,0.26323,422,1588,0.24157,0.28490
1998,30-45 y.,Rural regions,Yes,0.69111,590,868,0.66036,0.72187
1998,30-45 y.,Rural regions,No,0.30889,278,868,0.27813,0.33964
1998,46-65 y.,Urban regions,Yes,0.71411,602,855,0.68380,0.74441
1998,46-65 y.,Urban regions,No,0.28589,253,855,0.25559,0.31620
1998,46-65 y.,Rural regions,Yes,0.66457,333,511,0.62359,0.70554
1998,46-65 y.,Rural regions,No,0.33543,178,511,0.29446,0.37641
1999,17-29 y.,Urban regions,Yes,0.72944,507,705,0.69662,0.76225
1999,17-29 y.,Urban regions,No,0.27056,198,705,0.23775,0.30338
1999,17-29 y.,Rural regions,Yes,0.66116,288,427,0.61621,0.70611
1999,17-29 y.,Rural regions,No,0.33884,139,427,0.29389,0.38379
1999,30-45 y.,Urban regions,Yes,0.74892,1185,1581,0.72754,0.77030
1999,30-45 y.,Urban regions,No,0.25108,396,1581,0.22970,0.27246
1999,30-45 y.,Rural regions,Yes,0.68258,601,886,0.65191,0.71325
1999,30-45 y.,Rural regions,No,0.31742,285,886,0.28675,0.34809
1999,46-65 y.,Urban regions,Yes,0.69912,588,824,0.66778,0.73045
1999,46-65 y.,Urban regions,No,0.30088,236,824,0.26955,0.33222
1999,46-65 y.,Rural regions,Yes,0.71267,320,470,0.67172,0.75363
1999,46-65 y.,Rural regions,No,0.28733,150,470,0.24637,0.32828
2000,17-29 y.,Urban regions,Yes,0.70634,688,968,0.67763,0.73504
2000,17-29 y.,Urban regions,No,0.29366,280,968,0.26496,0.32237
2000,17-29 y.,Rural regions,Yes,0.64929,403,616,0.61158,0.68701
2000,17-29 y.,Rural regions,No,0.35071,213,616,0.31299,0.38842
2000,30-45 y.,Urban regions,Yes,0.70563,1937,2718,0.68849,0.72277
2000,30-45 y.,Urban regions,No,0.29437,781,2718,0.27723,0.31151
2000,30-45 y.,Rural regions,Yes,0.70170,994,1426,0.67795,0.72546
2000,30-45 y.,Rural regions,No,0.29830,432,1426,0.27454,0.32205
2000,46-65 y.,Urban regions,Yes,0.66028,1063,1579,0.63691,0.68365
2000,46-65 y.,Urban regions,No,0.33972,516,1579,0.31635,0.36309
2000,46-65 y.,Rural regions,Yes,0.63390,527,814,0.60079,0.66702
2000,46-65 y.,Rural regions,No,0.36610,287,814,0.33298,0.39921
2002,17-29 y.,Urban regions,Yes,0.72188,595,838,0.69152,0.75223
2002,17-29 y.,Urban regions,No,0.27812,243,838,0.24777,0.30848
2002,17-29 y.,Rural regions,Yes,0.65751,354,535,0.61726,0.69776
2002,17-29 y.,Rural regions,No,0.34249,181,535,0.30224,0.38274
2002,30-45 y.,Urban regions,Yes,0.72964,1900,2582,0.71250,0.74677
2002,30-45 y.,Urban regions,No,0.27036,682,2582,0.25323,0.28750
2002,30-45 y.,Rural regions,Yes,0.64950,845,1263,0.62318,0.67583
2002,30-45 y.,Rural regions,No,0.35050,418,1263,0.32417,0.37682
2002,46-65 y.,Urban regions,Yes,0.66141,1291,1821,0.63967,0.68315
2002,46-65 y.,Urban regions,No,0.33859,530,1821,0.31685,0.36033
2002,46-65 y.,Rural regions,Yes,0.68241,605,881,0.65165,0.71317
2002,46-65 y.,Rural regions,No,0.31759,276,881,0.28683,0.34835
2003,17-29 y.,Urban regions,Yes,0.70687,596,848,0.67621,0.73752
2003,17-29 y.,Urban regions,No,0.29313,252,848,0.26248,0.32379
2003,17-29 y.,Rural regions,Yes,0.67215,323,489,0.63050,0.71380
2003,17-29 y.,Rural regions,No,0.32785,166,489,0.28620,0.36950
2003,30-45 y.,Urban regions,Yes,0.71897,1723,2386,0.70093,0.73701
2003,30-45 y.,Urban regions,No,0.28103,663,2386,0.26299,0.29907
2003,30-45 y.,Rural regions,Yes,0.68237,815,1188,0.65588,0.70885
2003,30-45 y.,Rural regions,No,0.31763,373,1188,0.29115,0.34412
2003,46-65 y.,Urban regions,Yes,0.70418,1256,1756,0.68283,0.72554
2003,46-65 y.,Urban regions,No,0.29582,500,1756,0.27446,0.31717
2003,46-65 y.,Rural regions,Yes,0.63868,582,881,0.60694,0.67042
2003,46-65 y.,Rural regions,No,0.36132,299,881,0.32958,0.39306
2004,17-29 y.,Urban regions,Yes,0.72414,567,789,0.69294,0.75535
2004,17-29 y.,Urban regions,No,0.27586,222,789,0.24465,0.30706
2004,17-29 y.,Rural regions,Yes,0.65625,310,469,0.61322,0.69928
2004,17-29 y.,Rural regions,No,0.34375,159,469,0.30072,0.38678
2004,30-45 y.,Urban regions,Yes,0.71724,1612,2235,0.69856,0.73591
2004,30-45 y.,Urban regions,No,0.28276,623,2235,0.26409,0.30144
2004,30-45 y.,Rural regions,Yes,0.70627,768,1093,0.67926,0.73329
2004,30-45 y.,Rural regions,No,0.29373,325,1093,0.26671,0.32074
2004,46-65 y.,Urban regions,Yes,0.69010,1278,1788,0.66866,0.71154
2004,46-65 y.,Urban regions,No,0.30990,510,1788,0.28846,0.33134
2004,46-65 y.,Rural regions,Yes,0.67386,626,895,0.64313,0.70459
2004,46-65 y.,Rural regions,No,0.32614,269,895,0.29541,0.35687
2005,17-29 y.,Urban regions,Yes,0.71484,554,775,0.68303,0.74665
2005,17-29 y.,Urban regions,No,0.28516,221,775,0.25335,0.31697
2005,17-29 y.,Rural regions,Yes,0.59659,261,413,0.54922,0.64396
2005,17-29 y.,Rural regions,No,0.40341,152,413,0.35604,0.45078
2005,30-45 y.,Urban regions,Yes,0.72390,1522,2062,0.70460,0.74320
2005,30-45 y.,Urban regions,No,0.27610,540,2062,0.25680,0.29540
2005,30-45 y.,Rural regions,Yes,0.71229,683,996,0.68416,0.74042
2005,30-45 y.,Rural regions,No,0.28771,313,996,0.25958,0.31584
2005,46-65 y.,Urban regions,Yes,0.71482,1196,1626,0.69286,0.73677
2005,46-65 y.,Urban regions,No,0.28518,430,1626,0.26323,0.30714
2005,46-65 y.,Rural regions,Yes,0.62834,573,865,0.59612,0.66056
2005,46-65 y.,Rural regions,No,0.37166,292,865,0.33944,0.40388
2006,17-29 y.,Urban regions,Yes,0.71609,601,807,0.68496,0.74722
2006,17-29 y.,Urban regions,No,0.28391,206,807,0.25278,0.31504
2006,17-29 y.,Rural regions,Yes,0.65151,302,451,0.60748,0.69553
2006,17-29 y.,Rural regions,No,0.34849,149,451,0.30447,0.39252
2006,30-45 y.,Urban regions,Yes,0.75378,1681,2217,0.73584,0.77172
2006,30-45 y.,Urban regions,No,0.24622,536,2217,0.22828,0.26416
2006,30-45 y.,Rural regions,Yes,0.71171,776,1096,0.68488,0.73854
2006,30-45 y.,Rural regions,No,0.28829,320,1096,0.26146,0.31512
2006,46-65 y.,Urban regions,Yes,0.73241,1407,1884,0.71241,0.75240
2006,46-65 y.,Urban regions,No,0.26759,477,1884,0.24760,0.28759
2006,46-65 y.,Rural regions,Yes,0.65370,661,974,0.62380,0.68360
2006,46-65 y.,Rural regions,No,0.34630,313,974,0.31640,0.37620
2007,17-29 y.,Urban regions,Yes,0.77312,557,736,0.74284,0.80339
2007,17-29 y.,Urban regions,No,0.22688,179,736,0.19661,0.25716
2007,17-29 y.,Rural regions,Yes,0.64153,271,413,0.59523,0.68784
2007,17-29 y.,Rural regions,No,0.35847,142,413,0.31216,0.40477
2007,30-45 y.,Urban regions,Yes,0.79568,1575,2005,0.77803,0.81333
2007,30-45 y.,Urban regions,No,0.20432,430,2005,0.18667,0.22197
2007,30-45 y.,Rural regions,Yes,0.71483,747,1036,0.68732,0.74234
2007,30-45 y.,Rural regions,No,0.28517,289,1036,0.25766,0.31268
2007,46-65 y.,Urban regions,Yes,0.72968,1317,1770,0.70898,0.75038
2007,46-65 y.,Urban regions,No,0.27032,453,1770,0.24962,0.29102
2007,46-65 y.,Rural regions,Yes,0.68139,666,960,0.65190,0.71088
2007,46-65 y.,Rural regions,No,0.31861,294,960,0.28912,0.34810
2008,17-29 y.,Urban regions,Yes,0.74207,554,745,0.71063,0.77351
2008,17-29 y.,Urban regions,No,0.25793,191,745,0.22649,0.28937
2008,17-29 y.,Rural regions,Yes,0.65114,262,391,0.60383,0.69844
2008,17-29 y.,Rural regions,No,0.34886,129,391,0.30156,0.39617
2008,30-45 y.,Urban regions,Yes,0.78348,1459,1885,0.76488,0.80208
2008,30-45 y.,Urban regions,No,0.21652,426,1885,0.19792,0.23512
2008,30-45 y.,Rural regions,Yes,0.69679,695,998,0.66826,0.72532
2008,30-45 y.,Rural regions,No,0.30321,303,998,0.27468,0.33174
2008,46-65 y.,Urban regions,Yes,0.71649,1316,1818,0.69577,0.73722
2008,46-65 y.,Urban regions,No,0.28351,502,1818,0.26278,0.30423
2008,46-65 y.,Rural regions,Yes,0.64294,668,969,0.61275,0.67312
2008,46-65 y.,Rural regions,No,0.35706,301,969,0.32688,0.38725
2009,17-29 y.,Urban regions,Yes,0.72859,448,616,0.69345,0.76374
2009,17-29 y.,Urban regions,No,0.27141,168,616,0.23626,0.30655
2009,17-29 y.,Rural regions,Yes,0.59920,216,346,0.54749,0.65091
2009,17-29 y.,Rural regions,No,0.40080,130,346,0.34909,0.45251
2009,30-45 y.,Urban regions,Yes,0.76388,1206,1630,0.74325,0.78450
2009,30-45 y.,Urban regions,No,0.23612,424,1630,0.21550,0.25675
2009,30-45 y.,Rural regions,Yes,0.71395,628,890,0.68425,0.74366
2009,30-45 y.,Rural regions,No,0.28605,262,890,0.25634,0.31575
2009,46-65 y.,Urban regions,Yes,0.70337,1162,1610,0.68105,0.72569
2009,46-65 y.,Urban regions,No,0.29663,448,1610,0.27431,0.31895
2009,46-65 y.,Rural regions,Yes,0.62636,607,924,0.59515,0.65757
2009,46-65 y.,Rural regions,No,0.37364,317,924,0.34243,0.40485
2010,17-29 y.,Urban regions,Yes,0.67759,505,758,0.64429,0.71089
2010,17-29 y.,Urban regions,No,0.32241,253,758,0.28911,0.35571
2010,17-29 y.,Rural regions,Yes,0.61154,295,432,0.56552,0.65755
2010,17-29 y.,Rural regions,No,0.38846,137,432,0.34245,0.43448
2010,30-45 y.,Urban regions,Yes,0.73379,1987,2758,0.71730,0.75029
2010,30-45 y.,Urban regions,No,0.26621,771,2758,0.24971,0.28270
2010,30-45 y.,Rural regions,Yes,0.67512,1005,1481,0.65126,0.69899
2010,30-45 y.,Rural regions,No,0.32488,476,1481,0.30101,0.34874
2010,46-65 y.,Urban regions,Yes,0.67605,1302,1871,0.65484,0.69726
2010,46-65 y.,Urban regions,No,0.32395,569,1871,0.30274,0.34516
2010,46-65 y.,Rural regions,Yes,0.61902,665,1033,0.58939,0.64865
2010,46-65 y.,Rural regions,No,0.38098,368,1033,0.35135,0.41061
2011,17-29 y.,Urban regions,Yes,0.78070,603,794,0.75190,0.80950
2011,17-29 y.,Urban regions,No,0.21930,191,794,0.19050,0.24810
2011,17-29 y.,Rural regions,Yes,0.68011,344,508,0.63950,0.72071
2011,17-29 y.,Rural regions,No,0.31989,164,508,0.27929,0.36050
2011,30-45 y.,Urban regions,Yes,0.78617,2439,3158,0.77186,0.80047
2011,30-45 y.,Urban regions,No,0.21383,719,3158,0.19953,0.22814
2011,30-45 y.,Rural regions,Yes,0.72585,1258,1721,0.70476,0.74693
2011,30-45 y.,Rural regions,No,0.27415,463,1721,0.25307,0.29524
2011,46-65 y.,Urban regions,Yes,0.73767,1836,2459,0.72028,0.75506
2011,46-65 y.,Urban regions,No,0.26233,623,2459,0.24494,0.27972
2011,46-65 y.,Rural regions,Yes,0.67203,1004,1458,0.64793,0.69614
2011,46-65 y.,Rural regions,No,0.32797,454,1458,0.30386,0.35207
2012,17-29 y.,Urban regions,Yes,0.72723,596,812,0.69658,0.75788
2012,17-29 y.,Urban regions,No,0.27277,216,812,0.24212,0.30342
2012,17-29 y.,Rural regions,Yes,0.74310,361,508,0.70507,0.78113
2012,17-29 y.,Rural regions,No,0.25690,147,508,0.21887,0.29493
2012,30-45 y.,Urban regions,Yes,0.76012,2261,3042,0.74494,0.77530
2012,30-45 y.,Urban regions,No,0.23988,781,3042,0.22470,0.25506
2012,30-45 y.,Rural regions,Yes,0.73304,1223,1691,0.71195,0.75413
2012,30-45 y.,Rural regions,No,0.26696,468,1691,0.24587,0.28805
2012,46-65 y.,Urban regions,Yes,0.69734,1896,2670,0.67991,0.71477
2012,46-65 y.,Urban regions,No,0.30266,774,2670,0.28523,0.32009
2012,46-65 y.,Rural regions,Yes,0.65561,1063,1575,0.63214,0.67909
2012,46-65 y.,Rural regions,No,0.34439,512,1575,0.32091,0.36786
2013,17-29 y.,Urban regions,Yes,0.76703,779,1046,0.74140,0.79266
2013,17-29 y.,Urban regions,No,0.23297,267,1046,0.20734,0.25860
2013,17-29 y.,Rural regions,Yes,0.64674,362,523,0.60573,0.68774
2013,17-29 y.,Rural regions,No,0.35326,161,523,0.31226,0.39427
2013,30-45 y.,Urban regions,Yes,0.75513,2525,3337,0.74054,0.76972
2013,30-45 y.,Urban regions,No,0.24487,812,3337,0.23028,0.25946
2013,30-45 y.,Rural regions,Yes,0.69457,1207,1713,0.67275,0.71639
2013,30-45 y.,Rural regions,No,0.30543,506,1713,0.28361,0.32725
2013,46-65 y.,Urban regions,Yes,0.72112,1980,2784,0.70445,0.73778
2013,46-65 y.,Urban regions,No,0.27888,804,2784,0.26222,0.29555
2013,46-65 y.,Rural regions,Yes,0.69781,1098,1550,0.67494,0.72068
2013,46-65 y.,Rural regions,No,0.30219,452,1550,0.27932,0.32506
2014,17-29 y.,Urban regions,Yes,0.74248,683,942,0.71454,0.77042
2014,17-29 y.,Urban regions,No,0.25752,259,942,0.22958,0.28546
2014,17-29 y.,Rural regions,Yes,0.69747,338,479,0.65629,0.73865
2014,17-29 y.,Rural regions,No,0.30253,141,479,0.26135,0.34371
2014,30-45 y.,Urban regions,Yes,0.79171,2142,2794,0.77665,0.80677
2014,30-45 y.,Urban regions,No,0.20829,652,2794,0.19323,0.22335
2014,30-45 y.,Rural regions,Yes,0.72743,1103,1522,0.70505,0.74981
2014,30-45 y.,Rural regions,No,0.27257,419,1522,0.25019,0.29495
2014,46-65 y.,Urban regions,Yes,0.70960,1882,2688,0.69244,0.72677
2014,46-65 y.,Urban regions,No,0.29040,806,2688,0.27323,0.30756
2014,46-65 y.,Rural regions,Yes,0.66907,1007,1496,0.64522,0.69292
2014,46-65 y.,Rural regions,No,0.33093,489,1496,0.30708,0.35478
2015,17-29 y.,Urban regions,Yes,0.73515,694,916,0.70656,0.76374
2015,17-29 y.,Urban regions,No,0.26485,222,916,0.23626,0.29344
2015,17-29 y.,Rural regions,Yes,0.76666,363,500,0.72955,0.80378
2015,17-29 y.,Rural regions,No,0.23334,137,500,0.19622,0.27045
2015,30-45 y.,Urban regions,Yes,0.79260,2031,2599,0.77701,0.80819
2015,30-45 y.,Urban regions,No,0.20740,568,2599,0.19181,0.22299
2015,30-45 y.,Rural regions,Yes,0.77886,1098,1429,0.75733,0.80038
2015,30-45 y.,Rural regions,No,0.22114,331,1429,0.19962,0.24267
2015,46-65 y.,Urban regions,Yes,0.77053,1975,2544,0.75418,0.78687
2015,46-65 y.,Urban regions,No,0.22947,569,2544,0.21313,0.24582
2015,46-65 y.,Rural regions,Yes,0.71751,1069,1463,0.69443,0.74059
2015,46-65 y.,Rural regions,No,0.28249,394,1463,0.25941,0.30557
2016,17-29 y.,Urban regions,Yes,0.74659,623,820,0.71680,0.77638
2016,17-29 y.,Urban regions,No,0.25341,197,820,0.22362,0.28320
2016,17-29 y.,Rural regions,Yes,0.74942,352,455,0.70955,0.78928
2016,17-29 y.,Rural regions,No,0.25058,103,455,0.21072,0.29045
2016,30-45 y.,Urban regions,Yes,0.78792,1860,2396,0.77155,0.80429
2016,30-45 y.,Urban regions,No,0.21208,536,2396,0.19571,0.22845
2016,30-45 y.,Rural regions,Yes,0.74233,967,1268,0.71824,0.76641
2016,30-45 y.,Rural regions,No,0.25767,301,1268,0.23359,0.28176
2016,46-65 y.,Urban regions,Yes,0.78028,1970,2554,0.76422,0.79634
2016,46-65 y.,Urban regions,No,0.21972,584,2554,0.20366,0.23578
2016,46-65 y.,Rural regions,Yes,0.71968,1069,1486,0.69683,0.74252
2016,46-65 y.,Rural regions,No,0.28032,417,1486,0.25748,0.30317
2017,17-29 y.,Urban regions,Yes,0.77285,736,955,0.74626,0.79944
2017,17-29 y.,Urban regions,No,0.22715,219,955,0.20056,0.25374
2017,17-29 y.,Rural regions,Yes,0.76713,401,528,0.73105,0.80322
2017,17-29 y.,Rural regions,No,0.23287,127,528,0.19678,0.26895
2017,30-45 y.,Urban regions,Yes,0.80558,1891,2381,0.78968,0.82148
2017,30-45 y.,Urban regions,No,0.19442,490,2381,0.17852,0.21032
2017,30-45 y.,Rural regions,Yes,0.74677,976,1292,0.72305,0.77050
2017,30-45 y.,Rural regions,No,0.25323,316,1292,0.22950,0.27695
2017,46-65 y.,Urban regions,Yes,0.75061,2147,2853,0.73473,0.76649
2017,46-65 y.,Urban regions,No,0.24939,706,2853,0.23351,0.26527
