year,regtyp,sex,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Urban regions,male,Yes,0.24776,1293,2821,0.23183,0.26370
1996,Urban regions,male,No,0.27440,1528,2821,0.25793,0.29087
1996,Urban regions,female,Yes,0.13264,771,2129,0.11823,0.14705
1996,Urban regions,female,No,0.22585,1358,2129,0.20808,0.24362
1996,Rural regions,male,Yes,0.21731,653,1470,0.19622,0.23840
1996,Rural regions,male,No,0.28605,817,1470,0.26294,0.30916
1996,Rural regions,female,Yes,0.12653,400,1145,0.10726,0.14579
1996,Rural regions,female,No,0.22357,745,1145,0.19943,0.24771
1997,Urban regions,male,Yes,0.25158,1273,1757,0.23128,0.27187
1997,Urban regions,male,No,0.08802,484,1757,0.07477,0.10127
1997,Urban regions,female,Yes,0.14134,778,1155,0.12124,0.16144
1997,Urban regions,female,No,0.06586,377,1155,0.05155,0.08017
1997,Rural regions,male,Yes,0.22267,641,993,0.19678,0.24856
1997,Rural regions,male,No,0.11350,352,993,0.09376,0.13324
1997,Rural regions,female,Yes,0.13343,435,647,0.10721,0.15965
1997,Rural regions,female,No,0.06304,212,647,0.04430,0.08178
1998,Urban regions,male,Yes,0.25024,1417,1914,0.23083,0.26965
1998,Urban regions,male,No,0.08309,497,1914,0.07072,0.09546
1998,Urban regions,female,Yes,0.13929,871,1252,0.12010,0.15847
1998,Urban regions,female,No,0.06266,381,1252,0.04923,0.07609
1998,Rural regions,male,Yes,0.22870,733,1098,0.20385,0.25356
1998,Rural regions,male,No,0.10891,365,1098,0.09047,0.12734
1998,Rural regions,female,Yes,0.13072,480,738,0.10638,0.15505
1998,Rural regions,female,No,0.06776,258,738,0.04962,0.08591
1999,Urban regions,male,Yes,0.24569,1394,1864,0.22614,0.26524
1999,Urban regions,male,No,0.08516,470,1864,0.07249,0.09784
1999,Urban regions,female,Yes,0.14936,890,1252,0.12961,0.16912
1999,Urban regions,female,No,0.06096,362,1252,0.04770,0.07422
1999,Rural regions,male,Yes,0.23521,733,1071,0.20980,0.26063
1999,Rural regions,male,No,0.10312,338,1071,0.08490,0.12134
1999,Rural regions,female,Yes,0.13640,476,713,0.11119,0.16161
1999,Rural regions,female,No,0.06627,237,713,0.04799,0.08454
2000,Urban regions,male,Yes,0.23828,2279,3180,0.22347,0.25309
2000,Urban regions,male,No,0.10054,901,3180,0.09009,0.11099
2000,Urban regions,female,Yes,0.13636,1414,2091,0.12164,0.15107
2000,Urban regions,female,No,0.06643,677,2091,0.05575,0.07710
2000,Rural regions,male,Yes,0.22553,1197,1724,0.20580,0.24527
2000,Rural regions,male,No,0.10062,527,1724,0.08641,0.11482
2000,Rural regions,female,Yes,0.12747,728,1134,0.10805,0.14689
2000,Rural regions,female,No,0.07330,406,1134,0.05813,0.08848
2001,Urban regions,male,Yes,0.24107,2110,2110,0.22281,0.25932
2001,Urban regions,female,Yes,0.14662,1390,1390,0.12802,0.16522
2001,Rural regions,male,Yes,0.22478,1058,1058,0.19961,0.24994
2001,Rural regions,female,Yes,0.14387,733,733,0.11845,0.16930
2002,Urban regions,male,Yes,0.22555,2247,3069,0.21076,0.24034
2002,Urban regions,male,No,0.09148,822,3069,0.08128,0.10168
2002,Urban regions,female,Yes,0.14168,1543,2179,0.12703,0.15632
2002,Urban regions,female,No,0.06152,636,2179,0.05143,0.07161
2002,Rural regions,male,Yes,0.20881,1034,1531,0.18845,0.22918
2002,Rural regions,male,No,0.10276,497,1531,0.08754,0.11797
2002,Rural regions,female,Yes,0.13727,772,1150,0.11737,0.15717
2002,Rural regions,female,No,0.07422,378,1150,0.05906,0.08938
2003,Urban regions,male,Yes,0.22526,2101,2829,0.20986,0.24066
2003,Urban regions,male,No,0.08290,728,2829,0.07274,0.09307
2003,Urban regions,female,Yes,0.14345,1477,2167,0.12869,0.15821
2003,Urban regions,female,No,0.06638,690,2167,0.05589,0.07686
2003,Rural regions,male,Yes,0.21413,983,1431,0.19287,0.23540
2003,Rural regions,male,No,0.10082,448,1431,0.08521,0.11642
2003,Rural regions,female,Yes,0.14329,738,1129,0.12284,0.16374
2003,Rural regions,female,No,0.07842,391,1129,0.06273,0.09411
2004,Urban regions,male,Yes,0.22773,2028,2739,0.21202,0.24344
2004,Urban regions,male,No,0.08471,711,2739,0.07428,0.09514
2004,Urban regions,female,Yes,0.14121,1435,2083,0.12625,0.15617
2004,Urban regions,female,No,0.06657,648,2083,0.05586,0.07727
2004,Rural regions,male,Yes,0.21020,975,1380,0.18869,0.23170
2004,Rural regions,male,No,0.08890,405,1380,0.07388,0.10392
2004,Rural regions,female,Yes,0.14229,730,1078,0.12142,0.16315
2004,Rural regions,female,No,0.07269,348,1078,0.05718,0.08819
2005,Urban regions,male,Yes,0.23128,1933,2535,0.21487,0.24770
2005,Urban regions,male,No,0.07832,602,2535,0.06786,0.08878
2005,Urban regions,female,Yes,0.14458,1344,1933,0.12890,0.16027
2005,Urban regions,female,No,0.06774,589,1933,0.05654,0.07895
2005,Rural regions,male,Yes,0.19844,848,1258,0.17639,0.22049
2005,Rural regions,male,No,0.10099,410,1258,0.08433,0.11765
2005,Rural regions,female,Yes,0.14316,672,1021,0.12167,0.16466
2005,Rural regions,female,No,0.07492,349,1021,0.05876,0.09108
2006,Urban regions,male,Yes,0.23976,2076,2679,0.22359,0.25593
2006,Urban regions,male,No,0.07960,603,2679,0.06935,0.08985
2006,Urban regions,female,Yes,0.16606,1621,2242,0.15065,0.18147
2006,Urban regions,female,No,0.06343,621,2242,0.05334,0.07352
2006,Rural regions,male,Yes,0.21996,970,1372,0.19803,0.24188
2006,Rural regions,male,No,0.09591,402,1372,0.08032,0.11150
2006,Rural regions,female,Yes,0.14862,774,1157,0.12812,0.16913
2006,Rural regions,female,No,0.07735,383,1157,0.06195,0.09275
2007,Urban regions,male,Yes,0.25611,1985,2509,0.23903,0.27320
2007,Urban regions,male,No,0.06695,524,2509,0.05716,0.07673
2007,Urban regions,female,Yes,0.16485,1472,2012,0.14864,0.18107
2007,Urban regions,female,No,0.05945,540,2012,0.04911,0.06978
2007,Rural regions,male,Yes,0.22213,943,1314,0.19964,0.24461
2007,Rural regions,male,No,0.09313,371,1314,0.07741,0.10884
2007,Rural regions,female,Yes,0.15863,748,1108,0.13711,0.18015
2007,Rural regions,female,No,0.07873,360,1108,0.06287,0.09460
2008,Urban regions,male,Yes,0.26118,1851,2399,0.24360,0.27876
2008,Urban regions,male,No,0.07698,548,2399,0.06631,0.08765
2008,Urban regions,female,Yes,0.17759,1484,2058,0.16107,0.19411
2008,Urban regions,female,No,0.06776,574,2058,0.05690,0.07862
2008,Rural regions,male,Yes,0.22948,899,1286,0.20649,0.25248
2008,Rural regions,male,No,0.10979,387,1286,0.09270,0.12689
2008,Rural regions,female,Yes,0.16589,731,1081,0.14370,0.18808
2008,Rural regions,female,No,0.08677,350,1081,0.06998,0.10355
2009,Urban regions,male,Yes,0.24043,1531,2070,0.22201,0.25884
2009,Urban regions,male,No,0.08116,539,2070,0.06939,0.09292
2009,Urban regions,female,Yes,0.17305,1297,1799,0.15556,0.19053
2009,Urban regions,female,No,0.06724,502,1799,0.05567,0.07882
2009,Rural regions,male,Yes,0.22242,789,1165,0.19853,0.24631
2009,Rural regions,male,No,0.10427,376,1165,0.08671,0.12182
2009,Rural regions,female,Yes,0.16149,666,1003,0.13870,0.18427
2009,Rural regions,female,No,0.09563,337,1003,0.07742,0.11384
2010,Urban regions,male,Yes,0.22457,2116,2944,0.20950,0.23965
2010,Urban regions,male,No,0.09300,828,2944,0.08251,0.10350
2010,Urban regions,female,Yes,0.18080,1690,2460,0.16559,0.19601
2010,Urban regions,female,No,0.07883,770,2460,0.06818,0.08948
2010,Rural regions,male,Yes,0.22056,1105,1624,0.20039,0.24074
2010,Rural regions,male,No,0.11122,519,1624,0.09593,0.12652
2010,Rural regions,female,Yes,0.15925,866,1333,0.13960,0.17890
2010,Rural regions,female,No,0.10232,467,1333,0.08604,0.11859
2011,Urban regions,male,Yes,0.25446,2652,3404,0.23983,0.26910
2011,Urban regions,male,No,0.07112,752,3404,0.06248,0.07975
2011,Urban regions,female,Yes,0.19244,2236,3025,0.17839,0.20649
2011,Urban regions,female,No,0.06556,789,3025,0.05674,0.07439
2011,Rural regions,male,Yes,0.24563,1443,1985,0.22669,0.26458
2011,Rural regions,male,No,0.09905,542,1985,0.08590,0.11220
2011,Rural regions,female,Yes,0.17060,1167,1710,0.15276,0.18843
2011,Rural regions,female,No,0.08497,543,1710,0.07175,0.09819
2012,Urban regions,male,Yes,0.25222,2510,3365,0.23755,0.26690
2012,Urban regions,male,No,0.09046,855,3365,0.08077,0.10016
2012,Urban regions,female,Yes,0.19361,2263,3191,0.17990,0.20732
2012,Urban regions,female,No,0.07659,928,3191,0.06736,0.08582
2012,Rural regions,male,Yes,0.24985,1437,2002,0.23088,0.26882
2012,Rural regions,male,No,0.10120,565,2002,0.08798,0.11441
2012,Rural regions,female,Yes,0.17713,1211,1785,0.15941,0.19484
2012,Rural regions,female,No,0.08502,574,1785,0.07207,0.09796
2013,Urban regions,male,Yes,0.25290,2835,3782,0.23904,0.26676
2013,Urban regions,male,No,0.08442,947,3782,0.07555,0.09328
2013,Urban regions,female,Yes,0.18476,2461,3404,0.17172,0.19780
2013,Urban regions,female,No,0.06722,943,3404,0.05881,0.07563
2013,Rural regions,male,Yes,0.21574,1411,1981,0.19762,0.23386
2013,Rural regions,male,No,0.10116,570,1981,0.08788,0.11444
2013,Rural regions,female,Yes,0.18157,1260,1817,0.16384,0.19930
2013,Rural regions,female,No,0.08105,557,1817,0.06849,0.09360
2014,Urban regions,male,Yes,0.25420,2495,3279,0.23930,0.26911
2014,Urban regions,male,No,0.07927,784,3279,0.07002,0.08852
2014,Urban regions,female,Yes,0.19920,2227,3172,0.18530,0.21310
2014,Urban regions,female,No,0.07436,945,3172,0.06523,0.08350
2014,Rural regions,male,Yes,0.23047,1312,1835,0.21119,0.24974
2014,Rural regions,male,No,0.10621,523,1835,0.09211,0.12031
2014,Rural regions,female,Yes,0.18168,1141,1679,0.16324,0.20013
2014,Rural regions,female,No,0.07740,538,1679,0.06462,0.09019
2015,Urban regions,male,Yes,0.25041,2471,3163,0.23531,0.26551
2015,Urban regions,male,No,0.07535,692,3163,0.06615,0.08456
2015,Urban regions,female,Yes,0.20508,2246,2922,0.19044,0.21972
2015,Urban regions,female,No,0.05925,676,2922,0.05069,0.06781
2015,Rural regions,male,Yes,0.25543,1317,1765,0.23508,0.27578
2015,Rural regions,male,No,0.09002,448,1765,0.07666,0.10337
2015,Rural regions,female,Yes,0.20409,1222,1649,0.18463,0.22355
2015,Rural regions,female,No,0.06824,427,1649,0.05607,0.08042
2016,Urban regions,male,Yes,0.25857,2253,2862,0.24253,0.27461
2016,Urban regions,male,No,0.07236,609,2862,0.06287,0.08186
2016,Urban regions,female,Yes,0.22103,2219,2935,0.20602,0.23605
2016,Urban regions,female,No,0.06518,716,2935,0.05624,0.07411
2016,Rural regions,male,Yes,0.26342,1254,1642,0.24211,0.28474
2016,Rural regions,male,No,0.08813,388,1642,0.07442,0.10185
2016,Rural regions,female,Yes,0.19995,1150,1587,0.18027,0.21963
2016,Rural regions,female,No,0.08097,437,1587,0.06755,0.09440
2017,Urban regions,male,Yes,0.24471,2457,3162,0.22972,0.25970
2017,Urban regions,male,No,0.06869,705,3162,0.05987,0.07751
2017,Urban regions,female,Yes,0.19850,2333,3057,0.18435,0.21264
2017,Urban regions,female,No,0.06105,724,3057,0.05256,0.06954
2017,Rural regions,male,Yes,0.25098,1348,1782,0.23084,0.27112
2017,Rural regions,male,No,0.08068,434,1782,0.06803,0.09333
2017,Rural regions,female,Yes,0.19683,1250,1734,0.17811,0.21555
2017,Rural regions,female,No,0.07721,484,1734,0.06464,0.08978
2018,Urban regions,male,Yes,0.27254,2525,3348,0.25746,0.28763
2018,Urban regions,male,No,0.07593,823,3348,0.06695,0.08490
2018,Urban regions,female,Yes,0.21681,2365,3222,0.20258,0.23104
2018,Urban regions,female,No,0.07247,857,3222,0.06352,0.08142
2018,Rural regions,male,Yes,0.26802,1338,1825,0.24769,0.28834
2018,Rural regions,male,No,0.09780,487,1825,0.08417,0.11143
2018,Rural regions,female,Yes,0.20477,1236,1763,0.18593,0.22361
2018,Rural regions,female,No,0.08460,527,1763,0.07161,0.09759
2019,Urban regions,male,Yes,0.26356,2263,2933,0.24761,0.27951
2019,Urban regions,male,No,0.06995,670,2933,0.06072,0.07919
2019,Urban regions,female,Yes,0.21319,2165,2876,0.19822,0.22816
2019,Urban regions,female,No,0.06111,711,2876,0.05235,0.06986
2019,Rural regions,male,Yes,0.25789,1232,1616,0.23656,0.27923
2019,Rural regions,male,No,0.09202,384,1616,0.07792,0.10611
2019,Rural regions,female,Yes,0.20826,1176,1576,0.18821,0.22832
2019,Rural regions,female,No,0.07060,400,1576,0.05795,0.08326
2020,Urban regions,male,Yes,0.23425,2210,3374,0.21995,0.24854
2020,Urban regions,male,No,0.11575,1164,3374,0.10495,0.12654
2020,Urban regions,female,Yes,0.19568,2118,3381,0.18230,0.20905
2020,Urban regions,female,No,0.10872,1263,3381,0.09822,0.11921
2020,Rural regions,male,Yes,0.23654,1157,1766,0.21671,0.25636
2020,Rural regions,male,No,0.12186,609,1766,0.10660,0.13712
2020,Rural regions,female,Yes,0.20520,1038,1685,0.18592,0.22449
2020,Rural regions,female,No,0.10955,647,1685,0.09464,0.12447
2021,Urban regions,male,Yes,0.25757,1753,2413,0.24012,0.27502
2021,Urban regions,male,No,0.08289,660,2413,0.07189,0.09389
2021,Urban regions,female,Yes,0.21626,1693,2335,0.19955,0.23296
2021,Urban regions,female,No,0.07907,642,2335,0.06812,0.09002
2021,Rural regions,male,Yes,0.28528,905,1202,0.25975,0.31082
2021,Rural regions,male,No,0.09091,297,1202,0.07465,0.10717
2021,Rural regions,female,Yes,0.21175,811,1158,0.18821,0.23529
2021,Rural regions,female,No,0.09632,347,1158,0.07932,0.11332
2022,Urban regions,male,Yes,0.27135,3091,4308,0.25807,0.28463
2022,Urban regions,male,No,0.09794,1217,4308,0.08906,0.10682
2022,Urban regions,female,Yes,0.23764,2990,4156,0.22470,0.25058
2022,Urban regions,female,No,0.08890,1166,4156,0.08024,0.09755
2022,Rural regions,male,Yes,0.28020,1372,1906,0.26003,0.30037
2022,Rural regions,male,No,0.09993,534,1906,0.08646,0.11340
2022,Rural regions,female,Yes,0.21780,1343,1919,0.19932,0.23627
2022,Rural regions,female,No,0.09970,576,1919,0.08629,0.11311
