year,pgisced97,sampreg,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Secondary Level,East,Yes,0.07137,40,143,0.02902,0.11371
1995,Lower Secondary Level,East,No,0.19662,103,143,0.13125,0.26199
1995,Upper Secondary Level,West,Yes,0.23812,1170,2881,0.22256,0.25367
1995,Upper Secondary Level,West,No,0.32458,1711,2881,0.30748,0.34168
1995,Upper Secondary Level,East,Yes,0.21909,517,1191,0.19559,0.24259
1995,Upper Secondary Level,East,No,0.29252,674,1191,0.26667,0.31836
1995,Post-secondary Non-tertiary Level,West,Yes,0.28302,115,254,0.22751,0.33853
1995,Post-secondary Non-tertiary Level,West,No,0.33836,139,254,0.28005,0.39666
1995,First Stage of Tertiary Education,West,Yes,0.27634,172,375,0.23101,0.32166
1995,First Stage of Tertiary Education,West,No,0.35762,203,375,0.30905,0.40620
1995,First Stage of Tertiary Education,East,Yes,0.25780,72,163,0.19044,0.32516
1995,First Stage of Tertiary Education,East,No,0.35370,91,163,0.28007,0.42733
1995,Second Stage of Tertiary Education,West,Yes,0.35731,347,705,0.32191,0.39270
1995,Second Stage of Tertiary Education,West,No,0.37555,358,705,0.33978,0.41133
1995,Second Stage of Tertiary Education,East,Yes,0.37729,345,623,0.33920,0.41539
1995,Second Stage of Tertiary Education,East,No,0.31238,278,623,0.27595,0.34880
1996,Primary Level,West,Yes,0.10540,46,211,0.06387,0.14693
1996,Primary Level,West,No,0.34598,165,211,0.28164,0.41032
1996,Lower Secondary Level,West,Yes,0.09327,231,922,0.07449,0.11206
1996,Lower Secondary Level,West,No,0.25650,691,922,0.22829,0.28470
1996,Lower Secondary Level,East,Yes,0.07134,40,144,0.02915,0.11352
1996,Lower Secondary Level,East,No,0.21356,104,144,0.14638,0.28073
1996,Upper Secondary Level,West,Yes,0.23334,1154,2822,0.21773,0.24894
1996,Upper Secondary Level,West,No,0.32264,1668,2822,0.30538,0.33989
1996,Upper Secondary Level,East,Yes,0.21778,490,1131,0.19372,0.24185
1996,Upper Secondary Level,East,No,0.27131,641,1131,0.24539,0.29724
1996,Post-secondary Non-tertiary Level,West,Yes,0.31616,120,257,0.25920,0.37312
1996,Post-secondary Non-tertiary Level,West,No,0.33775,137,257,0.27981,0.39568
1996,First Stage of Tertiary Education,West,Yes,0.33395,200,388,0.28696,0.38093
1996,First Stage of Tertiary Education,West,No,0.31485,188,388,0.26858,0.36113
1996,First Stage of Tertiary Education,East,Yes,0.24426,67,160,0.17748,0.31104
1996,First Stage of Tertiary Education,East,No,0.38707,93,160,0.31136,0.46278
1996,Second Stage of Tertiary Education,West,Yes,0.35504,364,713,0.31989,0.39019
1996,Second Stage of Tertiary Education,West,No,0.37929,349,713,0.34365,0.41493
1996,Second Stage of Tertiary Education,East,Yes,0.33525,321,600,0.29744,0.37306
1996,Second Stage of Tertiary Education,East,No,0.31571,279,600,0.27849,0.35294
1997,Primary Level,West,Yes,0.10498,37,70,0.03265,0.17731
1997,Primary Level,West,No,0.07840,33,70,0.01498,0.14183
1997,Lower Secondary Level,West,Yes,0.10119,254,422,0.07238,0.13000
1997,Lower Secondary Level,West,No,0.05606,168,422,0.03408,0.07803
1997,Lower Secondary Level,East,Yes,0.08953,34,68,0.02116,0.15789
1997,Lower Secondary Level,East,No,0.06173,34,68,0.00410,0.11936
1997,Upper Secondary Level,West,Yes,0.24133,1143,1670,0.22080,0.26186
1997,Upper Secondary Level,West,No,0.10284,527,1670,0.08827,0.11741
1997,Upper Secondary Level,East,Yes,0.21545,487,752,0.18604,0.24485
1997,Upper Secondary Level,East,No,0.11811,265,752,0.09503,0.14120
1997,Post-secondary Non-tertiary Level,West,Yes,0.32590,121,174,0.25606,0.39575
1997,Post-secondary Non-tertiary Level,West,No,0.14798,53,174,0.09507,0.20089
1997,Post-secondary Non-tertiary Level,East,Yes,0.41950,33,33,0.24852,0.59048
1997,First Stage of Tertiary Education,West,Yes,0.31785,183,257,0.26081,0.37489
1997,First Stage of Tertiary Education,West,No,0.12595,74,257,0.08531,0.16660
1997,First Stage of Tertiary Education,East,Yes,0.24711,68,101,0.16257,0.33165
1997,First Stage of Tertiary Education,East,No,0.13666,33,101,0.06933,0.20398
1997,Second Stage of Tertiary Education,West,Yes,0.38431,384,485,0.34097,0.42765
1997,Second Stage of Tertiary Education,West,No,0.10425,101,485,0.07703,0.13148
1997,Second Stage of Tertiary Education,East,Yes,0.35571,337,430,0.31041,0.40101
1997,Second Stage of Tertiary Education,East,No,0.10882,93,430,0.07935,0.13829
1998,Primary Level,West,Yes,0.07010,31,31,-0.02126,0.16146
1998,Lower Secondary Level,West,Yes,0.09377,241,426,0.06605,0.12148
1998,Lower Secondary Level,West,No,0.06944,185,426,0.04527,0.09361
1998,Lower Secondary Level,East,Yes,0.09688,44,79,0.03124,0.16253
1998,Lower Secondary Level,East,No,0.06374,35,79,0.00952,0.11795
1998,Upper Secondary Level,West,Yes,0.23540,1269,1812,0.21586,0.25494
1998,Upper Secondary Level,West,No,0.09695,543,1812,0.08332,0.11058
1998,Upper Secondary Level,East,Yes,0.22427,528,823,0.19576,0.25278
1998,Upper Secondary Level,East,No,0.12451,295,823,0.10194,0.14709
1998,Post-secondary Non-tertiary Level,West,Yes,0.36142,158,198,0.29433,0.42850
1998,Post-secondary Non-tertiary Level,West,No,0.10869,40,198,0.06522,0.15215
1998,Post-secondary Non-tertiary Level,East,Yes,0.48240,36,36,0.31685,0.64795
1998,First Stage of Tertiary Education,West,Yes,0.34668,220,284,0.29123,0.40213
1998,First Stage of Tertiary Education,West,No,0.09431,64,284,0.06026,0.12836
1998,First Stage of Tertiary Education,East,Yes,0.25053,66,108,0.16842,0.33264
1998,First Stage of Tertiary Education,East,No,0.18983,42,108,0.11552,0.26414
1998,Second Stage of Tertiary Education,West,Yes,0.38189,448,560,0.34161,0.42216
1998,Second Stage of Tertiary Education,West,No,0.09683,112,560,0.07231,0.12134
1998,Second Stage of Tertiary Education,East,Yes,0.33795,340,443,0.29385,0.38205
1998,Second Stage of Tertiary Education,East,No,0.10494,103,443,0.07637,0.13351
1999,Primary Level,West,Yes,0.07920,32,32,-0.01587,0.17426
1999,Lower Secondary Level,West,Yes,0.10175,255,397,0.07198,0.13153
1999,Lower Secondary Level,West,No,0.05102,142,397,0.02935,0.07269
1999,Lower Secondary Level,East,Yes,0.09059,49,86,0.02957,0.15161
1999,Lower Secondary Level,East,No,0.08701,37,86,0.02709,0.14693
1999,Upper Secondary Level,West,Yes,0.24028,1290,1839,0.22075,0.25981
1999,Upper Secondary Level,West,No,0.10132,549,1839,0.08752,0.11511
1999,Upper Secondary Level,East,Yes,0.22495,531,811,0.19619,0.25370
1999,Upper Secondary Level,East,No,0.12598,280,811,0.10312,0.14883
1999,Post-secondary Non-tertiary Level,West,Yes,0.35617,164,199,0.28947,0.42287
1999,Post-secondary Non-tertiary Level,West,No,0.09486,35,199,0.05404,0.13567
1999,Post-secondary Non-tertiary Level,East,Yes,0.39835,36,36,0.23616,0.56054
1999,First Stage of Tertiary Education,West,Yes,0.32997,211,278,0.27460,0.38535
1999,First Stage of Tertiary Education,West,No,0.10819,67,278,0.07161,0.14478
1999,First Stage of Tertiary Education,East,Yes,0.26901,68,103,0.18295,0.35507
1999,First Stage of Tertiary Education,East,No,0.14152,35,103,0.07388,0.20917
1999,Second Stage of Tertiary Education,West,Yes,0.38749,466,577,0.34770,0.42728
1999,Second Stage of Tertiary Education,West,No,0.09473,111,577,0.07082,0.11865
1999,Second Stage of Tertiary Education,East,Yes,0.32689,331,427,0.28235,0.37144
1999,Second Stage of Tertiary Education,East,No,0.09276,96,427,0.06521,0.12030
2000,Primary Level,West,Yes,0.10597,35,35,0.00251,0.20943
2000,Lower Secondary Level,West,Yes,0.08343,290,504,0.05926,0.10759
2000,Lower Secondary Level,West,No,0.06722,214,504,0.04534,0.08910
2000,Lower Secondary Level,East,Yes,0.07709,48,85,0.02005,0.13414
2000,Lower Secondary Level,East,No,0.06572,37,85,0.01273,0.11871
2000,Upper Secondary Level,West,Yes,0.22247,2229,3264,0.20820,0.23674
2000,Upper Secondary Level,West,No,0.10945,1035,3264,0.09874,0.12016
2000,Upper Secondary Level,East,Yes,0.19939,696,1103,0.17580,0.22298
2000,Upper Secondary Level,East,No,0.11679,407,1103,0.09783,0.13575
2000,Post-secondary Non-tertiary Level,West,Yes,0.30396,297,415,0.25965,0.34827
2000,Post-secondary Non-tertiary Level,West,No,0.11406,118,415,0.08344,0.14468
2000,Post-secondary Non-tertiary Level,East,Yes,0.36623,50,50,0.23134,0.50113
2000,First Stage of Tertiary Education,West,Yes,0.33038,468,637,0.29382,0.36693
2000,First Stage of Tertiary Education,West,No,0.11821,169,637,0.09312,0.14330
2000,First Stage of Tertiary Education,East,Yes,0.20524,123,182,0.14640,0.26408
2000,First Stage of Tertiary Education,East,No,0.11040,59,182,0.06474,0.15606
2000,Second Stage of Tertiary Education,West,Yes,0.34029,903,1176,0.31320,0.36738
2000,Second Stage of Tertiary Education,West,No,0.10678,273,1176,0.08912,0.12444
2000,Second Stage of Tertiary Education,East,Yes,0.30328,468,626,0.26724,0.33931
2000,Second Stage of Tertiary Education,East,No,0.11037,158,626,0.08580,0.13493
2001,Lower Secondary Level,West,Yes,0.09216,279,279,0.05816,0.12616
2001,Lower Secondary Level,East,Yes,0.06611,45,45,-0.00731,0.13953
2001,Upper Secondary Level,West,Yes,0.23335,2096,2096,0.21524,0.25147
2001,Upper Secondary Level,East,Yes,0.21895,691,691,0.18809,0.24981
2001,Post-secondary Non-tertiary Level,West,Yes,0.28921,272,272,0.23523,0.34319
2001,Post-secondary Non-tertiary Level,East,Yes,0.30134,41,41,0.15915,0.44354
2001,First Stage of Tertiary Education,West,Yes,0.30904,404,404,0.26392,0.35416
2001,First Stage of Tertiary Education,East,Yes,0.22919,103,103,0.14762,0.31076
2001,Second Stage of Tertiary Education,West,Yes,0.34742,860,860,0.31558,0.37926
2001,Second Stage of Tertiary Education,East,Yes,0.32071,455,455,0.27778,0.36365
2002,Lower Secondary Level,West,Yes,0.07930,236,391,0.05249,0.10612
2002,Lower Secondary Level,West,No,0.06341,155,391,0.03923,0.08760
2002,Lower Secondary Level,East,Yes,0.07720,37,71,0.01467,0.13973
2002,Lower Secondary Level,East,No,0.05562,34,71,0.00193,0.10931
2002,Upper Secondary Level,West,Yes,0.21490,1990,2923,0.20000,0.22979
2002,Upper Secondary Level,West,No,0.10373,933,2923,0.09268,0.11479
2002,Upper Secondary Level,East,Yes,0.20072,633,1001,0.17589,0.22555
2002,Upper Secondary Level,East,No,0.11841,368,1001,0.09839,0.13844
2002,Post-secondary Non-tertiary Level,West,Yes,0.29379,321,443,0.25133,0.33626
2002,Post-secondary Non-tertiary Level,West,No,0.11687,122,443,0.08692,0.14683
2002,Post-secondary Non-tertiary Level,East,Yes,0.30667,47,47,0.17342,0.43993
2002,First Stage of Tertiary Education,West,Yes,0.31601,436,579,0.27811,0.35392
2002,First Stage of Tertiary Education,West,No,0.11268,143,579,0.08690,0.13846
2002,First Stage of Tertiary Education,East,Yes,0.20703,110,168,0.14557,0.26848
2002,First Stage of Tertiary Education,East,No,0.11305,58,168,0.06503,0.16108
2002,Second Stage of Tertiary Education,West,Yes,0.35296,1241,1557,0.32922,0.37671
2002,Second Stage of Tertiary Education,West,No,0.08978,316,1557,0.07558,0.10399
2002,Second Stage of Tertiary Education,East,Yes,0.28715,495,643,0.25215,0.32215
2002,Second Stage of Tertiary Education,East,No,0.09939,148,643,0.07625,0.12253
2003,Lower Secondary Level,West,Yes,0.08355,228,373,0.05543,0.11167
2003,Lower Secondary Level,West,No,0.05649,145,373,0.03303,0.07995
2003,Lower Secondary Level,East,Yes,0.06999,41,73,0.01106,0.12893
2003,Lower Secondary Level,East,No,0.05592,32,73,0.00284,0.10899
2003,Upper Secondary Level,West,Yes,0.21631,1888,2829,0.20114,0.23149
2003,Upper Secondary Level,West,No,0.10690,941,2829,0.09551,0.11829
2003,Upper Secondary Level,East,Yes,0.19990,611,924,0.17410,0.22570
2003,Upper Secondary Level,East,No,0.10794,313,924,0.08792,0.12796
2003,Post-secondary Non-tertiary Level,West,Yes,0.28920,326,451,0.24731,0.33109
2003,Post-secondary Non-tertiary Level,West,No,0.12712,125,451,0.09634,0.15789
2003,Post-secondary Non-tertiary Level,East,Yes,0.31356,47,47,0.17948,0.44763
2003,First Stage of Tertiary Education,West,Yes,0.32902,425,556,0.28992,0.36811
2003,First Stage of Tertiary Education,West,No,0.09921,131,556,0.07434,0.12408
2003,First Stage of Tertiary Education,East,Yes,0.20872,103,170,0.14745,0.26999
2003,First Stage of Tertiary Education,East,No,0.13267,67,170,0.08153,0.18381
2003,Second Stage of Tertiary Education,West,Yes,0.35411,1112,1419,0.32922,0.37901
2003,Second Stage of Tertiary Education,West,No,0.08857,307,1419,0.07378,0.10336
2003,Second Stage of Tertiary Education,East,Yes,0.29120,461,606,0.25500,0.32740
2003,Second Stage of Tertiary Education,East,No,0.09601,145,606,0.07254,0.11949
2004,Lower Secondary Level,West,Yes,0.09154,230,374,0.06228,0.12081
2004,Lower Secondary Level,West,No,0.05967,144,374,0.03563,0.08371
2004,Lower Secondary Level,East,Yes,0.06345,31,31,-0.02378,0.15068
2004,Upper Secondary Level,West,Yes,0.21364,1851,2652,0.19804,0.22924
2004,Upper Secondary Level,West,No,0.09980,801,2652,0.08839,0.11121
2004,Upper Secondary Level,East,Yes,0.19780,594,911,0.17191,0.22368
2004,Upper Secondary Level,East,No,0.10491,317,911,0.08500,0.12482
2004,Post-secondary Non-tertiary Level,West,Yes,0.30411,306,430,0.26058,0.34764
2004,Post-secondary Non-tertiary Level,West,No,0.10931,124,430,0.07979,0.13884
2004,Post-secondary Non-tertiary Level,East,Yes,0.21278,46,46,0.09320,0.33236
2004,First Stage of Tertiary Education,West,Yes,0.35188,418,547,0.31182,0.39194
2004,First Stage of Tertiary Education,West,No,0.09523,129,547,0.07061,0.11985
2004,First Stage of Tertiary Education,East,Yes,0.25391,126,169,0.18809,0.31972
2004,First Stage of Tertiary Education,East,No,0.09047,43,169,0.04709,0.13385
2004,Second Stage of Tertiary Education,West,Yes,0.33061,1061,1400,0.30596,0.35526
2004,Second Stage of Tertiary Education,West,No,0.10903,339,1400,0.09269,0.12536
2004,Second Stage of Tertiary Education,East,Yes,0.27320,449,587,0.23712,0.30928
2004,Second Stage of Tertiary Education,East,No,0.08399,138,587,0.06153,0.10645
2005,Lower Secondary Level,West,Yes,0.10633,220,348,0.07389,0.13876
2005,Lower Secondary Level,West,No,0.05321,128,348,0.02960,0.07683
2005,Lower Secondary Level,East,Yes,0.07498,38,38,-0.00988,0.15985
2005,Upper Secondary Level,West,Yes,0.21753,1727,2464,0.20124,0.23382
2005,Upper Secondary Level,West,No,0.09801,737,2464,0.08626,0.10975
2005,Upper Secondary Level,East,Yes,0.19171,532,824,0.16481,0.21860
2005,Upper Secondary Level,East,No,0.10854,292,824,0.08729,0.12979
2005,Post-secondary Non-tertiary Level,West,Yes,0.29101,300,413,0.24715,0.33487
2005,Post-secondary Non-tertiary Level,West,No,0.13497,113,413,0.10197,0.16796
2005,Post-secondary Non-tertiary Level,East,Yes,0.32581,58,58,0.20414,0.44748
2005,First Stage of Tertiary Education,West,Yes,0.31210,374,494,0.27120,0.35300
2005,First Stage of Tertiary Education,West,No,0.10807,120,494,0.08066,0.13547
2005,First Stage of Tertiary Education,East,Yes,0.22522,96,143,0.15652,0.29393
2005,First Stage of Tertiary Education,East,No,0.10494,47,143,0.05453,0.15535
2005,Second Stage of Tertiary Education,West,Yes,0.33434,983,1269,0.30838,0.36031
2005,Second Stage of Tertiary Education,West,No,0.09330,286,1269,0.07729,0.10931
2005,Second Stage of Tertiary Education,East,Yes,0.26345,415,553,0.22670,0.30020
2005,Second Stage of Tertiary Education,East,No,0.09090,138,553,0.06692,0.11489
2006,Lower Secondary Level,West,Yes,0.09013,200,323,0.05885,0.12140
2006,Lower Secondary Level,West,No,0.05360,123,323,0.02900,0.07820
2006,Lower Secondary Level,East,Yes,0.11236,48,48,0.02207,0.20265
2006,Upper Secondary Level,West,Yes,0.23404,1965,2769,0.21827,0.24982
2006,Upper Secondary Level,West,No,0.10137,804,2769,0.09013,0.11262
2006,Upper Secondary Level,East,Yes,0.20683,605,901,0.18037,0.23329
2006,Upper Secondary Level,East,No,0.10214,296,901,0.08235,0.12192
2006,Post-secondary Non-tertiary Level,West,Yes,0.32961,353,479,0.28747,0.37175
2006,Post-secondary Non-tertiary Level,West,No,0.12831,126,479,0.09832,0.15829
2006,Post-secondary Non-tertiary Level,East,Yes,0.32464,65,65,0.20992,0.43935
2006,First Stage of Tertiary Education,West,Yes,0.34316,420,547,0.30333,0.38298
2006,First Stage of Tertiary Education,West,No,0.09938,127,547,0.07429,0.12448
