year,migback,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Direct migration background,5th Quintile,No,0.43295,150,207,0.36529,0.50061
1989,No migration background,1st Quintile,Yes,0.06370,107,361,0.03847,0.08893
1989,No migration background,1st Quintile,No,0.16026,254,361,0.12236,0.19815
1989,No migration background,2nd Quintile,Yes,0.11100,189,604,0.08592,0.13607
1989,No migration background,2nd Quintile,No,0.25090,415,604,0.21629,0.28550
1989,No migration background,3rd Quintile,Yes,0.17103,297,804,0.14498,0.19707
1989,No migration background,3rd Quintile,No,0.29192,507,804,0.26047,0.32336
1989,No migration background,4th Quintile,Yes,0.22748,387,1006,0.20156,0.25340
1989,No migration background,4th Quintile,No,0.34318,619,1006,0.31382,0.37253
1989,No migration background,5th Quintile,Yes,0.25853,458,1194,0.23368,0.28337
1989,No migration background,5th Quintile,No,0.39421,736,1194,0.36648,0.42194
1989,Direct migration background,1st Quintile,Yes,0.07137,78,361,0.04478,0.09797
1989,Direct migration background,1st Quintile,No,0.27444,283,361,0.22835,0.32054
1989,Direct migration background,2nd Quintile,Yes,0.14939,104,418,0.11518,0.18361
1989,Direct migration background,2nd Quintile,No,0.35791,314,418,0.31189,0.40392
1989,Direct migration background,3rd Quintile,Yes,0.21496,108,350,0.17186,0.25806
1989,Direct migration background,3rd Quintile,No,0.42578,242,350,0.37391,0.47766
1989,Direct migration background,4th Quintile,Yes,0.22211,98,346,0.17825,0.26597
1989,Direct migration background,4th Quintile,No,0.43647,248,346,0.38413,0.48880
1989,Direct migration background,5th Quintile,Yes,0.21730,50,173,0.15567,0.27894
1989,Direct migration background,5th Quintile,No,0.41733,123,173,0.34364,0.49103
1990,No migration background,1st Quintile,Yes,0.06878,103,345,0.04203,0.09552
1990,No migration background,1st Quintile,No,0.16781,242,345,0.12832,0.20730
1990,No migration background,2nd Quintile,Yes,0.12990,219,612,0.10324,0.15656
1990,No migration background,2nd Quintile,No,0.23662,393,612,0.20292,0.27033
1990,No migration background,3rd Quintile,Yes,0.17006,274,751,0.14317,0.19695
1990,No migration background,3rd Quintile,No,0.29234,477,751,0.25979,0.32489
1990,No migration background,4th Quintile,Yes,0.23136,380,1011,0.20535,0.25737
1990,No migration background,4th Quintile,No,0.36051,631,1011,0.33090,0.39013
1990,No migration background,5th Quintile,Yes,0.28537,496,1150,0.25926,0.31148
1990,No migration background,5th Quintile,No,0.36016,654,1150,0.33241,0.38792
1990,Direct migration background,1st Quintile,Yes,0.09057,88,371,0.06133,0.11982
1990,Direct migration background,1st Quintile,No,0.29659,283,371,0.25005,0.34313
1990,Direct migration background,2nd Quintile,Yes,0.18493,100,366,0.14510,0.22476
1990,Direct migration background,2nd Quintile,No,0.35846,266,366,0.30927,0.40766
1990,Direct migration background,3rd Quintile,Yes,0.17998,113,393,0.14195,0.21802
1990,Direct migration background,3rd Quintile,No,0.42565,280,393,0.37670,0.47460
1990,Direct migration background,4th Quintile,Yes,0.22223,74,308,0.17572,0.26873
1990,Direct migration background,4th Quintile,No,0.51548,234,308,0.45958,0.57139
1990,Direct migration background,5th Quintile,Yes,0.24544,62,183,0.18292,0.30796
1990,Direct migration background,5th Quintile,No,0.43652,121,183,0.36446,0.50857
1990,Indirect migration background,2nd Quintile,No,0.09577,31,31,-0.00953,0.20108
1991,No migration background,1st Quintile,Yes,0.06984,101,341,0.04275,0.09693
1991,No migration background,1st Quintile,No,0.16309,240,341,0.12382,0.20236
1991,No migration background,2nd Quintile,Yes,0.13809,233,618,0.11087,0.16531
1991,No migration background,2nd Quintile,No,0.23214,385,618,0.19883,0.26545
1991,No migration background,3rd Quintile,Yes,0.18314,312,770,0.15580,0.21048
1991,No migration background,3rd Quintile,No,0.27619,458,770,0.24459,0.30779
1991,No migration background,4th Quintile,Yes,0.24007,402,991,0.21347,0.26668
1991,No migration background,4th Quintile,No,0.32791,589,991,0.29866,0.35715
1991,No migration background,5th Quintile,Yes,0.30452,528,1189,0.27835,0.33069
1991,No migration background,5th Quintile,No,0.36734,661,1189,0.33992,0.39475
1991,Direct migration background,1st Quintile,Yes,0.10464,87,359,0.07294,0.13635
1991,Direct migration background,1st Quintile,No,0.29947,272,359,0.25203,0.34692
1991,Direct migration background,2nd Quintile,Yes,0.17780,106,389,0.13976,0.21585
1991,Direct migration background,2nd Quintile,No,0.36427,283,389,0.31638,0.41215
1991,Direct migration background,3rd Quintile,Yes,0.18998,99,357,0.14923,0.23073
1991,Direct migration background,3rd Quintile,No,0.45002,258,357,0.39834,0.50170
1991,Direct migration background,4th Quintile,Yes,0.21931,79,327,0.17439,0.26423
1991,Direct migration background,4th Quintile,No,0.54646,248,327,0.49242,0.60050
1991,Direct migration background,5th Quintile,Yes,0.26134,64,186,0.19803,0.32466
1991,Direct migration background,5th Quintile,No,0.39960,122,186,0.32902,0.47019
1991,Indirect migration background,1st Quintile,No,0.08002,40,40,-0.00514,0.16517
1991,Indirect migration background,3rd Quintile,No,0.10478,33,33,-0.00134,0.21090
1991,Indirect migration background,4th Quintile,No,0.13726,31,31,0.01412,0.26041
1992,No migration background,1st Quintile,Yes,0.08163,290,846,0.06316,0.10009
1992,No migration background,1st Quintile,No,0.15788,556,846,0.13329,0.18246
1992,No migration background,2nd Quintile,Yes,0.15082,493,1259,0.13105,0.17060
1992,No migration background,2nd Quintile,No,0.22361,766,1259,0.20059,0.24664
1992,No migration background,3rd Quintile,Yes,0.18520,500,1213,0.16333,0.20707
1992,No migration background,3rd Quintile,No,0.26706,713,1213,0.24216,0.29197
1992,No migration background,4th Quintile,Yes,0.22927,547,1304,0.20645,0.25210
1992,No migration background,4th Quintile,No,0.31572,757,1304,0.29048,0.34095
1992,No migration background,5th Quintile,Yes,0.28307,672,1557,0.26069,0.30545
1992,No migration background,5th Quintile,No,0.37359,885,1557,0.34956,0.39763
1992,Direct migration background,1st Quintile,Yes,0.06520,41,191,0.03009,0.10030
1992,Direct migration background,1st Quintile,No,0.23306,150,191,0.17294,0.29318
1992,Direct migration background,2nd Quintile,Yes,0.11681,89,350,0.08311,0.15050
1992,Direct migration background,2nd Quintile,No,0.38421,261,350,0.33318,0.43524
1992,Direct migration background,3rd Quintile,Yes,0.18992,111,415,0.15213,0.22770
1992,Direct migration background,3rd Quintile,No,0.42789,304,415,0.38023,0.47555
1992,Direct migration background,4th Quintile,Yes,0.25131,107,415,0.20953,0.29310
1992,Direct migration background,4th Quintile,No,0.47053,308,415,0.42245,0.51861
1992,Direct migration background,5th Quintile,Yes,0.18920,56,212,0.13635,0.24205
1992,Direct migration background,5th Quintile,No,0.45931,156,212,0.39207,0.52655
1992,Indirect migration background,2nd Quintile,No,0.08976,38,38,-0.00234,0.18186
1992,Indirect migration background,3rd Quintile,No,0.07685,38,38,-0.00898,0.16267
1992,Indirect migration background,4th Quintile,No,0.16823,47,47,0.06013,0.27633
1993,No migration background,1st Quintile,Yes,0.06964,220,679,0.05048,0.08879
1993,No migration background,1st Quintile,No,0.15889,459,679,0.13137,0.18641
1993,No migration background,2nd Quintile,Yes,0.13428,448,1134,0.11443,0.15413
1993,No migration background,2nd Quintile,No,0.22779,686,1134,0.20337,0.25221
1993,No migration background,3rd Quintile,Yes,0.17850,527,1264,0.15738,0.19961
1993,No migration background,3rd Quintile,No,0.26143,737,1264,0.23720,0.28567
1993,No migration background,4th Quintile,Yes,0.21178,560,1380,0.19022,0.23335
1993,No migration background,4th Quintile,No,0.32873,820,1380,0.30393,0.35352
1993,No migration background,5th Quintile,Yes,0.27407,643,1529,0.25171,0.29644
1993,No migration background,5th Quintile,No,0.39120,886,1529,0.36673,0.41567
1993,Direct migration background,1st Quintile,Yes,0.06335,45,204,0.02984,0.09686
1993,Direct migration background,1st Quintile,No,0.23648,159,204,0.17802,0.29493
1993,Direct migration background,2nd Quintile,Yes,0.10945,74,340,0.07622,0.14269
1993,Direct migration background,2nd Quintile,No,0.36236,266,340,0.31119,0.41353
1993,Direct migration background,3rd Quintile,Yes,0.20027,85,372,0.15955,0.24099
1993,Direct migration background,3rd Quintile,No,0.43828,287,372,0.38779,0.48877
1993,Direct migration background,4th Quintile,Yes,0.20282,78,343,0.16021,0.24544
1993,Direct migration background,4th Quintile,No,0.51873,265,343,0.46578,0.57169
1993,Direct migration background,5th Quintile,Yes,0.15183,52,236,0.10595,0.19771
1993,Direct migration background,5th Quintile,No,0.55405,184,236,0.49050,0.61761
1993,Indirect migration background,1st Quintile,No,0.09820,40,40,0.00480,0.19160
1993,Indirect migration background,2nd Quintile,No,0.10957,41,41,0.01277,0.20636
1993,Indirect migration background,3rd Quintile,No,0.14052,47,47,0.04009,0.24095
1993,Indirect migration background,4th Quintile,No,0.13685,44,44,0.03412,0.23958
1994,No migration background,1st Quintile,Yes,0.07631,213,591,0.05488,0.09773
1994,No migration background,1st Quintile,No,0.14232,378,591,0.11413,0.17051
1994,No migration background,2nd Quintile,Yes,0.12887,407,1022,0.10831,0.14942
1994,No migration background,2nd Quintile,No,0.21247,615,1022,0.18737,0.23756
1994,No migration background,3rd Quintile,Yes,0.18201,558,1315,0.16115,0.20288
1994,No migration background,3rd Quintile,No,0.26056,757,1315,0.23682,0.28429
1994,No migration background,4th Quintile,Yes,0.22878,615,1368,0.20651,0.25105
1994,No migration background,4th Quintile,No,0.31041,753,1368,0.28589,0.33494
1994,No migration background,5th Quintile,Yes,0.27883,667,1544,0.25645,0.30120
1994,No migration background,5th Quintile,No,0.36703,877,1544,0.34298,0.39108
1994,Direct migration background,1st Quintile,Yes,0.07901,53,241,0.04488,0.11313
1994,Direct migration background,1st Quintile,No,0.21839,188,241,0.16612,0.27066
1994,Direct migration background,2nd Quintile,Yes,0.12288,73,291,0.08509,0.16066
1994,Direct migration background,2nd Quintile,No,0.32628,218,291,0.27232,0.38024
1994,Direct migration background,3rd Quintile,Yes,0.11671,67,321,0.08153,0.15189
1994,Direct migration background,3rd Quintile,No,0.45873,254,321,0.40413,0.51333
1994,Direct migration background,4th Quintile,Yes,0.26938,79,282,0.21751,0.32125
1994,Direct migration background,4th Quintile,No,0.43753,203,282,0.37952,0.49553
1994,Direct migration background,5th Quintile,Yes,0.20165,61,203,0.14631,0.25698
1994,Direct migration background,5th Quintile,No,0.48156,142,203,0.41265,0.55047
1994,Indirect migration background,1st Quintile,No,0.10892,42,42,0.01356,0.20428
1994,Indirect migration background,2nd Quintile,No,0.14764,48,48,0.04622,0.24906
1994,Indirect migration background,3rd Quintile,No,0.12053,41,41,0.01963,0.22142
1994,Indirect migration background,4th Quintile,No,0.12389,46,46,0.02763,0.22015
1995,No migration background,1st Quintile,Yes,0.08627,217,604,0.06386,0.10867
1995,No migration background,1st Quintile,No,0.16330,387,604,0.13380,0.19281
1995,No migration background,2nd Quintile,Yes,0.12403,401,1001,0.10360,0.14446
1995,No migration background,2nd Quintile,No,0.20257,600,1001,0.17766,0.22749
1995,No migration background,3rd Quintile,Yes,0.18419,554,1277,0.16292,0.20546
1995,No migration background,3rd Quintile,No,0.24883,723,1277,0.22511,0.27255
1995,No migration background,4th Quintile,Yes,0.24489,711,1507,0.22317,0.26661
1995,No migration background,4th Quintile,No,0.29832,796,1507,0.27521,0.32143
1995,No migration background,5th Quintile,Yes,0.30851,739,1554,0.28554,0.33149
1995,No migration background,5th Quintile,No,0.32577,815,1554,0.30246,0.34908
1995,Direct migration background,1st Quintile,Yes,0.06515,75,293,0.03685,0.09346
1995,Direct migration background,1st Quintile,No,0.19262,218,293,0.14739,0.23786
1995,Direct migration background,2nd Quintile,Yes,0.12892,114,387,0.09549,0.16236
1995,Direct migration background,2nd Quintile,No,0.29698,273,387,0.25140,0.34257
1995,Direct migration background,3rd Quintile,Yes,0.20244,111,369,0.16138,0.24349
1995,Direct migration background,3rd Quintile,No,0.39393,258,369,0.34401,0.44385
1995,Direct migration background,4th Quintile,Yes,0.26357,85,282,0.21205,0.31508
1995,Direct migration background,4th Quintile,No,0.41740,197,282,0.35974,0.47506
1995,Direct migration background,5th Quintile,Yes,0.23845,70,190,0.17770,0.29921
1995,Direct migration background,5th Quintile,No,0.36976,120,190,0.30094,0.43859
1995,Indirect migration background,1st Quintile,No,0.08061,36,36,-0.00958,0.17080
1995,Indirect migration background,2nd Quintile,No,0.12256,53,53,0.03343,0.21169
1995,Indirect migration background,3rd Quintile,No,0.17104,48,48,0.06339,0.27870
1995,Indirect migration background,4th Quintile,No,0.16118,35,35,0.03758,0.28477
1996,No migration background,1st Quintile,Yes,0.08173,202,600,0.05979,0.10367
1996,No migration background,1st Quintile,No,0.17033,398,600,0.14023,0.20044
1996,No migration background,2nd Quintile,Yes,0.13873,393,948,0.11671,0.16074
1996,No migration background,2nd Quintile,No,0.19013,555,948,0.16513,0.21512
1996,No migration background,3rd Quintile,Yes,0.18534,564,1276,0.16401,0.20667
1996,No migration background,3rd Quintile,No,0.25215,712,1276,0.22831,0.27599
1996,No migration background,4th Quintile,Yes,0.24426,697,1479,0.22236,0.26617
1996,No migration background,4th Quintile,No,0.28673,782,1479,0.26367,0.30978
1996,No migration background,5th Quintile,Yes,0.29355,712,1534,0.27076,0.31635
1996,No migration background,5th Quintile,No,0.33264,822,1534,0.30905,0.35623
1996,Direct migration background,1st Quintile,Yes,0.08092,86,321,0.05104,0.11080
1996,Direct migration background,1st Quintile,No,0.22670,235,321,0.18082,0.27257
1996,Direct migration background,2nd Quintile,Yes,0.14151,94,347,0.10478,0.17823
1996,Direct migration background,2nd Quintile,No,0.29774,253,347,0.24956,0.34592
1996,Direct migration background,3rd Quintile,Yes,0.20601,101,298,0.16001,0.25200
1996,Direct migration background,3rd Quintile,No,0.32561,197,298,0.27231,0.37890
1996,Direct migration background,4th Quintile,Yes,0.22995,85,267,0.17938,0.28052
1996,Direct migration background,4th Quintile,No,0.40825,182,267,0.34918,0.46732
1996,Direct migration background,5th Quintile,Yes,0.22550,67,182,0.16461,0.28638
1996,Direct migration background,5th Quintile,No,0.40332,115,182,0.33185,0.47478
1996,Indirect migration background,1st Quintile,No,0.08459,47,47,0.00417,0.16501
1996,Indirect migration background,2nd Quintile,No,0.12003,42,42,0.02055,0.21951
1996,Indirect migration background,3rd Quintile,No,0.11038,40,40,0.01203,0.20873
1996,Indirect migration background,4th Quintile,No,0.15137,39,39,0.03741,0.26533
1997,No migration background,1st Quintile,Yes,0.07522,168,275,0.04399,0.10644
1997,No migration background,1st Quintile,No,0.05205,107,275,0.02575,0.07836
1997,No migration background,2nd Quintile,Yes,0.13594,396,621,0.10896,0.16292
1997,No migration background,2nd Quintile,No,0.07295,225,621,0.05248,0.09342
1997,No migration background,3rd Quintile,Yes,0.19427,576,832,0.16737,0.22117
1997,No migration background,3rd Quintile,No,0.08596,256,832,0.06690,0.10502
1997,No migration background,4th Quintile,Yes,0.26590,703,1011,0.23865,0.29314
1997,No migration background,4th Quintile,No,0.10578,308,1011,0.08681,0.12475
1997,No migration background,5th Quintile,Yes,0.29068,722,948,0.26176,0.31960
1997,No migration background,5th Quintile,No,0.09001,226,948,0.07178,0.10824
1997,Direct migration background,1st Quintile,Yes,0.07332,73,134,0.02902,0.11762
1997,Direct migration background,1st Quintile,No,0.05835,61,134,0.01851,0.09818
1997,Direct migration background,2nd Quintile,Yes,0.13094,97,157,0.07800,0.18388
1997,Direct migration background,2nd Quintile,No,0.09183,60,157,0.04651,0.13715
1997,Direct migration background,3rd Quintile,Yes,0.19829,91,139,0.13177,0.26481
1997,Direct migration background,3rd Quintile,No,0.07890,48,139,0.03392,0.12388
1997,Direct migration background,4th Quintile,Yes,0.26675,114,165,0.19906,0.33444
1997,Direct migration background,4th Quintile,No,0.13437,51,165,0.08217,0.18657
1997,Direct migration background,5th Quintile,Yes,0.32933,62,62,0.21139,0.44727
1997,Indirect migration background,4th Quintile,Yes,0.21389,31,31,0.06716,0.36063
1998,No migration background,1st Quintile,Yes,0.08923,190,308,0.05734,0.12112
1998,No migration background,1st Quintile,No,0.05726,118,308,0.03127,0.08325
1998,No migration background,2nd Quintile,Yes,0.14439,420,632,0.11697,0.17182
1998,No migration background,2nd Quintile,No,0.07730,212,632,0.05646,0.09814
1998,No migration background,3rd Quintile,Yes,0.19368,539,804,0.16635,0.22101
1998,No migration background,3rd Quintile,No,0.08488,265,804,0.06560,0.10416
1998,No migration background,4th Quintile,Yes,0.26282,722,1013,0.23570,0.28993
1998,No migration background,4th Quintile,No,0.10871,291,1013,0.08953,0.12789
1998,No migration background,5th Quintile,Yes,0.28945,700,903,0.25986,0.31905
1998,No migration background,5th Quintile,No,0.07308,203,903,0.05609,0.09006
1998,Direct migration background,1st Quintile,Yes,0.09559,82,122,0.04320,0.14798
1998,Direct migration background,1st Quintile,No,0.05443,40,122,0.01401,0.09486
1998,Direct migration background,2nd Quintile,Yes,0.19397,100,149,0.13026,0.25767
1998,Direct migration background,2nd Quintile,No,0.07230,49,149,0.03057,0.11402
1998,Direct migration background,3rd Quintile,Yes,0.15624,80,123,0.09181,0.22067
1998,Direct migration background,3rd Quintile,No,0.08688,43,123,0.03690,0.13686
1998,Direct migration background,4th Quintile,Yes,0.22567,74,117,0.14960,0.30175
1998,Direct migration background,4th Quintile,No,0.11642,43,117,0.05805,0.17478
1998,Direct migration background,5th Quintile,Yes,0.30826,58,58,0.18838,0.42814
1998,Indirect migration background,3rd Quintile,Yes,0.10509,31,31,-0.00465,0.21483
1998,Indirect migration background,4th Quintile,Yes,0.20596,34,34,0.06798,0.34394
1999,No migration background,1st Quintile,Yes,0.10149,274,417,0.07247,0.13051
1999,No migration background,1st Quintile,No,0.05855,143,417,0.03599,0.08111
1999,No migration background,2nd Quintile,Yes,0.14606,475,733,0.12047,0.17164
1999,No migration background,2nd Quintile,No,0.08215,258,733,0.06225,0.10204
1999,No migration background,3rd Quintile,Yes,0.19215,613,893,0.16630,0.21801
1999,No migration background,3rd Quintile,No,0.08309,280,893,0.06498,0.10121
1999,No migration background,4th Quintile,Yes,0.26189,776,1036,0.23511,0.28868
1999,No migration background,4th Quintile,No,0.08861,260,1036,0.07129,0.10592
1999,No migration background,5th Quintile,Yes,0.28387,822,1062,0.25674,0.31100
1999,No migration background,5th Quintile,No,0.08705,240,1062,0.07009,0.10402
1999,Direct migration background,1st Quintile,Yes,0.06652,66,105,0.01863,0.11441
1999,Direct migration background,1st Quintile,No,0.05685,39,105,0.01235,0.10136
1999,Direct migration background,2nd Quintile,Yes,0.17515,104,156,0.11531,0.23499
1999,Direct migration background,2nd Quintile,No,0.05891,52,156,0.02184,0.09598
1999,Direct migration background,3rd Quintile,Yes,0.18960,84,115,0.11764,0.26155
1999,Direct migration background,3rd Quintile,No,0.06472,31,115,0.01956,0.10988
1999,Direct migration background,4th Quintile,Yes,0.30941,83,83,0.20936,0.40946
1999,Direct migration background,5th Quintile,Yes,0.28680,54,54,0.16503,0.40856
1999,Indirect migration background,3rd Quintile,Yes,0.18197,41,41,0.06240,0.30153
1999,Indirect migration background,4th Quintile,Yes,0.12491,39,39,0.01979,0.23003
2000,No migration background,1st Quintile,Yes,0.07198,196,325,0.04384,0.10013
2000,No migration background,1st Quintile,No,0.05519,129,325,0.03032,0.08005
2000,No migration background,2nd Quintile,Yes,0.14496,454,657,0.11801,0.17190
2000,No migration background,2nd Quintile,No,0.07299,203,657,0.05308,0.09289
2000,No migration background,3rd Quintile,Yes,0.20136,602,890,0.17500,0.22773
2000,No migration background,3rd Quintile,No,0.09585,288,890,0.07650,0.11520
2000,No migration background,4th Quintile,Yes,0.25038,750,1044,0.22409,0.27667
2000,No migration background,4th Quintile,No,0.10594,294,1044,0.08727,0.12462
2000,No migration background,5th Quintile,Yes,0.28737,794,1028,0.25969,0.31504
2000,No migration background,5th Quintile,No,0.08909,234,1028,0.07166,0.10651
2000,Direct migration background,1st Quintile,Yes,0.07350,65,102,0.02261,0.12439
2000,Direct migration background,1st Quintile,No,0.04468,37,102,0.00438,0.08497
2000,Direct migration background,2nd Quintile,Yes,0.14101,83,135,0.08208,0.19994
2000,Direct migration background,2nd Quintile,No,0.08337,52,135,0.03656,0.13017
2000,Direct migration background,3rd Quintile,Yes,0.19337,72,121,0.12271,0.26404
2000,Direct migration background,3rd Quintile,No,0.11680,49,121,0.05933,0.17427
2000,Direct migration background,4th Quintile,Yes,0.24628,79,118,0.16821,0.32435
2000,Direct migration background,4th Quintile,No,0.10972,39,118,0.05309,0.16635
2000,Direct migration background,5th Quintile,Yes,0.23564,47,47,0.11300,0.35829
2000,Indirect migration background,3rd Quintile,Yes,0.13170,32,32,0.01265,0.25074
2000,Indirect migration background,4th Quintile,Yes,0.20450,37,37,0.07274,0.33626
2001,No migration background,1st Quintile,Yes,0.09043,330,330,0.05944,0.12142
2001,No migration background,2nd Quintile,Yes,0.15544,694,694,0.12847,0.18242
2001,No migration background,3rd Quintile,Yes,0.21559,1055,1055,0.19076,0.24042
2001,No migration background,4th Quintile,Yes,0.24463,1204,1204,0.22034,0.26892
2001,No migration background,5th Quintile,Yes,0.26255,1292,1292,0.23855,0.28655
2001,Direct migration background,1st Quintile,Yes,0.07979,96,96,0.02530,0.13428
2001,Direct migration background,2nd Quintile,Yes,0.14272,122,122,0.08039,0.20505
2001,Direct migration background,3rd Quintile,Yes,0.22982,125,125,0.15577,0.30387
2001,Direct migration background,4th Quintile,Yes,0.31958,122,122,0.23649,0.40266
2001,Direct migration background,5th Quintile,Yes,0.26387,78,78,0.16543,0.36232
2001,Indirect migration background,1st Quintile,Yes,0.04306,33,33,-0.02727,0.11340
2001,Indirect migration background,3rd Quintile,Yes,0.12082,44,44,0.02340,0.21823
2001,Indirect migration background,4th Quintile,Yes,0.14936,33,33,0.02586,0.27286
2001,Indirect migration background,5th Quintile,Yes,0.21295,36,36,0.07731,0.34858
2002,No migration background,1st Quintile,Yes,0.07738,250,432,0.05216,0.10261
2002,No migration background,1st Quintile,No,0.05491,182,432,0.03341,0.07642
2002,No migration background,2nd Quintile,Yes,0.13703,543,832,0.11365,0.16041
2002,No migration background,2nd Quintile,No,0.06807,289,832,0.05094,0.08519
2002,No migration background,3rd Quintile,Yes,0.18155,787,1188,0.15962,0.20348
2002,No migration background,3rd Quintile,No,0.09083,401,1188,0.07448,0.10718
2002,No migration background,4th Quintile,Yes,0.24148,1136,1609,0.22056,0.26240
2002,No migration background,4th Quintile,No,0.10171,473,1609,0.08693,0.11648
2002,No migration background,5th Quintile,Yes,0.28752,1568,2040,0.26788,0.30717
2002,No migration background,5th Quintile,No,0.09241,472,2040,0.07984,0.10498
2002,Direct migration background,1st Quintile,Yes,0.05106,53,95,0.00656,0.09556
2002,Direct migration background,1st Quintile,No,0.04965,42,95,0.00574,0.09357
2002,Direct migration background,2nd Quintile,Yes,0.13810,114,169,0.08593,0.19027
2002,Direct migration background,2nd Quintile,No,0.09358,55,169,0.04954,0.13763
2002,Direct migration background,3rd Quintile,Yes,0.17533,88,144,0.11300,0.23765
2002,Direct migration background,3rd Quintile,No,0.11047,56,144,0.05909,0.16186
2002,Direct migration background,4th Quintile,Yes,0.21960,87,140,0.15078,0.28842
2002,Direct migration background,4th Quintile,No,0.10309,53,140,0.05254,0.15365
2002,Direct migration background,5th Quintile,Yes,0.25888,93,127,0.18240,0.33536
2002,Direct migration background,5th Quintile,No,0.10139,34,127,0.04869,0.15410
2002,Indirect migration background,2nd Quintile,Yes,0.05310,31,31,-0.02714,0.13335
2002,Indirect migration background,3rd Quintile,Yes,0.09755,32,32,-0.00690,0.20200
2002,Indirect migration background,4th Quintile,Yes,0.19324,47,47,0.07914,0.30735
2002,Indirect migration background,5th Quintile,Yes,0.24694,42,42,0.11494,0.37894
2003,No migration background,1st Quintile,Yes,0.08098,281,441,0.05549,0.10647
2003,No migration background,1st Quintile,No,0.05307,160,441,0.03212,0.07402
2003,No migration background,2nd Quintile,Yes,0.13047,547,852,0.10784,0.15310
2003,No migration background,2nd Quintile,No,0.07562,305,852,0.05786,0.09339
2003,No migration background,3rd Quintile,Yes,0.19316,809,1203,0.17085,0.21548
2003,No migration background,3rd Quintile,No,0.08547,394,1203,0.06967,0.10128
2003,No migration background,4th Quintile,Yes,0.25933,1218,1692,0.23844,0.28022
2003,No migration background,4th Quintile,No,0.09796,474,1692,0.08379,0.11213
2003,No migration background,5th Quintile,Yes,0.26995,1860,2464,0.25242,0.28748
2003,No migration background,5th Quintile,No,0.09168,604,2464,0.08029,0.10308
2003,Direct migration background,1st Quintile,Yes,0.04642,53,96,0.00411,0.08873
2003,Direct migration background,1st Quintile,No,0.05095,43,96,0.00673,0.09518
2003,Direct migration background,2nd Quintile,Yes,0.13712,86,140,0.07993,0.19430
2003,Direct migration background,2nd Quintile,No,0.09429,54,140,0.04571,0.14287
