year,age_gr,sampreg,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,West,Yes,0.25116,685,984,0.22405,0.27827
2003,17-29 y.,West,No,0.10695,299,984,0.08763,0.12627
2003,17-29 y.,East,Yes,0.20335,234,353,0.16131,0.24540
2003,17-29 y.,East,No,0.10332,119,353,0.07152,0.13512
2003,30-45 y.,West,Yes,0.36502,1976,2760,0.34706,0.38299
2003,30-45 y.,West,No,0.14568,784,2760,0.13252,0.15885
2003,30-45 y.,East,Yes,0.35111,562,814,0.31830,0.38392
2003,30-45 y.,East,No,0.16984,252,814,0.14403,0.19565
2003,46-65 y.,West,Yes,0.21480,1360,1946,0.19655,0.23305
2003,46-65 y.,West,No,0.09862,586,1946,0.08537,0.11187
2003,46-65 y.,East,Yes,0.22784,478,691,0.19654,0.25914
2003,46-65 y.,East,No,0.11114,213,691,0.08768,0.13459
2004,17-29 y.,West,Yes,0.23993,662,920,0.21232,0.26754
2004,17-29 y.,West,No,0.09528,258,920,0.07630,0.11427
2004,17-29 y.,East,Yes,0.18812,215,338,0.14639,0.22984
2004,17-29 y.,East,No,0.10924,123,338,0.07593,0.14255
2004,30-45 y.,West,Yes,0.36307,1840,2566,0.34446,0.38168
2004,30-45 y.,West,No,0.14502,726,2566,0.13139,0.15865
2004,30-45 y.,East,Yes,0.37001,540,762,0.33570,0.40431
2004,30-45 y.,East,No,0.15054,222,762,0.12514,0.17595
2004,46-65 y.,West,Yes,0.22470,1409,1979,0.20631,0.24310
2004,46-65 y.,West,No,0.10159,570,1979,0.08828,0.11491
2004,46-65 y.,East,Yes,0.22372,495,704,0.19291,0.25453
2004,46-65 y.,East,No,0.11012,209,704,0.08698,0.13326
2005,17-29 y.,West,Yes,0.23176,609,865,0.20362,0.25990
2005,17-29 y.,West,No,0.09950,256,865,0.07954,0.11946
2005,17-29 y.,East,Yes,0.17601,206,323,0.13441,0.21761
2005,17-29 y.,East,No,0.13258,117,323,0.09554,0.16962
2005,30-45 y.,West,Yes,0.36373,1734,2369,0.34435,0.38310
2005,30-45 y.,West,No,0.13860,635,2369,0.12468,0.15251
2005,30-45 y.,East,Yes,0.35663,471,689,0.32084,0.39242
2005,30-45 y.,East,No,0.15137,218,689,0.12459,0.17815
2005,46-65 y.,West,Yes,0.22286,1297,1816,0.20371,0.24201
2005,46-65 y.,West,No,0.10106,519,1816,0.08719,0.11492
2005,46-65 y.,East,Yes,0.23343,472,675,0.20150,0.26537
2005,46-65 y.,East,No,0.10807,203,675,0.08463,0.13151
2006,17-29 y.,West,Yes,0.23718,677,931,0.20984,0.26452
2006,17-29 y.,West,No,0.10077,254,931,0.08142,0.12012
2006,17-29 y.,East,Yes,0.21407,226,327,0.16955,0.25860
2006,17-29 y.,East,No,0.10947,101,327,0.07558,0.14337
2006,30-45 y.,West,Yes,0.39462,1940,2588,0.37579,0.41346
2006,30-45 y.,West,No,0.13404,648,2588,0.12091,0.14717
2006,30-45 y.,East,Yes,0.36839,517,725,0.33325,0.40353
2006,30-45 y.,East,No,0.14923,208,725,0.12328,0.17519
2006,46-65 y.,West,Yes,0.25501,1530,2099,0.23636,0.27366
2006,46-65 y.,West,No,0.10212,569,2099,0.08916,0.11508
2006,46-65 y.,East,Yes,0.24859,538,759,0.21782,0.27936
2006,46-65 y.,East,No,0.11641,221,759,0.09358,0.13925
2007,17-29 y.,West,Yes,0.24302,618,844,0.21406,0.27197
2007,17-29 y.,West,No,0.08581,226,844,0.06691,0.10472
2007,17-29 y.,East,Yes,0.21709,210,305,0.17075,0.26344
2007,17-29 y.,East,No,0.09919,95,305,0.06559,0.13279
2007,30-45 y.,West,Yes,0.41515,1813,2337,0.39517,0.43513
2007,30-45 y.,West,No,0.11747,524,2337,0.10441,0.13053
2007,30-45 y.,East,Yes,0.38892,509,704,0.35288,0.42496
2007,30-45 y.,East,No,0.14725,195,704,0.12105,0.17344
2007,46-65 y.,West,Yes,0.26205,1460,1964,0.24259,0.28150
2007,46-65 y.,West,No,0.09582,504,1964,0.08280,0.10885
2007,46-65 y.,East,Yes,0.25762,523,766,0.22663,0.28861
2007,46-65 y.,East,No,0.14111,243,766,0.11644,0.16578
2008,17-29 y.,West,Yes,0.25904,618,852,0.22961,0.28848
2008,17-29 y.,West,No,0.09961,234,852,0.07949,0.11974
2008,17-29 y.,East,Yes,0.22883,198,284,0.17989,0.27778
2008,17-29 y.,East,No,0.11268,86,284,0.07584,0.14953
2008,30-45 y.,West,Yes,0.42869,1662,2191,0.40797,0.44942
2008,30-45 y.,West,No,0.13195,529,2191,0.11778,0.14613
2008,30-45 y.,East,Yes,0.41408,492,692,0.37735,0.45080
2008,30-45 y.,East,No,0.16328,200,692,0.13572,0.19084
2008,46-65 y.,West,Yes,0.27396,1460,2028,0.25455,0.29338
2008,46-65 y.,West,No,0.11394,568,2028,0.10011,0.12777
2008,46-65 y.,East,Yes,0.27379,524,759,0.24205,0.30553
2008,46-65 y.,East,No,0.15490,235,759,0.12914,0.18066
2009,17-29 y.,West,Yes,0.24050,508,732,0.20952,0.27149
2009,17-29 y.,West,No,0.10603,224,732,0.08371,0.12835
2009,17-29 y.,East,Yes,0.20536,156,230,0.15304,0.25768
2009,17-29 y.,East,No,0.11427,74,230,0.07306,0.15548
2009,30-45 y.,West,Yes,0.40901,1383,1889,0.38683,0.43119
2009,30-45 y.,West,No,0.13363,506,1889,0.11828,0.14898
2009,30-45 y.,East,Yes,0.40123,451,631,0.36295,0.43950
2009,30-45 y.,East,No,0.15492,180,631,0.12667,0.18318
2009,46-65 y.,West,Yes,0.26334,1292,1829,0.24315,0.28353
2009,46-65 y.,West,No,0.12024,537,1829,0.10533,0.13515
2009,46-65 y.,East,Yes,0.26533,477,705,0.23272,0.29795
2009,46-65 y.,East,No,0.14953,228,705,0.12318,0.17587
2010,17-29 y.,West,Yes,0.22618,603,905,0.19891,0.25345
2010,17-29 y.,West,No,0.12440,302,905,0.10288,0.14591
2010,17-29 y.,East,Yes,0.25306,197,285,0.20250,0.30363
2010,17-29 y.,East,No,0.10999,88,285,0.07360,0.14638
2010,30-45 y.,West,Yes,0.40153,2369,3332,0.38488,0.41817
2010,30-45 y.,West,No,0.15305,963,3332,0.14083,0.16528
2010,30-45 y.,East,Yes,0.38828,623,907,0.35654,0.42001
2010,30-45 y.,East,No,0.18566,284,907,0.16034,0.21098
2010,46-65 y.,West,Yes,0.26467,1484,2173,0.24612,0.28323
2010,46-65 y.,West,No,0.13231,689,2173,0.11806,0.14656
2010,46-65 y.,East,Yes,0.26096,483,731,0.22910,0.29282
2010,46-65 y.,East,No,0.16201,248,731,0.13528,0.18874
2011,17-29 y.,West,Yes,0.26317,739,1001,0.23588,0.29046
2011,17-29 y.,West,No,0.08984,262,1001,0.07211,0.10756
2011,17-29 y.,East,Yes,0.28050,208,301,0.22966,0.33133
2011,17-29 y.,East,No,0.09694,93,301,0.06346,0.13042
2011,30-45 y.,West,Yes,0.42873,2946,3825,0.41305,0.44442
2011,30-45 y.,West,No,0.12113,879,3825,0.11079,0.13147
2011,30-45 y.,East,Yes,0.40272,751,1054,0.37309,0.43234
2011,30-45 y.,East,No,0.16399,303,1054,0.14163,0.18636
2011,46-65 y.,West,Yes,0.30709,2201,3001,0.29058,0.32359
2011,46-65 y.,West,No,0.11741,800,3001,0.10589,0.12893
2011,46-65 y.,East,Yes,0.29535,639,916,0.26579,0.32491
2011,46-65 y.,East,No,0.13975,277,916,0.11729,0.16222
2012,17-29 y.,West,Yes,0.27536,771,1033,0.24811,0.30262
2012,17-29 y.,West,No,0.09157,262,1033,0.07398,0.10917
2012,17-29 y.,East,Yes,0.24430,186,287,0.19451,0.29410
2012,17-29 y.,East,No,0.13543,101,287,0.09577,0.17508
2012,30-45 y.,West,Yes,0.42590,2747,3708,0.40998,0.44181
2012,30-45 y.,West,No,0.13549,961,3708,0.12447,0.14650
2012,30-45 y.,East,Yes,0.43162,737,1025,0.40128,0.46196
2012,30-45 y.,East,No,0.16745,288,1025,0.14458,0.19032
2012,46-65 y.,West,Yes,0.31514,2312,3298,0.29928,0.33100
2012,46-65 y.,West,No,0.14084,986,3298,0.12897,0.15272
2012,46-65 y.,East,Yes,0.27883,647,947,0.25025,0.30741
2012,46-65 y.,East,No,0.15273,300,947,0.12981,0.17565
2013,17-29 y.,West,Yes,0.26025,958,1299,0.23638,0.28412
2013,17-29 y.,West,No,0.09295,341,1299,0.07715,0.10874
2013,17-29 y.,East,Yes,0.26523,183,270,0.21247,0.31798
2013,17-29 y.,East,No,0.12392,87,270,0.08455,0.16330
2013,30-45 y.,West,Yes,0.39553,3026,4073,0.38051,0.41055
2013,30-45 y.,West,No,0.13454,1047,4073,0.12406,0.14502
2013,30-45 y.,East,Yes,0.38218,706,977,0.35170,0.41267
2013,30-45 y.,East,No,0.16653,271,977,0.14316,0.18990
2013,46-65 y.,West,Yes,0.31419,2441,3426,0.29864,0.32973
2013,46-65 y.,West,No,0.12550,985,3426,0.11441,0.13660
2013,46-65 y.,East,Yes,0.29771,637,908,0.26796,0.32747
2013,46-65 y.,East,No,0.12378,271,908,0.10234,0.14521
2014,17-29 y.,West,Yes,0.26803,857,1188,0.24283,0.29323
2014,17-29 y.,West,No,0.09825,331,1188,0.08132,0.11519
2014,17-29 y.,East,Yes,0.27406,164,233,0.21666,0.33145
2014,17-29 y.,East,No,0.10956,69,233,0.06937,0.14975
2014,30-45 y.,West,Yes,0.42736,2595,3447,0.41084,0.44387
2014,30-45 y.,West,No,0.11860,852,3447,0.10780,0.12939
2014,30-45 y.,East,Yes,0.41296,650,869,0.38020,0.44571
2014,30-45 y.,East,No,0.15623,219,869,0.13207,0.18038
2014,46-65 y.,West,Yes,0.32035,2290,3304,0.30443,0.33626
2014,46-65 y.,West,No,0.13560,1014,3304,0.12393,0.14728
2014,46-65 y.,East,Yes,0.28850,599,880,0.25855,0.31845
2014,46-65 y.,East,No,0.14516,281,880,0.12187,0.16845
2015,17-29 y.,West,Yes,0.26977,871,1152,0.24413,0.29541
2015,17-29 y.,West,No,0.08005,281,1152,0.06438,0.09573
2015,17-29 y.,East,Yes,0.27338,186,264,0.21951,0.32725
2015,17-29 y.,East,No,0.16290,78,264,0.11827,0.20753
2015,30-45 y.,West,Yes,0.43368,2530,3242,0.41662,0.45074
2015,30-45 y.,West,No,0.11254,712,3242,0.10166,0.12342
2015,30-45 y.,East,Yes,0.42697,599,786,0.39237,0.46158
2015,30-45 y.,East,No,0.13300,187,786,0.10924,0.15675
2015,46-65 y.,West,Yes,0.34363,2451,3203,0.32718,0.36008
2015,46-65 y.,West,No,0.11133,752,3203,0.10044,0.12223
2015,46-65 y.,East,Yes,0.30524,593,804,0.27339,0.33709
2015,46-65 y.,East,No,0.11069,211,804,0.08899,0.13239
2016,17-29 y.,West,Yes,0.25876,797,1046,0.23221,0.28531
2016,17-29 y.,West,No,0.08861,249,1046,0.07138,0.10584
2016,17-29 y.,East,Yes,0.29707,178,229,0.23775,0.35638
2016,17-29 y.,East,No,0.09380,51,229,0.05596,0.13165
2016,30-45 y.,West,Yes,0.44689,2280,2943,0.42893,0.46486
2016,30-45 y.,West,No,0.12736,663,2943,0.11532,0.13941
2016,30-45 y.,East,Yes,0.40764,547,721,0.37175,0.44353
2016,30-45 y.,East,No,0.13299,174,721,0.10819,0.15779
2016,46-65 y.,West,Yes,0.36805,2426,3179,0.35129,0.38482
2016,46-65 y.,West,No,0.10723,753,3179,0.09648,0.11799
2016,46-65 y.,East,Yes,0.31590,613,861,0.28483,0.34697
2016,46-65 y.,East,No,0.14100,248,861,0.11774,0.16426
2017,17-29 y.,West,Yes,0.26033,943,1226,0.23576,0.28491
2017,17-29 y.,West,No,0.07834,283,1226,0.06329,0.09338
2017,17-29 y.,East,Yes,0.27488,194,257,0.22019,0.32958
2017,17-29 y.,East,No,0.07581,63,257,0.04338,0.10823
2017,30-45 y.,West,Yes,0.41309,2302,2916,0.39521,0.43096
2017,30-45 y.,West,No,0.11350,614,2916,0.10198,0.12501
2017,30-45 y.,East,Yes,0.42514,565,757,0.38990,0.46038
2017,30-45 y.,East,No,0.10514,192,757,0.08327,0.12701
2017,46-65 y.,West,Yes,0.33623,2674,3568,0.32072,0.35173
2017,46-65 y.,West,No,0.11294,894,3568,0.10255,0.12333
2017,46-65 y.,East,Yes,0.30531,676,953,0.27605,0.33456
2017,46-65 y.,East,No,0.12471,277,953,0.10372,0.14570
2018,17-29 y.,West,Yes,0.30713,1026,1338,0.28240,0.33186
2018,17-29 y.,West,No,0.08157,312,1338,0.06690,0.09624
2018,17-29 y.,East,Yes,0.25181,192,272,0.20013,0.30349
2018,17-29 y.,East,No,0.10119,80,272,0.06528,0.13709
2018,30-45 y.,West,Yes,0.45554,2274,2970,0.43762,0.47345
2018,30-45 y.,West,No,0.12546,696,2970,0.11355,0.13738
2018,30-45 y.,East,Yes,0.41758,561,785,0.38306,0.45210
2018,30-45 y.,East,No,0.14860,224,785,0.12370,0.17349
2018,46-65 y.,West,Yes,0.36554,2703,3732,0.35008,0.38099
2018,46-65 y.,West,No,0.13213,1029,3732,0.12127,0.14300
2018,46-65 y.,East,Yes,0.32555,673,990,0.29634,0.35475
2018,46-65 y.,East,No,0.13988,317,990,0.11826,0.16150
2018,66 and older,West,Yes,0.00773,32,63,-0.01407,0.02953
2018,66 and older,West,No,0.00699,31,63,-0.01375,0.02774
2019,17-29 y.,West,Yes,0.29630,904,1186,0.27030,0.32230
2019,17-29 y.,West,No,0.07652,282,1186,0.06138,0.09166
2019,17-29 y.,East,Yes,0.21471,154,221,0.16045,0.26897
2019,17-29 y.,East,No,0.10637,67,221,0.06563,0.14711
2019,30-45 y.,West,Yes,0.44269,1980,2547,0.42339,0.46198
2019,30-45 y.,West,No,0.11173,567,2547,0.09949,0.12397
2019,30-45 y.,East,Yes,0.44945,559,706,0.41273,0.48617
2019,30-45 y.,East,No,0.13116,147,706,0.10624,0.15608
2019,46-65 y.,West,Yes,0.35297,2629,3497,0.33713,0.36881
2019,46-65 y.,West,No,0.11527,868,3497,0.10468,0.12586
2019,46-65 y.,East,Yes,0.31382,686,943,0.28419,0.34345
2019,46-65 y.,East,No,0.12858,257,943,0.10720,0.14995
2019,66 and older,West,Yes,0.01140,43,43,-0.02071,0.04351
2020,17-29 y.,West,Yes,0.27065,945,1488,0.24806,0.29323
2020,17-29 y.,West,No,0.12744,543,1488,0.11049,0.14439
2020,17-29 y.,East,Yes,0.20645,151,220,0.15284,0.26005
2020,17-29 y.,East,No,0.09683,69,220,0.05766,0.13600
2020,30-45 y.,West,Yes,0.40446,1884,2926,0.38668,0.42225
2020,30-45 y.,West,No,0.20023,1042,2926,0.18573,0.21474
2020,30-45 y.,East,Yes,0.40145,495,775,0.36692,0.43599
2020,30-45 y.,East,No,0.21062,280,775,0.18189,0.23935
2020,46-65 y.,West,Yes,0.32757,2389,3713,0.31248,0.34267
2020,46-65 y.,West,No,0.17881,1324,3713,0.16649,0.19114
2020,46-65 y.,East,Yes,0.31438,614,995,0.28552,0.34324
2020,46-65 y.,East,No,0.18653,381,995,0.16231,0.21074
2020,66 and older,West,Yes,0.00763,32,69,-0.01305,0.02831
2020,66 and older,West,No,0.00911,37,69,-0.01347,0.03169
2021,17-29 y.,West,Yes,0.31070,734,1009,0.28213,0.33927
2021,17-29 y.,West,No,0.09765,275,1009,0.07932,0.11598
2021,17-29 y.,East,Yes,0.27962,97,150,0.20755,0.35168
2021,17-29 y.,East,No,0.12011,53,150,0.06791,0.17231
2021,30-45 y.,West,Yes,0.44823,1413,1923,0.42599,0.47046
2021,30-45 y.,West,No,0.13334,510,1923,0.11814,0.14854
2021,30-45 y.,East,Yes,0.44156,412,559,0.40035,0.48276
2021,30-45 y.,East,No,0.18280,147,559,0.15073,0.21487
