year,pgisced97,sex,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Second Stage of Tertiary Education,female,Yes,0.75224,662,879,0.72368,0.78080
2002,Second Stage of Tertiary Education,female,No,0.24776,217,879,0.21920,0.27632
2003,Lower Secondary Level,male,Yes,0.60153,143,233,0.53853,0.66453
2003,Lower Secondary Level,male,No,0.39847,90,233,0.33547,0.46147
2003,Lower Secondary Level,female,Yes,0.58257,126,213,0.51619,0.64895
2003,Lower Secondary Level,female,No,0.41743,87,213,0.35105,0.48381
2003,Upper Secondary Level,male,Yes,0.67570,1422,2113,0.65574,0.69567
2003,Upper Secondary Level,male,No,0.32430,691,2113,0.30433,0.34426
2003,Upper Secondary Level,female,Yes,0.65078,1077,1640,0.62770,0.67386
2003,Upper Secondary Level,female,No,0.34922,563,1640,0.32614,0.37230
2003,Post-secondary Non-tertiary Level,male,Yes,0.68345,176,237,0.62411,0.74279
2003,Post-secondary Non-tertiary Level,male,No,0.31655,61,237,0.25721,0.37589
2003,Post-secondary Non-tertiary Level,female,Yes,0.71093,197,283,0.65802,0.76384
2003,Post-secondary Non-tertiary Level,female,No,0.28907,86,283,0.23616,0.34198
2003,First Stage of Tertiary Education,male,Yes,0.77633,336,443,0.73749,0.81518
2003,First Stage of Tertiary Education,male,No,0.22367,107,443,0.18482,0.26251
2003,First Stage of Tertiary Education,female,Yes,0.67794,192,283,0.62340,0.73248
2003,First Stage of Tertiary Education,female,No,0.32206,91,283,0.26752,0.37660
2003,Second Stage of Tertiary Education,male,Yes,0.82002,969,1179,0.79809,0.84196
2003,Second Stage of Tertiary Education,male,No,0.17998,210,1179,0.15804,0.20191
2003,Second Stage of Tertiary Education,female,Yes,0.74179,604,846,0.71228,0.77130
2003,Second Stage of Tertiary Education,female,No,0.25821,242,846,0.22870,0.28772
2004,Lower Secondary Level,male,Yes,0.63670,142,231,0.57455,0.69886
2004,Lower Secondary Level,male,No,0.36330,89,231,0.30114,0.42545
2004,Lower Secondary Level,female,Yes,0.55947,119,199,0.49032,0.62862
2004,Lower Secondary Level,female,No,0.44053,80,199,0.37138,0.50968
2004,Upper Secondary Level,male,Yes,0.68279,1395,2029,0.66254,0.70305
2004,Upper Secondary Level,male,No,0.31721,634,2029,0.29695,0.33746
2004,Upper Secondary Level,female,Yes,0.66676,1050,1534,0.64316,0.69035
2004,Upper Secondary Level,female,No,0.33324,484,1534,0.30965,0.35684
2004,Post-secondary Non-tertiary Level,male,Yes,0.73525,168,235,0.67872,0.79178
2004,Post-secondary Non-tertiary Level,male,No,0.26475,67,235,0.20822,0.32128
2004,Post-secondary Non-tertiary Level,female,Yes,0.69468,184,269,0.63954,0.74982
2004,Post-secondary Non-tertiary Level,female,No,0.30532,85,269,0.25018,0.36046
2004,First Stage of Tertiary Education,male,Yes,0.80880,340,425,0.77137,0.84623
2004,First Stage of Tertiary Education,male,No,0.19120,85,425,0.15377,0.22863
2004,First Stage of Tertiary Education,female,Yes,0.72611,204,291,0.67478,0.77743
2004,First Stage of Tertiary Education,female,No,0.27389,87,291,0.22257,0.32522
2004,Second Stage of Tertiary Education,male,Yes,0.78322,927,1155,0.75945,0.80700
2004,Second Stage of Tertiary Education,male,No,0.21678,228,1155,0.19300,0.24055
2004,Second Stage of Tertiary Education,female,Yes,0.71034,583,832,0.67949,0.74118
2004,Second Stage of Tertiary Education,female,No,0.28966,249,832,0.25882,0.32051
2005,Lower Secondary Level,male,Yes,0.69449,141,215,0.63277,0.75620
2005,Lower Secondary Level,male,No,0.30551,74,215,0.24380,0.36723
2005,Lower Secondary Level,female,Yes,0.59741,117,199,0.52910,0.66572
2005,Lower Secondary Level,female,No,0.40259,82,199,0.33428,0.47090
2005,Upper Secondary Level,male,Yes,0.68692,1288,1863,0.66585,0.70798
2005,Upper Secondary Level,male,No,0.31308,575,1863,0.29202,0.33415
2005,Upper Secondary Level,female,Yes,0.66961,971,1425,0.64518,0.69404
2005,Upper Secondary Level,female,No,0.33039,454,1425,0.30596,0.35482
2005,Post-secondary Non-tertiary Level,male,Yes,0.66876,164,229,0.60767,0.72986
2005,Post-secondary Non-tertiary Level,male,No,0.33124,65,229,0.27014,0.39233
2005,Post-secondary Non-tertiary Level,female,Yes,0.70403,194,271,0.64958,0.75848
2005,Post-secondary Non-tertiary Level,female,No,0.29597,77,271,0.24152,0.35042
2005,First Stage of Tertiary Education,male,Yes,0.76768,306,388,0.72561,0.80976
2005,First Stage of Tertiary Education,male,No,0.23232,82,388,0.19024,0.27439
2005,First Stage of Tertiary Education,female,Yes,0.66864,164,249,0.61006,0.72723
2005,First Stage of Tertiary Education,female,No,0.33136,85,249,0.27277,0.38994
2005,Second Stage of Tertiary Education,male,Yes,0.81123,845,1045,0.78750,0.83497
2005,Second Stage of Tertiary Education,male,No,0.18877,200,1045,0.16503,0.21250
2005,Second Stage of Tertiary Education,female,Yes,0.71775,553,777,0.68608,0.74942
2005,Second Stage of Tertiary Education,female,No,0.28225,224,777,0.25058,0.31392
2006,No answer / don't know,male,Yes,0.78244,31,31,0.63480,0.93008
2006,Lower Secondary Level,male,Yes,0.66785,135,195,0.60157,0.73413
2006,Lower Secondary Level,male,No,0.33215,60,195,0.26587,0.39843
2006,Lower Secondary Level,female,Yes,0.59793,113,195,0.52893,0.66693
2006,Lower Secondary Level,female,No,0.40207,82,195,0.33307,0.47107
2006,Upper Secondary Level,male,Yes,0.69748,1439,2024,0.67746,0.71749
2006,Upper Secondary Level,male,No,0.30252,585,2024,0.28251,0.32254
2006,Upper Secondary Level,female,Yes,0.68531,1131,1646,0.66287,0.70776
2006,Upper Secondary Level,female,No,0.31469,515,1646,0.29224,0.33713
2006,Post-secondary Non-tertiary Level,male,Yes,0.71852,184,254,0.66311,0.77394
2006,Post-secondary Non-tertiary Level,male,No,0.28148,70,254,0.22606,0.33689
2006,Post-secondary Non-tertiary Level,female,Yes,0.70762,234,316,0.65739,0.75785
2006,Post-secondary Non-tertiary Level,female,No,0.29238,82,316,0.24215,0.34261
2006,First Stage of Tertiary Education,male,Yes,0.79163,303,386,0.75106,0.83220
2006,First Stage of Tertiary Education,male,No,0.20837,83,386,0.16780,0.24894
2006,First Stage of Tertiary Education,female,Yes,0.74520,224,305,0.69622,0.79419
2006,First Stage of Tertiary Education,female,No,0.25480,81,305,0.20581,0.30378
2006,Second Stage of Tertiary Education,male,Yes,0.82020,939,1124,0.79774,0.84266
2006,Second Stage of Tertiary Education,male,No,0.17980,185,1124,0.15734,0.20226
2006,Second Stage of Tertiary Education,female,Yes,0.75774,676,909,0.72987,0.78561
2006,Second Stage of Tertiary Education,female,No,0.24226,233,909,0.21439,0.27013
2007,Lower Secondary Level,male,Yes,0.72894,122,172,0.66232,0.79557
2007,Lower Secondary Level,male,No,0.27106,50,172,0.20443,0.33768
2007,Lower Secondary Level,female,Yes,0.51128,78,141,0.42848,0.59408
2007,Lower Secondary Level,female,No,0.48872,63,141,0.40592,0.57152
2007,Upper Secondary Level,male,Yes,0.73640,1418,1925,0.71671,0.75608
2007,Upper Secondary Level,male,No,0.26360,507,1925,0.24392,0.28329
2007,Upper Secondary Level,female,Yes,0.71637,1064,1507,0.69361,0.73914
2007,Upper Secondary Level,female,No,0.28363,443,1507,0.26086,0.30639
2007,Post-secondary Non-tertiary Level,male,Yes,0.77273,187,242,0.71982,0.82564
2007,Post-secondary Non-tertiary Level,male,No,0.22727,55,242,0.17436,0.28018
2007,Post-secondary Non-tertiary Level,female,Yes,0.77857,229,299,0.73143,0.82572
2007,Post-secondary Non-tertiary Level,female,No,0.22143,70,299,0.17428,0.26857
2007,First Stage of Tertiary Education,male,Yes,0.79475,302,380,0.75408,0.83541
2007,First Stage of Tertiary Education,male,No,0.20525,78,380,0.16459,0.24592
2007,First Stage of Tertiary Education,female,Yes,0.73921,189,258,0.68553,0.79289
2007,First Stage of Tertiary Education,female,No,0.26079,69,258,0.20711,0.31447
2007,Second Stage of Tertiary Education,male,Yes,0.83570,875,1059,0.81337,0.85803
2007,Second Stage of Tertiary Education,male,No,0.16430,184,1059,0.14197,0.18663
2007,Second Stage of Tertiary Education,female,Yes,0.72593,638,873,0.69632,0.75554
2007,Second Stage of Tertiary Education,female,No,0.27407,235,873,0.24446,0.30368
2008,Lower Secondary Level,male,Yes,0.68500,128,187,0.61825,0.75176
2008,Lower Secondary Level,male,No,0.31500,59,187,0.24824,0.38175
2008,Lower Secondary Level,female,Yes,0.62351,99,161,0.54844,0.69859
2008,Lower Secondary Level,female,No,0.37649,62,161,0.30141,0.45156
2008,Upper Secondary Level,male,Yes,0.70992,1310,1867,0.68933,0.73051
2008,Upper Secondary Level,male,No,0.29008,557,1867,0.26949,0.31067
2008,Upper Secondary Level,female,Yes,0.68016,1046,1523,0.65672,0.70359
2008,Upper Secondary Level,female,No,0.31984,477,1523,0.29641,0.34328
2008,Post-secondary Non-tertiary Level,male,Yes,0.75957,175,232,0.70446,0.81468
2008,Post-secondary Non-tertiary Level,male,No,0.24043,57,232,0.18532,0.29554
2008,Post-secondary Non-tertiary Level,female,Yes,0.73503,222,303,0.68526,0.78481
2008,Post-secondary Non-tertiary Level,female,No,0.26497,81,303,0.21519,0.31474
2008,First Stage of Tertiary Education,male,Yes,0.81518,280,342,0.77399,0.85638
2008,First Stage of Tertiary Education,male,No,0.18482,62,342,0.14362,0.22601
2008,First Stage of Tertiary Education,female,Yes,0.76548,190,254,0.71327,0.81769
2008,First Stage of Tertiary Education,female,No,0.23452,64,254,0.18231,0.28673
2008,Second Stage of Tertiary Education,male,Yes,0.80956,819,1000,0.78521,0.83391
2008,Second Stage of Tertiary Education,male,No,0.19044,181,1000,0.16609,0.21479
2008,Second Stage of Tertiary Education,female,Yes,0.73597,633,856,0.70642,0.76552
2008,Second Stage of Tertiary Education,female,No,0.26403,223,856,0.23448,0.29358
2009,Lower Secondary Level,male,Yes,0.68044,85,139,0.60264,0.75824
2009,Lower Secondary Level,male,No,0.31956,54,139,0.24176,0.39736
2009,Lower Secondary Level,female,Yes,0.57216,71,125,0.48507,0.65925
2009,Lower Secondary Level,female,No,0.42784,54,125,0.34075,0.51493
2009,Upper Secondary Level,male,Yes,0.68782,1069,1607,0.66515,0.71048
2009,Upper Secondary Level,male,No,0.31218,538,1607,0.28952,0.33485
2009,Upper Secondary Level,female,Yes,0.65866,915,1350,0.63335,0.68396
2009,Upper Secondary Level,female,No,0.34134,435,1350,0.31604,0.36665
2009,Post-secondary Non-tertiary Level,male,Yes,0.76705,142,191,0.70694,0.82715
2009,Post-secondary Non-tertiary Level,male,No,0.23295,49,191,0.17285,0.29306
2009,Post-secondary Non-tertiary Level,female,Yes,0.71883,209,280,0.66608,0.77158
2009,Post-secondary Non-tertiary Level,female,No,0.28117,71,280,0.22842,0.33392
2009,First Stage of Tertiary Education,male,Yes,0.73374,239,323,0.68546,0.78202
2009,First Stage of Tertiary Education,male,No,0.26626,84,323,0.21798,0.31454
2009,First Stage of Tertiary Education,female,Yes,0.76770,162,223,0.71215,0.82325
2009,First Stage of Tertiary Education,female,No,0.23230,61,223,0.17675,0.28785
2009,Second Stage of Tertiary Education,male,Yes,0.80798,752,927,0.78261,0.83335
2009,Second Stage of Tertiary Education,male,No,0.19202,175,927,0.16665,0.21739
2009,Second Stage of Tertiary Education,female,Yes,0.74033,581,788,0.70970,0.77096
2009,Second Stage of Tertiary Education,female,No,0.25967,207,788,0.22904,0.29030
2010,Lower Secondary Level,male,Yes,0.60787,152,233,0.54505,0.67070
2010,Lower Secondary Level,male,No,0.39213,81,233,0.32930,0.45495
2010,Lower Secondary Level,female,Yes,0.55988,119,202,0.49126,0.62851
2010,Lower Secondary Level,female,No,0.44012,83,202,0.37149,0.50874
2010,Upper Secondary Level,male,Yes,0.64258,1471,2266,0.62285,0.66232
2010,Upper Secondary Level,male,No,0.35742,795,2266,0.33768,0.37715
2010,Upper Secondary Level,female,Yes,0.64690,1159,1795,0.62478,0.66902
2010,Upper Secondary Level,female,No,0.35310,636,1795,0.33098,0.37522
2010,Post-secondary Non-tertiary Level,male,Yes,0.71257,225,309,0.66203,0.76312
2010,Post-secondary Non-tertiary Level,male,No,0.28743,84,309,0.23688,0.33797
2010,Post-secondary Non-tertiary Level,female,Yes,0.67925,300,428,0.63498,0.72353
2010,Post-secondary Non-tertiary Level,female,No,0.32075,128,428,0.27647,0.36502
2010,First Stage of Tertiary Education,male,Yes,0.70548,318,422,0.66194,0.74902
2010,First Stage of Tertiary Education,male,No,0.29452,104,422,0.25098,0.33806
2010,First Stage of Tertiary Education,female,Yes,0.75730,190,262,0.70529,0.80931
2010,First Stage of Tertiary Education,female,No,0.24270,72,262,0.19069,0.29471
2010,Second Stage of Tertiary Education,male,Yes,0.81253,1013,1271,0.79106,0.83399
2010,Second Stage of Tertiary Education,male,No,0.18747,258,1271,0.16601,0.20894
2010,Second Stage of Tertiary Education,female,Yes,0.70379,753,1054,0.67621,0.73136
2010,Second Stage of Tertiary Education,female,No,0.29621,301,1054,0.26864,0.32379
2011,No answer / don't know,male,Yes,0.76735,95,95,0.68194,0.85277
2011,No answer / don't know,female,Yes,0.78441,33,33,0.64193,0.92690
2011,Lower Secondary Level,male,Yes,0.71763,206,292,0.66591,0.76935
2011,Lower Secondary Level,male,No,0.28237,86,292,0.23065,0.33409
2011,Lower Secondary Level,female,Yes,0.59286,175,284,0.53562,0.65010
2011,Lower Secondary Level,female,No,0.40714,109,284,0.34990,0.46438
2011,Upper Secondary Level,male,Yes,0.72308,1847,2563,0.70575,0.74041
2011,Upper Secondary Level,male,No,0.27692,716,2563,0.25959,0.29425
2011,Upper Secondary Level,female,Yes,0.69956,1568,2265,0.68068,0.71845
2011,Upper Secondary Level,female,No,0.30044,697,2265,0.28155,0.31932
2011,Post-secondary Non-tertiary Level,male,Yes,0.80301,281,350,0.76128,0.84474
2011,Post-secondary Non-tertiary Level,male,No,0.19699,69,350,0.15526,0.23872
2011,Post-secondary Non-tertiary Level,female,Yes,0.76052,413,545,0.72465,0.79638
2011,Post-secondary Non-tertiary Level,female,No,0.23948,132,545,0.20362,0.27535
2011,First Stage of Tertiary Education,male,Yes,0.77725,411,524,0.74159,0.81291
2011,First Stage of Tertiary Education,male,No,0.22275,113,524,0.18709,0.25841
2011,First Stage of Tertiary Education,female,Yes,0.80003,235,291,0.75399,0.84606
2011,First Stage of Tertiary Education,female,No,0.19997,56,291,0.15394,0.24601
2011,Second Stage of Tertiary Education,male,Yes,0.81726,1220,1491,0.79764,0.83689
2011,Second Stage of Tertiary Education,male,No,0.18274,271,1491,0.16311,0.20236
2011,Second Stage of Tertiary Education,female,Yes,0.75439,965,1283,0.73083,0.77796
2011,Second Stage of Tertiary Education,female,No,0.24561,318,1283,0.22204,0.26917
2012,No answer / don't know,male,Yes,0.62287,42,42,0.47451,0.77123
2012,Primary Level,male,Yes,0.69757,33,33,0.53843,0.85671
2012,Lower Secondary Level,male,Yes,0.68333,212,305,0.63104,0.73562
2012,Lower Secondary Level,male,No,0.31667,93,305,0.26438,0.36896
2012,Lower Secondary Level,female,Yes,0.59952,181,290,0.54303,0.65602
2012,Lower Secondary Level,female,No,0.40048,109,290,0.34398,0.45697
2012,Upper Secondary Level,male,Yes,0.67935,1774,2590,0.66137,0.69733
2012,Upper Secondary Level,male,No,0.32065,816,2590,0.30267,0.33863
2012,Upper Secondary Level,female,Yes,0.68123,1617,2393,0.66255,0.69990
2012,Upper Secondary Level,female,No,0.31877,776,2393,0.30010,0.33745
2012,Post-secondary Non-tertiary Level,male,Yes,0.75661,283,362,0.71234,0.80088
2012,Post-secondary Non-tertiary Level,male,No,0.24339,79,362,0.19912,0.28766
2012,Post-secondary Non-tertiary Level,female,Yes,0.75926,437,595,0.72488,0.79364
2012,Post-secondary Non-tertiary Level,female,No,0.24074,158,595,0.20636,0.27512
2012,First Stage of Tertiary Education,male,Yes,0.77656,416,524,0.74086,0.81226
2012,First Stage of Tertiary Education,male,No,0.22344,108,524,0.18774,0.25914
2012,First Stage of Tertiary Education,female,Yes,0.74941,218,294,0.69979,0.79903
2012,First Stage of Tertiary Education,female,No,0.25059,76,294,0.20097,0.30021
2012,Second Stage of Tertiary Education,male,Yes,0.81600,1181,1465,0.79615,0.83585
2012,Second Stage of Tertiary Education,male,No,0.18400,284,1465,0.16415,0.20385
2012,Second Stage of Tertiary Education,female,Yes,0.73418,977,1338,0.71050,0.75786
2012,Second Stage of Tertiary Education,female,No,0.26582,361,1338,0.24214,0.28950
2013,No answer / don't know,male,Yes,0.68892,51,51,0.56060,0.81724
2013,Primary Level,male,Yes,0.60288,40,40,0.44932,0.75645
2013,Lower Secondary Level,male,Yes,0.69527,329,477,0.65392,0.73662
2013,Lower Secondary Level,male,No,0.30473,148,477,0.26338,0.34608
2013,Lower Secondary Level,female,Yes,0.67868,223,340,0.62897,0.72839
2013,Lower Secondary Level,female,No,0.32132,117,340,0.27161,0.37103
2013,Upper Secondary Level,male,Yes,0.69470,1843,2627,0.67709,0.71232
2013,Upper Secondary Level,male,No,0.30530,784,2627,0.28768,0.32291
2013,Upper Secondary Level,female,Yes,0.69614,1713,2453,0.67794,0.71435
2013,Upper Secondary Level,female,No,0.30386,740,2453,0.28565,0.32206
2013,Post-secondary Non-tertiary Level,male,Yes,0.68856,338,453,0.64587,0.73125
2013,Post-secondary Non-tertiary Level,male,No,0.31144,115,453,0.26875,0.35413
2013,Post-secondary Non-tertiary Level,female,Yes,0.77803,485,660,0.74630,0.80976
2013,Post-secondary Non-tertiary Level,female,No,0.22197,175,660,0.19024,0.25370
2013,First Stage of Tertiary Education,male,Yes,0.78117,388,488,0.74445,0.81789
2013,First Stage of Tertiary Education,male,No,0.21883,100,488,0.18211,0.25555
2013,First Stage of Tertiary Education,female,Yes,0.76065,202,270,0.70966,0.81164
2013,First Stage of Tertiary Education,female,No,0.23935,68,270,0.18836,0.29034
2013,Second Stage of Tertiary Education,male,Yes,0.79757,1253,1576,0.77773,0.81742
2013,Second Stage of Tertiary Education,male,No,0.20243,323,1576,0.18258,0.22227
2013,Second Stage of Tertiary Education,female,Yes,0.73631,1037,1410,0.71331,0.75932
2013,Second Stage of Tertiary Education,female,No,0.26369,373,1410,0.24068,0.28669
2014,No answer / don't know,male,Yes,0.64965,67,102,0.55661,0.74269
2014,No answer / don't know,male,No,0.35035,35,102,0.25731,0.44339
2014,Lower Secondary Level,male,Yes,0.63908,263,387,0.59117,0.68699
2014,Lower Secondary Level,male,No,0.36092,124,387,0.31301,0.40883
2014,Lower Secondary Level,female,Yes,0.66820,200,308,0.61552,0.72087
2014,Lower Secondary Level,female,No,0.33180,108,308,0.27913,0.38448
2014,Upper Secondary Level,male,Yes,0.69809,1665,2325,0.67943,0.71676
2014,Upper Secondary Level,male,No,0.30191,660,2325,0.28324,0.32057
2014,Upper Secondary Level,female,Yes,0.70520,1532,2235,0.68630,0.72411
2014,Upper Secondary Level,female,No,0.29480,703,2235,0.27589,0.31370
2014,Post-secondary Non-tertiary Level,male,Yes,0.78430,318,410,0.74444,0.82416
2014,Post-secondary Non-tertiary Level,male,No,0.21570,92,410,0.17584,0.25556
2014,Post-secondary Non-tertiary Level,female,Yes,0.75037,443,615,0.71613,0.78460
2014,Post-secondary Non-tertiary Level,female,No,0.24963,172,615,0.21540,0.28387
2014,First Stage of Tertiary Education,male,Yes,0.77586,353,440,0.73685,0.81487
2014,First Stage of Tertiary Education,male,No,0.22414,87,440,0.18513,0.26315
2014,First Stage of Tertiary Education,female,Yes,0.71356,171,252,0.65763,0.76950
2014,First Stage of Tertiary Education,female,No,0.28644,81,252,0.23050,0.34237
2014,Second Stage of Tertiary Education,male,Yes,0.80662,1111,1406,0.78597,0.82727
2014,Second Stage of Tertiary Education,male,No,0.19338,295,1406,0.17273,0.21403
2014,Second Stage of Tertiary Education,female,Yes,0.74738,978,1364,0.72432,0.77045
2014,Second Stage of Tertiary Education,female,No,0.25262,386,1364,0.22955,0.27568
2015,No answer / don't know,male,Yes,0.76151,72,72,0.66238,0.86064
2015,No answer / don't know,female,Yes,0.72832,49,49,0.60248,0.85416
2015,Primary Level,male,Yes,0.78296,32,32,0.63785,0.92808
