year,pgisced97,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Second Stage of Tertiary Education,4th Quintile,Yes,0.36139,49,108,0.27036,0.45242
1989,Second Stage of Tertiary Education,4th Quintile,No,0.40901,59,108,0.31585,0.50217
1989,Second Stage of Tertiary Education,5th Quintile,Yes,0.37528,140,297,0.32012,0.43044
1989,Second Stage of Tertiary Education,5th Quintile,No,0.40890,157,297,0.35289,0.46491
1990,Primary Level,1st Quintile,No,0.20574,64,64,0.10592,0.30556
1990,Primary Level,2nd Quintile,No,0.46850,75,75,0.35480,0.58219
1990,Primary Level,3rd Quintile,No,0.59035,61,61,0.46592,0.71479
1990,Primary Level,4th Quintile,No,0.54830,49,49,0.40751,0.68909
1990,Lower Secondary Level,1st Quintile,Yes,0.05856,65,279,0.03096,0.08616
1990,Lower Secondary Level,1st Quintile,No,0.20486,214,279,0.15741,0.25230
1990,Lower Secondary Level,2nd Quintile,Yes,0.09045,68,275,0.05649,0.12442
1990,Lower Secondary Level,2nd Quintile,No,0.27124,207,275,0.21859,0.32388
1990,Lower Secondary Level,3rd Quintile,Yes,0.15069,84,290,0.10944,0.19193
1990,Lower Secondary Level,3rd Quintile,No,0.31355,206,290,0.26006,0.36704
1990,Lower Secondary Level,4th Quintile,Yes,0.18618,71,292,0.14145,0.23090
1990,Lower Secondary Level,4th Quintile,No,0.41086,221,292,0.35433,0.46739
1990,Lower Secondary Level,5th Quintile,Yes,0.15366,39,145,0.09476,0.21257
1990,Lower Secondary Level,5th Quintile,No,0.41336,106,145,0.33293,0.49379
1990,Upper Secondary Level,1st Quintile,Yes,0.11267,95,307,0.07724,0.14809
1990,Upper Secondary Level,1st Quintile,No,0.24384,212,307,0.19573,0.29195
1990,Upper Secondary Level,2nd Quintile,Yes,0.19224,187,522,0.15840,0.22607
1990,Upper Secondary Level,2nd Quintile,No,0.33561,335,522,0.29506,0.37615
1990,Upper Secondary Level,3rd Quintile,Yes,0.20020,215,621,0.16870,0.23170
1990,Upper Secondary Level,3rd Quintile,No,0.39060,406,621,0.35219,0.42900
1990,Upper Secondary Level,4th Quintile,Yes,0.25596,266,755,0.22481,0.28710
1990,Upper Secondary Level,4th Quintile,No,0.43225,489,755,0.39689,0.46761
1990,Upper Secondary Level,5th Quintile,Yes,0.31340,287,668,0.27820,0.34861
1990,Upper Secondary Level,5th Quintile,No,0.39700,381,668,0.35986,0.43413
1990,Post-secondary Non-tertiary Level,5th Quintile,No,0.44968,35,35,0.28247,0.61690
1990,First Stage of Tertiary Education,3rd Quintile,Yes,0.32432,31,68,0.21223,0.43641
1990,First Stage of Tertiary Education,3rd Quintile,No,0.30096,37,68,0.19113,0.41080
1990,First Stage of Tertiary Education,4th Quintile,Yes,0.30479,31,74,0.19919,0.41039
1990,First Stage of Tertiary Education,4th Quintile,No,0.34226,43,74,0.23342,0.45110
1990,First Stage of Tertiary Education,5th Quintile,Yes,0.34330,57,141,0.26465,0.42195
1990,First Stage of Tertiary Education,5th Quintile,No,0.45131,84,141,0.36888,0.53374
1990,Second Stage of Tertiary Education,3rd Quintile,Yes,0.38282,34,68,0.26643,0.49921
1990,Second Stage of Tertiary Education,3rd Quintile,No,0.32615,34,68,0.21389,0.43840
1990,Second Stage of Tertiary Education,4th Quintile,Yes,0.41430,64,123,0.32689,0.50172
1990,Second Stage of Tertiary Education,4th Quintile,No,0.37406,59,123,0.28819,0.45992
1990,Second Stage of Tertiary Education,5th Quintile,Yes,0.39227,148,285,0.33548,0.44906
1990,Second Stage of Tertiary Education,5th Quintile,No,0.37673,137,285,0.32037,0.43309
1991,Primary Level,1st Quintile,No,0.27150,59,59,0.15704,0.38595
1991,Primary Level,2nd Quintile,No,0.42074,73,73,0.30670,0.53477
1991,Primary Level,3rd Quintile,No,0.57348,68,68,0.45505,0.69190
1991,Primary Level,4th Quintile,No,0.65519,52,52,0.52474,0.78564
1991,Lower Secondary Level,1st Quintile,Yes,0.05615,57,274,0.02884,0.08346
1991,Lower Secondary Level,1st Quintile,No,0.20308,217,274,0.15536,0.25081
1991,Lower Secondary Level,2nd Quintile,Yes,0.08180,68,284,0.04987,0.11373
1991,Lower Secondary Level,2nd Quintile,No,0.28856,216,284,0.23577,0.34135
1991,Lower Secondary Level,3rd Quintile,Yes,0.15930,80,272,0.11573,0.20287
1991,Lower Secondary Level,3rd Quintile,No,0.33473,192,272,0.27855,0.39092
1991,Lower Secondary Level,4th Quintile,Yes,0.17872,75,294,0.13485,0.22259
1991,Lower Secondary Level,4th Quintile,No,0.41415,219,294,0.35774,0.47055
1991,Lower Secondary Level,5th Quintile,Yes,0.19640,44,145,0.13151,0.26128
1991,Lower Secondary Level,5th Quintile,No,0.39257,101,145,0.31281,0.47232
1991,Upper Secondary Level,1st Quintile,Yes,0.11109,89,299,0.07541,0.14677
1991,Upper Secondary Level,1st Quintile,No,0.24039,210,299,0.19187,0.28890
1991,Upper Secondary Level,2nd Quintile,Yes,0.21771,212,523,0.18230,0.25311
1991,Upper Secondary Level,2nd Quintile,No,0.30284,311,523,0.26342,0.34226
1991,Upper Secondary Level,3rd Quintile,Yes,0.23276,251,631,0.19976,0.26576
1991,Upper Secondary Level,3rd Quintile,No,0.34938,380,631,0.31215,0.38661
1991,Upper Secondary Level,4th Quintile,Yes,0.28336,285,731,0.25067,0.31605
1991,Upper Secondary Level,4th Quintile,No,0.40046,446,731,0.36491,0.43600
1991,Upper Secondary Level,5th Quintile,Yes,0.32751,297,704,0.29282,0.36221
1991,Upper Secondary Level,5th Quintile,No,0.40662,407,704,0.37031,0.44293
1991,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.50990,43,43,0.35871,0.66109
1991,First Stage of Tertiary Education,4th Quintile,Yes,0.34082,40,87,0.24064,0.44100
1991,First Stage of Tertiary Education,4th Quintile,No,0.34415,47,87,0.24373,0.44456
1991,First Stage of Tertiary Education,5th Quintile,Yes,0.35004,60,145,0.27214,0.42795
1991,First Stage of Tertiary Education,5th Quintile,No,0.48839,85,145,0.40674,0.57003
1991,Second Stage of Tertiary Education,3rd Quintile,No,0.38489,38,38,0.22811,0.54168
1991,Second Stage of Tertiary Education,4th Quintile,Yes,0.37112,67,131,0.28807,0.45417
1991,Second Stage of Tertiary Education,4th Quintile,No,0.34933,64,131,0.26737,0.43129
1991,Second Stage of Tertiary Education,5th Quintile,Yes,0.40054,147,289,0.34394,0.45713
1991,Second Stage of Tertiary Education,5th Quintile,No,0.40559,142,289,0.34889,0.46230
1992,Primary Level,1st Quintile,No,0.14535,35,35,0.02688,0.26382
1992,Primary Level,2nd Quintile,No,0.34481,45,45,0.20437,0.48526
1992,Primary Level,3rd Quintile,No,0.44811,73,73,0.33324,0.56298
1992,Primary Level,4th Quintile,No,0.52800,62,62,0.40272,0.65328
1992,Lower Secondary Level,1st Quintile,Yes,0.05375,55,223,0.02408,0.08342
1992,Lower Secondary Level,1st Quintile,No,0.14583,168,223,0.09941,0.19226
1992,Lower Secondary Level,2nd Quintile,Yes,0.06556,57,310,0.03796,0.09316
1992,Lower Secondary Level,2nd Quintile,No,0.27080,253,310,0.22125,0.32035
1992,Lower Secondary Level,3rd Quintile,Yes,0.11956,68,291,0.08222,0.15691
1992,Lower Secondary Level,3rd Quintile,No,0.31531,223,291,0.26183,0.36879
1992,Lower Secondary Level,4th Quintile,Yes,0.16486,89,346,0.12571,0.20402
1992,Lower Secondary Level,4th Quintile,No,0.37792,257,346,0.32675,0.42908
1992,Lower Secondary Level,5th Quintile,Yes,0.17034,52,185,0.11602,0.22466
1992,Lower Secondary Level,5th Quintile,No,0.40810,133,185,0.33709,0.47912
1992,Upper Secondary Level,1st Quintile,Yes,0.12105,209,624,0.09543,0.14666
1992,Upper Secondary Level,1st Quintile,No,0.24017,415,624,0.20663,0.27372
1992,Upper Secondary Level,2nd Quintile,Yes,0.21494,342,867,0.18758,0.24230
1992,Upper Secondary Level,2nd Quintile,No,0.29773,525,867,0.26728,0.32819
1992,Upper Secondary Level,3rd Quintile,Yes,0.21617,312,839,0.18830,0.24404
1992,Upper Secondary Level,3rd Quintile,No,0.34919,527,839,0.31691,0.38147
1992,Upper Secondary Level,4th Quintile,Yes,0.28321,379,956,0.25464,0.31179
1992,Upper Secondary Level,4th Quintile,No,0.38021,577,956,0.34942,0.41100
1992,Upper Secondary Level,5th Quintile,Yes,0.29972,365,900,0.26977,0.32967
1992,Upper Secondary Level,5th Quintile,No,0.42043,535,900,0.38816,0.45270
1992,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.42056,40,74,0.30731,0.53380
1992,Post-secondary Non-tertiary Level,5th Quintile,No,0.32356,34,74,0.21624,0.43089
1992,First Stage of Tertiary Education,2nd Quintile,Yes,0.23440,38,99,0.15052,0.31827
1992,First Stage of Tertiary Education,2nd Quintile,No,0.33277,61,99,0.23947,0.42606
1992,First Stage of Tertiary Education,3rd Quintile,Yes,0.30537,53,115,0.22083,0.38992
1992,First Stage of Tertiary Education,3rd Quintile,No,0.35232,62,115,0.26463,0.44001
1992,First Stage of Tertiary Education,4th Quintile,Yes,0.24829,38,111,0.16756,0.32903
1992,First Stage of Tertiary Education,4th Quintile,No,0.45823,73,111,0.36512,0.55134
1992,First Stage of Tertiary Education,5th Quintile,Yes,0.32677,72,179,0.25787,0.39568
1992,First Stage of Tertiary Education,5th Quintile,No,0.47834,107,179,0.40496,0.55173
1992,Second Stage of Tertiary Education,1st Quintile,Yes,0.16790,50,105,0.09606,0.23974
1992,Second Stage of Tertiary Education,1st Quintile,No,0.20384,55,105,0.12642,0.28127
1992,Second Stage of Tertiary Education,2nd Quintile,Yes,0.33529,111,239,0.27531,0.39527
1992,Second Stage of Tertiary Education,2nd Quintile,No,0.40748,128,239,0.34506,0.46991
1992,Second Stage of Tertiary Education,3rd Quintile,Yes,0.43870,143,266,0.37895,0.49845
1992,Second Stage of Tertiary Education,3rd Quintile,No,0.35049,123,266,0.29304,0.40793
1992,Second Stage of Tertiary Education,4th Quintile,Yes,0.37375,119,216,0.30908,0.43842
1992,Second Stage of Tertiary Education,4th Quintile,No,0.32806,97,216,0.26530,0.39082
1992,Second Stage of Tertiary Education,5th Quintile,Yes,0.37468,192,401,0.32724,0.42211
1992,Second Stage of Tertiary Education,5th Quintile,No,0.41918,209,401,0.37083,0.46754
1993,Primary Level,1st Quintile,No,0.14979,37,37,0.03322,0.26637
1993,Primary Level,2nd Quintile,No,0.36946,60,60,0.24630,0.49263
1993,Primary Level,3rd Quintile,No,0.49019,61,61,0.36370,0.61669
1993,Primary Level,4th Quintile,No,0.66151,60,60,0.54077,0.78226
1993,Lower Secondary Level,1st Quintile,Yes,0.04006,49,220,0.01409,0.06603
1993,Lower Secondary Level,1st Quintile,No,0.17853,171,220,0.12781,0.22925
1993,Lower Secondary Level,2nd Quintile,Yes,0.07561,65,295,0.04539,0.10583
1993,Lower Secondary Level,2nd Quintile,No,0.26337,230,295,0.21302,0.31372
1993,Lower Secondary Level,3rd Quintile,Yes,0.08820,57,288,0.05539,0.12101
1993,Lower Secondary Level,3rd Quintile,No,0.32644,231,288,0.27219,0.38069
1993,Lower Secondary Level,4th Quintile,Yes,0.16694,82,308,0.12523,0.20866
1993,Lower Secondary Level,4th Quintile,No,0.40101,226,308,0.34619,0.45583
1993,Lower Secondary Level,5th Quintile,Yes,0.21323,54,180,0.15323,0.27324
1993,Lower Secondary Level,5th Quintile,No,0.40001,126,180,0.32824,0.47178
1993,Upper Secondary Level,1st Quintile,Yes,0.10518,165,522,0.07883,0.13152
1993,Upper Secondary Level,1st Quintile,No,0.23356,357,522,0.19723,0.26989
1993,Upper Secondary Level,2nd Quintile,Yes,0.18947,319,826,0.16273,0.21621
1993,Upper Secondary Level,2nd Quintile,No,0.29889,507,826,0.26766,0.33013
1993,Upper Secondary Level,3rd Quintile,Yes,0.23941,349,906,0.21160,0.26721
1993,Upper Secondary Level,3rd Quintile,No,0.33778,557,906,0.30697,0.36859
1993,Upper Secondary Level,4th Quintile,Yes,0.23443,331,907,0.20685,0.26202
1993,Upper Secondary Level,4th Quintile,No,0.39566,576,907,0.36382,0.42750
1993,Upper Secondary Level,5th Quintile,Yes,0.28151,347,902,0.25214,0.31087
1993,Upper Secondary Level,5th Quintile,No,0.45185,555,902,0.41936,0.48435
1993,Post-secondary Non-tertiary Level,4th Quintile,No,0.42803,43,43,0.27839,0.57768
1993,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.40391,40,81,0.29638,0.51143
1993,Post-secondary Non-tertiary Level,5th Quintile,No,0.41947,41,81,0.31134,0.52761
1993,First Stage of Tertiary Education,2nd Quintile,Yes,0.18225,35,88,0.10113,0.26337
1993,First Stage of Tertiary Education,2nd Quintile,No,0.33301,53,88,0.23398,0.43205
1993,First Stage of Tertiary Education,3rd Quintile,Yes,0.21223,34,95,0.12957,0.29488
1993,First Stage of Tertiary Education,3rd Quintile,No,0.37217,61,95,0.27445,0.46989
1993,First Stage of Tertiary Education,4th Quintile,Yes,0.28450,50,128,0.20603,0.36297
1993,First Stage of Tertiary Education,4th Quintile,No,0.42508,78,128,0.33910,0.51106
1993,First Stage of Tertiary Education,5th Quintile,Yes,0.25013,51,161,0.18302,0.31724
1993,First Stage of Tertiary Education,5th Quintile,No,0.53560,110,161,0.45832,0.61288
1993,Second Stage of Tertiary Education,1st Quintile,No,0.22804,39,39,0.09464,0.36145
1993,Second Stage of Tertiary Education,2nd Quintile,Yes,0.25731,82,178,0.19291,0.32171
1993,Second Stage of Tertiary Education,2nd Quintile,No,0.35749,96,178,0.28689,0.42810
1993,Second Stage of Tertiary Education,3rd Quintile,Yes,0.40935,149,257,0.34912,0.46959
1993,Second Stage of Tertiary Education,3rd Quintile,No,0.32237,108,257,0.26511,0.37962
1993,Second Stage of Tertiary Education,4th Quintile,Yes,0.39285,165,292,0.33674,0.44897
1993,Second Stage of Tertiary Education,4th Quintile,No,0.34691,127,292,0.29222,0.40160
1993,Second Stage of Tertiary Education,5th Quintile,Yes,0.36377,204,415,0.31743,0.41011
1993,Second Stage of Tertiary Education,5th Quintile,No,0.42606,211,415,0.37842,0.47369
1994,Primary Level,1st Quintile,No,0.18909,47,47,0.07593,0.30226
1994,Primary Level,2nd Quintile,No,0.34949,53,53,0.21989,0.47909
1994,Primary Level,3rd Quintile,No,0.53843,62,62,0.41332,0.66353
1994,Primary Level,4th Quintile,No,0.58640,38,38,0.42771,0.74509
1994,Lower Secondary Level,1st Quintile,Yes,0.04877,58,226,0.02063,0.07692
1994,Lower Secondary Level,1st Quintile,No,0.16764,168,226,0.11883,0.21645
1994,Lower Secondary Level,2nd Quintile,Yes,0.05645,45,233,0.02675,0.08615
1994,Lower Secondary Level,2nd Quintile,No,0.24122,188,233,0.18616,0.29627
1994,Lower Secondary Level,3rd Quintile,Yes,0.12303,77,283,0.08469,0.16137
1994,Lower Secondary Level,3rd Quintile,No,0.31328,206,283,0.25914,0.36741
1994,Lower Secondary Level,4th Quintile,Yes,0.14414,62,234,0.09904,0.18924
1994,Lower Secondary Level,4th Quintile,No,0.34639,172,234,0.28529,0.40749
1994,Lower Secondary Level,5th Quintile,Yes,0.14822,40,147,0.09059,0.20586
1994,Lower Secondary Level,5th Quintile,No,0.37447,107,147,0.29597,0.45298
1994,Upper Secondary Level,1st Quintile,Yes,0.12235,165,461,0.09241,0.15230
1994,Upper Secondary Level,1st Quintile,No,0.19772,296,461,0.16133,0.23412
1994,Upper Secondary Level,2nd Quintile,Yes,0.18274,302,773,0.15548,0.21001
1994,Upper Secondary Level,2nd Quintile,No,0.29477,471,773,0.26260,0.32693
1994,Upper Secondary Level,3rd Quintile,Yes,0.21444,333,870,0.18715,0.24172
1994,Upper Secondary Level,3rd Quintile,No,0.33549,537,870,0.30410,0.36688
1994,Upper Secondary Level,4th Quintile,Yes,0.25873,381,934,0.23063,0.28684
1994,Upper Secondary Level,4th Quintile,No,0.38671,553,934,0.35546,0.41796
1994,Upper Secondary Level,5th Quintile,Yes,0.30717,373,887,0.27679,0.33755
1994,Upper Secondary Level,5th Quintile,No,0.39791,514,887,0.36568,0.43014
1994,Post-secondary Non-tertiary Level,3rd Quintile,No,0.43570,31,31,0.25826,0.61314
1994,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.35221,37,76,0.24411,0.46032
1994,Post-secondary Non-tertiary Level,4th Quintile,No,0.43696,39,76,0.32470,0.54921
1994,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.37995,36,36,0.21915,0.54076
1994,First Stage of Tertiary Education,2nd Quintile,Yes,0.27303,38,90,0.18047,0.36559
1994,First Stage of Tertiary Education,2nd Quintile,No,0.32309,52,90,0.22593,0.42024
1994,First Stage of Tertiary Education,3rd Quintile,Yes,0.24838,45,115,0.16907,0.32770
1994,First Stage of Tertiary Education,3rd Quintile,No,0.35364,70,115,0.26588,0.44141
1994,First Stage of Tertiary Education,4th Quintile,Yes,0.30761,49,116,0.22326,0.39196
1994,First Stage of Tertiary Education,4th Quintile,No,0.40954,67,116,0.31967,0.49942
1994,First Stage of Tertiary Education,5th Quintile,Yes,0.23682,51,160,0.17073,0.30290
1994,First Stage of Tertiary Education,5th Quintile,No,0.53764,109,160,0.46014,0.61514
1994,Second Stage of Tertiary Education,1st Quintile,No,0.27301,31,31,0.11359,0.43244
1994,Second Stage of Tertiary Education,2nd Quintile,Yes,0.23167,73,148,0.16347,0.29988
1994,Second Stage of Tertiary Education,2nd Quintile,No,0.28993,75,148,0.21658,0.36328
1994,Second Stage of Tertiary Education,3rd Quintile,Yes,0.38796,153,278,0.33058,0.44535
1994,Second Stage of Tertiary Education,3rd Quintile,No,0.32873,125,278,0.27341,0.38405
1994,Second Stage of Tertiary Education,4th Quintile,Yes,0.43659,171,285,0.37891,0.49427
1994,Second Stage of Tertiary Education,4th Quintile,No,0.29862,114,285,0.24539,0.35185
1994,Second Stage of Tertiary Education,5th Quintile,Yes,0.36598,231,478,0.32276,0.40921
1994,Second Stage of Tertiary Education,5th Quintile,No,0.44275,247,478,0.39818,0.48733
1995,Primary Level,1st Quintile,No,0.13755,31,31,0.01430,0.26081
1995,Primary Level,2nd Quintile,No,0.35692,60,60,0.23467,0.47917
1995,Primary Level,3rd Quintile,No,0.58283,42,42,0.43189,0.73377
1995,Primary Level,4th Quintile,No,0.70635,40,40,0.56341,0.84929
1995,Lower Secondary Level,1st Quintile,Yes,0.06988,72,239,0.03749,0.10227
1995,Lower Secondary Level,1st Quintile,No,0.16127,167,239,0.11454,0.20799
1995,Lower Secondary Level,2nd Quintile,Yes,0.07429,68,244,0.04132,0.10727
1995,Lower Secondary Level,2nd Quintile,No,0.19998,176,244,0.14969,0.25027
1995,Lower Secondary Level,3rd Quintile,Yes,0.10681,73,278,0.07043,0.14318
1995,Lower Secondary Level,3rd Quintile,No,0.29888,205,278,0.24497,0.35279
1995,Lower Secondary Level,4th Quintile,Yes,0.12456,59,231,0.08188,0.16723
1995,Lower Secondary Level,4th Quintile,No,0.35016,172,231,0.28851,0.41181
