year,age_gr,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,46-65 y.,Primary Level,No,0.41347,138,138,0.33101,0.49594
1988,46-65 y.,Lower Secondary Level,Yes,0.09894,97,442,0.07107,0.12681
1988,46-65 y.,Lower Secondary Level,No,0.34008,345,442,0.29586,0.38429
1988,46-65 y.,Upper Secondary Level,Yes,0.17152,247,874,0.14651,0.19652
1988,46-65 y.,Upper Secondary Level,No,0.41631,627,874,0.38361,0.44901
1988,46-65 y.,First Stage of Tertiary Education,Yes,0.32999,62,138,0.25126,0.40873
1988,46-65 y.,First Stage of Tertiary Education,No,0.40860,76,138,0.32628,0.49092
1988,46-65 y.,Second Stage of Tertiary Education,Yes,0.37244,88,183,0.30220,0.44268
1988,46-65 y.,Second Stage of Tertiary Education,No,0.42058,95,183,0.34886,0.49230
1989,17-29 y.,Primary Level,No,0.39628,40,40,0.24277,0.54980
1989,17-29 y.,Lower Secondary Level,Yes,0.19215,135,553,0.15928,0.22502
1989,17-29 y.,Lower Secondary Level,No,0.47674,418,553,0.43508,0.51841
1989,17-29 y.,Upper Secondary Level,Yes,0.30522,366,936,0.27571,0.33474
1989,17-29 y.,Upper Secondary Level,No,0.41941,570,936,0.38778,0.45104
1989,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.31512,38,78,0.21135,0.41889
1989,17-29 y.,Post-secondary Non-tertiary Level,No,0.34127,40,78,0.23537,0.44717
1989,17-29 y.,First Stage of Tertiary Education,No,0.50060,40,40,0.34367,0.65752
1989,30-45 y.,Primary Level,Yes,0.18349,37,129,0.11643,0.25055
1989,30-45 y.,Primary Level,No,0.36020,92,129,0.27704,0.44337
1989,30-45 y.,Lower Secondary Level,Yes,0.17273,86,342,0.13261,0.21285
1989,30-45 y.,Lower Secondary Level,No,0.49266,256,342,0.43960,0.54572
1989,30-45 y.,Upper Secondary Level,Yes,0.28493,402,1125,0.25854,0.31132
1989,30-45 y.,Upper Secondary Level,No,0.49030,723,1125,0.46107,0.51952
1989,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.42756,33,72,0.31248,0.54264
1989,30-45 y.,Post-secondary Non-tertiary Level,No,0.35731,39,72,0.24584,0.46878
1989,30-45 y.,First Stage of Tertiary Education,Yes,0.35384,65,161,0.27975,0.42793
1989,30-45 y.,First Stage of Tertiary Education,No,0.47176,96,161,0.39441,0.54911
1989,30-45 y.,Second Stage of Tertiary Education,Yes,0.43114,136,295,0.37453,0.48775
1989,30-45 y.,Second Stage of Tertiary Education,No,0.43665,159,295,0.37995,0.49334
1989,46-65 y.,Primary Level,No,0.40302,125,125,0.31668,0.48935
1989,46-65 y.,Lower Secondary Level,Yes,0.09593,86,416,0.06759,0.12426
1989,46-65 y.,Lower Secondary Level,No,0.33469,330,416,0.28928,0.38009
1989,46-65 y.,Upper Secondary Level,Yes,0.19179,271,851,0.16532,0.21826
1989,46-65 y.,Upper Secondary Level,No,0.40094,580,851,0.36799,0.43389
1989,46-65 y.,First Stage of Tertiary Education,Yes,0.26385,48,120,0.18467,0.34304
1989,46-65 y.,First Stage of Tertiary Education,No,0.40970,72,120,0.32134,0.49806
1989,46-65 y.,Second Stage of Tertiary Education,Yes,0.36554,83,180,0.29499,0.43609
1989,46-65 y.,Second Stage of Tertiary Education,No,0.41268,97,180,0.34056,0.48480
1990,17-29 y.,Primary Level,No,0.36107,41,41,0.21222,0.50992
1990,17-29 y.,Lower Secondary Level,Yes,0.19853,162,647,0.16777,0.22929
1990,17-29 y.,Lower Secondary Level,No,0.46598,485,647,0.42751,0.50445
1990,17-29 y.,Upper Secondary Level,Yes,0.26262,503,1478,0.24018,0.28506
1990,17-29 y.,Upper Secondary Level,No,0.47293,975,1478,0.44747,0.49839
1990,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.31193,47,101,0.22113,0.40274
1990,17-29 y.,Post-secondary Non-tertiary Level,No,0.33824,54,101,0.24551,0.43097
1990,17-29 y.,First Stage of Tertiary Education,Yes,0.46252,38,87,0.35714,0.56790
1990,17-29 y.,First Stage of Tertiary Education,No,0.39264,49,87,0.28943,0.49585
1990,17-29 y.,Second Stage of Tertiary Education,Yes,0.38150,80,177,0.30974,0.45327
1990,17-29 y.,Second Stage of Tertiary Education,No,0.40119,97,177,0.32878,0.47360
1990,30-45 y.,Primary Level,No,0.45727,98,98,0.35813,0.55641
1990,30-45 y.,Lower Secondary Level,Yes,0.18188,94,394,0.14374,0.22002
1990,30-45 y.,Lower Secondary Level,No,0.52164,300,394,0.47225,0.57103
1990,30-45 y.,Upper Secondary Level,Yes,0.30683,682,1923,0.28622,0.32745
1990,30-45 y.,Upper Secondary Level,No,0.51367,1241,1923,0.49132,0.53602
1990,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.37766,43,106,0.28493,0.47039
1990,30-45 y.,Post-secondary Non-tertiary Level,No,0.45653,63,106,0.36125,0.55180
1990,30-45 y.,First Stage of Tertiary Education,Yes,0.36225,102,265,0.30427,0.42023
1990,30-45 y.,First Stage of Tertiary Education,No,0.49025,163,265,0.42994,0.55055
1990,30-45 y.,Second Stage of Tertiary Education,Yes,0.43113,340,730,0.39518,0.46708
1990,30-45 y.,Second Stage of Tertiary Education,No,0.45838,390,730,0.42221,0.49456
1990,46-65 y.,Primary Level,No,0.41726,135,135,0.33377,0.50075
1990,46-65 y.,Lower Secondary Level,Yes,0.10234,103,482,0.07525,0.12943
1990,46-65 y.,Lower Secondary Level,No,0.34283,379,482,0.30041,0.38525
1990,46-65 y.,Upper Secondary Level,Yes,0.22015,464,1431,0.19867,0.24163
1990,46-65 y.,Upper Secondary Level,No,0.42258,967,1431,0.39698,0.44818
1990,46-65 y.,First Stage of Tertiary Education,Yes,0.29530,82,203,0.23239,0.35821
1990,46-65 y.,First Stage of Tertiary Education,No,0.40814,121,203,0.34036,0.47591
1990,46-65 y.,Second Stage of Tertiary Education,Yes,0.35316,189,449,0.30890,0.39742
1990,46-65 y.,Second Stage of Tertiary Education,No,0.45232,260,449,0.40623,0.49841
1991,17-29 y.,Primary Level,No,0.30224,40,40,0.15811,0.44636
1991,17-29 y.,Lower Secondary Level,Yes,0.19325,157,609,0.16187,0.22464
1991,17-29 y.,Lower Secondary Level,No,0.47376,452,609,0.43407,0.51345
1991,17-29 y.,Upper Secondary Level,Yes,0.29421,496,1344,0.26984,0.31859
1991,17-29 y.,Upper Secondary Level,No,0.42210,848,1344,0.39568,0.44851
1991,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.33176,50,118,0.24644,0.41708
1991,17-29 y.,Post-secondary Non-tertiary Level,No,0.41030,68,118,0.32117,0.49944
1991,17-29 y.,First Stage of Tertiary Education,Yes,0.48717,44,88,0.38214,0.59221
1991,17-29 y.,First Stage of Tertiary Education,No,0.43410,44,88,0.32995,0.53825
1991,17-29 y.,Second Stage of Tertiary Education,Yes,0.33113,66,154,0.25656,0.40571
1991,17-29 y.,Second Stage of Tertiary Education,No,0.44222,88,154,0.36353,0.52092
1991,30-45 y.,Primary Level,Yes,0.14240,35,140,0.08430,0.20049
1991,30-45 y.,Primary Level,No,0.51574,105,140,0.43266,0.59882
1991,30-45 y.,Lower Secondary Level,Yes,0.18762,86,378,0.14821,0.22703
1991,30-45 y.,Lower Secondary Level,No,0.50083,292,378,0.45036,0.55131
1991,30-45 y.,Upper Secondary Level,Yes,0.31941,686,1889,0.29838,0.34044
1991,30-45 y.,Upper Secondary Level,No,0.49316,1203,1889,0.47061,0.51572
1991,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.45639,51,102,0.35925,0.55353
1991,30-45 y.,Post-secondary Non-tertiary Level,No,0.33961,51,102,0.24725,0.43197
1991,30-45 y.,First Stage of Tertiary Education,Yes,0.31651,86,252,0.25897,0.37406
1991,30-45 y.,First Stage of Tertiary Education,No,0.50530,166,252,0.44345,0.56716
1991,30-45 y.,Second Stage of Tertiary Education,Yes,0.42986,338,722,0.39372,0.46599
1991,30-45 y.,Second Stage of Tertiary Education,No,0.44675,384,722,0.41046,0.48304
1991,46-65 y.,Primary Level,No,0.40569,127,127,0.31995,0.49143
1991,46-65 y.,Lower Secondary Level,Yes,0.10590,102,447,0.07734,0.13446
1991,46-65 y.,Lower Secondary Level,No,0.33878,345,447,0.29486,0.38271
1991,46-65 y.,Upper Secondary Level,Yes,0.20450,387,1264,0.18226,0.22675
1991,46-65 y.,Upper Secondary Level,No,0.41087,877,1264,0.38373,0.43800
1991,46-65 y.,Post-secondary Non-tertiary Level,No,0.46444,35,35,0.29679,0.63208
1991,46-65 y.,First Stage of Tertiary Education,Yes,0.27959,73,203,0.21770,0.34148
1991,46-65 y.,First Stage of Tertiary Education,No,0.46290,130,203,0.39414,0.53166
1991,46-65 y.,Second Stage of Tertiary Education,Yes,0.30176,168,415,0.25754,0.34598
1991,46-65 y.,Second Stage of Tertiary Education,No,0.44337,247,415,0.39551,0.49122
1992,17-29 y.,Lower Secondary Level,Yes,0.20330,155,605,0.17120,0.23539
1992,17-29 y.,Lower Secondary Level,No,0.43969,450,605,0.40011,0.47927
1992,17-29 y.,Upper Secondary Level,Yes,0.31991,527,1229,0.29382,0.34600
1992,17-29 y.,Upper Secondary Level,No,0.37491,702,1229,0.34784,0.40199
1992,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.29971,48,105,0.21166,0.38776
1992,17-29 y.,Post-secondary Non-tertiary Level,No,0.36825,57,105,0.27555,0.46095
1992,17-29 y.,First Stage of Tertiary Education,Yes,0.54612,52,94,0.44493,0.64731
1992,17-29 y.,First Stage of Tertiary Education,No,0.38547,42,94,0.28655,0.48439
1992,17-29 y.,Second Stage of Tertiary Education,Yes,0.42912,64,130,0.34371,0.51454
1992,17-29 y.,Second Stage of Tertiary Education,No,0.31937,66,130,0.23891,0.39983
1992,30-45 y.,Primary Level,No,0.48446,103,103,0.38747,0.58144
1992,30-45 y.,Lower Secondary Level,Yes,0.20134,88,339,0.15859,0.24409
1992,30-45 y.,Lower Secondary Level,No,0.48642,251,339,0.43313,0.53970
1992,30-45 y.,Upper Secondary Level,Yes,0.32496,693,1800,0.30332,0.34661
1992,30-45 y.,Upper Secondary Level,No,0.47337,1107,1800,0.45030,0.49644
1992,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.43128,53,102,0.33469,0.52787
1992,30-45 y.,Post-secondary Non-tertiary Level,No,0.32312,49,102,0.23191,0.41433
1992,30-45 y.,First Stage of Tertiary Education,Yes,0.30989,93,255,0.25302,0.36676
1992,30-45 y.,First Stage of Tertiary Education,No,0.51083,162,255,0.44935,0.57230
1992,30-45 y.,Second Stage of Tertiary Education,Yes,0.44686,370,703,0.41008,0.48364
1992,30-45 y.,Second Stage of Tertiary Education,No,0.40690,333,703,0.37056,0.44324
1992,46-65 y.,Primary Level,No,0.36051,105,105,0.26823,0.45279
1992,46-65 y.,Lower Secondary Level,Yes,0.08550,78,411,0.05844,0.11257
1992,46-65 y.,Lower Secondary Level,No,0.33072,333,411,0.28518,0.37627
1992,46-65 y.,Upper Secondary Level,Yes,0.20752,387,1149,0.18406,0.23098
1992,46-65 y.,Upper Secondary Level,No,0.37226,762,1149,0.34430,0.40023
1992,46-65 y.,First Stage of Tertiary Education,Yes,0.26951,71,188,0.20592,0.33311
1992,46-65 y.,First Stage of Tertiary Education,No,0.43705,117,188,0.36596,0.50815
1992,46-65 y.,Second Stage of Tertiary Education,Yes,0.30983,181,387,0.26370,0.35596
1992,46-65 y.,Second Stage of Tertiary Education,No,0.40386,206,387,0.35491,0.45281
1993,17-29 y.,Primary Level,No,0.25340,36,36,0.10930,0.39750
1993,17-29 y.,Lower Secondary Level,Yes,0.19766,160,574,0.16505,0.23026
1993,17-29 y.,Lower Secondary Level,No,0.45101,414,574,0.41027,0.49175
1993,17-29 y.,Upper Secondary Level,Yes,0.31032,501,1203,0.28416,0.33647
1993,17-29 y.,Upper Secondary Level,No,0.38295,702,1203,0.35547,0.41043
1993,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.20983,36,99,0.12921,0.29045
1993,17-29 y.,Post-secondary Non-tertiary Level,No,0.45316,63,99,0.35460,0.55172
1993,17-29 y.,First Stage of Tertiary Education,Yes,0.42351,38,78,0.31314,0.53388
1993,17-29 y.,First Stage of Tertiary Education,No,0.40537,40,78,0.29571,0.51503
1993,17-29 y.,Second Stage of Tertiary Education,Yes,0.37193,63,122,0.28581,0.45805
1993,17-29 y.,Second Stage of Tertiary Education,No,0.34432,59,122,0.25966,0.42899
1993,30-45 y.,Primary Level,No,0.51037,96,96,0.40984,0.61089
1993,30-45 y.,Lower Secondary Level,Yes,0.17302,71,324,0.13177,0.21428
1993,30-45 y.,Lower Secondary Level,No,0.52648,253,324,0.47202,0.58093
1993,30-45 y.,Upper Secondary Level,Yes,0.29385,643,1747,0.27249,0.31522
1993,30-45 y.,Upper Secondary Level,No,0.48468,1104,1747,0.46123,0.50812
1993,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.45954,56,114,0.36766,0.55143
1993,30-45 y.,Post-secondary Non-tertiary Level,No,0.39887,58,114,0.30859,0.48916
1993,30-45 y.,First Stage of Tertiary Education,Yes,0.29159,92,272,0.23748,0.34570
1993,30-45 y.,First Stage of Tertiary Education,No,0.55844,180,272,0.49932,0.61757
1993,30-45 y.,Second Stage of Tertiary Education,Yes,0.41902,363,700,0.38244,0.45560
1993,30-45 y.,Second Stage of Tertiary Education,No,0.44675,337,700,0.40990,0.48361
1993,46-65 y.,Primary Level,No,0.38494,113,113,0.29483,0.47506
1993,46-65 y.,Lower Secondary Level,Yes,0.09028,76,389,0.06176,0.11879
1993,46-65 y.,Lower Secondary Level,No,0.34032,313,389,0.29318,0.38747
1993,46-65 y.,Upper Secondary Level,Yes,0.18841,367,1104,0.16533,0.21149
1993,46-65 y.,Upper Secondary Level,No,0.37636,737,1104,0.34777,0.40495
1993,46-65 y.,Post-secondary Non-tertiary Level,No,0.55720,31,31,0.37945,0.73495
1993,46-65 y.,First Stage of Tertiary Education,Yes,0.21129,55,152,0.14618,0.27640
1993,46-65 y.,First Stage of Tertiary Education,No,0.41312,97,152,0.33459,0.49166
1993,46-65 y.,Second Stage of Tertiary Education,Yes,0.34233,204,382,0.29468,0.38997
1993,46-65 y.,Second Stage of Tertiary Education,No,0.35550,178,382,0.30743,0.40356
1994,17-29 y.,Lower Secondary Level,Yes,0.19012,143,480,0.15498,0.22526
1994,17-29 y.,Lower Secondary Level,No,0.41734,337,480,0.37318,0.46150
1994,17-29 y.,Upper Secondary Level,Yes,0.30071,481,1126,0.27391,0.32751
1994,17-29 y.,Upper Secondary Level,No,0.37911,645,1126,0.35076,0.40746
1994,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.29631,53,102,0.20725,0.38536
1994,17-29 y.,Post-secondary Non-tertiary Level,No,0.34752,49,102,0.25465,0.44039
1994,17-29 y.,First Stage of Tertiary Education,Yes,0.49225,41,87,0.38659,0.59792
1994,17-29 y.,First Stage of Tertiary Education,No,0.35933,46,87,0.25792,0.46074
1994,17-29 y.,Second Stage of Tertiary Education,Yes,0.37637,64,128,0.29211,0.46063
1994,17-29 y.,Second Stage of Tertiary Education,No,0.36519,64,128,0.28145,0.44893
1994,30-45 y.,Primary Level,No,0.47674,82,82,0.36797,0.58551
1994,30-45 y.,Lower Secondary Level,Yes,0.16309,71,283,0.11997,0.20621
1994,30-45 y.,Lower Secondary Level,No,0.45606,212,283,0.39793,0.51419
1994,30-45 y.,Upper Secondary Level,Yes,0.31169,679,1709,0.28972,0.33366
1994,30-45 y.,Upper Secondary Level,No,0.45785,1030,1709,0.43422,0.48147
1994,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.39125,61,120,0.30356,0.47894
1994,30-45 y.,Post-secondary Non-tertiary Level,No,0.44086,59,120,0.35165,0.53007
1994,30-45 y.,First Stage of Tertiary Education,Yes,0.36285,102,262,0.30452,0.42119
1994,30-45 y.,First Stage of Tertiary Education,No,0.51806,160,262,0.45744,0.57868
1994,30-45 y.,Second Stage of Tertiary Education,Yes,0.45254,381,717,0.41608,0.48900
1994,30-45 y.,Second Stage of Tertiary Education,No,0.42633,336,717,0.39011,0.46256
1994,46-65 y.,Primary Level,No,0.39626,107,107,0.30315,0.48938
1994,46-65 y.,Lower Secondary Level,Yes,0.08221,68,356,0.05364,0.11079
1994,46-65 y.,Lower Secondary Level,No,0.32071,288,356,0.27215,0.36926
1994,46-65 y.,Upper Secondary Level,Yes,0.20868,394,1083,0.18446,0.23289
1994,46-65 y.,Upper Secondary Level,No,0.34859,689,1083,0.32020,0.37698
1994,46-65 y.,First Stage of Tertiary Education,Yes,0.17349,52,162,0.11500,0.23199
1994,46-65 y.,First Stage of Tertiary Education,No,0.45220,110,162,0.37532,0.52908
1994,46-65 y.,Second Stage of Tertiary Education,Yes,0.33150,203,387,0.28454,0.37846
1994,46-65 y.,Second Stage of Tertiary Education,No,0.37492,184,387,0.32663,0.42322
1995,17-29 y.,Lower Secondary Level,Yes,0.23299,166,485,0.19533,0.27065
1995,17-29 y.,Lower Secondary Level,No,0.41050,319,485,0.36667,0.45432
1995,17-29 y.,Upper Secondary Level,Yes,0.30710,484,1103,0.27986,0.33433
1995,17-29 y.,Upper Secondary Level,No,0.37378,619,1103,0.34522,0.40235
1995,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.24276,44,100,0.15830,0.32721
1995,17-29 y.,Post-secondary Non-tertiary Level,No,0.34013,56,100,0.24681,0.43346
1995,17-29 y.,First Stage of Tertiary Education,Yes,0.42241,52,94,0.32202,0.52280
1995,17-29 y.,First Stage of Tertiary Education,No,0.42114,42,94,0.32079,0.52149
1995,17-29 y.,Second Stage of Tertiary Education,Yes,0.48516,80,139,0.40177,0.56854
1995,17-29 y.,Second Stage of Tertiary Education,No,0.31395,59,139,0.23652,0.39138
1995,30-45 y.,Primary Level,No,0.37397,61,61,0.25154,0.49640
1995,30-45 y.,Lower Secondary Level,Yes,0.17133,80,298,0.12848,0.21418
1995,30-45 y.,Lower Secondary Level,No,0.40240,218,298,0.34662,0.45817
1995,30-45 y.,Upper Secondary Level,Yes,0.35452,809,1839,0.33265,0.37639
1995,30-45 y.,Upper Secondary Level,No,0.42453,1030,1839,0.40193,0.44712
1995,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.40995,86,162,0.33398,0.48592
1995,30-45 y.,Post-secondary Non-tertiary Level,No,0.37421,76,162,0.29946,0.44896
1995,30-45 y.,First Stage of Tertiary Education,Yes,0.36825,120,283,0.31195,0.42454
1995,30-45 y.,First Stage of Tertiary Education,No,0.49450,163,283,0.43615,0.55286
1995,30-45 y.,Second Stage of Tertiary Education,Yes,0.46042,400,746,0.42463,0.49621
1995,30-45 y.,Second Stage of Tertiary Education,No,0.41273,346,746,0.37738,0.44808
1995,46-65 y.,Primary Level,No,0.37972,99,99,0.28363,0.47581
1995,46-65 y.,Lower Secondary Level,Yes,0.09611,78,342,0.06483,0.12740
1995,46-65 y.,Lower Secondary Level,No,0.29490,264,342,0.24650,0.34330
1995,46-65 y.,Upper Secondary Level,Yes,0.20568,394,1118,0.18198,0.22939
1995,46-65 y.,Upper Secondary Level,No,0.34741,724,1118,0.31949,0.37534
1995,46-65 y.,First Stage of Tertiary Education,Yes,0.25096,72,157,0.18292,0.31900
1995,46-65 y.,First Stage of Tertiary Education,No,0.33760,85,157,0.26339,0.41181
1995,46-65 y.,Second Stage of Tertiary Education,Yes,0.33615,212,436,0.29176,0.38054
1995,46-65 y.,Second Stage of Tertiary Education,No,0.40301,224,436,0.35691,0.44910
1996,17-29 y.,Lower Secondary Level,Yes,0.20377,132,454,0.16668,0.24086
1996,17-29 y.,Lower Secondary Level,No,0.42296,322,454,0.37746,0.46845
1996,17-29 y.,Upper Secondary Level,Yes,0.28926,435,1003,0.26119,0.31734
1996,17-29 y.,Upper Secondary Level,No,0.38042,568,1003,0.35036,0.41048
1996,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.30267,52,100,0.21217,0.39316
1996,17-29 y.,Post-secondary Non-tertiary Level,No,0.30342,48,100,0.21286,0.39398
1996,17-29 y.,First Stage of Tertiary Education,Yes,0.53294,56,102,0.43564,0.63024
1996,17-29 y.,First Stage of Tertiary Education,No,0.35635,46,102,0.26294,0.44975
1996,17-29 y.,Second Stage of Tertiary Education,Yes,0.44076,74,127,0.35407,0.52745
1996,17-29 y.,Second Stage of Tertiary Education,No,0.36011,53,127,0.27630,0.44393
1996,30-45 y.,Primary Level,No,0.40364,56,56,0.27398,0.53331
1996,30-45 y.,Lower Secondary Level,Yes,0.19189,81,296,0.14696,0.23683
1996,30-45 y.,Lower Secondary Level,No,0.44204,215,296,0.38536,0.49871
1996,30-45 y.,Upper Secondary Level,Yes,0.34949,808,1846,0.32773,0.37125
1996,30-45 y.,Upper Secondary Level,No,0.42868,1038,1846,0.40610,0.45126
1996,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.38636,78,170,0.31294,0.45977
1996,30-45 y.,Post-secondary Non-tertiary Level,No,0.38908,92,170,0.31557,0.46258
1996,30-45 y.,First Stage of Tertiary Education,Yes,0.44609,140,289,0.38868,0.50350
1996,30-45 y.,First Stage of Tertiary Education,No,0.44261,149,289,0.38524,0.49998
1996,30-45 y.,Second Stage of Tertiary Education,Yes,0.45380,393,735,0.41778,0.48982
1996,30-45 y.,Second Stage of Tertiary Education,No,0.40811,342,735,0.37256,0.44367
1996,46-65 y.,Primary Level,No,0.36481,90,90,0.26480,0.46482
1996,46-65 y.,Lower Secondary Level,Yes,0.06868,58,313,0.04062,0.09675
1996,46-65 y.,Lower Secondary Level,No,0.31111,255,313,0.25974,0.36248
1996,46-65 y.,Upper Secondary Level,Yes,0.21307,400,1089,0.18874,0.23740
1996,46-65 y.,Upper Secondary Level,No,0.32770,689,1089,0.29981,0.35559
1996,46-65 y.,First Stage of Tertiary Education,Yes,0.25096,71,155,0.18248,0.31944
1996,46-65 y.,First Stage of Tertiary Education,No,0.33920,84,155,0.26443,0.41398
1996,46-65 y.,Second Stage of Tertiary Education,Yes,0.32463,218,440,0.28083,0.36843
1996,46-65 y.,Second Stage of Tertiary Education,No,0.40487,222,440,0.35896,0.45079
1997,17-29 y.,Lower Secondary Level,Yes,0.21340,132,225,0.15974,0.26705
1997,17-29 y.,Lower Secondary Level,No,0.10782,93,225,0.06720,0.14843
1997,17-29 y.,Upper Secondary Level,Yes,0.29681,413,627,0.26102,0.33260
1997,17-29 y.,Upper Secondary Level,No,0.15509,214,627,0.12673,0.18345
1997,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.41501,58,58,0.28709,0.54292
1997,17-29 y.,First Stage of Tertiary Education,Yes,0.56481,54,54,0.43134,0.69829
1997,17-29 y.,Second Stage of Tertiary Education,Yes,0.45048,72,72,0.33475,0.56622
1997,30-45 y.,Lower Secondary Level,Yes,0.20695,89,158,0.14358,0.27032
1997,30-45 y.,Lower Secondary Level,No,0.14009,69,158,0.08580,0.19439
1997,30-45 y.,Upper Secondary Level,Yes,0.36319,798,1166,0.33558,0.39081
1997,30-45 y.,Upper Secondary Level,No,0.15167,368,1166,0.13107,0.17227
1997,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.35048,82,115,0.26290,0.43807
1997,30-45 y.,Post-secondary Non-tertiary Level,No,0.17640,33,115,0.10643,0.24637
1997,30-45 y.,First Stage of Tertiary Education,Yes,0.40118,131,191,0.33148,0.47087
1997,30-45 y.,First Stage of Tertiary Education,No,0.18034,60,191,0.12567,0.23501
