year,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Upper Secondary Level,Yes,0.67969,2259,3288,0.66374,0.69564
2005,Upper Secondary Level,No,0.32031,1029,3288,0.30436,0.33626
2005,Post-secondary Non-tertiary Level,Yes,0.68787,358,500,0.64721,0.72852
2005,Post-secondary Non-tertiary Level,No,0.31213,142,500,0.27148,0.35279
2005,First Stage of Tertiary Education,Yes,0.73219,470,637,0.69778,0.76661
2005,First Stage of Tertiary Education,No,0.26781,167,637,0.23339,0.30222
2005,Second Stage of Tertiary Education,Yes,0.77359,1398,1822,0.75437,0.79281
2005,Second Stage of Tertiary Education,No,0.22641,424,1822,0.20719,0.24563
2006,No answer / don't know,Yes,0.76044,44,44,0.63287,0.88802
2006,Lower Secondary Level,Yes,0.63521,248,390,0.58737,0.68304
2006,Lower Secondary Level,No,0.36479,142,390,0.31696,0.41263
2006,Upper Secondary Level,Yes,0.69242,2570,3670,0.67749,0.70736
2006,Upper Secondary Level,No,0.30758,1100,3670,0.29264,0.32251
2006,Post-secondary Non-tertiary Level,Yes,0.71258,418,570,0.67540,0.74977
2006,Post-secondary Non-tertiary Level,No,0.28742,152,570,0.25023,0.32460
2006,First Stage of Tertiary Education,Yes,0.77279,527,691,0.74153,0.80406
2006,First Stage of Tertiary Education,No,0.22721,164,691,0.19594,0.25847
2006,Second Stage of Tertiary Education,Yes,0.79413,1615,2033,0.77655,0.81171
2006,Second Stage of Tertiary Education,No,0.20587,418,2033,0.18829,0.22345
2007,No answer / don't know,Yes,0.60454,36,36,0.44255,0.76653
2007,Lower Secondary Level,Yes,0.63623,200,313,0.58285,0.68961
2007,Lower Secondary Level,No,0.36377,113,313,0.31039,0.41715
2007,Upper Secondary Level,Yes,0.72813,2482,3432,0.71325,0.74302
2007,Upper Secondary Level,No,0.27187,950,3432,0.25698,0.28675
2007,Post-secondary Non-tertiary Level,Yes,0.77597,416,541,0.74080,0.81114
2007,Post-secondary Non-tertiary Level,No,0.22403,125,541,0.18886,0.25920
2007,First Stage of Tertiary Education,Yes,0.77264,491,638,0.74009,0.80518
2007,First Stage of Tertiary Education,No,0.22736,147,638,0.19482,0.25991
2007,Second Stage of Tertiary Education,Yes,0.78978,1513,1932,0.77160,0.80795
2007,Second Stage of Tertiary Education,No,0.21022,419,1932,0.19205,0.22840
2008,No answer / don't know,Yes,0.74075,48,48,0.61547,0.86604
2008,Lower Secondary Level,Yes,0.65724,227,348,0.60730,0.70718
2008,Lower Secondary Level,No,0.34276,121,348,0.29282,0.39270
2008,Upper Secondary Level,Yes,0.69751,2356,3390,0.68204,0.71297
2008,Upper Secondary Level,No,0.30249,1034,3390,0.28703,0.31796
2008,Post-secondary Non-tertiary Level,Yes,0.74593,397,535,0.70901,0.78286
2008,Post-secondary Non-tertiary Level,No,0.25407,138,535,0.21714,0.29099
2008,First Stage of Tertiary Education,Yes,0.79498,470,596,0.76254,0.82742
2008,First Stage of Tertiary Education,No,0.20502,126,596,0.17258,0.23746
2008,Second Stage of Tertiary Education,Yes,0.77839,1452,1856,0.75949,0.79729
2008,Second Stage of Tertiary Education,No,0.22161,404,1856,0.20271,0.24051
2009,No answer / don't know,Yes,0.74446,42,42,0.61095,0.87797
2009,Lower Secondary Level,Yes,0.63219,156,264,0.57391,0.69046
2009,Lower Secondary Level,No,0.36781,108,264,0.30954,0.42609
2009,Upper Secondary Level,Yes,0.67534,1984,2957,0.65846,0.69222
2009,Upper Secondary Level,No,0.32466,973,2957,0.30778,0.34154
2009,Post-secondary Non-tertiary Level,Yes,0.73872,351,471,0.69900,0.77844
2009,Post-secondary Non-tertiary Level,No,0.26128,120,471,0.22156,0.30100
2009,First Stage of Tertiary Education,Yes,0.74744,401,546,0.71096,0.78392
2009,First Stage of Tertiary Education,No,0.25256,145,546,0.21608,0.28904
2009,Second Stage of Tertiary Education,Yes,0.77907,1333,1715,0.75943,0.79871
2009,Second Stage of Tertiary Education,No,0.22093,382,1715,0.20129,0.24057
2010,No answer / don't know,Yes,0.59247,45,45,0.44728,0.73767
2010,Lower Secondary Level,Yes,0.58503,271,435,0.53867,0.63138
2010,Lower Secondary Level,No,0.41497,164,435,0.36862,0.46133
2010,Upper Secondary Level,Yes,0.64450,2630,4061,0.62978,0.65922
2010,Upper Secondary Level,No,0.35550,1431,4061,0.34078,0.37022
2010,Post-secondary Non-tertiary Level,Yes,0.69398,525,737,0.66069,0.72728
2010,Post-secondary Non-tertiary Level,No,0.30602,212,737,0.27272,0.33931
2010,First Stage of Tertiary Education,Yes,0.72776,508,684,0.69438,0.76114
2010,First Stage of Tertiary Education,No,0.27224,176,684,0.23886,0.30562
2010,Second Stage of Tertiary Education,Yes,0.76374,1766,2325,0.74647,0.78101
2010,Second Stage of Tertiary Education,No,0.23626,559,2325,0.21899,0.25353
2011,No answer / don't know,Yes,0.77422,128,167,0.71062,0.83783
2011,No answer / don't know,No,0.22578,39,167,0.16217,0.28938
2011,Primary Level,Yes,0.72369,41,41,0.58511,0.86227
2011,Lower Secondary Level,Yes,0.65953,381,576,0.62079,0.69826
2011,Lower Secondary Level,No,0.34047,195,576,0.30174,0.37921
2011,Upper Secondary Level,Yes,0.71254,3415,4828,0.69978,0.72531
2011,Upper Secondary Level,No,0.28746,1413,4828,0.27469,0.30022
2011,Post-secondary Non-tertiary Level,Yes,0.77927,694,895,0.75208,0.80645
2011,Post-secondary Non-tertiary Level,No,0.22073,201,895,0.19355,0.24792
2011,First Stage of Tertiary Education,Yes,0.78579,646,815,0.75760,0.81397
2011,First Stage of Tertiary Education,No,0.21421,169,815,0.18603,0.24240
2011,Second Stage of Tertiary Education,Yes,0.79001,2185,2774,0.77485,0.80517
2011,Second Stage of Tertiary Education,No,0.20999,589,2774,0.19483,0.22515
2012,No answer / don't know,Yes,0.69707,71,71,0.58942,0.80472
2012,Primary Level,Yes,0.68722,46,77,0.58299,0.79146
2012,Primary Level,No,0.31278,31,77,0.20854,0.41701
2012,Lower Secondary Level,Yes,0.64364,393,595,0.60513,0.68216
2012,Lower Secondary Level,No,0.35636,202,595,0.31784,0.39487
2012,Upper Secondary Level,Yes,0.68018,3391,4983,0.66723,0.69313
2012,Upper Secondary Level,No,0.31982,1592,4983,0.30687,0.33277
2012,Post-secondary Non-tertiary Level,Yes,0.75813,720,957,0.73098,0.78527
2012,Post-secondary Non-tertiary Level,No,0.24187,237,957,0.21473,0.26902
2012,First Stage of Tertiary Education,Yes,0.76680,634,818,0.73781,0.79580
2012,First Stage of Tertiary Education,No,0.23320,184,818,0.20420,0.26219
2012,Second Stage of Tertiary Education,Yes,0.77965,2158,2803,0.76431,0.79500
2012,Second Stage of Tertiary Education,No,0.22035,645,2803,0.20500,0.23569
2013,No answer / don't know,Yes,0.76444,78,78,0.66966,0.85923
2013,Primary Level,Yes,0.62461,62,101,0.52971,0.71952
2013,Primary Level,No,0.37539,39,101,0.28048,0.47029
2013,Lower Secondary Level,Yes,0.68825,552,817,0.65647,0.72004
2013,Lower Secondary Level,No,0.31175,265,817,0.27996,0.34353
2013,Upper Secondary Level,Yes,0.69536,3556,5080,0.68270,0.70802
2013,Upper Secondary Level,No,0.30464,1524,5080,0.29198,0.31730
2013,Post-secondary Non-tertiary Level,Yes,0.73546,823,1113,0.70953,0.76138
2013,Post-secondary Non-tertiary Level,No,0.26454,290,1113,0.23862,0.29047
2013,First Stage of Tertiary Education,Yes,0.77388,590,758,0.74408,0.80368
2013,First Stage of Tertiary Education,No,0.22612,168,758,0.19632,0.25592
2013,Second Stage of Tertiary Education,Yes,0.77124,2290,2986,0.75617,0.78631
2013,Second Stage of Tertiary Education,No,0.22876,696,2986,0.21369,0.24383
2014,No answer / don't know,Yes,0.69549,92,142,0.61953,0.77145
2014,No answer / don't know,No,0.30451,50,142,0.22855,0.38047
2014,Primary Level,Yes,0.69849,38,38,0.55061,0.84636
2014,Lower Secondary Level,Yes,0.65164,463,695,0.61619,0.68709
2014,Lower Secondary Level,No,0.34836,232,695,0.31291,0.38381
2014,Upper Secondary Level,Yes,0.70135,3197,4560,0.68806,0.71463
2014,Upper Secondary Level,No,0.29865,1363,4560,0.28537,0.31194
2014,Post-secondary Non-tertiary Level,Yes,0.76609,761,1025,0.74016,0.79202
2014,Post-secondary Non-tertiary Level,No,0.23391,264,1025,0.20798,0.25984
2014,First Stage of Tertiary Education,Yes,0.75451,524,692,0.72243,0.78660
2014,First Stage of Tertiary Education,No,0.24549,168,692,0.21340,0.27757
2014,Second Stage of Tertiary Education,Yes,0.77926,2089,2770,0.76381,0.79471
2014,Second Stage of Tertiary Education,No,0.22074,681,2770,0.20529,0.23619
2015,No answer / don't know,Yes,0.74876,121,160,0.68134,0.81618
2015,No answer / don't know,No,0.25124,39,160,0.18382,0.31866
2015,Primary Level,Yes,0.74918,48,48,0.62525,0.87311
2015,Lower Secondary Level,Yes,0.74261,458,642,0.70877,0.77646
2015,Lower Secondary Level,No,0.25739,184,642,0.22354,0.29123
2015,Upper Secondary Level,Yes,0.72890,3092,4218,0.71548,0.74231
2015,Upper Secondary Level,No,0.27110,1126,4218,0.25769,0.28452
2015,Post-secondary Non-tertiary Level,Yes,0.73461,740,981,0.70697,0.76226
2015,Post-secondary Non-tertiary Level,No,0.26539,241,981,0.23774,0.29303
2015,First Stage of Tertiary Education,Yes,0.82151,572,676,0.79262,0.85040
2015,First Stage of Tertiary Education,No,0.17849,104,676,0.14960,0.20738
2015,Second Stage of Tertiary Education,Yes,0.81972,2222,2739,0.80532,0.83412
2015,Second Stage of Tertiary Education,No,0.18028,517,2739,0.16588,0.19468
2016,No answer / don't know,Yes,0.79178,99,99,0.71139,0.87217
2016,Primary Level,Yes,0.61400,44,44,0.46849,0.75951
2016,Lower Secondary Level,Yes,0.66716,393,569,0.62840,0.70591
2016,Lower Secondary Level,No,0.33284,176,569,0.29409,0.37160
2016,Upper Secondary Level,Yes,0.73933,2980,4008,0.72574,0.75293
2016,Upper Secondary Level,No,0.26067,1028,4008,0.24707,0.27426
2016,Post-secondary Non-tertiary Level,Yes,0.77234,770,989,0.74619,0.79848
2016,Post-secondary Non-tertiary Level,No,0.22766,219,989,0.20152,0.25381
2016,First Stage of Tertiary Education,Yes,0.80130,498,634,0.77022,0.83239
2016,First Stage of Tertiary Education,No,0.19870,136,634,0.16761,0.22978
2016,Second Stage of Tertiary Education,Yes,0.81174,2085,2620,0.79677,0.82671
2016,Second Stage of Tertiary Education,No,0.18826,535,2620,0.17329,0.20323
2017,No answer / don't know,Yes,0.78386,100,132,0.71337,0.85435
2017,No answer / don't know,No,0.21614,32,132,0.14565,0.28663
2017,Primary Level,Yes,0.62225,62,94,0.52371,0.72078
2017,Primary Level,No,0.37775,32,94,0.27922,0.47629
2017,Lower Secondary Level,Yes,0.69399,440,623,0.65777,0.73021
2017,Lower Secondary Level,No,0.30601,183,623,0.26979,0.34223
2017,Upper Secondary Level,Yes,0.73850,3178,4334,0.72541,0.75158
2017,Upper Secondary Level,No,0.26150,1156,4334,0.24842,0.27459
2017,Post-secondary Non-tertiary Level,Yes,0.74781,795,1054,0.72158,0.77404
2017,Post-secondary Non-tertiary Level,No,0.25219,259,1054,0.22596,0.27842
2017,First Stage of Tertiary Education,Yes,0.79920,517,656,0.76852,0.82988
2017,First Stage of Tertiary Education,No,0.20080,139,656,0.17012,0.23148
2017,Second Stage of Tertiary Education,Yes,0.81531,2292,2835,0.80102,0.82959
2017,Second Stage of Tertiary Education,No,0.18469,543,2835,0.17041,0.19898
2018,No answer / don't know,Yes,0.72235,127,174,0.65561,0.78908
2018,No answer / don't know,No,0.27765,47,174,0.21092,0.34439
2018,Primary Level,Yes,0.51951,74,114,0.42739,0.61163
2018,Primary Level,No,0.48049,40,114,0.38837,0.57261
2018,Lower Secondary Level,Yes,0.73571,457,658,0.70199,0.76943
2018,Lower Secondary Level,No,0.26429,201,658,0.23057,0.29801
2018,Upper Secondary Level,Yes,0.73601,3202,4470,0.72309,0.74894
2018,Upper Secondary Level,No,0.26399,1268,4470,0.25106,0.27691
2018,Post-secondary Non-tertiary Level,Yes,0.78441,807,1081,0.75988,0.80893
2018,Post-secondary Non-tertiary Level,No,0.21559,274,1081,0.19107,0.24012
2018,First Stage of Tertiary Education,Yes,0.76184,514,660,0.72932,0.79436
2018,First Stage of Tertiary Education,No,0.23816,146,660,0.20564,0.27068
2018,Second Stage of Tertiary Education,Yes,0.77663,2280,2995,0.76171,0.79155
2018,Second Stage of Tertiary Education,No,0.22337,715,2995,0.20845,0.23829
2019,No answer / don't know,Yes,0.75727,93,93,0.66966,0.84488
2019,Primary Level,Yes,0.77074,89,135,0.69956,0.84191
2019,Primary Level,No,0.22926,46,135,0.15809,0.30044
2019,Lower Secondary Level,Yes,0.73595,406,574,0.69986,0.77205
2019,Lower Secondary Level,No,0.26405,168,574,0.22795,0.30014
2019,Upper Secondary Level,Yes,0.74236,2866,3889,0.72862,0.75611
2019,Upper Secondary Level,No,0.25764,1023,3889,0.24389,0.27138
2019,Post-secondary Non-tertiary Level,Yes,0.78332,776,1003,0.75781,0.80883
2019,Post-secondary Non-tertiary Level,No,0.21668,227,1003,0.19117,0.24219
2019,First Stage of Tertiary Education,Yes,0.79749,485,608,0.76552,0.82947
2019,First Stage of Tertiary Education,No,0.20251,123,608,0.17053,0.23448
2019,Second Stage of Tertiary Education,Yes,0.80596,2273,2881,0.79152,0.82040
2019,Second Stage of Tertiary Education,No,0.19404,608,2881,0.17960,0.20848
2020,No answer / don't know,Yes,0.77229,113,180,0.71086,0.83372
2020,No answer / don't know,No,0.22771,67,180,0.16628,0.28914
2020,Primary Level,Yes,0.48833,80,147,0.40725,0.56942
2020,Primary Level,No,0.51167,67,147,0.43058,0.59275
2020,Lower Secondary Level,Yes,0.58396,404,680,0.54688,0.62103
2020,Lower Secondary Level,No,0.41604,276,680,0.37897,0.45312
2020,Upper Secondary Level,Yes,0.62706,2544,4127,0.61230,0.64182
2020,Upper Secondary Level,No,0.37294,1583,4127,0.35818,0.38770
2020,Post-secondary Non-tertiary Level,Yes,0.68368,758,1152,0.65682,0.71055
2020,Post-secondary Non-tertiary Level,No,0.31632,394,1152,0.28945,0.34318
2020,First Stage of Tertiary Education,Yes,0.67551,427,629,0.63889,0.71213
2020,First Stage of Tertiary Education,No,0.32449,202,629,0.28787,0.36111
2020,Second Stage of Tertiary Education,Yes,0.69745,2194,3279,0.68172,0.71317
2020,Second Stage of Tertiary Education,No,0.30255,1085,3279,0.28683,0.31828
2021,No answer / don't know,Yes,0.63717,183,267,0.57939,0.69495
2021,No answer / don't know,No,0.36283,84,267,0.30505,0.42061
2021,Primary Level,Yes,0.67837,89,152,0.60387,0.75287
2021,Primary Level,No,0.32163,63,152,0.24713,0.39613
2021,Lower Secondary Level,Yes,0.69268,262,391,0.64689,0.73847
2021,Lower Secondary Level,No,0.30732,129,391,0.26153,0.35311
2021,Upper Secondary Level,Yes,0.72346,1830,2581,0.70620,0.74072
2021,Upper Secondary Level,No,0.27654,751,2581,0.25928,0.29380
2021,Post-secondary Non-tertiary Level,Yes,0.78656,625,804,0.75822,0.81490
2021,Post-secondary Non-tertiary Level,No,0.21344,179,804,0.18510,0.24178
2021,First Stage of Tertiary Education,Yes,0.73652,310,417,0.69418,0.77885
2021,First Stage of Tertiary Education,No,0.26348,107,417,0.22115,0.30582
2021,Second Stage of Tertiary Education,Yes,0.75990,1860,2489,0.74312,0.77669
2021,Second Stage of Tertiary Education,No,0.24010,629,2489,0.22331,0.25688
2022,No answer / don't know,Yes,0.68558,1063,1530,0.66230,0.70885
2022,No answer / don't know,No,0.31442,467,1530,0.29115,0.33770
2022,Primary Level,Yes,0.62486,84,152,0.54763,0.70208
2022,Primary Level,No,0.37514,68,152,0.29792,0.45237
2022,Lower Secondary Level,Yes,0.73573,343,493,0.69676,0.77469
2022,Lower Secondary Level,No,0.26427,150,493,0.22531,0.30324
2022,Upper Secondary Level,Yes,0.70276,2577,3700,0.68803,0.71749
2022,Upper Secondary Level,No,0.29724,1123,3700,0.28251,0.31197
2022,Post-secondary Non-tertiary Level,Yes,0.78400,938,1264,0.76131,0.80670
2022,Post-secondary Non-tertiary Level,No,0.21600,326,1264,0.19330,0.23869
2022,First Stage of Tertiary Education,Yes,0.75625,494,655,0.72335,0.78916
2022,First Stage of Tertiary Education,No,0.24375,161,655,0.21084,0.27665
2022,Second Stage of Tertiary Education,Yes,0.74366,3274,4444,0.73082,0.75649
2022,Second Stage of Tertiary Education,No,0.25634,1170,4444,0.24351,0.26918
