year,pgisced97,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Lower Secondary Level,Rural regions,Yes,0.21513,57,261,0.16519,0.26508
1989,Lower Secondary Level,Rural regions,No,0.78487,204,261,0.73492,0.83481
1989,Upper Secondary Level,Urban regions,Yes,0.36390,793,2267,0.34409,0.38371
1989,Upper Secondary Level,Urban regions,No,0.63610,1474,2267,0.61629,0.65591
1989,Upper Secondary Level,Rural regions,Yes,0.38196,247,652,0.34463,0.41928
1989,Upper Secondary Level,Rural regions,No,0.61804,405,652,0.58072,0.65537
1989,Post-secondary Non-tertiary Level,Urban regions,Yes,0.45815,71,167,0.38236,0.53395
1989,Post-secondary Non-tertiary Level,Urban regions,No,0.54185,96,167,0.46605,0.61764
1989,First Stage of Tertiary Education,Urban regions,Yes,0.43691,116,275,0.37818,0.49564
1989,First Stage of Tertiary Education,Urban regions,No,0.56309,159,275,0.50436,0.62182
1989,First Stage of Tertiary Education,Rural regions,No,0.69451,53,53,0.56932,0.81971
1989,Second Stage of Tertiary Education,Urban regions,Yes,0.49477,216,462,0.44913,0.54041
1989,Second Stage of Tertiary Education,Urban regions,No,0.50523,246,462,0.45959,0.55087
1989,Second Stage of Tertiary Education,Rural regions,No,0.63638,49,49,0.50029,0.77246
1990,No answer / don't know,Urban regions,No,0.92416,65,65,0.85930,0.98902
1990,Primary Level,Urban regions,Yes,0.23705,54,290,0.18801,0.28608
1990,Primary Level,Urban regions,No,0.76295,236,290,0.71392,0.81199
1990,Primary Level,Rural regions,No,0.77903,38,38,0.64534,0.91272
1990,Lower Secondary Level,Urban regions,Yes,0.29513,280,1084,0.26796,0.32229
1990,Lower Secondary Level,Urban regions,No,0.70487,804,1084,0.67771,0.73204
1990,Lower Secondary Level,Rural regions,Yes,0.18715,79,439,0.15062,0.22367
1990,Lower Secondary Level,Rural regions,No,0.81285,360,439,0.77633,0.84938
1990,Upper Secondary Level,Urban regions,Yes,0.36432,998,2821,0.34656,0.38209
1990,Upper Secondary Level,Urban regions,No,0.63568,1823,2821,0.61791,0.65344
1990,Upper Secondary Level,Rural regions,Yes,0.34371,636,1989,0.32283,0.36459
1990,Upper Secondary Level,Rural regions,No,0.65629,1353,1989,0.63541,0.67717
1990,Post-secondary Non-tertiary Level,Urban regions,Yes,0.47456,85,191,0.40355,0.54556
1990,Post-secondary Non-tertiary Level,Urban regions,No,0.52544,106,191,0.45444,0.59645
1990,Post-secondary Non-tertiary Level,Rural regions,No,0.70128,40,40,0.55764,0.84493
1990,First Stage of Tertiary Education,Urban regions,Yes,0.47514,146,337,0.42175,0.52854
1990,First Stage of Tertiary Education,Urban regions,No,0.52486,191,337,0.47146,0.57825
1990,First Stage of Tertiary Education,Rural regions,Yes,0.35307,75,220,0.28977,0.41637
1990,First Stage of Tertiary Education,Rural regions,No,0.64693,145,220,0.58363,0.71023
1990,Second Stage of Tertiary Education,Urban regions,Yes,0.48423,374,792,0.44940,0.51906
1990,Second Stage of Tertiary Education,Urban regions,No,0.51577,418,792,0.48094,0.55060
1990,Second Stage of Tertiary Education,Rural regions,Yes,0.41517,227,559,0.37428,0.45605
1990,Second Stage of Tertiary Education,Rural regions,No,0.58483,332,559,0.54395,0.62572
1991,No answer / don't know,Urban regions,No,0.85670,75,75,0.77687,0.93654
1991,Primary Level,Urban regions,Yes,0.22725,62,293,0.17918,0.27532
1991,Primary Level,Urban regions,No,0.77275,231,293,0.72468,0.82082
1991,Primary Level,Rural regions,No,0.82324,41,41,0.70503,0.94146
1991,Lower Secondary Level,Urban regions,Yes,0.28241,269,1062,0.25532,0.30950
1991,Lower Secondary Level,Urban regions,No,0.71759,793,1062,0.69050,0.74468
1991,Lower Secondary Level,Rural regions,Yes,0.22397,76,372,0.18155,0.26640
1991,Lower Secondary Level,Rural regions,No,0.77603,296,372,0.73360,0.81845
1991,Upper Secondary Level,Urban regions,Yes,0.39558,1000,2705,0.37715,0.41401
1991,Upper Secondary Level,Urban regions,No,0.60442,1705,2705,0.58599,0.62285
1991,Upper Secondary Level,Rural regions,Yes,0.34028,558,1767,0.31818,0.36238
1991,Upper Secondary Level,Rural regions,No,0.65972,1209,1767,0.63762,0.68182
1991,Post-secondary Non-tertiary Level,Urban regions,Yes,0.48458,89,205,0.41600,0.55316
1991,Post-secondary Non-tertiary Level,Urban regions,No,0.51542,116,205,0.44684,0.58400
1991,Post-secondary Non-tertiary Level,Rural regions,No,0.70385,42,42,0.56410,0.84360
1991,First Stage of Tertiary Education,Urban regions,Yes,0.44551,137,330,0.39180,0.49922
1991,First Stage of Tertiary Education,Urban regions,No,0.55449,193,330,0.50078,0.60820
1991,First Stage of Tertiary Education,Rural regions,Yes,0.31236,66,216,0.25041,0.37431
1991,First Stage of Tertiary Education,Rural regions,No,0.68764,150,216,0.62569,0.74959
1991,Second Stage of Tertiary Education,Urban regions,Yes,0.47481,377,783,0.43981,0.50982
1991,Second Stage of Tertiary Education,Urban regions,No,0.52519,406,783,0.49018,0.56019
1991,Second Stage of Tertiary Education,Rural regions,Yes,0.37824,185,502,0.33577,0.42070
1991,Second Stage of Tertiary Education,Rural regions,No,0.62176,317,502,0.57930,0.66423
1992,No answer / don't know,Urban regions,No,0.63888,62,62,0.51834,0.75942
1992,Primary Level,Urban regions,Yes,0.26404,57,252,0.20951,0.31858
1992,Primary Level,Urban regions,No,0.73596,195,252,0.68142,0.79049
1992,Primary Level,Rural regions,No,0.76584,41,41,0.63460,0.89708
1992,Lower Secondary Level,Urban regions,Yes,0.29211,250,1008,0.26403,0.32020
1992,Lower Secondary Level,Urban regions,No,0.70789,758,1008,0.67980,0.73597
1992,Lower Secondary Level,Rural regions,Yes,0.21264,71,339,0.16902,0.25626
1992,Lower Secondary Level,Rural regions,No,0.78736,268,339,0.74374,0.83098
1992,Upper Secondary Level,Urban regions,Yes,0.41503,1019,2600,0.39608,0.43397
1992,Upper Secondary Level,Urban regions,No,0.58497,1581,2600,0.56603,0.60392
1992,Upper Secondary Level,Rural regions,Yes,0.38145,574,1547,0.35724,0.40567
1992,Upper Secondary Level,Rural regions,No,0.61855,973,1547,0.59433,0.64276
1992,Post-secondary Non-tertiary Level,Urban regions,Yes,0.44565,84,194,0.37553,0.51578
1992,Post-secondary Non-tertiary Level,Urban regions,No,0.55435,110,194,0.48422,0.62447
1992,First Stage of Tertiary Education,Urban regions,Yes,0.44278,140,331,0.38919,0.49637
1992,First Stage of Tertiary Education,Urban regions,No,0.55722,191,331,0.50363,0.61081
1992,First Stage of Tertiary Education,Rural regions,Yes,0.34272,76,208,0.27807,0.40738
1992,First Stage of Tertiary Education,Rural regions,No,0.65728,132,208,0.59262,0.72193
1992,Second Stage of Tertiary Education,Urban regions,Yes,0.49461,383,748,0.45875,0.53046
1992,Second Stage of Tertiary Education,Urban regions,No,0.50539,365,748,0.46954,0.54125
1992,Second Stage of Tertiary Education,Rural regions,Yes,0.47819,217,453,0.43214,0.52424
1992,Second Stage of Tertiary Education,Rural regions,No,0.52181,236,453,0.47576,0.56786
1993,No answer / don't know,Urban regions,No,0.74953,72,72,0.64875,0.85032
1993,Primary Level,Urban regions,Yes,0.21452,45,250,0.16353,0.26550
1993,Primary Level,Urban regions,No,0.78548,205,250,0.73450,0.83647
1993,Primary Level,Rural regions,No,0.70350,40,40,0.56016,0.84684
1993,Lower Secondary Level,Urban regions,Yes,0.26007,223,957,0.23226,0.28788
1993,Lower Secondary Level,Urban regions,No,0.73993,734,957,0.71212,0.76774
1993,Lower Secondary Level,Rural regions,Yes,0.23634,84,335,0.19078,0.28190
1993,Lower Secondary Level,Rural regions,No,0.76366,251,335,0.71810,0.80922
1993,Upper Secondary Level,Urban regions,Yes,0.38089,954,2573,0.36212,0.39966
1993,Upper Secondary Level,Urban regions,No,0.61911,1619,2573,0.60034,0.63788
1993,Upper Secondary Level,Rural regions,Yes,0.37904,557,1490,0.35439,0.40368
1993,Upper Secondary Level,Rural regions,No,0.62096,933,1490,0.59632,0.64561
1993,Post-secondary Non-tertiary Level,Urban regions,Yes,0.40450,78,198,0.33597,0.47304
1993,Post-secondary Non-tertiary Level,Urban regions,No,0.59550,120,198,0.52696,0.66403
1993,Post-secondary Non-tertiary Level,Rural regions,No,0.63942,34,34,0.47559,0.80325
1993,First Stage of Tertiary Education,Urban regions,Yes,0.37789,120,321,0.32476,0.43101
1993,First Stage of Tertiary Education,Urban regions,No,0.62211,201,321,0.56899,0.67524
1993,First Stage of Tertiary Education,Rural regions,Yes,0.32346,65,184,0.25569,0.39124
1993,First Stage of Tertiary Education,Rural regions,No,0.67654,119,184,0.60876,0.74431
1993,Second Stage of Tertiary Education,Urban regions,Yes,0.47918,402,767,0.44380,0.51456
1993,Second Stage of Tertiary Education,Urban regions,No,0.52082,365,767,0.48544,0.55620
1993,Second Stage of Tertiary Education,Rural regions,Yes,0.50255,228,444,0.45599,0.54912
1993,Second Stage of Tertiary Education,Rural regions,No,0.49745,216,444,0.45088,0.54401
1994,No answer / don't know,Urban regions,No,0.68977,84,84,0.59025,0.78929
1994,Primary Level,Urban regions,Yes,0.18288,34,213,0.13084,0.23491
1994,Primary Level,Urban regions,No,0.81712,179,213,0.76509,0.86916
1994,Primary Level,Rural regions,No,0.74674,39,39,0.60847,0.88501
1994,Lower Secondary Level,Urban regions,Yes,0.26188,208,806,0.23151,0.29225
1994,Lower Secondary Level,Urban regions,No,0.73812,598,806,0.70775,0.76849
1994,Lower Secondary Level,Rural regions,Yes,0.24409,74,317,0.19673,0.29145
1994,Lower Secondary Level,Rural regions,No,0.75591,243,317,0.70855,0.80327
1994,Upper Secondary Level,Urban regions,Yes,0.40521,968,2493,0.38593,0.42449
1994,Upper Secondary Level,Urban regions,No,0.59479,1525,2493,0.57551,0.61407
1994,Upper Secondary Level,Rural regions,Yes,0.39838,586,1432,0.37301,0.42374
1994,Upper Secondary Level,Rural regions,No,0.60162,846,1432,0.57626,0.62699
1994,Post-secondary Non-tertiary Level,Urban regions,Yes,0.45014,89,184,0.37806,0.52222
1994,Post-secondary Non-tertiary Level,Urban regions,No,0.54986,95,184,0.47778,0.62194
1994,Post-secondary Non-tertiary Level,Rural regions,Yes,0.44488,33,68,0.32588,0.56387
1994,Post-secondary Non-tertiary Level,Rural regions,No,0.55512,35,68,0.43613,0.67412
1994,First Stage of Tertiary Education,Urban regions,Yes,0.40911,129,325,0.35557,0.46265
1994,First Stage of Tertiary Education,Urban regions,No,0.59089,196,325,0.53735,0.64443
1994,First Stage of Tertiary Education,Rural regions,Yes,0.32588,66,190,0.25906,0.39271
1994,First Stage of Tertiary Education,Rural regions,No,0.67412,124,190,0.60729,0.74094
1994,Second Stage of Tertiary Education,Urban regions,Yes,0.49387,422,798,0.45916,0.52858
1994,Second Stage of Tertiary Education,Urban regions,No,0.50613,376,798,0.47142,0.54084
1994,Second Stage of Tertiary Education,Rural regions,Yes,0.49281,226,442,0.44615,0.53947
1994,Second Stage of Tertiary Education,Rural regions,No,0.50719,216,442,0.46053,0.55385
1995,No answer / don't know,Urban regions,Yes,0.36374,33,119,0.27694,0.45055
1995,No answer / don't know,Urban regions,No,0.63626,86,119,0.54945,0.72306
1995,Primary Level,Urban regions,Yes,0.23041,42,196,0.17130,0.28951
1995,Primary Level,Urban regions,No,0.76959,154,196,0.71049,0.82870
1995,Lower Secondary Level,Urban regions,Yes,0.32706,240,810,0.29474,0.35939
1995,Lower Secondary Level,Urban regions,No,0.67294,570,810,0.64061,0.70526
1995,Lower Secondary Level,Rural regions,Yes,0.23464,84,321,0.18821,0.28107
1995,Lower Secondary Level,Rural regions,No,0.76536,237,321,0.71893,0.81179
1995,Upper Secondary Level,Urban regions,Yes,0.44134,1086,2545,0.42205,0.46064
1995,Upper Secondary Level,Urban regions,No,0.55866,1459,2545,0.53936,0.57795
1995,Upper Secondary Level,Rural regions,Yes,0.38981,601,1527,0.36534,0.41428
1995,Upper Secondary Level,Rural regions,No,0.61019,926,1527,0.58572,0.63466
1995,Post-secondary Non-tertiary Level,Urban regions,Yes,0.46957,107,225,0.40421,0.53493
1995,Post-secondary Non-tertiary Level,Urban regions,No,0.53043,118,225,0.46507,0.59579
1995,Post-secondary Non-tertiary Level,Rural regions,Yes,0.42565,33,77,0.31449,0.53682
1995,Post-secondary Non-tertiary Level,Rural regions,No,0.57435,44,77,0.46318,0.68551
1995,First Stage of Tertiary Education,Urban regions,Yes,0.46407,156,328,0.41002,0.51813
1995,First Stage of Tertiary Education,Urban regions,No,0.53593,172,328,0.48187,0.58998
1995,First Stage of Tertiary Education,Rural regions,Yes,0.37495,88,210,0.30932,0.44058
1995,First Stage of Tertiary Education,Rural regions,No,0.62505,122,210,0.55942,0.69068
1995,Second Stage of Tertiary Education,Urban regions,Yes,0.51409,454,851,0.48049,0.54769
1995,Second Stage of Tertiary Education,Urban regions,No,0.48591,397,851,0.45231,0.51951
1995,Second Stage of Tertiary Education,Rural regions,Yes,0.48287,238,477,0.43798,0.52776
1995,Second Stage of Tertiary Education,Rural regions,No,0.51713,239,477,0.47224,0.56202
1996,No answer / don't know,Urban regions,Yes,0.37866,40,116,0.29001,0.46731
1996,No answer / don't know,Urban regions,No,0.62134,76,116,0.53269,0.70999
1996,Primary Level,Urban regions,Yes,0.17340,35,179,0.11778,0.22902
1996,Primary Level,Urban regions,No,0.82660,144,179,0.77098,0.88222
1996,Lower Secondary Level,Urban regions,Yes,0.27779,198,753,0.24577,0.30980
1996,Lower Secondary Level,Urban regions,No,0.72221,555,753,0.69020,0.75423
1996,Lower Secondary Level,Rural regions,Yes,0.23523,73,313,0.18817,0.28229
1996,Lower Secondary Level,Rural regions,No,0.76477,240,313,0.71771,0.81183
1996,Upper Secondary Level,Urban regions,Yes,0.43088,1047,2478,0.41138,0.45038
1996,Upper Secondary Level,Urban regions,No,0.56912,1431,2478,0.54962,0.58862
1996,Upper Secondary Level,Rural regions,Yes,0.41106,597,1475,0.38594,0.43618
1996,Upper Secondary Level,Rural regions,No,0.58894,878,1475,0.56382,0.61406
1996,Post-secondary Non-tertiary Level,Urban regions,Yes,0.50102,111,224,0.43539,0.56664
1996,Post-secondary Non-tertiary Level,Urban regions,No,0.49898,113,224,0.43336,0.56461
1996,Post-secondary Non-tertiary Level,Rural regions,Yes,0.44104,37,86,0.33549,0.54660
1996,Post-secondary Non-tertiary Level,Rural regions,No,0.55896,49,86,0.45340,0.66451
1996,First Stage of Tertiary Education,Urban regions,Yes,0.51794,177,345,0.46514,0.57075
1996,First Stage of Tertiary Education,Urban regions,No,0.48206,168,345,0.42925,0.53486
1996,First Stage of Tertiary Education,Rural regions,Yes,0.43785,90,203,0.36943,0.50627
1996,First Stage of Tertiary Education,Rural regions,No,0.56215,113,203,0.49373,0.63057
1996,Second Stage of Tertiary Education,Urban regions,Yes,0.50334,453,848,0.46967,0.53701
1996,Second Stage of Tertiary Education,Urban regions,No,0.49666,395,848,0.46299,0.53033
1996,Second Stage of Tertiary Education,Rural regions,Yes,0.46293,232,465,0.41756,0.50830
1996,Second Stage of Tertiary Education,Rural regions,No,0.53707,233,465,0.49170,0.58244
1997,No answer / don't know,Urban regions,Yes,0.71658,38,38,0.57137,0.86179
1997,Lower Secondary Level,Urban regions,Yes,0.64453,207,341,0.59365,0.69541
1997,Lower Secondary Level,Urban regions,No,0.35547,134,341,0.30459,0.40635
1997,Lower Secondary Level,Rural regions,Yes,0.62429,81,149,0.54626,0.70232
1997,Lower Secondary Level,Rural regions,No,0.37571,68,149,0.29768,0.45374
1997,Upper Secondary Level,Urban regions,Yes,0.70287,1038,1500,0.67974,0.72601
1997,Upper Secondary Level,Urban regions,No,0.29713,462,1500,0.27399,0.32026
1997,Upper Secondary Level,Rural regions,Yes,0.66306,592,922,0.63253,0.69359
1997,Upper Secondary Level,Rural regions,No,0.33694,330,922,0.30641,0.36747
1997,Post-secondary Non-tertiary Level,Urban regions,Yes,0.71000,110,150,0.63714,0.78286
1997,Post-secondary Non-tertiary Level,Urban regions,No,0.29000,40,150,0.21714,0.36286
1997,Post-secondary Non-tertiary Level,Rural regions,Yes,0.67355,44,44,0.53339,0.81370
1997,First Stage of Tertiary Education,Urban regions,Yes,0.74404,163,221,0.68637,0.80170
1997,First Stage of Tertiary Education,Urban regions,No,0.25596,58,221,0.19830,0.31363
1997,First Stage of Tertiary Education,Rural regions,Yes,0.62680,88,137,0.54551,0.70809
1997,First Stage of Tertiary Education,Rural regions,No,0.37320,49,137,0.29191,0.45449
1997,Second Stage of Tertiary Education,Urban regions,Yes,0.79068,465,584,0.75766,0.82371
1997,Second Stage of Tertiary Education,Urban regions,No,0.20932,119,584,0.17629,0.24234
1997,Second Stage of Tertiary Education,Rural regions,Yes,0.75337,256,331,0.70686,0.79988
1997,Second Stage of Tertiary Education,Rural regions,No,0.24663,75,331,0.20012,0.29314
1998,No answer / don't know,Urban regions,Yes,0.70854,80,113,0.62438,0.79270
1998,No answer / don't know,Urban regions,No,0.29146,33,113,0.20730,0.37562
1998,No answer / don't know,Rural regions,Yes,0.70725,36,36,0.55651,0.85800
1998,Lower Secondary Level,Urban regions,Yes,0.58555,205,354,0.53416,0.63694
1998,Lower Secondary Level,Urban regions,No,0.41445,149,354,0.36306,0.46584
1998,Lower Secondary Level,Rural regions,Yes,0.55547,80,151,0.47594,0.63499
1998,Lower Secondary Level,Rural regions,No,0.44453,71,151,0.36501,0.52406
1998,Upper Secondary Level,Urban regions,Yes,0.71412,1131,1595,0.69194,0.73630
1998,Upper Secondary Level,Urban regions,No,0.28588,464,1595,0.26370,0.30806
1998,Upper Secondary Level,Rural regions,Yes,0.65550,666,1040,0.62660,0.68439
1998,Upper Secondary Level,Rural regions,No,0.34450,374,1040,0.31561,0.37340
1998,Post-secondary Non-tertiary Level,Urban regions,Yes,0.78231,142,174,0.72082,0.84381
1998,Post-secondary Non-tertiary Level,Urban regions,No,0.21769,32,174,0.15619,0.27918
1998,Post-secondary Non-tertiary Level,Rural regions,Yes,0.75256,52,52,0.63413,0.87100
1998,First Stage of Tertiary Education,Urban regions,Yes,0.77801,187,244,0.72576,0.83026
1998,First Stage of Tertiary Education,Urban regions,No,0.22199,57,244,0.16974,0.27424
1998,First Stage of Tertiary Education,Rural regions,Yes,0.67325,99,148,0.59743,0.74907
1998,First Stage of Tertiary Education,Rural regions,No,0.32675,49,148,0.25093,0.40257
1998,Second Stage of Tertiary Education,Urban regions,Yes,0.80144,513,636,0.77041,0.83247
1998,Second Stage of Tertiary Education,Urban regions,No,0.19856,123,636,0.16753,0.22959
1998,Second Stage of Tertiary Education,Rural regions,Yes,0.75488,275,367,0.71081,0.79895
1998,Second Stage of Tertiary Education,Rural regions,No,0.24512,92,367,0.20105,0.28919
1999,No answer / don't know,Urban regions,Yes,0.77505,39,39,0.64229,0.90781
1999,Lower Secondary Level,Urban regions,Yes,0.67207,209,324,0.62087,0.72327
1999,Lower Secondary Level,Urban regions,No,0.32793,115,324,0.27673,0.37913
1999,Lower Secondary Level,Rural regions,Yes,0.59464,95,159,0.51808,0.67119
1999,Lower Secondary Level,Rural regions,No,0.40536,64,159,0.32881,0.48192
1999,Upper Secondary Level,Urban regions,Yes,0.70981,1158,1614,0.68766,0.73195
1999,Upper Secondary Level,Urban regions,No,0.29019,456,1614,0.26805,0.31234
1999,Upper Secondary Level,Rural regions,Yes,0.65277,663,1036,0.62377,0.68178
1999,Upper Secondary Level,Rural regions,No,0.34723,373,1036,0.31822,0.37623
1999,Post-secondary Non-tertiary Level,Urban regions,Yes,0.77289,143,178,0.71117,0.83461
1999,Post-secondary Non-tertiary Level,Urban regions,No,0.22711,35,178,0.16539,0.28883
1999,Post-secondary Non-tertiary Level,Rural regions,Yes,0.84052,57,57,0.74463,0.93641
1999,First Stage of Tertiary Education,Urban regions,Yes,0.73010,175,239,0.67370,0.78650
1999,First Stage of Tertiary Education,Urban regions,No,0.26990,64,239,0.21350,0.32630
1999,First Stage of Tertiary Education,Rural regions,Yes,0.74468,104,142,0.67271,0.81666
1999,First Stage of Tertiary Education,Rural regions,No,0.25532,38,142,0.18334,0.32729
1999,Second Stage of Tertiary Education,Urban regions,Yes,0.79854,532,661,0.76794,0.82914
1999,Second Stage of Tertiary Education,Urban regions,No,0.20146,129,661,0.17086,0.23206
1999,Second Stage of Tertiary Education,Rural regions,Yes,0.79272,265,343,0.74975,0.83568
1999,Second Stage of Tertiary Education,Rural regions,No,0.20728,78,343,0.16432,0.25025
2000,Lower Secondary Level,Urban regions,Yes,0.57071,229,396,0.52189,0.61952
2000,Lower Secondary Level,Urban regions,No,0.42929,167,396,0.38048,0.47811
2000,Lower Secondary Level,Rural regions,Yes,0.51339,109,193,0.44269,0.58409
2000,Lower Secondary Level,Rural regions,No,0.48661,84,193,0.41591,0.55731
2000,Upper Secondary Level,Urban regions,Yes,0.66897,1836,2693,0.65120,0.68675
2000,Upper Secondary Level,Urban regions,No,0.33103,857,2693,0.31325,0.34880
2000,Upper Secondary Level,Rural regions,Yes,0.65052,1089,1674,0.62767,0.67337
2000,Upper Secondary Level,Rural regions,No,0.34948,585,1674,0.32663,0.37233
2000,Post-secondary Non-tertiary Level,Urban regions,Yes,0.72652,257,359,0.68035,0.77270
2000,Post-secondary Non-tertiary Level,Urban regions,No,0.27348,102,359,0.22730,0.31965
2000,Post-secondary Non-tertiary Level,Rural regions,Yes,0.73001,90,124,0.65155,0.80847
2000,Post-secondary Non-tertiary Level,Rural regions,No,0.26999,34,124,0.19153,0.34845
2000,First Stage of Tertiary Education,Urban regions,Yes,0.73611,390,529,0.69852,0.77371
2000,First Stage of Tertiary Education,Urban regions,No,0.26389,139,529,0.22629,0.30148
2000,First Stage of Tertiary Education,Rural regions,Yes,0.69001,201,290,0.63669,0.74333
2000,First Stage of Tertiary Education,Rural regions,No,0.30999,89,290,0.25667,0.36331
2000,Second Stage of Tertiary Education,Urban regions,Yes,0.74772,946,1241,0.72355,0.77190
2000,Second Stage of Tertiary Education,Urban regions,No,0.25228,295,1241,0.22810,0.27645
2000,Second Stage of Tertiary Education,Rural regions,Yes,0.77320,425,561,0.73852,0.80788
2000,Second Stage of Tertiary Education,Rural regions,No,0.22680,136,561,0.19212,0.26148
2002,Lower Secondary Level,Urban regions,Yes,0.54187,176,305,0.48586,0.59788
2002,Lower Secondary Level,Urban regions,No,0.45813,129,305,0.40212,0.51414
2002,Lower Secondary Level,Rural regions,Yes,0.58985,97,157,0.51266,0.66703
2002,Lower Secondary Level,Rural regions,No,0.41015,60,157,0.33297,0.48734
2002,Upper Secondary Level,Urban regions,Yes,0.68037,1643,2401,0.66171,0.69903
2002,Upper Secondary Level,Urban regions,No,0.31963,758,2401,0.30097,0.33829
2002,Upper Secondary Level,Rural regions,Yes,0.63952,980,1523,0.61540,0.66364
2002,Upper Secondary Level,Rural regions,No,0.36048,543,1523,0.33636,0.38460
2002,Post-secondary Non-tertiary Level,Urban regions,Yes,0.71860,286,395,0.67420,0.76300
2002,Post-secondary Non-tertiary Level,Urban regions,No,0.28140,109,395,0.23700,0.32580
2002,Post-secondary Non-tertiary Level,Rural regions,Yes,0.67979,82,114,0.59377,0.76581
2002,Post-secondary Non-tertiary Level,Rural regions,No,0.32021,32,114,0.23419,0.40623
2002,First Stage of Tertiary Education,Urban regions,Yes,0.73189,373,496,0.69287,0.77092
2002,First Stage of Tertiary Education,Urban regions,No,0.26811,123,496,0.22908,0.30713
2002,First Stage of Tertiary Education,Rural regions,Yes,0.69841,173,251,0.64151,0.75530
2002,First Stage of Tertiary Education,Rural regions,No,0.30159,78,251,0.24470,0.35849
