year,quintil_oecd_hh,regtyp,hlc0178,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2019,3rd Quintile,Urban regions,Yes,0.01895,45,15524,0,0.01425,0,0.02461
2019,3rd Quintile,Urban regions,No,0.98105,1710,15524,0,0.93606,0,1.02187
2019,3rd Quintile,Rural regions,No,1.00000,1053,15524,0,0.93417,0,1.06581
2019,4th Quintile,Urban regions,Yes,0.02970,61,15524,0,0.02108,0,0.04024
2019,4th Quintile,Urban regions,No,0.97030,1831,15524,0,0.92500,0,1.02767
2019,4th Quintile,Rural regions,No,1.00000,971,15524,0,0.93351,0,1.08094
2019,5th Quintile,Urban regions,Yes,0.03068,123,15524,0,0.02362,0,0.03768
2019,5th Quintile,Urban regions,No,0.96932,2957,15524,0,0.91866,0,1.01421
2019,5th Quintile,Rural regions,Yes,0.03902,42,15524,0,0.02280,0,0.06056
2019,5th Quintile,Rural regions,No,0.96098,1089,15524,0,0.87791,0,1.05844
2020,1st Quintile,Urban regions,No,1.00000,2301,16118,0,0.94840,0,1.05127
2020,1st Quintile,Rural regions,No,1.00000,1106,16118,0,0.93962,0,1.08014
2020,2nd Quintile,Urban regions,No,1.00000,2025,16118,0,0.94836,0,1.05589
2020,2nd Quintile,Rural regions,No,1.00000,1234,16118,0,0.92588,0,1.05610
2020,3rd Quintile,Urban regions,Yes,0.02328,44,16118,0,0.01561,0,0.03203
2020,3rd Quintile,Urban regions,No,0.97672,1871,16118,0,0.92540,0,1.01746
2020,3rd Quintile,Rural regions,No,1.00000,1001,16118,0,0.94296,0,1.05623
2020,4th Quintile,Urban regions,Yes,0.03300,60,16118,0,0.02598,0,0.04126
2020,4th Quintile,Urban regions,No,0.96700,1841,16118,0,0.91232,0,1.02011
2020,4th Quintile,Rural regions,No,1.00000,903,16118,0,0.93761,0,1.07724
2020,5th Quintile,Urban regions,Yes,0.04118,117,16118,0,0.03157,0,0.05044
2020,5th Quintile,Urban regions,No,0.95882,2635,16118,0,0.91484,0,0.99680
2020,5th Quintile,Rural regions,Yes,0.05804,55,16118,0,0.03779,0,0.07955
2020,5th Quintile,Rural regions,No,0.94196,925,16118,0,0.84791,0,1.02846
2021,1st Quintile,Urban regions,No,1.00000,1329,10940,0,0.93331,0,1.06530
2021,1st Quintile,Rural regions,No,1.00000,700,10940,0,0.92954,0,1.07488
2021,2nd Quintile,Urban regions,No,1.00000,1323,10940,0,0.93637,0,1.06640
2021,2nd Quintile,Rural regions,No,1.00000,841,10940,0,0.92226,0,1.06192
2021,3rd Quintile,Urban regions,Yes,0.02491,46,10940,0,0.01767,0,0.03474
2021,3rd Quintile,Urban regions,No,0.97509,1265,10940,0,0.91247,0,1.04178
2021,3rd Quintile,Rural regions,No,1.00000,690,10940,0,0.91895,0,1.08796
2021,4th Quintile,Urban regions,Yes,0.02190,50,10940,0,0.01569,0,0.02761
2021,4th Quintile,Urban regions,No,0.97810,1370,10940,0,0.92982,0,1.03978
2021,4th Quintile,Rural regions,No,1.00000,648,10940,0,0.92700,0,1.09008
2021,5th Quintile,Urban regions,Yes,0.04322,88,10940,0,0.03247,0,0.05480
2021,5th Quintile,Urban regions,No,0.95678,1879,10940,0,0.90390,0,1.01251
2021,5th Quintile,Rural regions,Yes,0.03864,34,10940,0,0.02065,0,0.05826
2021,5th Quintile,Rural regions,No,0.96136,677,10940,0,0.86641,0,1.04978
