year,hhtyp,sampreg,hlc0178,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2018,Single-person household,East,Yes,0.008806262230919765,17878,0.007436731800690941,0.010175792661148588
2018,Couple without children,West,No,0.9736225087924971,17878,0.9712733701378249,0.9759716474471694
2018,Couple without children,West,Yes,0.02637749120750293,17878,0.024028352552830697,0.028726629862175165
2018,Couple without children,East,No,0.9769707705934455,17878,0.9747720143120061,0.9791695268748849
2018,Couple without children,East,Yes,0.023029229406554472,17878,0.020830473125115025,0.02522798568799392
2018,Single parent,West,No,0.9778346121057119,17878,0.9756765349094629,0.9799926893019608
2018,Single parent,West,Yes,0.02216538789428815,17878,0.020007310698039207,0.02432346509053709
2018,Single parent,East,No,0.9851632047477745,17878,0.9833909720378132,0.9869354374577358
2018,Single parent,East,Yes,0.01483679525222552,17878,0.01306456254226427,0.01660902796218677
2018,Couple with children,West,No,0.9729010404064844,17878,0.9705208744044973,0.9752812064084715
2018,Couple with children,West,Yes,0.027098959593515607,17878,0.024718793591528537,0.029479125595502677
2018,Couple with children,East,No,0.9807474518686297,17878,0.9787331743388189,0.9827617293984404
2018,Couple with children,East,Yes,0.01925254813137033,17878,0.017238270601559587,0.02126682566118107
2018,Multi-generational household,West,No,0.989010989010989,17878,0.9874828021292803,0.9905391758926978
2018,Multi-generational household,West,Yes,0.01098901098901099,17878,0.009460824107302201,0.012517197870719778
2018,Multi-generational household,East,No,1.0,17878,1.0,1.0
2018,Other Combinations,West,No,0.9949748743718593,17878,0.9939383581016566,0.9960113906420619
2018,Other Combinations,West,Yes,0.005025125628140704,17878,0.003988609357938029,0.006061641898343378
2018,Other Combinations,East,No,1.0,17878,1.0,1.0
2019,Single-person household,West,No,0.9805888062115821,18428,0.9785968189453176,0.9825807934778465
2019,Single-person household,West,Yes,0.019411193788417987,18428,0.01741920652215345,0.021403181054682526
2019,Single-person household,East,No,0.9830845771144279,18428,0.9812226878801155,0.9849464663487403
2019,Single-person household,East,Yes,0.01691542288557214,18428,0.015053533651259714,0.018777312119884565
2019,Couple without children,West,No,0.9714210802307289,18428,0.9690153682226065,0.9738267922388514
2019,Couple without children,West,Yes,0.028578919769271106,18428,0.02617320776114868,0.030984631777393534
2019,Couple without children,East,No,0.9785714285714285,18428,0.9764806413127691,0.980662215830088
2019,Couple without children,East,Yes,0.02142857142857143,18428,0.019337784169912043,0.023519358687230815
2019,Single parent,West,No,0.9825367647058824,18428,0.9806454938627626,0.9844280355490022
2019,Single parent,West,Yes,0.017463235294117647,18428,0.015571964450997847,0.019354506137237448
2019,Single parent,East,No,0.9876543209876543,18428,0.9860599956645008,0.9892486463108078
2019,Single parent,East,Yes,0.012345679012345678,18428,0.010751353689192155,0.013940004335499202
2019,Couple with children,West,No,0.9655172413793104,18428,0.9628827426869953,0.9681517400716255
2019,Couple with children,West,Yes,0.034482758620689655,18428,0.031848259928374555,0.037117257313004755
2019,Couple with children,East,No,0.9798087141339001,18428,0.9777779026661804,0.9818395256016199
2019,Couple with children,East,Yes,0.020191285866099893,18428,0.01816047439838017,0.022222097333819617
2019,Multi-generational household,West,No,0.9875,18428,0.9858958664272544,0.9891041335727457
2019,Multi-generational household,West,Yes,0.0125,18428,0.010895866427254297,0.014104133572745705
2019,Multi-generational household,East,No,0.96,18428,0.957170676663083,0.962829323336917
2019,Multi-generational household,East,Yes,0.04,18428,0.03717067666308301,0.04282932333691699
2019,Other Combinations,West,No,0.9682539682539683,18428,0.9657225941353871,0.9707853423725494
2019,Other Combinations,West,Yes,0.031746031746031744,18428,0.029214657627450596,0.03427740586461289
2019,Other Combinations,East,No,1.0,18428,1.0,1.0
2020,Single-person household,West,No,0.9812061711079944,19329,0.979291742620849,0.9831205995951398
2020,Single-person household,West,Yes,0.01879382889200561,19329,0.016879400404860197,0.020708257379151024
2020,Single-person household,East,No,0.9836223506743738,19329,0.9818330169121291,0.9854116844366184
2020,Single-person household,East,Yes,0.016377649325626204,19329,0.014588315563381526,0.018166983087870882
2020,Couple without children,West,No,0.9719042663891779,19329,0.9695746559119013,0.9742338768664546
2020,Couple without children,West,Yes,0.02809573361082206,19329,0.025766123133545385,0.030425344088098737
2020,Couple without children,East,No,0.9727427597955707,19329,0.9704471856618121,0.9750383339293293
2020,Couple without children,East,Yes,0.027257240204429302,19329,0.0249616660706707,0.029552814338187905
2020,Single parent,West,No,0.9796708615682478,19329,0.9776813294234334,0.9816603937130621
2020,Single parent,West,Yes,0.02032913843175218,19329,0.01833960628693783,0.02231867057656653
2020,Single parent,East,No,0.9835526315789473,19329,0.9817595568447834,0.9853457063131112
2020,Single parent,East,Yes,0.01644736842105263,19329,0.014654293686888751,0.01824044315521651
2020,Couple with children,West,No,0.9705518436030686,19329,0.9681684827417454,0.9729352044643917
2020,Couple with children,West,Yes,0.029448156396931453,19329,0.027064795535608296,0.03183151725825461
2020,Couple with children,East,No,0.9742990654205608,19329,0.9720682071524087,0.9765299236887128
2020,Couple with children,East,Yes,0.02570093457943925,19329,0.02347007631128717,0.027931792847591334
2020,Multi-generational household,West,No,0.967391304347826,19329,0.964887391655189,0.9698952170404631
2020,Multi-generational household,West,Yes,0.03260869565217391,19329,0.03010478295953681,0.03511260834481102
2020,Multi-generational household,East,No,1.0,19329,1.0,1.0
2020,Other Combinations,West,No,0.984375,19329,0.98262659645223,0.98612340354777
2020,Other Combinations,West,Yes,0.015625,19329,0.013876596452230088,0.017373403547769912
2020,Other Combinations,East,No,0.9523809523809523,19329,0.9493787008053227,0.9553832039565819
2020,Other Combinations,East,Yes,0.047619047619047616,19329,0.044616796043418054,0.05062129919467718
2021,Single-person household,West,No,0.9754527162977867,12568,0.9727473391482172,0.9781580934473563
2021,Single-person household,West,Yes,0.02454728370221328,12568,0.021841906552643717,0.027252660851782844
2021,Single-person household,East,No,0.9873417721518988,12568,0.9853872383057565,0.9892963059980411
2021,Single-person household,East,Yes,0.012658227848101266,12568,0.01070369400195895,0.014612761694243581
2021,Couple without children,West,No,0.9605263157894737,12568,0.957121987368757,0.9639306442101904
2021,Couple without children,West,Yes,0.039473684210526314,12568,0.03606935578980958,0.042878012631243044
2021,Couple without children,East,No,0.9779141104294479,12568,0.9753447159311857,0.9804835049277101
2021,Couple without children,East,Yes,0.022085889570552148,12568,0.019516495072289967,0.02465528406881433
2021,Single parent,West,No,0.9663608562691132,12568,0.963208646456952,0.9695130660812743
2021,Single parent,West,Yes,0.03363914373088685,12568,0.03048693391872574,0.03679135354304796
2021,Single parent,East,No,0.9789915966386554,12568,0.976484281106811,0.9814989121704999
2021,Single parent,East,Yes,0.02100840336134454,12568,0.01850108782950011,0.02351571889318897
2021,Couple with children,West,No,0.972297037322047,12568,0.9694276737857622,0.9751664008583317
2021,Couple with children,West,Yes,0.02770296267795306,12568,0.024833599141668293,0.030572326214237826
2021,Couple with children,East,No,0.9579524680073126,12568,0.9544436146335727,0.9614613213810524
2021,Couple with children,East,Yes,0.04204753199268738,12568,0.038538678618947574,0.04555638536642719
2021,Multi-generational household,West,No,0.9830508474576272,12568,0.9807940895625356,0.9853076053527188
2021,Multi-generational household,West,Yes,0.01694915254237288,12568,0.014692394647281237,0.019205910437464526
2021,Multi-generational household,East,No,1.0,12568,1.0,1.0
2021,Other Combinations,West,No,0.957345971563981,12568,0.9538130217400946,0.9608789213878675
2021,Other Combinations,West,Yes,0.04265402843601896,12568,0.03912107861213251,0.04618697825990541
2021,Other Combinations,East,No,0.975,12568,0.972270423330085,0.977729576669915
2021,Other Combinations,East,Yes,0.025,12568,0.022270423330084936,0.027729576669915067
