"hlc0178","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"ja","2016","Baden-Wuerttemberg","2","4","0.00921218497015952","0.00141013904254308","0.017014230897776"
"ja","2016","Baden-Wuerttemberg","3","11","","",""
"ja","2016","Baden-Wuerttemberg","4","56","0.0345381723948098","0.0244753441893654","0.0446010006002542"
"ja","2016","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Bayern","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Bayern","2","13","","",""
"ja","2016","Bayern","3","11","","",""
"ja","2016","Bayern","4","44","0.0213569095723324","0.0140722376307513","0.0286415815139136"
"ja","2016","Bayern","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Saarland","2","","","",""
"ja","2016","Saarland","3","","","",""
"ja","2016","Saarland","4","","","",""
"ja","2016","Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Berlin","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Berlin","2","4","0.0308880715011704","0.00833133646996727","0.0534448065323735"
"ja","2016","Berlin","3","5","0.0145651928717987","-0.00220708791583471","0.0313374736594322"
"ja","2016","Berlin","4","9","0.0493661673828806","0.0262029015529775","0.0725294332127836"
"ja","2016","Berlin","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Brandenburg","2","5","0.0175497867090518","0.000761539453038914","0.0343380339650646"
"ja","2016","Brandenburg","3","","","",""
"ja","2016","Brandenburg","4","5","0.0121228968496726","0.000722994670878255","0.023522799028467"
"ja","2016","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Mecklenburg-Vorpommern","2","2","","",""
"ja","2016","Mecklenburg-Vorpommern","3","2","","",""
"ja","2016","Mecklenburg-Vorpommern","4","4","0.0170109457458355","-0.00069054046774741","0.0347124319594184"
"ja","2016","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Sachsen","2","7","0.0104779197067006","-0.000361312488520846","0.021317151901922"
"ja","2016","Sachsen","3","14","","",""
"ja","2016","Sachsen","4","6","0.00861159973389685","0.00101292669873569","0.016210272769058"
"ja","2016","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Sachsen-Anhalt","2","","","",""
"ja","2016","Sachsen-Anhalt","3","3","","",""
"ja","2016","Sachsen-Anhalt","4","1","","",""
"ja","2016","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Thueringen","2","5","0.0205321411437915","0.00415402063507522","0.0369102616525078"
"ja","2016","Thueringen","3","6","0.0185679519454697","0.00334297165712068","0.0337929322338188"
"ja","2016","Thueringen","4","8","0.0342466904784565","0.0141314293933912","0.0543619515635218"
"ja","2016","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Schleswig-Holstein","2","218","","",""
"nein","2016","Schleswig-Holstein","3","215","","",""
"nein","2016","Schleswig-Holstein","4","337","0.968471094002489","0.950344685413867","0.986597502591112"
"nein","2016","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Hamburg","2","65","1","1","1"
"nein","2016","Hamburg","3","133","","",""
"nein","2016","Hamburg","4","168","","",""
"nein","2016","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Niedersachsen","2","637","0.985626104744729","0.97643329030215","0.994818919187307"
"nein","2016","Niedersachsen","3","628","0.959550464270221","0.944531567168105","0.974569361372337"
"nein","2016","Niedersachsen","4","801","0.981980918872982","0.972914971764151","0.991046865981812"
"nein","2016","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Bremen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Bremen","2","49","1","1","1"
"nein","2016","Bremen","3","44","1","1","1"
"nein","2016","Bremen","4","41","1","1","1"
"nein","2016","Bremen","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Nordrhein-Westfalen","2","1418","","",""
"nein","2016","Nordrhein-Westfalen","3","1273","","",""
"nein","2016","Nordrhein-Westfalen","4","1883","","",""
"nein","2016","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Hessen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Hessen","2","360","0.982621589247933","0.96923389675948","0.996009281736387"
"nein","2016","Hessen","3","455","0.986001548328945","0.975288676651037","0.996714420006853"
"nein","2016","Hessen","4","587","0.98369633775039","0.973554707050085","0.993837968450696"
"nein","2016","Hessen","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Rheinland-Pfalz,Saarland","2","415","0.985948897688632","0.974651914968655","0.997245880408609"
"nein","2016","Rheinland-Pfalz,Saarland","3","388","0.953539328151447","0.932834821552825","0.974243834750068"
"nein","2016","Rheinland-Pfalz,Saarland","4","535","0.978261814037505","0.966029997172251","0.99049363090276"
"nein","2016","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Baden-Wuerttemberg","2","572","0.99078781502984","0.982985769102224","0.998589860957457"
"nein","2016","Baden-Wuerttemberg","3","795","0.982789108609434","0.973810430139511","0.991767787079357"
"nein","2016","Baden-Wuerttemberg","4","1209","","",""
"nein","2016","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Bayern","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Bayern","2","956","0.988724574369187","0.982076584649827","0.995372564088548"
"nein","2016","Bayern","3","1100","","",""
"nein","2016","Bayern","4","1469","","",""
"nein","2016","Bayern","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Saarland","2","","","",""
"nein","2016","Saarland","3","","","",""
"nein","2016","Saarland","4","","","",""
"nein","2016","Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Berlin","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Berlin","2","222","","",""
"nein","2016","Berlin","3","191","","",""
"nein","2016","Berlin","4","327","0.950633832617119","0.927470566787216","0.973797098447022"
"nein","2016","Berlin","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Brandenburg","2","230","","",""
"nein","2016","Brandenburg","3","231","","",""
"nein","2016","Brandenburg","4","349","0.987877103150327","0.976477200971533","0.999277005329122"
"nein","2016","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Mecklenburg-Vorpommern","2","123","","",""
"nein","2016","Mecklenburg-Vorpommern","3","150","","",""
"nein","2016","Mecklenburg-Vorpommern","4","201","","",""
"nein","2016","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Sachsen","2","332","0.989522080293299","0.978682848098078","1.00036131248852"
"nein","2016","Sachsen","3","500","0.980477586172391","0.968517009378488","0.992438162966295"
"nein","2016","Sachsen","4","562","0.991388400266103","0.983789727230942","0.998987073301264"
"nein","2016","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Sachsen-Anhalt","2","230","","",""
"nein","2016","Sachsen-Anhalt","3","262","","",""
"nein","2016","Sachsen-Anhalt","4","248","","",""
"nein","2016","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2016","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"nein","2016","Thueringen","2","283","","",""
"nein","2016","Thueringen","3","296","","",""
"nein","2016","Thueringen","4","306","0.965753309521544","0.945638048436478","0.985868570606609"
"nein","2016","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Schleswig-Holstein","2","7","0.0696822823985147","0.0377352878605579","0.101629276936472"
"ja","2017","Schleswig-Holstein","3","4","0.0129677927436029","-0.000260190117131912","0.0261957756043378"
"ja","2017","Schleswig-Holstein","4","11","","",""
"ja","2017","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Hamburg","2","1","","",""
"ja","2017","Hamburg","3","6","0.0950040539784906","0.0303450617963203","0.159663046160661"
"ja","2017","Hamburg","4","3","","",""
"ja","2017","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Niedersachsen","2","6","0.00673974781435867","4.63675890275805e-05","0.0134331280396898"
"ja","2017","Niedersachsen","3","29","","",""
"ja","2017","Niedersachsen","4","40","0.0335772736041854","0.0222643489547632","0.0448901982536076"
"ja","2017","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Bremen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Bremen","2","1","","",""
"ja","2017","Bremen","3","2","","",""
"ja","2017","Bremen","4","1","","",""
"ja","2017","Bremen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Nordrhein-Westfalen","2","4","0.00385694762125105","0.000567495030335689","0.00714640021216642"
"ja","2017","Nordrhein-Westfalen","3","13","","",""
"ja","2017","Nordrhein-Westfalen","4","64","0.02915061401893","0.0218558089475347","0.0364454190903253"
"ja","2017","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Hessen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Hessen","2","7","0.0156666697484211","0.00242785269704048","0.0289054867998017"
"ja","2017","Hessen","3","10","","",""
"ja","2017","Hessen","4","14","","",""
"ja","2017","Hessen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Rheinland-Pfalz,Saarland","2","4","0.00442772703071976","-0.00216162338160077","0.0110170774430403"
"ja","2017","Rheinland-Pfalz,Saarland","3","2","","",""
"ja","2017","Rheinland-Pfalz,Saarland","4","2","","",""
"ja","2017","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Baden-Wuerttemberg","2","10","","",""
"ja","2017","Baden-Wuerttemberg","3","24","","",""
"ja","2017","Baden-Wuerttemberg","4","34","0.0213092699954869","0.0132518215651947","0.0293667184257792"
"ja","2017","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Bayern","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Bayern","2","12","","",""
"ja","2017","Bayern","3","37","0.031974650234225","0.0219194506195942","0.0420298498488559"
"ja","2017","Bayern","4","35","0.0285008494606377","0.0208603100636919","0.0361413888575834"
"ja","2017","Bayern","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Saarland","2","","","",""
"ja","2017","Saarland","3","","","",""
"ja","2017","Saarland","4","","","",""
"ja","2017","Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Berlin","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Berlin","2","1","","",""
"ja","2017","Berlin","3","2","","",""
"ja","2017","Berlin","4","3","","",""
"ja","2017","Berlin","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Brandenburg","2","","","",""
"ja","2017","Brandenburg","3","9","0.0132819821933632","-3.2273624210228e-05","0.0265962380109367"
"ja","2017","Brandenburg","4","10","","",""
"ja","2017","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Mecklenburg-Vorpommern","2","","","",""
"ja","2017","Mecklenburg-Vorpommern","3","","","",""
"ja","2017","Mecklenburg-Vorpommern","4","5","0.0158274415795064","-0.000444330663501229","0.032099213822514"
"ja","2017","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Sachsen","2","9","0.0335153394544065","0.0163028875472115","0.0507277913616015"
"ja","2017","Sachsen","3","19","","",""
"ja","2017","Sachsen","4","11","","",""
"ja","2017","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Sachsen-Anhalt","2","1","","",""
"ja","2017","Sachsen-Anhalt","3","2","","",""
"ja","2017","Sachsen-Anhalt","4","12","","",""
"ja","2017","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2017","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"ja","2017","Thueringen","2","12","","",""
"ja","2017","Thueringen","3","4","0.0123537972332599","-0.000272481121309554","0.0249800755878293"
"ja","2017","Thueringen","4","16","","",""
"ja","2017","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Schleswig-Holstein","2","237","","",""
"nein","2017","Schleswig-Holstein","3","277","","",""
"nein","2017","Schleswig-Holstein","4","317","0.940150398510581","0.914479535574622","0.965821261446539"
"nein","2017","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Hamburg","2","75","0.977979894931744","0.94498733975433","1.01097245010916"
"nein","2017","Hamburg","3","73","0.904995946021509","0.840336953839339","0.96965493820368"
"nein","2017","Hamburg","4","189","","",""
"nein","2017","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Niedersachsen","2","568","0.993260252185641","0.98656687196031","0.999953632410972"
"nein","2017","Niedersachsen","3","748","0.949334133507782","0.933913405859979","0.964754861155586"
"nein","2017","Niedersachsen","4","934","0.966422726395815","0.955109801746392","0.977735651045237"
"nein","2017","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Bremen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Bremen","2","44","0.988966120017261","0.958445266894209","1.01948697314031"
"nein","2017","Bremen","3","51","0.979175750530314","0.94073205226427","1.01761944879636"
"nein","2017","Bremen","4","53","0.968573133735723","0.922039393728069","1.01510687374338"
"nein","2017","Bremen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Nordrhein-Westfalen","2","1360","","",""
"nein","2017","Nordrhein-Westfalen","3","1400","","",""
"nein","2017","Nordrhein-Westfalen","4","1979","","",""
"nein","2017","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Hessen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Hessen","2","331","0.984333330251579","0.971094513200198","0.99757214730296"
"nein","2017","Hessen","3","452","0.982696521077285","0.970805927730846","0.994587114423724"
"nein","2017","Hessen","4","690","0.973245241976916","0.961325319805486","0.985165164148346"
"nein","2017","Hessen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Rheinland-Pfalz,Saarland","2","386","0.99557227296928","0.98898292255696","1.0021616233816"
"nein","2017","Rheinland-Pfalz,Saarland","3","481","0.993643359798811","0.986555687851324","1.0007310317463"
"nein","2017","Rheinland-Pfalz,Saarland","4","511","0.991564995667873","0.983651057425139","0.999478933910608"
"nein","2017","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Baden-Wuerttemberg","2","454","0.987536253499142","0.97744163458404","0.997630872414245"
"nein","2017","Baden-Wuerttemberg","3","798","0.953578120040629","0.939195047091498","0.96796119298976"
"nein","2017","Baden-Wuerttemberg","4","1200","","",""
"nein","2017","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Bayern","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Bayern","2","709","0.956299549891","0.941377778248097","0.971221321533903"
"nein","2017","Bayern","3","1139","","",""
"nein","2017","Bayern","4","1787","","",""
"nein","2017","Bayern","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Saarland","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Saarland","2","","","",""
"nein","2017","Saarland","3","","","",""
"nein","2017","Saarland","4","","","",""
"nein","2017","Saarland","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Berlin","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Berlin","2","225","","",""
"nein","2017","Berlin","3","214","","",""
"nein","2017","Berlin","4","307","0.996097985982566","0.989157934570947","1.00303803739418"
"nein","2017","Berlin","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Brandenburg","2","213","","",""
"nein","2017","Brandenburg","3","275","","",""
"nein","2017","Brandenburg","4","358","0.956842406907865","0.936080224746251","0.977604589069478"
"nein","2017","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Mecklenburg-Vorpommern","2","140","","",""
"nein","2017","Mecklenburg-Vorpommern","3","163","","",""
"nein","2017","Mecklenburg-Vorpommern","4","221","","",""
"nein","2017","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Sachsen","2","411","0.966484660545594","0.949272208638399","0.983697112452788"
"nein","2017","Sachsen","3","454","0.943211687188176","0.922354699234128","0.964068675142224"
"nein","2017","Sachsen","4","710","0.983480975632573","0.974177276934229","0.992784674330917"
"nein","2017","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Sachsen-Anhalt","2","236","","",""
"nein","2017","Sachsen-Anhalt","3","301","0.995437686481058","0.987849702955031","1.00302567000709"
"nein","2017","Sachsen-Anhalt","4","257","","",""
"nein","2017","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"nein","2017","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"nein","2017","Thueringen","2","229","","",""
"nein","2017","Thueringen","3","290","","",""
"nein","2017","Thueringen","4","367","0.979012835347079","0.96465728714555","0.993368383548607"
"nein","2017","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Schleswig-Holstein","2","2","","",""
"ja","2018","Schleswig-Holstein","3","11","","",""
"ja","2018","Schleswig-Holstein","4","6","0.0185290640738637","0.00471336033893528","0.0323447678087922"
"ja","2018","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Hamburg","2","","","",""
"ja","2018","Hamburg","3","4","0.0561263561485535","0.0187917119661688","0.0934610003309382"
"ja","2018","Hamburg","4","","","",""
"ja","2018","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Niedersachsen","2","8","0.00598128428553472","-0.000510184166304043","0.0124727527373735"
"ja","2018","Niedersachsen","3","15","","",""
"ja","2018","Niedersachsen","4","21","","",""
"ja","2018","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Bremen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Bremen","2","","","",""
"ja","2018","Bremen","3","","","",""
"ja","2018","Bremen","4","","","",""
"ja","2018","Bremen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Nordrhein-Westfalen","2","14","","",""
"ja","2018","Nordrhein-Westfalen","3","22","","",""
"ja","2018","Nordrhein-Westfalen","4","50","0.021910022642273","0.0155838394687794","0.0282362058157665"
"ja","2018","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Hessen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Hessen","2","","","",""
"ja","2018","Hessen","3","14","","",""
"ja","2018","Hessen","4","13","","",""
"ja","2018","Hessen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Rheinland-Pfalz,Saarland","2","5","0.0784354905541285","0.0498156360851765","0.10705534502308"
"ja","2018","Rheinland-Pfalz,Saarland","3","5","0.0148236169759993","0.00268917828598496","0.0269580556660136"
"ja","2018","Rheinland-Pfalz,Saarland","4","8","0.00949593944832888","0.00189866137061049","0.0170932175260473"
"ja","2018","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Baden-Wuerttemberg","2","21","","",""
"ja","2018","Baden-Wuerttemberg","3","11","","",""
"ja","2018","Baden-Wuerttemberg","4","54","0.0365125408707047","0.025931253308927","0.0470938284324823"
"ja","2018","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Bayern","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Bayern","2","8","0.0291700212308219","0.0158700563229531","0.0424699861386907"
"ja","2018","Bayern","3","54","0.0480989255987937","0.0349675083439211","0.0612303428536663"
"ja","2018","Bayern","4","30","0.00890598955795258","0.00448777605754516","0.01332420305836"
"ja","2018","Bayern","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Saarland","2","","","",""
"ja","2018","Saarland","3","","","",""
"ja","2018","Saarland","4","","","",""
"ja","2018","Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Berlin","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Berlin","2","6","0.014246792123739","-0.00341227196591192","0.03190585621339"
"ja","2018","Berlin","3","2","","",""
"ja","2018","Berlin","4","6","0.00112986001550112","-0.00245157088228391","0.00471129091328615"
"ja","2018","Berlin","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Brandenburg","2","2","","",""
"ja","2018","Brandenburg","3","","","",""
"ja","2018","Brandenburg","4","11","","",""
"ja","2018","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Mecklenburg-Vorpommern","2","","","",""
"ja","2018","Mecklenburg-Vorpommern","3","4","0.0224338929784171","0.00115166903879492","0.0437161169180392"
"ja","2018","Mecklenburg-Vorpommern","4","3","","",""
"ja","2018","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Sachsen","2","8","0.0302908369584278","0.0117149054511755","0.04886676846568"
"ja","2018","Sachsen","3","11","","",""
"ja","2018","Sachsen","4","10","","",""
"ja","2018","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Sachsen-Anhalt","2","","","",""
"ja","2018","Sachsen-Anhalt","3","1","","",""
"ja","2018","Sachsen-Anhalt","4","6","0.0257478892743371","0.00865963824795345","0.0428361403007207"
"ja","2018","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"ja","2018","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"ja","2018","Thueringen","2","9","0.0217788921194152","0.00327404304961663","0.0402837411892138"
"ja","2018","Thueringen","3","3","","",""
