year,hhtyp,rentown,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Couple with children,Owner,No,0.25054,666,2952,0.23490,0.26617
2017,Couple with children,Tenant,Yes,0.64456,1809,3469,0.62863,0.66049
2017,Couple with children,Tenant,No,0.35544,1660,3469,0.33951,0.37137
2017,Multi-generational household,Owner,Yes,0.64262,37,37,0.48607,0.79917
2017,Multi-generational household,Tenant,Yes,0.48913,35,85,0.38223,0.59604
2017,Multi-generational household,Tenant,No,0.51087,50,85,0.40396,0.61777
2017,Other Combinations,Not included in this version of the questionnaire,Yes,0.27188,36,131,0.19539,0.34836
2017,Other Combinations,Not included in this version of the questionnaire,No,0.72812,95,131,0.65164,0.80461
2017,Other Combinations,Owner,Yes,0.72946,71,71,0.62539,0.83353
2017,Other Combinations,Tenant,Yes,0.64735,151,290,0.59226,0.70243
2017,Other Combinations,Tenant,No,0.35265,139,290,0.29757,0.40774
2018,Single-person household,Owner,Yes,0.65942,681,1007,0.63013,0.68870
2018,Single-person household,Owner,No,0.34058,326,1007,0.31130,0.36987
2018,Single-person household,Tenant,Yes,0.58172,2007,3444,0.56525,0.59820
2018,Single-person household,Tenant,No,0.41828,1437,3444,0.40180,0.43475
2018,Couple without children,Owner,Yes,0.66731,1708,2459,0.64868,0.68594
2018,Couple without children,Owner,No,0.33269,751,2459,0.31406,0.35132
2018,Couple without children,Tenant,Yes,0.65188,1400,2170,0.63183,0.67193
2018,Couple without children,Tenant,No,0.34812,770,2170,0.32807,0.36817
2018,Single parent,Owner,Yes,0.62421,258,384,0.57571,0.67272
2018,Single parent,Owner,No,0.37579,126,384,0.32728,0.42429
2018,Single parent,Tenant,Yes,0.59164,721,1356,0.56547,0.61781
2018,Single parent,Tenant,No,0.40836,635,1356,0.38219,0.43453
2018,Couple with children,Owner,Yes,0.79353,2190,2756,0.77842,0.80865
2018,Couple with children,Owner,No,0.20647,566,2756,0.19135,0.22158
2018,Couple with children,Tenant,Yes,0.63841,1888,3689,0.62290,0.65392
2018,Couple with children,Tenant,No,0.36159,1801,3689,0.34608,0.37710
2018,Multi-generational household,Tenant,Yes,0.62355,46,105,0.53044,0.71667
2018,Multi-generational household,Tenant,No,0.37645,59,105,0.28333,0.46956
2018,Other Combinations,Owner,Yes,0.74388,66,66,0.63777,0.85000
2018,Other Combinations,Tenant,Yes,0.63899,159,324,0.58662,0.69137
2018,Other Combinations,Tenant,No,0.36101,165,324,0.30863,0.41338
2019,Single-person household,Owner,Yes,0.67470,848,1185,0.64801,0.70139
2019,Single-person household,Owner,No,0.32530,337,1185,0.29861,0.35199
2019,Single-person household,Tenant,Yes,0.61310,1958,2954,0.59554,0.63067
2019,Single-person household,Tenant,No,0.38690,996,2954,0.36933,0.40446
2019,Couple without children,Owner,Yes,0.68332,2186,2981,0.66662,0.70003
2019,Couple without children,Owner,No,0.31668,795,2981,0.29997,0.33338
2019,Couple without children,Tenant,Yes,0.67296,1457,2108,0.65293,0.69299
2019,Couple without children,Tenant,No,0.32704,651,2108,0.30701,0.34707
2019,Single parent,Owner,Yes,0.72950,285,389,0.68530,0.77370
2019,Single parent,Owner,No,0.27050,104,389,0.22630,0.31470
2019,Single parent,Tenant,Yes,0.63907,650,1027,0.60968,0.66846
2019,Single parent,Tenant,No,0.36093,377,1027,0.33154,0.39032
2019,Couple with children,Owner,Yes,0.77281,2558,3162,0.75821,0.78742
2019,Couple with children,Owner,No,0.22719,604,3162,0.21258,0.24179
2019,Couple with children,Tenant,Yes,0.69430,1395,1991,0.67406,0.71454
2019,Couple with children,Tenant,No,0.30570,596,1991,0.28546,0.32594
2019,Multi-generational household,Owner,Yes,0.68072,43,43,0.53973,0.82171
2019,Multi-generational household,Tenant,Yes,0.71195,31,31,0.54990,0.87400
2019,Other Combinations,Owner,Yes,0.78126,76,76,0.68770,0.87482
2019,Other Combinations,Tenant,Yes,0.72866,91,124,0.65008,0.80724
2019,Other Combinations,Tenant,No,0.27134,33,124,0.19276,0.34992
2021,Single-person household,Owner,Yes,0.45936,438,862,0.42608,0.49265
2021,Single-person household,Owner,No,0.54064,424,862,0.50735,0.57392
2021,Single-person household,Tenant,Yes,0.47723,1335,2665,0.45826,0.49620
2021,Single-person household,Tenant,No,0.52277,1330,2665,0.50380,0.54174
2021,Couple without children,Owner,Yes,0.49720,1091,1922,0.47484,0.51956
2021,Couple without children,Owner,No,0.50280,831,1922,0.48044,0.52516
2021,Couple without children,Tenant,Yes,0.53167,810,1553,0.50684,0.55649
2021,Couple without children,Tenant,No,0.46833,743,1553,0.44351,0.49316
2021,Single parent,Owner,Yes,0.51458,128,247,0.45212,0.57703
2021,Single parent,Owner,No,0.48542,119,247,0.42297,0.54788
2021,Single parent,Tenant,Yes,0.49740,354,777,0.46222,0.53258
2021,Single parent,Tenant,No,0.50260,423,777,0.46742,0.53778
2021,Couple with children,Owner,Yes,0.61241,1197,1893,0.59046,0.63436
2021,Couple with children,Owner,No,0.38759,696,1893,0.36564,0.40954
2021,Couple with children,Tenant,Yes,0.55316,987,2104,0.53191,0.57441
2021,Couple with children,Tenant,No,0.44684,1117,2104,0.42559,0.46809
2021,Multi-generational household,Tenant,No,0.27968,31,31,0.11906,0.44029
2021,Other Combinations,Owner,Yes,0.56956,60,107,0.47530,0.66382
2021,Other Combinations,Owner,No,0.43044,47,107,0.33618,0.52470
2021,Other Combinations,Tenant,Yes,0.46359,112,246,0.40115,0.52604
2021,Other Combinations,Tenant,No,0.53641,134,246,0.47396,0.59885
