"year","quintil","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","5 Einkommensstärkstes Quintil","57582.82","49347","5466","24956","36049","70398","94118","180788","56495.34","58670.3","1846","581740","60933","62506"
"2003","1 Einkommensschwächstes Quintil","21249.71","19023.5","5780","7870","11491","28163","36414","63504","20888.48","21610.94","0","206055","20720","21760"
"2003","2","27573.98","26397","6126","12795","17860","34521","42812","70787","27225.65","27922.31","596","118424","27944","28747"
"2003","3","32628.41","31541","6132","16643","23113","40010","48869","71872","32260.72","32996.1","0","179632","33165","34088"
"2003","4","38472.35","36116","5838","20409","27332","45207","57033","94655","37994.68","38950.02","0","193771","40759","41771"
"2003","5 Einkommensstärkstes Quintil","58296.24","51784","4916","27729","37841","69748","92928","174407","57209.4","59383.08","2100","631362","61687","63157"
"2004","1 Einkommensschwächstes Quintil","21377.36","18439.5","5565","7959","12036","27948","36915","67380","21017.98","21736.74","0","124406","20352","21142"
"2004","2","28025.91","27008","5923","12609","18207","35048","43393","71056","27669.13","28382.69","0","209151","28072","28692"
"2004","3","31778.62","30091.5","5887","16138","22604","39670","46777","73970","31408.19","32149.05","228","146804","32335","33215"
"2004","4","37542.85","35518","5687","20738","27149","45281","55249","92323","37083.97","38001.73","79","256421","39830","40795"
"2004","5 Einkommensstärkstes Quintil","57969.79","49564","4869","27734","38089","68600","90712","169538","56346.21","59593.37","714","2046737","60308","62058"
"2005","1 Einkommensschwächstes Quintil","21923.24","19119.5","5387","8119","12000","27644","36340","65200","20599.12","23247.36","0","2489562","20214","20987"
"2005","2","27738.82","26484.5","5494","13018","18169","34525","43096","72689","27371.01","28106.63","184","115814","28405","28964"
"2005","3","32532.97","30987.5","5539","16671","23071","39339","49495","80233","32165.71","32900.23","2980","135825","32503","33757"
"2005","4","38389.34","36635","5455","20458","27332","46731","57487","90099","37914.35","38864.33","2299","207570","40203","41517"
"2005","5 Einkommensstärkstes Quintil","57833.17","50910.5","4831","28361","38653","69481","91444","172507","56716.16","58950.18","1130","697104","60900","62720"
"2006","1 Einkommensschwächstes Quintil","20386.37","17494","5718","7912","11498","25863","34807","63901","19846.31","20926.43","0","880714","18837","19639"
"2006","2","27265.13","26320.5","5929","12850","18116","34272","43354","63978","26934.34","27595.92","0","165054","27396","28466"
"2006","3","33012.06","31394","5914","16316","22681","40451","49758","84886","32583.55","33440.57","1377","350649","32881","33914"
"2006","4","38494.34","36514.5","6058","20092","27506","47432","58949","89732","38049.46","38939.22","761","164583","39930","40869"
"2006","5 Einkommensstärkstes Quintil","61466.45","53148","5049","28604","39731","73356","97227","190684","60158.33","62774.57","1997","905408","60553","62236"
"2007","1 Einkommensschwächstes Quintil","21066.83","18036","4896","7996","11348","27620","36462","67355","20660.31","21473.35","0","129939","19177","20252"
"2007","2","27790.73","25768","5413","12516","17741","34646","43840","75898","27414.45","28167.01","1609","145547","27105","27889"
"2007","3","32504.63","30549.5","5605","16400","22572","40668","49634","69529","32089.99","32919.27","81","375352","32418","33489"
"2007","4","39664.93","36445","5736","21000","27563","47664","59927","103642","39081.39","40248.47","0","347505","39901","40902"
"2007","5 Einkommensstärkstes Quintil","61305.82","53789","4965","29602","40909","72484","95391","194800","60084.92","62526.72","0","623863","61270","63340"
"2008","1 Einkommensschwächstes Quintil","21131.77","18153.5","4284","8010","11221","27506","37447","69373","20712.48","21551.06","0","136254","19246","20145"
"2008","2","26984.55","24984.5","4676","12861","17584","34006","42373","71790","26581.2","27387.9","1013","114044","26309","27396"
"2008","3","33097.92","30778","5399","16708","22844","41430","51685","73002","32654.32","33541.52","0","412192","32502","33791"
"2008","4","39829.45","37450.5","5548","20702","28043","47433","59087","110793","39301.02","40357.88","40","236571","39906","40938"
"2008","5 Einkommensstärkstes Quintil","63771.45","54700","4970","31231","40793","73910","100598","216243","62278.74","65264.16","2995","1329526","61386","62953"
"2009","1 Einkommensschwächstes Quintil","20349.37","17340","3778","7858","11246","26554","36029","62844","19921.45","20777.29","0","108658","18487","19437"
"2009","2","28377.39","26605","4308","12146","17748","35557","43295","78785","27671.47","29083.31","3219","564428","27073","28020"
"2009","3","33025.92","30851","4874","16453","22485","41343","51409","78137","32569.16","33482.68","0","201071","32457","33653"
"2009","4","39516.73","36566","5353","20517","27255","48321","60900","95328","39033.69","39999.77","214","275805","39515","40764"
"2009","5 Einkommensstärkstes Quintil","61069.4","53209","4908","29640","40270","71858","98660","195070","59828.6","62310.2","4191","678371","61181","62667"
"2010","1 Einkommensschwächstes Quintil","20114.36","17237.5","8133","7740","10800","25368","36747","60734","19819.44","20409.28","0","148489","20776","21375"
"2010","2","26236.35","24263.5","8359","12131","16800","33266","42579","65486","25972.92","26499.78","0","124368","27252","27857"
"2010","3","32889.82","29800","7221","15793","22162","40151","52333","91512","32517.69","33261.95","214","253752","34081","34917"
"2010","4","39520.22","37284","7305","21059","28109","47833","60828","93277","39103.95","39936.49","6028","211675","41616","42413"
"2010","5 Einkommensstärkstes Quintil","60049.78","53015.5","6450","29290","40481","71399","95263","190641","59101.47","60998.09","0","665170","61247","62435"
"2011","1 Einkommensschwächstes Quintil","21950.88","18088.5","8577","7948","11044","28205","42298","74376","21610.63","22291.13","0","402320","21267","21756"
"2011","2","27406.21","24557.5","9269","11980","16660","34519","44639","77794","27081.39","27731.03","120","304272","27827","28359"
"2011","3","32425.64","29990.5","8745","15770","22005","39869","50831","76590","32111.76","32739.52","1650","183263","33738","34427"
"2011","4","40507.87","37672.5","9296","20753","28436","49786","62241","99330","40142.91","40872.83","246","247473","42300","42963"
"2011","5 Einkommensstärkstes Quintil","61229.07","53661.5","8114","30297","41295","71785","93928","198865","60338.77","62119.37","2200","725750","60653","62122"
"2012","1 Einkommensschwächstes Quintil","20839.28","17492.5","7137","7680","10738","27300","38407","64935","20530.26","21148.3","0","119227","20402","21180"
"2012","2","27028.79","24259.5","8571","11801","16702","33551","44118","78992","26729.87","27327.71","0","271823","27324","28012"
"2012","3","31841.98","29334.5","8842","15432","21965","39622","49634","74240","31521.84","32162.12","30","306555","33708","34407"
"2012","4","40225.5","37509","9321","20475","27342","48673","60825","106523","39724.17","40726.83","1200","920941","41228","42047"
"2012","5 Einkommensstärkstes Quintil","61222.93","54449","8534","29721","41026","72113","92903","193271","60191.92","62253.94","1406","1499699","61019","62103"
"2013","1 Einkommensschwächstes Quintil","20738.77","18024.5","8781","7954","10503","26880","37288","65208","20461.34","21016.2","0","120802","21972","22559"
"2013","2","27158.37","24616","9619","12082","17077","34051","45247","72804","26897.14","27419.6","0","104560","27866","28585"
"2013","3","32351.45","29344.5","9346","15536","21900","39888","50368","74451","31966.83","32736.07","19","478072","33592","34355"
"2013","4","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","61902.67","54082.5","9360","29641","41142","72764","94389","189350","60915.7","62889.64","142","1104947","61049","62131"
"2014","1 Einkommensschwächstes Quintil","21093.8","17753.5","6541","8077","10922","27738","39790","59495","20754.75","21432.85","0","188998","22305","23025"
"2014","2","26726.39","23915","7845","11868","17183","33517","42558","70908","26412.99","27039.79","0","163163","27935","28696"
"2014","3","32373.67","28552.5","8242","15279","21277","39615","51337","109158","32043.46","32703.88","0","152194","33588","34409"
"2014","4","39077.16","36551","9637","20333","27588","47893","59598","91218","38703.46","39450.86","904","275469","40908","41586"
"2014","5 Einkommensstärkstes Quintil","62395.17","53953.5","9242","30646","41361","72367","96794","218205","61418.94","63371.4","154","1341196","60246","61651"
"2015","1 Einkommensschwächstes Quintil","21874.89","18503.5","6567","7850","10608","28960","40488","71131","21518.16","22231.62","0","174247","21764","22606"
"2015","2","25509.75","23183.5","7217","11458","16170","32293","43386","61126","25205.3","25814.2","0","130721","27037","27787"
"2015","3","31485.32","29265","7978","15226","21028","39691","51011","76581","31168.86","31801.78","0","119323","33184","33978"
"2015","4","38796.93","36027.5","9548","19589","26673","47649","60800","89932","38428.55","39165.31","172","251849","41299","42066"
"2015","5 Einkommensstärkstes Quintil","61093.57","54484","9740","30170","41317","72457","92853","181668","60339.6","61847.54","0","1094611","60122","61309"
"2016","1 Einkommensschwächstes Quintil","21151.05","18251","4997","7840","10634","27253","38419","66789","20743.22","21558.88","0","148129","21347","22272"
"2016","2","26786.03","23859","6183","11593","15918","34105","44852","78943","26402.38","27169.68","0","179851","28517","29354"
"2016","3","32048.14","28745","6807","15180","21185","40741","50319","77230","31622.5","32473.78","490","613854","33245","34308"
"2016","4","39643.51","37056.5","9264","20374","27160","48345","59149","102367","39169.95","40117.07","14","571228","41159","42094"
"2016","5 Einkommensstärkstes Quintil","62362.6","55007","9539","30561","41871","72294","95081","208205","61471.83","63253.37","122","1368040","60575","61810"
"2017","1 Einkommensschwächstes Quintil","21569.79","17425.5","9046","7824","10800","27999","39745","73788","21265.3","21874.28","0","195253","21132","21696"
"2017","2","27278.74","24293.5","6248","11819","16338","34857","45738","75476","26889.37","27668.11","0","168738","27494","28235"
"2017","3","31978.12","28807","7335","15502","21209","39869","51277","80857","31600.56","32355.68","0","242929","33828","34578"
"2017","4","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2018","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2018","2","25909.14","23092","6163","11114","14773","32757","44374","74628","25494.64","26323.64","0","147263","27393","28445"
"2018","3","32296.19","28131.5","7033","14964","20829","40873","52236","80032","31875.65","32716.73","0","320768","33392","34138"
"2018","4","","","","","","","","","","","","","",""
"2018","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","21995.48","17763.5","9153","7919","10642","28364","42700","78579","21591.23","22399.73","0","695995","22416","23031"
"2019","2","26990.67","24120.5","5772","11388","15453","35405","46003","71060","26328.66","27652.68","0","722158","27948","28704"
"2019","3","33061.58","30197","6222","15176","21058","41529","55184","82330","32544.92","33578.24","0","313296","33759","34668"
"2019","4","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","22339.87","17703.5","7647","7738","10200","29268","39431","85772","21999.18","22680.56","0","229284","22120","22943"
"2020","2","28157.98","24832.5","6436","11344","15288","35717","51157","85151","27751.21","28564.75","0","205950","27048","28023"
"2020","3","32138.07","29011.5","6245","15058","20736","40505","51859","86437","31596.73","32679.41","0","442139","31298","32124"
"2020","4","","","","","","","","","","","","","",""
"2020","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
