year,migback,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,Lower Secondary Level,Comp. time,0.05010,114,427,0.02938,0.07081
1985,No migration background,Lower Secondary Level,Some of both,0.02103,49,427,0.00740,0.03466
1985,No migration background,Lower Secondary Level,Paid,0.07953,188,427,0.05383,0.10522
1985,No migration background,Lower Secondary Level,Not compensated,0.03252,76,427,0.01568,0.04936
1985,No migration background,Upper Secondary Level,Comp. time,0.11216,502,1686,0.09710,0.12723
1985,No migration background,Upper Secondary Level,Some of both,0.04238,191,1686,0.03276,0.05200
1985,No migration background,Upper Secondary Level,Paid,0.13193,594,1686,0.11577,0.14809
1985,No migration background,Upper Secondary Level,Not compensated,0.08859,399,1686,0.07503,0.10216
1985,No migration background,First Stage of Tertiary Education,Comp. time,0.15269,87,279,0.11041,0.19498
1985,No migration background,First Stage of Tertiary Education,Some of both,0.06544,40,279,0.03637,0.09451
1985,No migration background,First Stage of Tertiary Education,Paid,0.08298,53,279,0.05056,0.11541
1985,No migration background,First Stage of Tertiary Education,Not compensated,0.17215,99,279,0.12777,0.21653
1985,No migration background,Second Stage of Tertiary Education,Comp. time,0.09595,63,368,0.06582,0.12609
1985,No migration background,Second Stage of Tertiary Education,Some of both,0.06283,41,368,0.03800,0.08765
1985,No migration background,Second Stage of Tertiary Education,Paid,0.05541,37,368,0.03201,0.07882
1985,No migration background,Second Stage of Tertiary Education,Not compensated,0.33375,227,368,0.28551,0.38200
1985,Direct migration background,Primary Level,Paid,0.15386,120,120,0.08903,0.21869
1985,Direct migration background,Lower Secondary Level,Paid,0.14580,174,174,0.09321,0.19839
1985,Direct migration background,Upper Secondary Level,Comp. time,0.08245,54,268,0.04945,0.11544
1985,Direct migration background,Upper Secondary Level,Paid,0.19920,214,268,0.15129,0.24711
1986,No migration background,Lower Secondary Level,Comp. time,0.05122,106,372,0.02879,0.07365
1986,No migration background,Lower Secondary Level,Some of both,0.01791,39,372,0.00441,0.03140
1986,No migration background,Lower Secondary Level,Paid,0.08194,175,372,0.05403,0.10985
1986,No migration background,Lower Secondary Level,Not compensated,0.02402,52,372,0.00844,0.03960
1986,No migration background,Upper Secondary Level,Comp. time,0.12481,545,1585,0.10853,0.14108
1986,No migration background,Upper Secondary Level,Some of both,0.04771,205,1585,0.03721,0.05821
1986,No migration background,Upper Secondary Level,Paid,0.13499,585,1585,0.11816,0.15182
1986,No migration background,Upper Secondary Level,Not compensated,0.05614,250,1585,0.04481,0.06748
1986,No migration background,First Stage of Tertiary Education,Comp. time,0.13793,76,197,0.08966,0.18621
1986,No migration background,First Stage of Tertiary Education,Paid,0.09678,55,197,0.05539,0.13818
1986,No migration background,First Stage of Tertiary Education,Not compensated,0.11391,66,197,0.06943,0.15839
1986,No migration background,Second Stage of Tertiary Education,Comp. time,0.10637,72,284,0.07045,0.14229
1986,No migration background,Second Stage of Tertiary Education,Paid,0.05245,34,284,0.02647,0.07842
1986,No migration background,Second Stage of Tertiary Education,Not compensated,0.27700,178,284,0.22486,0.32914
1986,Direct migration background,Primary Level,Paid,0.15480,109,109,0.08658,0.22302
1986,Direct migration background,Lower Secondary Level,Comp. time,0.04848,37,231,0.02072,0.07624
1986,Direct migration background,Lower Secondary Level,Paid,0.16039,194,231,0.11297,0.20782
1986,Direct migration background,Upper Secondary Level,Comp. time,0.07934,56,307,0.04906,0.10963
1986,Direct migration background,Upper Secondary Level,Some of both,0.03717,34,307,0.01597,0.05837
1986,Direct migration background,Upper Secondary Level,Paid,0.19265,217,307,0.14846,0.23683
1988,No migration background,Lower Secondary Level,Comp. time,0.06194,119,370,0.03735,0.08654
1988,No migration background,Lower Secondary Level,Some of both,0.02205,43,370,0.00707,0.03704
1988,No migration background,Lower Secondary Level,Paid,0.08275,164,370,0.05464,0.11086
1988,No migration background,Lower Secondary Level,Not compensated,0.02118,44,370,0.00649,0.03588
1988,No migration background,Upper Secondary Level,Comp. time,0.13407,549,1516,0.11692,0.15123
1988,No migration background,Upper Secondary Level,Some of both,0.04969,205,1516,0.03875,0.06063
1988,No migration background,Upper Secondary Level,Paid,0.13564,548,1516,0.11839,0.15288
1988,No migration background,Upper Secondary Level,Not compensated,0.05398,214,1516,0.04260,0.06536
1988,No migration background,First Stage of Tertiary Education,Comp. time,0.16584,82,208,0.11517,0.21651
1988,No migration background,First Stage of Tertiary Education,Some of both,0.06629,32,208,0.03239,0.10018
1988,No migration background,First Stage of Tertiary Education,Paid,0.07784,41,208,0.04134,0.11433
1988,No migration background,First Stage of Tertiary Education,Not compensated,0.10451,53,208,0.06284,0.14619
1988,No migration background,Second Stage of Tertiary Education,Comp. time,0.09868,68,323,0.06611,0.13126
1988,No migration background,Second Stage of Tertiary Education,Some of both,0.05303,33,323,0.02855,0.07750
1988,No migration background,Second Stage of Tertiary Education,Paid,0.04727,31,323,0.02409,0.07045
1988,No migration background,Second Stage of Tertiary Education,Not compensated,0.30541,191,323,0.25510,0.35572
1988,Direct migration background,Primary Level,Paid,0.19209,118,118,0.12071,0.26347
1988,Direct migration background,Lower Secondary Level,Comp. time,0.04262,39,249,0.01748,0.06776
1988,Direct migration background,Lower Secondary Level,Paid,0.17340,210,249,0.12628,0.22052
1988,Direct migration background,Upper Secondary Level,Comp. time,0.10152,62,303,0.06745,0.13558
1988,Direct migration background,Upper Secondary Level,Some of both,0.03140,33,303,0.01173,0.05107
1988,Direct migration background,Upper Secondary Level,Paid,0.20684,208,303,0.16116,0.25252
1989,No migration background,Lower Secondary Level,Comp. time,0.06993,119,389,0.04455,0.09530
1989,No migration background,Lower Secondary Level,Some of both,0.02950,58,389,0.01267,0.04634
1989,No migration background,Lower Secondary Level,Paid,0.09154,166,389,0.06284,0.12023
1989,No migration background,Lower Secondary Level,Not compensated,0.02567,46,389,0.00993,0.04141
1989,No migration background,Upper Secondary Level,Comp. time,0.14457,563,1618,0.12743,0.16171
1989,No migration background,Upper Secondary Level,Some of both,0.05595,224,1618,0.04475,0.06715
1989,No migration background,Upper Secondary Level,Paid,0.15593,608,1618,0.13824,0.17361
1989,No migration background,Upper Secondary Level,Not compensated,0.05928,223,1618,0.04777,0.07079
1989,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.17819,35,35,0.04956,0.30682
1989,No migration background,First Stage of Tertiary Education,Comp. time,0.15842,76,208,0.10868,0.20816
1989,No migration background,First Stage of Tertiary Education,Some of both,0.09737,48,208,0.05698,0.13775
1989,No migration background,First Stage of Tertiary Education,Paid,0.08290,39,208,0.04534,0.12046
1989,No migration background,First Stage of Tertiary Education,Not compensated,0.09788,45,208,0.05740,0.13837
1989,No migration background,Second Stage of Tertiary Education,Comp. time,0.09848,63,285,0.06383,0.13314
1989,No migration background,Second Stage of Tertiary Education,Some of both,0.07386,43,285,0.04344,0.10428
1989,No migration background,Second Stage of Tertiary Education,Not compensated,0.28846,179,285,0.23577,0.34115
1989,Direct migration background,Primary Level,Paid,0.20588,110,110,0.12997,0.28179
1989,Direct migration background,Lower Secondary Level,Comp. time,0.04638,37,286,0.02197,0.07080
1989,Direct migration background,Lower Secondary Level,Some of both,0.04108,36,286,0.01804,0.06412
1989,Direct migration background,Lower Secondary Level,Paid,0.17813,213,286,0.13371,0.22255
1989,Direct migration background,Upper Secondary Level,Comp. time,0.09258,69,340,0.06172,0.12343
1989,Direct migration background,Upper Secondary Level,Some of both,0.08226,51,340,0.05301,0.11151
1989,Direct migration background,Upper Secondary Level,Paid,0.20637,220,340,0.16329,0.24946
1990,No migration background,Lower Secondary Level,Comp. time,0.07184,152,489,0.04893,0.09475
1990,No migration background,Lower Secondary Level,Some of both,0.02959,70,489,0.01455,0.04462
1990,No migration background,Lower Secondary Level,Paid,0.10314,234,489,0.07615,0.13012
1990,No migration background,Lower Secondary Level,Not compensated,0.01831,33,489,0.00642,0.03021
1990,No migration background,Upper Secondary Level,Comp. time,0.16092,1082,3049,0.14788,0.17397
1990,No migration background,Upper Secondary Level,Some of both,0.06155,458,3049,0.05302,0.07008
1990,No migration background,Upper Secondary Level,Paid,0.17618,1261,3049,0.16265,0.18970
1990,No migration background,Upper Secondary Level,Not compensated,0.04723,248,3049,0.03970,0.05476
1990,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.19990,54,92,0.11773,0.28207
1990,No migration background,Post-secondary Non-tertiary Level,Paid,0.09917,38,92,0.03776,0.16059
1990,No migration background,First Stage of Tertiary Education,Comp. time,0.17450,140,366,0.13557,0.21344
1990,No migration background,First Stage of Tertiary Education,Some of both,0.10382,77,366,0.07253,0.13512
1990,No migration background,First Stage of Tertiary Education,Paid,0.10802,103,366,0.07617,0.13986
1990,No migration background,First Stage of Tertiary Education,Not compensated,0.07450,46,366,0.04756,0.10143
1990,No migration background,Second Stage of Tertiary Education,Comp. time,0.18695,351,978,0.16250,0.21140
1990,No migration background,Second Stage of Tertiary Education,Some of both,0.08282,137,978,0.06554,0.10010
1990,No migration background,Second Stage of Tertiary Education,Paid,0.07413,161,978,0.05770,0.09056
1990,No migration background,Second Stage of Tertiary Education,Not compensated,0.23387,329,978,0.20733,0.26041
1990,Direct migration background,Primary Level,Paid,0.18533,96,96,0.10720,0.26347
1990,Direct migration background,Lower Secondary Level,Comp. time,0.06495,45,307,0.03734,0.09257
1990,Direct migration background,Lower Secondary Level,Some of both,0.03704,31,307,0.01588,0.05820
1990,Direct migration background,Lower Secondary Level,Paid,0.20545,231,307,0.16018,0.25072
1990,Direct migration background,Upper Secondary Level,Comp. time,0.09468,66,364,0.06456,0.12480
1990,Direct migration background,Upper Secondary Level,Some of both,0.05541,56,364,0.03188,0.07895
1990,Direct migration background,Upper Secondary Level,Paid,0.23806,242,364,0.19425,0.28187
1991,No migration background,Lower Secondary Level,Comp. time,0.07463,148,464,0.05070,0.09857
1991,No migration background,Lower Secondary Level,Some of both,0.02352,60,464,0.00972,0.03732
1991,No migration background,Lower Secondary Level,Paid,0.10571,213,464,0.07771,0.13372
1991,No migration background,Lower Secondary Level,Not compensated,0.02037,43,464,0.00750,0.03323
1991,No migration background,Upper Secondary Level,Comp. time,0.15962,1070,2700,0.14580,0.17344
1991,No migration background,Upper Secondary Level,Some of both,0.06748,424,2700,0.05802,0.07695
1991,No migration background,Upper Secondary Level,Paid,0.15451,952,2700,0.14088,0.16815
1991,No migration background,Upper Secondary Level,Not compensated,0.04863,254,2700,0.04051,0.05674
1991,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.22703,59,59,0.11922,0.33484
1991,No migration background,First Stage of Tertiary Education,Comp. time,0.17870,140,328,0.13718,0.22022
1991,No migration background,First Stage of Tertiary Education,Some of both,0.07723,55,328,0.04829,0.10616
1991,No migration background,First Stage of Tertiary Education,Paid,0.10624,81,328,0.07284,0.13964
1991,No migration background,First Stage of Tertiary Education,Not compensated,0.08467,52,328,0.05450,0.11484
1991,No migration background,Second Stage of Tertiary Education,Comp. time,0.18219,330,894,0.15688,0.20751
1991,No migration background,Second Stage of Tertiary Education,Some of both,0.06979,107,894,0.05308,0.08651
1991,No migration background,Second Stage of Tertiary Education,Paid,0.06049,106,894,0.04485,0.07612
1991,No migration background,Second Stage of Tertiary Education,Not compensated,0.22515,351,894,0.19775,0.25254
1991,Direct migration background,Primary Level,Paid,0.21451,113,113,0.13849,0.29053
1991,Direct migration background,Lower Secondary Level,Comp. time,0.05495,51,311,0.02958,0.08032
1991,Direct migration background,Lower Secondary Level,Some of both,0.03839,36,311,0.01700,0.05978
1991,Direct migration background,Lower Secondary Level,Paid,0.20253,224,311,0.15779,0.24727
1991,Direct migration background,Upper Secondary Level,Comp. time,0.11540,95,378,0.08315,0.14765
1991,Direct migration background,Upper Secondary Level,Some of both,0.05087,45,378,0.02869,0.07305
1991,Direct migration background,Upper Secondary Level,Paid,0.24019,238,378,0.19707,0.28332
1992,No migration background,Lower Secondary Level,Comp. time,0.07564,153,391,0.04940,0.10188
1992,No migration background,Lower Secondary Level,Some of both,0.02673,62,391,0.01072,0.04273
1992,No migration background,Lower Secondary Level,Paid,0.09332,176,391,0.06445,0.12219
1992,No migration background,Upper Secondary Level,Comp. time,0.15172,963,2558,0.13782,0.16563
1992,No migration background,Upper Secondary Level,Some of both,0.07232,463,2558,0.06228,0.08236
1992,No migration background,Upper Secondary Level,Paid,0.14734,899,2558,0.13360,0.16108
1992,No migration background,Upper Secondary Level,Not compensated,0.04225,233,2558,0.03445,0.05004
1992,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.19843,56,89,0.11510,0.28176
1992,No migration background,Post-secondary Non-tertiary Level,Paid,0.11177,33,89,0.04594,0.17760
1992,No migration background,First Stage of Tertiary Education,Comp. time,0.17250,124,334,0.13192,0.21308
1992,No migration background,First Stage of Tertiary Education,Some of both,0.09514,76,334,0.06363,0.12666
1992,No migration background,First Stage of Tertiary Education,Paid,0.09875,76,334,0.06671,0.13080
1992,No migration background,First Stage of Tertiary Education,Not compensated,0.07963,58,334,0.05055,0.10870
1992,No migration background,Second Stage of Tertiary Education,Comp. time,0.17244,293,826,0.14667,0.19822
1992,No migration background,Second Stage of Tertiary Education,Some of both,0.07745,116,826,0.05921,0.09569
1992,No migration background,Second Stage of Tertiary Education,Paid,0.04252,70,826,0.02875,0.05629
1992,No migration background,Second Stage of Tertiary Education,Not compensated,0.22118,347,826,0.19286,0.24950
1992,Direct migration background,Primary Level,Paid,0.19089,91,91,0.10969,0.27208
1992,Direct migration background,Lower Secondary Level,Comp. time,0.04608,40,272,0.02112,0.07105
1992,Direct migration background,Lower Secondary Level,Some of both,0.03353,34,272,0.01210,0.05496
1992,Direct migration background,Lower Secondary Level,Paid,0.18291,198,272,0.13688,0.22893
1992,Direct migration background,Upper Secondary Level,Comp. time,0.09545,90,350,0.06462,0.12628
1992,Direct migration background,Upper Secondary Level,Some of both,0.08140,56,350,0.05271,0.11009
1992,Direct migration background,Upper Secondary Level,Paid,0.19560,204,350,0.15398,0.23721
1993,No migration background,Lower Secondary Level,Comp. time,0.06260,131,395,0.03868,0.08652
1993,No migration background,Lower Secondary Level,Some of both,0.02718,57,395,0.01112,0.04323
1993,No migration background,Lower Secondary Level,Paid,0.09510,171,395,0.06614,0.12407
1993,No migration background,Lower Secondary Level,Not compensated,0.01890,36,395,0.00545,0.03235
1993,No migration background,Upper Secondary Level,Comp. time,0.14877,929,2510,0.13484,0.16269
1993,No migration background,Upper Secondary Level,Some of both,0.07077,445,2510,0.06074,0.08081
1993,No migration background,Upper Secondary Level,Paid,0.14140,871,2510,0.12776,0.15503
1993,No migration background,Upper Secondary Level,Not compensated,0.05016,265,2510,0.04162,0.05871
1993,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.23488,67,67,0.13260,0.33715
1993,No migration background,First Stage of Tertiary Education,Comp. time,0.17084,122,307,0.12867,0.21301
1993,No migration background,First Stage of Tertiary Education,Some of both,0.09227,73,307,0.05984,0.12469
1993,No migration background,First Stage of Tertiary Education,Paid,0.08189,62,307,0.05117,0.11261
1993,No migration background,First Stage of Tertiary Education,Not compensated,0.07573,50,307,0.04609,0.10538
1993,No migration background,Second Stage of Tertiary Education,Comp. time,0.16347,286,845,0.13852,0.18841
1993,No migration background,Second Stage of Tertiary Education,Some of both,0.07747,132,845,0.05943,0.09550
1993,No migration background,Second Stage of Tertiary Education,Paid,0.05353,83,845,0.03835,0.06872
1993,No migration background,Second Stage of Tertiary Education,Not compensated,0.22047,344,845,0.19251,0.24844
1993,Direct migration background,Primary Level,Paid,0.16674,82,82,0.08556,0.24791
1993,Direct migration background,Lower Secondary Level,Comp. time,0.07019,44,231,0.03717,0.10320
1993,Direct migration background,Lower Secondary Level,Some of both,0.03400,34,231,0.01058,0.05743
1993,Direct migration background,Lower Secondary Level,Paid,0.16709,153,231,0.11888,0.21530
1993,Direct migration background,Upper Secondary Level,Comp. time,0.09248,77,303,0.05981,0.12515
1993,Direct migration background,Upper Secondary Level,Some of both,0.05275,48,303,0.02754,0.07796
1993,Direct migration background,Upper Secondary Level,Paid,0.18027,178,303,0.13691,0.22362
1994,No migration background,Lower Secondary Level,Comp. time,0.06817,130,364,0.04224,0.09409
1994,No migration background,Lower Secondary Level,Some of both,0.03599,66,364,0.01683,0.05515
1994,No migration background,Lower Secondary Level,Paid,0.07993,133,364,0.05203,0.10783
1994,No migration background,Lower Secondary Level,Not compensated,0.01430,35,364,0.00209,0.02651
1994,No migration background,Upper Secondary Level,Comp. time,0.16750,1001,2486,0.15282,0.18219
1994,No migration background,Upper Secondary Level,Some of both,0.07638,464,2486,0.06594,0.08682
1994,No migration background,Upper Secondary Level,Paid,0.12755,779,2486,0.11443,0.14066
1994,No migration background,Upper Secondary Level,Not compensated,0.04482,242,2486,0.03668,0.05295
1994,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.23459,70,102,0.15195,0.31723
1994,No migration background,Post-secondary Non-tertiary Level,Some of both,0.08988,32,102,0.03410,0.14566
1994,No migration background,First Stage of Tertiary Education,Comp. time,0.18848,131,318,0.14542,0.23153
1994,No migration background,First Stage of Tertiary Education,Some of both,0.08203,71,318,0.05182,0.11224
1994,No migration background,First Stage of Tertiary Education,Paid,0.08779,60,318,0.05664,0.11894
1994,No migration background,First Stage of Tertiary Education,Not compensated,0.07463,56,318,0.04570,0.10356
1994,No migration background,Second Stage of Tertiary Education,Comp. time,0.16555,295,863,0.14074,0.19036
1994,No migration background,Second Stage of Tertiary Education,Some of both,0.07973,133,863,0.06165,0.09781
1994,No migration background,Second Stage of Tertiary Education,Paid,0.05139,76,863,0.03665,0.06614
1994,No migration background,Second Stage of Tertiary Education,Not compensated,0.22977,359,863,0.20169,0.25786
1994,Direct migration background,Primary Level,Paid,0.16977,71,71,0.08182,0.25772
1994,Direct migration background,Lower Secondary Level,Comp. time,0.04801,38,180,0.01669,0.07933
1994,Direct migration background,Lower Secondary Level,Paid,0.16128,142,180,0.10740,0.21516
1994,Direct migration background,Upper Secondary Level,Comp. time,0.10934,104,302,0.07408,0.14459
1994,Direct migration background,Upper Secondary Level,Some of both,0.04773,46,302,0.02365,0.07182
1994,Direct migration background,Upper Secondary Level,Paid,0.17645,152,302,0.13338,0.21951
1995,No migration background,Lower Secondary Level,Comp. time,0.07085,138,371,0.04470,0.09699
1995,No migration background,Lower Secondary Level,Some of both,0.02468,53,371,0.00887,0.04049
1995,No migration background,Lower Secondary Level,Paid,0.08283,146,371,0.05475,0.11092
1995,No migration background,Lower Secondary Level,Not compensated,0.01906,34,371,0.00513,0.03300
1995,No migration background,Upper Secondary Level,Comp. time,0.17204,1042,2557,0.15741,0.18667
1995,No migration background,Upper Secondary Level,Some of both,0.07949,496,2557,0.06900,0.08997
1995,No migration background,Upper Secondary Level,Paid,0.12653,784,2557,0.11364,0.13942
1995,No migration background,Upper Secondary Level,Not compensated,0.04355,235,2557,0.03564,0.05147
1995,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.24092,74,111,0.16101,0.32084
1995,No migration background,Post-secondary Non-tertiary Level,Some of both,0.11188,37,111,0.05297,0.17079
1995,No migration background,First Stage of Tertiary Education,Comp. time,0.17675,139,341,0.13620,0.21730
1995,No migration background,First Stage of Tertiary Education,Some of both,0.10319,80,341,0.07085,0.13552
1995,No migration background,First Stage of Tertiary Education,Paid,0.07873,64,341,0.05010,0.10735
1995,No migration background,First Stage of Tertiary Education,Not compensated,0.07489,58,341,0.04691,0.10287
1995,No migration background,Second Stage of Tertiary Education,Comp. time,0.17053,317,902,0.14597,0.19509
1995,No migration background,Second Stage of Tertiary Education,Some of both,0.08633,151,902,0.06799,0.10467
1995,No migration background,Second Stage of Tertiary Education,Paid,0.04304,72,902,0.02979,0.05629
1995,No migration background,Second Stage of Tertiary Education,Not compensated,0.23222,362,902,0.20465,0.25979
1995,Direct migration background,Primary Level,Paid,0.14794,63,63,0.05956,0.23632
1995,Direct migration background,Lower Secondary Level,Comp. time,0.03534,42,189,0.00895,0.06174
1995,Direct migration background,Lower Secondary Level,Paid,0.14099,147,189,0.09124,0.19074
1995,Direct migration background,Upper Secondary Level,Comp. time,0.09185,94,374,0.06254,0.12117
1995,Direct migration background,Upper Secondary Level,Some of both,0.05498,65,374,0.03185,0.07811
1995,Direct migration background,Upper Secondary Level,Paid,0.19223,215,374,0.15224,0.23222
1995,Direct migration background,Post-secondary Non-tertiary Level,Paid,0.19136,32,32,0.05288,0.32984
1995,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.16906,36,36,0.04489,0.29323
1995,Indirect migration background,Upper Secondary Level,Comp. time,0.18909,35,35,0.05746,0.32071
1996,No migration background,Lower Secondary Level,Comp. time,0.07837,154,320,0.04888,0.10786
1996,No migration background,Lower Secondary Level,Some of both,0.02180,44,320,0.00577,0.03782
1996,No migration background,Lower Secondary Level,Paid,0.07012,122,320,0.04210,0.09814
1996,No migration background,Upper Secondary Level,Comp. time,0.18377,1082,2460,0.16846,0.19908
1996,No migration background,Upper Secondary Level,Some of both,0.07148,436,2460,0.06130,0.08166
1996,No migration background,Upper Secondary Level,Paid,0.11534,710,2460,0.10271,0.12797
1996,No migration background,Upper Secondary Level,Not compensated,0.04105,232,2460,0.03321,0.04890
1996,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.23224,87,120,0.15637,0.30811
1996,No migration background,Post-secondary Non-tertiary Level,Some of both,0.11862,33,120,0.06052,0.17671
1996,No migration background,First Stage of Tertiary Education,Comp. time,0.20001,152,351,0.15810,0.24192
1996,No migration background,First Stage of Tertiary Education,Some of both,0.10046,72,351,0.06896,0.13195
1996,No migration background,First Stage of Tertiary Education,Paid,0.08088,70,351,0.05231,0.10944
1996,No migration background,First Stage of Tertiary Education,Not compensated,0.07224,57,351,0.04512,0.09936
1996,No migration background,Second Stage of Tertiary Education,Comp. time,0.19005,344,893,0.16430,0.21580
1996,No migration background,Second Stage of Tertiary Education,Some of both,0.08278,125,893,0.06470,0.10087
1996,No migration background,Second Stage of Tertiary Education,Paid,0.03822,68,893,0.02564,0.05080
1996,No migration background,Second Stage of Tertiary Education,Not compensated,0.22150,356,893,0.19425,0.24875
1996,Direct migration background,Primary Level,Paid,0.13229,51,51,0.03838,0.22620
1996,Direct migration background,Lower Secondary Level,Comp. time,0.06126,53,160,0.02398,0.09853
1996,Direct migration background,Lower Secondary Level,Paid,0.10554,107,160,0.05778,0.15330
1996,Direct migration background,Upper Secondary Level,Comp. time,0.11784,118,361,0.08453,0.15114
1996,Direct migration background,Upper Secondary Level,Some of both,0.05731,61,361,0.03330,0.08132
1996,Direct migration background,Upper Secondary Level,Paid,0.17531,182,361,0.13603,0.21458
1996,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.14110,35,35,0.02408,0.25812
1996,Indirect migration background,Upper Secondary Level,Comp. time,0.18500,38,38,0.05988,0.31011
1997,No migration background,Lower Secondary Level,Comp. time,0.07195,137,257,0.04029,0.10360
1997,No migration background,Lower Secondary Level,Some of both,0.02957,58,257,0.00882,0.05032
1997,No migration background,Lower Secondary Level,Paid,0.03381,62,257,0.01167,0.05595
1997,No migration background,Upper Secondary Level,Comp. time,0.15232,893,2071,0.13684,0.16780
1997,No migration background,Upper Secondary Level,Some of both,0.07522,478,2071,0.06386,0.08658
1997,No migration background,Upper Secondary Level,Paid,0.07209,457,2071,0.06095,0.08323
1997,No migration background,Upper Secondary Level,Not compensated,0.04845,243,2071,0.03920,0.05770
1997,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.23483,78,124,0.15992,0.30975
1997,No migration background,Post-secondary Non-tertiary Level,Some of both,0.14652,46,124,0.08402,0.20901
1997,No migration background,First Stage of Tertiary Education,Comp. time,0.22232,159,327,0.17718,0.26746
1997,No migration background,First Stage of Tertiary Education,Some of both,0.09937,74,327,0.06690,0.13185
1997,No migration background,First Stage of Tertiary Education,Paid,0.05349,45,327,0.02907,0.07792
1997,No migration background,First Stage of Tertiary Education,Not compensated,0.06032,49,327,0.03448,0.08617
1997,No migration background,Second Stage of Tertiary Education,Comp. time,0.18615,315,829,0.15964,0.21267
1997,No migration background,Second Stage of Tertiary Education,Some of both,0.08892,141,829,0.06953,0.10831
1997,No migration background,Second Stage of Tertiary Education,Paid,0.01553,32,829,0.00711,0.02395
1997,No migration background,Second Stage of Tertiary Education,Not compensated,0.20778,341,829,0.18014,0.23541
1997,Direct migration background,Lower Secondary Level,Comp. time,0.05481,49,150,0.01826,0.09136
1997,Direct migration background,Lower Secondary Level,Some of both,0.03118,38,150,0.00327,0.05909
1997,Direct migration background,Lower Secondary Level,Paid,0.05085,63,150,0.01557,0.08613
1997,Direct migration background,Upper Secondary Level,Comp. time,0.11785,106,252,0.07796,0.15774
1997,Direct migration background,Upper Secondary Level,Some of both,0.05453,59,252,0.02644,0.08262
1997,Direct migration background,Upper Secondary Level,Paid,0.08733,87,252,0.05240,0.12226
1997,Indirect migration background,Upper Secondary Level,Comp. time,0.23457,43,43,0.10642,0.36273
1998,No migration background,Lower Secondary Level,Comp. time,0.07501,163,332,0.04663,0.10339
1998,No migration background,Lower Secondary Level,Some of both,0.02426,57,332,0.00768,0.04083
1998,No migration background,Lower Secondary Level,Paid,0.04282,80,332,0.02101,0.06463
1998,No migration background,Lower Secondary Level,Not compensated,0.01390,32,332,0.00129,0.02651
1998,No migration background,Upper Secondary Level,Comp. time,0.16004,1045,2282,0.14500,0.17509
1998,No migration background,Upper Secondary Level,Some of both,0.07781,556,2282,0.06682,0.08880
1998,No migration background,Upper Secondary Level,Paid,0.05949,421,2282,0.04979,0.06920
1998,No migration background,Upper Secondary Level,Not compensated,0.04365,260,2282,0.03527,0.05204
