,Unnamed: 0,year,quintil_oecd,sampreg,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
61,61,1988,1st Quintile,West,Paid,0.47944,235,3453,0.42723,0.52989
62,62,1988,1st Quintile,West,Not compensated,0.12035,33,3453,0.09333,0.1458
63,63,1988,2nd Quintile,West,Comp. time,0.36472,182,3453,0.33847,0.39234
64,64,1988,2nd Quintile,West,Some of both,0.11137,72,3453,0.09443,0.13015
65,65,1988,2nd Quintile,West,Paid,0.41088,305,3453,0.37267,0.44512
66,66,1988,2nd Quintile,West,Not compensated,0.11302,63,3453,0.09661,0.1332
67,67,1988,3rd Quintile,West,Comp. time,0.33436,216,3453,0.31128,0.35726
68,68,1988,3rd Quintile,West,Some of both,0.12358,83,3453,0.10789,0.14171
69,69,1988,3rd Quintile,West,Paid,0.38514,322,3453,0.35637,0.41167
70,70,1988,3rd Quintile,West,Not compensated,0.15692,107,3453,0.14441,0.17085
71,71,1988,4th Quintile,West,Comp. time,0.33204,260,3453,0.31118,0.35111
72,72,1988,4th Quintile,West,Some of both,0.13083,107,3453,0.11829,0.1439
73,73,1988,4th Quintile,West,Paid,0.34385,321,3453,0.31723,0.36942
74,74,1988,4th Quintile,West,Not compensated,0.19328,141,3453,0.17921,0.20638
75,75,1988,5th Quintile,West,Comp. time,0.30786,267,3453,0.2916,0.32349
76,76,1988,5th Quintile,West,Some of both,0.13933,117,3453,0.12981,0.15047
77,77,1988,5th Quintile,West,Paid,0.25043,243,3453,0.2292,0.26952
78,78,1988,5th Quintile,West,Not compensated,0.30238,247,3453,0.28737,0.31626
79,79,1989,1st Quintile,West,Comp. time,0.27193,99,3649,0.23388,0.30938
80,80,1989,1st Quintile,West,Some of both,0.14757,52,3649,0.1206,0.17676
81,81,1989,1st Quintile,West,Paid,0.48326,235,3649,0.43389,0.54532
82,82,1989,1st Quintile,West,Not compensated,0.09724,32,3649,0.07445,0.12689
83,83,1989,2nd Quintile,West,Comp. time,0.34099,178,3649,0.31603,0.37053
84,84,1989,2nd Quintile,West,Some of both,0.15366,106,3649,0.13755,0.17503
85,85,1989,2nd Quintile,West,Paid,0.40488,302,3649,0.36778,0.4409
86,86,1989,2nd Quintile,West,Not compensated,0.10046,54,3649,0.08636,0.11632
87,87,1989,3rd Quintile,West,Comp. time,0.30423,204,3649,0.28532,0.32399
88,88,1989,3rd Quintile,West,Some of both,0.14443,102,3649,0.12945,0.15759
89,89,1989,3rd Quintile,West,Paid,0.43057,369,3649,0.40375,0.45818
90,90,1989,3rd Quintile,West,Not compensated,0.12077,96,3649,0.1074,0.13405
91,91,1989,4th Quintile,West,Comp. time,0.33258,288,3649,0.31446,0.35506
92,92,1989,4th Quintile,West,Some of both,0.16149,138,3649,0.14815,0.17573
93,93,1989,4th Quintile,West,Paid,0.34019,371,3649,0.31707,0.36165
94,94,1989,4th Quintile,West,Not compensated,0.16574,129,3649,0.15161,0.17808
95,95,1989,5th Quintile,West,Comp. time,0.30707,272,3649,0.2916,0.32368
96,96,1989,5th Quintile,West,Some of both,0.13767,128,3649,0.12418,0.1491
97,97,1989,5th Quintile,West,Paid,0.24414,233,3649,0.22866,0.2613
98,98,1989,5th Quintile,West,Not compensated,0.31112,261,3649,0.29481,0.33066
99,99,1990,1st Quintile,West,Comp. time,0.26069,88,3607,0.2247,0.30239
100,100,1990,1st Quintile,West,Some of both,0.13507,57,3607,0.10028,0.1761
101,101,1990,1st Quintile,West,Paid,0.49954,239,3607,0.44666,0.55453
102,102,1990,1st Quintile,West,Not compensated,0.10471,32,3607,0.07858,0.13635
103,103,1990,2nd Quintile,West,Comp. time,0.31986,179,3607,0.2979,0.34381
104,104,1990,2nd Quintile,West,Some of both,0.13409,90,3607,0.1144,0.1524
105,105,1990,2nd Quintile,West,Paid,0.43149,334,3607,0.39615,0.46766
106,106,1990,2nd Quintile,West,Not compensated,0.11456,62,3607,0.09791,0.13321
107,107,1990,3rd Quintile,West,Comp. time,0.35022,233,3607,0.32546,0.38106
108,108,1990,3rd Quintile,West,Some of both,0.14566,113,3607,0.12562,0.16592
109,109,1990,3rd Quintile,West,Paid,0.39833,349,3607,0.36812,0.42605
110,110,1990,3rd Quintile,West,Not compensated,0.10579,67,3607,0.0907,0.12258
111,111,1990,4th Quintile,West,Comp. time,0.36157,301,3607,0.34475,0.38614
112,112,1990,4th Quintile,West,Some of both,0.1558,148,3607,0.14013,0.16996
113,113,1990,4th Quintile,West,Paid,0.34252,348,3607,0.31526,0.36889
114,114,1990,4th Quintile,West,Not compensated,0.14011,110,3607,0.12845,0.1502
115,115,1990,5th Quintile,West,Comp. time,0.32466,272,3607,0.30735,0.34702
116,116,1990,5th Quintile,West,Some of both,0.14673,129,3607,0.13514,0.15721
117,117,1990,5th Quintile,West,Paid,0.22158,214,3607,0.2018,0.23844
118,118,1990,5th Quintile,West,Not compensated,0.30703,242,3607,0.28713,0.32872
119,119,1991,1st Quintile,West,Comp. time,0.27161,87,3814,0.23942,0.31442
120,120,1991,1st Quintile,West,Some of both,0.1566,63,3814,0.13063,0.18919
121,121,1991,1st Quintile,West,Paid,0.57178,249,3814,0.51689,0.62781
122,122,1991,2nd Quintile,West,Comp. time,0.30758,190,3814,0.27898,0.33636
123,123,1991,2nd Quintile,West,Some of both,0.13809,82,3814,0.12424,0.15751
124,124,1991,2nd Quintile,West,Paid,0.45241,362,3814,0.41634,0.48535
125,125,1991,2nd Quintile,West,Not compensated,0.10193,53,3814,0.08863,0.11907
126,126,1991,3rd Quintile,West,Comp. time,0.34707,243,3814,0.32074,0.37297
127,127,1991,3rd Quintile,West,Some of both,0.13724,125,3814,0.12125,0.15164
128,128,1991,3rd Quintile,West,Paid,0.38659,358,3814,0.3544,0.41408
129,129,1991,3rd Quintile,West,Not compensated,0.1291,83,3814,0.11256,0.14862
130,130,1991,4th Quintile,West,Comp. time,0.36132,322,3814,0.33645,0.38785
131,131,1991,4th Quintile,West,Some of both,0.14618,150,3814,0.13212,0.1593
132,132,1991,4th Quintile,West,Paid,0.34813,370,3814,0.3251,0.37002
133,133,1991,4th Quintile,West,Not compensated,0.14437,122,3814,0.12991,0.15833
134,134,1991,5th Quintile,West,Comp. time,0.31097,313,3814,0.28749,0.32736
135,135,1991,5th Quintile,West,Some of both,0.16782,153,3814,0.15536,0.1821
136,136,1991,5th Quintile,West,Paid,0.2614,273,3814,0.24012,0.28142
137,137,1991,5th Quintile,West,Not compensated,0.2598,216,3814,0.24218,0.2799
138,138,1992,1st Quintile,West,Comp. time,0.26034,48,5274,0.2066,0.31991
139,139,1992,1st Quintile,West,Some of both,0.18356,33,5274,0.1476,0.22036
140,140,1992,1st Quintile,West,Paid,0.5561,123,5274,0.48378,0.61906
141,141,1992,1st Quintile,East,Comp. time,0.40863,196,5274,0.38056,0.44215
142,142,1992,1st Quintile,East,Some of both,0.18044,83,5274,0.15347,0.20299
143,143,1992,1st Quintile,East,Paid,0.30402,141,5274,0.2761,0.33916
144,144,1992,1st Quintile,East,Not compensated,0.10691,51,5274,0.08864,0.1271
145,145,1992,2nd Quintile,West,Comp. time,0.33864,140,5274,0.30109,0.37441
146,146,1992,2nd Quintile,West,Some of both,0.1601,76,5274,0.13308,0.19807
147,147,1992,2nd Quintile,West,Paid,0.41437,246,5274,0.37974,0.45996
148,148,1992,2nd Quintile,West,Not compensated,0.08688,38,5274,0.07153,0.10476
149,149,1992,2nd Quintile,East,Comp. time,0.37662,241,5274,0.35513,0.39708
150,150,1992,2nd Quintile,East,Some of both,0.17094,106,5274,0.15743,0.18699
151,151,1992,2nd Quintile,East,Paid,0.3065,165,5274,0.28068,0.3351
152,152,1992,2nd Quintile,East,Not compensated,0.14594,86,5274,0.12942,0.16435
153,153,1992,3rd Quintile,West,Comp. time,0.33517,232,5274,0.30375,0.36141
154,154,1992,3rd Quintile,West,Some of both,0.15059,120,5274,0.13544,0.16749
155,155,1992,3rd Quintile,West,Paid,0.41108,352,5274,0.38061,0.44727
156,156,1992,3rd Quintile,West,Not compensated,0.10315,72,5274,0.08867,0.11878
157,157,1992,3rd Quintile,East,Comp. time,0.40839,162,5274,0.3795,0.43859
158,158,1992,3rd Quintile,East,Some of both,0.16414,56,5274,0.1409,0.18764
159,159,1992,3rd Quintile,East,Paid,0.20265,73,5274,0.18267,0.22793
160,160,1992,3rd Quintile,East,Not compensated,0.22482,80,5274,0.20167,0.25384
161,161,1992,4th Quintile,West,Comp. time,0.37061,359,5274,0.34685,0.39437
162,162,1992,4th Quintile,West,Some of both,0.17346,187,5274,0.1537,0.18883
163,163,1992,4th Quintile,West,Paid,0.35087,412,5274,0.32819,0.37392
164,164,1992,4th Quintile,West,Not compensated,0.10506,100,5274,0.09451,0.11817
165,165,1992,4th Quintile,East,Comp. time,0.34411,58,5274,0.31328,0.37178
166,166,1992,4th Quintile,East,Paid,0.32129,51,5274,0.28563,0.35722
167,167,1992,4th Quintile,East,Not compensated,0.3346,54,5274,0.29731,0.38245
168,168,1992,5th Quintile,West,Comp. time,0.34501,392,5274,0.32615,0.36278
169,169,1992,5th Quintile,West,Some of both,0.17692,194,5274,0.16205,0.19066
170,170,1992,5th Quintile,West,Paid,0.2356,299,5274,0.21752,0.25605
171,171,1992,5th Quintile,West,Not compensated,0.24247,248,5274,0.2283,0.25951
172,172,1993,1st Quintile,West,Comp. time,0.31167,62,5181,0.25541,0.36869
173,173,1993,1st Quintile,West,Some of both,0.15613,42,5181,0.12359,0.18835
174,174,1993,1st Quintile,West,Paid,0.5322,155,5181,0.47493,0.59569
175,175,1993,1st Quintile,East,Comp. time,0.37942,115,5181,0.34695,0.42082
176,176,1993,1st Quintile,East,Some of both,0.21301,63,5181,0.18803,0.2464
177,177,1993,1st Quintile,East,Paid,0.29756,95,5181,0.27235,0.31656
178,178,1993,1st Quintile,East,Not compensated,0.11002,31,5181,0.0865,0.13545
179,179,1993,2nd Quintile,West,Comp. time,0.29297,131,5181,0.26468,0.32524
180,180,1993,2nd Quintile,West,Some of both,0.19358,92,5181,0.17105,0.21771
181,181,1993,2nd Quintile,West,Paid,0.4399,240,5181,0.39228,0.47988
182,182,1993,2nd Quintile,West,Not compensated,0.07355,31,5181,0.05366,0.09685
183,183,1993,2nd Quintile,East,Comp. time,0.36721,204,5181,0.34531,0.39109
184,184,1993,2nd Quintile,East,Some of both,0.16745,88,5181,0.15009,0.18248
185,185,1993,2nd Quintile,East,Paid,0.31344,158,5181,0.29076,0.33869
186,186,1993,2nd Quintile,East,Not compensated,0.1519,74,5181,0.13463,0.16918
187,187,1993,3rd Quintile,West,Comp. time,0.33209,215,5181,0.3087,0.35531
188,188,1993,3rd Quintile,West,Some of both,0.16262,120,5181,0.14259,0.18441
189,189,1993,3rd Quintile,West,Paid,0.40443,303,5181,0.37167,0.43788
190,190,1993,3rd Quintile,West,Not compensated,0.10087,65,5181,0.08195,0.11829
191,191,1993,3rd Quintile,East,Comp. time,0.41333,195,5181,0.38645,0.44195
192,192,1993,3rd Quintile,East,Some of both,0.13474,64,5181,0.11507,0.15239
193,193,1993,3rd Quintile,East,Paid,0.25624,116,5181,0.22883,0.2817
194,194,1993,3rd Quintile,East,Not compensated,0.19569,95,5181,0.16966,0.21941
195,195,1993,4th Quintile,West,Comp. time,0.37807,353,5181,0.35428,0.40048
196,196,1993,4th Quintile,West,Some of both,0.14883,158,5181,0.13389,0.16391
197,197,1993,4th Quintile,West,Paid,0.32714,354,5181,0.30363,0.35418
198,198,1993,4th Quintile,West,Not compensated,0.14596,126,5181,0.13311,0.16073
199,199,1993,4th Quintile,East,Comp. time,0.37365,95,5181,0.33903,0.41047
200,200,1993,4th Quintile,East,Some of both,0.2242,63,5181,0.19666,0.25272
201,201,1993,4th Quintile,East,Paid,0.17272,46,5181,0.15134,0.19906
202,202,1993,4th Quintile,East,Not compensated,0.22942,59,5181,0.20131,0.26422
203,203,1993,5th Quintile,West,Comp. time,0.33969,405,5181,0.3195,0.35795
204,204,1993,5th Quintile,West,Some of both,0.17364,195,5181,0.15923,0.1902
205,205,1993,5th Quintile,West,Paid,0.22879,277,5181,0.21395,0.24492
206,206,1993,5th Quintile,West,Not compensated,0.25787,259,5181,0.24052,0.27533
207,207,1993,5th Quintile,East,Not compensated,1.0,37,5181,0.87321,1.17427
208,208,1994,1st Quintile,West,Comp. time,0.34847,85,5079,0.2992,0.40307
209,209,1994,1st Quintile,West,Some of both,0.15876,42,5079,0.11498,0.20087
210,210,1994,1st Quintile,West,Paid,0.49277,148,5079,0.42013,0.58251
211,211,1994,1st Quintile,East,Comp. time,0.44134,95,5079,0.38933,0.4913
212,212,1994,1st Quintile,East,Some of both,0.27003,47,5079,0.21976,0.32659
213,213,1994,1st Quintile,East,Paid,0.28864,59,5079,0.24865,0.33597
214,214,1994,2nd Quintile,West,Comp. time,0.3196,156,5079,0.28656,0.35113
215,215,1994,2nd Quintile,West,Some of both,0.15488,78,5079,0.13221,0.18572
216,216,1994,2nd Quintile,West,Paid,0.41466,239,5079,0.3736,0.46014
217,217,1994,2nd Quintile,West,Not compensated,0.11086,43,5079,0.08731,0.13579
218,218,1994,2nd Quintile,East,Comp. time,0.38211,192,5079,0.35709,0.4082
219,219,1994,2nd Quintile,East,Some of both,0.17362,81,5079,0.15427,0.19901
220,220,1994,2nd Quintile,East,Paid,0.29219,126,5079,0.26526,0.32389
221,221,1994,2nd Quintile,East,Not compensated,0.15208,70,5079,0.13147,0.17748
222,222,1994,3rd Quintile,West,Comp. time,0.37461,262,5079,0.34604,0.40502
223,223,1994,3rd Quintile,West,Some of both,0.15456,104,5079,0.13486,0.17198
224,224,1994,3rd Quintile,West,Paid,0.35409,265,5079,0.32324,0.38255
225,225,1994,3rd Quintile,West,Not compensated,0.11674,77,5079,0.10325,0.13447
226,226,1994,3rd Quintile,East,Comp. time,0.43072,205,5079,0.39869,0.46564
227,227,1994,3rd Quintile,East,Some of both,0.17061,79,5079,0.15062,0.19134
228,228,1994,3rd Quintile,East,Paid,0.23794,96,5079,0.20868,0.26368
229,229,1994,3rd Quintile,East,Not compensated,0.16073,80,5079,0.14051,0.1811
230,230,1994,4th Quintile,West,Comp. time,0.41173,365,5079,0.38431,0.43627
231,231,1994,4th Quintile,West,Some of both,0.17422,183,5079,0.15986,0.19187
232,232,1994,4th Quintile,West,Paid,0.29103,294,5079,0.26747,0.31073
233,233,1994,4th Quintile,West,Not compensated,0.12302,108,5079,0.11264,0.13583
234,234,1994,4th Quintile,East,Comp. time,0.32232,100,5079,0.28808,0.36104
235,235,1994,4th Quintile,East,Some of both,0.20897,59,5079,0.17404,0.24843
236,236,1994,4th Quintile,East,Paid,0.24291,74,5079,0.20483,0.28693
237,237,1994,4th Quintile,East,Not compensated,0.2258,78,5079,0.20083,0.25444
238,238,1994,5th Quintile,West,Comp. time,0.37563,408,5079,0.35222,0.39691
239,239,1994,5th Quintile,West,Some of both,0.18335,205,5079,0.16755,0.20101
240,240,1994,5th Quintile,West,Paid,0.19973,236,5079,0.18073,0.2206
241,241,1994,5th Quintile,West,Not compensated,0.24129,227,5079,0.22117,0.26354
242,242,1994,5th Quintile,East,Comp. time,0.41563,47,5079,0.34219,0.5013
243,243,1994,5th Quintile,East,Not compensated,0.58437,66,5079,0.51255,0.65579
244,244,1995,1st Quintile,West,Comp. time,0.29951,95,5464,0.23985,0.34789
245,245,1995,1st Quintile,West,Some of both,0.13253,49,5464,0.10574,0.15891
246,246,1995,1st Quintile,West,Paid,0.46912,209,5464,0.41336,0.52845
247,247,1995,1st Quintile,West,Not compensated,0.09884,35,5464,0.07098,0.13094
248,248,1995,1st Quintile,East,Comp. time,0.44499,87,5464,0.38754,0.5008
249,249,1995,1st Quintile,East,Some of both,0.22249,45,5464,0.19071,0.2617
250,250,1995,1st Quintile,East,Paid,0.33252,63,5464,0.27628,0.4078
251,251,1995,2nd Quintile,West,Comp. time,0.31947,185,5464,0.28373,0.3547
252,252,1995,2nd Quintile,West,Some of both,0.15294,88,5464,0.12935,0.17418
253,253,1995,2nd Quintile,West,Paid,0.41545,286,5464,0.37548,0.45791
254,254,1995,2nd Quintile,West,Not compensated,0.11213,53,5464,0.08831,0.13587
255,255,1995,2nd Quintile,East,Comp. time,0.42657,180,5464,0.39867,0.46
256,256,1995,2nd Quintile,East,Some of both,0.20697,74,5464,0.17932,0.23738
257,257,1995,2nd Quintile,East,Paid,0.22355,88,5464,0.1982,0.24944
258,258,1995,2nd Quintile,East,Not compensated,0.14291,55,5464,0.1235,0.16489
259,259,1995,3rd Quintile,West,Comp. time,0.39221,278,5464,0.36471,0.42761
260,260,1995,3rd Quintile,West,Some of both,0.15823,123,5464,0.13959,0.17724
261,261,1995,3rd Quintile,West,Paid,0.34383,298,5464,0.31605,0.37098
262,262,1995,3rd Quintile,West,Not compensated,0.10573,80,5464,0.09107,0.12073
263,263,1995,3rd Quintile,East,Comp. time,0.43063,198,5464,0.40484,0.471
264,264,1995,3rd Quintile,East,Some of both,0.18937,83,5464,0.16459,0.22345
265,265,1995,3rd Quintile,East,Paid,0.25273,106,5464,0.22308,0.29017
266,266,1995,3rd Quintile,East,Not compensated,0.12727,59,5464,0.10735,0.15111
267,267,1995,4th Quintile,West,Comp. time,0.38966,373,5464,0.36336,0.41582
268,268,1995,4th Quintile,West,Some of both,0.16887,183,5464,0.15113,0.1859
269,269,1995,4th Quintile,West,Paid,0.30608,315,5464,0.28294,0.32891
270,270,1995,4th Quintile,West,Not compensated,0.13539,117,5464,0.11871,0.15087
271,271,1995,4th Quintile,East,Comp. time,0.35176,144,5464,0.31711,0.3841
272,272,1995,4th Quintile,East,Some of both,0.18945,74,5464,0.1686,0.2185
273,273,1995,4th Quintile,East,Paid,0.25356,86,5464,0.22034,0.2955
274,274,1995,4th Quintile,East,Not compensated,0.20523,88,5464,0.18174,0.23655
275,275,1995,5th Quintile,West,Comp. time,0.37913,429,5464,0.3531,0.40274
276,276,1995,5th Quintile,West,Some of both,0.20318,232,5464,0.18634,0.22159
277,277,1995,5th Quintile,West,Paid,0.1612,195,5464,0.14752,0.17663
278,278,1995,5th Quintile,West,Not compensated,0.25649,253,5464,0.23632,0.27385
279,279,1995,5th Quintile,East,Comp. time,0.41413,65,5464,0.34971,0.48151
280,280,1995,5th Quintile,East,Some of both,0.20287,41,5464,0.17186,0.24438
281,281,1995,5th Quintile,East,Not compensated,0.383,52,5464,0.31503,0.44164
282,282,1996,1st Quintile,West,Comp. time,0.41156,136,5238,0.3659,0.46426
283,283,1996,1st Quintile,West,Some of both,0.16802,56,5238,0.12935,0.20719
284,284,1996,1st Quintile,West,Paid,0.42041,180,5238,0.36556,0.46703
285,285,1996,1st Quintile,East,Comp. time,0.60642,92,5238,0.54484,0.67633
286,286,1996,1st Quintile,East,Paid,0.39358,54,5238,0.33315,0.45366
287,287,1996,2nd Quintile,West,Comp. time,0.36676,213,5238,0.33196,0.40754
288,288,1996,2nd Quintile,West,Some of both,0.16112,100,5238,0.13713,0.187
289,289,1996,2nd Quintile,West,Paid,0.39046,250,5238,0.35374,0.43033
290,290,1996,2nd Quintile,West,Not compensated,0.08166,37,5238,0.05627,0.10829
291,291,1996,2nd Quintile,East,Comp. time,0.40857,162,5238,0.37154,0.4523
292,292,1996,2nd Quintile,East,Some of both,0.168,65,5238,0.14423,0.19666
293,293,1996,2nd Quintile,East,Paid,0.30931,111,5238,0.26218,0.35181
294,294,1996,2nd Quintile,East,Not compensated,0.11412,49,5238,0.09831,0.13589
295,295,1996,3rd Quintile,West,Comp. time,0.45517,331,5238,0.42151,0.4904
296,296,1996,3rd Quintile,West,Some of both,0.1436,113,5238,0.12555,0.16243
297,297,1996,3rd Quintile,West,Paid,0.30476,256,5238,0.27778,0.3308
298,298,1996,3rd Quintile,West,Not compensated,0.09647,64,5238,0.07992,0.11887
299,299,1996,3rd Quintile,East,Comp. time,0.40261,177,5238,0.36978,0.43221
300,300,1996,3rd Quintile,East,Some of both,0.18706,75,5238,0.16043,0.22025
301,301,1996,3rd Quintile,East,Paid,0.2322,88,5238,0.20231,0.26514
302,302,1996,3rd Quintile,East,Not compensated,0.17813,71,5238,0.1532,0.21141
303,303,1996,4th Quintile,West,Comp. time,0.44371,413,5238,0.41566,0.47207
304,304,1996,4th Quintile,West,Some of both,0.18863,173,5238,0.16955,0.20867
305,305,1996,4th Quintile,West,Paid,0.24675,282,5238,0.22631,0.26979
306,306,1996,4th Quintile,West,Not compensated,0.12092,118,5238,0.10601,0.13651
307,307,1996,4th Quintile,East,Comp. time,0.46823,181,5238,0.43547,0.51121
308,308,1996,4th Quintile,East,Some of both,0.15567,56,5238,0.13384,0.18319
309,309,1996,4th Quintile,East,Paid,0.18539,73,5238,0.16087,0.20841
310,310,1996,4th Quintile,East,Not compensated,0.19071,79,5238,0.16565,0.2176
311,311,1996,5th Quintile,West,Comp. time,0.40828,434,5238,0.38308,0.43462
312,312,1996,5th Quintile,West,Some of both,0.1658,171,5238,0.14788,0.18286
313,313,1996,5th Quintile,West,Paid,0.15128,152,5238,0.13444,0.167
314,314,1996,5th Quintile,West,Not compensated,0.27464,252,5238,0.25682,0.29591
315,315,1996,5th Quintile,East,Comp. time,0.38161,65,5238,0.31783,0.44811
316,316,1996,5th Quintile,East,Some of both,0.19443,41,5238,0.16878,0.23528
317,317,1996,5th Quintile,East,Not compensated,0.42396,68,5238,0.37058,0.49138
318,318,1997,1st Quintile,West,Comp. time,0.42433,95,4554,0.35489,0.48923
319,319,1997,1st Quintile,West,Some of both,0.18763,56,4554,0.1394,0.24845
320,320,1997,1st Quintile,West,Paid,0.22603,80,4554,0.1801,0.27357
321,321,1997,1st Quintile,West,Not compensated,0.16202,33,4554,0.12564,0.2021
322,322,1997,1st Quintile,East,Comp. time,0.47348,76,4554,0.41657,0.54858
323,323,1997,1st Quintile,East,Some of both,0.26226,40,4554,0.20618,0.33599
324,324,1997,1st Quintile,East,Paid,0.26425,40,4554,0.22491,0.31396
325,325,1997,2nd Quintile,West,Comp. time,0.40571,192,4554,0.36076,0.45156
326,326,1997,2nd Quintile,West,Some of both,0.21174,100,4554,0.17691,0.24025
327,327,1997,2nd Quintile,West,Paid,0.26389,158,4554,0.23612,0.29001
328,328,1997,2nd Quintile,West,Not compensated,0.11865,49,4554,0.09103,0.14395
329,329,1997,2nd Quintile,East,Comp. time,0.41292,147,4554,0.36971,0.45098
330,330,1997,2nd Quintile,East,Some of both,0.22647,78,4554,0.19284,0.26129
331,331,1997,2nd Quintile,East,Paid,0.19848,63,4554,0.16803,0.23077
332,332,1997,2nd Quintile,East,Not compensated,0.16213,51,4554,0.13681,0.1912
