year,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Upper Secondary Level,Some of both,0.06118,521,3472,0.05321,0.06915
1990,Upper Secondary Level,Paid,0.18014,1519,3472,0.16735,0.19292
1990,Upper Secondary Level,Not compensated,0.04570,271,3472,0.03875,0.05264
1990,Post-secondary Non-tertiary Level,Comp. time,0.18330,59,151,0.12138,0.24522
1990,Post-secondary Non-tertiary Level,Some of both,0.09623,31,151,0.04904,0.14343
1990,Post-secondary Non-tertiary Level,Paid,0.10962,61,151,0.05962,0.15962
1990,First Stage of Tertiary Education,Comp. time,0.16681,146,390,0.12976,0.20386
1990,First Stage of Tertiary Education,Some of both,0.09998,81,390,0.07017,0.12979
1990,First Stage of Tertiary Education,Paid,0.11365,116,390,0.08211,0.14520
1990,First Stage of Tertiary Education,Not compensated,0.07000,47,390,0.04464,0.09535
1990,Second Stage of Tertiary Education,Comp. time,0.18211,370,1045,0.15870,0.20552
1990,Second Stage of Tertiary Education,Some of both,0.08619,154,1045,0.06916,0.10321
1990,Second Stage of Tertiary Education,Paid,0.07009,166,1045,0.05460,0.08557
1990,Second Stage of Tertiary Education,Not compensated,0.23054,355,1045,0.20499,0.25608
1991,Primary Level,Paid,0.21664,137,137,0.14740,0.28587
1991,Lower Secondary Level,Comp. time,0.07265,213,831,0.05499,0.09031
1991,Lower Secondary Level,Some of both,0.02614,104,831,0.01529,0.03699
1991,Lower Secondary Level,Paid,0.11996,456,831,0.09786,0.14207
1991,Lower Secondary Level,Not compensated,0.02029,58,831,0.01070,0.02989
1991,Upper Secondary Level,Comp. time,0.15604,1185,3151,0.14337,0.16872
1991,Upper Secondary Level,Some of both,0.06652,478,3151,0.05782,0.07522
1991,Upper Secondary Level,Paid,0.16084,1212,3151,0.14801,0.17367
1991,Upper Secondary Level,Not compensated,0.04682,276,3151,0.03944,0.05420
1991,Post-secondary Non-tertiary Level,Comp. time,0.21455,69,126,0.14258,0.28652
1991,Post-secondary Non-tertiary Level,Paid,0.12030,57,126,0.06327,0.17733
1991,First Stage of Tertiary Education,Comp. time,0.18147,151,355,0.14132,0.22162
1991,First Stage of Tertiary Education,Some of both,0.07765,61,355,0.04977,0.10552
1991,First Stage of Tertiary Education,Paid,0.10844,90,355,0.07605,0.14083
1991,First Stage of Tertiary Education,Not compensated,0.07778,53,355,0.04988,0.10568
1991,Second Stage of Tertiary Education,Comp. time,0.17680,351,953,0.15256,0.20103
1991,Second Stage of Tertiary Education,Some of both,0.07231,121,953,0.05585,0.08876
1991,Second Stage of Tertiary Education,Paid,0.06348,115,953,0.04799,0.07896
1991,Second Stage of Tertiary Education,Not compensated,0.21735,366,953,0.19115,0.24355
1992,Primary Level,Paid,0.17875,107,107,0.10581,0.25169
1992,Lower Secondary Level,Comp. time,0.07165,206,754,0.05323,0.09007
1992,Lower Secondary Level,Some of both,0.02764,99,754,0.01593,0.03935
1992,Lower Secondary Level,Paid,0.10755,393,754,0.08542,0.12968
1992,Lower Secondary Level,Not compensated,0.01762,56,754,0.00823,0.02702
1992,Upper Secondary Level,Comp. time,0.14757,1069,2980,0.13483,0.16030
1992,Upper Secondary Level,Some of both,0.07276,524,2980,0.06343,0.08208
1992,Upper Secondary Level,Paid,0.15179,1130,2980,0.13891,0.16468
1992,Upper Secondary Level,Not compensated,0.04223,257,2980,0.03500,0.04945
1992,Post-secondary Non-tertiary Level,Comp. time,0.18539,68,148,0.12257,0.24821
1992,Post-secondary Non-tertiary Level,Paid,0.10955,46,148,0.05906,0.16004
1992,Post-secondary Non-tertiary Level,Not compensated,0.08567,34,148,0.04043,0.13091
1992,First Stage of Tertiary Education,Comp. time,0.17570,135,365,0.13661,0.21480
1992,First Stage of Tertiary Education,Some of both,0.10043,85,365,0.06955,0.13131
1992,First Stage of Tertiary Education,Paid,0.09793,87,365,0.06739,0.12846
1992,First Stage of Tertiary Education,Not compensated,0.07254,58,365,0.04589,0.09919
1992,Second Stage of Tertiary Education,Comp. time,0.16736,315,886,0.14276,0.19195
1992,Second Stage of Tertiary Education,Some of both,0.07884,126,886,0.06109,0.09660
1992,Second Stage of Tertiary Education,Paid,0.04380,83,886,0.03032,0.05728
1992,Second Stage of Tertiary Education,Not compensated,0.21221,362,886,0.18528,0.23915
1993,Primary Level,Paid,0.18009,104,104,0.10588,0.25430
1993,Lower Secondary Level,Comp. time,0.06503,195,706,0.04683,0.08323
1993,Lower Secondary Level,Some of both,0.02970,100,706,0.01717,0.04223
1993,Lower Secondary Level,Paid,0.10849,353,706,0.08553,0.13145
1993,Lower Secondary Level,Not compensated,0.01967,58,706,0.00942,0.02992
1993,Upper Secondary Level,Comp. time,0.14418,1027,2896,0.13138,0.15697
1993,Upper Secondary Level,Some of both,0.06907,507,2896,0.05984,0.07831
1993,Upper Secondary Level,Paid,0.14456,1071,2896,0.13175,0.15737
1993,Upper Secondary Level,Not compensated,0.04913,291,2896,0.04126,0.05701
1993,Post-secondary Non-tertiary Level,Comp. time,0.21159,77,148,0.14557,0.27762
1993,Post-secondary Non-tertiary Level,Paid,0.09013,38,148,0.04384,0.13643
1993,Post-secondary Non-tertiary Level,Not compensated,0.07957,33,148,0.03582,0.12332
1993,First Stage of Tertiary Education,Comp. time,0.17778,137,336,0.13683,0.21872
1993,First Stage of Tertiary Education,Some of both,0.08905,78,336,0.05855,0.11955
1993,First Stage of Tertiary Education,Paid,0.08064,71,336,0.05148,0.10980
1993,First Stage of Tertiary Education,Not compensated,0.06858,50,336,0.04151,0.09564
1993,Second Stage of Tertiary Education,Comp. time,0.15924,309,912,0.13548,0.18301
1993,Second Stage of Tertiary Education,Some of both,0.07906,145,912,0.06154,0.09658
1993,Second Stage of Tertiary Education,Paid,0.05562,95,912,0.04074,0.07051
1993,Second Stage of Tertiary Education,Not compensated,0.21561,363,912,0.18890,0.24232
1994,Primary Level,Paid,0.16522,85,85,0.08580,0.24465
1994,Lower Secondary Level,Comp. time,0.06680,189,634,0.04735,0.08625
1994,Lower Secondary Level,Some of both,0.03362,95,634,0.01958,0.04766
1994,Lower Secondary Level,Paid,0.09436,296,634,0.07159,0.11713
1994,Lower Secondary Level,Not compensated,0.01471,54,634,0.00533,0.02408
1994,Upper Secondary Level,Comp. time,0.16205,1125,2873,0.14857,0.17553
1994,Upper Secondary Level,Some of both,0.07389,524,2873,0.06432,0.08346
1994,Upper Secondary Level,Paid,0.13281,958,2873,0.12040,0.14522
1994,Upper Secondary Level,Not compensated,0.04416,266,2873,0.03665,0.05168
1994,Post-secondary Non-tertiary Level,Comp. time,0.21417,86,162,0.15080,0.27754
1994,Post-secondary Non-tertiary Level,Some of both,0.09568,40,162,0.05024,0.14112
1994,Post-secondary Non-tertiary Level,Paid,0.09796,36,162,0.05204,0.14387
1994,First Stage of Tertiary Education,Comp. time,0.18715,146,351,0.14628,0.22801
1994,First Stage of Tertiary Education,Some of both,0.08142,77,351,0.05277,0.11007
1994,First Stage of Tertiary Education,Paid,0.08966,71,351,0.05973,0.11959
1994,First Stage of Tertiary Education,Not compensated,0.06778,57,351,0.04144,0.09411
1994,Second Stage of Tertiary Education,Comp. time,0.15955,316,925,0.13594,0.18316
1994,Second Stage of Tertiary Education,Some of both,0.08036,145,925,0.06283,0.09788
1994,Second Stage of Tertiary Education,Paid,0.04867,84,925,0.03480,0.06254
1994,Second Stage of Tertiary Education,Not compensated,0.22393,380,925,0.19705,0.25081
1995,Primary Level,Paid,0.14289,73,73,0.06205,0.22372
1995,Lower Secondary Level,Comp. time,0.06545,194,657,0.04653,0.08438
1995,Lower Secondary Level,Some of both,0.02510,89,657,0.01313,0.03707
1995,Lower Secondary Level,Paid,0.09486,319,657,0.07244,0.11729
1995,Lower Secondary Level,Not compensated,0.01787,55,657,0.00773,0.02801
1995,Upper Secondary Level,Comp. time,0.16396,1171,3036,0.15079,0.17713
1995,Upper Secondary Level,Some of both,0.07687,575,3036,0.06739,0.08635
1995,Upper Secondary Level,Paid,0.13325,1023,3036,0.12116,0.14534
1995,Upper Secondary Level,Not compensated,0.04342,267,3036,0.03617,0.05067
1995,Post-secondary Non-tertiary Level,Comp. time,0.21012,95,197,0.15308,0.26715
1995,Post-secondary Non-tertiary Level,Some of both,0.09993,47,197,0.05794,0.14191
1995,Post-secondary Non-tertiary Level,Paid,0.10001,55,197,0.05801,0.14201
1995,First Stage of Tertiary Education,Comp. time,0.17863,156,378,0.13996,0.21730
1995,First Stage of Tertiary Education,Some of both,0.09815,86,378,0.06811,0.12818
1995,First Stage of Tertiary Education,Paid,0.08791,74,378,0.05932,0.11649
1995,First Stage of Tertiary Education,Not compensated,0.07163,62,378,0.04560,0.09766
1995,Second Stage of Tertiary Education,Comp. time,0.17001,358,1000,0.14671,0.19330
1995,Second Stage of Tertiary Education,Some of both,0.08125,163,1000,0.06431,0.09820
1995,Second Stage of Tertiary Education,Paid,0.04689,90,1000,0.03378,0.06000
1995,Second Stage of Tertiary Education,Not compensated,0.22088,389,1000,0.19515,0.24660
1996,Primary Level,Comp. time,0.08513,35,97,0.02931,0.14096
1996,Primary Level,Paid,0.15294,62,97,0.08094,0.22494
1996,Lower Secondary Level,Comp. time,0.07680,223,592,0.05533,0.09826
1996,Lower Secondary Level,Some of both,0.02330,79,592,0.01113,0.03546
1996,Lower Secondary Level,Paid,0.07656,246,592,0.05513,0.09800
1996,Lower Secondary Level,Not compensated,0.01738,44,592,0.00684,0.02792
1996,Upper Secondary Level,Comp. time,0.17705,1238,2935,0.16324,0.19086
1996,Upper Secondary Level,Some of both,0.06995,516,2935,0.06072,0.07918
1996,Upper Secondary Level,Paid,0.12167,919,2935,0.10984,0.13350
1996,Upper Secondary Level,Not compensated,0.03983,262,2935,0.03276,0.04691
1996,Post-secondary Non-tertiary Level,Comp. time,0.22030,113,228,0.16638,0.27421
1996,Post-secondary Non-tertiary Level,Some of both,0.10961,42,228,0.06897,0.15025
1996,Post-secondary Non-tertiary Level,Paid,0.07805,40,228,0.04316,0.11295
1996,Post-secondary Non-tertiary Level,Not compensated,0.06336,33,228,0.03167,0.09506
1996,First Stage of Tertiary Education,Comp. time,0.20411,173,394,0.16426,0.24396
1996,First Stage of Tertiary Education,Some of both,0.09516,81,394,0.06615,0.12417
1996,First Stage of Tertiary Education,Paid,0.08180,79,394,0.05471,0.10890
1996,First Stage of Tertiary Education,Not compensated,0.07013,61,394,0.04488,0.09537
1996,Second Stage of Tertiary Education,Comp. time,0.18339,384,986,0.15923,0.20756
1996,Second Stage of Tertiary Education,Some of both,0.07655,138,986,0.05995,0.09316
1996,Second Stage of Tertiary Education,Paid,0.04157,84,986,0.02910,0.05403
1996,Second Stage of Tertiary Education,Not compensated,0.21244,380,986,0.18690,0.23799
1997,Primary Level,Comp. time,0.10066,36,36,0.00098,0.20034
1997,Lower Secondary Level,Comp. time,0.07189,207,494,0.04909,0.09469
1997,Lower Secondary Level,Some of both,0.03109,107,494,0.01577,0.04641
1997,Lower Secondary Level,Paid,0.03976,140,494,0.02251,0.05701
1997,Lower Secondary Level,Not compensated,0.01546,40,494,0.00457,0.02634
1997,Upper Secondary Level,Comp. time,0.15002,1042,2437,0.13584,0.16420
1997,Upper Secondary Level,Some of both,0.07293,554,2437,0.06261,0.08326
1997,Upper Secondary Level,Paid,0.07427,564,2437,0.06386,0.08468
1997,Upper Secondary Level,Not compensated,0.04694,277,2437,0.03854,0.05533
1997,Post-secondary Non-tertiary Level,Comp. time,0.21351,100,158,0.14941,0.27761
1997,Post-secondary Non-tertiary Level,Some of both,0.13876,58,158,0.08469,0.19284
1997,First Stage of Tertiary Education,Comp. time,0.22142,173,361,0.17853,0.26431
1997,First Stage of Tertiary Education,Some of both,0.09775,82,361,0.06707,0.12843
1997,First Stage of Tertiary Education,Paid,0.05330,51,361,0.03010,0.07651
1997,First Stage of Tertiary Education,Not compensated,0.06268,55,361,0.03765,0.08772
1997,Second Stage of Tertiary Education,Comp. time,0.17846,354,923,0.15375,0.20318
1997,Second Stage of Tertiary Education,Some of both,0.08571,154,923,0.06764,0.10378
1997,Second Stage of Tertiary Education,Paid,0.01992,47,923,0.01090,0.02894
1997,Second Stage of Tertiary Education,Not compensated,0.20339,368,923,0.17741,0.22937
1998,Lower Secondary Level,Comp. time,0.07569,231,509,0.05269,0.09869
1998,Lower Secondary Level,Some of both,0.02509,90,509,0.01149,0.03870
1998,Lower Secondary Level,Paid,0.04698,137,509,0.02858,0.06538
1998,Lower Secondary Level,Not compensated,0.01554,51,509,0.00478,0.02629
1998,Upper Secondary Level,Comp. time,0.15518,1181,2644,0.14137,0.16898
1998,Upper Secondary Level,Some of both,0.07621,636,2644,0.06609,0.08632
1998,Upper Secondary Level,Paid,0.06387,536,2644,0.05455,0.07319
1998,Upper Secondary Level,Not compensated,0.04241,291,2644,0.03473,0.05010
1998,Post-secondary Non-tertiary Level,Comp. time,0.23616,116,215,0.17925,0.29306
1998,Post-secondary Non-tertiary Level,Some of both,0.11879,61,215,0.07544,0.16214
1998,Post-secondary Non-tertiary Level,Not compensated,0.08141,38,215,0.04477,0.11805
1998,First Stage of Tertiary Education,Comp. time,0.23681,197,388,0.19445,0.27916
1998,First Stage of Tertiary Education,Some of both,0.09000,79,388,0.06148,0.11851
1998,First Stage of Tertiary Education,Paid,0.04771,49,388,0.02647,0.06894
1998,First Stage of Tertiary Education,Not compensated,0.06326,63,388,0.03901,0.08752
1998,Second Stage of Tertiary Education,Comp. time,0.17043,391,1009,0.14722,0.19364
1998,Second Stage of Tertiary Education,Some of both,0.08697,171,1009,0.06958,0.10437
1998,Second Stage of Tertiary Education,Paid,0.03310,65,1009,0.02205,0.04414
1998,Second Stage of Tertiary Education,Not compensated,0.18491,382,1009,0.16095,0.20888
1999,Lower Secondary Level,Comp. time,0.06924,206,485,0.04663,0.09186
1999,Lower Secondary Level,Some of both,0.02758,92,485,0.01299,0.04217
1999,Lower Secondary Level,Paid,0.04018,131,485,0.02268,0.05768
1999,Lower Secondary Level,Not compensated,0.01877,56,485,0.00668,0.03086
1999,Upper Secondary Level,Comp. time,0.15979,1197,2676,0.14591,0.17368
1999,Upper Secondary Level,Some of both,0.07784,627,2676,0.06769,0.08799
1999,Upper Secondary Level,Paid,0.06299,536,2676,0.05378,0.07219
1999,Upper Secondary Level,Not compensated,0.04618,316,2676,0.03822,0.05413
1999,Post-secondary Non-tertiary Level,Comp. time,0.24000,123,218,0.18317,0.29682
1999,Post-secondary Non-tertiary Level,Some of both,0.11174,61,218,0.06982,0.15365
1999,Post-secondary Non-tertiary Level,Not compensated,0.06083,34,218,0.02903,0.09263
1999,First Stage of Tertiary Education,Comp. time,0.25341,215,390,0.21018,0.29663
1999,First Stage of Tertiary Education,Some of both,0.08555,81,390,0.05775,0.11335
1999,First Stage of Tertiary Education,Paid,0.04634,44,390,0.02545,0.06724
1999,First Stage of Tertiary Education,Not compensated,0.05796,50,390,0.03474,0.08119
1999,Second Stage of Tertiary Education,Comp. time,0.17611,398,1014,0.15265,0.19957
1999,Second Stage of Tertiary Education,Some of both,0.09004,186,1014,0.07241,0.10767
1999,Second Stage of Tertiary Education,Paid,0.02395,60,1014,0.01453,0.03336
1999,Second Stage of Tertiary Education,Not compensated,0.17724,370,1014,0.15373,0.20076
2000,Lower Secondary Level,Comp. time,0.07397,296,602,0.05304,0.09489
2000,Lower Secondary Level,Some of both,0.02438,94,602,0.01205,0.03671
2000,Lower Secondary Level,Paid,0.04124,159,602,0.02534,0.05714
2000,Lower Secondary Level,Not compensated,0.01311,53,602,0.00401,0.02220
2000,Upper Secondary Level,Comp. time,0.16385,2142,4443,0.15296,0.17473
2000,Upper Secondary Level,Some of both,0.07817,1033,4443,0.07028,0.08607
2000,Upper Secondary Level,Paid,0.06098,830,4443,0.05395,0.06802
2000,Upper Secondary Level,Not compensated,0.03246,438,4443,0.02725,0.03767
2000,Post-secondary Non-tertiary Level,Comp. time,0.23020,251,487,0.19277,0.26762
2000,Post-secondary Non-tertiary Level,Some of both,0.06786,80,487,0.04550,0.09022
2000,Post-secondary Non-tertiary Level,Paid,0.05516,64,487,0.03486,0.07546
2000,Post-secondary Non-tertiary Level,Not compensated,0.07488,92,487,0.05148,0.09828
2000,First Stage of Tertiary Education,Comp. time,0.21924,428,821,0.19092,0.24756
2000,First Stage of Tertiary Education,Some of both,0.09288,188,821,0.07302,0.11275
2000,First Stage of Tertiary Education,Paid,0.04771,92,821,0.03312,0.06230
2000,First Stage of Tertiary Education,Not compensated,0.06100,113,821,0.04462,0.07738
2000,Second Stage of Tertiary Education,Comp. time,0.17723,747,1841,0.15978,0.19468
2000,Second Stage of Tertiary Education,Some of both,0.07254,292,1841,0.06069,0.08439
2000,Second Stage of Tertiary Education,Paid,0.03373,136,1841,0.02548,0.04198
2000,Second Stage of Tertiary Education,Not compensated,0.16504,666,1841,0.14808,0.18200
2001,Lower Secondary Level,Comp. time,0.06387,230,546,0.04334,0.08440
2001,Lower Secondary Level,Some of both,0.03011,108,546,0.01576,0.04446
2001,Lower Secondary Level,Paid,0.04411,150,546,0.02687,0.06135
2001,Lower Secondary Level,Not compensated,0.01653,58,546,0.00583,0.02724
2001,Upper Secondary Level,Comp. time,0.16452,1977,4148,0.15324,0.17580
2001,Upper Secondary Level,Some of both,0.07674,953,4148,0.06863,0.08484
2001,Upper Secondary Level,Paid,0.06610,807,4148,0.05854,0.07366
2001,Upper Secondary Level,Not compensated,0.03289,411,4148,0.02746,0.03832
2001,Post-secondary Non-tertiary Level,Comp. time,0.20285,214,458,0.16598,0.23972
2001,Post-secondary Non-tertiary Level,Some of both,0.10398,112,458,0.07600,0.13197
2001,Post-secondary Non-tertiary Level,Paid,0.03880,50,458,0.02109,0.05651
2001,Post-secondary Non-tertiary Level,Not compensated,0.07173,82,458,0.04808,0.09539
2001,First Stage of Tertiary Education,Comp. time,0.21258,362,729,0.18286,0.24230
2001,First Stage of Tertiary Education,Some of both,0.09635,186,729,0.07491,0.11778
2001,First Stage of Tertiary Education,Paid,0.04924,79,729,0.03352,0.06496
2001,First Stage of Tertiary Education,Not compensated,0.06101,102,729,0.04362,0.07840
2001,Second Stage of Tertiary Education,Comp. time,0.17899,706,1763,0.16109,0.19689
2001,Second Stage of Tertiary Education,Some of both,0.09170,334,1763,0.07822,0.10517
2001,Second Stage of Tertiary Education,Paid,0.03110,113,1763,0.02299,0.03920
2001,Second Stage of Tertiary Education,Not compensated,0.16164,610,1763,0.14445,0.17883
2002,Lower Secondary Level,Comp. time,0.06198,209,466,0.04006,0.08390
2002,Lower Secondary Level,Some of both,0.02757,94,466,0.01268,0.04245
2002,Lower Secondary Level,Paid,0.03331,104,466,0.01700,0.04962
2002,Lower Secondary Level,Not compensated,0.02034,59,466,0.00751,0.03317
2002,Upper Secondary Level,Comp. time,0.16014,1930,3935,0.14868,0.17160
2002,Upper Secondary Level,Some of both,0.07644,951,3935,0.06814,0.08475
2002,Upper Secondary Level,Paid,0.05048,604,3935,0.04364,0.05732
2002,Upper Secondary Level,Not compensated,0.03277,450,3935,0.02720,0.03833
2002,Post-secondary Non-tertiary Level,Comp. time,0.21117,251,505,0.17553,0.24680
2002,Post-secondary Non-tertiary Level,Some of both,0.07696,105,505,0.05369,0.10023
2002,Post-secondary Non-tertiary Level,Paid,0.05248,59,505,0.03301,0.07195
2002,Post-secondary Non-tertiary Level,Not compensated,0.06891,90,505,0.04679,0.09102
2002,First Stage of Tertiary Education,Comp. time,0.21734,388,747,0.18775,0.24694
2002,First Stage of Tertiary Education,Some of both,0.08145,161,747,0.06182,0.10108
2002,First Stage of Tertiary Education,Paid,0.04372,77,747,0.02905,0.05839
2002,First Stage of Tertiary Education,Not compensated,0.06080,121,747,0.04365,0.07795
2002,Second Stage of Tertiary Education,Comp. time,0.17356,815,2217,0.15779,0.18933
2002,Second Stage of Tertiary Education,Some of both,0.06573,332,2217,0.05541,0.07605
2002,Second Stage of Tertiary Education,Paid,0.02325,111,2217,0.01698,0.02953
