,Unnamed: 0,year,age_gr,regtyp,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
61,61,1988,46-65 y.,Urban regions,Paid,0.33455,337,3401,0.31083,0.36028
62,62,1988,46-65 y.,Urban regions,Not compensated,0.216,156,3401,0.20246,0.23025
63,63,1988,46-65 y.,Rural regions,Comp. time,0.37443,60,3401,0.34433,0.40501
64,64,1988,46-65 y.,Rural regions,Paid,0.36231,71,3401,0.32076,0.40147
65,65,1988,46-65 y.,Rural regions,Not compensated,0.26326,39,3401,0.2355,0.28687
66,66,1989,17-29 y.,Urban regions,Comp. time,0.33717,265,3590,0.30965,0.35779
67,67,1989,17-29 y.,Urban regions,Some of both,0.14302,131,3590,0.12763,0.16034
68,68,1989,17-29 y.,Urban regions,Paid,0.37469,378,3590,0.34269,0.41217
69,69,1989,17-29 y.,Urban regions,Not compensated,0.14511,113,3590,0.13205,0.1636
70,70,1989,17-29 y.,Rural regions,Comp. time,0.42133,89,3590,0.35836,0.47352
71,71,1989,17-29 y.,Rural regions,Some of both,0.17327,35,3590,0.1413,0.20943
72,72,1989,17-29 y.,Rural regions,Paid,0.4054,92,3590,0.35632,0.45759
73,73,1989,30-45 y.,Urban regions,Comp. time,0.29189,307,3590,0.27585,0.30976
74,74,1989,30-45 y.,Urban regions,Some of both,0.16261,170,3590,0.14995,0.17454
75,75,1989,30-45 y.,Urban regions,Paid,0.3581,479,3590,0.33702,0.38045
76,76,1989,30-45 y.,Urban regions,Not compensated,0.18739,185,3590,0.17386,0.19986
77,77,1989,30-45 y.,Rural regions,Comp. time,0.32762,93,3590,0.29601,0.35704
78,78,1989,30-45 y.,Rural regions,Some of both,0.18376,52,3590,0.16329,0.20561
79,79,1989,30-45 y.,Rural regions,Paid,0.34606,111,3590,0.30978,0.3835
80,80,1989,30-45 y.,Rural regions,Not compensated,0.14256,37,3590,0.12389,0.16542
81,81,1989,46-65 y.,Urban regions,Comp. time,0.31813,230,3590,0.30175,0.33462
82,82,1989,46-65 y.,Urban regions,Some of both,0.1332,114,3590,0.12032,0.14629
83,83,1989,46-65 y.,Urban regions,Paid,0.32857,363,3590,0.30608,0.3541
84,84,1989,46-65 y.,Urban regions,Not compensated,0.2201,160,3590,0.20861,0.23312
85,85,1989,46-65 y.,Rural regions,Comp. time,0.3182,56,3590,0.28352,0.35093
86,86,1989,46-65 y.,Rural regions,Paid,0.40384,85,3590,0.353,0.45098
87,87,1989,46-65 y.,Rural regions,Not compensated,0.27796,45,3590,0.24383,0.30692
88,88,1990,17-29 y.,Urban regions,Comp. time,0.34471,346,6076,0.3195,0.37115
89,89,1990,17-29 y.,Urban regions,Some of both,0.14182,163,6076,0.12668,0.15609
90,90,1990,17-29 y.,Urban regions,Paid,0.38013,455,6076,0.35244,0.40659
91,91,1990,17-29 y.,Urban regions,Not compensated,0.13334,114,6076,0.11535,0.15586
92,92,1990,17-29 y.,Rural regions,Comp. time,0.37041,246,6076,0.34402,0.39924
93,93,1990,17-29 y.,Rural regions,Some of both,0.17499,123,6076,0.15381,0.19602
94,94,1990,17-29 y.,Rural regions,Paid,0.39139,281,6076,0.35939,0.41975
95,95,1990,17-29 y.,Rural regions,Not compensated,0.06321,35,6076,0.04976,0.07794
96,96,1990,30-45 y.,Urban regions,Comp. time,0.31848,435,6076,0.29936,0.33878
97,97,1990,30-45 y.,Urban regions,Some of both,0.15976,233,6076,0.14555,0.1738
98,98,1990,30-45 y.,Urban regions,Paid,0.33857,568,6076,0.32032,0.35883
99,99,1990,30-45 y.,Urban regions,Not compensated,0.18319,232,6076,0.17129,0.19463
100,100,1990,30-45 y.,Rural regions,Comp. time,0.37163,365,6076,0.34776,0.40111
101,101,1990,30-45 y.,Rural regions,Some of both,0.17463,156,6076,0.1538,0.19468
102,102,1990,30-45 y.,Rural regions,Paid,0.35657,405,6076,0.33393,0.38143
103,103,1990,30-45 y.,Rural regions,Not compensated,0.09718,91,6076,0.08531,0.11013
104,104,1990,46-65 y.,Urban regions,Comp. time,0.32938,326,6076,0.31156,0.35066
105,105,1990,46-65 y.,Urban regions,Some of both,0.12128,157,6076,0.10997,0.13422
106,106,1990,46-65 y.,Urban regions,Paid,0.35485,457,6076,0.32925,0.38052
107,107,1990,46-65 y.,Urban regions,Not compensated,0.19449,193,6076,0.17995,0.20924
108,108,1990,46-65 y.,Rural regions,Comp. time,0.33496,229,6076,0.31015,0.36182
109,109,1990,46-65 y.,Rural regions,Some of both,0.11678,81,6076,0.09646,0.13475
110,110,1990,46-65 y.,Rural regions,Paid,0.39409,302,6076,0.36827,0.41856
111,111,1990,46-65 y.,Rural regions,Not compensated,0.15417,83,6076,0.13444,0.17377
112,112,1991,17-29 y.,Urban regions,Comp. time,0.35732,370,5665,0.33161,0.38207
113,113,1991,17-29 y.,Urban regions,Some of both,0.16698,174,5665,0.14918,0.18362
114,114,1991,17-29 y.,Urban regions,Paid,0.35933,433,5665,0.33246,0.38769
115,115,1991,17-29 y.,Urban regions,Not compensated,0.11637,93,5665,0.10312,0.13116
116,116,1991,17-29 y.,Rural regions,Comp. time,0.38306,232,5665,0.3552,0.41481
117,117,1991,17-29 y.,Rural regions,Some of both,0.14578,88,5665,0.12886,0.15984
118,118,1991,17-29 y.,Rural regions,Paid,0.37591,207,5665,0.34423,0.40953
119,119,1991,17-29 y.,Rural regions,Not compensated,0.09525,50,5665,0.07831,0.11447
120,120,1991,30-45 y.,Urban regions,Comp. time,0.32503,474,5665,0.30757,0.34676
121,121,1991,30-45 y.,Urban regions,Some of both,0.15395,220,5665,0.14103,0.16589
122,122,1991,30-45 y.,Urban regions,Paid,0.35694,597,5665,0.3365,0.37344
123,123,1991,30-45 y.,Urban regions,Not compensated,0.16408,230,5665,0.15091,0.17619
124,124,1991,30-45 y.,Rural regions,Comp. time,0.42674,393,5665,0.3954,0.45576
125,125,1991,30-45 y.,Rural regions,Some of both,0.13865,122,5665,0.12221,0.15695
126,126,1991,30-45 y.,Rural regions,Paid,0.31737,262,5665,0.29202,0.34756
127,127,1991,30-45 y.,Rural regions,Not compensated,0.11723,110,5665,0.10258,0.13142
128,128,1991,46-65 y.,Urban regions,Comp. time,0.3251,324,5665,0.30513,0.34352
129,129,1991,46-65 y.,Urban regions,Some of both,0.12413,142,5665,0.11268,0.13563
130,130,1991,46-65 y.,Urban regions,Paid,0.32577,403,5665,0.30264,0.34861
131,131,1991,46-65 y.,Urban regions,Not compensated,0.225,212,5665,0.21016,0.24043
132,132,1991,46-65 y.,Rural regions,Comp. time,0.36558,199,5665,0.33828,0.39079
133,133,1991,46-65 y.,Rural regions,Some of both,0.13644,67,5665,0.11812,0.15648
134,134,1991,46-65 y.,Rural regions,Paid,0.31613,174,5665,0.28458,0.3465
135,135,1991,46-65 y.,Rural regions,Not compensated,0.18185,89,5665,0.16286,0.20245
136,136,1992,17-29 y.,Urban regions,Comp. time,0.36899,337,5323,0.33792,0.39958
137,137,1992,17-29 y.,Urban regions,Some of both,0.17178,175,5323,0.15536,0.19176
138,138,1992,17-29 y.,Urban regions,Paid,0.35449,403,5323,0.32795,0.38474
139,139,1992,17-29 y.,Urban regions,Not compensated,0.10474,106,5323,0.09267,0.11692
140,140,1992,17-29 y.,Rural regions,Comp. time,0.41062,224,5323,0.37444,0.44361
141,141,1992,17-29 y.,Rural regions,Some of both,0.19888,90,5323,0.172,0.23157
142,142,1992,17-29 y.,Rural regions,Paid,0.29664,164,5323,0.26642,0.33207
143,143,1992,17-29 y.,Rural regions,Not compensated,0.09386,46,5323,0.08017,0.10719
144,144,1992,30-45 y.,Urban regions,Comp. time,0.33872,472,5323,0.32035,0.35898
145,145,1992,30-45 y.,Urban regions,Some of both,0.17514,260,5323,0.158,0.18742
146,146,1992,30-45 y.,Urban regions,Paid,0.33212,531,5323,0.31561,0.35086
147,147,1992,30-45 y.,Urban regions,Not compensated,0.15402,209,5323,0.13979,0.16785
148,148,1992,30-45 y.,Rural regions,Comp. time,0.35424,320,5323,0.32584,0.38552
149,149,1992,30-45 y.,Rural regions,Some of both,0.19773,156,5323,0.1781,0.22089
150,150,1992,30-45 y.,Rural regions,Paid,0.31542,255,5323,0.28958,0.35365
151,151,1992,30-45 y.,Rural regions,Not compensated,0.13261,123,5323,0.11282,0.15182
152,152,1992,46-65 y.,Urban regions,Comp. time,0.32789,295,5323,0.30663,0.35338
153,153,1992,46-65 y.,Urban regions,Some of both,0.13506,136,5323,0.12208,0.14852
154,154,1992,46-65 y.,Urban regions,Paid,0.31577,357,5323,0.2966,0.33985
155,155,1992,46-65 y.,Urban regions,Not compensated,0.22129,194,5323,0.2088,0.2367
156,156,1992,46-65 y.,Rural regions,Comp. time,0.3587,176,5323,0.33045,0.39256
157,157,1992,46-65 y.,Rural regions,Some of both,0.14148,64,5323,0.11834,0.16876
158,158,1992,46-65 y.,Rural regions,Paid,0.3157,151,5323,0.27915,0.34652
159,159,1992,46-65 y.,Rural regions,Not compensated,0.18411,79,5323,0.15564,0.21198
160,160,1993,17-29 y.,Urban regions,Comp. time,0.36689,340,5251,0.33689,0.39515
161,161,1993,17-29 y.,Urban regions,Some of both,0.17031,170,5251,0.15421,0.1864
162,162,1993,17-29 y.,Urban regions,Paid,0.34996,370,5251,0.32278,0.38252
163,163,1993,17-29 y.,Urban regions,Not compensated,0.11284,100,5251,0.09607,0.12994
164,164,1993,17-29 y.,Rural regions,Comp. time,0.40802,214,5251,0.37731,0.43838
165,165,1993,17-29 y.,Rural regions,Some of both,0.20566,108,5251,0.18302,0.23161
166,166,1993,17-29 y.,Rural regions,Paid,0.294,157,5251,0.26701,0.32518
167,167,1993,17-29 y.,Rural regions,Not compensated,0.09232,44,5251,0.0741,0.11034
168,168,1993,30-45 y.,Urban regions,Comp. time,0.33766,492,5251,0.32174,0.35681
169,169,1993,30-45 y.,Urban regions,Some of both,0.17232,257,5251,0.15821,0.18652
170,170,1993,30-45 y.,Urban regions,Paid,0.31383,513,5251,0.29618,0.33289
171,171,1993,30-45 y.,Urban regions,Not compensated,0.17618,226,5251,0.16268,0.19034
172,172,1993,30-45 y.,Rural regions,Comp. time,0.36732,320,5251,0.33773,0.39804
173,173,1993,30-45 y.,Rural regions,Some of both,0.16585,143,5251,0.14682,0.18638
174,174,1993,30-45 y.,Rural regions,Paid,0.32078,278,5251,0.29264,0.34764
175,175,1993,30-45 y.,Rural regions,Not compensated,0.14604,134,5251,0.1291,0.16838
176,176,1993,46-65 y.,Urban regions,Comp. time,0.30373,274,5251,0.28466,0.3251
177,177,1993,46-65 y.,Urban regions,Some of both,0.15554,158,5251,0.1394,0.17114
178,178,1993,46-65 y.,Urban regions,Paid,0.30688,307,5251,0.28438,0.33527
179,179,1993,46-65 y.,Urban regions,Not compensated,0.23385,208,5251,0.21493,0.25228
180,180,1993,46-65 y.,Rural regions,Comp. time,0.35754,156,5251,0.32148,0.38995
181,181,1993,46-65 y.,Rural regions,Some of both,0.12747,63,5251,0.10459,0.15504
182,182,1993,46-65 y.,Rural regions,Paid,0.29996,130,5251,0.26721,0.33521
183,183,1993,46-65 y.,Rural regions,Not compensated,0.21503,89,5251,0.19035,0.2405
184,184,1994,17-29 y.,Urban regions,Comp. time,0.40871,361,5182,0.38041,0.44075
185,185,1994,17-29 y.,Urban regions,Some of both,0.1843,160,5182,0.16338,0.20341
186,186,1994,17-29 y.,Urban regions,Paid,0.30082,320,5182,0.27734,0.32591
187,187,1994,17-29 y.,Urban regions,Not compensated,0.10617,107,5182,0.0903,0.12083
188,188,1994,17-29 y.,Rural regions,Comp. time,0.41941,210,5182,0.38573,0.45853
189,189,1994,17-29 y.,Rural regions,Some of both,0.24334,114,5182,0.20506,0.28514
190,190,1994,17-29 y.,Rural regions,Paid,0.24858,132,5182,0.22185,0.27521
191,191,1994,17-29 y.,Rural regions,Not compensated,0.08868,47,5182,0.07075,0.10402
192,192,1994,30-45 y.,Urban regions,Comp. time,0.36157,528,5182,0.34017,0.38138
193,193,1994,30-45 y.,Urban regions,Some of both,0.17353,275,5182,0.16106,0.18739
194,194,1994,30-45 y.,Urban regions,Paid,0.29102,461,5182,0.2694,0.30788
195,195,1994,30-45 y.,Urban regions,Not compensated,0.17388,226,5182,0.16032,0.1892
196,196,1994,30-45 y.,Rural regions,Comp. time,0.37,323,5182,0.34532,0.39822
197,197,1994,30-45 y.,Rural regions,Some of both,0.16899,142,5182,0.14744,0.18839
198,198,1994,30-45 y.,Rural regions,Paid,0.31503,240,5182,0.28462,0.34513
199,199,1994,30-45 y.,Rural regions,Not compensated,0.14599,132,5182,0.12671,0.16665
200,200,1994,46-65 y.,Urban regions,Comp. time,0.35663,328,5182,0.33267,0.38086
201,201,1994,46-65 y.,Urban regions,Some of both,0.14114,134,5182,0.1269,0.15539
202,202,1994,46-65 y.,Urban regions,Paid,0.28814,293,5182,0.26314,0.31337
203,203,1994,46-65 y.,Urban regions,Not compensated,0.21409,191,5182,0.19683,0.2316
204,204,1994,46-65 y.,Rural regions,Comp. time,0.35927,164,5182,0.32563,0.39656
205,205,1994,46-65 y.,Rural regions,Some of both,0.16409,80,5182,0.14254,0.18979
206,206,1994,46-65 y.,Rural regions,Paid,0.26347,120,5182,0.23445,0.2936
207,207,1994,46-65 y.,Rural regions,Not compensated,0.21317,94,5182,0.17888,0.24984
208,208,1995,17-29 y.,Urban regions,Comp. time,0.3998,350,5511,0.36726,0.42797
209,209,1995,17-29 y.,Urban regions,Some of both,0.19139,175,5511,0.17116,0.2113
210,210,1995,17-29 y.,Urban regions,Paid,0.2744,307,5511,0.25008,0.29982
211,211,1995,17-29 y.,Urban regions,Not compensated,0.13441,117,5511,0.11423,0.15828
212,212,1995,17-29 y.,Rural regions,Comp. time,0.43877,232,5511,0.40277,0.48746
213,213,1995,17-29 y.,Rural regions,Some of both,0.20613,102,5511,0.17552,0.24082
214,214,1995,17-29 y.,Rural regions,Paid,0.26323,156,5511,0.23281,0.29342
215,215,1995,17-29 y.,Rural regions,Not compensated,0.09187,49,5511,0.07537,0.10948
216,216,1995,30-45 y.,Urban regions,Comp. time,0.37577,603,5511,0.35495,0.39893
217,217,1995,30-45 y.,Urban regions,Some of both,0.17733,296,5511,0.16119,0.19101
218,218,1995,30-45 y.,Urban regions,Paid,0.27916,510,5511,0.2622,0.29734
219,219,1995,30-45 y.,Urban regions,Not compensated,0.16775,227,5511,0.15027,0.18505
220,220,1995,30-45 y.,Rural regions,Comp. time,0.37005,345,5511,0.34411,0.39859
221,221,1995,30-45 y.,Rural regions,Some of both,0.20048,181,5511,0.17923,0.22605
222,222,1995,30-45 y.,Rural regions,Paid,0.29886,257,5511,0.26816,0.32759
223,223,1995,30-45 y.,Rural regions,Not compensated,0.13062,125,5511,0.11624,0.14724
224,224,1995,46-65 y.,Urban regions,Comp. time,0.34314,322,5511,0.31826,0.36979
225,225,1995,46-65 y.,Urban regions,Some of both,0.15979,156,5511,0.14502,0.17598
226,226,1995,46-65 y.,Urban regions,Paid,0.28968,318,5511,0.26833,0.30957
227,227,1995,46-65 y.,Urban regions,Not compensated,0.20739,194,5511,0.18864,0.22802
228,228,1995,46-65 y.,Rural regions,Comp. time,0.36989,181,5511,0.3299,0.40245
229,229,1995,46-65 y.,Rural regions,Some of both,0.13536,82,5511,0.11413,0.16106
230,230,1995,46-65 y.,Rural regions,Paid,0.25915,121,5511,0.23254,0.29051
231,231,1995,46-65 y.,Rural regions,Not compensated,0.23559,105,5511,0.20375,0.26594
232,232,1996,17-29 y.,Urban regions,Comp. time,0.43345,370,5337,0.39804,0.47095
233,233,1996,17-29 y.,Urban regions,Some of both,0.14679,141,5337,0.13066,0.16494
234,234,1996,17-29 y.,Urban regions,Paid,0.2839,249,5337,0.25686,0.3163
235,235,1996,17-29 y.,Urban regions,Not compensated,0.13587,110,5337,0.11358,0.16259
236,236,1996,17-29 y.,Rural regions,Comp. time,0.47638,234,5337,0.4267,0.52444
237,237,1996,17-29 y.,Rural regions,Some of both,0.18939,92,5337,0.15828,0.22783
238,238,1996,17-29 y.,Rural regions,Paid,0.25214,125,5337,0.22077,0.29286
239,239,1996,17-29 y.,Rural regions,Not compensated,0.08209,44,5337,0.06576,0.1042
240,240,1996,30-45 y.,Urban regions,Comp. time,0.41587,675,5337,0.39503,0.44267
241,241,1996,30-45 y.,Urban regions,Some of both,0.19699,303,5337,0.17891,0.21254
242,242,1996,30-45 y.,Urban regions,Paid,0.23733,455,5337,0.223,0.2546
243,243,1996,30-45 y.,Urban regions,Not compensated,0.14982,232,5337,0.13459,0.16605
244,244,1996,30-45 y.,Rural regions,Comp. time,0.39773,357,5337,0.36777,0.43269
245,245,1996,30-45 y.,Rural regions,Some of both,0.17667,151,5337,0.1532,0.19951
246,246,1996,30-45 y.,Rural regions,Paid,0.30812,268,5337,0.28204,0.34336
247,247,1996,30-45 y.,Rural regions,Not compensated,0.11748,121,5337,0.10045,0.13372
248,248,1996,46-65 y.,Urban regions,Comp. time,0.40601,371,5337,0.37549,0.4378
249,249,1996,46-65 y.,Urban regions,Some of both,0.13468,128,5337,0.11891,0.15031
250,250,1996,46-65 y.,Urban regions,Paid,0.23764,241,5337,0.21635,0.25832
251,251,1996,46-65 y.,Urban regions,Not compensated,0.22167,187,5337,0.19855,0.24496
252,252,1996,46-65 y.,Rural regions,Comp. time,0.41816,195,5337,0.37914,0.46585
253,253,1996,46-65 y.,Rural regions,Some of both,0.12542,63,5337,0.10371,0.14968
254,254,1996,46-65 y.,Rural regions,Paid,0.23817,126,5337,0.21106,0.27081
255,255,1996,46-65 y.,Rural regions,Not compensated,0.21825,99,5337,0.1813,0.24688
256,256,1997,17-29 y.,Urban regions,Comp. time,0.44129,319,4584,0.40511,0.48608
257,257,1997,17-29 y.,Urban regions,Some of both,0.19724,145,4584,0.16611,0.22875
258,258,1997,17-29 y.,Urban regions,Paid,0.19275,150,4584,0.16919,0.21722
259,259,1997,17-29 y.,Urban regions,Not compensated,0.16872,96,4584,0.13729,0.19779
260,260,1997,17-29 y.,Rural regions,Comp. time,0.48213,228,4584,0.43814,0.54113
261,261,1997,17-29 y.,Rural regions,Some of both,0.23931,105,4584,0.19757,0.28085
262,262,1997,17-29 y.,Rural regions,Paid,0.16603,72,4584,0.13928,0.20075
263,263,1997,17-29 y.,Rural regions,Not compensated,0.11253,44,4584,0.08175,0.15393
264,264,1997,30-45 y.,Urban regions,Comp. time,0.41573,578,4584,0.38616,0.44245
265,265,1997,30-45 y.,Urban regions,Some of both,0.2394,343,4584,0.22029,0.26063
266,266,1997,30-45 y.,Urban regions,Paid,0.16594,292,4584,0.15261,0.18226
267,267,1997,30-45 y.,Urban regions,Not compensated,0.17892,239,4584,0.16315,0.19782
268,268,1997,30-45 y.,Rural regions,Comp. time,0.45772,338,4584,0.42329,0.49324
269,269,1997,30-45 y.,Rural regions,Some of both,0.19047,156,4584,0.17104,0.21252
270,270,1997,30-45 y.,Rural regions,Paid,0.19659,147,4584,0.17348,0.21981
271,271,1997,30-45 y.,Rural regions,Not compensated,0.15522,113,4584,0.13602,0.18086
272,272,1997,46-65 y.,Urban regions,Comp. time,0.42738,320,4584,0.39855,0.46001
273,273,1997,46-65 y.,Urban regions,Some of both,0.16046,135,4584,0.13953,0.18298
274,274,1997,46-65 y.,Urban regions,Paid,0.15758,137,4584,0.13763,0.17981
275,275,1997,46-65 y.,Urban regions,Not compensated,0.25458,176,4584,0.22662,0.28372
276,276,1997,46-65 y.,Rural regions,Comp. time,0.43138,176,4584,0.38302,0.47547
277,277,1997,46-65 y.,Rural regions,Some of both,0.19421,89,4584,0.16143,0.23741
278,278,1997,46-65 y.,Rural regions,Paid,0.1492,76,4584,0.12446,0.17556
279,279,1997,46-65 y.,Rural regions,Not compensated,0.22521,110,4584,0.19618,0.26088
280,280,1998,17-29 y.,Urban regions,Comp. time,0.43962,308,5013,0.3968,0.47266
281,281,1998,17-29 y.,Urban regions,Some of both,0.24253,185,5013,0.2203,0.27407
282,282,1998,17-29 y.,Urban regions,Paid,0.1843,146,5013,0.16696,0.20596
283,283,1998,17-29 y.,Urban regions,Not compensated,0.13356,91,5013,0.11392,0.15591
284,284,1998,17-29 y.,Rural regions,Comp. time,0.47669,224,5013,0.43146,0.52208
285,285,1998,17-29 y.,Rural regions,Some of both,0.22088,101,5013,0.1931,0.24871
286,286,1998,17-29 y.,Rural regions,Paid,0.17942,72,5013,0.14979,0.20692
287,287,1998,17-29 y.,Rural regions,Not compensated,0.12301,59,5013,0.09528,0.15719
288,288,1998,30-45 y.,Urban regions,Comp. time,0.42609,672,5013,0.40568,0.45239
289,289,1998,30-45 y.,Urban regions,Some of both,0.21778,338,5013,0.20211,0.23674
290,290,1998,30-45 y.,Urban regions,Paid,0.17266,290,5013,0.15684,0.19032
291,291,1998,30-45 y.,Urban regions,Not compensated,0.18347,281,5013,0.16978,0.20299
292,292,1998,30-45 y.,Rural regions,Comp. time,0.45743,402,5013,0.43079,0.48368
293,293,1998,30-45 y.,Rural regions,Some of both,0.21813,196,5013,0.19488,0.24347
294,294,1998,30-45 y.,Rural regions,Paid,0.16923,150,5013,0.14714,0.19417
295,295,1998,30-45 y.,Rural regions,Not compensated,0.15522,130,5013,0.13302,0.17907
296,296,1998,46-65 y.,Urban regions,Comp. time,0.45266,381,5013,0.42679,0.48353
297,297,1998,46-65 y.,Urban regions,Some of both,0.15749,154,5013,0.1424,0.1734
298,298,1998,46-65 y.,Urban regions,Paid,0.15022,130,5013,0.13353,0.16881
299,299,1998,46-65 y.,Urban regions,Not compensated,0.23963,190,5013,0.21351,0.26729
300,300,1998,46-65 y.,Rural regions,Comp. time,0.46574,225,5013,0.42903,0.51325
301,301,1998,46-65 y.,Rural regions,Some of both,0.21087,107,5013,0.1903,0.24222
302,302,1998,46-65 y.,Rural regions,Paid,0.14579,84,5013,0.12857,0.16691
303,303,1998,46-65 y.,Rural regions,Not compensated,0.17759,97,5013,0.15484,0.20371
304,304,1999,17-29 y.,Urban regions,Comp. time,0.45346,301,4943,0.41635,0.49422
305,305,1999,17-29 y.,Urban regions,Some of both,0.21146,165,4943,0.18623,0.23496
