,Unnamed: 0,year,age_gr,pgisced97,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
118,118,1989,30-45 y.,Primary Level,Paid,1.0,54,3051,0.81117,1.30818
119,119,1989,30-45 y.,Lower Secondary Level,Comp. time,0.23548,31,3051,0.189,0.2886
120,120,1989,30-45 y.,Lower Secondary Level,Paid,0.76452,136,3051,0.66281,0.87128
121,121,1989,30-45 y.,Upper Secondary Level,Comp. time,0.32998,251,3051,0.31173,0.34994
122,122,1989,30-45 y.,Upper Secondary Level,Some of both,0.16259,122,3051,0.15136,0.17396
123,123,1989,30-45 y.,Upper Secondary Level,Paid,0.3953,332,3051,0.37273,0.41651
124,124,1989,30-45 y.,Upper Secondary Level,Not compensated,0.11213,83,3051,0.09958,0.12319
125,125,1989,30-45 y.,First Stage of Tertiary Education,Comp. time,1.0,41,3051,0.87392,1.11254
126,126,1989,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.23657,48,3051,0.20564,0.27606
127,127,1989,30-45 y.,Second Stage of Tertiary Education,Some of both,0.18886,35,3051,0.1574,0.21358
128,128,1989,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.57457,99,3051,0.51878,0.62073
129,129,1989,46-65 y.,Primary Level,Paid,1.0,53,3051,0.84814,1.21281
130,130,1989,46-65 y.,Lower Secondary Level,Comp. time,0.40884,53,3051,0.35823,0.46319
131,131,1989,46-65 y.,Lower Secondary Level,Paid,0.59116,127,3051,0.52207,0.67089
132,132,1989,46-65 y.,Upper Secondary Level,Comp. time,0.34372,181,3051,0.32339,0.36193
133,133,1989,46-65 y.,Upper Secondary Level,Some of both,0.12321,72,3051,0.11085,0.13615
134,134,1989,46-65 y.,Upper Secondary Level,Paid,0.35812,232,3051,0.33933,0.38547
135,135,1989,46-65 y.,Upper Secondary Level,Not compensated,0.17495,85,3051,0.16129,0.19049
136,136,1989,46-65 y.,Second Stage of Tertiary Education,Not compensated,1.0,72,3051,0.92849,1.07852
137,137,1990,17-29 y.,Lower Secondary Level,Comp. time,0.32152,101,5635,0.26879,0.3597
138,138,1990,17-29 y.,Lower Secondary Level,Some of both,0.14461,56,5635,0.11857,0.17133
139,139,1990,17-29 y.,Lower Secondary Level,Paid,0.41172,164,5635,0.35151,0.4638
140,140,1990,17-29 y.,Lower Secondary Level,Not compensated,0.12215,34,5635,0.08864,0.15701
141,141,1990,17-29 y.,Upper Secondary Level,Comp. time,0.34412,350,5635,0.32141,0.36953
142,142,1990,17-29 y.,Upper Secondary Level,Some of both,0.15448,179,5635,0.13964,0.17089
143,143,1990,17-29 y.,Upper Secondary Level,Paid,0.41679,479,5635,0.38835,0.44538
144,144,1990,17-29 y.,Upper Secondary Level,Not compensated,0.0846,74,5635,0.07215,0.09694
145,145,1990,17-29 y.,Post-secondary Non-tertiary Level,Comp. time,1.0,32,5635,0.77568,1.2141
146,146,1990,17-29 y.,Second Stage of Tertiary Education,Comp. time,1.0,72,5635,0.88481,1.15794
147,147,1990,30-45 y.,Primary Level,Paid,1.0,48,5635,0.79049,1.25886
148,148,1990,30-45 y.,Lower Secondary Level,Comp. time,0.27733,40,5635,0.22527,0.34727
149,149,1990,30-45 y.,Lower Secondary Level,Paid,0.72267,147,5635,0.64218,0.81558
150,150,1990,30-45 y.,Upper Secondary Level,Comp. time,0.34609,468,5635,0.32629,0.36489
151,151,1990,30-45 y.,Upper Secondary Level,Some of both,0.15293,221,5635,0.13822,0.16633
152,152,1990,30-45 y.,Upper Secondary Level,Paid,0.39726,596,5635,0.37705,0.41778
153,153,1990,30-45 y.,Upper Secondary Level,Not compensated,0.10372,114,5635,0.09311,0.11308
154,154,1990,30-45 y.,First Stage of Tertiary Education,Comp. time,0.3975,68,5635,0.33616,0.4577
155,155,1990,30-45 y.,First Stage of Tertiary Education,Some of both,0.3031,42,5635,0.2494,0.36609
156,156,1990,30-45 y.,First Stage of Tertiary Education,Paid,0.2994,61,5635,0.25886,0.34446
157,157,1990,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.34417,206,5635,0.30235,0.38637
158,158,1990,30-45 y.,Second Stage of Tertiary Education,Some of both,0.1661,85,5635,0.13467,0.19469
159,159,1990,30-45 y.,Second Stage of Tertiary Education,Paid,0.11417,93,5635,0.1006,0.12835
160,160,1990,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.37557,178,5635,0.33464,0.417
161,161,1990,46-65 y.,Primary Level,Paid,1.0,47,5635,0.81084,1.16025
162,162,1990,46-65 y.,Lower Secondary Level,Comp. time,0.32667,63,5635,0.2704,0.37365
163,163,1990,46-65 y.,Lower Secondary Level,Some of both,0.12726,32,5635,0.09639,0.16874
164,164,1990,46-65 y.,Lower Secondary Level,Paid,0.54607,167,5635,0.48332,0.61507
165,165,1990,46-65 y.,Upper Secondary Level,Comp. time,0.36821,341,5635,0.34759,0.38894
166,166,1990,46-65 y.,Upper Secondary Level,Some of both,0.10591,121,5635,0.09477,0.11692
167,167,1990,46-65 y.,Upper Secondary Level,Paid,0.40949,443,5635,0.38586,0.43134
168,168,1990,46-65 y.,Upper Secondary Level,Not compensated,0.1164,81,5635,0.10237,0.12831
169,169,1990,46-65 y.,First Stage of Tertiary Education,Comp. time,0.57835,49,5635,0.51302,0.64326
170,170,1990,46-65 y.,First Stage of Tertiary Education,Paid,0.42165,39,5635,0.3524,0.52193
171,171,1990,46-65 y.,Second Stage of Tertiary Education,Comp. time,0.24075,92,5635,0.20805,0.28069
172,172,1990,46-65 y.,Second Stage of Tertiary Education,Some of both,0.12577,47,5635,0.108,0.14559
173,173,1990,46-65 y.,Second Stage of Tertiary Education,Paid,0.11843,50,5635,0.10168,0.14353
174,174,1990,46-65 y.,Second Stage of Tertiary Education,Not compensated,0.51506,155,5635,0.47786,0.56543
175,175,1991,17-29 y.,Lower Secondary Level,Comp. time,0.31708,97,5191,0.27025,0.36456
176,176,1991,17-29 y.,Lower Secondary Level,Some of both,0.12536,54,5191,0.10385,0.14524
177,177,1991,17-29 y.,Lower Secondary Level,Paid,0.44324,170,5191,0.38305,0.50246
178,178,1991,17-29 y.,Lower Secondary Level,Not compensated,0.11432,33,5191,0.08805,0.14224
179,179,1991,17-29 y.,Upper Secondary Level,Comp. time,0.35882,361,5191,0.33511,0.38511
180,180,1991,17-29 y.,Upper Secondary Level,Some of both,0.18361,166,5191,0.16557,0.20188
181,181,1991,17-29 y.,Upper Secondary Level,Paid,0.37086,377,5191,0.34497,0.3971
182,182,1991,17-29 y.,Upper Secondary Level,Not compensated,0.08671,67,5191,0.07398,0.10219
183,183,1991,17-29 y.,Post-secondary Non-tertiary Level,Comp. time,1.0,39,5191,0.83813,1.14872
184,184,1991,17-29 y.,First Stage of Tertiary Education,Comp. time,1.0,32,5191,0.8178,1.20348
185,185,1991,17-29 y.,Second Stage of Tertiary Education,Comp. time,1.0,62,5191,0.87115,1.15537
186,186,1991,30-45 y.,Primary Level,Paid,1.0,61,5191,0.77482,1.21564
187,187,1991,30-45 y.,Lower Secondary Level,Comp. time,0.268,49,5191,0.21579,0.33585
188,188,1991,30-45 y.,Lower Secondary Level,Paid,0.732,146,5191,0.65936,0.8143
189,189,1991,30-45 y.,Upper Secondary Level,Comp. time,0.36428,511,5191,0.34699,0.38651
190,190,1991,30-45 y.,Upper Secondary Level,Some of both,0.15457,202,5191,0.1401,0.16688
191,191,1991,30-45 y.,Upper Secondary Level,Paid,0.38795,516,5191,0.36689,0.40855
192,192,1991,30-45 y.,Upper Secondary Level,Not compensated,0.0932,110,5191,0.082,0.10437
193,193,1991,30-45 y.,First Stage of Tertiary Education,Comp. time,0.48599,69,5191,0.40059,0.58055
194,194,1991,30-45 y.,First Stage of Tertiary Education,Some of both,0.24733,34,5191,0.21976,0.27457
195,195,1991,30-45 y.,First Stage of Tertiary Education,Paid,0.26668,39,5191,0.21329,0.3257
196,196,1991,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.36521,212,5191,0.32564,0.40452
197,197,1991,30-45 y.,Second Stage of Tertiary Education,Some of both,0.14427,64,5191,0.12201,0.17709
198,198,1991,30-45 y.,Second Stage of Tertiary Education,Paid,0.12716,71,5191,0.10612,0.14825
199,199,1991,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.36336,194,5191,0.32584,0.40273
200,200,1991,46-65 y.,Primary Level,Paid,1.0,53,5191,0.80918,1.19882
201,201,1991,46-65 y.,Lower Secondary Level,Comp. time,0.41319,67,5191,0.34519,0.46848
202,202,1991,46-65 y.,Lower Secondary Level,Paid,0.58681,140,5191,0.51057,0.66721
203,203,1991,46-65 y.,Upper Secondary Level,Comp. time,0.36283,311,5191,0.34455,0.38085
204,204,1991,46-65 y.,Upper Secondary Level,Some of both,0.12805,109,5191,0.11663,0.13852
205,205,1991,46-65 y.,Upper Secondary Level,Paid,0.36055,319,5191,0.3329,0.38417
206,206,1991,46-65 y.,Upper Secondary Level,Not compensated,0.14857,98,5191,0.13634,0.16232
207,207,1991,46-65 y.,First Stage of Tertiary Education,Comp. time,0.58101,50,5191,0.50195,0.6612
208,208,1991,46-65 y.,First Stage of Tertiary Education,Paid,0.41899,34,5191,0.35892,0.50426
209,209,1991,46-65 y.,Second Stage of Tertiary Education,Comp. time,0.26191,77,5191,0.22809,0.29798
210,210,1991,46-65 y.,Second Stage of Tertiary Education,Some of both,0.13524,41,5191,0.11863,0.16012
211,211,1991,46-65 y.,Second Stage of Tertiary Education,Not compensated,0.60285,156,5191,0.55905,0.6479
212,212,1992,17-29 y.,Lower Secondary Level,Comp. time,0.35975,107,4800,0.30927,0.41451
213,213,1992,17-29 y.,Lower Secondary Level,Some of both,0.12578,46,4800,0.10685,0.1505
214,214,1992,17-29 y.,Lower Secondary Level,Paid,0.40869,140,4800,0.34593,0.45793
215,215,1992,17-29 y.,Lower Secondary Level,Not compensated,0.10579,34,4800,0.07761,0.13327
216,216,1992,17-29 y.,Upper Secondary Level,Comp. time,0.36345,327,4800,0.34162,0.39236
217,217,1992,17-29 y.,Upper Secondary Level,Some of both,0.20187,171,4800,0.1815,0.2279
218,218,1992,17-29 y.,Upper Secondary Level,Paid,0.34667,348,4800,0.31911,0.38116
219,219,1992,17-29 y.,Upper Secondary Level,Not compensated,0.08801,73,4800,0.07533,0.1026
220,220,1992,17-29 y.,Post-secondary Non-tertiary Level,Comp. time,1.0,36,4800,0.83051,1.15751
221,221,1992,17-29 y.,First Stage of Tertiary Education,Comp. time,1.0,35,4800,0.80033,1.2396
222,222,1992,17-29 y.,Second Stage of Tertiary Education,Comp. time,1.0,43,4800,0.77354,1.36143
223,223,1992,30-45 y.,Primary Level,Paid,1.0,44,4800,0.78663,1.23569
224,224,1992,30-45 y.,Lower Secondary Level,Comp. time,0.25868,39,4800,0.19885,0.31974
225,225,1992,30-45 y.,Lower Secondary Level,Paid,0.74132,129,4800,0.6429,0.85437
226,226,1992,30-45 y.,Upper Secondary Level,Comp. time,0.35293,472,4800,0.33101,0.37586
227,227,1992,30-45 y.,Upper Secondary Level,Some of both,0.17567,239,4800,0.1625,0.18957
228,228,1992,30-45 y.,Upper Secondary Level,Paid,0.38077,490,4800,0.36241,0.40248
229,229,1992,30-45 y.,Upper Secondary Level,Not compensated,0.09064,102,4800,0.07942,0.10437
230,230,1992,30-45 y.,First Stage of Tertiary Education,Comp. time,0.44226,56,4800,0.35887,0.52105
231,231,1992,30-45 y.,First Stage of Tertiary Education,Some of both,0.26894,48,4800,0.236,0.30309
232,232,1992,30-45 y.,First Stage of Tertiary Education,Paid,0.28879,46,4800,0.22728,0.3516
233,233,1992,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.35548,197,4800,0.31813,0.40498
234,234,1992,30-45 y.,Second Stage of Tertiary Education,Some of both,0.1973,84,4800,0.16587,0.23101
235,235,1992,30-45 y.,Second Stage of Tertiary Education,Paid,0.1021,53,4800,0.08719,0.1189
236,236,1992,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.34512,190,4800,0.30942,0.38976
237,237,1992,46-65 y.,Primary Level,Paid,1.0,42,4800,0.84485,1.14454
238,238,1992,46-65 y.,Lower Secondary Level,Comp. time,0.42996,60,4800,0.35001,0.50421
239,239,1992,46-65 y.,Lower Secondary Level,Paid,0.57004,124,4800,0.4946,0.63793
240,240,1992,46-65 y.,Upper Secondary Level,Comp. time,0.35519,269,4800,0.33437,0.37995
241,241,1992,46-65 y.,Upper Secondary Level,Some of both,0.14939,113,4800,0.13449,0.1684
242,242,1992,46-65 y.,Upper Secondary Level,Paid,0.36549,291,4800,0.34019,0.39457
243,243,1992,46-65 y.,Upper Secondary Level,Not compensated,0.12993,81,4800,0.11696,0.14403
244,244,1992,46-65 y.,First Stage of Tertiary Education,Comp. time,1.0,45,4800,0.88406,1.13923
245,245,1992,46-65 y.,Second Stage of Tertiary Education,Comp. time,0.29224,75,4800,0.25575,0.33726
246,246,1992,46-65 y.,Second Stage of Tertiary Education,Not compensated,0.70776,151,4800,0.65028,0.77887
247,247,1993,17-29 y.,Lower Secondary Level,Comp. time,0.31891,101,4736,0.27816,0.36257
248,248,1993,17-29 y.,Lower Secondary Level,Some of both,0.18676,54,4736,0.16025,0.22103
249,249,1993,17-29 y.,Lower Secondary Level,Paid,0.38728,126,4736,0.33342,0.43991
250,250,1993,17-29 y.,Lower Secondary Level,Not compensated,0.10705,31,4736,0.07756,0.14738
251,251,1993,17-29 y.,Upper Secondary Level,Comp. time,0.36953,327,4736,0.3465,0.3946
252,252,1993,17-29 y.,Upper Secondary Level,Some of both,0.18678,168,4736,0.1678,0.20504
253,253,1993,17-29 y.,Upper Secondary Level,Paid,0.35372,327,4736,0.32169,0.38704
254,254,1993,17-29 y.,Upper Secondary Level,Not compensated,0.08996,69,4736,0.07599,0.10508
255,255,1993,17-29 y.,Post-secondary Non-tertiary Level,Comp. time,1.0,34,4736,0.7725,1.15442
256,256,1993,17-29 y.,First Stage of Tertiary Education,Comp. time,1.0,32,4736,0.81399,1.24423
257,257,1993,17-29 y.,Second Stage of Tertiary Education,Comp. time,1.0,40,4736,0.81137,1.26525
258,258,1993,30-45 y.,Primary Level,Paid,1.0,45,4736,0.81986,1.20736
259,259,1993,30-45 y.,Lower Secondary Level,Comp. time,0.30462,46,4736,0.24319,0.36869
260,260,1993,30-45 y.,Lower Secondary Level,Paid,0.69538,119,4736,0.60737,0.79304
261,261,1993,30-45 y.,Upper Secondary Level,Comp. time,0.34655,446,4736,0.32737,0.3651
262,262,1993,30-45 y.,Upper Secondary Level,Some of both,0.167,219,4736,0.15393,0.18391
263,263,1993,30-45 y.,Upper Secondary Level,Paid,0.37413,500,4736,0.3563,0.39257
264,264,1993,30-45 y.,Upper Secondary Level,Not compensated,0.11231,120,4736,0.09691,0.12662
265,265,1993,30-45 y.,Post-secondary Non-tertiary Level,Comp. time,1.0,39,4736,0.80813,1.20287
266,266,1993,30-45 y.,First Stage of Tertiary Education,Comp. time,0.46166,64,4736,0.39891,0.52414
267,267,1993,30-45 y.,First Stage of Tertiary Education,Some of both,0.28756,43,4736,0.24152,0.34289
268,268,1993,30-45 y.,First Stage of Tertiary Education,Paid,0.25078,41,4736,0.19242,0.31812
269,269,1993,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.34445,198,4736,0.30896,0.37783
270,270,1993,30-45 y.,Second Stage of Tertiary Education,Some of both,0.17553,88,4736,0.14544,0.20814
271,271,1993,30-45 y.,Second Stage of Tertiary Education,Paid,0.11984,61,4736,0.09303,0.15394
272,272,1993,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.36019,185,4736,0.32304,0.40181
273,273,1993,46-65 y.,Primary Level,Paid,1.0,39,4736,0.8315,1.20294
274,274,1993,46-65 y.,Lower Secondary Level,Comp. time,0.36134,48,4736,0.30115,0.43837
275,275,1993,46-65 y.,Lower Secondary Level,Paid,0.63866,107,4736,0.55033,0.72053
276,276,1993,46-65 y.,Upper Secondary Level,Comp. time,0.35196,253,4736,0.3233,0.37956
277,277,1993,46-65 y.,Upper Secondary Level,Some of both,0.15842,120,4736,0.13977,0.17432
