year,bula_h,migback,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Baden-Wuerttemberg,No migration background,Not compensated,0.09200,147,472,0.06589,0.11810
1985,Baden-Wuerttemberg,Direct migration background,Paid,0.15636,149,149,0.09785,0.21488
1985,Bavaria,No migration background,Comp. time,0.08567,163,548,0.06222,0.10913
1985,Bavaria,No migration background,Some of both,0.03516,67,548,0.01972,0.05059
1985,Bavaria,No migration background,Paid,0.07863,149,548,0.05607,0.10118
1985,Bavaria,No migration background,Not compensated,0.09133,169,548,0.06719,0.11547
1985,Bavaria,Direct migration background,Paid,0.13876,77,77,0.06103,0.21648
1985,Berlin,No migration background,Comp. time,0.11706,38,38,0.01347,0.22065
1986,Schleswig-Holstein,No migration background,Comp. time,0.10730,36,79,0.03862,0.17599
1986,Schleswig-Holstein,No migration background,Paid,0.12402,43,79,0.05087,0.19717
1986,Lower Saxony,No migration background,Comp. time,0.09958,115,331,0.06728,0.13189
1986,Lower Saxony,No migration background,Some of both,0.03994,41,331,0.01881,0.06106
1986,Lower Saxony,No migration background,Paid,0.09431,106,331,0.06277,0.12584
1986,Lower Saxony,No migration background,Not compensated,0.05585,69,331,0.03107,0.08062
1986,North Rhine-Westphalia,No migration background,Comp. time,0.07173,188,656,0.05197,0.09150
1986,North Rhine-Westphalia,No migration background,Some of both,0.02752,73,656,0.01499,0.04004
1986,North Rhine-Westphalia,No migration background,Paid,0.08982,231,656,0.06792,0.11172
1986,North Rhine-Westphalia,No migration background,Not compensated,0.06277,164,656,0.04420,0.08135
1986,North Rhine-Westphalia,Direct migration background,Paid,0.16084,174,174,0.10609,0.21559
1986,Hesse,No migration background,Comp. time,0.10789,86,241,0.06864,0.14715
1986,Hesse,No migration background,Some of both,0.04279,35,241,0.01718,0.06839
1986,Hesse,No migration background,Paid,0.08908,71,241,0.05304,0.12512
1986,Hesse,No migration background,Not compensated,0.05916,49,241,0.02931,0.08901
1986,Hesse,Direct migration background,Paid,0.15091,73,73,0.06822,0.23359
1986,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.06190,49,174,0.02599,0.09781
1986,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.11304,89,174,0.06586,0.16023
1986,"Rhineland-Palatinate, Saarland",No migration background,Not compensated,0.04670,36,174,0.01526,0.07814
1986,Baden-Wuerttemberg,No migration background,Comp. time,0.07601,109,416,0.05051,0.10151
1986,Baden-Wuerttemberg,No migration background,Some of both,0.03346,52,416,0.01616,0.05076
1986,Baden-Wuerttemberg,No migration background,Paid,0.10585,158,416,0.07625,0.13545
1986,Baden-Wuerttemberg,No migration background,Not compensated,0.06421,97,416,0.04062,0.08779
1986,Baden-Wuerttemberg,Direct migration background,Comp. time,0.06018,36,214,0.02824,0.09211
1986,Baden-Wuerttemberg,Direct migration background,Paid,0.18836,178,214,0.13585,0.24087
1986,Bavaria,No migration background,Comp. time,0.10449,187,475,0.07695,0.13203
1986,Bavaria,No migration background,Some of both,0.03278,58,475,0.01675,0.04882
1986,Bavaria,No migration background,Paid,0.07901,136,475,0.05472,0.10329
1986,Bavaria,No migration background,Not compensated,0.05241,94,475,0.03235,0.07247
1986,Bavaria,Direct migration background,Paid,0.09811,59,59,0.02156,0.17467
1986,Berlin,No migration background,Comp. time,0.09750,33,33,-0.00528,0.20029
1988,Schleswig-Holstein,No migration background,Comp. time,0.10476,39,77,0.03591,0.17361
1988,Schleswig-Holstein,No migration background,Paid,0.10452,38,77,0.03574,0.17330
1988,Lower Saxony,No migration background,Comp. time,0.11157,124,321,0.07707,0.14606
1988,Lower Saxony,No migration background,Some of both,0.04023,45,321,0.01870,0.06177
1988,Lower Saxony,No migration background,Paid,0.08408,90,321,0.05367,0.11448
1988,Lower Saxony,No migration background,Not compensated,0.05901,62,321,0.03319,0.08482
1988,Lower Saxony,Direct migration background,Paid,0.16103,34,34,0.03562,0.28644
1988,North Rhine-Westphalia,No migration background,Comp. time,0.09015,219,671,0.06846,0.11184
1988,North Rhine-Westphalia,No migration background,Some of both,0.02654,65,671,0.01437,0.03872
1988,North Rhine-Westphalia,No migration background,Paid,0.09352,232,671,0.07147,0.11556
1988,North Rhine-Westphalia,No migration background,Not compensated,0.06363,155,671,0.04515,0.08211
1988,North Rhine-Westphalia,Direct migration background,Paid,0.19442,175,175,0.13562,0.25323
1988,Hesse,No migration background,Comp. time,0.10134,78,179,0.05701,0.14567
1988,Hesse,No migration background,Paid,0.07837,58,179,0.03889,0.11785
1988,Hesse,No migration background,Not compensated,0.06399,43,179,0.02804,0.09994
1988,Hesse,Direct migration background,Paid,0.10802,58,58,0.02744,0.18861
1988,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.06013,44,148,0.02170,0.09856
1988,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.10041,69,148,0.05182,0.14899
1988,"Rhineland-Palatinate, Saarland",No migration background,Not compensated,0.04722,35,148,0.01293,0.08151
1988,Baden-Wuerttemberg,No migration background,Comp. time,0.08534,110,400,0.05793,0.11276
1988,Baden-Wuerttemberg,No migration background,Some of both,0.04156,55,400,0.02198,0.06115
1988,Baden-Wuerttemberg,No migration background,Paid,0.10422,150,400,0.07424,0.13420
1988,Baden-Wuerttemberg,No migration background,Not compensated,0.06145,85,400,0.03788,0.08501
1988,Baden-Wuerttemberg,Direct migration background,Comp. time,0.07103,36,210,0.03621,0.10586
1988,Baden-Wuerttemberg,Direct migration background,Paid,0.19645,174,210,0.14258,0.25031
1988,Bavaria,No migration background,Comp. time,0.10416,171,467,0.07642,0.13189
1988,Bavaria,No migration background,Some of both,0.04530,75,467,0.02642,0.06418
1988,Bavaria,No migration background,Paid,0.08376,131,467,0.05861,0.10892
1988,Bavaria,No migration background,Not compensated,0.05658,90,467,0.03560,0.07755
1988,Bavaria,Direct migration background,Comp. time,0.11825,32,111,0.05791,0.17859
1988,Bavaria,Direct migration background,Paid,0.15410,79,111,0.08663,0.22157
1988,Berlin,No migration background,Comp. time,0.14007,41,41,0.03251,0.24762
1989,Schleswig-Holstein,No migration background,Comp. time,0.11476,41,74,0.04164,0.18788
1989,Schleswig-Holstein,No migration background,Paid,0.09518,33,74,0.02786,0.16250
1989,Lower Saxony,No migration background,Comp. time,0.12049,123,334,0.08553,0.15546
1989,Lower Saxony,No migration background,Some of both,0.04894,50,334,0.02577,0.07211
1989,Lower Saxony,No migration background,Paid,0.10054,102,334,0.06824,0.13284
1989,Lower Saxony,No migration background,Not compensated,0.05927,59,334,0.03391,0.08463
1989,Lower Saxony,Direct migration background,Paid,0.17222,34,34,0.04339,0.30104
1989,North Rhine-Westphalia,No migration background,Comp. time,0.09418,218,718,0.07280,0.11556
1989,North Rhine-Westphalia,No migration background,Some of both,0.03912,87,718,0.02493,0.05331
1989,North Rhine-Westphalia,No migration background,Paid,0.10874,256,718,0.08595,0.13153
1989,North Rhine-Westphalia,No migration background,Not compensated,0.06943,157,718,0.05082,0.08803
1989,North Rhine-Westphalia,Direct migration background,Paid,0.21216,188,188,0.15356,0.27076
1989,Hesse,No migration background,Comp. time,0.10892,79,216,0.06728,0.15057
1989,Hesse,No migration background,Some of both,0.04210,33,216,0.01526,0.06895
1989,Hesse,No migration background,Paid,0.08819,67,216,0.05029,0.12610
1989,Hesse,No migration background,Not compensated,0.05613,37,216,0.02536,0.08690
1989,Hesse,Direct migration background,Paid,0.11856,62,62,0.03744,0.19969
1989,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.07535,53,168,0.03532,0.11539
1989,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.12903,82,168,0.07818,0.17987
1989,"Rhineland-Palatinate, Saarland",No migration background,Not compensated,0.04503,33,168,0.01358,0.07649
1989,Baden-Wuerttemberg,No migration background,Comp. time,0.09578,119,433,0.06803,0.12353
1989,Baden-Wuerttemberg,No migration background,Some of both,0.05761,77,433,0.03564,0.07959
1989,Baden-Wuerttemberg,No migration background,Paid,0.11967,163,433,0.08907,0.15028
1989,Baden-Wuerttemberg,No migration background,Not compensated,0.05671,74,433,0.03490,0.07852
1989,Baden-Wuerttemberg,Direct migration background,Comp. time,0.08992,46,255,0.05474,0.12510
1989,Baden-Wuerttemberg,Direct migration background,Some of both,0.09185,48,255,0.05633,0.12737
1989,Baden-Wuerttemberg,Direct migration background,Paid,0.16514,161,255,0.11947,0.21080
1989,Bavaria,No migration background,Comp. time,0.10075,161,479,0.07376,0.12773
1989,Bavaria,No migration background,Some of both,0.04439,72,479,0.02593,0.06285
1989,Bavaria,No migration background,Paid,0.09054,135,479,0.06481,0.11626
1989,Bavaria,No migration background,Not compensated,0.07525,111,479,0.05160,0.09890
1989,Bavaria,Direct migration background,Comp. time,0.08638,35,123,0.03653,0.13623
1989,Bavaria,Direct migration background,Paid,0.17309,88,123,0.10596,0.24023
1989,Berlin,No migration background,Comp. time,0.16938,42,42,0.05457,0.28420
1990,Schleswig-Holstein,No migration background,Comp. time,0.10569,35,35,0.00235,0.20904
1990,Lower Saxony,No migration background,Comp. time,0.11941,117,315,0.08355,0.15528
1990,Lower Saxony,No migration background,Some of both,0.05456,54,315,0.02944,0.07968
1990,Lower Saxony,No migration background,Paid,0.08783,86,315,0.05652,0.11914
1990,Lower Saxony,No migration background,Not compensated,0.06333,58,315,0.03639,0.09027
1990,Lower Saxony,Direct migration background,Paid,0.19578,36,36,0.06432,0.32723
1990,North Rhine-Westphalia,No migration background,Comp. time,0.09643,214,678,0.07419,0.11866
1990,North Rhine-Westphalia,No migration background,Some of both,0.03420,83,678,0.02051,0.04790
1990,North Rhine-Westphalia,No migration background,Paid,0.10979,244,678,0.08624,0.13334
1990,North Rhine-Westphalia,No migration background,Not compensated,0.06396,137,678,0.04552,0.08239
1990,North Rhine-Westphalia,Direct migration background,Paid,0.21385,178,178,0.15345,0.27426
1990,Hesse,No migration background,Comp. time,0.12232,97,245,0.08121,0.16343
1990,Hesse,No migration background,Some of both,0.04106,34,245,0.01616,0.06595
1990,Hesse,No migration background,Paid,0.09176,68,245,0.05553,0.12798
1990,Hesse,No migration background,Not compensated,0.06898,46,245,0.03718,0.10077
1990,Hesse,Direct migration background,Paid,0.13523,58,58,0.04645,0.22401
1990,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.09450,59,131,0.04421,0.14478
1990,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.10840,72,131,0.05496,0.16184
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Paid,0.30808,33,33,0.14811,0.46805
1990,Baden-Wuerttemberg,No migration background,Comp. time,0.11292,145,441,0.08335,0.14249
1990,Baden-Wuerttemberg,No migration background,Some of both,0.04139,59,441,0.02278,0.06000
1990,Baden-Wuerttemberg,No migration background,Paid,0.12770,165,441,0.09652,0.15889
1990,Baden-Wuerttemberg,No migration background,Not compensated,0.06083,72,441,0.03850,0.08317
1990,Baden-Wuerttemberg,Direct migration background,Comp. time,0.08222,39,261,0.04883,0.11561
1990,Baden-Wuerttemberg,Direct migration background,Some of both,0.08112,51,261,0.04793,0.11430
1990,Baden-Wuerttemberg,Direct migration background,Paid,0.19713,171,261,0.14878,0.24549
1990,Bavaria,No migration background,Comp. time,0.12531,186,493,0.09606,0.15456
1990,Bavaria,No migration background,Some of both,0.06020,92,493,0.03919,0.08122
1990,Bavaria,No migration background,Paid,0.09513,147,493,0.06920,0.12106
1990,Bavaria,No migration background,Not compensated,0.04777,68,493,0.02892,0.06661
1990,Bavaria,Direct migration background,Comp. time,0.09425,31,111,0.03965,0.14885
1990,Bavaria,Direct migration background,Paid,0.16119,80,111,0.09248,0.22991
1990,Berlin,No migration background,Comp. time,0.17352,107,257,0.12713,0.21991
1990,Berlin,No migration background,Some of both,0.05091,37,257,0.02399,0.07784
1990,Berlin,No migration background,Paid,0.08571,65,257,0.05142,0.12000
1990,Berlin,No migration background,Not compensated,0.07069,48,257,0.03929,0.10208
1990,Brandenburg,No migration background,Comp. time,0.14902,145,418,0.11484,0.18319
1990,Brandenburg,No migration background,Some of both,0.05549,54,418,0.03352,0.07747
1990,Brandenburg,No migration background,Paid,0.18629,182,418,0.14892,0.22366
1990,Brandenburg,No migration background,Not compensated,0.03625,37,418,0.01831,0.05418
1990,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.13712,95,248,0.09422,0.18002
1990,Mecklenburg-Western Pomerania,No migration background,Some of both,0.05859,41,248,0.02930,0.08788
1990,Mecklenburg-Western Pomerania,No migration background,Paid,0.16733,112,248,0.12078,0.21389
1990,Saxony,No migration background,Comp. time,0.16666,301,753,0.14002,0.19330
1990,Saxony,No migration background,Some of both,0.06327,121,753,0.04587,0.08067
1990,Saxony,No migration background,Paid,0.15085,265,753,0.12527,0.17643
1990,Saxony,No migration background,Not compensated,0.03447,66,753,0.02143,0.04751
1990,Saxony-Anhalt,No migration background,Comp. time,0.13669,144,435,0.10437,0.16901
1990,Saxony-Anhalt,No migration background,Some of both,0.05606,60,435,0.03442,0.07771
1990,Saxony-Anhalt,No migration background,Paid,0.17555,187,435,0.13976,0.21134
1990,Saxony-Anhalt,No migration background,Not compensated,0.04202,44,435,0.02314,0.06089
1990,Thuringa,No migration background,Comp. time,0.12253,127,379,0.08948,0.15559
1990,Thuringa,No migration background,Some of both,0.07109,72,379,0.04518,0.09699
1990,Thuringa,No migration background,Paid,0.17554,180,379,0.13719,0.21389
1991,Schleswig-Holstein,No migration background,Comp. time,0.10046,37,75,0.03197,0.16895
1991,Schleswig-Holstein,No migration background,Paid,0.11007,38,75,0.03876,0.18137
1991,Lower Saxony,No migration background,Comp. time,0.12000,119,332,0.08499,0.15501
1991,Lower Saxony,No migration background,Some of both,0.04714,49,332,0.02430,0.06997
1991,Lower Saxony,No migration background,Paid,0.11577,115,332,0.08130,0.15024
1991,Lower Saxony,No migration background,Not compensated,0.05022,49,332,0.02669,0.07375
1991,Lower Saxony,Direct migration background,Paid,0.25635,45,45,0.12734,0.38536
1991,North Rhine-Westphalia,No migration background,Comp. time,0.09267,209,697,0.07113,0.11422
1991,North Rhine-Westphalia,No migration background,Some of both,0.04179,95,697,0.02692,0.05665
1991,North Rhine-Westphalia,No migration background,Paid,0.11059,252,697,0.08729,0.13389
1991,North Rhine-Westphalia,No migration background,Not compensated,0.06657,141,697,0.04805,0.08509
1991,North Rhine-Westphalia,Direct migration background,Paid,0.24465,172,172,0.18022,0.30908
1991,Hesse,No migration background,Comp. time,0.14237,108,266,0.10030,0.18444
1991,Hesse,No migration background,Some of both,0.06496,52,266,0.03529,0.09463
1991,Hesse,No migration background,Paid,0.07909,64,266,0.04660,0.11158
1991,Hesse,No migration background,Not compensated,0.06290,42,266,0.03367,0.09213
1991,Hesse,Direct migration background,Paid,0.14003,74,74,0.06043,0.21964
1991,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.09074,61,153,0.04508,0.13641
1991,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.13638,92,153,0.08182,0.19094
1991,Baden-Wuerttemberg,No migration background,Comp. time,0.10865,136,464,0.08031,0.13700
1991,Baden-Wuerttemberg,No migration background,Some of both,0.05687,75,464,0.03577,0.07796
1991,Baden-Wuerttemberg,No migration background,Paid,0.13927,187,464,0.10773,0.17081
1991,Baden-Wuerttemberg,No migration background,Not compensated,0.05383,66,464,0.03327,0.07439
1991,Baden-Wuerttemberg,Direct migration background,Comp. time,0.11365,65,288,0.07693,0.15037
1991,Baden-Wuerttemberg,Direct migration background,Some of both,0.06683,36,288,0.03794,0.09573
1991,Baden-Wuerttemberg,Direct migration background,Paid,0.21946,187,288,0.17157,0.26734
1991,Bavaria,No migration background,Comp. time,0.12642,196,516,0.09772,0.15513
1991,Bavaria,No migration background,Some of both,0.05250,89,516,0.03324,0.07176
1991,Bavaria,No migration background,Paid,0.09775,149,516,0.07210,0.12340
1991,Bavaria,No migration background,Not compensated,0.05675,82,516,0.03677,0.07674
1991,Bavaria,Direct migration background,Paid,0.19924,87,87,0.11482,0.28366
1991,Berlin,No migration background,Comp. time,0.18385,109,241,0.13484,0.23286
1991,Berlin,No migration background,Some of both,0.06046,41,241,0.03031,0.09062
1991,Berlin,No migration background,Paid,0.09424,51,241,0.05727,0.13120
1991,Berlin,No migration background,Not compensated,0.05975,40,241,0.02976,0.08974
1991,Brandenburg,No migration background,Comp. time,0.12908,118,289,0.09035,0.16780
1991,Brandenburg,No migration background,Some of both,0.04510,41,289,0.02113,0.06907
1991,Brandenburg,No migration background,Paid,0.09668,86,289,0.06255,0.13082
1991,Brandenburg,No migration background,Not compensated,0.04595,44,289,0.02177,0.07013
1991,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.14618,97,152,0.08983,0.20253
1991,Mecklenburg-Western Pomerania,No migration background,Paid,0.09485,55,152,0.04811,0.14159
1991,Saxony,No migration background,Comp. time,0.16100,256,544,0.13009,0.19191
1991,Saxony,No migration background,Some of both,0.04724,75,544,0.02940,0.06509
1991,Saxony,No migration background,Paid,0.07369,123,544,0.05171,0.09567
1991,Saxony,No migration background,Not compensated,0.05516,90,544,0.03596,0.07436
1991,Saxony-Anhalt,No migration background,Comp. time,0.14635,160,337,0.10856,0.18415
1991,Saxony-Anhalt,No migration background,Some of both,0.04113,37,337,0.01990,0.06237
1991,Saxony-Anhalt,No migration background,Paid,0.08774,92,337,0.05749,0.11799
1991,Saxony-Anhalt,No migration background,Not compensated,0.04586,48,337,0.02349,0.06823
1991,Thuringa,No migration background,Comp. time,0.14885,135,294,0.10810,0.18961
1991,Thuringa,No migration background,Some of both,0.03724,34,294,0.01556,0.05892
1991,Thuringa,No migration background,Paid,0.09447,82,294,0.06098,0.12796
1991,Thuringa,No migration background,Not compensated,0.04519,43,294,0.02140,0.06897
1992,Schleswig-Holstein,No migration background,Paid,0.10688,31,31,-0.00368,0.21744
1992,Lower Saxony,No migration background,Comp. time,0.13829,137,331,0.10105,0.17554
1992,Lower Saxony,No migration background,Some of both,0.05601,57,331,0.03120,0.08082
1992,Lower Saxony,No migration background,Paid,0.09205,98,331,0.06086,0.12325
1992,Lower Saxony,No migration background,Not compensated,0.04234,39,331,0.02061,0.06406
1992,Lower Saxony,Direct migration background,Paid,0.24425,37,37,0.10390,0.38459
1992,North Rhine-Westphalia,No migration background,Comp. time,0.09572,215,697,0.07386,0.11757
1992,North Rhine-Westphalia,No migration background,Some of both,0.04148,102,697,0.02666,0.05629
1992,North Rhine-Westphalia,No migration background,Paid,0.10889,247,697,0.08574,0.13203
1992,North Rhine-Westphalia,No migration background,Not compensated,0.06200,133,697,0.04409,0.07992
1992,North Rhine-Westphalia,Direct migration background,Paid,0.19608,154,154,0.13317,0.25899
1992,Hesse,No migration background,Comp. time,0.13491,96,252,0.09265,0.17717
1992,Hesse,No migration background,Some of both,0.07184,55,252,0.03990,0.10379
1992,Hesse,No migration background,Paid,0.07649,60,252,0.04361,0.10937
1992,Hesse,No migration background,Not compensated,0.05444,41,252,0.02637,0.08251
1992,Hesse,Direct migration background,Paid,0.08263,46,46,0.00219,0.16307
1992,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.08765,55,162,0.04397,0.13133
1992,"Rhineland-Palatinate, Saarland",No migration background,Some of both,0.05480,33,162,0.01965,0.08996
1992,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.11299,74,162,0.06408,0.16189
1992,Baden-Wuerttemberg,No migration background,Comp. time,0.12472,159,447,0.09405,0.15538
1992,Baden-Wuerttemberg,No migration background,Some of both,0.06309,83,447,0.04053,0.08565
1992,Baden-Wuerttemberg,No migration background,Paid,0.11811,152,447,0.08816,0.14807
1992,Baden-Wuerttemberg,No migration background,Not compensated,0.04268,53,447,0.02392,0.06145
1992,Baden-Wuerttemberg,Direct migration background,Comp. time,0.08426,59,266,0.05081,0.11770
1992,Baden-Wuerttemberg,Direct migration background,Some of both,0.06361,42,266,0.03422,0.09299
1992,Baden-Wuerttemberg,Direct migration background,Paid,0.20124,165,266,0.15297,0.24951
1992,Bavaria,No migration background,Comp. time,0.12949,204,530,0.10088,0.15810
1992,Bavaria,No migration background,Some of both,0.04754,93,530,0.02940,0.06567
1992,Bavaria,No migration background,Paid,0.09682,153,530,0.07162,0.12202
1992,Bavaria,No migration background,Not compensated,0.05416,80,530,0.03488,0.07345
1992,Bavaria,Direct migration background,Comp. time,0.07125,31,93,0.01868,0.12381
1992,Bavaria,Direct migration background,Paid,0.11855,62,93,0.05250,0.18461
1992,Berlin,No migration background,Comp. time,0.14408,88,232,0.09880,0.18937
1992,Berlin,No migration background,Some of both,0.06320,34,232,0.03182,0.09457
1992,Berlin,No migration background,Paid,0.10380,62,232,0.06447,0.14313
1992,Berlin,No migration background,Not compensated,0.07690,48,232,0.04254,0.11126
1992,Brandenburg,No migration background,Comp. time,0.11728,103,269,0.07876,0.15580
1992,Brandenburg,No migration background,Some of both,0.05191,46,269,0.02535,0.07847
1992,Brandenburg,No migration background,Paid,0.09034,72,269,0.05602,0.12467
1992,Brandenburg,No migration background,Not compensated,0.06259,48,269,0.03359,0.09158
1992,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.10991,66,117,0.05299,0.16683
1992,Mecklenburg-Western Pomerania,No migration background,Paid,0.10117,51,117,0.04630,0.15605
1992,Saxony,No migration background,Comp. time,0.11999,187,480,0.09089,0.14909
1992,Saxony,No migration background,Some of both,0.06015,98,480,0.03886,0.08145
1992,Saxony,No migration background,Paid,0.07020,112,480,0.04732,0.09308
1992,Saxony,No migration background,Not compensated,0.05469,83,480,0.03432,0.07505
1992,Saxony-Anhalt,No migration background,Comp. time,0.11284,126,314,0.07779,0.14789
1992,Saxony-Anhalt,No migration background,Some of both,0.05010,45,314,0.02593,0.07427
1992,Saxony-Anhalt,No migration background,Paid,0.09583,88,314,0.06322,0.12844
1992,Saxony-Anhalt,No migration background,Not compensated,0.05360,55,314,0.02865,0.07855
1992,Thuringa,No migration background,Comp. time,0.12388,121,281,0.08529,0.16247
1992,Thuringa,No migration background,Some of both,0.05399,44,281,0.02752,0.08046
1992,Thuringa,No migration background,Paid,0.07632,72,281,0.04522,0.10742
1992,Thuringa,No migration background,Not compensated,0.05118,44,281,0.02537,0.07700
1993,Schleswig-Holstein,No migration background,Comp. time,0.11755,43,43,0.02015,0.21496
1993,Lower Saxony,No migration background,Comp. time,0.13279,133,329,0.09607,0.16952
1993,Lower Saxony,No migration background,Some of both,0.04682,51,329,0.02396,0.06969
1993,Lower Saxony,No migration background,Paid,0.09602,100,329,0.06413,0.12790
1993,Lower Saxony,No migration background,Not compensated,0.04779,45,329,0.02470,0.07088
1993,North Rhine-Westphalia,No migration background,Comp. time,0.09213,207,681,0.07039,0.11387
1993,North Rhine-Westphalia,No migration background,Some of both,0.04010,98,681,0.02535,0.05485
1993,North Rhine-Westphalia,No migration background,Paid,0.10881,246,681,0.08540,0.13222
1993,North Rhine-Westphalia,No migration background,Not compensated,0.05981,130,681,0.04199,0.07763
