year,migback,sex,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1989,No migration background,male,Not compensated,0.19870,331,3529,0.19846,0.19894
1989,No migration background,female,Comp. time,0.43730,430,3529,0.43691,0.43769
1989,No migration background,female,Some of both,0.11960,122,3529,0.11934,0.11985
1989,No migration background,female,Paid,0.24823,256,3529,0.24788,0.24857
1989,No migration background,female,Not compensated,0.19488,183,3529,0.19456,0.19519
1989,Direct migration background,male,Comp. time,0.14701,78,3529,0.14640,0.14763
1989,Direct migration background,male,Some of both,0.20653,94,3529,0.20583,0.20724
1989,Direct migration background,male,Paid,0.57792,451,3529,0.57706,0.57877
1989,Direct migration background,male,Not compensated,0.06854,35,3529,0.06810,0.06897
1989,Direct migration background,female,Comp. time,0.43847,73,3529,0.43706,0.43988
1989,Direct migration background,female,Paid,0.56153,138,3529,0.56012,0.56294
1990,No migration background,male,Comp. time,0.27730,818,6023,0.27707,0.27753
1990,No migration background,male,Some of both,0.15643,492,6023,0.15625,0.15662
1990,No migration background,male,Paid,0.39785,1244,6023,0.39759,0.39810
1990,No migration background,male,Not compensated,0.16842,442,6023,0.16823,0.16862
1990,No migration background,female,Comp. time,0.46822,974,6023,0.46790,0.46854
1990,No migration background,female,Some of both,0.12937,279,6023,0.12916,0.12959
1990,No migration background,female,Paid,0.26311,588,6023,0.26283,0.26340
1990,No migration background,female,Not compensated,0.13930,237,6023,0.13907,0.13952
1990,Direct migration background,male,Comp. time,0.13869,81,6023,0.13814,0.13924
1990,Direct migration background,male,Some of both,0.15757,93,6023,0.15699,0.15815
1990,Direct migration background,male,Paid,0.61086,466,6023,0.61009,0.61164
1990,Direct migration background,male,Not compensated,0.09287,42,6023,0.09241,0.09334
1990,Direct migration background,female,Comp. time,0.40034,74,6023,0.39918,0.40150
1990,Direct migration background,female,Some of both,0.12127,37,6023,0.12050,0.12204
1990,Direct migration background,female,Paid,0.47839,156,6023,0.47721,0.47957
1991,No migration background,male,Comp. time,0.29688,854,5570,0.29664,0.29712
1991,No migration background,male,Some of both,0.16101,439,5570,0.16082,0.16120
1991,No migration background,male,Paid,0.36717,977,5570,0.36692,0.36742
1991,No migration background,male,Not compensated,0.17494,447,5570,0.17474,0.17514
1991,No migration background,female,Comp. time,0.47097,914,5570,0.47064,0.47129
1991,No migration background,female,Some of both,0.12368,235,5570,0.12347,0.12390
1991,No migration background,female,Paid,0.24785,435,5570,0.24757,0.24813
1991,No migration background,female,Not compensated,0.15750,279,5570,0.15726,0.15774
1991,Direct migration background,male,Comp. time,0.17017,103,5570,0.16958,0.17076
1991,Direct migration background,male,Some of both,0.16173,89,5570,0.16115,0.16231
1991,Direct migration background,male,Paid,0.66810,474,5570,0.66736,0.66884
1991,Direct migration background,female,Comp. time,0.45657,105,5570,0.45546,0.45767
1991,Direct migration background,female,Some of both,0.09386,33,5570,0.09322,0.09451
1991,Direct migration background,female,Paid,0.44957,155,5570,0.44847,0.45067
1991,Indirect migration background,male,Paid,1.00000,31,5570,1.00000,1.00000
1992,No migration background,male,Comp. time,0.28967,765,5272,0.28943,0.28991
1992,No migration background,male,Some of both,0.18196,480,5272,0.18176,0.18217
1992,No migration background,male,Paid,0.36137,918,5272,0.36111,0.36162
1992,No migration background,male,Not compensated,0.16700,427,5272,0.16680,0.16720
1992,No migration background,female,Comp. time,0.47883,849,5272,0.47850,0.47916
1992,No migration background,female,Some of both,0.14495,265,5272,0.14472,0.14519
1992,No migration background,female,Paid,0.22237,369,5272,0.22209,0.22264
1992,No migration background,female,Not compensated,0.15385,270,5272,0.15361,0.15409
1992,Direct migration background,male,Comp. time,0.15699,102,5272,0.15643,0.15756
1992,Direct migration background,male,Some of both,0.17906,92,5272,0.17847,0.17965
1992,Direct migration background,male,Paid,0.57613,408,5272,0.57537,0.57690
1992,Direct migration background,male,Not compensated,0.08781,34,5272,0.08737,0.08825
1992,Direct migration background,female,Comp. time,0.44129,94,5272,0.44018,0.44239
1992,Direct migration background,female,Some of both,0.19971,38,5272,0.19882,0.20060
1992,Direct migration background,female,Paid,0.35900,129,5272,0.35794,0.36007
1992,Indirect migration background,male,Paid,1.00000,32,5272,1.00000,1.00000
1993,No migration background,male,Comp. time,0.27685,688,5118,0.27661,0.27710
1993,No migration background,male,Some of both,0.18624,492,5118,0.18603,0.18645
1993,No migration background,male,Paid,0.35070,885,5118,0.35044,0.35096
1993,No migration background,male,Not compensated,0.18621,452,5118,0.18600,0.18642
1993,No migration background,female,Comp. time,0.47653,871,5118,0.47620,0.47686
1993,No migration background,female,Some of both,0.14129,251,5118,0.14106,0.14152
1993,No migration background,female,Paid,0.22147,359,5118,0.22119,0.22175
1993,No migration background,female,Not compensated,0.16071,273,5118,0.16047,0.16095
1993,Direct migration background,male,Comp. time,0.18671,90,5118,0.18612,0.18729
1993,Direct migration background,male,Some of both,0.15483,88,5118,0.15429,0.15537
1993,Direct migration background,male,Paid,0.52337,338,5118,0.52263,0.52412
1993,Direct migration background,male,Not compensated,0.13509,39,5118,0.13458,0.13560
1993,Direct migration background,female,Comp. time,0.48987,96,5118,0.48874,0.49100
1993,Direct migration background,female,Some of both,0.15253,40,5118,0.15172,0.15335
1993,Direct migration background,female,Paid,0.35760,114,5118,0.35651,0.35868
1993,Indirect migration background,male,Paid,1.00000,42,5118,1.00000,1.00000
1994,No migration background,male,Comp. time,0.30491,752,5070,0.30466,0.30515
1994,No migration background,male,Some of both,0.19998,510,5070,0.19976,0.20019
1994,No migration background,male,Paid,0.31449,783,5070,0.31424,0.31474
1994,No migration background,male,Not compensated,0.18063,438,5070,0.18042,0.18084
1994,No migration background,female,Comp. time,0.50731,900,5070,0.50698,0.50764
1994,No migration background,female,Some of both,0.13946,263,5070,0.13923,0.13969
1994,No migration background,female,Paid,0.19819,320,5070,0.19793,0.19845
1994,No migration background,female,Not compensated,0.15504,280,5070,0.15480,0.15528
1994,Direct migration background,male,Comp. time,0.17776,98,5070,0.17717,0.17836
1994,Direct migration background,male,Some of both,0.14219,69,5070,0.14165,0.14274
1994,Direct migration background,male,Paid,0.54249,297,5070,0.54171,0.54326
1994,Direct migration background,male,Not compensated,0.13756,35,5070,0.13702,0.13809
1994,Direct migration background,female,Comp. time,0.50619,110,5070,0.50513,0.50725
1994,Direct migration background,female,Some of both,0.14723,33,5070,0.14648,0.14798
1994,Direct migration background,female,Paid,0.34658,104,5070,0.34557,0.34759
1994,Indirect migration background,male,Paid,1.00000,39,5070,1.00000,1.00000
1994,Indirect migration background,female,Comp. time,1.00000,39,5070,1.00000,1.00000
1995,No migration background,male,Comp. time,0.30615,768,5388,0.30590,0.30640
1995,No migration background,male,Some of both,0.20974,543,5388,0.20952,0.20996
1995,No migration background,male,Paid,0.30302,790,5388,0.30277,0.30326
1995,No migration background,male,Not compensated,0.18110,441,5388,0.18089,0.18131
1995,No migration background,female,Comp. time,0.51666,967,5388,0.51633,0.51699
1995,No migration background,female,Some of both,0.14402,284,5388,0.14379,0.14426
1995,No migration background,female,Paid,0.18338,319,5388,0.18313,0.18364
1995,No migration background,female,Not compensated,0.15593,273,5388,0.15569,0.15617
1995,Direct migration background,male,Comp. time,0.16628,102,5388,0.16576,0.16680
1995,Direct migration background,male,Some of both,0.12755,88,5388,0.12708,0.12802
1995,Direct migration background,male,Paid,0.55851,389,5388,0.55782,0.55921
1995,Direct migration background,male,Not compensated,0.14766,49,5388,0.14716,0.14815
1995,Direct migration background,female,Comp. time,0.49450,127,5388,0.49352,0.49549
1995,Direct migration background,female,Some of both,0.15788,50,5388,0.15716,0.15860
1995,Direct migration background,female,Paid,0.34762,113,5388,0.34668,0.34856
1995,Indirect migration background,male,Paid,1.00000,41,5388,1.00000,1.00000
1995,Indirect migration background,female,Comp. time,1.00000,44,5388,1.00000,1.00000
1996,No migration background,male,Comp. time,0.35505,864,5260,0.35479,0.35531
1996,No migration background,male,Some of both,0.18620,475,5260,0.18599,0.18642
1996,No migration background,male,Paid,0.28148,729,5260,0.28124,0.28173
1996,No migration background,male,Not compensated,0.17727,433,5260,0.17706,0.17747
1996,No migration background,female,Comp. time,0.53782,989,5260,0.53749,0.53815
1996,No migration background,female,Some of both,0.14938,242,5260,0.14915,0.14962
1996,No migration background,female,Paid,0.16499,282,5260,0.16475,0.16524
1996,No migration background,female,Not compensated,0.14780,271,5260,0.14757,0.14804
1996,Direct migration background,male,Comp. time,0.25691,142,5260,0.25628,0.25754
1996,Direct migration background,male,Some of both,0.14030,88,5260,0.13980,0.14080
1996,Direct migration background,male,Paid,0.47685,300,5260,0.47613,0.47757
1996,Direct migration background,male,Not compensated,0.12594,35,5260,0.12546,0.12642
1996,Direct migration background,female,Comp. time,0.47906,135,5260,0.47813,0.47999
1996,Direct migration background,female,Some of both,0.10558,32,5260,0.10501,0.10615
1996,Direct migration background,female,Paid,0.28935,101,5260,0.28851,0.29019
1996,Direct migration background,female,Not compensated,0.12601,32,5260,0.12539,0.12663
1996,Indirect migration background,male,Comp. time,0.54582,33,5260,0.54329,0.54834
1996,Indirect migration background,male,Paid,0.45418,36,5260,0.45166,0.45671
1996,Indirect migration background,female,Comp. time,1.00000,41,5260,1.00000,1.00000
1997,No migration background,male,Comp. time,0.36158,778,4428,0.36131,0.36186
1997,No migration background,male,Some of both,0.23806,548,4428,0.23782,0.23831
1997,No migration background,male,Paid,0.18692,447,4428,0.18670,0.18715
1997,No migration background,male,Not compensated,0.21344,429,4428,0.21320,0.21367
1997,No migration background,female,Comp. time,0.55925,838,4428,0.55889,0.55961
1997,No migration background,female,Some of both,0.16465,250,4428,0.16438,0.16491
1997,No migration background,female,Paid,0.11313,172,4428,0.11290,0.11335
1997,No migration background,female,Not compensated,0.16298,253,4428,0.16271,0.16325
1997,Direct migration background,male,Comp. time,0.29867,141,4428,0.29798,0.29937
1997,Direct migration background,male,Some of both,0.20482,105,4428,0.20421,0.20544
1997,Direct migration background,male,Paid,0.31124,171,4428,0.31054,0.31195
1997,Direct migration background,male,Not compensated,0.18526,47,4428,0.18467,0.18585
1997,Direct migration background,female,Comp. time,0.79188,113,4428,0.79083,0.79292
1997,Direct migration background,female,Paid,0.20812,46,4428,0.20708,0.20917
1997,Indirect migration background,male,Comp. time,1.00000,42,4428,1.00000,1.00000
1997,Indirect migration background,female,Comp. time,1.00000,48,4428,1.00000,1.00000
1998,No migration background,male,Comp. time,0.39141,949,4890,0.39113,0.39170
1998,No migration background,male,Some of both,0.22761,608,4890,0.22736,0.22785
1998,No migration background,male,Paid,0.17852,454,4890,0.17830,0.17874
1998,No migration background,male,Not compensated,0.20246,486,4890,0.20223,0.20269
1998,No migration background,female,Comp. time,0.55240,943,4890,0.55204,0.55276
1998,No migration background,female,Some of both,0.18156,303,4890,0.18128,0.18184
1998,No migration background,female,Paid,0.11354,191,4890,0.11331,0.11377
1998,No migration background,female,Not compensated,0.15250,274,4890,0.15224,0.15276
1998,Direct migration background,male,Comp. time,0.29988,127,4890,0.29914,0.30062
1998,Direct migration background,male,Some of both,0.20815,91,4890,0.20750,0.20881
1998,Direct migration background,male,Paid,0.32203,147,4890,0.32127,0.32278
1998,Direct migration background,male,Not compensated,0.16994,45,4890,0.16934,0.17055
1998,Direct migration background,female,Comp. time,0.58698,117,4890,0.58586,0.58809
1998,Direct migration background,female,Some of both,0.20997,36,4890,0.20905,0.21089
1998,Direct migration background,female,Paid,0.20305,41,4890,0.20214,0.20396
1998,Indirect migration background,male,Comp. time,1.00000,39,4890,1.00000,1.00000
1998,Indirect migration background,female,Comp. time,1.00000,39,4890,1.00000,1.00000
1999,No migration background,male,Comp. time,0.38334,925,4857,0.38306,0.38362
1999,No migration background,male,Some of both,0.24561,617,4857,0.24537,0.24586
1999,No migration background,male,Paid,0.16905,439,4857,0.16883,0.16926
1999,No migration background,male,Not compensated,0.20200,489,4857,0.20177,0.20223
1999,No migration background,female,Comp. time,0.57236,964,4857,0.57201,0.57271
1999,No migration background,female,Some of both,0.17407,294,4857,0.17380,0.17434
1999,No migration background,female,Paid,0.09693,180,4857,0.09672,0.09714
1999,No migration background,female,Not compensated,0.15664,271,4857,0.15638,0.15690
1999,Direct migration background,male,Comp. time,0.35132,118,4857,0.35054,0.35210
1999,Direct migration background,male,Some of both,0.18504,85,4857,0.18440,0.18567
1999,Direct migration background,male,Paid,0.31100,141,4857,0.31024,0.31175
1999,Direct migration background,male,Not compensated,0.15265,35,4857,0.15206,0.15324
1999,Direct migration background,female,Comp. time,0.76055,103,4857,0.75949,0.76161
1999,Direct migration background,female,Paid,0.23945,39,4857,0.23839,0.24051
1999,Indirect migration background,male,Comp. time,0.50542,42,4857,0.50365,0.50719
1999,Indirect migration background,male,Some of both,0.19057,32,4857,0.18918,0.19196
1999,Indirect migration background,male,Paid,0.30401,36,4857,0.30238,0.30563
1999,Indirect migration background,female,Comp. time,1.00000,47,4857,1.00000,1.00000
2000,No migration background,male,Comp. time,0.41017,1715,8197,0.40988,0.41045
2000,No migration background,male,Some of both,0.23807,1015,8197,0.23783,0.23832
2000,No migration background,male,Paid,0.16471,703,8197,0.16449,0.16492
2000,No migration background,male,Not compensated,0.18705,832,8197,0.18683,0.18728
2000,No migration background,female,Comp. time,0.58968,1683,8197,0.58933,0.59004
2000,No migration background,female,Some of both,0.16292,456,8197,0.16266,0.16319
2000,No migration background,female,Paid,0.10788,308,8197,0.10766,0.10811
2000,No migration background,female,Not compensated,0.13951,410,8197,0.13926,0.13976
2000,Direct migration background,male,Comp. time,0.31072,196,8197,0.30996,0.31147
2000,Direct migration background,male,Some of both,0.21644,127,8197,0.21577,0.21711
2000,Direct migration background,male,Paid,0.32791,189,8197,0.32715,0.32867
2000,Direct migration background,male,Not compensated,0.14493,62,8197,0.14436,0.14551
2000,Direct migration background,female,Comp. time,0.59096,179,8197,0.58991,0.59201
2000,Direct migration background,female,Some of both,0.13199,40,8197,0.13127,0.13271
2000,Direct migration background,female,Paid,0.17169,57,8197,0.17089,0.17250
2000,Direct migration background,female,Not compensated,0.10536,32,8197,0.10470,0.10601
2000,Indirect migration background,male,Comp. time,0.49894,55,8197,0.49716,0.50073
2000,Indirect migration background,male,Some of both,0.27641,41,8197,0.27482,0.27801
2000,Indirect migration background,male,Paid,0.22464,37,8197,0.22315,0.22614
2000,Indirect migration background,female,Comp. time,1.00000,60,8197,1.00000,1.00000
2001,No migration background,male,Comp. time,0.40316,1524,7649,0.40288,0.40344
2001,No migration background,male,Some of both,0.24215,942,7649,0.24190,0.24239
2001,No migration background,male,Paid,0.17174,659,7649,0.17153,0.17196
2001,No migration background,male,Not compensated,0.18295,739,7649,0.18273,0.18317
2001,No migration background,female,Comp. time,0.57227,1571,7649,0.57192,0.57261
2001,No migration background,female,Some of both,0.17648,498,7649,0.17621,0.17675
2001,No migration background,female,Paid,0.11548,310,7649,0.11526,0.11571
2001,No migration background,female,Not compensated,0.13577,392,7649,0.13553,0.13601
2001,Direct migration background,male,Comp. time,0.29470,155,7649,0.29395,0.29545
2001,Direct migration background,male,Some of both,0.27803,150,7649,0.27729,0.27876
2001,Direct migration background,male,Paid,0.26009,150,7649,0.25937,0.26082
2001,Direct migration background,male,Not compensated,0.16718,68,7649,0.16657,0.16779
2001,Direct migration background,female,Comp. time,0.45626,144,7649,0.45520,0.45731
2001,Direct migration background,female,Some of both,0.17878,46,7649,0.17797,0.17959
2001,Direct migration background,female,Paid,0.22333,65,7649,0.22245,0.22421
2001,Direct migration background,female,Not compensated,0.14163,33,7649,0.14089,0.14236
2001,Indirect migration background,male,Comp. time,0.38973,51,7649,0.38810,0.39136
2001,Indirect migration background,male,Some of both,0.35176,50,7649,0.35017,0.35335
2001,Indirect migration background,male,Paid,0.25851,34,7649,0.25705,0.25997
2001,Indirect migration background,female,Comp. time,1.00000,68,7649,1.00000,1.00000
2002,No migration background,male,Comp. time,0.41988,1551,7845,0.41959,0.42017
2002,No migration background,male,Some of both,0.23963,949,7845,0.23938,0.23988
2002,No migration background,male,Paid,0.14020,513,7845,0.13999,0.14040
2002,No migration background,male,Not compensated,0.20030,1020,7845,0.20006,0.20053
2002,No migration background,female,Comp. time,0.58857,1687,7845,0.58821,0.58892
2002,No migration background,female,Some of both,0.16404,487,7845,0.16378,0.16431
2002,No migration background,female,Paid,0.09307,256,7845,0.09286,0.09328
2002,No migration background,female,Not compensated,0.15432,524,7845,0.15406,0.15458
2002,Direct migration background,male,Comp. time,0.30417,136,7845,0.30336,0.30498
2002,Direct migration background,male,Some of both,0.25253,130,7845,0.25176,0.25329
2002,Direct migration background,male,Paid,0.33695,136,7845,0.33612,0.33779
2002,Direct migration background,male,Not compensated,0.10635,53,7845,0.10581,0.10689
2002,Direct migration background,female,Comp. time,0.55446,141,7845,0.55336,0.55555
2002,Direct migration background,female,Some of both,0.12521,34,7845,0.12448,0.12594
2002,Direct migration background,female,Paid,0.16109,45,7845,0.16029,0.16190
2002,Direct migration background,female,Not compensated,0.15924,39,7845,0.15843,0.16004
2002,Indirect migration background,male,Comp. time,0.54346,49,7845,0.54139,0.54553
2002,Indirect migration background,male,Some of both,0.45654,37,7845,0.45447,0.45861
2002,Indirect migration background,female,Comp. time,1.00000,58,7845,1.00000,1.00000
2003,No migration background,male,Comp. time,0.44859,1531,7446,0.44830,0.44889
2003,No migration background,male,Some of both,0.22079,822,7446,0.22054,0.22103
2003,No migration background,male,Paid,0.12784,448,7446,0.12764,0.12804
2003,No migration background,male,Not compensated,0.20278,920,7446,0.20254,0.20302
2003,No migration background,female,Comp. time,0.60227,1697,7446,0.60193,0.60262
2003,No migration background,female,Some of both,0.15640,461,7446,0.15615,0.15666
2003,No migration background,female,Paid,0.09494,252,7446,0.09473,0.09514
2003,No migration background,female,Not compensated,0.14639,516,7446,0.14614,0.14663
2003,Direct migration background,male,Comp. time,0.35582,136,7446,0.35498,0.35666
2003,Direct migration background,male,Some of both,0.23715,108,7446,0.23640,0.23789
2003,Direct migration background,male,Paid,0.31590,114,7446,0.31508,0.31671
2003,Direct migration background,male,Not compensated,0.09113,43,7446,0.09063,0.09164
2003,Direct migration background,female,Comp. time,0.67347,142,7446,0.67238,0.67457
2003,Direct migration background,female,Some of both,0.18405,40,7446,0.18315,0.18496
2003,Direct migration background,female,Paid,0.14247,33,7446,0.14166,0.14329
2003,Indirect migration background,male,Comp. time,0.43721,51,7446,0.43550,0.43891
2003,Indirect migration background,male,Some of both,0.26462,32,7446,0.26310,0.26613
2003,Indirect migration background,male,Paid,0.29818,36,7446,0.29660,0.29975
2003,Indirect migration background,female,Comp. time,1.00000,64,7446,1.00000,1.00000
2004,No migration background,male,Comp. time,0.43649,1469,7165,0.43620,0.43679
2004,No migration background,male,Some of both,0.20771,769,7165,0.20747,0.20795
2004,No migration background,male,Paid,0.13466,419,7165,0.13446,0.13486
2004,No migration background,male,Not compensated,0.22114,962,7165,0.22089,0.22138
2004,No migration background,female,Comp. time,0.59447,1622,7165,0.59412,0.59482
2004,No migration background,female,Some of both,0.16270,434,7165,0.16243,0.16296
2004,No migration background,female,Paid,0.08735,235,7165,0.08715,0.08755
2004,No migration background,female,Not compensated,0.15548,517,7165,0.15522,0.15574
2004,Direct migration background,male,Comp. time,0.37996,140,7165,0.37910,0.38082
2004,Direct migration background,male,Some of both,0.21681,100,7165,0.21608,0.21754
2004,Direct migration background,male,Paid,0.23933,87,7165,0.23857,0.24009
2004,Direct migration background,male,Not compensated,0.16390,54,7165,0.16325,0.16456
2004,Direct migration background,female,Comp. time,0.67195,132,7165,0.67084,0.67305
2004,Direct migration background,female,Some of both,0.19540,38,7165,0.19447,0.19633
2004,Direct migration background,female,Not compensated,0.13266,32,7165,0.13186,0.13345
2004,Indirect migration background,male,Comp. time,0.62247,52,7165,0.62060,0.62434
2004,Indirect migration background,male,Some of both,0.37753,34,7165,0.37566,0.37940
2004,Indirect migration background,female,Comp. time,1.00000,69,7165,1.00000,1.00000
2005,No migration background,male,Comp. time,0.44827,1421,6624,0.44797,0.44857
2005,No migration background,male,Some of both,0.23495,763,6624,0.23469,0.23520
2005,No migration background,male,Paid,0.11096,340,6624,0.11077,0.11115
2005,No migration background,male,Not compensated,0.20582,802,6624,0.20558,0.20607
2005,No migration background,female,Comp. time,0.61052,1570,6624,0.61017,0.61086
2005,No migration background,female,Some of both,0.15080,386,6624,0.15055,0.15106
2005,No migration background,female,Paid,0.09382,215,6624,0.09362,0.09403
2005,No migration background,female,Not compensated,0.14486,457,6624,0.14461,0.14511
2005,Direct migration background,male,Comp. time,0.35734,133,6624,0.35648,0.35820
2005,Direct migration background,male,Some of both,0.31456,101,6624,0.31373,0.31540
2005,Direct migration background,male,Paid,0.19335,70,6624,0.19264,0.19406
2005,Direct migration background,male,Not compensated,0.13475,40,6624,0.13414,0.13536
2005,Direct migration background,female,Comp. time,0.79532,138,6624,0.79439,0.79625
2005,Direct migration background,female,Some of both,0.20468,39,6624,0.20375,0.20561
2005,Indirect migration background,male,Comp. time,0.68790,59,6624,0.68621,0.68960
2005,Indirect migration background,male,Some of both,0.31210,31,6624,0.31040,0.31379
2005,Indirect migration background,female,Comp. time,1.00000,59,6624,1.00000,1.00000
2006,No migration background,male,Comp. time,0.44889,1576,7421,0.44859,0.44918
2006,No migration background,male,Some of both,0.21461,737,7421,0.21437,0.21485
2006,No migration background,male,Paid,0.11553,359,7421,0.11534,0.11572
2006,No migration background,male,Not compensated,0.22097,913,7421,0.22073,0.22121
2006,No migration background,female,Comp. time,0.58168,1754,7421,0.58135,0.58202
2006,No migration background,female,Some of both,0.15703,461,7421,0.15678,0.15728
2006,No migration background,female,Paid,0.09215,248,7421,0.09195,0.09234
2006,No migration background,female,Not compensated,0.16914,550,7421,0.16888,0.16939
2006,Direct migration background,male,Comp. time,0.37611,125,7421,0.37527,0.37696
2006,Direct migration background,male,Some of both,0.22887,94,7421,0.22813,0.22960
2006,Direct migration background,male,Paid,0.24674,83,7421,0.24598,0.24749
2006,Direct migration background,male,Not compensated,0.14828,54,7421,0.14766,0.14890
2006,Direct migration background,female,Comp. time,0.52081,136,7421,0.51980,0.52182
2006,Direct migration background,female,Some of both,0.14983,43,7421,0.14911,0.15054
2006,Direct migration background,female,Paid,0.16450,38,7421,0.16375,0.16525
2006,Direct migration background,female,Not compensated,0.16486,43,7421,0.16412,0.16561
2006,Indirect migration background,male,Comp. time,0.47290,59,7421,0.47144,0.47435
2006,Indirect migration background,male,Some of both,0.25678,34,7421,0.25550,0.25805
2006,Indirect migration background,male,Not compensated,0.27033,35,7421,0.26903,0.27162
2006,Indirect migration background,female,Comp. time,1.00000,79,7421,1.00000,1.00000
2007,No migration background,male,Comp. time,0.43678,1426,6813,0.43649,0.43707
2007,No migration background,male,Some of both,0.23722,748,6813,0.23697,0.23747
2007,No migration background,male,Paid,0.10726,328,6813,0.10708,0.10744
2007,No migration background,male,Not compensated,0.21874,863,6813,0.21849,0.21898
2007,No migration background,female,Comp. time,0.59863,1652,6813,0.59830,0.59897
2007,No migration background,female,Some of both,0.16518,433,6813,0.16492,0.16543
2007,No migration background,female,Paid,0.07534,193,6813,0.07516,0.07552
2007,No migration background,female,Not compensated,0.16085,491,6813,0.16060,0.16111
2007,Direct migration background,male,Comp. time,0.37507,115,6813,0.37420,0.37595
2007,Direct migration background,male,Some of both,0.24045,81,6813,0.23968,0.24122
2007,Direct migration background,male,Paid,0.20498,60,6813,0.20425,0.20571
