year,migback,quintil_oecd,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,4th Quintile,Not compensated,0.14705,97,702,0.12083,0.17327
1990,No migration background,5th Quintile,Comp. time,0.32893,258,765,0.29562,0.36225
1990,No migration background,5th Quintile,Some of both,0.14534,119,765,0.12035,0.17033
1990,No migration background,5th Quintile,Paid,0.21874,167,765,0.18943,0.24806
1990,No migration background,5th Quintile,Not compensated,0.30698,221,765,0.27428,0.33969
1990,Direct migration background,1st Quintile,Paid,0.69658,139,139,0.61987,0.77328
1990,Direct migration background,2nd Quintile,Paid,0.60514,148,148,0.52612,0.68416
1990,Direct migration background,3rd Quintile,Comp. time,0.26992,38,184,0.20560,0.33424
1990,Direct migration background,3rd Quintile,Paid,0.52358,146,184,0.45121,0.59594
1990,Direct migration background,4th Quintile,Paid,0.59424,109,109,0.50163,0.68686
1990,Direct migration background,5th Quintile,Paid,0.39076,47,47,0.24975,0.53176
1991,No migration background,1st Quintile,Comp. time,0.25875,56,202,0.19821,0.31930
1991,No migration background,1st Quintile,Some of both,0.14492,33,202,0.09626,0.19359
1991,No migration background,1st Quintile,Paid,0.51648,113,202,0.44739,0.58556
1991,No migration background,2nd Quintile,Comp. time,0.31843,139,423,0.27398,0.36288
1991,No migration background,2nd Quintile,Some of both,0.13170,57,423,0.09944,0.16397
1991,No migration background,2nd Quintile,Paid,0.44869,188,423,0.40123,0.49614
1991,No migration background,2nd Quintile,Not compensated,0.10117,39,423,0.07240,0.12995
1991,No migration background,3rd Quintile,Comp. time,0.36928,195,557,0.32917,0.40940
1991,No migration background,3rd Quintile,Some of both,0.14527,90,557,0.11598,0.17456
1991,No migration background,3rd Quintile,Paid,0.34319,197,557,0.30373,0.38266
1991,No migration background,3rd Quintile,Not compensated,0.14225,75,557,0.11322,0.17129
1991,No migration background,4th Quintile,Comp. time,0.37475,265,731,0.33964,0.40987
1991,No migration background,4th Quintile,Some of both,0.14119,116,731,0.11593,0.16645
1991,No migration background,4th Quintile,Paid,0.32629,242,731,0.29227,0.36030
1991,No migration background,4th Quintile,Not compensated,0.15778,108,731,0.13133,0.18422
1991,No migration background,5th Quintile,Comp. time,0.32341,283,823,0.29143,0.35539
1991,No migration background,5th Quintile,Some of both,0.17246,137,823,0.14664,0.19829
1991,No migration background,5th Quintile,Paid,0.23673,199,823,0.20767,0.26578
1991,No migration background,5th Quintile,Not compensated,0.26741,204,823,0.23715,0.29766
1991,Direct migration background,1st Quintile,Paid,0.65218,134,134,0.57124,0.73313
1991,Direct migration background,2nd Quintile,Comp. time,0.26280,45,218,0.20424,0.32136
1991,Direct migration background,2nd Quintile,Paid,0.58388,173,218,0.51830,0.64947
1991,Direct migration background,3rd Quintile,Comp. time,0.22300,41,202,0.16546,0.28055
1991,Direct migration background,3rd Quintile,Some of both,0.14559,31,202,0.09683,0.19435
1991,Direct migration background,3rd Quintile,Paid,0.55492,130,202,0.48622,0.62363
1991,Direct migration background,4th Quintile,Comp. time,0.24603,45,164,0.17991,0.31215
1991,Direct migration background,4th Quintile,Paid,0.56662,119,164,0.49054,0.64269
1991,Direct migration background,5th Quintile,Paid,0.52625,67,67,0.40578,0.64671
1992,No migration background,1st Quintile,Comp. time,0.34632,214,566,0.30709,0.38556
1992,No migration background,1st Quintile,Some of both,0.18146,103,566,0.14968,0.21324
1992,No migration background,1st Quintile,Paid,0.35726,189,566,0.31775,0.39678
1992,No migration background,1st Quintile,Not compensated,0.11496,60,566,0.08865,0.14126
1992,No migration background,2nd Quintile,Comp. time,0.36898,333,881,0.33710,0.40087
1992,No migration background,2nd Quintile,Some of both,0.16129,153,881,0.13699,0.18559
1992,No migration background,2nd Quintile,Paid,0.35703,284,881,0.32537,0.38868
1992,No migration background,2nd Quintile,Not compensated,0.11270,111,881,0.09181,0.13359
1992,No migration background,3rd Quintile,Comp. time,0.35593,329,869,0.32408,0.38779
1992,No migration background,3rd Quintile,Some of both,0.16407,144,869,0.13943,0.18870
1992,No migration background,3rd Quintile,Paid,0.33549,254,869,0.30408,0.36690
1992,No migration background,3rd Quintile,Not compensated,0.14451,142,869,0.12112,0.16790
1992,No migration background,4th Quintile,Comp. time,0.37594,348,958,0.34525,0.40663
1992,No migration background,4th Quintile,Some of both,0.16978,162,958,0.14599,0.19356
1992,No migration background,4th Quintile,Paid,0.32450,311,958,0.29484,0.35416
1992,No migration background,4th Quintile,Not compensated,0.12978,137,958,0.10849,0.15107
1992,No migration background,5th Quintile,Comp. time,0.36192,390,1069,0.33310,0.39074
1992,No migration background,5th Quintile,Some of both,0.16657,183,1069,0.14422,0.18891
1992,No migration background,5th Quintile,Paid,0.22856,249,1069,0.20338,0.25375
1992,No migration background,5th Quintile,Not compensated,0.24295,247,1069,0.21723,0.26867
1992,Direct migration background,1st Quintile,Paid,0.60178,64,64,0.48090,0.72267
1992,Direct migration background,2nd Quintile,Comp. time,0.25541,38,172,0.19005,0.32078
1992,Direct migration background,2nd Quintile,Paid,0.56184,134,172,0.48747,0.63620
1992,Direct migration background,3rd Quintile,Comp. time,0.27677,56,239,0.21993,0.33362
1992,Direct migration background,3rd Quintile,Some of both,0.18332,38,239,0.13416,0.23248
1992,Direct migration background,3rd Quintile,Paid,0.49365,145,239,0.43013,0.55717
1992,Direct migration background,4th Quintile,Comp. time,0.24881,54,230,0.19282,0.30480
1992,Direct migration background,4th Quintile,Some of both,0.19536,43,230,0.14400,0.24671
1992,Direct migration background,4th Quintile,Paid,0.45747,133,230,0.39295,0.52200
1992,Direct migration background,5th Quintile,Paid,0.37021,61,61,0.24803,0.49239
1993,No migration background,1st Quintile,Comp. time,0.33579,154,446,0.29191,0.37967
1993,No migration background,1st Quintile,Some of both,0.17128,84,446,0.13627,0.20629
1993,No migration background,1st Quintile,Paid,0.39222,164,446,0.34685,0.43758
1993,No migration background,1st Quintile,Not compensated,0.10072,44,446,0.07275,0.12868
1993,No migration background,2nd Quintile,Comp. time,0.32219,286,813,0.29004,0.35433
1993,No migration background,2nd Quintile,Some of both,0.19207,155,813,0.16498,0.21917
1993,No migration background,2nd Quintile,Paid,0.36350,273,813,0.33042,0.39659
1993,No migration background,2nd Quintile,Not compensated,0.12224,99,813,0.09971,0.14477
1993,No migration background,3rd Quintile,Comp. time,0.36540,359,937,0.33455,0.39625
1993,No migration background,3rd Quintile,Some of both,0.15383,142,937,0.13072,0.17694
1993,No migration background,3rd Quintile,Paid,0.34800,293,937,0.31748,0.37852
1993,No migration background,3rd Quintile,Not compensated,0.13277,143,937,0.11103,0.15451
1993,No migration background,4th Quintile,Comp. time,0.39499,376,1004,0.36473,0.42524
1993,No migration background,4th Quintile,Some of both,0.16033,182,1004,0.13762,0.18304
1993,No migration background,4th Quintile,Paid,0.28725,279,1004,0.25925,0.31525
1993,No migration background,4th Quintile,Not compensated,0.15743,167,1004,0.13489,0.17997
1993,No migration background,5th Quintile,Comp. time,0.34273,384,1070,0.31427,0.37118
1993,No migration background,5th Quintile,Some of both,0.17170,180,1070,0.14909,0.19431
1993,No migration background,5th Quintile,Paid,0.22032,235,1070,0.19547,0.24516
1993,No migration background,5th Quintile,Not compensated,0.26525,271,1070,0.23879,0.29172
1993,Direct migration background,1st Quintile,Paid,0.59084,73,73,0.47726,0.70441
1993,Direct migration background,2nd Quintile,Comp. time,0.23724,35,153,0.16962,0.30487
1993,Direct migration background,2nd Quintile,Paid,0.54248,118,153,0.46328,0.62168
1993,Direct migration background,3rd Quintile,Comp. time,0.30529,51,195,0.24048,0.37010
1993,Direct migration background,3rd Quintile,Some of both,0.16548,37,195,0.11319,0.21777
1993,Direct migration background,3rd Quintile,Paid,0.42636,107,195,0.35677,0.49596
1993,Direct migration background,4th Quintile,Comp. time,0.26604,48,145,0.19386,0.33821
1993,Direct migration background,4th Quintile,Paid,0.45708,97,145,0.37572,0.53845
1993,Direct migration background,5th Quintile,Comp. time,0.25946,36,93,0.16988,0.34903
1993,Direct migration background,5th Quintile,Paid,0.33602,57,93,0.23950,0.43254
1994,No migration background,1st Quintile,Comp. time,0.36519,144,380,0.31671,0.41366
1994,No migration background,1st Quintile,Some of both,0.16270,65,380,0.12554,0.19986
1994,No migration background,1st Quintile,Paid,0.36792,130,380,0.31937,0.41647
1994,No migration background,1st Quintile,Not compensated,0.10419,41,380,0.07343,0.13495
1994,No migration background,2nd Quintile,Comp. time,0.34236,290,766,0.30873,0.37598
1994,No migration background,2nd Quintile,Some of both,0.18131,136,766,0.15400,0.20861
1994,No migration background,2nd Quintile,Paid,0.34624,244,766,0.31252,0.37995
1994,No migration background,2nd Quintile,Not compensated,0.13010,96,766,0.10626,0.15394
1994,No migration background,3rd Quintile,Comp. time,0.41100,409,963,0.37991,0.44210
1994,No migration background,3rd Quintile,Some of both,0.15665,159,963,0.13368,0.17962
1994,No migration background,3rd Quintile,Paid,0.29834,256,963,0.26943,0.32726
1994,No migration background,3rd Quintile,Not compensated,0.13400,139,963,0.11247,0.15553
1994,No migration background,4th Quintile,Comp. time,0.40163,390,1030,0.37168,0.43159
1994,No migration background,4th Quintile,Some of both,0.18483,201,1030,0.16111,0.20855
1994,No migration background,4th Quintile,Paid,0.26911,268,1030,0.24201,0.29620
1994,No migration background,4th Quintile,Not compensated,0.14443,171,1030,0.12295,0.16591
1994,No migration background,5th Quintile,Comp. time,0.38344,419,1107,0.35479,0.41210
1994,No migration background,5th Quintile,Some of both,0.18176,212,1107,0.15903,0.20449
1994,No migration background,5th Quintile,Paid,0.17907,205,1107,0.15647,0.20166
1994,No migration background,5th Quintile,Not compensated,0.25573,271,1107,0.23002,0.28144
1994,Direct migration background,1st Quintile,Paid,0.45081,70,70,0.33340,0.56821
1994,Direct migration background,2nd Quintile,Comp. time,0.29486,41,134,0.21737,0.37236
1994,Direct migration background,2nd Quintile,Paid,0.53221,93,134,0.44741,0.61701
1994,Direct migration background,3rd Quintile,Comp. time,0.24759,44,139,0.17558,0.31960
1994,Direct migration background,3rd Quintile,Paid,0.55419,95,139,0.47126,0.63712
1994,Direct migration background,4th Quintile,Comp. time,0.34244,60,168,0.27047,0.41441
1994,Direct migration background,4th Quintile,Some of both,0.18054,31,168,0.12220,0.23887
1994,Direct migration background,4th Quintile,Paid,0.37248,77,168,0.29915,0.44581
1994,Direct migration background,5th Quintile,Comp. time,0.23501,33,98,0.15063,0.31939
1994,Direct migration background,5th Quintile,Paid,0.43202,65,98,0.33344,0.53060
1995,No migration background,1st Quintile,Comp. time,0.38386,149,397,0.33596,0.43176
1995,No migration background,1st Quintile,Some of both,0.15257,69,397,0.11715,0.18798
1995,No migration background,1st Quintile,Paid,0.35720,136,397,0.31000,0.40439
1995,No migration background,1st Quintile,Not compensated,0.10637,43,397,0.07600,0.13674
1995,No migration background,2nd Quintile,Comp. time,0.37296,297,736,0.33800,0.40793
1995,No migration background,2nd Quintile,Some of both,0.17876,129,736,0.15106,0.20646
1995,No migration background,2nd Quintile,Paid,0.31295,215,736,0.27942,0.34647
1995,No migration background,2nd Quintile,Not compensated,0.13533,95,736,0.11060,0.16006
1995,No migration background,3rd Quintile,Comp. time,0.41706,406,953,0.38574,0.44838
1995,No migration background,3rd Quintile,Some of both,0.16942,163,953,0.14559,0.19325
1995,No migration background,3rd Quintile,Paid,0.30428,272,953,0.27505,0.33351
1995,No migration background,3rd Quintile,Not compensated,0.10924,112,953,0.08942,0.12905
1995,No migration background,4th Quintile,Comp. time,0.39430,441,1160,0.36617,0.42244
1995,No migration background,4th Quintile,Some of both,0.18427,230,1160,0.16195,0.20659
1995,No migration background,4th Quintile,Paid,0.27241,299,1160,0.24678,0.29804
1995,No migration background,4th Quintile,Not compensated,0.14902,190,1160,0.12852,0.16952
1995,No migration background,5th Quintile,Comp. time,0.38135,443,1140,0.35314,0.40955
1995,No migration background,5th Quintile,Some of both,0.20191,236,1140,0.17860,0.22522
1995,No migration background,5th Quintile,Paid,0.15294,187,1140,0.13203,0.17384
1995,No migration background,5th Quintile,Not compensated,0.26381,274,1140,0.23821,0.28940
1995,Direct migration background,1st Quintile,Paid,0.65110,120,120,0.56546,0.73673
1995,Direct migration background,2nd Quintile,Comp. time,0.24529,52,231,0.18968,0.30090
1995,Direct migration background,2nd Quintile,Some of both,0.11211,31,231,0.07134,0.15289
1995,Direct migration background,2nd Quintile,Paid,0.56832,148,231,0.50431,0.63234
1995,Direct migration background,3rd Quintile,Comp. time,0.26451,53,204,0.20384,0.32519
1995,Direct migration background,3rd Quintile,Some of both,0.15405,32,204,0.10439,0.20371
1995,Direct migration background,3rd Quintile,Paid,0.49184,119,204,0.42307,0.56061
1995,Direct migration background,4th Quintile,Comp. time,0.28907,58,144,0.21477,0.36337
1995,Direct migration background,4th Quintile,Paid,0.43689,86,144,0.35559,0.51818
1995,Direct migration background,5th Quintile,Comp. time,0.33989,41,41,0.19310,0.48669
1996,No migration background,1st Quintile,Comp. time,0.37721,155,380,0.32841,0.42600
1996,No migration background,1st Quintile,Some of both,0.17538,59,380,0.13709,0.21367
1996,No migration background,1st Quintile,Paid,0.34686,126,380,0.29894,0.39478
1996,No migration background,1st Quintile,Not compensated,0.10056,40,380,0.07028,0.13083
1996,No migration background,2nd Quintile,Comp. time,0.42320,294,700,0.38657,0.45983
1996,No migration background,2nd Quintile,Some of both,0.16272,115,700,0.13536,0.19008
1996,No migration background,2nd Quintile,Paid,0.32390,225,700,0.28921,0.35859
1996,No migration background,2nd Quintile,Not compensated,0.09018,66,700,0.06895,0.11142
1996,No migration background,3rd Quintile,Comp. time,0.44148,433,973,0.41026,0.47270
1996,No migration background,3rd Quintile,Some of both,0.15760,157,973,0.13469,0.18051
1996,No migration background,3rd Quintile,Paid,0.27394,253,973,0.24590,0.30197
1996,No migration background,3rd Quintile,Not compensated,0.12699,130,973,0.10605,0.14792
1996,No migration background,4th Quintile,Comp. time,0.45259,505,1139,0.42367,0.48151
1996,No migration background,4th Quintile,Some of both,0.18895,199,1139,0.16620,0.21169
1996,No migration background,4th Quintile,Paid,0.21920,253,1139,0.19517,0.24324
1996,No migration background,4th Quintile,Not compensated,0.13926,182,1139,0.11914,0.15937
1996,No migration background,5th Quintile,Comp. time,0.41701,467,1094,0.38778,0.44624
1996,No migration background,5th Quintile,Some of both,0.16852,187,1094,0.14633,0.19071
1996,No migration background,5th Quintile,Paid,0.14083,154,1094,0.12021,0.16145
1996,No migration background,5th Quintile,Not compensated,0.27364,286,1094,0.24721,0.30007
1996,Direct migration background,1st Quintile,Comp. time,0.30286,48,153,0.22981,0.37591
1996,Direct migration background,1st Quintile,Paid,0.52332,105,153,0.44392,0.60272
1996,Direct migration background,2nd Quintile,Comp. time,0.27183,55,193,0.20890,0.33476
1996,Direct migration background,2nd Quintile,Some of both,0.17369,36,193,0.12010,0.22728
1996,Direct migration background,2nd Quintile,Paid,0.47449,102,193,0.40386,0.54513
1996,Direct migration background,3rd Quintile,Comp. time,0.38896,68,155,0.31196,0.46596
1996,Direct migration background,3rd Quintile,Paid,0.41467,87,155,0.33685,0.49248
1996,Direct migration background,4th Quintile,Comp. time,0.37712,61,146,0.29823,0.45600
1996,Direct migration background,4th Quintile,Paid,0.42173,85,146,0.34135,0.50212
1996,Direct migration background,5th Quintile,Comp. time,0.34751,45,45,0.20681,0.48821
1997,No migration background,1st Quintile,Comp. time,0.41832,111,276,0.36002,0.47662
1997,No migration background,1st Quintile,Some of both,0.19994,59,276,0.15267,0.24721
1997,No migration background,1st Quintile,Paid,0.19586,62,276,0.14895,0.24277
1997,No migration background,1st Quintile,Not compensated,0.18588,44,276,0.13990,0.23186
1997,No migration background,2nd Quintile,Comp. time,0.40489,254,622,0.36629,0.44350
1997,No migration background,2nd Quintile,Some of both,0.23070,145,622,0.19756,0.26383
1997,No migration background,2nd Quintile,Paid,0.21646,140,622,0.18407,0.24885
1997,No migration background,2nd Quintile,Not compensated,0.14795,83,622,0.12002,0.17587
1997,No migration background,3rd Quintile,Comp. time,0.46084,385,838,0.42707,0.49461
1997,No migration background,3rd Quintile,Some of both,0.21525,189,838,0.18740,0.24309
1997,No migration background,3rd Quintile,Paid,0.19486,155,838,0.16802,0.22169
1997,No migration background,3rd Quintile,Not compensated,0.12905,109,838,0.10634,0.15177
1997,No migration background,4th Quintile,Comp. time,0.47717,478,1019,0.44648,0.50785
1997,No migration background,4th Quintile,Some of both,0.20715,211,1019,0.18225,0.23204
1997,No migration background,4th Quintile,Paid,0.15294,160,1019,0.13083,0.17505
