year,migback,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,No migration background,Not compensated,0.05825,1437,7275,0.05287,0.06363
2010,Direct migration background,Comp. time,0.10787,333,786,0.08617,0.12957
2010,Direct migration background,Some of both,0.04301,164,786,0.02881,0.05720
2010,Direct migration background,Paid,0.04500,167,786,0.03050,0.05951
2010,Direct migration background,Not compensated,0.04519,122,786,0.03066,0.05972
2010,Indirect migration background,Comp. time,0.09831,179,370,0.06794,0.12869
2010,Indirect migration background,Some of both,0.03606,66,370,0.01704,0.05509
2010,Indirect migration background,Paid,0.02283,55,370,0.00759,0.03807
2010,Indirect migration background,Not compensated,0.02925,70,370,0.01205,0.04644
2011,No migration background,Comp. time,0.15523,4374,8713,0.14763,0.16283
2011,No migration background,Some of both,0.05975,1657,8713,0.05477,0.06472
2011,No migration background,Paid,0.03417,968,8713,0.03036,0.03799
2011,No migration background,Not compensated,0.05809,1714,8713,0.05317,0.06300
2011,Direct migration background,Comp. time,0.11623,415,972,0.09607,0.13639
2011,Direct migration background,Some of both,0.05081,186,972,0.03700,0.06462
2011,Direct migration background,Paid,0.05252,209,972,0.03849,0.06656
2011,Direct migration background,Not compensated,0.04969,162,972,0.03602,0.06336
2011,Indirect migration background,Comp. time,0.08700,223,454,0.06105,0.11295
2011,Indirect migration background,Some of both,0.04015,86,454,0.02207,0.05823
2011,Indirect migration background,Paid,0.02287,65,454,0.00910,0.03663
2011,Indirect migration background,Not compensated,0.04095,80,454,0.02270,0.05921
2012,No migration background,Comp. time,0.16683,4631,8877,0.15907,0.17458
2012,No migration background,Some of both,0.06404,1730,8877,0.05895,0.06914
2012,No migration background,Paid,0.03354,948,8877,0.02980,0.03729
2012,No migration background,Not compensated,0.05362,1568,8877,0.04893,0.05830
2012,Direct migration background,Comp. time,0.12991,438,1019,0.10925,0.15056
2012,Direct migration background,Some of both,0.07299,222,1019,0.05701,0.08896
2012,Direct migration background,Paid,0.05357,204,1019,0.03974,0.06740
2012,Direct migration background,Not compensated,0.04448,155,1019,0.03182,0.05715
2012,Indirect migration background,Comp. time,0.09565,230,478,0.06925,0.12204
2012,Indirect migration background,Some of both,0.04529,106,478,0.02663,0.06395
2012,Indirect migration background,Paid,0.02023,57,478,0.00760,0.03287
2012,Indirect migration background,Not compensated,0.03640,85,478,0.01960,0.05321
2013,No migration background,Comp. time,0.15798,4316,8190,0.15008,0.16588
2013,No migration background,Some of both,0.06231,1584,8190,0.05707,0.06754
2013,No migration background,Paid,0.03046,831,8190,0.02674,0.03419
2013,No migration background,Not compensated,0.05179,1459,8190,0.04699,0.05658
2013,Direct migration background,Comp. time,0.12884,912,2105,0.11453,0.14316
2013,Direct migration background,Some of both,0.06566,471,2105,0.05507,0.07624
2013,Direct migration background,Paid,0.05990,467,2105,0.04976,0.07004
2013,Direct migration background,Not compensated,0.04614,255,2105,0.03718,0.05511
2013,Indirect migration background,Comp. time,0.09486,370,732,0.07362,0.11611
2013,Indirect migration background,Some of both,0.03765,150,732,0.02385,0.05144
2013,Indirect migration background,Paid,0.02341,102,732,0.01245,0.03437
2013,Indirect migration background,Not compensated,0.02769,110,732,0.01580,0.03959
2014,No migration background,Comp. time,0.16395,4041,7704,0.15568,0.17222
2014,No migration background,Some of both,0.06966,1634,7704,0.06397,0.07534
2014,No migration background,Paid,0.03070,747,7704,0.02684,0.03455
2014,No migration background,Not compensated,0.05096,1282,7704,0.04605,0.05587
2014,Direct migration background,Comp. time,0.12310,730,1705,0.10750,0.13870
2014,Direct migration background,Some of both,0.06153,388,1705,0.05012,0.07294
2014,Direct migration background,Paid,0.05627,358,1705,0.04533,0.06721
2014,Direct migration background,Not compensated,0.04526,229,1705,0.03539,0.05513
2014,Indirect migration background,Comp. time,0.10778,314,646,0.08385,0.13171
2014,Indirect migration background,Some of both,0.04219,141,646,0.02668,0.05771
2014,Indirect migration background,Paid,0.03074,92,646,0.01742,0.04406
2014,Indirect migration background,Not compensated,0.02766,99,646,0.01500,0.04032
2018,No migration background,Comp. time,0.18325,4289,7709,0.17461,0.19189
2018,No migration background,Some of both,0.07285,1615,7709,0.06704,0.07865
2018,No migration background,Paid,0.03169,785,7709,0.02778,0.03560
2018,No migration background,Not compensated,0.04466,1020,7709,0.04005,0.04928
2018,Direct migration background,Comp. time,0.13877,667,1556,0.12158,0.15595
2018,Direct migration background,Some of both,0.07547,401,1556,0.06234,0.08860
2018,Direct migration background,Paid,0.05434,314,1556,0.04307,0.06561
2018,Direct migration background,Not compensated,0.03725,174,1556,0.02784,0.04667
2018,Indirect migration background,Comp. time,0.11843,306,607,0.09271,0.14416
2018,Indirect migration background,Some of both,0.05212,124,607,0.03442,0.06982
2018,Indirect migration background,Paid,0.03154,92,607,0.01762,0.04545
2018,Indirect migration background,Not compensated,0.02902,85,607,0.01565,0.04238
2020,No migration background,Comp. time,0.19924,4120,7312,0.19009,0.20840
2020,No migration background,Some of both,0.07726,1572,7312,0.07114,0.08338
2020,No migration background,Paid,0.03058,627,7312,0.02664,0.03453
2020,No migration background,Not compensated,0.04072,993,7312,0.03619,0.04525
2020,Direct migration background,Comp. time,0.13114,863,2016,0.11640,0.14588
2020,Direct migration background,Some of both,0.09041,499,2016,0.07789,0.10293
2020,Direct migration background,Paid,0.04773,403,2016,0.03842,0.05704
2020,Direct migration background,Not compensated,0.03033,251,2016,0.02284,0.03782
2020,Indirect migration background,Comp. time,0.11794,305,614,0.09241,0.14347
2020,Indirect migration background,Some of both,0.05062,154,614,0.03326,0.06797
2020,Indirect migration background,Paid,0.02396,75,614,0.01185,0.03606
2020,Indirect migration background,Not compensated,0.01844,80,614,0.00779,0.02910
2022,No migration background,Comp. time,0.20680,4875,8487,0.19818,0.21542
2022,No migration background,Some of both,0.07252,1681,8487,0.06700,0.07804
2022,No migration background,Paid,0.03512,769,8487,0.03120,0.03904
2022,No migration background,Not compensated,0.04745,1162,8487,0.04293,0.05198
2022,Direct migration background,Comp. time,0.17856,1402,2911,0.16464,0.19248
2022,Direct migration background,Some of both,0.08385,567,2911,0.07378,0.09392
2022,Direct migration background,Paid,0.05942,452,2911,0.05083,0.06801
2022,Direct migration background,Not compensated,0.03948,490,2911,0.03241,0.04656
2022,Indirect migration background,Comp. time,0.14501,391,692,0.11876,0.17127
2022,Indirect migration background,Some of both,0.04921,128,692,0.03309,0.06534
2022,Indirect migration background,Paid,0.04372,89,692,0.02847,0.05896
2022,Indirect migration background,Not compensated,0.02256,84,692,0.01148,0.03363
