,Unnamed: 0,year,pgisced97,sampreg,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
41,41,1986,Lower Secondary Level,West,Paid,0.495,373,3366,0.46263,0.53703
42,42,1986,Lower Secondary Level,West,Not compensated,0.12994,75,3366,0.11622,0.14767
43,43,1986,Upper Secondary Level,West,Comp. time,0.33252,603,3366,0.32102,0.34329
44,44,1986,Upper Secondary Level,West,Some of both,0.12956,241,3366,0.12342,0.13795
45,45,1986,Upper Secondary Level,West,Paid,0.38352,812,3366,0.36967,0.39677
46,46,1986,Upper Secondary Level,West,Not compensated,0.1544,283,3366,0.14816,0.16057
47,47,1986,Post-secondary Non-tertiary Level,West,Paid,1.0,45,3366,0.79864,1.27358
48,48,1986,First Stage of Tertiary Education,West,Comp. time,0.35317,85,3366,0.3251,0.37709
49,49,1986,First Stage of Tertiary Education,West,Some of both,0.13139,34,3366,0.11787,0.1479
50,50,1986,First Stage of Tertiary Education,West,Paid,0.24932,64,3366,0.22607,0.27256
51,51,1986,First Stage of Tertiary Education,West,Not compensated,0.26612,69,3366,0.24095,0.28954
52,52,1986,Second Stage of Tertiary Education,West,Comp. time,0.2139,77,3366,0.19656,0.23156
53,53,1986,Second Stage of Tertiary Education,West,Some of both,0.09837,35,3366,0.08686,0.1088
54,54,1986,Second Stage of Tertiary Education,West,Paid,0.11577,45,3366,0.09712,0.12938
55,55,1986,Second Stage of Tertiary Education,West,Not compensated,0.57195,196,3366,0.54491,0.60718
56,56,1988,Primary Level,West,Paid,1.0,130,3311,0.81691,1.1855
57,57,1988,Lower Secondary Level,West,Comp. time,0.3042,165,3311,0.27708,0.33008
58,58,1988,Lower Secondary Level,West,Some of both,0.10874,65,3311,0.09196,0.12757
59,59,1988,Lower Secondary Level,West,Paid,0.48102,382,3311,0.44366,0.51862
60,60,1988,Lower Secondary Level,West,Not compensated,0.10604,58,3311,0.09147,0.12385
61,61,1988,Upper Secondary Level,West,Comp. time,0.352,622,3311,0.33715,0.36428
62,62,1988,Upper Secondary Level,West,Some of both,0.12994,243,3311,0.12104,0.13856
63,63,1988,Upper Secondary Level,West,Paid,0.37687,765,3311,0.35873,0.39122
64,64,1988,Upper Secondary Level,West,Not compensated,0.14119,245,3311,0.13352,0.14986
65,65,1988,Post-secondary Non-tertiary Level,West,Paid,1.0,36,3311,0.74407,1.21675
66,66,1988,First Stage of Tertiary Education,West,Comp. time,0.39882,90,3311,0.36071,0.43097
67,67,1988,First Stage of Tertiary Education,West,Some of both,0.15351,38,3311,0.13058,0.17323
68,68,1988,First Stage of Tertiary Education,West,Paid,0.2072,54,3311,0.17735,0.22809
69,69,1988,First Stage of Tertiary Education,West,Not compensated,0.24048,56,3311,0.21805,0.27293
70,70,1988,Second Stage of Tertiary Education,West,Comp. time,0.20062,78,3311,0.17607,0.21818
71,71,1988,Second Stage of Tertiary Education,West,Some of both,0.11469,43,3311,0.10014,0.12816
72,72,1988,Second Stage of Tertiary Education,West,Paid,0.099,39,3311,0.0853,0.11462
73,73,1988,Second Stage of Tertiary Education,West,Not compensated,0.58569,202,3311,0.5504,0.61366
74,74,1989,Primary Level,West,Paid,1.0,125,3519,0.83229,1.17563
75,75,1989,Lower Secondary Level,West,Comp. time,0.29757,164,3519,0.26964,0.32376
76,76,1989,Lower Secondary Level,West,Some of both,0.13838,97,3519,0.11806,0.15624
77,77,1989,Lower Secondary Level,West,Paid,0.46147,388,3519,0.42305,0.50175
78,78,1989,Lower Secondary Level,West,Not compensated,0.10258,61,3519,0.08769,0.11755
79,79,1989,Upper Secondary Level,West,Comp. time,0.33802,644,3519,0.32567,0.35088
80,80,1989,Upper Secondary Level,West,Some of both,0.14065,280,3519,0.13316,0.14733
81,81,1989,Upper Secondary Level,West,Paid,0.38567,846,3519,0.36676,0.39984
82,82,1989,Upper Secondary Level,West,Not compensated,0.13566,245,3519,0.12702,0.14322
83,83,1989,Post-secondary Non-tertiary Level,West,Comp. time,0.63976,44,3519,0.50836,0.76607
84,84,1989,Post-secondary Non-tertiary Level,West,Paid,0.36024,36,3519,0.27563,0.45183
85,85,1989,First Stage of Tertiary Education,West,Comp. time,0.35685,82,3519,0.32872,0.39244
86,86,1989,First Stage of Tertiary Education,West,Some of both,0.22513,54,3519,0.19523,0.2522
87,87,1989,First Stage of Tertiary Education,West,Paid,0.2086,50,3519,0.18375,0.2353
88,88,1989,First Stage of Tertiary Education,West,Not compensated,0.20942,47,3519,0.18879,0.23359
89,89,1989,Second Stage of Tertiary Education,West,Comp. time,0.20457,75,3519,0.18101,0.22584
90,90,1989,Second Stage of Tertiary Education,West,Some of both,0.15685,55,3519,0.13674,0.17758
91,91,1989,Second Stage of Tertiary Education,West,Paid,0.09637,39,3519,0.08158,0.11365
92,92,1989,Second Stage of Tertiary Education,West,Not compensated,0.54221,187,3519,0.51064,0.57883
93,93,1990,Primary Level,West,Paid,1.0,112,5856,0.77432,1.24019
94,94,1990,Lower Secondary Level,West,Comp. time,0.29651,166,5856,0.26654,0.32311
95,95,1990,Lower Secondary Level,West,Some of both,0.13066,91,5856,0.11262,0.15472
96,96,1990,Lower Secondary Level,West,Paid,0.48929,407,5856,0.44824,0.53349
97,97,1990,Lower Secondary Level,West,Not compensated,0.08354,51,5856,0.0679,0.10051
98,98,1990,Lower Secondary Level,East,Comp. time,0.37082,38,5856,0.32866,0.41681
99,99,1990,Lower Secondary Level,East,Paid,0.62918,71,5856,0.57667,0.68586
100,100,1990,Upper Secondary Level,West,Comp. time,0.35633,651,5856,0.34184,0.3699
101,101,1990,Upper Secondary Level,West,Some of both,0.13188,282,5856,0.12389,0.14067
102,102,1990,Upper Secondary Level,West,Paid,0.38198,808,5856,0.36642,0.39788
103,103,1990,Upper Secondary Level,West,Not compensated,0.12981,227,5856,0.12195,0.13853
104,104,1990,Upper Secondary Level,East,Comp. time,0.34138,510,5856,0.33066,0.35203
105,105,1990,Upper Secondary Level,East,Some of both,0.15543,239,5856,0.14687,0.16308
106,106,1990,Upper Secondary Level,East,Paid,0.47551,711,5856,0.46193,0.48963
107,107,1990,Upper Secondary Level,East,Not compensated,0.02769,44,5856,0.02423,0.03029
108,108,1990,Post-secondary Non-tertiary Level,West,Comp. time,0.64903,40,5856,0.54775,0.74988
109,109,1990,Post-secondary Non-tertiary Level,West,Paid,0.35097,42,5856,0.26502,0.43908
110,110,1990,First Stage of Tertiary Education,West,Comp. time,0.37174,89,5856,0.34624,0.41331
111,111,1990,First Stage of Tertiary Education,West,Some of both,0.23595,52,5856,0.20771,0.26179
112,112,1990,First Stage of Tertiary Education,West,Paid,0.20518,50,5856,0.17568,0.23911
113,113,1990,First Stage of Tertiary Education,West,Not compensated,0.18713,37,5856,0.16131,0.21292
114,114,1990,First Stage of Tertiary Education,East,Comp. time,0.47172,57,5856,0.44007,0.50296
115,115,1990,First Stage of Tertiary Education,East,Paid,0.52828,66,5856,0.48416,0.57415
116,116,1990,Second Stage of Tertiary Education,West,Comp. time,0.27686,95,5856,0.24551,0.30796
117,117,1990,Second Stage of Tertiary Education,West,Some of both,0.18277,65,5856,0.15973,0.2117
118,118,1990,Second Stage of Tertiary Education,West,Not compensated,0.54037,176,5856,0.50756,0.5802
119,119,1990,Second Stage of Tertiary Education,East,Comp. time,0.40328,275,5856,0.37805,0.42854
120,120,1990,Second Stage of Tertiary Education,East,Some of both,0.12605,89,5856,0.11844,0.13514
121,121,1990,Second Stage of Tertiary Education,East,Paid,0.19756,136,5856,0.18066,0.21132
122,122,1990,Second Stage of Tertiary Education,East,Not compensated,0.2731,179,5856,0.25819,0.29116
123,123,1991,Primary Level,West,Paid,1.0,136,5432,0.82402,1.19918
124,124,1991,Lower Secondary Level,West,Comp. time,0.30213,188,5432,0.27736,0.33942
125,125,1991,Lower Secondary Level,West,Some of both,0.10787,94,5432,0.09527,0.12293
126,126,1991,Lower Secondary Level,West,Paid,0.50808,431,5432,0.47009,0.54339
127,127,1991,Lower Secondary Level,West,Not compensated,0.08192,48,5432,0.0691,0.09424
128,128,1991,Upper Secondary Level,West,Comp. time,0.33128,676,5432,0.31661,0.34642
129,129,1991,Upper Secondary Level,West,Some of both,0.15804,326,5432,0.1493,0.16782
130,130,1991,Upper Secondary Level,West,Paid,0.38722,872,5432,0.37037,0.4025
131,131,1991,Upper Secondary Level,West,Not compensated,0.12346,220,5432,0.11505,0.1314
132,132,1991,Upper Secondary Level,East,Comp. time,0.47797,508,5432,0.45941,0.49658
133,133,1991,Upper Secondary Level,East,Some of both,0.1425,152,5432,0.13125,0.15338
134,134,1991,Upper Secondary Level,East,Paid,0.32488,340,5432,0.30307,0.34173
135,135,1991,Upper Secondary Level,East,Not compensated,0.05464,56,5432,0.04918,0.0611
136,136,1991,Post-secondary Non-tertiary Level,West,Comp. time,0.62332,53,5432,0.55058,0.71455
137,137,1991,Post-secondary Non-tertiary Level,West,Paid,0.37668,50,5432,0.30256,0.44356
138,138,1991,First Stage of Tertiary Education,West,Comp. time,0.40495,102,5432,0.37069,0.4446
139,139,1991,First Stage of Tertiary Education,West,Some of both,0.17908,46,5432,0.16107,0.1993
140,140,1991,First Stage of Tertiary Education,West,Paid,0.22958,59,5432,0.19487,0.25786
141,141,1991,First Stage of Tertiary Education,West,Not compensated,0.18639,41,5432,0.16206,0.21608
142,142,1991,First Stage of Tertiary Education,East,Comp. time,0.58659,50,5432,0.52422,0.64372
143,143,1991,First Stage of Tertiary Education,East,Paid,0.41341,31,5432,0.33992,0.50741
144,144,1991,Second Stage of Tertiary Education,West,Comp. time,0.27171,101,5432,0.24626,0.29864
145,145,1991,Second Stage of Tertiary Education,West,Some of both,0.16215,65,5432,0.14171,0.18201
146,146,1991,Second Stage of Tertiary Education,West,Paid,0.12229,49,5432,0.10472,0.14032
147,147,1991,Second Stage of Tertiary Education,West,Not compensated,0.44386,166,5432,0.41398,0.47371
148,148,1991,Second Stage of Tertiary Education,East,Comp. time,0.43248,250,5432,0.40662,0.4603
149,149,1991,Second Stage of Tertiary Education,East,Some of both,0.09529,56,5432,0.08589,0.11041
150,150,1991,Second Stage of Tertiary Education,East,Paid,0.11601,66,5432,0.10188,0.13313
151,151,1991,Second Stage of Tertiary Education,East,Not compensated,0.35622,200,5432,0.33652,0.38038
152,152,1992,Primary Level,West,Paid,1.0,107,5107,0.84952,1.20987
153,153,1992,Lower Secondary Level,West,Comp. time,0.30396,164,5107,0.27282,0.33724
154,154,1992,Lower Secondary Level,West,Some of both,0.119,87,5107,0.09951,0.13616
155,155,1992,Lower Secondary Level,West,Paid,0.49435,373,5107,0.45629,0.53333
156,156,1992,Lower Secondary Level,West,Not compensated,0.0827,54,5107,0.06698,0.10141
157,157,1992,Lower Secondary Level,East,Comp. time,1.0,42,5107,0.86364,1.15061
158,158,1992,Upper Secondary Level,West,Comp. time,0.34895,691,5107,0.33371,0.36377
159,159,1992,Upper Secondary Level,West,Some of both,0.17513,352,5107,0.1635,0.1848
160,160,1992,Upper Secondary Level,West,Paid,0.36668,793,5107,0.34888,0.38468
161,161,1992,Upper Secondary Level,West,Not compensated,0.10925,187,5107,0.10257,0.11867
162,162,1992,Upper Secondary Level,East,Comp. time,0.38397,377,5107,0.36759,0.40103
163,163,1992,Upper Secondary Level,East,Some of both,0.17737,172,5107,0.16265,0.1897
164,164,1992,Upper Secondary Level,East,Paid,0.36612,337,5107,0.34661,0.3892
165,165,1992,Upper Secondary Level,East,Not compensated,0.07254,70,5107,0.06571,0.07928
166,166,1992,Post-secondary Non-tertiary Level,West,Comp. time,0.62431,57,5107,0.53106,0.69581
167,167,1992,Post-secondary Non-tertiary Level,West,Paid,0.37569,39,5107,0.28614,0.47701
168,168,1992,First Stage of Tertiary Education,West,Comp. time,0.43121,106,5107,0.3915,0.46983
169,169,1992,First Stage of Tertiary Education,West,Some of both,0.20315,54,5107,0.16937,0.2403
170,170,1992,First Stage of Tertiary Education,West,Paid,0.1966,53,5107,0.16693,0.22688
171,171,1992,First Stage of Tertiary Education,West,Not compensated,0.16904,41,5107,0.14275,0.19737
172,172,1992,First Stage of Tertiary Education,East,Some of both,0.50192,31,5107,0.41645,0.61765
173,173,1992,First Stage of Tertiary Education,East,Paid,0.49808,34,5107,0.40359,0.60435
174,174,1992,Second Stage of Tertiary Education,West,Comp. time,0.30335,109,5107,0.26532,0.33416
175,175,1992,Second Stage of Tertiary Education,West,Some of both,0.18343,67,5107,0.15839,0.21021
176,176,1992,Second Stage of Tertiary Education,West,Paid,0.0884,42,5107,0.07373,0.10273
177,177,1992,Second Stage of Tertiary Education,West,Not compensated,0.42482,164,5107,0.39329,0.45398
178,178,1992,Second Stage of Tertiary Education,East,Comp. time,0.38389,206,5107,0.35681,0.40924
179,179,1992,Second Stage of Tertiary Education,East,Some of both,0.11185,59,5107,0.1,0.12915
180,180,1992,Second Stage of Tertiary Education,East,Paid,0.0854,41,5107,0.07115,0.09924
181,181,1992,Second Stage of Tertiary Education,East,Not compensated,0.41886,198,5107,0.38595,0.45195
182,182,1993,Primary Level,West,Paid,1.0,104,4952,0.84956,1.1576
183,183,1993,Lower Secondary Level,West,Comp. time,0.28145,162,4952,0.25504,0.31234
184,184,1993,Lower Secondary Level,West,Some of both,0.13171,90,4952,0.11128,0.1528
185,185,1993,Lower Secondary Level,West,Paid,0.49869,330,4952,0.45107,0.53811
186,186,1993,Lower Secondary Level,West,Not compensated,0.08815,52,4952,0.06886,0.10685
187,187,1993,Lower Secondary Level,East,Comp. time,1.0,33,4952,0.87326,1.12519
188,188,1993,Upper Secondary Level,West,Comp. time,0.35377,691,4952,0.33808,0.37078
189,189,1993,Upper Secondary Level,West,Some of both,0.16126,319,4952,0.15086,0.17169
190,190,1993,Upper Secondary Level,West,Paid,0.355,744,4952,0.33875,0.36911
191,191,1993,Upper Secondary Level,West,Not compensated,0.12996,216,4952,0.11877,0.13988
192,192,1993,Upper Secondary Level,East,Comp. time,0.355,335,4952,0.334,0.37337
193,193,1993,Upper Secondary Level,East,Some of both,0.20393,188,4952,0.1902,0.22072
194,194,1993,Upper Secondary Level,East,Paid,0.35715,327,4952,0.3346,0.37763
195,195,1993,Upper Secondary Level,East,Not compensated,0.08392,75,4952,0.07323,0.0942
196,196,1993,Post-secondary Non-tertiary Level,West,Comp. time,0.68397,61,4952,0.58052,0.77949
197,197,1993,Post-secondary Non-tertiary Level,West,Paid,0.31603,36,4952,0.2318,0.38332
198,198,1993,First Stage of Tertiary Education,West,Comp. time,0.4397,106,4952,0.40247,0.49003
199,199,1993,First Stage of Tertiary Education,West,Some of both,0.21649,60,4952,0.19205,0.24426
200,200,1993,First Stage of Tertiary Education,West,Paid,0.17551,44,4952,0.14107,0.21893
201,201,1993,First Stage of Tertiary Education,West,Not compensated,0.1683,35,4952,0.13642,0.20757
202,202,1993,First Stage of Tertiary Education,East,Comp. time,1.0,32,4952,0.79567,1.22317
203,203,1993,Second Stage of Tertiary Education,West,Comp. time,0.25726,102,4952,0.22478,0.29503
204,204,1993,Second Stage of Tertiary Education,West,Some of both,0.17794,77,4952,0.15217,0.20285
205,205,1993,Second Stage of Tertiary Education,West,Paid,0.11762,48,4952,0.09173,0.1439
206,206,1993,Second Stage of Tertiary Education,West,Not compensated,0.44719,177,4952,0.42143,0.47614
207,207,1993,Second Stage of Tertiary Education,East,Comp. time,0.40799,207,4952,0.38332,0.43371
208,208,1993,Second Stage of Tertiary Education,East,Some of both,0.1158,68,4952,0.10485,0.13118
209,209,1993,Second Stage of Tertiary Education,East,Paid,0.09463,47,4952,0.08108,0.11296
210,210,1993,Second Stage of Tertiary Education,East,Not compensated,0.38158,186,4952,0.35048,0.41142
211,211,1994,Primary Level,West,Paid,1.0,85,4859,0.82581,1.16861
212,212,1994,Lower Secondary Level,West,Comp. time,0.30932,155,4859,0.27905,0.34729
213,213,1994,Lower Secondary Level,West,Some of both,0.16325,84,4859,0.13862,0.18974
214,214,1994,Lower Secondary Level,West,Paid,0.46772,279,4859,0.4167,0.52163
215,215,1994,Lower Secondary Level,West,Not compensated,0.05972,40,4859,0.04842,0.07386
216,216,1994,Lower Secondary Level,East,Comp. time,1.0,34,4859,0.88235,1.14705
217,217,1994,Upper Secondary Level,West,Comp. time,0.39666,769,4859,0.37814,0.41556
218,218,1994,Upper Secondary Level,West,Some of both,0.1746,354,4859,0.16137,0.18533
219,219,1994,Upper Secondary Level,West,Paid,0.31746,657,4859,0.30163,0.33218
220,220,1994,Upper Secondary Level,West,Not compensated,0.11128,179,4859,0.10228,0.12221
221,221,1994,Upper Secondary Level,East,Comp. time,0.37369,355,4859,0.35639,0.39089
222,222,1994,Upper Secondary Level,East,Some of both,0.19716,170,4859,0.18167,0.21903
223,223,1994,Upper Secondary Level,East,Paid,0.33942,301,4859,0.31917,0.36912
224,224,1994,Upper Secondary Level,East,Not compensated,0.08974,87,4859,0.08027,0.10008
225,225,1994,Post-secondary Non-tertiary Level,West,Comp. time,0.70534,70,4859,0.60478,0.82128
226,226,1994,Post-secondary Non-tertiary Level,West,Some of both,0.29466,31,4859,0.24123,0.35386
227,227,1994,First Stage of Tertiary Education,West,Comp. time,0.46031,114,4859,0.4088,0.51193
228,228,1994,First Stage of Tertiary Education,West,Some of both,0.18221,53,4859,0.16291,0.20493
229,229,1994,First Stage of Tertiary Education,West,Paid,0.20411,50,4859,0.16251,0.24343
230,230,1994,First Stage of Tertiary Education,West,Not compensated,0.15337,34,4859,0.12321,0.18853
231,231,1994,First Stage of Tertiary Education,East,Comp. time,1.0,33,4859,0.82831,1.25153
232,232,1994,Second Stage of Tertiary Education,West,Comp. time,0.28154,123,4859,0.24401,0.31221
233,233,1994,Second Stage of Tertiary Education,West,Some of both,0.15673,69,4859,0.12429,0.18449
234,234,1994,Second Stage of Tertiary Education,West,Paid,0.10345,50,4859,0.08145,0.13551
235,235,1994,Second Stage of Tertiary Education,West,Not compensated,0.45828,188,4859,0.42173,0.49044
236,236,1994,Second Stage of Tertiary Education,East,Comp. time,0.36751,193,4859,0.34146,0.39427
237,237,1994,Second Stage of Tertiary Education,East,Some of both,0.15688,76,4859,0.13607,0.18259
238,238,1994,Second Stage of Tertiary Education,East,Paid,0.07895,34,4859,0.06321,0.09498
239,239,1994,Second Stage of Tertiary Education,East,Not compensated,0.39667,192,4859,0.36826,0.43062
240,240,1995,Primary Level,West,Paid,1.0,73,5195,0.81525,1.22804
241,241,1995,Lower Secondary Level,West,Comp. time,0.30835,153,5195,0.27073,0.34927
242,242,1995,Lower Secondary Level,West,Some of both,0.12148,77,5195,0.10128,0.1424
243,243,1995,Lower Secondary Level,West,Paid,0.48432,299,5195,0.44672,0.52643
244,244,1995,Lower Secondary Level,West,Not compensated,0.08585,46,5195,0.06686,0.10951
245,245,1995,Lower Secondary Level,East,Comp. time,1.0,41,5195,0.87235,1.16352
246,246,1995,Upper Secondary Level,West,Comp. time,0.39206,800,5195,0.37477,0.40926
247,247,1995,Upper Secondary Level,West,Some of both,0.18203,393,5195,0.16712,0.19448
248,248,1995,Upper Secondary Level,West,Paid,0.31773,739,5195,0.3018,0.33561
249,249,1995,Upper Secondary Level,West,Not compensated,0.10819,194,5195,0.09887,0.11735
250,250,1995,Upper Secondary Level,East,Comp. time,0.39404,370,5195,0.36765,0.41614
251,251,1995,Upper Secondary Level,East,Some of both,0.19342,182,5195,0.17784,0.20983
252,252,1995,Upper Secondary Level,East,Paid,0.32605,284,5195,0.30354,0.35518
253,253,1995,Upper Secondary Level,East,Not compensated,0.08649,73,5195,0.07445,0.10038
254,254,1995,Post-secondary Non-tertiary Level,West,Comp. time,0.50632,77,5195,0.40536,0.57194
255,255,1995,Post-secondary Non-tertiary Level,West,Some of both,0.23086,38,5195,0.1888,0.29009
256,256,1995,Post-secondary Non-tertiary Level,West,Paid,0.26283,52,5195,0.20514,0.33104
257,257,1995,First Stage of Tertiary Education,West,Comp. time,0.43534,125,5195,0.39209,0.48196
258,258,1995,First Stage of Tertiary Education,West,Some of both,0.20981,56,5195,0.17615,0.25046
259,259,1995,First Stage of Tertiary Education,West,Paid,0.19768,52,5195,0.15735,0.26158
260,260,1995,First Stage of Tertiary Education,West,Not compensated,0.15717,39,5195,0.1297,0.19238
261,261,1995,First Stage of Tertiary Education,East,Comp. time,1.0,32,5195,0.80317,1.22487
262,262,1995,Second Stage of Tertiary Education,West,Comp. time,0.29558,154,5195,0.26024,0.32953
263,263,1995,Second Stage of Tertiary Education,West,Some of both,0.15248,82,5195,0.12723,0.1767
264,264,1995,Second Stage of Tertiary Education,West,Paid,0.09298,51,5195,0.07386,0.11192
265,265,1995,Second Stage of Tertiary Education,West,Not compensated,0.45896,219,5195,0.42028,0.50847
266,266,1995,Second Stage of Tertiary Education,East,Comp. time,0.39602,204,5195,0.36895,0.42482
267,267,1995,Second Stage of Tertiary Education,East,Some of both,0.16509,81,5195,0.1452,0.19243
268,268,1995,Second Stage of Tertiary Education,East,Paid,0.08484,39,5195,0.06863,0.10468
269,269,1995,Second Stage of Tertiary Education,East,Not compensated,0.35405,170,5195,0.32288,0.38446
270,270,1996,Primary Level,West,Comp. time,0.34671,33,5054,0.26216,0.44772
271,271,1996,Primary Level,West,Paid,0.65329,62,5054,0.48508,0.80476
272,272,1996,Lower Secondary Level,West,Comp. time,0.39347,184,5054,0.35135,0.42976
273,273,1996,Lower Secondary Level,West,Some of both,0.11655,68,5054,0.09591,0.14029
274,274,1996,Lower Secondary Level,West,Paid,0.40399,224,5054,0.36484,0.44911
275,275,1996,Lower Secondary Level,West,Not compensated,0.086,34,5054,0.06352,0.10735
276,276,1996,Lower Secondary Level,East,Comp. time,1.0,39,5054,0.87855,1.12707
277,277,1996,Upper Secondary Level,West,Comp. time,0.44038,884,5054,0.41774,0.45917
278,278,1996,Upper Secondary Level,West,Some of both,0.16514,345,5054,0.15181,0.17776
279,279,1996,Upper Secondary Level,West,Paid,0.29623,667,5054,0.2808,0.3118
280,280,1996,Upper Secondary Level,West,Not compensated,0.09825,183,5054,0.08891,0.10771
281,281,1996,Upper Secondary Level,East,Comp. time,0.40125,353,5054,0.37502,0.42458
282,282,1996,Upper Secondary Level,East,Some of both,0.19834,171,5054,0.18133,0.21905
283,283,1996,Upper Secondary Level,East,Paid,0.30586,252,5054,0.28128,0.32785
284,284,1996,Upper Secondary Level,East,Not compensated,0.09455,79,5054,0.08241,0.10929
285,285,1996,Post-secondary Non-tertiary Level,West,Comp. time,0.53457,89,5054,0.44648,0.63332
286,286,1996,Post-secondary Non-tertiary Level,West,Some of both,0.27253,36,5054,0.22233,0.33116
287,287,1996,Post-secondary Non-tertiary Level,West,Paid,0.1929,34,5054,0.13556,0.25013
288,288,1996,First Stage of Tertiary Education,West,Comp. time,0.46164,131,5054,0.41243,0.51949
289,289,1996,First Stage of Tertiary Education,West,Some of both,0.21712,63,5054,0.17999,0.26999
290,290,1996,First Stage of Tertiary Education,West,Paid,0.16864,53,5054,0.147,0.19384
291,291,1996,First Stage of Tertiary Education,West,Not compensated,0.1526,41,5054,0.12112,0.19707
292,292,1996,First Stage of Tertiary Education,East,Comp. time,1.0,43,5054,0.87538,1.16517
293,293,1996,Second Stage of Tertiary Education,West,Comp. time,0.32723,179,5054,0.29377,0.36691
294,294,1996,Second Stage of Tertiary Education,West,Some of both,0.167,83,5054,0.14441,0.19868
295,295,1996,Second Stage of Tertiary Education,West,Paid,0.08078,46,5054,0.06421,0.09814
296,296,1996,Second Stage of Tertiary Education,West,Not compensated,0.42499,205,5054,0.38503,0.45646
297,297,1996,Second Stage of Tertiary Education,East,Comp. time,0.42486,205,5054,0.38815,0.45984
298,298,1996,Second Stage of Tertiary Education,East,Some of both,0.10726,55,5054,0.09364,0.12119
299,299,1996,Second Stage of Tertiary Education,East,Paid,0.0813,38,5054,0.06491,0.10163
300,300,1996,Second Stage of Tertiary Education,East,Not compensated,0.38658,175,5054,0.35234,0.41993
301,301,1997,Primary Level,West,Comp. time,1.0,35,4277,0.73463,1.25729
