year,age_gr,sex,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,female,Paid,0.09289,238,638,0.07035,0.11544
1990,46-65 y.,female,Not compensated,0.03417,60,638,0.02006,0.04827
1991,17-29 y.,male,Comp. time,0.14143,257,934,0.11907,0.16379
1991,17-29 y.,male,Some of both,0.09006,158,934,0.07169,0.10843
1991,17-29 y.,male,Paid,0.23613,455,934,0.20887,0.26338
1991,17-29 y.,male,Not compensated,0.04776,64,934,0.03408,0.06145
1991,17-29 y.,female,Comp. time,0.21110,350,724,0.18135,0.24085
1991,17-29 y.,female,Some of both,0.06123,104,724,0.04375,0.07870
1991,17-29 y.,female,Paid,0.10976,189,724,0.08697,0.13255
1991,17-29 y.,female,Not compensated,0.05717,81,724,0.04025,0.07410
1991,30-45 y.,male,Comp. time,0.21081,439,1467,0.18993,0.23169
1991,30-45 y.,male,Some of both,0.11253,226,1467,0.09636,0.12871
1991,30-45 y.,male,Paid,0.27196,601,1467,0.24919,0.29474
1991,30-45 y.,male,Not compensated,0.10474,201,1467,0.08906,0.12041
1991,30-45 y.,female,Comp. time,0.19702,441,969,0.17197,0.22208
1991,30-45 y.,female,Some of both,0.05743,118,969,0.04277,0.07209
1991,30-45 y.,female,Paid,0.12110,267,969,0.10055,0.14165
1991,30-45 y.,female,Not compensated,0.06680,143,969,0.05107,0.08253
1991,46-65 y.,male,Comp. time,0.13731,279,1074,0.11672,0.15790
1991,46-65 y.,male,Some of both,0.07642,155,1074,0.06052,0.09231
1991,46-65 y.,male,Paid,0.18434,425,1074,0.16114,0.20754
1991,46-65 y.,male,Not compensated,0.11965,215,1074,0.10023,0.13907
1991,46-65 y.,female,Comp. time,0.12929,247,541,0.10099,0.15759
1991,46-65 y.,female,Some of both,0.02450,54,541,0.01146,0.03754
1991,46-65 y.,female,Paid,0.07096,153,541,0.04931,0.09262
1991,46-65 y.,female,Not compensated,0.04823,87,541,0.03015,0.06630
1992,17-29 y.,male,Comp. time,0.14316,236,879,0.11999,0.16633
1992,17-29 y.,male,Some of both,0.09138,159,879,0.07232,0.11045
1992,17-29 y.,male,Paid,0.22971,425,879,0.20189,0.25754
1992,17-29 y.,male,Not compensated,0.03513,59,879,0.02295,0.04731
1992,17-29 y.,female,Comp. time,0.21619,331,679,0.18520,0.24717
1992,17-29 y.,female,Some of both,0.07702,108,679,0.05695,0.09709
1992,17-29 y.,female,Paid,0.07836,146,679,0.05813,0.09859
1992,17-29 y.,female,Not compensated,0.06112,94,679,0.04309,0.07916
1992,30-45 y.,male,Comp. time,0.19477,392,1431,0.17424,0.21529
1992,30-45 y.,male,Some of both,0.14186,282,1431,0.12378,0.15994
1992,30-45 y.,male,Paid,0.25753,552,1431,0.23486,0.28019
1992,30-45 y.,male,Not compensated,0.10397,205,1431,0.08815,0.11979
1992,30-45 y.,female,Comp. time,0.19504,411,927,0.16952,0.22056
1992,30-45 y.,female,Some of both,0.06296,137,927,0.04731,0.07860
1992,30-45 y.,female,Paid,0.11143,241,927,0.09116,0.13169
1992,30-45 y.,female,Not compensated,0.06549,138,927,0.04955,0.08142
1992,46-65 y.,male,Comp. time,0.12394,254,975,0.10325,0.14464
1992,46-65 y.,male,Some of both,0.07119,140,975,0.05504,0.08734
1992,46-65 y.,male,Paid,0.16324,379,975,0.14003,0.18645
1992,46-65 y.,male,Not compensated,0.11054,202,975,0.09085,0.13023
1992,46-65 y.,female,Comp. time,0.11956,220,485,0.09065,0.14846
1992,46-65 y.,female,Some of both,0.02789,61,485,0.01322,0.04256
1992,46-65 y.,female,Paid,0.06513,131,485,0.04315,0.08711
1992,46-65 y.,female,Not compensated,0.04141,73,485,0.02366,0.05916
1993,17-29 y.,male,Comp. time,0.13022,210,822,0.10720,0.15324
1993,17-29 y.,male,Some of both,0.10175,170,822,0.08107,0.12243
1993,17-29 y.,male,Paid,0.20697,381,822,0.17926,0.23469
1993,17-29 y.,male,Not compensated,0.03952,61,822,0.02620,0.05285
1993,17-29 y.,female,Comp. time,0.21894,344,681,0.18786,0.25002
1993,17-29 y.,female,Some of both,0.06134,108,681,0.04330,0.07937
1993,17-29 y.,female,Paid,0.08849,146,681,0.06715,0.10984
1993,17-29 y.,female,Not compensated,0.05765,83,681,0.04014,0.07517
1993,30-45 y.,male,Comp. time,0.19423,372,1430,0.17372,0.21475
1993,30-45 y.,male,Some of both,0.12886,273,1430,0.11149,0.14623
1993,30-45 y.,male,Paid,0.25127,559,1430,0.22878,0.27376
1993,30-45 y.,male,Not compensated,0.12383,226,1430,0.10675,0.14091
1993,30-45 y.,female,Comp. time,0.20076,440,933,0.17504,0.22648
1993,30-45 y.,female,Some of both,0.06453,127,933,0.04876,0.08030
1993,30-45 y.,female,Paid,0.10716,232,933,0.08730,0.12702
1993,30-45 y.,female,Not compensated,0.06576,134,933,0.04985,0.08168
1993,46-65 y.,male,Comp. time,0.11175,219,903,0.09119,0.13231
1993,46-65 y.,male,Some of both,0.07299,153,903,0.05602,0.08997
1993,46-65 y.,male,Paid,0.15637,323,903,0.13267,0.18007
1993,46-65 y.,male,Not compensated,0.11455,208,903,0.09377,0.13534
1993,46-65 y.,female,Comp. time,0.11579,211,482,0.08720,0.14439
1993,46-65 y.,female,Some of both,0.03193,68,482,0.01622,0.04764
1993,46-65 y.,female,Paid,0.06038,114,482,0.03910,0.08167
1993,46-65 y.,female,Not compensated,0.04791,89,482,0.02882,0.06699
1994,17-29 y.,male,Comp. time,0.13897,207,791,0.11484,0.16309
1994,17-29 y.,male,Some of both,0.11978,175,791,0.09714,0.14242
1994,17-29 y.,male,Paid,0.18269,332,791,0.15574,0.20963
1994,17-29 y.,male,Not compensated,0.04816,77,791,0.03323,0.06309
1994,17-29 y.,female,Comp. time,0.23634,364,660,0.20390,0.26878
1994,17-29 y.,female,Some of both,0.06273,99,660,0.04422,0.08125
1994,17-29 y.,female,Paid,0.07110,120,660,0.05148,0.09072
1994,17-29 y.,female,Not compensated,0.04261,77,660,0.02719,0.05803
1994,30-45 y.,male,Comp. time,0.20157,393,1376,0.18036,0.22277
1994,30-45 y.,male,Some of both,0.13420,282,1376,0.11618,0.15222
1994,30-45 y.,male,Paid,0.23434,482,1376,0.21195,0.25673
1994,30-45 y.,male,Not compensated,0.12279,219,1376,0.10544,0.14014
1994,30-45 y.,female,Comp. time,0.22024,458,951,0.19389,0.24660
1994,30-45 y.,female,Some of both,0.06397,135,951,0.04841,0.07953
1994,30-45 y.,female,Paid,0.10858,219,951,0.08879,0.12836
1994,30-45 y.,female,Not compensated,0.06798,139,951,0.05197,0.08399
1994,46-65 y.,male,Comp. time,0.13336,266,906,0.11121,0.15551
1994,46-65 y.,male,Some of both,0.07529,145,906,0.05810,0.09248
1994,46-65 y.,male,Paid,0.14784,305,906,0.12471,0.17096
1994,46-65 y.,male,Not compensated,0.10473,190,906,0.08478,0.12468
1994,46-65 y.,female,Comp. time,0.12843,226,498,0.09902,0.15785
1994,46-65 y.,female,Some of both,0.03269,69,498,0.01706,0.04832
1994,46-65 y.,female,Paid,0.05806,108,498,0.03750,0.07862
1994,46-65 y.,female,Not compensated,0.05180,95,498,0.03231,0.07128
1995,17-29 y.,male,Comp. time,0.14560,217,809,0.12128,0.16992
1995,17-29 y.,male,Some of both,0.11472,174,809,0.09274,0.13669
1995,17-29 y.,male,Paid,0.16746,335,809,0.14171,0.19320
1995,17-29 y.,male,Not compensated,0.05395,83,809,0.03837,0.06953
1995,17-29 y.,female,Comp. time,0.22804,365,679,0.19646,0.25962
1995,17-29 y.,female,Some of both,0.06003,103,679,0.04215,0.07792
1995,17-29 y.,female,Paid,0.07247,128,679,0.05296,0.09199
1995,17-29 y.,female,Not compensated,0.05344,83,679,0.03651,0.07037
1995,30-45 y.,male,Comp. time,0.19556,410,1501,0.17549,0.21563
1995,30-45 y.,male,Some of both,0.14682,315,1501,0.12891,0.16473
1995,30-45 y.,male,Paid,0.24193,558,1501,0.22025,0.26360
1995,30-45 y.,male,Not compensated,0.11610,218,1501,0.09988,0.13231
1995,30-45 y.,female,Comp. time,0.24076,538,1043,0.21480,0.26672
1995,30-45 y.,female,Some of both,0.06725,162,1043,0.05205,0.08246
1995,30-45 y.,female,Paid,0.08882,209,1043,0.07155,0.10609
1995,30-45 y.,female,Not compensated,0.06575,134,1043,0.05070,0.08080
1995,46-65 y.,male,Comp. time,0.13761,269,957,0.11577,0.15945
1995,46-65 y.,male,Some of both,0.07576,158,957,0.05899,0.09254
1995,46-65 y.,male,Paid,0.14615,324,957,0.12376,0.16855
1995,46-65 y.,male,Not compensated,0.11184,206,957,0.09186,0.13182
1995,46-65 y.,female,Comp. time,0.12470,234,522,0.09633,0.15307
1995,46-65 y.,female,Some of both,0.03834,80,522,0.02185,0.05482
1995,46-65 y.,female,Paid,0.06365,115,522,0.04269,0.08461
1995,46-65 y.,female,Not compensated,0.04918,93,522,0.03061,0.06775
1996,17-29 y.,male,Comp. time,0.16582,250,745,0.13910,0.19255
1996,17-29 y.,male,Some of both,0.09038,152,745,0.06978,0.11099
1996,17-29 y.,male,Paid,0.17276,275,745,0.14559,0.19992
1996,17-29 y.,male,Not compensated,0.04851,68,745,0.03307,0.06394
1996,17-29 y.,female,Comp. time,0.22771,354,620,0.19467,0.26074
1996,17-29 y.,female,Some of both,0.05043,81,620,0.03319,0.06767
1996,17-29 y.,female,Paid,0.06490,99,620,0.04549,0.08430
1996,17-29 y.,female,Not compensated,0.05450,86,620,0.03662,0.07239
1996,30-45 y.,male,Comp. time,0.24086,488,1539,0.21949,0.26223
1996,30-45 y.,male,Some of both,0.14735,313,1539,0.12963,0.16506
1996,30-45 y.,male,Paid,0.21447,519,1539,0.19396,0.23499
1996,30-45 y.,male,Not compensated,0.10657,219,1539,0.09115,0.12199
1996,30-45 y.,female,Comp. time,0.24491,544,1023,0.21855,0.27128
1996,30-45 y.,female,Some of both,0.07735,141,1023,0.06097,0.09373
1996,30-45 y.,female,Paid,0.08863,204,1023,0.07121,0.10606
1996,30-45 y.,female,Not compensated,0.05851,134,1023,0.04412,0.07290
1996,46-65 y.,male,Comp. time,0.15159,299,885,0.12795,0.17523
1996,46-65 y.,male,Some of both,0.05978,124,885,0.04415,0.07541
1996,46-65 y.,male,Paid,0.12032,269,885,0.09888,0.14177
1996,46-65 y.,male,Not compensated,0.10820,193,885,0.08772,0.12868
1996,46-65 y.,female,Comp. time,0.14291,267,525,0.11295,0.17288
1996,46-65 y.,female,Some of both,0.03508,67,525,0.01932,0.05083
1996,46-65 y.,female,Paid,0.05052,98,525,0.03176,0.06927
1996,46-65 y.,female,Not compensated,0.05035,93,525,0.03162,0.06907
1997,17-29 y.,male,Comp. time,0.15952,237,635,0.13101,0.18802
1997,17-29 y.,male,Some of both,0.10714,170,635,0.08307,0.13122
1997,17-29 y.,male,Paid,0.10429,164,635,0.08050,0.12808
1997,17-29 y.,male,Not compensated,0.06573,64,635,0.04644,0.08502
1997,17-29 y.,female,Comp. time,0.20021,310,524,0.16592,0.23451
1997,17-29 y.,female,Some of both,0.05994,80,524,0.03959,0.08028
1997,17-29 y.,female,Paid,0.03980,58,524,0.02305,0.05655
1997,17-29 y.,female,Not compensated,0.05148,76,524,0.03254,0.07042
1997,30-45 y.,male,Comp. time,0.21926,442,1352,0.19719,0.24132
1997,30-45 y.,male,Some of both,0.16200,357,1352,0.14235,0.18164
1997,30-45 y.,male,Paid,0.13013,324,1352,0.11219,0.14807
1997,30-45 y.,male,Not compensated,0.11899,229,1352,0.10173,0.13626
1997,30-45 y.,female,Comp. time,0.22508,474,854,0.19705,0.25311
1997,30-45 y.,female,Some of both,0.06998,142,854,0.05286,0.08710
1997,30-45 y.,female,Paid,0.04943,115,854,0.03488,0.06398
1997,30-45 y.,female,Not compensated,0.05821,123,854,0.04250,0.07392
1997,46-65 y.,male,Comp. time,0.14588,281,786,0.12119,0.17057
1997,46-65 y.,male,Some of both,0.07586,155,786,0.05734,0.09438
1997,46-65 y.,male,Paid,0.07103,155,786,0.05306,0.08900
1997,46-65 y.,male,Not compensated,0.10854,195,786,0.08678,0.13030
1997,46-65 y.,female,Comp. time,0.12084,215,433,0.09011,0.15158
1997,46-65 y.,female,Some of both,0.03046,69,433,0.01426,0.04667
1997,46-65 y.,female,Paid,0.02545,58,433,0.01060,0.04030
1997,46-65 y.,female,Not compensated,0.04433,91,433,0.02492,0.06374
1998,17-29 y.,male,Comp. time,0.15367,229,654,0.12601,0.18133
1998,17-29 y.,male,Some of both,0.10723,186,654,0.08350,0.13096
1998,17-29 y.,male,Paid,0.10158,163,654,0.07841,0.12476
1998,17-29 y.,male,Not compensated,0.05453,76,654,0.03711,0.07194
1998,17-29 y.,female,Comp. time,0.18447,303,532,0.15148,0.21746
1998,17-29 y.,female,Some of both,0.06743,100,532,0.04610,0.08876
1998,17-29 y.,female,Paid,0.03294,55,532,0.01776,0.04813
1998,17-29 y.,female,Not compensated,0.04224,74,532,0.02513,0.05934
1998,30-45 y.,male,Comp. time,0.23967,551,1507,0.21811,0.26123
1998,30-45 y.,male,Some of both,0.14960,364,1507,0.13158,0.16761
1998,30-45 y.,male,Paid,0.12552,318,1507,0.10878,0.14225
1998,30-45 y.,male,Not compensated,0.12275,274,1507,0.10618,0.13933
1998,30-45 y.,female,Comp. time,0.21432,523,952,0.18824,0.24040
1998,30-45 y.,female,Some of both,0.07653,170,952,0.05963,0.09343
1998,30-45 y.,female,Paid,0.05220,122,952,0.03807,0.06634
1998,30-45 y.,female,Not compensated,0.05823,137,952,0.04334,0.07311
1998,46-65 y.,male,Comp. time,0.15105,334,852,0.12699,0.17511
1998,46-65 y.,male,Some of both,0.07203,174,852,0.05466,0.08940
1998,46-65 y.,male,Paid,0.06436,150,852,0.04787,0.08084
1998,46-65 y.,male,Not compensated,0.09348,194,852,0.07392,0.11304
1998,46-65 y.,female,Comp. time,0.12642,272,516,0.09772,0.15512
1998,46-65 y.,female,Some of both,0.03400,87,516,0.01835,0.04965
1998,46-65 y.,female,Paid,0.02593,64,516,0.01221,0.03966
1998,46-65 y.,female,Not compensated,0.03984,93,516,0.02294,0.05673
1999,17-29 y.,male,Comp. time,0.16182,224,632,0.13308,0.19056
1999,17-29 y.,male,Some of both,0.10469,172,632,0.08080,0.12858
1999,17-29 y.,male,Paid,0.08856,161,632,0.06639,0.11072
1999,17-29 y.,male,Not compensated,0.05968,75,632,0.04120,0.07817
1999,17-29 y.,female,Comp. time,0.19273,285,514,0.15859,0.22686
1999,17-29 y.,female,Some of both,0.05575,87,514,0.03589,0.07560
1999,17-29 y.,female,Paid,0.03592,60,514,0.01982,0.05203
1999,17-29 y.,female,Not compensated,0.04994,82,514,0.03109,0.06879
1999,30-45 y.,male,Comp. time,0.23790,555,1516,0.21646,0.25934
1999,30-45 y.,male,Some of both,0.16228,394,1516,0.14372,0.18085
1999,30-45 y.,male,Paid,0.12035,303,1516,0.10397,0.13674
1999,30-45 y.,male,Not compensated,0.11533,264,1516,0.09925,0.13142
1999,30-45 y.,female,Comp. time,0.23403,562,972,0.20740,0.26066
1999,30-45 y.,female,Some of both,0.07740,179,972,0.06059,0.09420
1999,30-45 y.,female,Paid,0.04448,107,972,0.03152,0.05745
1999,30-45 y.,female,Not compensated,0.05748,124,972,0.04284,0.07212
1999,46-65 y.,male,Comp. time,0.15031,305,816,0.12577,0.17485
1999,46-65 y.,male,Some of both,0.07701,166,816,0.05871,0.09532
1999,46-65 y.,male,Paid,0.06401,150,816,0.04721,0.08082
1999,46-65 y.,male,Not compensated,0.09562,195,816,0.07543,0.11581
1999,46-65 y.,female,Comp. time,0.14054,267,493,0.10983,0.17125
1999,46-65 y.,female,Some of both,0.03219,67,493,0.01659,0.04778
1999,46-65 y.,female,Paid,0.02308,62,493,0.00981,0.03635
1999,46-65 y.,female,Not compensated,0.04385,97,493,0.02576,0.06195
2000,17-29 y.,male,Comp. time,0.18121,362,879,0.15573,0.20669
2000,17-29 y.,male,Some of both,0.09419,217,879,0.07487,0.11352
2000,17-29 y.,male,Paid,0.08331,197,879,0.06503,0.10159
2000,17-29 y.,male,Not compensated,0.04355,103,879,0.03005,0.05705
2000,17-29 y.,female,Comp. time,0.19668,441,733,0.16788,0.22548
2000,17-29 y.,female,Some of both,0.05192,112,733,0.03585,0.06799
2000,17-29 y.,female,Paid,0.03507,75,733,0.02175,0.04840
2000,17-29 y.,female,Not compensated,0.04116,105,733,0.02677,0.05555
2000,30-45 y.,male,Comp. time,0.24623,988,2584,0.22961,0.26284
2000,30-45 y.,male,Some of both,0.16527,654,2584,0.15094,0.17959
2000,30-45 y.,male,Paid,0.11792,475,2584,0.10548,0.13036
2000,30-45 y.,male,Not compensated,0.12021,467,2584,0.10766,0.13275
2000,30-45 y.,female,Comp. time,0.24362,972,1619,0.22270,0.26454
2000,30-45 y.,female,Some of both,0.06431,260,1619,0.05236,0.07626
2000,30-45 y.,female,Paid,0.04701,191,1619,0.03669,0.05732
2000,30-45 y.,female,Not compensated,0.04711,196,1619,0.03679,0.05744
2000,46-65 y.,male,Comp. time,0.16184,613,1523,0.14333,0.18034
2000,46-65 y.,male,Some of both,0.08357,312,1523,0.06967,0.09748
2000,46-65 y.,male,Paid,0.06906,256,1523,0.05633,0.08180
2000,46-65 y.,male,Not compensated,0.08593,342,1523,0.07185,0.10001
2000,46-65 y.,female,Comp. time,0.13396,509,918,0.11191,0.15600
2000,46-65 y.,female,Some of both,0.03836,144,918,0.02593,0.05079
2000,46-65 y.,female,Paid,0.02802,111,918,0.01734,0.03870
2000,46-65 y.,female,Not compensated,0.04062,154,918,0.02784,0.05340
2001,17-29 y.,male,Comp. time,0.14531,291,785,0.12064,0.16998
2001,17-29 y.,male,Some of both,0.11300,214,785,0.09084,0.13517
