year,sex,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,female,Comp. time,0.50311,1049,2110,0.48177,0.52445
1994,female,Some of both,0.13711,303,2110,0.12243,0.15179
1994,female,Paid,0.21207,447,2110,0.19462,0.22951
1994,female,Not compensated,0.14771,311,2110,0.13257,0.16285
1995,male,Comp. time,0.28745,896,3270,0.27193,0.30296
1995,male,Some of both,0.19927,647,3270,0.18558,0.21297
1995,male,Paid,0.33618,1220,3270,0.31999,0.35238
1995,male,Not compensated,0.17709,507,3270,0.16401,0.19018
1995,female,Comp. time,0.50862,1138,2246,0.48794,0.52930
1995,female,Some of both,0.14334,345,2246,0.12884,0.15784
1995,female,Paid,0.19906,453,2246,0.18254,0.21558
1995,female,Not compensated,0.14898,310,2246,0.13425,0.16371
1996,male,Comp. time,0.34289,1039,3173,0.32637,0.35941
1996,male,Some of both,0.18135,589,3173,0.16794,0.19476
1996,male,Paid,0.30581,1065,3173,0.28978,0.32185
1996,male,Not compensated,0.16995,480,3173,0.15688,0.18302
1996,female,Comp. time,0.53122,1165,2169,0.51022,0.55223
1996,female,Some of both,0.14397,289,2169,0.12919,0.15875
1996,female,Paid,0.18020,401,2169,0.16402,0.19638
1996,female,Not compensated,0.14461,314,2169,0.12981,0.15942
1997,male,Comp. time,0.35641,961,2774,0.33858,0.37424
1997,male,Some of both,0.23310,682,2774,0.21736,0.24884
1997,male,Paid,0.20356,643,2774,0.18857,0.21855
1997,male,Not compensated,0.20693,488,2774,0.19185,0.22201
1997,female,Comp. time,0.55782,999,1812,0.53494,0.58069
1997,female,Some of both,0.16286,291,1812,0.14585,0.17986
1997,female,Paid,0.11813,231,1812,0.10327,0.13300
1997,female,Not compensated,0.16119,291,1812,0.14426,0.17813
1998,male,Comp. time,0.38096,1115,3015,0.36362,0.39829
1998,male,Some of both,0.22465,724,3015,0.20975,0.23955
1998,male,Paid,0.19712,631,3015,0.18291,0.21132
1998,male,Not compensated,0.19728,545,3015,0.18307,0.21149
1998,female,Comp. time,0.54824,1099,2002,0.52643,0.57004
1998,female,Some of both,0.18226,357,2002,0.16534,0.19917
1998,female,Paid,0.11865,241,2002,0.10449,0.13282
1998,female,Not compensated,0.15085,305,2002,0.13517,0.16654
1999,male,Comp. time,0.38140,1085,2969,0.36392,0.39888
1999,male,Some of both,0.23715,734,2969,0.22185,0.25246
1999,male,Paid,0.18680,616,2969,0.17278,0.20083
1999,male,Not compensated,0.19464,534,2969,0.18040,0.20889
1999,female,Comp. time,0.57351,1114,1981,0.55173,0.59529
1999,female,Some of both,0.16651,333,1981,0.15010,0.18292
1999,female,Paid,0.10497,230,1981,0.09147,0.11847
1999,female,Not compensated,0.15500,304,1981,0.13906,0.17094
2000,male,Comp. time,0.40004,1966,4992,0.38645,0.41363
2000,male,Some of both,0.23575,1183,4992,0.22398,0.24753
2000,male,Paid,0.18294,929,4992,0.17222,0.19367
2000,male,Not compensated,0.18126,914,4992,0.17058,0.19195
2000,female,Comp. time,0.58990,1922,3272,0.57304,0.60675
2000,female,Some of both,0.15958,516,3272,0.14703,0.17213
2000,female,Paid,0.11470,377,3272,0.10378,0.12562
2000,female,Not compensated,0.13583,457,3272,0.12409,0.14757
2001,male,Comp. time,0.38969,1730,4543,0.37551,0.40388
2001,male,Some of both,0.24773,1142,4543,0.23517,0.26028
2001,male,Paid,0.18254,843,4543,0.17131,0.19378
2001,male,Not compensated,0.18003,828,4543,0.16886,0.19121
2001,female,Comp. time,0.56184,1783,3173,0.54457,0.57910
2001,female,Some of both,0.17561,562,3173,0.16237,0.18885
2001,female,Paid,0.12519,385,3173,0.11367,0.13671
2001,female,Not compensated,0.13736,443,3173,0.12538,0.14934
2002,male,Comp. time,0.40695,1736,4630,0.39280,0.42110
2002,male,Some of both,0.24250,1116,4630,0.23015,0.25485
2002,male,Paid,0.15945,675,4630,0.14890,0.17000
2002,male,Not compensated,0.19110,1103,4630,0.17978,0.20243
2002,female,Comp. time,0.58408,1886,3328,0.56733,0.60082
2002,female,Some of both,0.15967,541,3328,0.14723,0.17212
2002,female,Paid,0.10015,315,3328,0.08995,0.11035
2002,female,Not compensated,0.15610,586,3328,0.14377,0.16844
2003,male,Comp. time,0.43693,1718,4261,0.42204,0.45183
2003,male,Some of both,0.22260,962,4261,0.21010,0.23509
2003,male,Paid,0.15048,598,4261,0.13974,0.16121
2003,male,Not compensated,0.19000,983,4261,0.17822,0.20178
2003,female,Comp. time,0.59977,1903,3287,0.58302,0.61652
2003,female,Some of both,0.15929,524,3287,0.14678,0.17181
2003,female,Paid,0.10013,299,3287,0.08987,0.11040
2003,female,Not compensated,0.14080,561,3287,0.12891,0.15270
2004,male,Comp. time,0.43084,1661,4131,0.41573,0.44594
2004,male,Some of both,0.21025,903,4131,0.19783,0.22268
2004,male,Paid,0.14486,532,4131,0.13413,0.15559
2004,male,Not compensated,0.21405,1035,4131,0.20154,0.22656
2004,female,Comp. time,0.59419,1823,3152,0.57704,0.61133
2004,female,Some of both,0.16224,488,3152,0.14937,0.17511
2004,female,Paid,0.09145,275,3152,0.08138,0.10151
2004,female,Not compensated,0.15213,566,3152,0.13959,0.16467
2005,male,Comp. time,0.43788,1613,3817,0.42214,0.45362
2005,male,Some of both,0.24059,895,3817,0.22703,0.25415
2005,male,Paid,0.12150,439,3817,0.11114,0.13187
2005,male,Not compensated,0.20003,870,3817,0.18733,0.21272
2005,female,Comp. time,0.60719,1767,2962,0.58960,0.62478
2005,female,Some of both,0.15181,442,2962,0.13889,0.16474
2005,female,Paid,0.09683,250,2962,0.08618,0.10748
2005,female,Not compensated,0.14416,503,2962,0.13151,0.15682
2006,male,Comp. time,0.43862,1760,4093,0.42341,0.45382
2006,male,Some of both,0.21550,865,4093,0.20290,0.22810
2006,male,Paid,0.13229,466,4093,0.12191,0.14267
2006,male,Not compensated,0.21359,1002,4093,0.20103,0.22615
2006,female,Comp. time,0.57929,1969,3402,0.56270,0.59588
2006,female,Some of both,0.15524,524,3402,0.14307,0.16742
2006,female,Paid,0.09762,296,3402,0.08764,0.10759
2006,female,Not compensated,0.16785,613,3402,0.15529,0.18041
2007,male,Comp. time,0.42843,1602,3834,0.41276,0.44409
2007,male,Some of both,0.23740,874,3834,0.22393,0.25087
2007,male,Paid,0.11771,408,3834,0.10751,0.12792
2007,male,Not compensated,0.21646,950,3834,0.20342,0.22950
2007,female,Comp. time,0.59436,1843,3110,0.57710,0.61162
2007,female,Some of both,0.16766,496,3110,0.15453,0.18079
2007,female,Paid,0.07898,227,3110,0.06950,0.08846
2007,female,Not compensated,0.15901,544,3110,0.14615,0.17186
2008,male,Comp. time,0.43344,1544,3710,0.41749,0.44939
2008,male,Some of both,0.23204,821,3710,0.21845,0.24563
2008,male,Paid,0.13151,447,3710,0.12064,0.14239
2008,male,Not compensated,0.20300,898,3710,0.19006,0.21595
2008,female,Comp. time,0.56835,1777,3141,0.55102,0.58567
2008,female,Some of both,0.18164,545,3141,0.16816,0.19513
2008,female,Paid,0.07847,243,3141,0.06906,0.08787
2008,female,Not compensated,0.17154,576,3141,0.15836,0.18473
2009,male,Comp. time,0.43793,1399,3261,0.42090,0.45497
2009,male,Some of both,0.23722,715,3261,0.22261,0.25182
2009,male,Paid,0.11636,350,3261,0.10535,0.12737
2009,male,Not compensated,0.20849,797,3261,0.19455,0.22244
2009,female,Comp. time,0.55676,1577,2813,0.53840,0.57512
2009,female,Some of both,0.19007,507,2813,0.17557,0.20457
2009,female,Paid,0.09149,238,2813,0.08083,0.10215
2009,female,Not compensated,0.16168,491,2813,0.14807,0.17529
2010,male,Comp. time,0.45842,1999,4614,0.44404,0.47280
2010,male,Some of both,0.21665,997,4614,0.20476,0.22854
2010,male,Paid,0.12084,594,4614,0.11143,0.13025
2010,male,Not compensated,0.20409,1024,4614,0.19246,0.21572
2010,female,Comp. time,0.59266,2265,3817,0.57707,0.60825
2010,female,Some of both,0.15373,579,3817,0.14229,0.16518
2010,female,Paid,0.08946,368,3817,0.08041,0.09852
2010,female,Not compensated,0.16414,605,3817,0.15239,0.17589
2011,male,Comp. time,0.42699,2256,5397,0.41380,0.44019
2011,male,Some of both,0.22222,1195,5397,0.21113,0.23332
2011,male,Paid,0.14248,737,5397,0.13315,0.15181
2011,male,Not compensated,0.20830,1209,5397,0.19747,0.21914
2011,female,Comp. time,0.57915,2756,4742,0.56510,0.59321
2011,female,Some of both,0.16059,734,4742,0.15014,0.17104
2011,female,Paid,0.09321,505,4742,0.08493,0.10148
2011,female,Not compensated,0.16705,747,4742,0.15643,0.17767
2012,male,Comp. time,0.44834,2375,5385,0.43505,0.46162
2012,male,Some of both,0.24211,1227,5385,0.23066,0.25355
2012,male,Paid,0.12504,690,5385,0.11620,0.13387
2012,male,Not compensated,0.18452,1093,5385,0.17415,0.19488
2012,female,Comp. time,0.59011,2924,4989,0.57646,0.60376
2012,female,Some of both,0.16478,831,4989,0.15449,0.17508
2012,female,Paid,0.10009,519,4989,0.09176,0.10842
2012,female,Not compensated,0.14502,715,4989,0.13525,0.15479
2013,male,Comp. time,0.44927,2561,5789,0.43645,0.46208
2013,male,Some of both,0.23818,1347,5789,0.22720,0.24915
2013,male,Paid,0.12465,774,5789,0.11614,0.13316
2013,male,Not compensated,0.18790,1107,5789,0.17784,0.19797
2013,female,Comp. time,0.58527,3037,5238,0.57192,0.59861
2013,female,Some of both,0.16952,858,5238,0.15935,0.17968
2013,female,Paid,0.10210,626,5238,0.09390,0.11030
2013,female,Not compensated,0.14311,717,5238,0.13363,0.15260
2014,male,Comp. time,0.45430,2263,5164,0.44071,0.46788
2014,male,Some of both,0.24552,1268,5164,0.23378,0.25726
2014,male,Paid,0.12951,676,5164,0.12035,0.13866
2014,male,Not compensated,0.17068,957,5164,0.16042,0.18094
2014,female,Comp. time,0.57538,2822,4891,0.56153,0.58924
2014,female,Some of both,0.18755,895,4891,0.17661,0.19849
2014,female,Paid,0.09087,521,4891,0.08281,0.09893
2014,female,Not compensated,0.14620,653,4891,0.13629,0.15610
2018,male,Comp. time,0.47602,2283,4923,0.46207,0.48997
2018,male,Some of both,0.24970,1239,4923,0.23761,0.26179
2018,male,Paid,0.12222,649,4923,0.11307,0.13137
2018,male,Not compensated,0.15206,752,4923,0.14203,0.16209
2018,female,Comp. time,0.60608,2979,4949,0.59246,0.61969
2018,female,Some of both,0.19185,901,4949,0.18088,0.20282
2018,female,Paid,0.09385,542,4949,0.08573,0.10198
2018,female,Not compensated,0.10822,527,4949,0.09956,0.11688
2020,male,Comp. time,0.48796,2257,4895,0.47395,0.50196
2020,male,Some of both,0.26487,1234,4895,0.25251,0.27724
2020,male,Paid,0.11015,604,4895,0.10138,0.11892
2020,male,Not compensated,0.13702,800,4895,0.12738,0.14665
2020,female,Comp. time,0.63201,3030,5045,0.61870,0.64532
2020,female,Some of both,0.19660,990,5045,0.18563,0.20757
2020,female,Paid,0.08426,501,5045,0.07660,0.09193
2020,female,Not compensated,0.08713,524,5045,0.07934,0.09491
2022,male,Comp. time,0.50876,2995,5968,0.49607,0.52144
2022,male,Some of both,0.21974,1257,5968,0.20923,0.23025
2022,male,Paid,0.12736,711,5968,0.11890,0.13582
2022,male,Not compensated,0.14414,1005,5968,0.13523,0.15305
2022,female,Comp. time,0.61133,3668,6117,0.59912,0.62355
2022,female,Some of both,0.18931,1119,6117,0.17949,0.19913
2022,female,Paid,0.09725,599,6117,0.08983,0.10468
2022,female,Not compensated,0.10210,731,6117,0.09452,0.10969
