year,age_gr,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,30-45 y.,Seldom,0.08848,352,4419,0.08011,0.09686
1996,30-45 y.,Never,0.88110,3966,4419,0.87155,0.89064
1996,46-65 y.,At least once per week,0.01319,52,3873,0.00960,0.01679
1996,46-65 y.,At least once per month,0.01864,67,3873,0.01438,0.02290
1996,46-65 y.,Seldom,0.10070,340,3873,0.09122,0.11017
1996,46-65 y.,Never,0.85713,3414,3873,0.84611,0.86815
1996,66 and older,Seldom,0.06811,95,1490,0.05531,0.08091
1996,66 and older,Never,0.89156,1395,1490,0.87576,0.90735
1997,17-29 y.,At least once per month,0.01191,33,2999,0.00803,0.01580
1997,17-29 y.,Seldom,0.05428,135,2999,0.04617,0.06239
1997,17-29 y.,Never,0.91931,2831,2999,0.90956,0.92906
1997,30-45 y.,At least once per month,0.01531,72,4319,0.01165,0.01898
1997,30-45 y.,Seldom,0.07500,286,4319,0.06714,0.08285
1997,30-45 y.,Never,0.89881,3961,4319,0.88982,0.90781
1997,46-65 y.,At least once per week,0.01342,47,3811,0.00976,0.01707
1997,46-65 y.,At least once per month,0.02016,76,3811,0.01569,0.02462
1997,46-65 y.,Seldom,0.08589,304,3811,0.07699,0.09478
1997,46-65 y.,Never,0.86709,3384,3811,0.85631,0.87787
1997,66 and older,At least once per month,0.01957,33,1526,0.01262,0.02652
1997,66 and older,Seldom,0.04427,62,1526,0.03394,0.05459
1997,66 and older,Never,0.88700,1431,1526,0.87111,0.90289
1998,17-29 y.,Seldom,0.07748,237,3116,0.06809,0.08687
1998,17-29 y.,Never,0.90502,2879,3116,0.89473,0.91532
1998,30-45 y.,At least once per month,0.01593,80,4779,0.01238,0.01948
1998,30-45 y.,Seldom,0.10702,477,4779,0.09826,0.11579
1998,30-45 y.,Never,0.86624,4222,4779,0.85659,0.87589
1998,46-65 y.,At least once per week,0.01398,60,4360,0.01049,0.01746
1998,46-65 y.,At least once per month,0.02092,102,4360,0.01667,0.02517
1998,46-65 y.,Seldom,0.11574,456,4360,0.10624,0.12523
1998,46-65 y.,Never,0.84103,3742,4360,0.83017,0.85188
1998,66 and older,At least once per month,0.01797,39,1814,0.01185,0.02408
1998,66 and older,Seldom,0.08492,152,1814,0.07209,0.09776
1998,66 and older,Never,0.87031,1623,1814,0.85485,0.88578
1999,17-29 y.,Seldom,0.05495,163,2919,0.04668,0.06321
1999,17-29 y.,Never,0.92266,2756,2919,0.91297,0.93236
1999,30-45 y.,At least once per month,0.01393,74,4662,0.01057,0.01730
1999,30-45 y.,Seldom,0.08000,369,4662,0.07221,0.08779
1999,30-45 y.,Never,0.89374,4219,4662,0.88489,0.90258
1999,46-65 y.,At least once per week,0.01560,63,4144,0.01182,0.01937
1999,46-65 y.,At least once per month,0.02073,89,4144,0.01639,0.02507
1999,46-65 y.,Seldom,0.08019,334,4144,0.07192,0.08846
1999,46-65 y.,Never,0.86926,3658,4144,0.85899,0.87952
1999,66 and older,At least once per month,0.01525,36,1749,0.00951,0.02100
1999,66 and older,Seldom,0.06221,108,1749,0.05089,0.07354
1999,66 and older,Never,0.88929,1605,1749,0.87458,0.90400
2001,17-29 y.,At least once per month,0.00899,31,4052,0.00609,0.01190
2001,17-29 y.,Seldom,0.04989,204,4052,0.04319,0.05660
2001,17-29 y.,Never,0.92860,3817,4052,0.92067,0.93653
2001,30-45 y.,At least once per week,0.00758,55,7258,0.00558,0.00958
2001,30-45 y.,At least once per month,0.01681,120,7258,0.01385,0.01977
2001,30-45 y.,Seldom,0.06095,459,7258,0.05545,0.06646
2001,30-45 y.,Never,0.90357,6624,7258,0.89678,0.91037
2001,46-65 y.,At least once per week,0.01277,97,6966,0.01014,0.01541
2001,46-65 y.,At least once per month,0.01997,149,6966,0.01669,0.02326
2001,46-65 y.,Seldom,0.07601,544,6966,0.06979,0.08224
2001,46-65 y.,Never,0.87106,6176,6966,0.86319,0.87893
2001,66 and older,At least once per month,0.01972,76,3315,0.01498,0.02445
2001,66 and older,Seldom,0.05446,181,3315,0.04673,0.06218
2001,66 and older,Never,0.89459,3058,3315,0.88413,0.90504
2003,17-29 y.,At least once per month,0.01275,43,3957,0.00925,0.01624
2003,17-29 y.,Seldom,0.07661,293,3957,0.06832,0.08490
2003,17-29 y.,Never,0.89652,3621,3957,0.88703,0.90601
2003,30-45 y.,At least once per week,0.00752,56,6901,0.00549,0.00956
2003,30-45 y.,At least once per month,0.01552,116,6901,0.01260,0.01844
2003,30-45 y.,Seldom,0.09189,629,6901,0.08507,0.09870
2003,30-45 y.,Never,0.87970,6100,6901,0.87203,0.88738
2003,46-65 y.,At least once per week,0.01227,125,7523,0.00979,0.01476
2003,46-65 y.,At least once per month,0.02315,211,7523,0.01975,0.02655
2003,46-65 y.,Seldom,0.10329,809,7523,0.09641,0.11017
2003,46-65 y.,Never,0.85343,6378,7523,0.84544,0.86142
2003,66 and older,At least once per week,0.01100,49,3622,0.00760,0.01440
2003,66 and older,At least once per month,0.02025,78,3622,0.01566,0.02483
2003,66 and older,Seldom,0.07259,265,3622,0.06414,0.08104
2003,66 and older,Never,0.88776,3230,3622,0.87748,0.89805
2005,17-29 y.,At least once per month,0.00890,38,3791,0.00591,0.01189
2005,17-29 y.,Seldom,0.06260,215,3791,0.05489,0.07031
2005,17-29 y.,Never,0.91964,3538,3791,0.91099,0.92830
2005,30-45 y.,At least once per week,0.00811,43,6068,0.00585,0.01037
2005,30-45 y.,At least once per month,0.01348,78,6068,0.01058,0.01638
2005,30-45 y.,Seldom,0.06670,414,6068,0.06042,0.07298
2005,30-45 y.,Never,0.90640,5533,6068,0.89907,0.91373
2005,46-65 y.,At least once per week,0.01564,132,6955,0.01273,0.01856
2005,46-65 y.,At least once per month,0.02368,165,6955,0.02011,0.02725
2005,46-65 y.,Seldom,0.07971,618,6955,0.07335,0.08608
2005,46-65 y.,Never,0.86854,6040,6955,0.86060,0.87648
2005,66 and older,At least once per week,0.00765,41,3711,0.00485,0.01046
2005,66 and older,At least once per month,0.02294,107,3711,0.01812,0.02776
2005,66 and older,Seldom,0.06226,250,3711,0.05448,0.07003
2005,66 and older,Never,0.88561,3313,3711,0.87537,0.89585
2007,17-29 y.,Seldom,0.03313,128,3329,0.02705,0.03921
2007,17-29 y.,Never,0.86624,3201,3329,0.85468,0.87781
2007,30-45 y.,At least once per week,0.00733,41,5682,0.00511,0.00955
2007,30-45 y.,At least once per month,0.00934,61,5682,0.00684,0.01185
2007,30-45 y.,Seldom,0.05073,277,5682,0.04502,0.05643
2007,30-45 y.,Never,0.92579,5303,5682,0.91897,0.93260
2007,46-65 y.,At least once per week,0.01222,101,6974,0.00964,0.01479
2007,46-65 y.,At least once per month,0.01565,136,6974,0.01274,0.01856
2007,46-65 y.,Seldom,0.06510,538,6974,0.05931,0.07089
2007,46-65 y.,Never,0.88743,6199,6974,0.88001,0.89485
2007,66 and older,At least once per week,0.00801,44,4271,0.00534,0.01069
2007,66 and older,At least once per month,0.01534,84,4271,0.01166,0.01903
2007,66 and older,Seldom,0.04544,226,4271,0.03919,0.05168
2007,66 and older,Never,0.90737,3917,4271,0.89868,0.91607
2008,17-29 y.,At least once per month,0.01037,40,3136,0.00682,0.01391
2008,17-29 y.,Seldom,0.05473,171,3136,0.04677,0.06269
2008,17-29 y.,Never,0.85646,2925,3136,0.84419,0.86874
2008,30-45 y.,At least once per month,0.01107,79,5130,0.00821,0.01394
2008,30-45 y.,Seldom,0.06917,354,5130,0.06222,0.07611
2008,30-45 y.,Never,0.91259,4697,5130,0.90486,0.92032
2008,46-65 y.,At least once per week,0.01378,112,6664,0.01098,0.01658
2008,46-65 y.,At least once per month,0.01718,161,6664,0.01406,0.02030
2008,46-65 y.,Seldom,0.08016,638,6664,0.07364,0.08668
2008,46-65 y.,Never,0.88235,5753,6664,0.87462,0.89009
2008,66 and older,At least once per week,0.00748,46,4256,0.00489,0.01007
2008,66 and older,At least once per month,0.02223,114,4256,0.01780,0.02666
2008,66 and older,Seldom,0.07272,322,4256,0.06491,0.08052
2008,66 and older,Never,0.88568,3774,4256,0.87612,0.89524
2009,17-29 y.,Seldom,0.04995,155,2801,0.04188,0.05802
2009,17-29 y.,Never,0.86722,2646,2801,0.85465,0.87979
2009,30-45 y.,At least once per month,0.01379,60,4634,0.01043,0.01714
2009,30-45 y.,Seldom,0.05179,236,4634,0.04541,0.05817
2009,30-45 y.,Never,0.92589,4338,4634,0.91835,0.93344
2009,46-65 y.,At least once per week,0.01043,85,6261,0.00791,0.01294
2009,46-65 y.,At least once per month,0.01564,135,6261,0.01256,0.01871
2009,46-65 y.,Seldom,0.07161,475,6261,0.06522,0.07799
2009,46-65 y.,Never,0.88896,5566,6261,0.88118,0.89675
2009,66 and older,At least once per week,0.00720,37,4114,0.00462,0.00978
2009,66 and older,At least once per month,0.01429,69,4114,0.01066,0.01791
2009,66 and older,Seldom,0.05540,234,4114,0.04841,0.06239
2009,66 and older,Never,0.90223,3774,4114,0.89315,0.91130
2011,17-29 y.,At least once per month,0.00795,39,4139,0.00524,0.01065
2011,17-29 y.,Seldom,0.05574,199,4139,0.04875,0.06273
2011,17-29 y.,Never,0.84990,3901,4139,0.83902,0.86078
2011,30-45 y.,At least once per week,0.00608,72,9917,0.00455,0.00761
2011,30-45 y.,At least once per month,0.01408,139,9917,0.01176,0.01640
2011,30-45 y.,Seldom,0.05258,492,9917,0.04819,0.05697
2011,30-45 y.,Never,0.92602,9214,9917,0.92087,0.93118
2011,46-65 y.,At least once per week,0.01137,138,9085,0.00919,0.01355
2011,46-65 y.,At least once per month,0.01755,189,9085,0.01485,0.02025
2011,46-65 y.,Seldom,0.06845,692,9085,0.06326,0.07364
2011,46-65 y.,Never,0.89682,8066,9085,0.89056,0.90307
2011,66 and older,At least once per week,0.00969,51,5088,0.00700,0.01239
2011,66 and older,At least once per month,0.01511,100,5088,0.01176,0.01846
2011,66 and older,Seldom,0.05921,300,5088,0.05272,0.06570
2011,66 and older,Never,0.89578,4637,5088,0.88738,0.90417
2013,17-29 y.,At least once per week,0.01215,34,3554,0.00855,0.01575
2013,17-29 y.,At least once per month,0.00709,38,3554,0.00433,0.00985
2013,17-29 y.,Seldom,0.07368,302,3554,0.06509,0.08227
2013,17-29 y.,Never,0.65464,3180,3554,0.63901,0.67028
2013,30-45 y.,At least once per week,0.00695,55,7969,0.00512,0.00877
2013,30-45 y.,At least once per month,0.01459,139,7969,0.01196,0.01723
2013,30-45 y.,Seldom,0.05739,512,7969,0.05229,0.06250
2013,30-45 y.,Never,0.75251,7263,7969,0.74304,0.76199
2013,46-65 y.,At least once per week,0.01305,152,8947,0.01070,0.01540
2013,46-65 y.,At least once per month,0.02074,208,8947,0.01779,0.02369
2013,46-65 y.,Seldom,0.08340,831,8947,0.07767,0.08912
2013,46-65 y.,Never,0.82314,7756,8947,0.81524,0.83105
2013,66 and older,At least once per week,0.00770,55,4881,0.00525,0.01015
2013,66 and older,At least once per month,0.01979,118,4881,0.01589,0.02370
2013,66 and older,Seldom,0.09866,488,4881,0.09030,0.10703
2013,66 and older,Never,0.84825,4220,4881,0.83818,0.85831
2015,17-29 y.,At least once per month,0.00692,39,4414,0.00447,0.00937
2015,17-29 y.,Seldom,0.04063,206,4414,0.03481,0.04646
2015,17-29 y.,Never,0.87289,4169,4414,0.86307,0.88272
2015,30-45 y.,At least once per week,0.00987,61,8255,0.00774,0.01200
2015,30-45 y.,At least once per month,0.01215,110,8255,0.00979,0.01451
2015,30-45 y.,Seldom,0.04417,396,8255,0.03974,0.04861
2015,30-45 y.,Never,0.93087,7688,8255,0.92540,0.93635
2015,46-65 y.,At least once per week,0.00912,97,9104,0.00717,0.01107
2015,46-65 y.,At least once per month,0.01714,175,9104,0.01447,0.01980
2015,46-65 y.,Seldom,0.06873,646,9104,0.06354,0.07393
2015,46-65 y.,Never,0.90092,8186,9104,0.89478,0.90706
2015,66 and older,At least once per week,0.00966,49,4863,0.00691,0.01240
2015,66 and older,At least once per month,0.01738,102,4863,0.01370,0.02105
2015,66 and older,Seldom,0.06930,352,4863,0.06216,0.07644
2015,66 and older,Never,0.89018,4360,4863,0.88139,0.89897
2017,17-29 y.,At least once per month,0.00920,43,4314,0.00635,0.01205
2017,17-29 y.,Seldom,0.04310,206,4314,0.03704,0.04916
2017,17-29 y.,Never,0.84868,4065,4314,0.83799,0.85938
2017,30-45 y.,At least once per week,0.00875,57,7237,0.00660,0.01090
2017,30-45 y.,At least once per month,0.01280,91,7237,0.01021,0.01539
2017,30-45 y.,Seldom,0.04406,325,7237,0.03933,0.04879
2017,30-45 y.,Never,0.91936,6764,7237,0.91309,0.92564
2017,46-65 y.,At least once per week,0.01475,132,9930,0.01238,0.01712
2017,46-65 y.,At least once per month,0.01786,184,9930,0.01526,0.02047
2017,46-65 y.,Seldom,0.06754,650,9930,0.06260,0.07247
2017,46-65 y.,Never,0.89377,8964,9930,0.88771,0.89983
2017,66 and older,At least once per week,0.01091,69,4924,0.00801,0.01381
2017,66 and older,At least once per month,0.02074,110,4924,0.01676,0.02472
2017,66 and older,Seldom,0.06829,366,4924,0.06124,0.07533
2017,66 and older,Never,0.88511,4379,4924,0.87621,0.89402
2019,17-29 y.,At least once per week,0.00814,52,3804,0.00528,0.01099
2019,17-29 y.,At least once per month,0.01446,73,3804,0.01066,0.01825
2019,17-29 y.,Seldom,0.09746,388,3804,0.08803,0.10689
2019,17-29 y.,Never,0.77785,3291,3804,0.76463,0.79106
2019,30-45 y.,At least once per week,0.01487,72,6263,0.01187,0.01787
2019,30-45 y.,At least once per month,0.01695,121,6263,0.01375,0.02015
2019,30-45 y.,Seldom,0.08608,583,6263,0.07913,0.09303
2019,30-45 y.,Never,0.86529,5487,6263,0.85683,0.87375
2019,46-65 y.,At least once per week,0.01317,217,10357,0.01098,0.01537
2019,46-65 y.,At least once per month,0.01879,280,10357,0.01617,0.02140
2019,46-65 y.,Seldom,0.09202,1046,10357,0.08645,0.09759
2019,46-65 y.,Never,0.86791,8814,10357,0.86139,0.87443
2019,66 and older,At least once per week,0.01529,111,5136,0.01193,0.01865
2019,66 and older,At least once per month,0.02433,161,5136,0.02012,0.02855
2019,66 and older,Seldom,0.09909,552,5136,0.09091,0.10726
2019,66 and older,Never,0.85246,4312,5136,0.84276,0.86216
