"pglfs","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Nordrhein-Westfalen","533","0.289371585389557","0.268900463696533","0.309842707082582"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Hessen","187","0.276553054117089","0.243628678575367","0.30947742965881"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","170","0.285086597823008","0.248811822759236","0.321361372886779"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Baden-Wuerttemberg","279","0.21028475001838","0.18863473609454","0.23193476394222"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Bayern","289","0.224538869267688","0.201820802429007","0.247256936106369"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Berlin","34","0.147665164527089","0.0999095644372935","0.195420764616884"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Niedersachsen","36","0.157030678029761","0.109804934383237","0.204256421676285"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Nordrhein-Westfalen","82","0.183252728919633","0.148013478093295","0.218491979745971"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Hessen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Baden-Wuerttemberg","60","0.207828744113065","0.160555302637246","0.255102185588885"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Bayern","69","0.183513764042176","0.144072031433405","0.222955496650948"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Berlin","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Niedersachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Hessen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Bayern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Berlin","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Niedersachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Hessen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Bayern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Berlin","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","Thueringen","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Hamburg","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Bremen","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Hessen","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Bayern","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Saarland","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Berlin","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Brandenburg","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Sachsen","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","Thueringen","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Schleswig-Holstein","34","0.214158672514173","0.160555302132276","0.26776204289607"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Hamburg","34","0.323941436117717","0.252318589499284","0.395564282736149"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Niedersachsen","114","0.21448098466148","0.185085546986681","0.24387642233628"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Bremen","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Nordrhein-Westfalen","220","0.192618253419268","0.174815769698268","0.210420737140267"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Hessen","72","0.18704942384078","0.158345898978344","0.215752948703217"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","88","0.199607863526976","0.167491243181476","0.231724483872476"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Baden-Wuerttemberg","153","0.195023756165826","0.173973648635598","0.216073863696054"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Bayern","167","0.194888050222161","0.173322212549674","0.216453887894649"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Saarland","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Berlin","34","0.268622219333362","0.208956894669474","0.328287543997251"
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Brandenburg","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Sachsen","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","Thueringen","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Hamburg","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Bremen","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Nordrhein-Westfalen","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Hessen","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Baden-Wuerttemberg","32","0.165763644149993","0.122438095377671","0.209089192922315"
"NE: 65 Jahre und älter","1984","Realschulabschluss","Bayern","32","0.127719848977356","0.0937100220229201","0.161729675931793"
"NE: 65 Jahre und älter","1984","Realschulabschluss","Saarland","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Berlin","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Brandenburg","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Sachsen","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1984","Realschulabschluss","Thueringen","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Hamburg","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Bremen","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Hessen","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Bayern","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Saarland","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Berlin","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Brandenburg","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Sachsen","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","Thueringen","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Hamburg","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Bremen","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Hessen","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Bayern","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Saarland","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Berlin","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Brandenburg","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Sachsen","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","Thueringen","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Hamburg","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Niedersachsen","33","0.603846659194743","0.507502478242105","0.700190840147381"
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Bremen","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Nordrhein-Westfalen","73","0.402402471820652","0.354819372583329","0.449985571057974"
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Hessen","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Baden-Wuerttemberg","39","0.408286065170033","0.356420785885964","0.460151344454103"
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Bayern","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Saarland","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Berlin","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Sachsen","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","Thueringen","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Hamburg","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Bremen","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Hessen","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Bayern","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Saarland","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Berlin","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Sachsen","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","Thueringen","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Hamburg","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Bremen","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Nordrhein-Westfalen","50","0.103044986884856","0.0753528569688375","0.130737116800874"
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Hessen","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Bayern","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Saarland","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Berlin","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Sachsen","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","Thueringen","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Hamburg","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Bremen","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Nordrhein-Westfalen","76","0.305161898718304","0.249297541770102","0.361026255666505"
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Hessen","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Bayern","34","0.253876709225025","0.181523563215862","0.326229855234188"
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Saarland","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Berlin","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Sachsen","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","Thueringen","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Hamburg","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Bremen","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Hessen","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Bayern","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Saarland","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Berlin","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Sachsen","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Bayern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Berlin","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Brandenburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Sachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Bayern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Berlin","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Brandenburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Sachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","Nordrhein-Westfalen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
