"pglfs","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","AkademikerInnen","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","maennlich","34","0.0477978131620808","0.0293725763906416","0.0662230499335199"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","weiblich","245","0.299434223494924","0.262477176511476","0.336391270478371"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","maennlich","203","0.0824152858682398","0.0728089515033953","0.0920216202330842"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","weiblich","1265","0.352065780134779","0.33582918544859","0.368302374820969"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","maennlich","30","0.044152324057319","0.0295083712091289","0.058796276905509"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","weiblich","258","0.228493424442763","0.203253495497016","0.253733353388509"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","weiblich","63","0.166987932760188","0.126563642348468","0.207412223171908"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","weiblich","51","0.194201322954328","0.144868157650362","0.243534488258295"
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","maennlich","","","",""
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","weiblich","","","",""
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","maennlich","294","0.150727418718688","0.138229134067466","0.163225703369911"
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","weiblich","512","0.254451865777303","0.239645166801081","0.269258564753525"
"NE: 65 Jahre und älter","1985","Realschulabschluss","maennlich","56","0.103832651796347","0.0820881869204948","0.1255771166722"
"NE: 65 Jahre und älter","1985","Realschulabschluss","weiblich","101","0.155000973621075","0.133245087538646","0.176756859703503"
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","maennlich","","","",""
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","weiblich","","","",""
"NE: 65 Jahre und älter","1985","AkademikerInnen","maennlich","34","0.0965399758586548","0.0709337421888639","0.122146209528446"
"NE: 65 Jahre und älter","1985","AkademikerInnen","weiblich","","","",""
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","maennlich","101","0.425780055498707","0.383075297015926","0.468484813981488"
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","weiblich","71","0.311624930336667","0.274252550934308","0.348997309739027"
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","maennlich","51","0.00982876303773433","0.00638260400884685","0.0132749220666218"
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","weiblich","48","0.00997046239776449","0.00659293166498384","0.0133479931305451"
"NE: derzeit in Ausbildung","1985","Realschulabschluss","maennlich","68","0.0849923029476428","0.0651135395128383","0.104871066382447"
"NE: derzeit in Ausbildung","1985","Realschulabschluss","weiblich","73","0.0616933371413552","0.0472298507821965","0.076156823500514"
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","maennlich","93","0.210651988251289","0.173628939946773","0.247675036555804"
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","weiblich","51","0.13503337679332","0.0979913745621801","0.172075379024461"
"NE: derzeit in Ausbildung","1985","AkademikerInnen","maennlich","","","",""
"NE: derzeit in Ausbildung","1985","AkademikerInnen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(Fach-)Abitur","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(Fach-)Abitur","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","AkademikerInnen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","AkademikerInnen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","(noch) kein Abschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1985","(noch) kein Abschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","Hauptschulabschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1985","Hauptschulabschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","Realschulabschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1985","Realschulabschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","(Fach-)Abitur","maennlich","","","",""
"NE: im Militär-/Zivildienst","1985","(Fach-)Abitur","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","AkademikerInnen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1985","AkademikerInnen","weiblich","","","",""
"NE: arbeitslos registriert","1985","(noch) kein Abschluss","maennlich","44","0.0678848731812722","0.0461595742941894","0.0896101720683549"
"NE: arbeitslos registriert","1985","(noch) kein Abschluss","weiblich","36","0.0632435551755136","0.0436034609178526","0.0828836494331746"
"NE: arbeitslos registriert","1985","Hauptschulabschluss","maennlich","186","0.0581077608111907","0.0499353835166909","0.0662801381056904"
"NE: arbeitslos registriert","1985","Hauptschulabschluss","weiblich","127","0.0309566866841993","0.0250687054949284","0.0368446678734702"
"NE: arbeitslos registriert","1985","Realschulabschluss","maennlich","","","",""
"NE: arbeitslos registriert","1985","Realschulabschluss","weiblich","38","0.0296120522524372","0.0194217184751134","0.039802386029761"
"NE: arbeitslos registriert","1985","(Fach-)Abitur","maennlich","","","",""
"NE: arbeitslos registriert","1985","(Fach-)Abitur","weiblich","","","",""
"NE: arbeitslos registriert","1985","AkademikerInnen","maennlich","","","",""
"NE: arbeitslos registriert","1985","AkademikerInnen","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Realschulabschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Realschulabschluss","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","AkademikerInnen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","AkademikerInnen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(noch) kein Abschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(noch) kein Abschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Hauptschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Hauptschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Realschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Realschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(Fach-)Abitur","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(Fach-)Abitur","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","AkademikerInnen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","AkademikerInnen","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Realschulabschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Realschulabschluss","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","AkademikerInnen","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","AkademikerInnen","weiblich","","","",""
"Erwerbstätig","1985","(noch) kein Abschluss","maennlich","311","0.336854795635202","0.296035062564899","0.377674528705504"
"Erwerbstätig","1985","(noch) kein Abschluss","weiblich","219","0.232156721019483","0.1980885350425","0.266224906996467"
"Erwerbstätig","1985","Hauptschulabschluss","maennlich","2397","0.692905143871134","0.676791124073438","0.709019163668831"
"Erwerbstätig","1985","Hauptschulabschluss","weiblich","1347","0.344634380226153","0.32847819919757","0.360790561254737"
"Erwerbstätig","1985","Realschulabschluss","maennlich","567","0.722416549603021","0.690495451607938","0.754337647598104"
"Erwerbstätig","1985","Realschulabschluss","weiblich","576","0.507344322951964","0.477290162051794","0.537398483852133"
"Erwerbstätig","1985","(Fach-)Abitur","maennlich","268","0.515237216346281","0.469861511878557","0.560612920814005"
"Erwerbstätig","1985","(Fach-)Abitur","weiblich","172","0.536033633196298","0.481981419574429","0.590085846818167"
"Erwerbstätig","1985","AkademikerInnen","maennlich","428","0.811257876417948","0.777330402705302","0.845185350130594"
"Erwerbstätig","1985","AkademikerInnen","weiblich","166","0.637070524030305","0.577104605413302","0.697036442647309"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","(noch) kein Abschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","(noch) kein Abschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","Hauptschulabschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","Hauptschulabschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","Realschulabschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","Realschulabschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","(Fach-)Abitur","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","(Fach-)Abitur","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","AkademikerInnen","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","AkademikerInnen","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","(noch) kein Abschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","(noch) kein Abschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","Hauptschulabschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","Hauptschulabschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","Realschulabschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","Realschulabschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","(Fach-)Abitur","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","(Fach-)Abitur","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","AkademikerInnen","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","AkademikerInnen","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","(noch) kein Abschluss","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","(noch) kein Abschluss","weiblich","222","0.316912840822625","0.27806380268665","0.355761878958599"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","Hauptschulabschluss","maennlich","203","0.083171681652661","0.0732803686764188","0.0930629946289031"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","Hauptschulabschluss","weiblich","1115","0.333352840954894","0.316824731628154","0.349880950281634"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","Realschulabschluss","maennlich","36","0.0571878581594143","0.0404578277537455","0.073917888565083"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","Realschulabschluss","weiblich","242","0.22624016585423","0.2007995123295","0.25168081937896"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","(Fach-)Abitur","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","(Fach-)Abitur","weiblich","63","0.147740875093287","0.110188518659668","0.185293231526905"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","AkademikerInnen","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","AkademikerInnen","weiblich","48","0.182567335958056","0.134194385012089","0.230940286904023"
"NE: 65 Jahre und älter","1986","(noch) kein Abschluss","maennlich","","","",""
"NE: 65 Jahre und älter","1986","(noch) kein Abschluss","weiblich","","","",""
"NE: 65 Jahre und älter","1986","Hauptschulabschluss","maennlich","275","0.15315124979786","0.140251378091993","0.166051121503727"
"NE: 65 Jahre und älter","1986","Hauptschulabschluss","weiblich","467","0.255426106786036","0.240136031478455","0.270716182093617"
