"pglfs","year","bula_h","n","percent","lower_confidence","upper_confidence"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Bremen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Nordrhein-Westfalen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hessen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Rheinland-Pfalz,Saarland","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Baden-Wuerttemberg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Bayern","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Saarland","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Berlin","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Brandenburg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Mecklenburg-Vorpommern","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Sachsen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Sachsen-Anhalt","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Thueringen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Schleswig-Holstein","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hamburg","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Niedersachsen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Bremen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Nordrhein-Westfalen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hessen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Rheinland-Pfalz,Saarland","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Baden-Wuerttemberg","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Bayern","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Saarland","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Berlin","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Brandenburg","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Mecklenburg-Vorpommern","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Sachsen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Sachsen-Anhalt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Thueringen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Schleswig-Holstein","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Hamburg","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Niedersachsen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Bremen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Nordrhein-Westfalen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Hessen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Rheinland-Pfalz,Saarland","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Baden-Wuerttemberg","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Bayern","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Saarland","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Berlin","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Brandenburg","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Mecklenburg-Vorpommern","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Sachsen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Sachsen-Anhalt","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Thueringen","","","",""
"Erwerbstätig","1984","Schleswig-Holstein","227","0.55834046067169","0.508865442048934","0.607815479294447"
"Erwerbstätig","1984","Hamburg","179","0.473652476425852","0.418160001480547","0.529144951371156"
"Erwerbstätig","1984","Niedersachsen","672","0.502620294685067","0.474768588230189","0.530472001139945"
"Erwerbstätig","1984","Bremen","55","0.315674891637503","0.23668463442667","0.394665148848336"
"Erwerbstätig","1984","Nordrhein-Westfalen","1831","0.510356462806691","0.493233237301868","0.527479688311514"
"Erwerbstätig","1984","Hessen","752","0.539321982884858","0.511711835031992","0.566932130737724"
"Erwerbstätig","1984","Rheinland-Pfalz,Saarland","456","0.485342345341551","0.451861646133032","0.51882304455007"
"Erwerbstätig","1984","Baden-Wuerttemberg","1451","0.568086704632256","0.547718651153848","0.588454758110665"
"Erwerbstätig","1984","Bayern","1276","0.552557667775272","0.531341633743892","0.573773701806652"
"Erwerbstätig","1984","Saarland","","","",""
"Erwerbstätig","1984","Berlin","266","0.573626516695604","0.525872579240504","0.621380454150703"
"Erwerbstätig","1984","Brandenburg","","","",""
"Erwerbstätig","1984","Mecklenburg-Vorpommern","","","",""
"Erwerbstätig","1984","Sachsen","","","",""
"Erwerbstätig","1984","Sachsen-Anhalt","","","",""
"Erwerbstätig","1984","Thueringen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Schleswig-Holstein","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Hamburg","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Niedersachsen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Bremen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Nordrhein-Westfalen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Hessen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Rheinland-Pfalz,Saarland","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Baden-Wuerttemberg","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Bayern","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Saarland","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Berlin","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Brandenburg","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Mecklenburg-Vorpommern","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Sachsen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Sachsen-Anhalt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Thueringen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Schleswig-Holstein","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hamburg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Niedersachsen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Bremen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Nordrhein-Westfalen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hessen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Rheinland-Pfalz,Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Baden-Wuerttemberg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Bayern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Berlin","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Brandenburg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Mecklenburg-Vorpommern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Sachsen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Sachsen-Anhalt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Schleswig-Holstein","66","0.173447396612595","0.134004790565265","0.212890002659925"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hamburg","39","0.124123998151622","0.0855722458622574","0.162675750440987"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Niedersachsen","224","0.191788155233005","0.168606112225364","0.214970198240645"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Nordrhein-Westfalen","666","0.216619609910594","0.201819434582017","0.231419785239171"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hessen","245","0.207788943839479","0.184226632166115","0.231351255512842"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Rheinland-Pfalz,Saarland","181","0.23274173237389","0.202990486336229","0.262492978411551"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Baden-Wuerttemberg","366","0.158835210933479","0.143039292600948","0.17463112926601"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Bayern","347","0.181015938789697","0.163775573159397","0.198256304419997"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Berlin","63","0.161222566606742","0.123650899491302","0.198794233722182"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Thueringen","","","",""
"NE: 65 Jahre und älter","1985","Schleswig-Holstein","38","0.16645349423888","0.127651161470102","0.205255827007657"
"NE: 65 Jahre und älter","1985","Hamburg","43","0.247357836365667","0.196908897021527","0.297806775709806"
"NE: 65 Jahre und älter","1985","Niedersachsen","127","0.178229078797446","0.155694840805147","0.200763316789745"
"NE: 65 Jahre und älter","1985","Bremen","32","0.389413676318623","0.300678006352513","0.478149346284733"
"NE: 65 Jahre und älter","1985","Nordrhein-Westfalen","238","0.145411746416361","0.132746611155035","0.158076881677687"
"NE: 65 Jahre und älter","1985","Hessen","94","0.165080476101671","0.143520096957793","0.186640855245548"
"NE: 65 Jahre und älter","1985","Rheinland-Pfalz,Saarland","97","0.183552372641379","0.156297672593911","0.210807072688848"
"NE: 65 Jahre und älter","1985","Baden-Wuerttemberg","169","0.16463776630538","0.148611472644254","0.180664059966506"
"NE: 65 Jahre und älter","1985","Bayern","194","0.1687164305763","0.151947567200449","0.185485293952151"
"NE: 65 Jahre und älter","1985","Saarland","","","",""
"NE: 65 Jahre und älter","1985","Berlin","36","0.200345429076373","0.15945090927613","0.241239948876615"
"NE: 65 Jahre und älter","1985","Brandenburg","","","",""
"NE: 65 Jahre und älter","1985","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1985","Sachsen","","","",""
"NE: 65 Jahre und älter","1985","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1985","Thueringen","","","",""
"NE: derzeit in Ausbildung","1985","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1985","Hamburg","","","",""
"NE: derzeit in Ausbildung","1985","Niedersachsen","81","0.06654061101794","0.0518659081234721","0.0812153139124079"
"NE: derzeit in Ausbildung","1985","Bremen","","","",""
"NE: derzeit in Ausbildung","1985","Nordrhein-Westfalen","194","0.059547816973275","0.0510455857938075","0.0680500481527426"
"NE: derzeit in Ausbildung","1985","Hessen","51","0.0396125838531163","0.0282852931805372","0.0509398745256955"
"NE: derzeit in Ausbildung","1985","Rheinland-Pfalz,Saarland","39","0.0449717098627094","0.0303810458068394","0.0595623739185794"
"NE: derzeit in Ausbildung","1985","Baden-Wuerttemberg","102","0.0518039207125621","0.0422262183271628","0.0613816230979614"
"NE: derzeit in Ausbildung","1985","Bayern","78","0.0378468073216559","0.0293022990233004","0.0463913156200115"
"NE: derzeit in Ausbildung","1985","Saarland","","","",""
"NE: derzeit in Ausbildung","1985","Berlin","","","",""
"NE: derzeit in Ausbildung","1985","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1985","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1985","Sachsen","","","",""
"NE: derzeit in Ausbildung","1985","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1985","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Nordrhein-Westfalen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Rheinland-Pfalz,Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Baden-Wuerttemberg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Bayern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Berlin","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Brandenburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Mecklenburg-Vorpommern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Sachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Sachsen-Anhalt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Thueringen","","","",""
"NE: im Militär-/Zivildienst","1985","Schleswig-Holstein","","","",""
"NE: im Militär-/Zivildienst","1985","Hamburg","","","",""
"NE: im Militär-/Zivildienst","1985","Niedersachsen","","","",""
"NE: im Militär-/Zivildienst","1985","Bremen","","","",""
"NE: im Militär-/Zivildienst","1985","Nordrhein-Westfalen","","","",""
"NE: im Militär-/Zivildienst","1985","Hessen","","","",""
"NE: im Militär-/Zivildienst","1985","Rheinland-Pfalz,Saarland","","","",""
"NE: im Militär-/Zivildienst","1985","Baden-Wuerttemberg","","","",""
"NE: im Militär-/Zivildienst","1985","Bayern","","","",""
"NE: im Militär-/Zivildienst","1985","Saarland","","","",""
"NE: im Militär-/Zivildienst","1985","Berlin","","","",""
"NE: im Militär-/Zivildienst","1985","Brandenburg","","","",""
"NE: im Militär-/Zivildienst","1985","Mecklenburg-Vorpommern","","","",""
"NE: im Militär-/Zivildienst","1985","Sachsen","","","",""
"NE: im Militär-/Zivildienst","1985","Sachsen-Anhalt","","","",""
"NE: im Militär-/Zivildienst","1985","Thueringen","","","",""
"NE: arbeitslos registriert","1985","Schleswig-Holstein","","","",""
"NE: arbeitslos registriert","1985","Hamburg","","","",""
"NE: arbeitslos registriert","1985","Niedersachsen","65","0.0526136817769677","0.0394677579352837","0.0657596056186518"
"NE: arbeitslos registriert","1985","Bremen","","","",""
"NE: arbeitslos registriert","1985","Nordrhein-Westfalen","138","0.0412385232390782","0.0340945722278397","0.0483824742503168"
"NE: arbeitslos registriert","1985","Hessen","53","0.0371861377171602","0.0261973968302775","0.0481748786040429"
"NE: arbeitslos registriert","1985","Rheinland-Pfalz,Saarland","","","",""
"NE: arbeitslos registriert","1985","Baden-Wuerttemberg","66","0.0192317436607569","0.0132967060358057","0.0251667812857081"
"NE: arbeitslos registriert","1985","Bayern","71","0.035836925206627","0.0275137132135928","0.0441601371996613"
"NE: arbeitslos registriert","1985","Saarland","","","",""
"NE: arbeitslos registriert","1985","Berlin","","","",""
"NE: arbeitslos registriert","1985","Brandenburg","","","",""
"NE: arbeitslos registriert","1985","Mecklenburg-Vorpommern","","","",""
"NE: arbeitslos registriert","1985","Sachsen","","","",""
"NE: arbeitslos registriert","1985","Sachsen-Anhalt","","","",""
"NE: arbeitslos registriert","1985","Thueringen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Schleswig-Holstein","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Hamburg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Niedersachsen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Bremen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Nordrhein-Westfalen","37","0.0134200387818913","0.00928599893769544","0.0175540786260872"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Hessen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Rheinland-Pfalz,Saarland","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Baden-Wuerttemberg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Bayern","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Saarland","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Berlin","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Brandenburg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Mecklenburg-Vorpommern","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Sachsen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Sachsen-Anhalt","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Thueringen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Schleswig-Holstein","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Hamburg","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Niedersachsen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Bremen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Nordrhein-Westfalen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Hessen","","","",""
