"pglfs","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","279","0.166034505523902","0.144094326368126","0.187974684679678"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1468","0.229815243636955","0.219565436064834","0.240065051209076"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","288","0.154903042461261","0.138276000817627","0.171530084104894"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","78","0.0912036271721018","0.0711657899093101","0.111241464434894"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","69","0.0886830635492731","0.0684450187630533","0.108921108335493"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","806","0.207426662521708","0.197548393356639","0.217304931686776"
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","157","0.134574186862393","0.118891244510245","0.150257129214541"
"NE: 65 Jahre und älter","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","36","0.0849279052678515","0.0655251073979223","0.104330703137781"
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","49","0.104891704752466","0.0830783807048469","0.126705028800085"
"NE: 65 Jahre und älter","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","172","0.37214185426441","0.34364138720548","0.400642321323339"
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","99","0.0099062206361011","0.00749342243189538","0.0123190188403068"
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","141","0.0709944630968453","0.0591925304376689","0.0827963957560218"
"NE: derzeit in Ausbildung","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","144","0.178878839368842","0.152204442793865","0.205553235943819"
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","80","0.0657040516996973","0.0510955639560702","0.0803125394433244"
"NE: arbeitslos registriert","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","313","0.0432660777259081","0.0383093143621527","0.0482228410896634"
"NE: arbeitslos registriert","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","52","0.024674209313209","0.0175452158250881","0.0318032028013299"
"NE: arbeitslos registriert","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32","0.0333255058448565","0.0208332749595393","0.0458177367301737"
"NE: arbeitslos registriert","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","42","0.0565278817809541","0.0404544952601775","0.0726012683017307"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","530","0.287660189724079","0.260970074946239","0.31435030450192"
"Erwerbstätig","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3744","0.502528723486733","0.49034743336687","0.514710013606595"
