"pglfs","year","migback","n","percent","lower_confidence","upper_confidence"
"NE: im Militär-/Zivildienst","1985","kein Migrationshintergrund","34","0.00386997666548045","0.00250925412403653","0.00523069920692438"
"NE: im Militär-/Zivildienst","1985","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1985","kein Migrationshintergrund","286","0.0351580721429532","0.0311216367879985","0.0391945074979079"
"NE: arbeitslos registriert","1985","direkter Migrationshintergrund","202","0.0645500221267836","0.0556796296956375","0.0734204145579297"
"NE: arbeitslos registriert","1985","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","kein Migrationshintergrund","106","0.0125176763998109","0.0100810782147891","0.0149542745848327"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1985","kein Migrationshintergrund","4502","0.523852686408618","0.51290726094086","0.534798111876377"
"Erwerbstätig","1985","direkter Migrationshintergrund","1962","0.606769909620848","0.589137172179689","0.624402647062008"
"Erwerbstätig","1985","indirekter Migrationshintergrund","67","0.500141285677292","0.418476122915132","0.581806448439453"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","kein Migrationshintergrund","1433","0.181640353013868","0.172991097409829","0.190289608617907"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","direkter Migrationshintergrund","580","0.222328892292446","0.207081734141498","0.237576050443395"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","kein Migrationshintergrund","949","0.182524601653785","0.173859004209096","0.191190199098474"
"NE: 65 Jahre und älter","1986","direkter Migrationshintergrund","52","0.0728338659999638","0.06330506115954","0.0823626708403876"
"NE: 65 Jahre und älter","1986","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1986","kein Migrationshintergrund","402","0.0444151044592452","0.0397934183948024","0.049036790523688"
"NE: derzeit in Ausbildung","1986","direkter Migrationshintergrund","124","0.0382243745190189","0.0311936505454881","0.0452550984925497"
"NE: derzeit in Ausbildung","1986","indirekter Migrationshintergrund","38","0.136598179866948","0.0827073677854805","0.190488991948416"
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1986","kein Migrationshintergrund","42","0.00508648682567911","0.00349060001081212","0.00668237364054611"
"NE: im Militär-/Zivildienst","1986","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1986","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1986","kein Migrationshintergrund","244","0.0309702927165309","0.0270839449494039","0.0348566404836579"
"NE: arbeitslos registriert","1986","direkter Migrationshintergrund","188","0.058536901177665","0.0499287579193624","0.0671450444359676"
"NE: arbeitslos registriert","1986","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","kein Migrationshintergrund","128","0.015393715230542","0.0126318436212158","0.0181555868398683"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","kein Migrationshintergrund","105","0.0131680826782396","0.0106107729782771","0.0157253923782021"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1986","kein Migrationshintergrund","4330","0.526801363422111","0.515600650989387","0.538002075854835"
"Erwerbstätig","1986","direkter Migrationshintergrund","1885","0.597450551974767","0.579467906930415","0.615433197019119"
"Erwerbstätig","1986","indirekter Migrationshintergrund","91","0.566586121741569","0.488823630593666","0.644348612889472"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","kein Migrationshintergrund","1305","0.168727908057967","0.16024868016465","0.177207135951283"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","direkter Migrationshintergrund","570","0.215575667027254","0.200465044614437","0.230686289440072"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1987","kein Migrationshintergrund","968","0.188574842384045","0.179718439644249","0.197431245123841"
"NE: 65 Jahre und älter","1987","direkter Migrationshintergrund","54","0.0697375782850245","0.0603782835152328","0.0790968730548162"
"NE: 65 Jahre und älter","1987","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1987","kein Migrationshintergrund","391","0.0408575764974692","0.0363756049194854","0.0453395480754529"
"NE: derzeit in Ausbildung","1987","direkter Migrationshintergrund","119","0.0369628735068608","0.0300300310112077","0.0438957160025139"
"NE: derzeit in Ausbildung","1987","indirekter Migrationshintergrund","45","0.107603410599506","0.0619520813892944","0.153254739809718"
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1987","kein Migrationshintergrund","48","0.00617577089771856","0.00440202409673705","0.00794951769870007"
"NE: im Militär-/Zivildienst","1987","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1987","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1987","kein Migrationshintergrund","246","0.0318712541316929","0.0278942377397147","0.0358482705236711"
"NE: arbeitslos registriert","1987","direkter Migrationshintergrund","200","0.0589186863591773","0.0502660777701545","0.0675712949482"
"NE: arbeitslos registriert","1987","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","kein Migrationshintergrund","101","0.012743693879322","0.0102041608236228","0.0152832269350211"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","kein Migrationshintergrund","103","0.0132582904319193","0.0106686661781819","0.0158479146856567"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1987","kein Migrationshintergrund","4332","0.537790663719867","0.526502657691714","0.549078669748019"
"Erwerbstätig","1987","direkter Migrationshintergrund","1874","0.604309805426966","0.586341198003204","0.622278412850727"
"Erwerbstätig","1987","indirekter Migrationshintergrund","92","0.514873408226128","0.441246048095319","0.588500768356938"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","kein Migrationshintergrund","1255","0.168503895178391","0.159802699895335","0.177205090461448"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","direkter Migrationshintergrund","578","0.221537799799246","0.205841569083228","0.237234030515265"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1988","kein Migrationshintergrund","941","0.190796666356317","0.181662728411951","0.199930604300683"
"NE: 65 Jahre und älter","1988","direkter Migrationshintergrund","62","0.0812967324278711","0.0709672903290878","0.0916261745266545"
"NE: 65 Jahre und älter","1988","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1988","kein Migrationshintergrund","350","0.0426471041897082","0.0379500601179058","0.0473441482615106"
"NE: derzeit in Ausbildung","1988","direkter Migrationshintergrund","87","0.035148500217977","0.0281880660978526","0.0421089343381014"
"NE: derzeit in Ausbildung","1988","indirekter Migrationshintergrund","59","0.161806999628917","0.113579499686399","0.210034499571435"
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1988","kein Migrationshintergrund","49","0.00647731493465203","0.00461252363388656","0.00834210623541751"
"NE: im Militär-/Zivildienst","1988","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1988","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1988","kein Migrationshintergrund","234","0.032563216295515","0.028437315524189","0.036689117066841"
"NE: arbeitslos registriert","1988","direkter Migrationshintergrund","190","0.0602578670812674","0.0512636385791884","0.0692520955833463"
"NE: arbeitslos registriert","1988","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","kein Migrationshintergrund","72","0.00953021040345387","0.0072717332836637","0.011788687523244"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","kein Migrationshintergrund","89","0.0111569974658879","0.00871536003906302","0.0135986348927128"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1988","kein Migrationshintergrund","4119","0.538324595176074","0.526735906004992","0.549913284347156"
"Erwerbstätig","1988","direkter Migrationshintergrund","1747","0.589280650887614","0.570686071369064","0.607875230406163"
"Erwerbstätig","1988","indirekter Migrationshintergrund","121","0.520156311384577","0.454731736175926","0.585580886593227"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","kein Migrationshintergrund","1189","0.170379146112998","0.161471296635752","0.179286995590243"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","direkter Migrationshintergrund","619","0.240774466902974","0.224359065651823","0.257189868154124"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1989","kein Migrationshintergrund","905","0.187459395576977","0.178212393319784","0.196706397834169"
"NE: 65 Jahre und älter","1989","direkter Migrationshintergrund","70","0.0907735811231511","0.0797435524077565","0.101803609838546"
"NE: 65 Jahre und älter","1989","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1989","kein Migrationshintergrund","318","0.0422733614445499","0.0375059899421814","0.0470407329469184"
"NE: derzeit in Ausbildung","1989","direkter Migrationshintergrund","68","0.0287903399691172","0.022370254959817","0.0352104249784173"
"NE: derzeit in Ausbildung","1989","indirekter Migrationshintergrund","75","0.219943243554578","0.169692065042261","0.270194422066895"
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1989","kein Migrationshintergrund","43","0.0048009715457552","0.00316323379934115","0.00643870929216926"
"NE: im Militär-/Zivildienst","1989","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1989","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1989","kein Migrationshintergrund","181","0.0251727436828679","0.021461205526323","0.0288842818394128"
"NE: arbeitslos registriert","1989","direkter Migrationshintergrund","119","0.0451600509579017","0.0371873883185783","0.0531327135972251"
"NE: arbeitslos registriert","1989","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","kein Migrationshintergrund","85","0.0112770433968511","0.00877520210649762","0.0137788846872046"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","kein Migrationshintergrund","78","0.0101517001190468","0.00777661853690528","0.0125267817011883"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","kein Migrationshintergrund","4044","0.548485638120955","0.536694839128685","0.560276437113225"
"Erwerbstätig","1989","direkter Migrationshintergrund","1699","0.575911302814184","0.556936947223379","0.594885658404989"
"Erwerbstätig","1989","indirekter Migrationshintergrund","138","0.486206935385486","0.425570658012295","0.546843212758676"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","kein Migrationshintergrund","1471","0.145778885196309","0.139177745231109","0.15238002516151"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","direkter Migrationshintergrund","584","0.218161256181705","0.202568743244411","0.233753769119"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","indirekter Migrationshintergrund","30","0.105619390845121","0.070782008623608","0.140456773066634"
"NE: 65 Jahre und älter","1990","kein Migrationshintergrund","1310","0.176833336550539","0.169696390143591","0.183970282957486"
"NE: 65 Jahre und älter","1990","direkter Migrationshintergrund","103","0.0961042931999044","0.0849767506763781","0.107231835723431"
"NE: 65 Jahre und älter","1990","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","kein Migrationshintergrund","372","0.0337047611544902","0.0303288809685953","0.0370806413403852"
"NE: derzeit in Ausbildung","1990","direkter Migrationshintergrund","72","0.0218950785804155","0.0163700480474243","0.0274201091134067"
"NE: derzeit in Ausbildung","1990","indirekter Migrationshintergrund","78","0.218796475861226","0.171935130255659","0.265657821466794"
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","kein Migrationshintergrund","50","0.00425152515750987","0.00303440437150592","0.00546864594351383"
"NE: im Militär-/Zivildienst","1990","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1990","kein Migrationshintergrund","155","0.0182318228034443","0.0157291389086745","0.0207345066982142"
"NE: arbeitslos registriert","1990","direkter Migrationshintergrund","138","0.0446088417383135","0.0368146732709055","0.0524030102057216"
"NE: arbeitslos registriert","1990","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","kein Migrationshintergrund","172","0.0159942718830343","0.0136475180915984","0.0183410256744701"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","kein Migrationshintergrund","165","0.0143728922061242","0.0121464322849318","0.0165993521273166"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1990","kein Migrationshintergrund","7283","0.590832505048549","0.581635017034084","0.600029993063014"
"Erwerbstätig","1990","direkter Migrationshintergrund","1756","0.595637220879513","0.577108509903512","0.614165931855513"
"Erwerbstätig","1990","indirekter Migrationshintergrund","168","0.502520383770788","0.445847281878716","0.559193485662861"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","kein Migrationshintergrund","1358","0.137937316795253","0.131395247408045","0.144479386182462"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","direkter Migrationshintergrund","540","0.201606364798287","0.186313881386207","0.216898848210366"
