"pglfs","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"NE: arbeitslos registriert","1984","kein Migrationshintergrund","maennlich","130","0.0322551011939389","0.0268628711424127","0.037647331245465"
"NE: arbeitslos registriert","1984","kein Migrationshintergrund","weiblich","106","0.0217840170905909","0.0175517179841191","0.0260163161970627"
"NE: arbeitslos registriert","1984","direkter Migrationshintergrund","maennlich","119","0.0684757175060783","0.0568757037539782","0.0800757312581784"
"NE: arbeitslos registriert","1984","direkter Migrationshintergrund","weiblich","79","0.0490352212196032","0.03846088486273","0.0596095575764764"
"NE: arbeitslos registriert","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: arbeitslos registriert","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","kein Migrationshintergrund","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","kein Migrationshintergrund","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","kein Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","kein Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","kein Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","kein Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Erwerbstätig","1984","kein Migrationshintergrund","maennlich","2939","0.685057976228059","0.670881518302592","0.699234434153526"
"Erwerbstätig","1984","kein Migrationshintergrund","weiblich","1867","0.372386245183838","0.358369956523606","0.386402533844071"
"Erwerbstätig","1984","direkter Migrationshintergrund","maennlich","1516","0.776319896644721","0.757180547985119","0.795459245304324"
"Erwerbstätig","1984","direkter Migrationshintergrund","weiblich","775","0.44706959865083","0.422722924752281","0.471416272549379"
"Erwerbstätig","1984","indirekter Migrationshintergrund","maennlich","36","0.59808844165816","0.476049003651664","0.720127879664655"
"Erwerbstätig","1984","indirekter Migrationshintergrund","weiblich","32","0.440248594570348","0.320485582882978","0.560011606257718"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","kein Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","kein Migrationshintergrund","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","direkter Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","direkter Migrationshintergrund","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","kein Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","kein Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","kein Migrationshintergrund","maennlich","218","0.0636350396364947","0.0558921892905981","0.0713778899823913"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","kein Migrationshintergrund","weiblich","1357","0.298127959748115","0.284260711979687","0.311995207516543"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","direkter Migrationshintergrund","maennlich","82","0.0864587115979027","0.0725747246422928","0.100342698553512"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","direkter Migrationshintergrund","weiblich","543","0.389339549647793","0.363557414382596","0.41512168491299"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: 65 Jahre und älter","1985","kein Migrationshintergrund","maennlich","401","0.136675579966134","0.125779692616937","0.14757146731533"
"NE: 65 Jahre und älter","1985","kein Migrationshintergrund","weiblich","627","0.222173054494218","0.209570832228123","0.234775276760312"
"NE: 65 Jahre und älter","1985","direkter Migrationshintergrund","maennlich","","","",""
"NE: 65 Jahre und älter","1985","direkter Migrationshintergrund","weiblich","","","",""
"NE: 65 Jahre und älter","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: 65 Jahre und älter","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: derzeit in Ausbildung","1985","kein Migrationshintergrund","maennlich","252","0.0615120792240311","0.0538908561050749","0.0691333023429874"
"NE: derzeit in Ausbildung","1985","kein Migrationshintergrund","weiblich","188","0.0407263866222564","0.0347344233968734","0.0467183498476393"
"NE: derzeit in Ausbildung","1985","direkter Migrationshintergrund","maennlich","60","0.0447380578895471","0.0345252413970447","0.0549508743820495"
"NE: derzeit in Ausbildung","1985","direkter Migrationshintergrund","weiblich","50","0.0338107132934044","0.0242539022337764","0.0433675243530323"
"NE: derzeit in Ausbildung","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: derzeit in Ausbildung","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","kein Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","kein Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","direkter Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","direkter Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","kein Migrationshintergrund","maennlich","34","0.00830031390771633","0.00542246840264903","0.0111781594127836"
"NE: im Militär-/Zivildienst","1985","kein Migrationshintergrund","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","direkter Migrationshintergrund","maennlich","","","",""
"NE: im Militär-/Zivildienst","1985","direkter Migrationshintergrund","weiblich","","","",""
"NE: im Militär-/Zivildienst","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: im Militär-/Zivildienst","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: arbeitslos registriert","1985","kein Migrationshintergrund","maennlich","157","0.042614041969169","0.0362071113604272","0.0490209725779108"
"NE: arbeitslos registriert","1985","kein Migrationshintergrund","weiblich","129","0.0286451527717363","0.0235883679077254","0.0337019376357473"
"NE: arbeitslos registriert","1985","direkter Migrationshintergrund","maennlich","117","0.0733170611389556","0.0604400866649807","0.0861940356129305"
"NE: arbeitslos registriert","1985","direkter Migrationshintergrund","weiblich","85","0.0552267512413105","0.0431488001495642","0.0673047023330567"
"NE: arbeitslos registriert","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: arbeitslos registriert","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","kein Migrationshintergrund","maennlich","57","0.0143629995243396","0.0105889186599119","0.0181370803887673"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","kein Migrationshintergrund","weiblich","49","0.0109057545433625","0.00775723316069692","0.014054275926028"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","kein Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","kein Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","kein Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","kein Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Erwerbstätig","1985","kein Migrationshintergrund","maennlich","2686","0.669805167702419","0.654887892154431","0.684722443250408"
"Erwerbstätig","1985","kein Migrationshintergrund","weiblich","1816","0.396360654539973","0.381532264932292","0.411189044147655"
"Erwerbstätig","1985","direkter Migrationshintergrund","maennlich","1294","0.754372600145846","0.733107027334924","0.775638172956768"
"Erwerbstätig","1985","direkter Migrationshintergrund","weiblich","668","0.449802447142511","0.423498255570849","0.476106638714173"
"Erwerbstätig","1985","indirekter Migrationshintergrund","maennlich","37","0.678824097495319","0.566175386841079","0.791472808149558"
"Erwerbstätig","1985","indirekter Migrationshintergrund","weiblich","30","0.375516267214588","0.268049117073287","0.482983417355888"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","kein Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","kein Migrationshintergrund","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","direkter Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","direkter Migrationshintergrund","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","kein Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","kein Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","kein Migrationshintergrund","maennlich","224","0.0670813068598344","0.0589700813754789","0.07519253234419"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","kein Migrationshintergrund","weiblich","1209","0.282350655107876","0.268364070794387","0.296337239421365"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","direkter Migrationshintergrund","maennlich","87","0.0820002630366281","0.0682972323045117","0.0957032937687445"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","direkter Migrationshintergrund","weiblich","493","0.373307233698811","0.347184672987884","0.399429794409737"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: 65 Jahre und älter","1986","kein Migrationshintergrund","maennlich","375","0.137080242060176","0.125928660698792","0.14823182342156"
"NE: 65 Jahre und älter","1986","kein Migrationshintergrund","weiblich","574","0.22247531123797","0.209552436729575","0.235398185746365"
"NE: 65 Jahre und älter","1986","direkter Migrationshintergrund","maennlich","","","",""
"NE: 65 Jahre und älter","1986","direkter Migrationshintergrund","weiblich","32","0.0915522599418013","0.0759768418752552","0.107127678008347"
"NE: 65 Jahre und älter","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: 65 Jahre und älter","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: derzeit in Ausbildung","1986","kein Migrationshintergrund","maennlich","227","0.0531797696747019","0.0459041362425474","0.0604554031068564"
"NE: derzeit in Ausbildung","1986","kein Migrationshintergrund","weiblich","175","0.036709976743581","0.0308670329676716","0.0425529205194904"
"NE: derzeit in Ausbildung","1986","direkter Migrationshintergrund","maennlich","69","0.0445939431675238","0.0342848690097735","0.054903017325274"
"NE: derzeit in Ausbildung","1986","direkter Migrationshintergrund","weiblich","55","0.0313714114770147","0.0219568331172679","0.0407859898367614"
"NE: derzeit in Ausbildung","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: derzeit in Ausbildung","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","kein Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","kein Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","direkter Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","direkter Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: im Militär-/Zivildienst","1986","kein Migrationshintergrund","maennlich","42","0.0108724200113519","0.00750999129617158","0.0142348487265322"
"NE: im Militär-/Zivildienst","1986","kein Migrationshintergrund","weiblich","","","",""
"NE: im Militär-/Zivildienst","1986","direkter Migrationshintergrund","maennlich","","","",""
"NE: im Militär-/Zivildienst","1986","direkter Migrationshintergrund","weiblich","","","",""
"NE: im Militär-/Zivildienst","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: im Militär-/Zivildienst","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: arbeitslos registriert","1986","kein Migrationshintergrund","maennlich","109","0.0307049753470444","0.0251113137664742","0.0362986369276145"
"NE: arbeitslos registriert","1986","kein Migrationshintergrund","weiblich","135","0.031203536561769","0.0258012290279142","0.0366058440956237"
"NE: arbeitslos registriert","1986","direkter Migrationshintergrund","maennlich","106","0.0706932539029056","0.0578918894653348","0.0834946183404764"
"NE: arbeitslos registriert","1986","direkter Migrationshintergrund","weiblich","82","0.045457987902871","0.0342078503695465","0.0567081254361956"
"NE: arbeitslos registriert","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: arbeitslos registriert","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","kein Migrationshintergrund","maennlich","66","0.0174363217171151","0.0131923585190107","0.0216802849152195"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","kein Migrationshintergrund","weiblich","62","0.0135980341103854","0.0099994956462657","0.0171965725745051"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","kein Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","kein Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","kein Migrationshintergrund","maennlich","38","0.0102381546996131","0.0069742308532638","0.0135020785459624"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","kein Migrationshintergrund","weiblich","67","0.0157438193114201","0.0118759637726308","0.0196116748502095"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Erwerbstätig","1986","kein Migrationshintergrund","maennlich","2573","0.673406809630163","0.658201119568078","0.688612499692248"
"Erwerbstätig","1986","kein Migrationshintergrund","weiblich","1757","0.397918666926998","0.382710185238055","0.413127148615942"
"Erwerbstätig","1986","direkter Migrationshintergrund","maennlich","1250","0.74024447228587","0.718343786401379","0.76214515817036"
"Erwerbstätig","1986","direkter Migrationshintergrund","weiblich","635","0.443819825544872","0.416987006323824","0.47065264476592"
"Erwerbstätig","1986","indirekter Migrationshintergrund","maennlich","50","0.68761807071423","0.581300938592056","0.793935202836404"
"Erwerbstätig","1986","indirekter Migrationshintergrund","weiblich","41","0.481882140319976","0.374385784537395","0.589378496102557"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","kein Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","kein Migrationshintergrund","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","direkter Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","direkter Migrationshintergrund","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","indirekter Migrationshintergrund","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","indirekter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","kein Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","kein Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","direkter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","direkter Migrationshintergrund","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","indirekter Migrationshintergrund","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","kein Migrationshintergrund","maennlich","189","0.0600579944294341","0.0522988796089943","0.067817109249874"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","kein Migrationshintergrund","weiblich","1116","0.26439134618389","0.250536276700022","0.278246415667758"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","direkter Migrationshintergrund","maennlich","94","0.0851596248205725","0.0711415726892143","0.0991776769519307"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","direkter Migrationshintergrund","weiblich","476","0.355406639691834","0.32960555015923","0.381207729224438"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","indirekter Migrationshintergrund","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","indirekter Migrationshintergrund","weiblich","","","",""
"NE: 65 Jahre und älter","1987","kein Migrationshintergrund","maennlich","370","0.139160334875017","0.127857299044856","0.150463370705178"
"NE: 65 Jahre und älter","1987","kein Migrationshintergrund","weiblich","598","0.232075030465281","0.218812228716711","0.245337832213851"
"NE: 65 Jahre und älter","1987","direkter Migrationshintergrund","maennlich","","","",""
"NE: 65 Jahre und älter","1987","direkter Migrationshintergrund","weiblich","34","0.0896437053063985","0.0742445122804392","0.105042898332358"
"NE: 65 Jahre und älter","1987","indirekter Migrationshintergrund","maennlich","","","",""
"NE: 65 Jahre und älter","1987","indirekter Migrationshintergrund","weiblich","","","",""
"NE: derzeit in Ausbildung","1987","kein Migrationshintergrund","maennlich","213","0.0468306278481924","0.0399309904684826","0.0537302652279021"
"NE: derzeit in Ausbildung","1987","kein Migrationshintergrund","weiblich","178","0.0355994272155428","0.0297782353979014","0.0414206190331841"
"NE: derzeit in Ausbildung","1987","direkter Migrationshintergrund","maennlich","68","0.0475031238047834","0.0368201785151972","0.0581860690943697"
"NE: derzeit in Ausbildung","1987","direkter Migrationshintergrund","weiblich","51","0.0256617066691883","0.0171379701345518","0.0341854432038249"
"NE: derzeit in Ausbildung","1987","indirekter Migrationshintergrund","maennlich","","","",""
"NE: derzeit in Ausbildung","1987","indirekter Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","kein Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","kein Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","direkter Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","direkter Migrationshintergrund","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","indirekter Migrationshintergrund","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","indirekter Migrationshintergrund","weiblich","","","",""
"NE: im Militär-/Zivildienst","1987","kein Migrationshintergrund","maennlich","48","0.0131912044133034","0.00946527204218124","0.0169171367844256"
