"pglfs","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"NE: derzeit in Ausbildung","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","16-34 Jahre alt","kein Migrationshintergrund","31","0.0108415077543397","0.00720664665232129","0.0144763688563582"
"NE: im Militär-/Zivildienst","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","16-34 Jahre alt","kein Migrationshintergrund","144","0.0492054978726065","0.0416134282567501","0.056797567488463"
"NE: arbeitslos registriert","1984","16-34 Jahre alt","direkter Migrationshintergrund","89","0.0727403381797142","0.0591458636380552","0.0863348127213731"
"NE: arbeitslos registriert","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","35-65 Jahre alt","kein Migrationshintergrund","92","0.0219520834472473","0.0175907289031851","0.0263134379913095"
"NE: arbeitslos registriert","1984","35-65 Jahre alt","direkter Migrationshintergrund","108","0.0538036674452057","0.0438803921704391","0.0637269427199723"
"NE: arbeitslos registriert","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1984","16-34 Jahre alt","kein Migrationshintergrund","2015","0.65013036437881","0.633390058580192","0.666870670177427"
"Erwerbstätig","1984","16-34 Jahre alt","direkter Migrationshintergrund","869","0.602095416881244","0.57647440867172","0.627716425090767"
"Erwerbstätig","1984","16-34 Jahre alt","indirekter Migrationshintergrund","53","0.54577590234715","0.449150732855525","0.642401071838775"
"Erwerbstätig","1984","35-65 Jahre alt","kein Migrationshintergrund","2743","0.618139788430998","0.603678765717243","0.632600811144753"
"Erwerbstätig","1984","35-65 Jahre alt","direkter Migrationshintergrund","1421","0.666500536115949","0.645765428651559","0.68723564358034"
"Erwerbstätig","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1984","66 und älter","kein Migrationshintergrund","48","0.035038958960354","0.0248044329169391","0.045273485003769"
"Erwerbstätig","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","66 und älter","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","16-34 Jahre alt","kein Migrationshintergrund","292","0.0880075061193877","0.0777123788542746","0.0983026333845008"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","16-34 Jahre alt","direkter Migrationshintergrund","222","0.159538408627829","0.138420609120309","0.180656208135349"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","35-65 Jahre alt","kein Migrationshintergrund","1283","0.33262224294002","0.3180450125071","0.347199473372939"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","35-65 Jahre alt","direkter Migrationshintergrund","403","0.296601620550494","0.275231992057047","0.317971249043941"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","66 und älter","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","66 und älter","kein Migrationshintergrund","1025","0.960016194950093","0.948309796672096","0.971722593228089"
"NE: 65 Jahre und älter","1985","66 und älter","direkter Migrationshintergrund","35","0.987714099149506","0.952219166320536","1.02320903197848"
"NE: 65 Jahre und älter","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","16-34 Jahre alt","kein Migrationshintergrund","431","0.149266607761384","0.136317068943923","0.162216146578845"
"NE: derzeit in Ausbildung","1985","16-34 Jahre alt","direkter Migrationshintergrund","108","0.10852596340326","0.0905877877057535","0.126464139100767"
"NE: derzeit in Ausbildung","1985","16-34 Jahre alt","indirekter Migrationshintergrund","40","0.15394770660023","0.0896433168489952","0.218252096351465"
"NE: derzeit in Ausbildung","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","16-34 Jahre alt","kein Migrationshintergrund","34","0.0117131044422604","0.00780331151481018","0.0156228973697107"
"NE: im Militär-/Zivildienst","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1985","16-34 Jahre alt","kein Migrationshintergrund","146","0.0527407636987821","0.0446183732631485","0.0608631541344157"
"NE: arbeitslos registriert","1985","16-34 Jahre alt","direkter Migrationshintergrund","85","0.0690033328500367","0.0543860653131993","0.083620600386874"
"NE: arbeitslos registriert","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1985","35-65 Jahre alt","kein Migrationshintergrund","140","0.0369290071920832","0.0310942004193551","0.0427638139648112"
"NE: arbeitslos registriert","1985","35-65 Jahre alt","direkter Migrationshintergrund","117","0.0674870819737024","0.0557503473708489","0.079223816576556"
"NE: arbeitslos registriert","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","kein Migrationshintergrund","81","0.0279787131893164","0.0219859379937151","0.0339714883849177"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1985","16-34 Jahre alt","kein Migrationshintergrund","1904","0.663192867201367","0.646018260762913","0.68036747363982"
"Erwerbstätig","1985","16-34 Jahre alt","direkter Migrationshintergrund","730","0.650664353086493","0.623169142000674","0.678159564172313"
"Erwerbstätig","1985","16-34 Jahre alt","indirekter Migrationshintergrund","57","0.60097133559532","0.513717539190211","0.688225132000429"
"Erwerbstätig","1985","35-65 Jahre alt","kein Migrationshintergrund","2552","0.620508808601057","0.605495087760353","0.635522529441761"
"Erwerbstätig","1985","35-65 Jahre alt","direkter Migrationshintergrund","1230","0.632831528906495","0.61027946594311","0.65538359186988"
"Erwerbstätig","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1985","66 und älter","kein Migrationshintergrund","46","0.0357829133285755","0.0246843384805898","0.0468814881765612"
"Erwerbstätig","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","kein Migrationshintergrund","260","0.0830783319745073","0.0729666528796758","0.0931900110693388"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","direkter Migrationshintergrund","198","0.172554404954357","0.150315414557718","0.194793395350997"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","kein Migrationshintergrund","1173","0.322684506574499","0.30777711442336","0.337591898725638"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","direkter Migrationshintergrund","382","0.276364678427757","0.255094046395159","0.297635310460356"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1986","66 und älter","kein Migrationshintergrund","939","0.954312820016337","0.941325605263598","0.967300034769076"
"NE: 65 Jahre und älter","1986","66 und älter","direkter Migrationshintergrund","50","1","1","1"
"NE: 65 Jahre und älter","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","kein Migrationshintergrund","390","0.127776023838649","0.115545305317678","0.140006742359621"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","direkter Migrationshintergrund","122","0.10989390913569","0.0914866123106365","0.128301205960743"
