"pglfs","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Erwerbstätig","1986","Westdeutschland, alte Bundeslaender","6306","0.534082680809841","0.524606932105019","0.543558429514662"
"Erwerbstätig","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","Westdeutschland, alte Bundeslaender","1899","0.173708756696391","0.166467728587051","0.180949784805731"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1987","Westdeutschland, alte Bundeslaender","1026","0.17581487282191","0.168539370321131","0.18309037532269"
"NE: 65 Jahre und älter","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1987","Westdeutschland, alte Bundeslaender","555","0.0408839353541573","0.0370992068469818","0.0446686638613328"
"NE: derzeit in Ausbildung","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1987","Westdeutschland, alte Bundeslaender","51","0.00562813113505101","0.00419831787300945","0.00705794439709257"
"NE: im Militär-/Zivildienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1987","Westdeutschland, alte Bundeslaender","455","0.0348554950129397","0.0313499576447616","0.0383610323811178"
"NE: arbeitslos registriert","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","Westdeutschland, alte Bundeslaender","117","0.0124679067691529","0.0103471288912817","0.0145886846470242"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","Westdeutschland, alte Bundeslaender","115","0.0120762906026205","0.00998867139468852","0.0141639098105525"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1987","Westdeutschland, alte Bundeslaender","6298","0.544564611607777","0.535046278562284","0.55408294465327"
"Erwerbstätig","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","Westdeutschland, alte Bundeslaender","1860","0.173691391341158","0.166274341839406","0.181108440842909"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1988","Westdeutschland, alte Bundeslaender","1007","0.179088701466426","0.171581931598055","0.186595471334797"
"NE: 65 Jahre und älter","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1988","Westdeutschland, alte Bundeslaender","496","0.0427990023216369","0.0388363197409887","0.046761684902285"
"NE: derzeit in Ausbildung","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1988","Westdeutschland, alte Bundeslaender","54","0.00595706486860127","0.00445049378342623","0.0074636359537763"
"NE: im Militär-/Zivildienst","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1988","Westdeutschland, alte Bundeslaender","431","0.0354857759918705","0.0318637433196123","0.0391078086641288"
"NE: arbeitslos registriert","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","Westdeutschland, alte Bundeslaender","88","0.00921265654602066","0.00734217444272275","0.0110831386493186"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","Westdeutschland, alte Bundeslaender","99","0.0104261955318713","0.00843754752315109","0.0124148435405915"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1988","Westdeutschland, alte Bundeslaender","5987","0.543339211932416","0.533586996715062","0.553091427149769"
"Erwerbstätig","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","Westdeutschland, alte Bundeslaender","1833","0.177285080520996","0.169688830385918","0.184881330656074"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1989","Westdeutschland, alte Bundeslaender","979","0.176183818635616","0.168606131951297","0.183761505319935"
"NE: 65 Jahre und älter","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1989","Westdeutschland, alte Bundeslaender","461","0.0424432195478478","0.0384333993044615","0.046453039791234"
"NE: derzeit in Ausbildung","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","Westdeutschland, alte Bundeslaender","45","0.00452531896374465","0.0031903284393089","0.00586030948818041"
"NE: im Militär-/Zivildienst","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","Westdeutschland, alte Bundeslaender","309","0.0274552714378603","0.0242051009760056","0.030705441899715"
"NE: arbeitslos registriert","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Westdeutschland, alte Bundeslaender","108","0.0115912400987825","0.00946225942119225","0.0137202207763728"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Westdeutschland, alte Bundeslaender","94","0.00964572453624711","0.00770170245289489","0.0115897466195993"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","Westdeutschland, alte Bundeslaender","5881","0.550870326258906","0.540976847167263","0.560763805350548"
"Erwerbstätig","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Westdeutschland, alte Bundeslaender","1694","0.16696681885455","0.159474803405558","0.174458834303542"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Ostdeutschland, neue Bundeslaender","391","0.0939988194417052","0.085427507028763","0.102570131854647"
"NE: 65 Jahre und älter","1990","Westdeutschland, alte Bundeslaender","1020","0.173793040341528","0.166180790347363","0.181405290335693"
"NE: 65 Jahre und älter","1990","Ostdeutschland, neue Bundeslaender","398","0.145252473569549","0.134903377028892","0.155601570110207"
"NE: derzeit in Ausbildung","1990","Westdeutschland, alte Bundeslaender","421","0.0374948723225836","0.0336785952949279","0.0413111493502393"
"NE: derzeit in Ausbildung","1990","Ostdeutschland, neue Bundeslaender","101","0.020205117461036","0.0160725493834611","0.024337685538611"
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","Westdeutschland, alte Bundeslaender","43","0.00428254774422134","0.00297073576063067","0.005594359727812"
"NE: im Militär-/Zivildienst","1990","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","Westdeutschland, alte Bundeslaender","298","0.0258771083483646","0.0226876482421169","0.0290665684546124"
"NE: arbeitslos registriert","1990","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Westdeutschland, alte Bundeslaender","145","0.0168185832792038","0.0142353479996664","0.0194018185587411"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Ostdeutschland, neue Bundeslaender","58","0.0138655337712586","0.0104310765685095","0.0172999909740077"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Westdeutschland, alte Bundeslaender","128","0.0137355632321351","0.011397413332072","0.0160737131321982"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Ostdeutschland, neue Bundeslaender","59","0.0135740714926833","0.010175401092039","0.0169727418933275"
"Erwerbstätig","1990","Westdeutschland, alte Bundeslaender","5770","0.561031465877413","0.55106221023682","0.571000721518007"
"Erwerbstätig","1990","Ostdeutschland, neue Bundeslaender","3437","0.711024732208691","0.697711165012005","0.724338299405376"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Westdeutschland, alte Bundeslaender","1552","0.154729230526457","0.147459249216988","0.161999211835926"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Ostdeutschland, neue Bundeslaender","367","0.100864355573982","0.091716351443661","0.110012359704303"
"NE: 65 Jahre und älter","1991","Westdeutschland, alte Bundeslaender","1027","0.17943664212791","0.171722976437452","0.187150307818369"
"NE: 65 Jahre und älter","1991","Ostdeutschland, neue Bundeslaender","395","0.155164004912295","0.144165679114177","0.166162330710412"
"NE: derzeit in Ausbildung","1991","Westdeutschland, alte Bundeslaender","424","0.0376017071090749","0.0337775969950602","0.0414258172230896"
"NE: derzeit in Ausbildung","1991","Ostdeutschland, neue Bundeslaender","103","0.0199767155382693","0.015726361316012","0.0242270697605266"
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Westdeutschland, alte Bundeslaender","119","0.0103638243548848","0.00832796866928732","0.0123996800404823"
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Ostdeutschland, neue Bundeslaender","68","0.0171230207442207","0.0131822183477125","0.0210638231407289"
"NE: im Militär-/Zivildienst","1991","Westdeutschland, alte Bundeslaender","34","0.00384268117580799","0.0025989390977967","0.00508642325381927"
"NE: im Militär-/Zivildienst","1991","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1991","Westdeutschland, alte Bundeslaender","261","0.0216916740687341","0.0187632525062386","0.0246200956312297"
"NE: arbeitslos registriert","1991","Ostdeutschland, neue Bundeslaender","304","0.0710826058125363","0.0632768474448837","0.078888364180189"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","Westdeutschland, alte Bundeslaender","107","0.0131437493202138","0.0108542750458357","0.0154332235945919"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","Westdeutschland, alte Bundeslaender","89","0.0102836522416927","0.00825560415210623","0.0123117003312792"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","Ostdeutschland, neue Bundeslaender","38","0.00861125312294722","0.005804526877584","0.0114179793683104"
"Erwerbstätig","1991","Westdeutschland, alte Bundeslaender","5893","0.568906839075224","0.558951516656835","0.578862161493614"
"Erwerbstätig","1991","Ostdeutschland, neue Bundeslaender","2835","0.614644284562982","0.59986042897246","0.629428140153505"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","Westdeutschland, alte Bundeslaender","1489","0.151741763677715","0.144490588667263","0.158992938688167"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","Ostdeutschland, neue Bundeslaender","405","0.119583625718654","0.109519446777641","0.129647804659667"
"NE: 65 Jahre und älter","1992","Westdeutschland, alte Bundeslaender","1035","0.180290311384103","0.172520544133923","0.188060078634284"
"NE: 65 Jahre und älter","1992","Ostdeutschland, neue Bundeslaender","391","0.157748425120985","0.146442610299159","0.169054239942811"
"NE: derzeit in Ausbildung","1992","Westdeutschland, alte Bundeslaender","424","0.0372841876338217","0.0334550306120454","0.041113344655598"
"NE: derzeit in Ausbildung","1992","Ostdeutschland, neue Bundeslaender","146","0.0274481047761926","0.0223804034670139","0.0325158060853713"
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","Westdeutschland, alte Bundeslaender","152","0.0134543889909842","0.0111258562164584","0.01578292176551"
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","Ostdeutschland, neue Bundeslaender","42","0.0104080615408374","0.00726023033786395","0.0135558927438108"
"NE: im Militär-/Zivildienst","1992","Westdeutschland, alte Bundeslaender","35","0.00381741971188438","0.00257105194687999","0.00506378747688877"
"NE: im Militär-/Zivildienst","1992","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1992","Westdeutschland, alte Bundeslaender","318","0.0273848417456497","0.0240863347047547","0.0306833487865447"
"NE: arbeitslos registriert","1992","Ostdeutschland, neue Bundeslaender","484","0.121812420170057","0.111667751504175","0.13195708883594"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","Westdeutschland, alte Bundeslaender","123","0.0148022532030834","0.0123615363487354","0.0172429700574313"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","Ostdeutschland, neue Bundeslaender","41","0.00985167298758949","0.00678827404062306","0.0129150719345559"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","Westdeutschland, alte Bundeslaender","120","0.0129985872138685","0.0107093081098384","0.0152878663178987"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","Ostdeutschland, neue Bundeslaender","32","0.0073298486073093","0.00468410095209133","0.00997559626252728"
"Erwerbstätig","1992","Westdeutschland, alte Bundeslaender","5708","0.558226246438889","0.548189409652312","0.568263083225466"
"Erwerbstätig","1992","Ostdeutschland, neue Bundeslaender","2438","0.542834918419752","0.52738348233343","0.558286354506074"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","Westdeutschland, alte Bundeslaender","1463","0.148117205770723","0.14091292579953","0.155321485741916"
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","Ostdeutschland, neue Bundeslaender","425","0.125835311688477","0.115345193698015","0.136325429678939"
"NE: 65 Jahre und älter","1993","Westdeutschland, alte Bundeslaender","1068","0.18289545881024","0.175055059594385","0.190735858026095"
"NE: 65 Jahre und älter","1993","Ostdeutschland, neue Bundeslaender","391","0.162649669264647","0.150977201877397","0.174322136651897"
"NE: derzeit in Ausbildung","1993","Westdeutschland, alte Bundeslaender","376","0.0345858405686983","0.0308798534710153","0.0382918276663814"
"NE: derzeit in Ausbildung","1993","Ostdeutschland, neue Bundeslaender","141","0.0282813950680425","0.0230381138398005","0.0335246762962846"
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","Westdeutschland, alte Bundeslaender","145","0.0108654331172268","0.00876286964891217","0.0129679965855414"
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","Ostdeutschland, neue Bundeslaender","40","0.00928527566229458","0.00625170449087797","0.0123188468337112"
"NE: im Militär-/Zivildienst","1993","Westdeutschland, alte Bundeslaender","30","0.00337736084526225","0.00220069808307347","0.00455402360745102"
"NE: im Militär-/Zivildienst","1993","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1993","Westdeutschland, alte Bundeslaender","368","0.0321645444114472","0.0285861569002548","0.0357429319226397"
