"pglfs","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","kein Migrationshintergrund","54","0.114491206911798","0.0903453642937987","0.138637049529797"
"NE: 65 Jahre und älter","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","kein Migrationshintergrund","166","0.703518244541115","0.644750263947548","0.762286225134681"
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","direkter Migrationshintergrund","42","0.047647782338108","0.0348601649504422","0.0604353997257739"
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","kein Migrationshintergrund","59","0.00994273313219753","0.00731224675376291","0.0125732195106321"
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","direkter Migrationshintergrund","36","0.0117054253627433","0.00666473533242658","0.01674611539306"
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","kein Migrationshintergrund","139","0.0786179073177579","0.0658985698254262","0.0913372448100896"
"NE: derzeit in Ausbildung","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","kein Migrationshintergrund","168","0.268709611496894","0.232910110192417","0.30450911280137"
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","direkter Migrationshintergrund","32","0.167987396498961","0.123801360062101","0.21217343293582"
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","(noch) kein Abschluss","direkter Migrationshintergrund","70","0.0660962499445197","0.0511817410218345","0.0810107588672049"
"NE: arbeitslos registriert","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","Hauptschulabschluss","kein Migrationshintergrund","169","0.0299117202441788","0.0253954561296916","0.034427984358666"
"NE: arbeitslos registriert","1984","Hauptschulabschluss","direkter Migrationshintergrund","95","0.0511823974012789","0.0408546676489486","0.0615101271536091"
"NE: arbeitslos registriert","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","Realschulabschluss","kein Migrationshintergrund","31","0.0184844004529088","0.0121188618663612","0.0248499390394563"
"NE: arbeitslos registriert","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1984","(noch) kein Abschluss","kein Migrationshintergrund","30","0.121082384678399","0.07910468213718","0.163060087219618"
"Erwerbstätig","1984","(noch) kein Abschluss","direkter Migrationshintergrund","641","0.576109512229675","0.546444205227013","0.605774819232338"
"Erwerbstätig","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1984","Hauptschulabschluss","kein Migrationshintergrund","2871","0.487126839287874","0.473874912636352","0.500378765939396"
"Erwerbstätig","1984","Hauptschulabschluss","direkter Migrationshintergrund","1255","0.649262620832065","0.62689836700259","0.67162687466154"
"Erwerbstätig","1984","Hauptschulabschluss","indirekter Migrationshintergrund","45","0.488200983614686","0.375073921740786","0.601328045488585"
"Erwerbstätig","1984","Realschulabschluss","kein Migrationshintergrund","1085","0.597540863964903","0.574365393017089","0.620716334912717"
"Erwerbstätig","1984","Realschulabschluss","direkter Migrationshintergrund","78","0.531654820093202","0.448997374776661","0.614312265409742"
"Erwerbstätig","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1984","(Fach-)Abitur","kein Migrationshintergrund","282","0.470250993302784","0.429943074044434","0.510558912561134"
"Erwerbstätig","1984","(Fach-)Abitur","direkter Migrationshintergrund","182","0.547288760181688","0.488458516510727","0.606119003852649"
"Erwerbstätig","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1984","AkademikerInnen","kein Migrationshintergrund","528","0.761127866596479","0.728792974552958","0.79346275864"
"Erwerbstätig","1984","AkademikerInnen","direkter Migrationshintergrund","92","0.68520873645596","0.602796641000671","0.767620831911248"
"Erwerbstätig","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","direkter Migrationshintergrund","256","0.284023439951143","0.253919665470059","0.314127214432227"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","kein Migrationshintergrund","1181","0.229567606925138","0.217751222554845","0.241383991295431"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","direkter Migrationshintergrund","274","0.235358780984031","0.214053258201761","0.2566643037663"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","kein Migrationshintergrund","263","0.150868200069464","0.133598192569556","0.168138207569372"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","kein Migrationshintergrund","44","0.081217098733716","0.058490639024518","0.103943558442914"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","direkter Migrationshintergrund","34","0.163465807131326","0.11598419667488","0.210947417587772"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","kein Migrationshintergrund","55","0.0813294534304063","0.060202035286706","0.102456871574107"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","kein Migrationshintergrund","780","0.220520830661476","0.208871818318897","0.232169843004054"
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","Realschulabschluss","kein Migrationshintergrund","153","0.138747360315314","0.122067831936629","0.155426888694"
"NE: 65 Jahre und älter","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","kein Migrationshintergrund","36","0.0968619136123624","0.0722551101490492","0.121468717075676"
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","AkademikerInnen","kein Migrationshintergrund","47","0.112077015513898","0.0876939372607191","0.136460093767077"
"NE: 65 Jahre und älter","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","kein Migrationshintergrund","135","0.577300103930888","0.512896412610948","0.641703795250828"
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","kein Migrationshintergrund","50","0.00949268693373884","0.00676819541062194","0.0122171784568557"
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","direkter Migrationshintergrund","31","0.0104436341940634","0.00533806421029076","0.0155492041778361"
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","Realschulabschluss","kein Migrationshintergrund","120","0.0722282374794826","0.0597377265796491","0.0847187483793162"
"NE: derzeit in Ausbildung","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","kein Migrationshintergrund","115","0.183438647848486","0.151239718572843","0.215637577124128"
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
