"pglfs","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"NE: derzeit in Ausbildung","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","579","0.145254019708804","0.134578648799439","0.155929390618169"
"NE: derzeit in Ausbildung","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36","0.0104980097109581","0.00741011715182195","0.0135859022700942"
"NE: im Militär-/Zivildienst","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","237","0.0541877458942546","0.0473288632694088","0.0610466285191003"
"NE: arbeitslos registriert","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","258","0.040622355497332","0.0355356543274268","0.0457090566672372"
"NE: arbeitslos registriert","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","91","0.0266205920434457","0.0217436197081892","0.0314975643787021"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2691","0.66130211430782","0.646963520622385","0.675640707993255"
"Erwerbstätig","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3791","0.621709525121361","0.609213688450724","0.634205361791998"
"Erwerbstätig","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1985","66 und älter","Westdeutschland, alte Bundeslaender","48","0.0346962723780556","0.0239687213226405","0.0454238234334708"
"Erwerbstätig","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","466","0.0917134319853166","0.0828799663276276","0.100546897643005"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1563","0.316947435239594","0.3046485313601","0.329246339119089"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1986","66 und älter","Westdeutschland, alte Bundeslaender","993","0.956329834072803","0.943951248495997","0.96870841964961"
"NE: 65 Jahre und älter","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","550","0.127050919578938","0.116858282317922","0.137243556839954"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","44","0.0136350739086743","0.0100857080704717","0.0171844397468769"
"NE: im Militär-/Zivildienst","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","208","0.0452488743648772","0.0388874819620733","0.051610266767681"
"NE: arbeitslos registriert","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","228","0.03800491461923","0.0329507191914981","0.0430591100469619"
"NE: arbeitslos registriert","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","103","0.0301946250469068","0.0249572904530868","0.0354319596407269"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","32","0.00699261913095874","0.00478998736341918","0.00919525089849829"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","52","0.0158505255666059","0.0120279544643456","0.0196730966688662"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","53","0.0103467141084893","0.00767193154553556","0.0130214966714431"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2678","0.676306549548681","0.661986584464558","0.690626514632804"
"Erwerbstätig","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3598","0.620947638027283","0.608123658483478","0.633771617571088"
"Erwerbstätig","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1986","66 und älter","Westdeutschland, alte Bundeslaender","30","0.0253906694920418","0.0158621130956262","0.0349192258884575"
"Erwerbstätig","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","459","0.0959967178233587","0.0869195921626953","0.105073843484022"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
