"pglfs","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","16-34 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","35-65 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","66 und älter","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","16-34 Jahre alt","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","35-65 Jahre alt","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","66 und älter","","","",""
"Erwerbstätig","1985","16-34 Jahre alt","2691","0.66130211430782","0.646963520622385","0.675640707993255"
"Erwerbstätig","1985","35-65 Jahre alt","3791","0.621709525121361","0.609213688450724","0.634205361791998"
"Erwerbstätig","1985","66 und älter","48","0.0346962723780556","0.0239687213226405","0.0454238234334708"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","16-34 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","35-65 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","66 und älter","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","16-34 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","35-65 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","66 und älter","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","16-34 Jahre alt","466","0.0917134319853166","0.0828799663276276","0.100546897643005"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","35-65 Jahre alt","1563","0.316947435239594","0.3046485313601","0.329246339119089"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","66 und älter","","","",""
"NE: 65 Jahre und älter","1986","16-34 Jahre alt","","","",""
"NE: 65 Jahre und älter","1986","35-65 Jahre alt","","","",""
"NE: 65 Jahre und älter","1986","66 und älter","993","0.956329834072803","0.943951248495997","0.96870841964961"
"NE: derzeit in Ausbildung","1986","16-34 Jahre alt","550","0.127050919578938","0.116858282317922","0.137243556839954"
"NE: derzeit in Ausbildung","1986","35-65 Jahre alt","","","",""
"NE: derzeit in Ausbildung","1986","66 und älter","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","16-34 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","35-65 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","66 und älter","","","",""
"NE: im Militär-/Zivildienst","1986","16-34 Jahre alt","44","0.0136350739086743","0.0100857080704717","0.0171844397468769"
"NE: im Militär-/Zivildienst","1986","35-65 Jahre alt","","","",""
"NE: im Militär-/Zivildienst","1986","66 und älter","","","",""
"NE: arbeitslos registriert","1986","16-34 Jahre alt","208","0.0452488743648772","0.0388874819620733","0.051610266767681"
"NE: arbeitslos registriert","1986","35-65 Jahre alt","228","0.03800491461923","0.0329507191914981","0.0430591100469619"
"NE: arbeitslos registriert","1986","66 und älter","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","16-34 Jahre alt","103","0.0301946250469068","0.0249572904530868","0.0354319596407269"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","35-65 Jahre alt","32","0.00699261913095874","0.00478998736341918","0.00919525089849829"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1986","66 und älter","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","16-34 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","35-65 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1986","66 und älter","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","16-34 Jahre alt","52","0.0158505255666059","0.0120279544643456","0.0196730966688662"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","35-65 Jahre alt","53","0.0103467141084893","0.00767193154553556","0.0130214966714431"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1986","66 und älter","","","",""
"Erwerbstätig","1986","16-34 Jahre alt","2678","0.676306549548681","0.661986584464558","0.690626514632804"
"Erwerbstätig","1986","35-65 Jahre alt","3598","0.620947638027283","0.608123658483478","0.633771617571088"
"Erwerbstätig","1986","66 und älter","30","0.0253906694920418","0.0158621130956262","0.0349192258884575"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","16-34 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","35-65 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","66 und älter","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","16-34 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","35-65 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","66 und älter","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","16-34 Jahre alt","459","0.0959967178233587","0.0869195921626953","0.105073843484022"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","35-65 Jahre alt","1440","0.292839815468016","0.28068440782481","0.304995223111222"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","66 und älter","","","",""
"NE: 65 Jahre und älter","1987","16-34 Jahre alt","","","",""
"NE: 65 Jahre und älter","1987","35-65 Jahre alt","","","",""
"NE: 65 Jahre und älter","1987","66 und älter","1019","0.949601940813318","0.936584940214633","0.962618941412003"
"NE: derzeit in Ausbildung","1987","16-34 Jahre alt","540","0.117046382437321","0.10714072979538","0.126952035079262"
"NE: derzeit in Ausbildung","1987","35-65 Jahre alt","","","",""
"NE: derzeit in Ausbildung","1987","66 und älter","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","16-34 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","35-65 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","66 und älter","","","",""
"NE: im Militär-/Zivildienst","1987","16-34 Jahre alt","51","0.0169963575950013","0.0130135379071647","0.0209791772828379"
"NE: im Militär-/Zivildienst","1987","35-65 Jahre alt","","","",""
"NE: im Militär-/Zivildienst","1987","66 und älter","","","",""
"NE: arbeitslos registriert","1987","16-34 Jahre alt","196","0.0434717359314347","0.0371884395325998","0.0497550323302696"
"NE: arbeitslos registriert","1987","35-65 Jahre alt","258","0.0421959604353327","0.0368260216397326","0.0475658992309329"
"NE: arbeitslos registriert","1987","66 und älter","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","16-34 Jahre alt","65","0.0188379598223003","0.0146488431735446","0.023027076471056"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","35-65 Jahre alt","41","0.00963440828535871","0.0070252173537034","0.012243599217014"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","66 und älter","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","16-34 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","35-65 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","66 und älter","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","16-34 Jahre alt","51","0.0142744838628373","0.0106194335617161","0.0179295341639586"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","35-65 Jahre alt","47","0.0102411110189001","0.00755184472960459","0.0129303773081957"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","66 und älter","","","",""
"Erwerbstätig","1987","16-34 Jahre alt","2684","0.693376362527747","0.679168704880798","0.707584020174695"
"Erwerbstätig","1987","35-65 Jahre alt","3578","0.639865422177352","0.627042934300607","0.652687910054096"
"Erwerbstätig","1987","66 und älter","36","0.0263823049638962","0.0168459190135596","0.0359186909142328"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","16-34 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","35-65 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","66 und älter","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","16-34 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","481","0.104579705896302","0.0949185428725608","0.114240868920043"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","1379","0.287292618376925","0.274889580875021","0.29969565587883"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","","","",""
"NE: 65 Jahre und älter","1988","66 und älter","1000","0.955113458660691","0.942619288539417","0.967607628781965"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","483","0.123250159102375","0.112871916274167","0.133628401930583"
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","","","",""
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","53","0.0180202425084325","0.0138204888300712","0.0222199961867937"
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","","","",""
"NE: arbeitslos registriert","1988","16-34 Jahre alt","177","0.0405516492172898","0.0343242415516621","0.0467790568829176"
"NE: arbeitslos registriert","1988","35-65 Jahre alt","253","0.0452370021581703","0.0395405442496583","0.0509334600666823"
"NE: arbeitslos registriert","1988","66 und älter","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","57","0.0166656191998558","0.0126240169102533","0.0207072214894582"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","44","0.0130243824116474","0.00944486880689314","0.0166038960164016"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","41","0.00869758487517032","0.00615243937779377","0.0112427303725469"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","","","",""
"Erwerbstätig","1988","16-34 Jahre alt","2559","0.683908241664097","0.669229198730306","0.698587284597889"
"Erwerbstätig","1988","35-65 Jahre alt","3393","0.645897545651014","0.632788940556097","0.65900615074593"
"Erwerbstätig","1988","66 und älter","35","0.0277872175387276","0.0178691958166755","0.0377052392607797"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","457","0.0944196887876826","0.0850905423262604","0.103748835249105"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","1376","0.300484468224936","0.28765673979021","0.313312196659662"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","","","",""
"NE: 65 Jahre und älter","1989","66 und älter","970","0.95388038013975","0.941065037532133","0.966695722747366"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","446","0.123040957009508","0.112560948176212","0.133520965842805"
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","","","",""
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","45","0.01371265979192","0.0100023538391767","0.0174229657446634"
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","","","",""
"NE: arbeitslos registriert","1989","16-34 Jahre alt","126","0.0294657526605342","0.0240705054968451","0.0348609998242233"
"NE: arbeitslos registriert","1989","35-65 Jahre alt","183","0.036461583176087","0.0312172250574356","0.0417059412947384"
"NE: arbeitslos registriert","1989","66 und älter","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","78","0.0238278159927042","0.018962035913069","0.0286935960723394"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","39","0.0110910497005695","0.0077497793062189","0.01443232009492"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","39","0.00801480910306677","0.00551998892602899","0.0105096292801045"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","","","",""
"Erwerbstätig","1989","16-34 Jahre alt","2583","0.704442076057081","0.689884432184128","0.718999719930034"
"Erwerbstätig","1989","35-65 Jahre alt","3262","0.643926970667985","0.630529342833176","0.657324598502794"
"Erwerbstätig","1989","66 und älter","36","0.0286105948885127","0.0184246686052411","0.0387965211717842"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","544","0.088876278799158","0.0812588782030137","0.0964936793953023"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","1541","0.249141422257267","0.239087260298991","0.259195584215543"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","","","",""
"NE: 65 Jahre und älter","1990","66 und älter","1402","0.953443562961314","0.942781534802168","0.96410559112046"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","505","0.0979313806670757","0.0899751766017001","0.105887584732451"
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","","","",""
"NE: derzeit in Ausbildung","1990","66 und älter","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","16-34 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","35-65 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","66 und älter","","","",""
"NE: im Militär-/Zivildienst","1990","16-34 Jahre alt","52","0.0116435653759831","0.0087719585472123","0.0145151722047539"
"NE: im Militär-/Zivildienst","1990","35-65 Jahre alt","","","",""
"NE: im Militär-/Zivildienst","1990","66 und älter","","","",""
"NE: arbeitslos registriert","1990","16-34 Jahre alt","114","0.0225683987130937","0.0185926516357117","0.0265441457904756"
"NE: arbeitslos registriert","1990","35-65 Jahre alt","184","0.0269354720523445","0.0231721017800436","0.0306988423246455"
"NE: arbeitslos registriert","1990","66 und älter","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","16-34 Jahre alt","133","0.0312859841763731","0.0266258557031491","0.035946112649597"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","35-65 Jahre alt","50","0.00865788679638916","0.00650430404917952","0.0108114695435988"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","66 und älter","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","16-34 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","35-65 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","66 und älter","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","16-34 Jahre alt","85","0.019181611614674","0.0155099552034091","0.022853268025939"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","35-65 Jahre alt","75","0.0106978571170155","0.00830643244588838","0.0130892817881426"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","66 und älter","","","",""
"Erwerbstätig","1990","16-34 Jahre alt","3928","0.728512780653642","0.716608080267276","0.740417481040009"
"Erwerbstätig","1990","35-65 Jahre alt","5228","0.69823575829916","0.687565405845394","0.708906110752925"
"Erwerbstätig","1990","66 und älter","50","0.0249328575306096","0.01704233525567","0.0328233798055492"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","16-34 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","35-65 Jahre alt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","66 und älter","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","16-34 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","35-65 Jahre alt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","66 und älter","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","16-34 Jahre alt","358","0.0603445437789665","0.053856761934672","0.0668323256232611"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","35-65 Jahre alt","1561","0.250026344359367","0.239888725698508","0.260163963020225"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","66 und älter","","","",""
"NE: 65 Jahre und älter","1991","16-34 Jahre alt","","","",""
"NE: 65 Jahre und älter","1991","35-65 Jahre alt","","","",""
"NE: 65 Jahre und älter","1991","66 und älter","1416","0.962655276201739","0.953008523082289","0.972302029321189"
"NE: derzeit in Ausbildung","1991","16-34 Jahre alt","513","0.101867523627035","0.0936265032372845","0.110108544016786"
"NE: derzeit in Ausbildung","1991","35-65 Jahre alt","","","",""
"NE: derzeit in Ausbildung","1991","66 und älter","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","16-34 Jahre alt","172","0.0326096024848682","0.0277704806955357","0.0374487242742007"
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","35-65 Jahre alt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","66 und älter","","","",""
"NE: im Militär-/Zivildienst","1991","16-34 Jahre alt","58","0.0132458158252989","0.0101309685441643","0.0163606631064334"
"NE: im Militär-/Zivildienst","1991","35-65 Jahre alt","","","",""
"NE: im Militär-/Zivildienst","1991","66 und älter","","","",""
"NE: arbeitslos registriert","1991","16-34 Jahre alt","235","0.0385099046255068","0.0332672464440065","0.043752562807007"
"NE: arbeitslos registriert","1991","35-65 Jahre alt","325","0.0385262363548024","0.0340204865527943","0.0430319861568105"
"NE: arbeitslos registriert","1991","66 und älter","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","16-34 Jahre alt","74","0.0176850543849773","0.0140940040740021","0.0212761046959525"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","35-65 Jahre alt","54","0.0102263216800813","0.00787101352381091","0.0125816298363516"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","66 und älter","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","16-34 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","35-65 Jahre alt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","66 und älter","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","16-34 Jahre alt","63","0.0138459693122097","0.010662307168254","0.0170296314561653"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","35-65 Jahre alt","50","0.00864672272454488","0.0064792180105959","0.0108142274384939"
