"pglfs","year","sex","n","percent","lower_confidence","upper_confidence"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1986","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1986","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","maennlich","284","0.0626523883510816","0.0560707842117747","0.0692339924903885"
"Nicht erwerbstätig (NE): keine weitere Angabe","1987","weiblich","1615","0.273327627224624","0.261338330075573","0.285316924373675"
"NE: 65 Jahre und älter","1987","maennlich","392","0.129063795576764","0.119958207661537","0.138169383491991"
"NE: 65 Jahre und älter","1987","weiblich","634","0.217751139787338","0.206648268072487","0.228854011502188"
"NE: derzeit in Ausbildung","1987","maennlich","305","0.0473578163112394","0.0415891775762428","0.0531264550462359"
"NE: derzeit in Ausbildung","1987","weiblich","250","0.0350767878804213","0.0301275432668709","0.0400260324939717"
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1987","weiblich","","","",""
"NE: im Militär-/Zivildienst","1987","maennlich","51","0.0119024424288413","0.0089571354877228","0.0148477493699599"
"NE: im Militär-/Zivildienst","1987","weiblich","","","",""
"NE: arbeitslos registriert","1987","maennlich","243","0.0385965529517757","0.0333648906793058","0.0438282152242455"
"NE: arbeitslos registriert","1987","weiblich","212","0.0314997219762352","0.0268009337799694","0.036198510172501"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","maennlich","51","0.0117222198878228","0.00879902984549038","0.0146454099301551"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1987","weiblich","66","0.0131367966850816","0.0100737342363926","0.0161998591337705"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1987","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","maennlich","42","0.00963626463502623","0.00698309922311252","0.0122894300469399"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1987","weiblich","73","0.0142650226363884","0.0110749619125932","0.0174550833601836"
"Erwerbstätig","1987","maennlich","3840","0.689068519857449","0.676497336664701","0.701639703050198"
"Erwerbstätig","1987","weiblich","2458","0.414942903809912","0.401688019836234","0.42819778778359"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1987","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","maennlich","302","0.066481118221197","0.0595439727601966","0.0734182636821973"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","weiblich","1558","0.270660471305581","0.258428200679733","0.282892741931429"
"NE: 65 Jahre und älter","1988","maennlich","390","0.131687874242205","0.122271560584943","0.141104187899468"
"NE: 65 Jahre und älter","1988","weiblich","617","0.221961594816321","0.210520456823687","0.233402732808956"
"NE: derzeit in Ausbildung","1988","maennlich","268","0.051050634854555","0.0449215986986607","0.0571796710104492"
"NE: derzeit in Ausbildung","1988","weiblich","228","0.0353356017385019","0.0302525543447291","0.0404186491322747"
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","weiblich","","","",""
"NE: im Militär-/Zivildienst","1988","maennlich","53","0.0124849669431688","0.00939299427603303","0.0155769396103045"
"NE: im Militär-/Zivildienst","1988","weiblich","","","",""
"NE: arbeitslos registriert","1988","maennlich","230","0.0387823646045439","0.033405883826311","0.0441588453827769"
"NE: arbeitslos registriert","1988","weiblich","201","0.0325040919098381","0.0276218041266071","0.0373863796930691"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","maennlich","43","0.00941163470764637","0.00672289207995744","0.0121003773353353"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","weiblich","45","0.00903268564673689","0.00642792452451241","0.0116374467689614"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","maennlich","39","0.00826909326534875","0.00574737851358372","0.0107908080171138"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","weiblich","60","0.0123772419762714","0.00933329366743463","0.0154211902851082"
"Erwerbstätig","1988","maennlich","3629","0.681832313161335","0.668862404584252","0.694802221738417"
"Erwerbstätig","1988","weiblich","2358","0.418075576118698","0.404495866634605","0.431655285602791"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","maennlich","326","0.0744073634593355","0.0669684993934915","0.0818462275251795"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","weiblich","1507","0.270519866984335","0.258118344675298","0.282921389293372"
"NE: 65 Jahre und älter","1989","maennlich","365","0.12552725639696","0.116135844767081","0.13491866802684"
"NE: 65 Jahre und älter","1989","weiblich","614","0.222092241743967","0.210488463320949","0.233696020166986"
"NE: derzeit in Ausbildung","1989","maennlich","251","0.0524606441863484","0.0461408322122656","0.0587804561604313"
"NE: derzeit in Ausbildung","1989","weiblich","210","0.0333647478072334","0.0283512143225059","0.0383782812919609"
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","weiblich","","","",""
"NE: im Militär-/Zivildienst","1989","maennlich","45","0.00951867500203995","0.0067663474705904","0.0122710025334895"
"NE: im Militär-/Zivildienst","1989","weiblich","","","",""
"NE: arbeitslos registriert","1989","maennlich","160","0.0284316971431936","0.0237205487916031","0.033142845494784"
"NE: arbeitslos registriert","1989","weiblich","149","0.0265703680327867","0.0220806429577695","0.0310600931078039"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","maennlich","60","0.0131910360502258","0.00995700105004445","0.0164250710504072"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","weiblich","48","0.0101413961658312","0.0073443210000977","0.0129384713315647"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","maennlich","37","0.00879976497785216","0.00615245404025688","0.0114470759154474"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","weiblich","57","0.0104123906427306","0.00757857865607744","0.0132462026293838"
"Erwerbstätig","1989","maennlich","3537","0.687663562784045","0.674526809257658","0.700800316310431"
"Erwerbstätig","1989","weiblich","2344","0.426898988623116","0.413090478192426","0.440707499053805"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","maennlich","380","0.0643526903960046","0.0585230527736187","0.0701823280183904"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","weiblich","1705","0.232949577207662","0.223162509130418","0.242736645284906"
"NE: 65 Jahre und älter","1990","maennlich","505","0.116084859830399","0.108474675158068","0.12369504450273"
"NE: 65 Jahre und älter","1990","weiblich","913","0.215601155916038","0.206079692478138","0.225122619353938"
"NE: derzeit in Ausbildung","1990","maennlich","273","0.0401815166860642","0.0355158916165649","0.0448471417555636"
"NE: derzeit in Ausbildung","1990","weiblich","249","0.0285441885485915","0.024688694250747","0.0323996828464359"
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","weiblich","","","",""
"NE: im Militär-/Zivildienst","1990","maennlich","52","0.00807557334227305","0.00594925593752058","0.0102018907470255"
"NE: im Militär-/Zivildienst","1990","weiblich","","","",""
"NE: arbeitslos registriert","1990","maennlich","164","0.0232224235741898","0.0196443132232653","0.0268005339251144"
"NE: arbeitslos registriert","1990","weiblich","134","0.0185593052222333","0.0154345026960108","0.0216841077484558"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","maennlich","111","0.0197282483448139","0.01642440363756","0.0230320930520679"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","weiblich","92","0.0130583050438396","0.0104298603559241","0.015686749731755"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","maennlich","75","0.0116876349148685","0.00913427196871274","0.0142409978610243"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","weiblich","112","0.0155395121370069","0.0126758121065314","0.0184032121674824"
"Erwerbstätig","1990","maennlich","5246","0.716667052911387","0.705961493209746","0.727372612613028"
"Erwerbstätig","1990","weiblich","3961","0.475747955924629","0.464185017289451","0.487310894559807"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","maennlich","404","0.0691631671641622","0.0630707813170713","0.0752555530112531"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","weiblich","1515","0.2113955308342","0.2018348120919","0.2209562495765"
"NE: 65 Jahre und älter","1991","maennlich","518","0.122620107694897","0.114744431182024","0.130495784207769"
"NE: 65 Jahre und älter","1991","weiblich","904","0.221520409090121","0.211796441278307","0.231244376901935"
"NE: derzeit in Ausbildung","1991","maennlich","285","0.0408775008297927","0.0361231372345989","0.0456318644249865"
"NE: derzeit in Ausbildung","1991","weiblich","242","0.0277984808726412","0.0239490040966819","0.0316479576486004"
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","weiblich","187","0.0223779982731173","0.0189145466488723","0.0258414498973624"
"NE: im Militär-/Zivildienst","1991","maennlich","58","0.0089585780932633","0.00669612997074982","0.0112210262157768"
"NE: im Militär-/Zivildienst","1991","weiblich","","","",""
"NE: arbeitslos registriert","1991","maennlich","278","0.0344775231039091","0.0300966325079654","0.0388584136998527"
"NE: arbeitslos registriert","1991","weiblich","287","0.0292548968169011","0.0253088256439074","0.0332009679898949"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","maennlich","57","0.0110706763121951","0.00855831042333335","0.0135830422010568"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","weiblich","79","0.0125020142808356","0.00990023093706624","0.015103797624605"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","maennlich","58","0.00950582822403002","0.00717594514315437","0.0118357113049057"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","weiblich","69","0.0103401485554778","0.00797139766961449","0.0127088994413411"
"Erwerbstätig","1991","maennlich","5005","0.703326618577751","0.692358528655602","0.7142947084999"
"Erwerbstätig","1991","weiblich","3723","0.464810521276706","0.453131544817","0.476489497736412"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","maennlich","452","0.0768624352806493","0.0703838194039648","0.0833410511573339"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","weiblich","1442","0.207927982315655","0.198354543646689","0.217501420984621"
"NE: 65 Jahre und älter","1992","maennlich","522","0.125220302523002","0.117170621511031","0.133269983534973"
"NE: 65 Jahre und älter","1992","weiblich","904","0.222038603373863","0.212234171764418","0.231843034983308"
"NE: derzeit in Ausbildung","1992","maennlich","295","0.0410554882263182","0.0362296328969931","0.0458813435556433"
"NE: derzeit in Ausbildung","1992","weiblich","275","0.0300517936324614","0.0260242651038076","0.0340793221611151"
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","weiblich","192","0.024509955484308","0.0208623166031946","0.0281575943654215"
"NE: im Militär-/Zivildienst","1992","maennlich","49","0.00763726933688151","0.00551990192323512","0.0097546367505279"
"NE: im Militär-/Zivildienst","1992","weiblich","","","",""
"NE: arbeitslos registriert","1992","maennlich","350","0.0466685755490529","0.0415384714726182","0.0517986796254877"
"NE: arbeitslos registriert","1992","weiblich","452","0.0460220396903586","0.0410791461551178","0.0509649332255993"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","maennlich","66","0.0129132247204065","0.0101673104760009","0.0156591389648122"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","weiblich","98","0.0146289140858675","0.0117966411250933","0.0174611870466418"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","maennlich","54","0.0100306356817939","0.00760700157863586","0.012454269784952"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","weiblich","98","0.013536903735375","0.0108108824283435","0.0162629250424066"
"Erwerbstätig","1992","maennlich","4704","0.679513839377853","0.668163842496899","0.690863836258808"
"Erwerbstätig","1992","weiblich","3442","0.441283807682112","0.429570385969822","0.452997229394402"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","maennlich","469","0.0757947381295652","0.069306907770509","0.0822825684886214"
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","weiblich","1419","0.206445442148839","0.196815310856872","0.216075573440806"
"NE: 65 Jahre und älter","1993","maennlich","536","0.127666738654723","0.119486314226834","0.135847163082611"
"NE: 65 Jahre und älter","1993","weiblich","923","0.226206405956525","0.216252210177914","0.236160601735135"
"NE: derzeit in Ausbildung","1993","maennlich","268","0.0386447315323214","0.0339199379313681","0.0433695251332747"
"NE: derzeit in Ausbildung","1993","weiblich","249","0.0284329880512809","0.0244785134097785","0.0323874626927834"
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","weiblich","183","0.0201765192157095","0.0168311950524767","0.0235218433789422"
"NE: im Militär-/Zivildienst","1993","maennlich","44","0.00717438882354673","0.00510555942161172","0.00924321822548173"
"NE: im Militär-/Zivildienst","1993","weiblich","","","",""
"NE: arbeitslos registriert","1993","maennlich","395","0.0546146907034529","0.0490446944543063","0.0601846869525994"
"NE: arbeitslos registriert","1993","weiblich","454","0.0478159535062926","0.042739177245175","0.0528927297674102"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","maennlich","94","0.0187503896692785","0.0154253974277599","0.0220753819107971"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","weiblich","90","0.0131820998757923","0.0104684615046179","0.0158957382469666"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","maennlich","54","0.00942846636227077","0.00705949839409997","0.0117974343304416"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","weiblich","81","0.012289003464872","0.00966771726457479","0.0149102896651693"
"Erwerbstätig","1993","maennlich","4531","0.667790025560007","0.656244278559548","0.679335772560466"
"Erwerbstätig","1993","weiblich","3387","0.445451587780689","0.433626315423922","0.457276860137456"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","maennlich","446","0.0766564688760984","0.0700559654603205","0.0832569722918764"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","weiblich","1359","0.201237136045137","0.191640661920685","0.210833610169588"
"NE: 65 Jahre und älter","1994","maennlich","539","0.130636358555262","0.122275444304446","0.138997272806077"
"NE: 65 Jahre und älter","1994","weiblich","928","0.225798540417772","0.215790794794388","0.235806286041156"
"NE: derzeit in Ausbildung","1994","maennlich","243","0.0338498751515085","0.0293632287609496","0.0383365215420674"
"NE: derzeit in Ausbildung","1994","weiblich","246","0.0287843406206618","0.024782270620315","0.0327864106210087"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","weiblich","190","0.0214682128923017","0.0179989747254209","0.0249374510591824"
"NE: im Militär-/Zivildienst","1994","maennlich","55","0.0080280177067962","0.00581403174133936","0.010242003672253"
"NE: im Militär-/Zivildienst","1994","weiblich","","","",""
"NE: arbeitslos registriert","1994","maennlich","449","0.0641660346102359","0.0580864626669686","0.0702456065535032"
"NE: arbeitslos registriert","1994","weiblich","482","0.0541923845504398","0.0487733835182392","0.0596113855826404"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","maennlich","95","0.0171736006571144","0.0139503796388502","0.0203968216753787"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","weiblich","117","0.0190802396424205","0.0158056464538613","0.0223548328309797"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","maennlich","82","0.0161341080142162","0.0130083062476144","0.019259909780818"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","weiblich","130","0.0205019924608582","0.017110049714014","0.0238939352077024"
"Erwerbstätig","1994","maennlich","4329","0.653084984576472","0.641275868323531","0.664894100829413"
"Erwerbstätig","1994","weiblich","3253","0.428937153370409","0.417090723562733","0.440783583178085"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","maennlich","451","0.075233483077","0.0687913930435649","0.0816755731104351"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","weiblich","1319","0.192935689381391","0.183645800944721","0.202225577818062"
"NE: 65 Jahre und älter","1995","maennlich","559","0.13454024467879","0.12620622152449","0.142874267833091"
"NE: 65 Jahre und älter","1995","weiblich","944","0.226258078598492","0.216407760561713","0.236108396635272"
